Block,Time Block,CHAMERA3,BSIUL,CHAMERA2,BRBCL,CHAMERA1,DHAULIGNGA,FSTPP I & II,DULHASTI,DADRT2,JHAJJAR,NTPL,PARBATI3,NLCTS2EXP,NLCIIST2,NNTPP,NAPP,KOTESHWR,KKNPPU2,KUDGI,KOLDAM,NJPC,MAPS,NLCEXP,NLCIIST1,KHSTPP-I,KISHANGANGA,KHSTPP-II,KKNP,KGSU1AND2,KGSU3AND4,RAPPC,RSTPSU7,SIMHST1,SINGRAULI_HYDRO,SIMHST2,RIHAND3,SALAL,SEWA2,SINGRAULI,RAPPB,RIHAND2,RIHAND1,SASAN,RAMPUR,RSTPSU1TO6,TALST2,TANAKPUR,TelanganaSTPP,UNCHAHAR2,TALA,URI,TEHRI,VALLURNTECL,UNCHAHAR1,UNCHAHAR4,TANDA2,URI2,UNCHAHAR3,ANTA_GF,ANTA_LF,ANTA_CRF,AURY_LF,DADRI_GF,AURY_GF,DADRI_CRF,DADRI_RF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_RF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
63,15:30-15:45,0,0,0,19.16,0,0,11.02,0,364.18,344.76,0,0,0,0,0,42.46,8.51,0,0,0,0,0,0,0,18.34,0,78.14,0,0,0,50.09,0,0,0,0,119.1,1.34,0,120.67,0,113.76,88.14,401.18,0,0,0,1.1,0,22.66,0,1.06,14.43,0,5.97,0,0,4.13,14.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

64,15:45-16:00,0,0,0,19.16,0,0,11.02,0,364.18,344.76,0,0,0,0,0,42.46,8.51,0,0,0,0,0,0,0,24.31,0,104.72,0,0,0,50.09,0,0,0,0,119.1,1.34,0,120.67,0,113.76,88.14,401.18,0,0,0,1.1,0,22.66,0,1.06,14.91,0,5.97,0,0,4.13,14.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

65,16:00-16:15,0,0,0,19.16,0,0,11.02,0,364.18,344.76,0,0,0,0,0,42.46,8.51,0,0,0,0,0,0,0,28.86,0,124.34,0,0,0,50.09,0,0,0,0,119.1,1.34,0,120.67,0,113.76,88.14,401.18,0,0,0,1.1,0,22.66,0,1.06,14.91,0,5.97,0,0,4.13,14.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

66,16:15-16:30,0,0,0,19.16,0,0,11.02,0,364.18,344.76,0,0,0,0,0,42.46,8.51,0,0,0,0,0,0,0,28.86,0,124.34,0,0,0,50.09,0,0,0,0,119.1,1.34,0,120.67,0,113.76,88.14,401.18,0,0,0,1.1,0,22.66,0,1.06,29.81,0,5.97,0,0,4.13,14.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

67,16:30-16:45,0,0,0,19.16,0,0,12.67,0,359.95,316.02,0,0,0,0,0,42.46,8.51,0,0,0,18.14,0,0,0,28.86,0,142.07,0,0,0,50.09,0,0,0,0,119.1,1.34,0,120.67,0,113.76,88.14,401.18,0,0,0,1.1,0,28.26,0,1.06,42.91,0,7.33,0,0,4.13,17.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

68,16:45-17:00,0,0,0,19.16,0,0,16.59,0,359.95,316.14,0,0,0,0,0,42.46,8.51,0,0,0,36.29,0,0,0,32.28,0,142.07,0,0,0,50.09,0,0,0,0,119.1,1.34,0,120.67,0,113.76,88.14,401.18,0,0,0,1.1,0,28.26,0,1.06,42.91,0,7.33,0,0,4.13,17.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

69,17:00-17:15,0,1.05,3.19,19.16,0,0,19.75,15.79,359.95,359.25,0,0,0,0,0,42.46,8.51,0,0,0,67.22,0,0,0,32.28,0,142.07,0,0,0,50.09,0,0,0,0,119.1,1.34,0,120.67,0,113.76,88.14,401.18,0,0,0,1.1,0,28.26,0,1.06,42.91,0,7.33,0,0,4.13,17.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

70,17:15-17:30,9.26,6.25,12.62,19.16,11.53,7.59,19.93,31.57,359.95,387.99,0,0,0,0,0,42.46,8.51,0,0,0,72.58,0,0,0,32.28,0,142.07,0,0,0,50.09,0,0,0,0,119.1,1.34,7.57,120.67,0,113.76,88.14,401.18,0,0,0,1.1,0,28.26,0,1.06,42.91,0,7.33,0,0,4.13,17.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

71,17:30-17:45,18.57,12.49,25.23,19.16,26,15.18,19.93,31.57,359.95,452.23,0,0,0,0,0,42.46,9.45,0,0,0,95.98,0,0,0,32.28,0,142.07,0,0,0,50.09,0,0,0,0,119.1,1.34,7.57,120.67,0,113.76,88.14,401.18,0,0,0,0.49,0,28.26,0,1.06,59.63,0,7.33,0,0,4.13,17.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

72,17:45-18:00,18.57,12.49,25.23,19.16,26,26.26,19.93,31.57,477.75,554.8,0,0,0,0,0,42.46,9.45,0,0,0,95.98,0,0,0,32.28,0,142.07,0,0,0,50.09,0,0,0,0,119.1,1.34,7.57,120.67,0,113.76,88.14,401.18,0,0,0,0.49,0,40.61,0,1.06,59.63,0,9.1,0,0,4.13,25.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

73,18:00-18:15,18.57,12.49,25.23,19.16,26,26.26,19.93,31.57,473.59,598.08,0,0,0,0,0,42.46,9.45,0,0,0,91.81,0,0,0,32.28,0,142.07,0,0,0,50.09,0,0,0,0,119.1,1.34,7.57,120.67,0,113.76,88.14,401.18,0,0,0,0.49,0,40.61,0,6.35,59.63,0,9.84,0,0,4.13,25.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

74,18:15-18:30,18.57,12.49,25.23,19.16,26,26.26,19.93,31.57,487.96,598.08,0,0,0,0,0,42.46,9.45,0,0,0,89.63,0,0,0,32.28,0,142.07,0,0,0,50.09,0,0,0,0,119.1,1.34,7.57,120.67,0,113.76,88.14,401.18,0,0,0,0.49,0,40.61,0,6.35,59.63,0,9.84,0,0,4.13,25.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

75,18:30-18:45,18.57,12.49,25.23,19.16,11.53,26.26,19.93,31.57,487.96,598.08,0,0,0,0,0,42.46,9.45,0,0,0,89.63,0,0,0,32.28,0,142.07,0,0,0,50.09,0,0,0,0,119.1,1.34,7.57,120.67,0,113.76,88.14,401.18,0,0,0,0.49,0,40.61,0,6.35,59.63,0,9.84,0,0,4.13,25.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

76,18:45-19:00,9.26,6.25,12.62,19.16,0,15.18,19.93,31.57,487.96,626.82,0,0,0,0,0,42.46,8.51,0,0,0,67.22,0,0,0,32.28,0,142.07,0,0,0,50.09,0,0,0,0,119.1,1.34,0,120.67,0,113.76,88.14,401.18,0,0,0,0.49,0,40.61,0,6.35,59.63,0,9.84,0,0,4.13,25.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

77,19:00-19:15,9.26,1.05,0,19.16,0,7.59,19.93,15.79,487.96,626.82,0,0,0,0,0,42.46,8.51,0,0,0,44.82,0,0,0,32.28,0,142.07,0,0,0,50.09,0,0,0,0,119.1,1.34,0,120.67,0,113.76,88.14,401.18,0,0,0,1.48,0,40.61,0,25.38,44.72,0,9.84,0,0,4.13,25.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

78,19:15-19:30,9.26,0,0,19.16,0,0,19.93,15.79,479.14,626.82,0,0,0,0,0,42.46,8.51,0,0,0,44.82,0,0,0,32.28,0,142.07,0,0,0,50.09,0,0,0,0,119.1,1.34,0,120.67,0,113.76,88.14,401.18,0,0,0,1.48,0,40.61,0,25.38,43.51,0,9.84,0,0,4.13,25.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

79,19:30-19:45,9.26,0,0,19.16,0,0,19.93,15.79,469.56,588.97,0,0,0,0,0,42.46,8.51,0,0,0,44.82,0,0,0,32.28,0,142.07,0,0,0,50.09,0,0,0,0,119.1,1.34,0,120.67,0,113.76,88.14,401.18,0,0,0,1.48,0,40.61,0,6.35,29.81,0,9.84,0,0,4.13,25.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

80,19:45-20:00,0,0,0,19.16,0,0,19.93,15.79,405.38,588.97,0,0,0,0,0,42.46,8.51,0,0,0,22.41,0,0,0,32.28,0,142.07,0,0,0,50.09,0,0,0,0,119.1,1.34,0,120.67,0,113.76,88.14,401.18,0,0,0,1.48,0,40.61,0,4.22,28.61,0,9.84,0,0,4.13,25.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,0,0,0,19.16,0,0,19.93,15.79,391.01,529.73,0,0,0,0,0,42.46,8.51,0,0,0,19.23,0,0,0,32.28,0,142.07,0,0,0,50.09,0,0,0,0,119.1,1.34,0,120.67,0,113.76,88.14,401.18,0,0,0,0.49,0,40.61,0,4.22,28.61,0,9.84,0,0,7.73,25.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,0,0,0,19.16,0,0,19.93,15.79,359.95,427.54,0,0,0,0,0,42.46,8.51,0,0,0,0,0,0,0,32.28,0,142.07,0,0,0,50.09,0,0,0,0,119.1,1.34,0,120.67,0,113.76,88.14,401.18,0,0,0,0.49,0,40.61,0,4.22,14.91,0,9.84,0,0,7.73,25.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,0,0,0,19.16,0,0,17.18,15.79,359.95,354.46,0,0,0,0,0,42.46,8.51,0,0,0,0,0,0,0,32.28,0,142.07,0,0,0,50.09,0,0,0,0,119.1,1.34,0,120.67,0,113.76,88.14,401.18,0,0,0,0.49,0,32.83,0,25.38,0,0,7.91,0,0,7.73,20.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,0,0,0,19.16,0,0,13.78,15.79,359.95,344.88,0,0,0,0,0,42.46,8.51,0,0,0,0,0,0,0,25.76,0,114.16,0,0,0,50.09,0,0,0,0,119.1,1.34,0,120.67,0,113.76,88.14,401.18,0,0,0,0.49,0,28.26,0,25.38,0,0,7.33,0,0,7.73,17.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,0,0,0,19.16,0,0,11.02,15.79,359.95,344.88,0,0,0,0,0,42.46,8.51,0,0,0,0,0,0,0,22.36,0,114.16,0,0,0,50.09,0,0,0,0,119.1,1.34,0,120.67,0,113.76,88.14,401.18,0,0,0,0.49,0,24.26,0,25.38,0,0,6.25,0,0,7.73,14.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,0,0,0,19.16,0,0,13.65,15.79,311.49,344.88,0,0,0,0,0,42.46,8.51,0,0,0,0,0,0,0,22.36,0,114.16,0,0,0,50.09,0,0,0,0,119.1,1.34,0,120.67,0,113.76,88.14,401.18,0,0,0,0.49,0,28.03,0,25.38,0,0,7.25,0,0,7.73,15.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,0,0,0,19.16,0,0,13.65,15.79,332.49,344.88,0,0,0,0,0,42.46,8.51,0,0,0,0,0,0,0,22.36,0,95.32,0,0,0,50.09,0,0,0,0,119.1,1.34,0,120.67,0,113.76,88.14,401.18,0,0,0,0.49,0,28.03,0,8.46,0,0,7.25,0,0,4.13,17.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,0,0,0,19.16,0,0,13.65,15.79,364.18,344.88,0,0,0,0,0,42.46,8.51,0,0,0,0,0,0,0,22.36,0,95.32,0,0,0,50.09,0,0,0,0,119.1,1.34,0,120.67,0,113.76,88.14,401.18,0,0,0,0.49,0,28.03,0,6.35,0,0,7.25,0,0,4.13,17.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,0,0,0,19.16,0,0,13.65,15.79,364.18,344.88,0,0,0,0,0,42.46,8.51,0,0,0,0,0,0,0,22.36,0,95.32,0,0,0,50.09,0,0,0,0,119.1,1.34,0,120.67,0,113.76,88.14,401.18,0,0,0,2.45,0,28.03,0,6.35,0,0,7.25,0,0,4.13,17.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,0,0,0,19.16,0,0,13.65,15.79,364.18,344.88,0,0,0,0,0,42.46,8.51,0,0,0,0,0,0,0,22.36,0,95.32,0,0,0,50.09,0,0,0,0,119.1,8.9,0,120.67,0,113.76,88.14,401.18,0,0,0,2.45,0,22.42,0,6.35,0,0,5.89,0,0,4.13,14.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,0,0,0,19.16,0,0,10.96,15.79,364.18,344.88,0,0,0,0,0,42.46,8.51,0,0,0,0,0,0,0,18.34,0,95.32,0,0,0,50.09,0,0,0,0,119.1,40.07,0,120.67,0,113.76,88.14,401.18,0,0,0,2.45,0,22.42,0,4.22,0,0,5.89,0,0,4.13,14.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,0,0,0,19.16,0,0,10.96,15.79,364.18,344.88,0,0,0,0,0,42.46,8.51,0,0,0,0,0,0,0,18.34,0,78.14,0,0,0,50.09,0,0,0,0,119.1,40.07,0,120.67,0,113.76,88.14,401.18,0,0,0,2.45,0,22.42,0,4.22,0,0,5.89,0,0,4.13,14.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,0,0,0,19.16,0,0,10.96,15.79,364.18,344.88,0,0,0,0,0,42.46,8.51,0,0,0,0,0,0,0,18.34,0,78.14,0,0,0,50.09,0,0,0,0,119.1,40.07,0,120.67,0,113.76,88.14,401.18,0,0,0,2.45,0,22.42,0,8.46,0,0,5.89,0,0,4.13,14.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,0,0,0,17.88,0,0,10.96,15.79,364.18,344.88,0,0,0,0,0,42.46,8.51,0,0,0,0,0,0,0,18.34,0,78.14,0,0,0,50.09,0,0,0,0,119.1,40.07,0,120.67,0,113.76,88.14,401.18,0,0,0,2.45,0,22.42,0,8.46,0,0,5.89,0,0,4.13,14.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,0,0,0,19.16,0,0,10.96,15.79,364.18,344.88,0,0,0,0,0,42.46,8.51,0,0,0,0,0,0,0,18.34,0,78.14,0,0,0,50.09,0,0,0,0,119.1,8.9,0,106.84,0,113.76,88.14,401.18,0,0,0,2.45,0,22.42,0,3.17,0,0,5.89,0,0,4.13,14.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,0,0,0,18.82,0,0,10.96,15.79,364.18,344.88,0,0,0,0,0,42.46,8.51,0,0,0,0,0,0,0,18.34,0,78.14,0,0,0,50.09,0,0,0,0,119.1,1.34,0,104.01,0,113.76,88.14,401.18,0,0,0,2.45,0,22.42,0,3.17,0,0,5.89,0,0,4.13,14.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

