Block,Time,RAPPC,CHAMERA2,NJPC,ANTA_GF,TANDA2,RIHAND2,CHAMERA3,DADRI_LF,DHAULIGNGA,UNCHAHAR3,TANAKPUR,PARBATI3,URI,NAPP,SINGRAULI,DADRI_GF,KOLDAM,KISHANGANGA,KOTESHWR,SEWA2,UNCHAHAR1,RIHAND3,SALAL,DADRI_RF,DADRT2,UNCHAHAR2,TEHRI,AURY_RF,BSIUL,SINGRAULI_HYDRO,AURY_LF,JHAJJAR,CHAMERA1,ANTA_LF,AURY_CRF,DULHASTI,RAPPB,RIHAND1,UNCHAHAR4,RAMPUR,ANTA_CRF,URI2,ANTA_RF,AURY_GF,DADRI_CRF,SASAN,BRBCL,TALA,FSTPP I & II,KUDGI,KHSTPP-II,KHSTPP-I,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
47,11:30-11:45,25.432968,0.000000,19.254593,0.000000,0.000000,56.726838,0.000000,0.000000,0.000000,17.999322,4.961057,0.000000,48.100176,19.233099,100.208700,0.000000,0.000000,0.000000,8.591807,0.000000,13.341409,119.733058,68.627952,0.000000,284.199425,16.516621,0.000000,0.000000,0.000000,0.592693,0.000000,335.642699,0.000000,0.000000,0.000000,15.954825,0.000000,89.074400,0.000000,0.000000,0.000000,14.326649,0.000000,0.000000,0.000000,405.453114,19.364004,3.273484,6.059577,78.42,42.682807,27.815321,0,0,0,0,0

48,11:45-12:00,25.432968,0.000000,19.254593,0.000000,0.000000,56.726838,0.000000,0.000000,0.000000,17.999322,4.961057,0.000000,8.551142,19.233099,100.208700,0.000000,0.000000,0.000000,8.591807,0.000000,13.341409,119.733058,68.627952,0.000000,284.199425,16.516621,0.000000,0.000000,0.000000,0.592693,0.000000,335.642699,0.000000,0.000000,0.000000,15.954825,0.000000,89.074400,0.000000,0.000000,0.000000,14.326649,0.000000,0.000000,0.000000,405.453114,19.364004,3.273484,6.059577,77.46,42.682807,27.815321,0,0,0,0,0

49,12:00-12:15,25.432968,0.000000,19.254593,0.000000,0.000000,56.726838,0.000000,0.000000,0.000000,17.999322,11.782510,0.000000,8.551142,19.233099,100.208700,0.000000,0.000000,0.000000,8.591807,0.000000,13.341409,119.733058,23.626016,0.000000,284.199425,16.516621,0.000000,0.000000,0.000000,0.592693,0.000000,336.933600,0.000000,0.000000,0.000000,15.954825,0.000000,89.074400,0.000000,0.000000,0.000000,9.768170,0.000000,0.000000,0.000000,405.453114,19.364004,3.273484,6.059577,77.46,42.682807,27.815321,0,0,0,0,0

50,12:15-12:30,25.432968,0.000000,19.254593,0.000000,0.000000,56.726838,0.000000,0.000000,0.000000,17.999322,11.782510,0.000000,8.551142,19.233099,100.208700,0.000000,0.000000,0.000000,8.591807,0.000000,13.341409,119.733058,23.626016,0.000000,284.199425,16.516621,0.000000,0.000000,0.000000,0.592693,0.000000,336.933600,0.000000,0.000000,0.000000,15.954825,0.000000,89.074400,0.000000,0.000000,0.000000,9.768170,0.000000,0.000000,0.000000,405.453114,19.364004,3.273484,6.059577,75.52,42.682807,27.815321,0,0,0,0,0

51,12:30-12:45,25.432968,0.000000,19.254593,0.000000,0.000000,56.726838,0.000000,0.000000,0.000000,17.999322,11.782510,0.000000,8.551142,19.233099,100.208700,0.000000,0.000000,0.000000,8.591807,0.000000,13.341409,119.733058,23.626016,0.000000,284.199425,16.516621,0.000000,0.000000,0.000000,0.592693,0.000000,336.933600,0.000000,0.000000,0.000000,15.954825,0.000000,89.074400,0.000000,0.000000,0.000000,9.768170,0.000000,0.000000,0.000000,405.453114,19.364004,3.273484,6.059577,78.42,42.682807,27.815321,0,0,0,0,0

52,12:45-13:00,25.432968,0.000000,19.254593,0.000000,0.000000,56.726838,0.000000,0.000000,0.000000,17.999322,11.782510,0.000000,32.066784,19.233099,100.208700,0.000000,0.000000,0.000000,8.591807,0.000000,13.341409,119.733058,23.626016,0.000000,284.199425,16.516621,0.000000,0.000000,0.000000,0.592693,0.000000,336.933600,0.000000,0.000000,0.000000,15.954825,0.000000,89.074400,0.000000,0.000000,0.000000,9.768170,0.000000,0.000000,0.000000,405.453114,19.364004,3.273484,6.059577,77.46,42.682807,27.815321,0,0,0,0,0

53,13:00-13:15,25.432968,0.000000,19.254593,0.000000,0.000000,56.726838,0.000000,0.000000,0.000000,17.999322,6.201321,0.000000,48.100176,19.233099,100.208700,0.000000,0.000000,0.000000,8.591807,0.000000,13.341409,119.733058,23.626016,0.000000,284.199425,16.516621,0.000000,0.000000,0.000000,0.592693,0.000000,336.933600,0.000000,0.000000,0.000000,15.954825,0.000000,89.074400,0.000000,0.000000,0.000000,13.024226,0.000000,0.000000,0.000000,405.453114,19.364004,3.273484,6.059577,77.46,42.682807,27.815321,0,0,0,0,0

54,13:15-13:30,25.432968,0.000000,19.254593,0.000000,0.000000,56.726838,0.000000,0.000000,0.000000,17.999322,6.201321,0.000000,48.100176,19.233099,100.208700,0.000000,0.000000,0.000000,8.591807,0.000000,13.341409,119.733058,23.626016,0.000000,284.199425,16.516621,0.000000,0.000000,0.000000,0.592693,0.000000,336.933600,0.000000,0.000000,0.000000,15.954825,0.000000,89.074400,0.000000,0.000000,0.000000,13.024226,0.000000,0.000000,0.000000,405.453114,19.364004,3.273484,6.059577,78.42,42.682807,27.815321,0,0,0,0,0

55,13:30-13:45,25.432968,0.000000,19.254593,0.000000,0.000000,56.726838,0.000000,0.000000,0.000000,17.999322,6.201321,0.000000,12.826714,19.233099,100.208700,0.000000,0.000000,0.000000,8.591807,0.000000,13.341409,119.733058,23.626016,0.000000,284.199425,16.516621,0.000000,0.000000,0.000000,0.592693,0.000000,336.933600,0.000000,0.000000,0.000000,15.954825,0.000000,89.074400,0.000000,0.000000,0.000000,13.024226,0.000000,0.000000,0.000000,405.453114,19.364004,3.273484,6.059577,77.46,42.682807,27.815321,0,0,0,0,0

56,13:45-14:00,25.432968,0.000000,19.254593,0.000000,0.000000,56.726838,0.000000,0.000000,0.000000,17.999322,6.201321,0.000000,12.826714,19.233099,100.208700,0.000000,0.000000,0.000000,8.591807,0.000000,13.341409,119.733058,23.626016,0.000000,284.199425,16.516621,0.000000,0.000000,0.000000,0.592693,0.000000,336.933600,0.000000,0.000000,0.000000,15.954825,0.000000,89.074400,0.000000,0.000000,0.000000,13.024226,0.000000,0.000000,0.000000,405.453114,19.364004,3.273484,6.059577,76.49,42.682807,27.815321,0,0,0,0,0

57,14:00-14:15,25.432968,0.000000,19.254593,0.000000,0.000000,56.726838,0.000000,0.000000,0.000000,17.999322,6.201321,0.000000,8.551142,19.233099,100.208700,0.000000,0.000000,0.000000,8.591807,0.000000,13.341409,119.733058,23.626016,0.000000,284.199425,16.516621,0.000000,0.000000,0.000000,0.592693,0.000000,336.933600,0.000000,0.000000,0.000000,15.954825,0.000000,89.074400,0.000000,0.000000,0.000000,13.024226,0.000000,0.000000,0.000000,405.453114,19.364004,3.273484,6.059577,75.52,42.682807,27.815321,0,0,0,0,0

58,14:15-14:30,25.432968,0.000000,19.254593,0.000000,0.000000,56.726838,0.000000,0.000000,0.000000,17.999322,6.201321,0.000000,8.551142,19.233099,100.208700,0.000000,0.000000,0.000000,8.591807,0.000000,13.341409,119.733058,23.626016,0.000000,284.199425,16.516621,0.000000,0.000000,0.000000,0.592693,0.000000,336.933600,0.000000,0.000000,0.000000,15.954825,0.000000,89.074400,0.000000,0.000000,0.000000,13.024226,0.000000,0.000000,0.000000,405.453114,19.364004,3.273484,6.059577,74.55,42.682807,27.815321,0,0,0,0,0

59,14:30-14:45,25.432968,0.000000,19.254593,0.000000,0.000000,56.726838,0.000000,0.000000,0.000000,17.999322,6.201321,0.000000,8.551142,19.233099,100.208700,0.000000,0.000000,0.000000,8.591807,0.000000,13.341409,119.733058,23.626016,0.000000,284.199425,16.516621,0.000000,0.000000,6.313439,0.592693,0.000000,336.933600,0.000000,0.000000,0.000000,15.954825,0.000000,89.074400,0.000000,0.000000,0.000000,13.024226,0.000000,0.000000,0.000000,405.453114,19.364004,3.273484,6.059577,74.55,42.682807,27.815321,0,0,0,0,0

60,14:45-15:00,25.432968,0.000000,19.254593,0.000000,0.000000,56.726838,0.000000,0.000000,0.000000,17.999322,6.201321,0.000000,8.551142,19.233099,100.208700,0.000000,0.000000,0.000000,8.591807,0.000000,13.341409,119.733058,12.938057,0.000000,284.199425,16.516621,0.000000,0.000000,6.313439,0.592693,0.000000,336.933600,0.000000,0.000000,0.000000,15.954825,0.000000,89.074400,0.000000,0.000000,0.000000,13.024226,0.000000,0.000000,0.000000,405.453114,19.364004,3.273484,6.059577,73.58,42.682807,27.815321,0,0,0,0,0

61,15:00-15:15,25.432968,0.000000,19.254593,0.000000,0.000000,56.726838,0.000000,0.000000,0.000000,17.999322,6.201321,0.000000,19.240070,19.233099,100.208700,0.000000,0.000000,0.000000,8.591807,0.000000,13.341409,119.733058,12.938057,0.000000,284.199425,16.516621,15.066160,0.000000,6.313439,0.592693,0.000000,336.933600,0.000000,0.000000,0.000000,15.954825,0.000000,89.074400,0.000000,0.000000,0.000000,13.024226,0.000000,0.000000,0.000000,405.453114,19.364004,3.273484,6.059577,74.55,42.682807,27.815321,0,0,0,0,0

62,15:15-15:30,25.432968,0.000000,19.254593,0.000000,0.000000,56.726838,0.000000,0.000000,0.000000,17.999322,6.201321,0.000000,19.240070,19.233099,100.208700,0.000000,0.000000,0.000000,8.591807,0.000000,13.341409,119.733058,12.938057,0.000000,284.199425,16.516621,15.066160,0.000000,6.313439,0.592693,0.000000,336.933600,0.000000,0.000000,0.000000,15.954825,0.000000,89.074400,0.000000,0.000000,0.000000,13.024226,0.000000,0.000000,0.000000,405.453114,19.364004,3.273484,6.059577,73.58,42.682807,27.815321,0,0,0,0,0

63,15:30-15:45,25.432968,0.000000,19.254593,0.000000,0.000000,56.726838,0.000000,0.000000,0.000000,17.999322,6.201321,0.000000,25.653427,19.233099,100.208700,0.000000,0.000000,0.000000,8.591807,2.341168,13.341409,119.733058,12.938057,0.000000,284.199425,16.516621,30.132320,0.000000,6.313439,0.592693,0.000000,336.933600,0.000000,0.000000,0.000000,15.954825,0.000000,89.074400,0.000000,0.000000,0.000000,13.024226,0.000000,0.000000,0.000000,405.453114,19.364004,3.273484,6.059577,74.55,42.682807,27.815321,0,0,0,0,0

64,15:45-16:00,25.432968,0.000000,19.254593,0.000000,0.000000,56.726838,0.000000,0.000000,0.000000,17.999322,6.201321,0.000000,25.653427,19.233099,100.208700,0.000000,0.000000,0.000000,8.591807,5.110818,13.341409,119.733058,12.938057,0.000000,284.199425,16.516621,30.132320,0.000000,6.313439,0.592693,0.000000,336.933600,0.000000,0.000000,0.000000,15.954825,0.000000,89.074400,0.000000,0.000000,0.000000,13.024226,0.000000,0.000000,0.000000,405.453114,19.364004,3.273484,6.059577,75.52,42.682807,27.815321,0,0,0,0,0

65,16:00-16:15,25.432968,11.615495,19.254593,0.000000,0.000000,56.726838,0.000000,0.000000,8.825046,17.999322,11.782510,0.000000,25.653427,19.233099,100.208700,0.000000,0.000000,0.000000,8.591807,5.110818,13.341409,119.733058,12.938057,0.000000,284.199425,16.516621,45.198481,0.000000,0.000000,0.592693,0.000000,336.933600,0.000000,0.000000,0.000000,15.954825,0.000000,89.074400,0.000000,0.000000,0.000000,14.326649,0.000000,0.000000,0.000000,405.453114,19.364004,3.273484,6.059577,75.52,42.682807,27.815321,0,0,0,0,0

66,16:15-16:30,25.432968,11.615495,19.254593,0.000000,0.000000,56.726838,0.000000,0.000000,8.825046,17.999322,11.782510,0.000000,25.653427,19.233099,100.208700,0.000000,0.000000,0.000000,8.591807,5.110818,13.341409,119.733058,12.938057,0.000000,315.785895,21.091559,45.198481,0.000000,0.000000,0.592693,0.000000,336.933600,0.000000,0.000000,0.000000,15.954825,0.000000,89.074400,0.000000,0.000000,0.000000,14.326649,0.000000,0.000000,0.000000,405.453114,19.364004,3.273484,15.390410,74.55,47.606491,43.783456,0,0,0,0,0

67,16:30-16:45,25.432968,11.615495,19.254593,0.000000,0.000000,56.726838,0.000000,0.000000,8.825046,17.999322,11.782510,0.000000,25.653427,19.233099,100.208700,0.000000,0.000000,0.000000,8.591807,5.110818,13.341409,119.733058,12.938057,0.000000,330.698489,21.091559,45.198481,0.000000,0.000000,0.592693,0.000000,336.933600,0.000000,0.000000,0.000000,15.954825,0.000000,89.074400,0.000000,0.000000,0.000000,13.024226,0.000000,0.000000,0.000000,405.453114,19.364004,3.273484,15.390410,74.55,47.606491,43.783456,0,0,0,0,0

68,16:45-17:00,25.432968,11.615495,19.254593,0.000000,0.000000,56.726838,0.000000,0.000000,8.825046,17.999322,11.782510,0.000000,25.653427,19.233099,100.208700,0.000000,0.000000,0.000000,8.591807,5.110818,13.341409,119.733058,12.938057,0.000000,330.698489,21.091559,60.264641,0.000000,0.000000,0.592693,0.000000,336.933600,10.157580,0.000000,0.000000,15.954825,0.000000,89.074400,0.000000,0.000000,0.000000,13.024226,0.000000,0.000000,0.000000,405.453114,19.364004,3.273484,15.390410,74.55,47.606491,43.783456,0,0,0,0,0

69,17:00-17:15,25.432968,11.615495,19.254593,0.000000,0.000000,56.726838,0.000000,0.000000,8.825046,17.999322,6.449374,0.000000,16.033392,19.233099,100.208700,0.000000,0.000000,0.000000,8.591807,5.110818,13.341409,119.733058,12.938057,0.000000,296.337919,16.516621,60.264641,0.000000,0.000000,0.592693,0.000000,336.933600,12.895843,0.000000,0.000000,15.954825,0.000000,89.074400,0.000000,0.000000,0.000000,13.024226,0.000000,0.000000,0.000000,405.453114,19.364004,3.273484,11.157537,75.52,42.682807,34.021193,0,0,0,0,0

70,17:15-17:30,25.432968,11.615495,41.259843,0.000000,0.000000,56.726838,0.000000,0.000000,8.825046,17.999322,6.449374,0.000000,16.033392,19.233099,100.208700,0.000000,0.000000,0.000000,8.591807,10.221636,13.341409,119.733058,12.938057,0.000000,296.530616,16.516621,60.264641,0.000000,0.000000,0.592693,0.000000,336.933600,27.205181,0.000000,0.000000,15.954825,0.000000,89.074400,0.000000,0.000000,0.000000,13.024226,0.000000,0.000000,0.000000,405.453114,19.364004,3.273484,11.157537,76.49,42.682807,34.021193,0,0,0,0,0

71,17:30-17:45,25.432968,11.615495,64.181978,0.000000,0.000000,56.726838,0.000000,0.000000,8.825046,17.999322,6.449374,3.697556,16.033392,19.233099,100.208700,0.000000,0.000000,0.000000,8.591807,10.221636,13.341409,119.733058,12.938057,0.000000,327.630191,21.654194,60.264641,0.000000,0.000000,0.592693,0.000000,398.898400,27.205181,0.000000,0.000000,15.954825,0.000000,89.074400,0.000000,0.000000,0.000000,13.024226,0.000000,0.000000,0.000000,405.453114,19.364004,3.273484,17.315289,78.42,47.604058,43.580715,0,0,0,0,0

72,17:45-18:00,25.432968,11.615495,82.519686,0.000000,0.000000,56.726838,0.000000,0.000000,17.650092,17.999322,6.449374,15.830469,16.033392,19.233099,100.208700,0.000000,0.000000,0.000000,17.183614,15.301479,13.341409,119.733058,12.938057,0.000000,330.698489,24.376856,60.264641,0.000000,0.000000,0.592693,0.000000,398.898400,40.807771,0.000000,0.000000,15.954825,0.000000,89.074400,0.000000,0.000000,0.000000,13.024226,0.000000,0.000000,0.000000,405.453114,19.364004,3.273484,17.315289,81.33,47.606491,43.580715,0,0,0,0,0

73,18:00-18:15,25.432968,25.425029,110.026248,0.000000,0.000000,56.726838,9.370085,0.000000,26.475139,17.999322,6.449374,31.660938,16.033392,19.233099,100.208700,0.000000,0.000000,0.000000,25.775420,15.301479,13.341409,119.733058,12.938057,0.000000,330.673050,24.376856,60.264641,0.000000,0.000000,0.592693,0.000000,392.121000,40.807771,0.000000,0.000000,47.864474,0.000000,89.074400,0.000000,0.000000,0.000000,13.024226,0.000000,0.000000,0.000000,405.453114,19.364004,3.273484,17.315289,85.20,47.606491,43.580715,0,0,0,0,0

74,18:15-18:30,25.432968,38.253698,135.882416,0.000000,0.000000,56.726838,18.758663,0.000000,35.382040,17.999322,6.449374,31.660938,16.033392,19.233099,100.208700,0.000000,0.000000,0.000000,38.185808,15.301479,13.341409,119.733058,23.626016,0.000000,330.624034,24.376856,60.264641,0.000000,18.940316,0.592693,0.000000,392.121000,40.807771,0.000000,0.000000,47.864474,0.000000,89.074400,0.000000,0.000000,0.000000,13.024226,0.000000,0.000000,0.000000,405.453114,19.364004,3.273484,17.315289,86.17,47.606491,43.580715,0,0,0,0,0

75,18:30-18:45,25.432968,38.253698,135.882416,0.000000,0.000000,56.726838,18.758663,0.000000,35.382040,17.999322,6.449374,31.660938,16.033392,19.233099,100.208700,0.000000,0.000000,0.000000,38.185808,15.301479,13.341409,119.733058,68.627952,0.000000,330.624034,24.376856,60.264641,0.000000,18.940316,0.592693,0.000000,392.121000,40.807771,0.000000,0.000000,47.864474,0.000000,89.074400,0.000000,0.000000,0.000000,13.024226,0.000000,0.000000,0.000000,405.453114,19.364004,3.273484,17.315289,84.23,47.606491,43.580715,0,0,0,0,0

76,18:45-19:00,25.432968,38.253698,135.882416,0.000000,0.000000,56.726838,18.758663,0.000000,35.382040,17.999322,6.449374,31.660938,16.033392,19.233099,100.208700,0.000000,0.000000,0.000000,38.185808,15.301479,13.341409,119.733058,68.627952,0.000000,330.624034,24.376856,60.264641,0.000000,18.940316,0.592693,0.000000,392.121000,40.807771,0.000000,0.000000,47.864474,0.000000,89.074400,0.000000,0.000000,0.000000,13.024226,0.000000,0.000000,0.000000,405.453114,19.364004,3.273484,17.315289,84.23,47.606491,43.580715,0,0,0,0,0

77,19:00-19:15,25.432968,38.253698,135.882416,0.000000,0.000000,56.726838,18.758663,0.000000,35.382040,17.999322,6.449374,15.830469,25.653427,19.233099,100.208700,0.000000,0.000000,0.000000,38.185808,15.301479,13.341409,119.733058,68.627952,0.000000,330.624034,24.376856,60.264641,0.000000,18.940316,0.592693,0.000000,368.884200,40.807771,0.000000,0.000000,47.864474,0.000000,89.074400,0.000000,0.000000,0.000000,14.326649,0.000000,0.000000,0.000000,405.453114,19.364004,3.273484,17.315289,83.27,47.606491,43.580715,0,0,0,0,0

78,19:15-19:30,25.432968,38.253698,135.882416,0.000000,0.000000,56.726838,18.758663,0.000000,35.382040,17.999322,6.449374,3.081296,25.653427,19.233099,100.208700,0.000000,0.000000,0.000000,38.185808,15.301479,13.341409,119.733058,68.627952,0.000000,299.641634,21.091559,60.264641,0.000000,18.940316,0.592693,0.000000,368.884200,40.807771,0.000000,0.000000,47.864474,0.000000,89.074400,0.000000,0.000000,0.000000,14.326649,0.000000,0.000000,0.000000,405.453114,19.364004,3.273484,17.315289,83.27,47.606491,43.580715,0,0,0,0,0

79,19:30-19:45,25.432968,38.253698,135.882416,0.000000,0.000000,56.726838,18.758663,0.000000,35.382040,17.999322,6.449374,0.000000,25.653427,19.233099,100.208700,0.000000,0.000000,0.000000,38.185808,15.301479,13.341409,119.733058,23.626016,0.000000,314.475039,14.875590,60.264641,0.000000,18.940316,0.592693,0.000000,337.901800,40.807771,0.000000,0.000000,47.864474,0.000000,89.074400,0.000000,0.000000,0.000000,14.326649,0.000000,0.000000,0.000000,405.453114,19.364004,3.273484,17.315289,81.33,47.606491,43.580715,0,0,0,0,0

80,19:45-20:00,25.432968,38.253698,135.882416,0.000000,0.000000,56.726838,18.758663,0.000000,35.382040,17.999322,6.449374,0.000000,25.653427,19.233099,100.208700,0.000000,0.000000,0.000000,38.185808,15.301479,13.341409,119.733058,12.938057,0.000000,304.793039,13.612021,60.264641,0.000000,6.313439,0.592693,0.000000,337.901800,40.807771,0.000000,0.000000,47.864474,0.000000,89.074400,0.000000,0.000000,0.000000,14.326649,0.000000,0.000000,0.000000,405.453114,19.364004,3.273484,12.551412,82.30,42.682807,32.084793,0,0,0,0,0

81,20:00-20:15,25.432968,38.253698,135.882416,0.000000,0.000000,56.726838,18.758663,0.000000,35.382040,17.999322,6.449374,0.000000,25.653427,19.233099,100.208700,0.000000,0.000000,0.000000,38.185808,15.301479,13.341409,119.733058,12.938057,0.000000,285.429039,13.612021,60.264641,0.000000,6.313439,0.592693,0.000000,337.195014,40.807771,0.000000,0.000000,47.864474,0.000000,89.074400,0.000000,0.000000,0.000000,14.326649,0.000000,0.000000,0.000000,405.453114,19.364004,3.273484,11.157537,79.39,42.682807,32.084793,0,0,0,0,0

82,20:15-20:30,25.432968,38.253698,100.857394,0.000000,0.000000,56.726838,9.370085,0.000000,26.475139,17.999322,6.449374,0.000000,25.653427,19.233099,100.208700,0.000000,0.000000,0.000000,25.775420,15.301479,13.341409,119.733058,12.938057,0.000000,289.959634,21.091559,60.264641,0.000000,0.000000,0.592693,0.000000,368.177414,27.205181,0.000000,0.000000,31.909649,0.000000,89.074400,0.000000,0.000000,0.000000,14.326649,0.000000,0.000000,0.000000,405.453114,19.364004,3.273484,15.468729,76.49,47.606491,32.084793,0,0,0,0,0

83,20:30-20:45,25.432968,25.502465,82.519686,0.000000,0.000000,56.726838,0.000000,0.000000,17.650092,17.999322,6.449374,0.000000,25.653427,19.233099,100.208700,0.000000,0.000000,0.000000,25.775420,10.221636,13.341409,119.733058,12.938057,0.000000,289.959634,21.091559,60.264641,0.000000,0.000000,0.592693,0.000000,368.177414,27.205181,0.000000,0.000000,31.909649,0.000000,89.074400,0.000000,0.000000,0.000000,16.931494,0.000000,0.000000,0.000000,405.453114,19.364004,3.273484,17.315289,77.46,47.606491,43.580715,0,0,0,0,0

84,20:45-21:00,25.432968,12.647984,59.597551,0.000000,0.000000,56.726838,0.000000,0.000000,8.825046,17.999322,6.449374,0.000000,25.653427,19.233099,100.208700,0.000000,0.000000,0.000000,25.775420,10.221636,13.341409,119.733058,12.938057,0.000000,289.959634,21.091559,60.264641,0.000000,0.000000,0.592693,0.000000,368.177414,27.205181,0.000000,0.000000,31.909649,0.000000,89.074400,0.000000,0.000000,0.000000,16.931494,0.000000,0.000000,0.000000,405.453114,19.364004,3.273484,17.315289,72.62,47.606491,43.580715,0,0,0,0,0

85,21:00-21:15,25.432968,12.647984,44.010499,0.000000,0.000000,56.726838,0.000000,0.000000,8.825046,17.999322,6.449374,0.000000,25.653427,19.233099,100.208700,0.000000,0.000000,0.000000,25.775420,10.221636,13.341409,119.733058,12.938057,0.000000,324.233914,24.367621,60.264641,0.000000,0.000000,0.592693,0.000000,383.407200,13.538341,0.000000,0.000000,31.909649,0.000000,89.074400,0.000000,0.000000,0.000000,16.931494,0.000000,0.000000,0.000000,405.453114,19.364004,3.273484,17.315289,68.74,47.606491,43.580715,0,0,0,0,0

86,21:15-21:30,25.432968,12.647984,44.010499,0.000000,0.000000,56.726838,0.000000,0.000000,8.825046,17.999322,6.449374,0.000000,25.653427,19.233099,100.208700,0.000000,0.000000,0.000000,17.183614,5.110818,13.341409,119.733058,12.938057,0.000000,330.624034,24.376856,60.264641,0.000000,0.000000,0.592693,0.000000,383.407200,13.538341,0.000000,0.000000,31.909649,0.000000,89.074400,0.000000,0.000000,0.000000,16.931494,0.000000,0.000000,0.000000,405.453114,19.364004,3.273484,17.315289,67.77,47.606491,43.580715,0,0,0,0,0

87,21:30-21:45,25.432968,12.647984,44.010499,0.000000,0.000000,56.726838,0.000000,0.000000,8.825046,17.999322,6.449374,0.000000,25.653427,19.233099,100.208700,0.000000,0.000000,0.000000,17.183614,5.110818,13.341409,119.733058,12.938057,0.000000,330.624034,24.376856,58.129760,0.000000,0.000000,0.592693,0.000000,367.916000,13.538341,0.000000,0.000000,31.909649,0.000000,89.074400,0.000000,0.000000,0.000000,16.931494,0.000000,0.000000,0.000000,405.453114,19.364004,3.273484,17.315289,64.87,47.606491,43.580715,0,0,0,0,0

88,21:45-22:00,25.432968,0.000000,44.010499,0.000000,0.000000,56.726838,0.000000,0.000000,8.825046,17.999322,6.449374,0.000000,25.653427,19.233099,100.208700,0.000000,0.000000,0.000000,17.183614,4.517137,13.341409,119.733058,12.938057,0.000000,330.624034,24.376856,45.137484,0.000000,0.000000,0.592693,0.000000,367.916000,13.538341,0.000000,0.000000,31.909649,0.000000,89.074400,0.000000,0.000000,0.000000,16.931494,0.000000,0.000000,0.000000,405.453114,19.364004,3.273484,17.315289,62.93,47.606491,43.580715,0,0,0,0,0

89,22:00-22:15,25.432968,0.000000,44.010499,0.000000,0.000000,56.726838,0.000000,0.000000,1.278992,17.999322,5.209110,0.000000,25.653427,19.233099,100.208700,0.000000,0.000000,0.000000,17.183614,0.000000,13.341409,119.733058,12.938057,0.000000,330.624034,24.376856,45.137484,0.000000,0.000000,0.592693,0.000000,393.089200,0.000000,0.000000,0.000000,31.909649,0.000000,89.074400,0.000000,0.000000,0.000000,16.931494,0.000000,0.000000,0.000000,405.453114,19.364004,3.273484,17.315289,61.00,47.606491,43.580715,0,0,0,0,0

90,22:15-22:30,25.432968,0.000000,44.010499,0.000000,0.000000,56.726838,0.000000,0.000000,1.278992,17.999322,5.209110,0.000000,25.653427,19.233099,100.208700,0.000000,0.000000,0.000000,17.183614,0.000000,13.341409,119.733058,12.938057,0.000000,330.624034,24.376856,45.137484,0.000000,0.000000,0.592693,0.000000,362.106800,0.000000,0.000000,0.000000,31.909649,0.000000,89.074400,0.000000,0.000000,0.000000,16.931494,0.000000,0.000000,0.000000,405.453114,19.364004,3.273484,17.315289,57.12,47.606491,43.580715,0,0,0,0,0

91,22:30-22:45,25.432968,0.000000,22.005250,0.000000,0.000000,56.726838,0.000000,0.000000,1.278992,17.999322,5.209110,0.000000,25.653427,19.233099,100.208700,0.000000,0.000000,0.000000,17.183614,0.000000,13.341409,119.733058,12.938057,0.000000,330.624034,24.376856,45.137484,0.000000,0.000000,0.592693,0.000000,393.089200,0.000000,0.000000,0.000000,31.909649,0.000000,89.074400,0.000000,0.000000,0.000000,18.233917,0.000000,0.000000,0.000000,405.453114,19.364004,3.700460,17.315289,56.16,47.606491,43.580715,0,0,0,0,0

92,22:45-23:00,25.432968,0.000000,22.005250,0.000000,0.000000,56.726838,0.000000,0.000000,1.278992,17.999322,5.209110,0.000000,25.653427,19.233099,100.208700,0.000000,0.000000,0.000000,9.546452,0.000000,13.341409,119.733058,12.938057,0.000000,330.624034,24.376856,30.132320,0.000000,0.000000,0.592693,0.000000,393.089200,0.000000,0.000000,0.000000,31.909649,0.000000,89.074400,0.000000,0.000000,0.000000,18.233917,0.000000,0.000000,0.000000,405.453114,19.364004,3.700460,17.315289,55.19,47.606491,43.580715,0,0,0,0,0

93,23:00-23:15,25.432968,0.000000,22.005250,0.000000,0.000000,56.726838,0.000000,0.000000,1.278992,17.999322,5.209110,0.000000,21.377856,19.233099,100.208700,0.000000,0.000000,0.000000,8.591807,0.000000,13.341409,119.733058,12.938057,0.000000,330.624034,24.376856,30.132320,0.000000,0.000000,0.592693,0.000000,362.106800,0.000000,0.000000,0.000000,31.909649,0.000000,89.074400,0.000000,0.000000,0.000000,18.233917,0.000000,0.000000,0.000000,405.453114,19.364004,3.700460,17.315289,52.28,47.606491,43.580715,0,0,0,0,0

94,23:15-23:30,25.432968,0.000000,22.005250,0.000000,0.000000,56.726838,0.000000,0.000000,1.278992,17.999322,5.209110,0.000000,21.377856,19.233099,100.208700,0.000000,0.000000,0.000000,8.591807,0.000000,13.341409,119.733058,12.938057,0.000000,330.624034,24.376856,30.132320,0.000000,0.000000,0.592693,0.000000,362.106800,0.000000,0.000000,0.000000,31.909649,0.000000,89.074400,0.000000,0.000000,0.000000,18.233917,0.000000,0.000000,0.000000,405.453114,19.364004,3.700460,17.315289,51.31,47.606491,43.580715,0,0,0,0,0

