Column1,Time,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/L_NR_2019_05,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/31052040/LT-31,NR/30092023/26122029/SH-06,NR/01102023/05012040/L_NR_2020_02,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/03/01/2563,NR/01102023/30042040/GNA_LT_36,NR/30092023/31122025/SH-07,GNA/NR/2025/03/01/4651,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/03/01/3469,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/03/01/1906,GNA/NR/2025/03/01/8036,GNA/WR/2025/01/01/8625,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/03/01/9482,GNA/SR/2025/03/01/7500,NR/01102023/31102037/L_NR_2019_11,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/19072037/LT-05,NR/01102023/06022042/L_NR_2012_02,NR/01102023/22052037/LT-59,GNA/WR/2025/01/01/9606,GNA/NR/2025/03/01/6891,GNA/WR/2025/03/01/6406,NR/26072023/31072042/L_NR_2023_07,GNARE/NR/2024/12/20/3668,NR/01102023/08032047/L_NR_2021_14,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,NR/26072023/25122043/L_NR_2023_10,L_NR_2019_19,WR/01102023/01102023/L_NR_2022_09,WR/01102023/30052048/L_NR_2022_10,GNARE/SR/2025/01/13/4532,WR/01102023/16072048/L_NR_2022_08,NR/01102023/02122045/L_NR_2021_13,NR/01102023/25072045/L_NR_2021_15,WR/01102023/01102023/L_NR_2020_06,GNA/NR/2025/03/01/5143
75,18:30-18:45,12.5,0,0,37.5,0,0.05,32,1.49,0.05,36.62,0.05,32,6.75,272.49,8.67,86.93,36.62,36.62,100,100.4,17.35,50,2.15,31.29,5.07,66.13,260.78,1.87,50,0,0,1,12.64,2,10.68,1,0,0,0.19,42.67,42.66,13.61,6.66,2.14,0,12.5,0

76,18:45-19:00,13,0,0,39,0,0.04,32,1.49,0.04,36.62,0.04,32,6.75,272.49,8.67,86.93,36.62,36.62,100,100.4,17.35,50,2.15,31.29,5.07,115.26,260.78,1.87,50,0,0,0,7.35,1,1.91,0,0,0,0,43,43,13.01,6.66,0.38,0,13,0

77,19:00-19:15,14.17,0,0,42.49,0,0,31.72,1.45,0,36.62,0,31.72,6.75,272.49,8.67,86.93,36.62,36.62,100,100.4,17.35,50,2.15,31.29,5.26,115.26,260.78,1.87,50,0,0,0,0.08,0,0.76,0,0,0,0,43.33,43.34,12.81,12.34,0.15,0,14.17,0

78,19:15-19:30,14.67,0,0,43.99,0,0,31.72,1.45,0,36.62,0,31.72,6.75,272.49,8.67,86.93,36.62,36.62,100,100.4,17.35,50,2.15,31.29,5.26,115.26,260.78,1.87,50,0,0,0,0.04,0,0,0,0,0,0,43.67,43.66,12.61,12.66,0,0,14.67,0

79,19:30-19:45,19.17,0,0,57.49,0,0,31.72,1.54,0,36.62,0,31.72,6.75,272.49,8.67,86.93,36.62,36.62,100,100.4,17.35,50,2.3,31.29,5.26,115.26,260.78,2.33,50,0,0,0,0,0,0,0,0,0,0,53.33,53.34,12.41,16,0,0,19.17,0

80,19:45-20:00,19.67,0,0,58.99,0,0,31.72,1.54,0,36.62,0,31.72,6.75,272.49,8.67,86.93,36.62,36.62,100,100.4,17.35,50,2.3,31.29,5.26,115.26,260.78,2.33,50,0,0,0,0,0,0,0,0,0,0,55,55,12.01,15.34,0,0,19.67,0

81,20:00-20:15,20,0,0,60,0,0,9.25,1.54,0,36.62,0,9.25,6.75,272.49,8.67,86.93,36.62,36.62,100,100.4,17.35,50,2.3,31.29,5.44,115.26,260.78,2.33,75,0,0,0,0,0,0,0,0,0,0,56,56,11.61,15,0,0,20,0

82,20:15-20:30,20.33,0,0,61.01,0,0,9.25,1.54,0,36.62,0,9.25,6.75,272.49,8.67,86.93,36.62,36.62,100,100.4,17.35,50,2.3,31.29,5.44,115.26,260.78,2.33,75,0,0,0,0,0,0,0,0,0,0,58.33,58.34,11,14.66,0,0,20.33,0

83,20:30-20:45,15.83,0,0,47.51,0,0,23.4,1.54,0,36.62,0,23.4,6.75,272.49,8.67,86.93,36.62,36.62,100,100.4,17.35,50,2.53,31.29,5.44,115.26,260.78,2.33,75,0,0,0,0,0,0,0,0,0,0,46.67,46.67,10.8,11.66,0,0,15.83,0

84,20:45-21:00,15.67,0,0,46.99,0,0,23.4,1.54,0,36.62,0,23.4,6.75,272.49,8.67,86.93,36.62,36.62,100,100.4,17.35,50,2.53,31.29,5.44,115.26,260.78,2.33,75,0,0,0,0,0,0,0,0,0,0,47.33,47.33,10.4,11.66,0,0,15.67,0

85,21:00-21:15,15.5,0,0,46.5,0,0,26.99,1.54,0,36.62,0,26.99,6.75,272.49,8.67,86.93,36.62,36.62,100,100.4,17.35,50,2.53,31.29,6.18,115.26,260.78,2.33,75,0,0,0,0,0,0,0,0,0,0,48,48,10,10,0,0,15.5,0

86,21:15-21:30,15.33,0,0,46.01,0,0,26.99,1.54,0,36.62,0,26.99,6.75,272.49,8.67,86.93,36.62,36.62,100,100.4,17.35,50,2.53,31.29,6.18,115.26,260.78,2.33,75,0,0,0,0,0,0,0,0,0,0,48.33,48.33,10,10,0,0,15.33,0

87,21:30-21:45,15.17,0,0,45.49,0,0,26.99,1.54,0,36.62,0,26.99,6.75,272.49,8.67,86.93,36.62,36.62,100,100.4,17.35,50,2.53,31.29,6.18,115.26,260.78,2.72,75,0,0,0,0,0,0,0,0,0,0,48,48,13.01,10,0,0,15.17,0

88,21:45-22:00,15,0,0,45,0,0,26.99,1.54,0,36.62,0,26.99,6.75,272.49,8.67,86.93,36.62,36.62,100,100.4,17.35,50,2.53,31.29,6.18,115.26,260.78,2.72,75,0,0,0,0,0,0,0,0,0,0,47.67,47.67,13.01,10,0,0,15,0

89,22:00-22:15,15,0,0,45,0,0,26.99,1.54,0,36.62,0,26.99,6.75,272.49,8.67,86.93,36.62,36.62,100,100.4,17.35,50,2.92,31.29,6.27,115.26,260.78,2.64,75,79.27,0,0,0,0,0,0,0,0,0,47.33,47.33,12.61,10,0,0,15,237.82

90,22:15-22:30,15,0,0,45,0,0,26.99,1.54,0,36.62,0,26.99,6.75,272.49,8.67,86.93,36.62,36.62,100,100.4,17.35,50,2.92,31.29,6.27,115.26,260.78,2.64,75,79.27,0,0,0,0,0,0,0,0,0,47,47,12.21,10,0,0,15,237.82

91,22:30-22:45,15,0,0,45,0,0,26.99,1.54,0,36.62,0,26.99,6.75,272.49,8.67,86.93,36.62,36.62,100,100.4,17.35,50,2.92,31.29,6.27,115.26,260.78,2.64,75,79.27,0,0,0,0,0,0,0,0,0,59.33,59.34,11.81,10,0,0,15,237.82

92,22:45-23:00,15,0,0,45,0,0,26.99,1.54,0,36.62,0,26.99,6.75,272.49,8.67,86.93,36.62,36.62,100,100.4,17.35,50,2.92,30.78,6.27,115.26,260.78,2.64,75,79.27,0,0,0,0,0,0,0,0,0,58.33,58.34,11.21,10,0,0,15,237.82

93,23:00-23:15,24.17,0,0,72.5,0,0,26.99,1.45,0,36.62,0,26.99,6.75,272.49,8.67,74.72,36.62,36.62,0,100.4,17.35,50,2.92,30.28,6.36,66.13,229.27,2.64,75,79.27,0,0,0,0,0,0,0,0,0,57.33,57.34,10.6,16,0,0,24.16,237.82

94,23:15-23:30,23.67,0,0,71,0,0,26.99,1.45,0,36.62,0,26.99,6.75,272.49,8.67,86.93,36.62,36.62,0,100.4,17.35,50,2.92,30.28,6.36,66.13,260.78,2.64,75,79.27,0,0,0,0,0,0,0,0,0,56,56,10.2,15.34,0,0,23.66,237.82

95,23:30-23:45,22.5,0,0,67.5,0,0,26.99,1.45,0,36.62,0,26.99,6.75,272.49,8.67,86.93,36.62,36.62,0,100.4,17.35,50,2.92,30.28,6.36,66.13,260.78,2.64,75,79.27,0,0,0,0,0,0,0,0,0,53.33,53.34,10,15,0,0,22.5,237.82

96,23:45-24:00,21.67,0,0,65,0,0,26.99,1.45,0,36.62,0,26.99,6.75,272.49,8.67,86.93,36.62,36.62,0,100.4,17.35,50,2.92,30.28,6.36,66.13,260.78,2.64,75,79.27,0,0,0,0,0,0,0,0,0,51.67,51.66,10,15,0,0,21.66,237.82

