Block,Time,DADRT2,KKNP,PARBATI2,VALLURNTECL,CHAMERA1,KHSTPP-II,KISHANGANGA,KOTESHWR,NAPP,NJPC,PARBATI3,RSTPSU7,SALAL,TALA,TEHRIPSP,ANTA_GF,AURY_RF,DULHASTI,NNTPP,RIHAND2,UNCHAHAR2,AURY_LF,DADRI_CRF,CHAMERA3,NLCIIST2,SASAN,SINGRAULI_HYDRO,UNCHAHAR3,ANTA_LF,AURY_GF,DADRI_GF,DADRI_RF,KHSTPP-I,MAPS,RAPPD,RIHAND3,SEWA2,TEHRI,ANTA_RF,DADRI_LF,BSIUL,CHAMERA2,DHAULIGNGA,JHAJJAR,NLCIIST1,RAPPC,RSTPSU1TO6,SIMHST1,BRBCL,FSTPP I & II,KGSU3AND4,KKNPPU2,KUDGI,NLCEXP,NLCTS2EXP,NTPL,RAPPB,RIHAND1,TALST2,TANAKPUR,TelanganaSTPP,UNCHAHAR4,URI,URI2,ANTA_CRF,AURY_CRF,KGSU1AND2,KOLDAM,RAMPUR,SIMHST2,SINGRAULI,TANDA2,UNCHAHAR1
56,13:45-14:00,689.38,0,38.7,0,42.15,98.87,0,10.14,24.36,0,37.91,0,82.5,28.6,0,0,80.65,38.31,0,125.27,45,0,0,0,0,418.77,0,27.69,0,0,0,104.07,45.83,0,24.52,130.84,9.28,0,49.06,0,0,47.12,42.46,667.25,0,65.42,0,0,24.99,20.8,0,0,0,0,0,0,0,48.09,0,11.91,0,3.22,13.25,17.15,0,0,0,8.62,0,0,113.75,5.73,21.65

57,14:00-14:15,689.38,0,38.7,0,42.15,98.87,0,10.14,24.36,0,37.91,0,82.5,28.6,0,0,80.65,38.31,0,125.27,45,0,0,0,0,418.77,0,27.69,0,0,0,104.07,45.83,0,24.52,130.84,9.28,0,49.06,0,0,15.7,42.46,667.25,0,65.42,0,0,24.99,20.8,0,0,0,0,0,0,0,48.09,0,11.91,0,3.22,26.49,10.92,0,0,0,8.62,0,0,113.75,5.73,21.65

58,14:15-14:30,689.38,0,38.7,0,42.15,98.87,0,10.14,24.36,0,37.91,0,82.5,28.6,0,0,80.65,38.31,0,125.27,45,0,0,0,0,418.77,0,27.69,0,0,0,104.07,45.83,0,24.52,130.84,9.28,0,49.06,0,0,3.18,42.46,667.25,0,65.42,0,0,24.99,20.8,0,0,0,0,0,0,0,48.09,0,11.91,0,3.22,26.49,10.92,0,0,0,8.62,0,0,113.75,5.73,21.65

59,14:30-14:45,689.38,0,38.7,0,42.15,98.87,0,10.14,24.36,0,57.24,0,82.5,23.11,0,0,80.65,38.31,0,125.27,45,0,0,0,0,418.77,0,27.69,0,0,0,104.07,45.83,0,24.52,130.84,9.28,0,49.06,0,0,3.18,42.46,667.25,0,65.42,0,0,24.99,20.8,0,0,0,0,0,0,0,48.09,0,11.91,0,3.22,11.04,17.15,0,0,0,8.62,0,0,113.75,5.73,21.65

60,14:45-15:00,689.38,0,38.7,0,42.15,98.87,0,10.14,24.36,0,57.24,0,82.5,23.11,0,0,80.65,38.31,0,125.27,45,0,0,0,0,418.77,0,27.69,0,0,0,104.07,45.83,0,24.52,130.84,9.28,19.05,49.06,0,0,3.18,42.46,667.25,0,65.42,0,0,24.99,20.8,0,0,0,0,0,0,0,48.09,0,11.91,0,3.22,11.04,17.15,0,0,0,8.62,0,0,113.75,5.73,21.65

61,15:00-15:15,689.38,0,38.7,0,42.15,98.87,0,20.29,24.36,0,57.24,0,82.5,20.49,0,0,80.65,38.31,0,125.27,45,0,0,11.31,0,418.77,0,27.69,0,0,0,104.07,45.83,0,24.52,130.84,9.28,38.09,48.55,0,0,15.7,42.46,667.25,0,65.42,0,0,24.99,20.8,0,0,0,0,0,0,0,48.09,0,11.91,0,3.22,11.04,17.15,0,0,0,8.62,0,0,113.75,5.73,21.65

62,15:15-15:30,689.38,0,38.7,0,42.15,98.87,0,30.43,24.36,0,57.24,0,82.5,20.49,0,0,80.65,38.31,0,125.27,45,0,0,11.31,0,418.77,0,27.69,0,0,0,104.07,45.83,0,24.52,130.84,9.28,57.14,48.55,0,0,15.7,42.46,667.25,0,65.42,0,0,24.99,20.8,0,0,0,0,0,0,0,48.09,0,11.91,0,3.22,11.04,17.15,0,0,0,8.62,0,0,113.75,5.73,21.65

63,15:30-15:45,689.38,0,38.7,0,42.15,98.87,0,40.57,24.36,0,57.24,0,82.5,20.49,0,0,80.65,38.31,0,125.27,45,0,0,11.31,0,418.77,0,27.69,0,0,0,104.07,45.83,0,24.52,130.84,9.28,76.18,48.55,0,0,31.4,42.46,667.25,0,65.42,0,0,24.99,20.8,0,0,0,0,0,0,0,48.09,0,0,0,3.22,33.12,17.15,0,0,0,8.62,0,0,113.75,5.73,21.65

64,15:45-16:00,689.38,0,38.7,0,42.15,98.87,0,40.57,24.36,0,57.24,0,82.5,20.49,0,0,80.65,38.31,0,125.27,45,0,0,11.31,0,418.77,0,27.69,0,0,0,104.07,45.83,0,24.52,130.84,9.28,76.18,48.55,0,0,31.4,42.46,667.25,0,65.42,0,0,24.99,20.8,0,0,0,0,0,0,0,48.09,0,0,0,3.22,33.12,17.15,0,0,0,8.62,0,0,113.75,5.73,21.65

65,16:00-16:15,689.38,0,38.7,0,42.15,98.87,2.32,40.57,24.36,0,57.24,0,82.5,20.49,0,0,80.65,38.31,0,125.27,45,0,0,11.31,0,418.77,0,27.69,0,0,0,104.07,45.83,0,24.52,130.84,9.28,76.18,48.04,0,0,47.12,42.46,667.25,0,65.42,0,0,24.99,20.8,0,0,0,0,0,0,0,48.09,0,0,0,3.22,19.87,17.15,0,0,0,8.62,0,0,113.75,5.73,21.65

66,16:15-16:30,689.38,0,38.7,0,42.15,98.87,2.32,40.57,24.36,0,57.24,0,82.5,20.49,0,0,80.65,38.31,0,125.27,45,0,0,11.31,0,418.77,0,27.69,0,0,0,104.07,45.83,0,24.52,130.84,9.28,76.18,48.04,0,0,47.12,42.46,667.25,0,65.42,0,0,24.99,20.8,0,0,0,0,0,0,0,48.09,0,0,0,3.22,19.87,17.15,0,0,0,8.62,0,0,113.75,5.73,21.65

67,16:30-16:45,689.38,0,38.7,0,42.15,98.87,2.32,40.57,24.36,0,57.24,0,82.5,20.49,0,0,80.65,38.31,0,125.27,45,0,0,22.6,0,418.77,0,27.69,0,0,0,104.07,45.83,0,24.52,130.84,9.28,76.18,48.04,0,0,47.12,42.46,667.25,0,65.42,0,0,24.99,20.8,0,0,0,0,0,0,0,48.09,0,0,0,3.22,52.36,17.15,0,0,0,8.62,0,0,113.75,5.73,21.65

68,16:45-17:00,689.38,0,38.7,0,42.15,98.87,2.32,40.57,24.36,0,57.24,0,82.5,20.46,0,0,80.65,38.31,0,125.27,45,0,0,22.6,0,418.77,0,27.69,0,0,0,104.07,45.83,0,24.52,130.84,9.28,76.18,48.04,0,0,47.12,42.46,667.25,0,65.42,0,0,24.99,20.8,0,0,0,0,0,0,0,48.09,0,0,0,3.22,52.36,17.15,0,0,0,8.62,0,0,113.75,5.73,21.65

69,17:00-17:15,689.38,0,38.7,0,42.15,98.87,2.32,40.57,24.36,0,57.24,0,81.34,25.14,0,0,80.65,38.31,0,125.27,45,0,0,22.6,0,418.77,0,27.69,0,0,0,104.07,45.83,0,24.52,130.84,9.28,76.18,47.53,0,0,47.12,42.46,667.25,0,65.42,0,0,24.99,20.15,0,0,0,0,0,0,0,48.09,0,0,0,3.22,30.91,23.38,0,0,0,8.62,0,0,113.75,5.73,21.65

70,17:15-17:30,689.38,0,38.7,0,42.15,98.87,4.64,40.57,24.36,0,57.24,0,81.34,24.91,0,0,80.52,38.31,0,125.27,45,0,0,22.6,0,418.77,0,27.69,0,0,0,104.07,45.83,0,24.52,130.84,9.28,76.18,47.53,0,0,47.12,42.46,667.25,0,65.42,0,0,24.99,20.15,0,0,0,0,0,0,0,48.09,0,0,0,3.22,30.91,23.38,0,0,0,8.62,0,0,113.75,5.73,21.65

71,17:30-17:45,689.38,0,42.22,0,42.15,98.87,4.64,40.57,24.36,0,57.24,0,69.72,24.4,0,0,80.52,38.31,0,125.27,45,0,0,22.6,0,418.77,0,27.69,0,0,0,104.07,45.83,0,24.52,130.84,9.28,76.18,47.53,0,0,47.12,42.46,667.25,0,65.42,0,0,24.99,20.15,0,0,0,0,0,0,0,48.09,0,0,0,3.22,30.91,23.38,0,0,0,8.62,0,0,113.75,5.73,21.65

72,17:45-18:00,689.38,0,45.74,0,42.15,98.87,4.64,40.57,24.36,0,57.24,0,69.72,24.32,0,0,80.52,38.31,0,125.27,45,0,0,22.6,0,418.77,0,27.69,0,0,0,104.07,45.83,0,24.52,130.84,9.28,76.18,47.53,0,0,47.12,42.46,667.25,0,65.42,0,0,24.99,20.15,0,0,0,0,0,0,0,48.09,0,0,0,3.22,30.91,23.38,0,0,0,8.62,0,0,113.75,5.73,21.65

73,18:00-18:15,689.38,0,49.26,0,42.15,98.87,4.64,40.57,24.36,0,57.24,0,69.72,23.99,0,0,80.52,38.31,0,125.27,45,0,0,22.6,0,418.77,0,27.69,0,0,0,104.07,45.83,0,24.52,130.84,9.28,76.18,47.53,0,0,47.12,42.46,667.25,0,65.42,0,0,24.99,20.15,0,0,0,0,0,0,0,48.09,0,0,0,3.22,30.91,37.42,0,0,0,8.62,0,0,113.75,5.73,21.65

74,18:15-18:30,689.38,0,49.26,0,42.15,98.87,6.96,40.57,24.36,0,57.24,0,69.72,23.81,0,0,80.52,38.31,0,125.27,45,0,0,22.6,0,418.77,0,27.69,0,0,0,104.07,45.83,0,24.52,130.84,9.28,76.18,47.53,0,0,47.12,42.46,667.25,0,65.42,0,0,24.99,20.15,0,0,0,0,0,0,0,48.09,0,0,0,3.22,30.91,37.42,0,0,0,8.62,0,0,113.75,5.73,21.65

75,18:30-18:45,689.38,0,49.26,0,42.15,98.87,6.96,40.57,24.36,0,57.24,0,52.28,23.58,0,0,80.52,38.31,0,125.27,45,0,0,22.6,0,418.77,0,27.69,0,0,0,104.07,45.83,0,24.52,130.84,9.28,76.18,47.28,0,0,47.12,42.46,667.25,0,65.42,0,0,24.99,20.15,0,0,0,0,0,0,0,48.09,0,0,0,3.22,52.36,23.38,0,0,0,8.62,0,0,113.75,5.73,21.65

76,18:45-19:00,689,0,55.74,0,42.35,98.87,7.18,44.64,24.36,0,57.98,0,52.28,23.5,0,0,80.91,38.44,0,125.27,45,0,0,35.69,0,418.77,0,27.69,0,0,0,104.07,45.83,0,24.52,130.84,18.34,76.18,47.28,0,0,49.59,44.81,474.75,0,65.42,0,0,24.99,20.15,0,0,0,0,0,0,0,48.09,0,0,0,3.22,52.36,23.38,0,0,0,8.62,0,0,113.75,5.73,21.65

77,19:00-19:15,689,0,55.74,0,42.35,98.87,7.18,44.64,24.36,0,57.98,0,0,23.5,0,0,80.91,38.44,0,125.27,45,0,0,35.69,0,418.77,0,27.69,0,0,0,104.07,45.83,0,24.52,130.84,18.34,76.18,47.28,0,0,49.59,44.81,474.55,0,65.42,0,0,24.99,20.15,0,0,0,0,0,0,0,48.09,0,0,0,3.22,30.91,23.38,0,0,0,8.62,0,0,113.75,5.73,21.65

78,19:15-19:30,689,0,55.74,0,42.35,98.87,7.18,44.64,24.36,0,57.98,0,0,23.54,0,0,80.91,38.44,0,125.27,45,0,0,35.69,0,418.77,0,27.69,0,0,0,104.07,45.83,0,24.52,130.84,18.34,76.18,47.28,0,0,49.59,44.81,474.55,0,65.42,0,0,24.99,20.15,0,0,0,0,0,0,0,48.09,0,0,0,3.22,30.91,23.38,0,0,0,8.62,0,0,113.75,5.73,21.65

79,19:30-19:45,689,0,55.74,0,42.35,98.87,7.18,44.64,24.36,0,57.98,0,0,24.13,103.98,0,80.91,38.44,0,125.27,45,0,0,35.69,0,418.77,0,27.69,0,0,0,104.07,45.83,0,24.52,130.84,18.34,76.18,47.79,0,0,49.59,44.81,474.56,0,65.42,0,0,24.99,20.15,0,0,0,0,0,0,0,48.09,0,0,0,3.22,30.91,32.74,0,0,0,8.62,0,0,113.75,5.73,21.65

80,19:45-20:00,689,0,55.74,0,42.35,98.87,7.18,44.64,24.36,0,57.98,0,0,24.28,192.57,0,80.91,38.44,0,125.27,45,0,0,35.69,0,418.77,0,27.69,0,0,0,104.07,45.83,0,24.52,130.84,18.34,76.18,47.79,0,0,49.59,44.81,474.55,0,65.42,0,0,24.99,20.15,0,0,0,0,0,0,0,48.09,0,0,0,3.22,30.91,32.74,0,0,0,8.62,0,0,113.75,5.73,21.65

81,20:00-20:15,689,0,55.74,0,42.35,98.87,7.18,44.64,24.36,0,57.98,0,0,24.34,192.57,0,80.91,38.44,0,125.27,45,0,0,35.69,0,418.77,0,27.69,0,0,0,106.04,45.83,0,24.52,130.84,18.34,76.18,48.55,0,0,49.59,44.81,474.55,0,65.42,0,0,24.99,20.15,0,0,0,0,0,0,0,48.09,0,0,0,3.22,30.91,32.74,0,0,0,8.62,0,0,113.75,5.73,21.65

82,20:15-20:30,689,0,55.74,0,42.35,98.87,7.18,44.64,24.36,0,57.98,0,0,24.46,192.57,0,80.91,38.44,0,125.27,45,0,0,35.69,0,418.77,0,27.69,0,0,0,106.04,45.83,0,24.52,130.84,18.34,76.18,48.55,0,0,49.59,44.81,474.55,0,65.42,0,0,24.99,20.15,0,0,0,0,0,0,0,48.09,0,0,0,3.22,30.91,32.74,0,0,0,8.62,0,0,113.75,5.73,21.65

83,20:30-20:45,689,0,55.74,0,42.35,98.87,7.18,44.64,24.36,0,57.98,0,0,24.34,192.57,0,80.91,38.44,0,125.27,45,0,0,35.69,0,418.77,0,27.69,0,0,0,106.04,45.83,0,24.52,130.84,18.34,76.18,48.55,0,0,49.59,44.81,474.55,0,65.42,0,0,24.99,20.15,0,0,0,0,0,0,0,48.09,0,0,0,3.22,37.53,32.74,0,0,0,8.62,0,0,113.75,5.73,19.87

84,20:45-21:00,689,0,50.66,0,42.15,98.87,6.96,42.83,24.36,0,57.24,0,0,24.34,192.57,0,80.91,38.31,0,125.27,45,0,0,33.94,0,418.77,0,27.69,0,0,0,106.04,45.83,0,24.52,130.84,18.34,76.18,48.55,0,0,47.12,42.46,474.55,0,65.42,0,0,24.99,20.15,0,0,0,0,0,0,0,48.09,0,0,0,3.22,37.53,32.74,0,0,0,8.62,0,0,113.75,5.73,19.87

85,21:00-21:15,689,0,50.66,0,42.15,98.87,6.96,42.83,24.36,0,0,0,0,24.34,192.57,0,80.91,38.31,0,125.27,45,0,0,33.94,0,418.77,0,27.69,0,0,0,106.04,45.83,0,24.52,130.84,18.34,76.18,49.31,0,0,47.12,42.46,474.55,0,65.42,0,0,24.99,20.15,0,0,0,0,0,0,0,48.09,0,0,0,3.22,37.53,32.74,0,0,0,8.62,0,0,113.75,5.73,19.87

86,21:15-21:30,689,0,50.66,0,42.15,98.87,6.96,42.83,24.36,0,0,0,0,24.49,192.57,0,80.91,38.31,0,125.27,45,0,0,33.94,0,418.77,0,27.69,0,0,0,106.04,45.83,0,24.52,130.84,18.34,76.18,49.31,0,0,47.12,42.46,474.55,0,65.42,0,0,24.99,20.15,0,0,0,0,0,0,0,48.09,0,0,0,3.22,37.53,32.74,0,0,0,8.62,0,0,113.75,5.73,19.87

87,21:30-21:45,689,0,55.74,0,42.35,98.87,7.18,44.64,24.36,0,0,0,0,24.37,192.57,0,80.91,38.44,0,125.27,45,0,0,35.69,0,418.77,0,27.69,0,0,0,106.04,45.83,0,24.52,130.84,18.34,76.18,50.06,0,0,49.59,44.81,474.56,0,65.42,0,0,24.99,20.15,0,0,0,0,0,0,0,48.09,0,0,0,3.22,37.53,32.74,0,0,0,8.62,0,0,113.75,5.73,19.87

88,21:45-22:00,689,0,55.74,0,42.35,98.87,7.18,44.64,24.36,0,0,0,0,24.51,192.57,0,80.91,38.44,0,125.27,45,0,0,35.69,0,418.77,0,27.69,0,0,0,106.04,45.83,0,24.52,130.84,18.34,76.18,50.06,0,0,49.59,44.81,474.55,0,65.42,0,0,24.99,20.15,0,0,0,0,0,0,0,48.09,0,0,0,3.22,37.53,32.74,0,0,0,8.62,0,0,113.75,5.73,19.87

89,22:00-22:15,689,0,55.74,0,42.35,98.87,7.18,44.64,24.36,0,0,0,0,24.51,192.57,0,80.91,38.44,0,125.27,45,0,0,35.69,0,418.77,0,27.69,0,0,0,106.04,45.83,0,24.52,130.84,18.34,76.18,50.57,0,0,49.59,44.81,474.55,0,65.42,0,0,24.99,19.46,0,0,0,0,0,0,0,48.09,0,1.79,0,3.22,37.53,32.74,0,0,0,8.62,0,0,113.75,5.73,21.65

90,22:15-22:30,689,0,55.74,0,42.35,98.87,7.18,44.64,24.36,0,0,0,0,24.66,192.57,0,80.91,38.44,0,125.27,45,0,0,35.69,0,418.77,0,27.69,0,0,0,106.04,45.83,0,24.52,130.84,18.34,76.18,50.57,0,0,49.59,44.81,474.55,0,65.42,0,0,24.99,19.46,0,0,0,0,0,0,0,48.09,0,1.79,0,3.22,37.53,32.74,0,0,0,8.62,0,0,113.75,5.73,21.65

91,22:30-22:45,689,0,49.26,0,42.15,98.87,6.96,42.83,24.36,0,0,0,0,24.66,103.98,0,81.43,38.31,0,125.27,45,0,0,33.94,0,418.77,0,27.69,0,0,0,106.04,45.83,0,24.52,130.84,18.34,76.18,50.82,0,0,47.12,42.46,474.55,0,65.42,0,0,24.99,19.46,0,0,0,0,0,0,0,48.09,0,9.86,0,3.22,37.53,32.74,0,0,0,8.62,0,0,113.75,5.73,21.65

92,22:45-23:00,689,0,49.26,0,42.15,98.87,6.96,42.83,24.36,0,0,0,0,24.81,0,0,81.43,38.31,0,125.27,45,0,0,33.94,0,418.77,0,27.69,0,0,0,106.04,45.83,0,24.52,130.84,18.34,76.18,50.82,0,0,47.12,42.46,474.55,0,65.42,0,0,24.99,19.46,0,0,0,0,0,0,0,48.09,0,9.86,0,3.22,37.53,32.74,0,0,0,8.62,0,0,113.75,5.73,21.65

93,23:00-23:15,689,0,49.26,0,42.15,98.87,6.96,42.83,24.36,0,0,0,0,24.81,0,0,81.43,38.31,0,125.27,45,0,0,33.94,0,418.77,0,27.69,0,0,0,106.04,45.83,0,24.52,130.84,18.34,76.18,51.59,0,0,47.12,42.46,474.55,0,65.42,0,0,24.99,19.46,0,0,0,0,0,0,0,48.09,0,9.86,0,3.22,26.49,32.74,0,0,0,8.62,0,0,113.75,5.73,21.65

94,23:15-23:30,689,0,49.26,0,42.15,98.87,6.96,42.83,24.36,0,0,0,0,24.96,0,0,81.43,38.31,0,125.27,45,0,0,33.94,0,418.77,0,27.69,0,0,0,106.04,45.83,0,24.52,130.84,18.34,76.18,51.59,0,0,47.12,42.46,474.57,0,65.42,0,0,24.99,19.46,0,0,0,0,0,0,0,48.09,0,9.86,0,3.22,26.49,32.74,0,0,0,8.62,0,0,113.75,5.73,21.65

95,23:30-23:45,689,0,49.26,0,42.15,98.87,6.96,42.83,24.36,0,0,0,0,25.1,0,0,81.43,38.31,0,125.27,45,0,0,33.94,0,418.77,0,27.69,0,0,0,106.04,45.83,0,24.52,130.84,18.34,76.18,51.84,0,0,47.12,42.46,474.55,0,65.42,0,0,24.99,19.46,0,0,0,0,0,0,0,48.09,0,9.86,0,3.22,26.49,32.74,0,0,0,8.62,0,0,113.75,5.73,21.65

96,23:45-24:00,689,0,49.26,0,42.15,98.87,6.96,42.83,24.36,0,0,0,0,25.25,0,0,81.43,38.31,0,125.27,45,0,0,33.94,0,418.77,0,27.69,0,0,0,106.04,45.83,0,24.52,130.84,18.34,76.18,51.84,0,0,47.12,42.46,652.35,0,65.42,0,0,24.99,19.46,0,0,0,0,0,0,0,48.09,0,9.86,0,3.22,26.49,32.74,0,0,0,8.62,0,0,113.75,5.73,21.65

