Block,Time,CHAMERA2,DULHASTI,JHAJJAR,KKNP,NLCIIST1,RAMPUR,SASAN,UNCHAHAR3,URI2,ANTA_CRF,DADRI_LF,CHAMERA1,DADRT2,KGSU1AND2,NAPP,NLCTS2EXP,NNTPP,RAPPD,RIHAND1,SEWA2,TEHRI,UNCHAHAR4,VALLURNTECL,AURY_LF,BRBCL,DHAULIGNGA,KGSU3AND4,KHSTPP-II,KOLDAM,KUDGI,NJPC,RIHAND3,SINGRAULI,SINGRAULI_HYDRO,TANAKPUR,TANDA2,AURY_GF,DADRI_RF,CHAMERA3,KHSTPP-I,KISHANGANGA,KKNPPU2,KOTESHWR,MAPS,NLCIIST2,RAPPB,TALA,ANTA_LF,DADRI_CRF,FSTPP I & II,PARBATI3,RIHAND2,SALAL,SIMHST1,TEHRIPSP,UNCHAHAR1,NLCEXP,NTPL,SIMHST2,UNCHAHAR2,BSIUL,RSTPSU1TO6,TALST2,TelanganaSTPP,ANTA_GF,ANTA_RF,AURY_RF,PARBATI2,RAPPC,RSTPSU7,URI,AURY_CRF,DADRI_GF
55,13:30-13:45,48.9,38.68,670.85,0,0,7.04,348.98,27.99,28.96,0,0,28.1,690.85,0,25.42,0,0,26.14,99.81,0,0,3.98,0,0,24.99,43.85,0,148.3,10.65,0,181.16,132.37,137.83,1.16,10.89,7.07,0,76.68,35.09,45.53,8.71,0,10.44,0,0,0,24.17,0,0,20.8,0,126.8,81.92,0,0,21.83,0,0,0,45.62,6.52,0,0,0,0,49.3,82.27,0,68.39,0,30.91,0,0

56,13:45-14:00,48.9,38.68,670.85,0,0,7.04,348.98,27.99,28.96,0,0,42.15,690.85,0,25.42,0,0,26.14,99.81,0,0,3.98,0,0,24.99,43.85,0,148.3,10.65,0,181.16,132.37,137.83,1.16,10.89,7.07,0,76.68,35.09,45.53,8.71,0,10.44,0,0,0,24.17,0,0,20.8,0,126.8,81.92,0,0,21.83,0,0,0,45.62,6.52,0,0,0,0,49.3,82.27,0,68.39,0,30.91,0,0

57,14:00-14:15,48.9,38.68,670.85,0,0,7.04,348.98,27.99,28.96,0,0,42.15,590.85,0,25.42,0,0,26.14,99.81,0,0,3.98,0,0,24.99,43.85,0,148.3,10.65,0,181.16,132.37,137.83,1.16,10.89,7.07,0,76.68,35.09,45.53,8.71,0,10.44,0,0,0,24.17,0,0,20.8,0,126.8,81.92,0,0,21.83,0,0,0,45.62,6.52,0,0,0,0,48.64,82.27,0,68.39,0,35.33,0,0

58,14:15-14:30,48.9,38.68,670.85,0,0,7.04,348.98,27.99,28.96,0,0,42.15,590.85,0,25.42,0,0,26.14,99.81,0,0,3.98,0,0,24.99,43.85,0,148.3,10.65,0,181.16,132.37,137.83,1.16,10.89,7.07,0,76.68,35.09,45.53,8.71,0,10.44,0,0,0,24.17,0,0,20.8,0,126.8,81.92,0,0,21.83,0,0,0,45.62,6.52,0,0,0,0,48.64,82.27,0,68.39,0,35.33,0,0

59,14:30-14:45,48.9,38.68,670.85,0,0,7.04,348.98,27.99,28.96,0,0,42.15,590.85,0,25.42,0,0,26.14,99.81,0,0,3.98,0,0,24.99,43.85,0,148.3,10.65,0,181.16,132.37,137.83,1.16,10.89,7.07,0,76.68,35.09,45.53,8.71,0,10.44,0,0,0,24.17,0,0,20.8,0,126.8,81.92,0,0,21.83,0,0,0,45.62,6.52,0,0,0,0,48.64,82.27,0,68.39,0,35.33,0,0

60,14:45-15:00,48.9,38.68,670.85,0,0,7.04,348.98,27.99,28.96,0,0,42.15,590.85,0,25.42,0,0,26.14,99.81,0,0,3.98,0,0,24.99,43.85,0,148.3,8.56,0,181.16,132.37,137.83,1.16,10.89,7.07,0,76.68,35.09,45.53,8.71,0,10.44,0,0,0,24.17,0,0,20.8,0,126.8,81.92,0,0,21.83,0,0,0,45.62,6.52,0,0,0,0,48.64,82.27,0,68.39,0,35.33,0,0

61,15:00-15:15,48.9,38.68,670.85,0,0,7.04,348.98,27.99,28.96,0,0,42.15,590.85,0,25.42,0,0,26.14,99.81,0,0,3.98,0,0,24.99,43.85,0,148.3,7.26,0,181.16,132.37,137.83,1.16,3.85,7.07,0,76.68,35.09,45.53,8.71,0,10.44,0,0,0,24.17,0,0,20.8,0,126.8,81.92,0,0,21.83,0,0,0,45.62,6.52,0,0,0,0,48.64,82.27,0,68.39,0,35.33,0,0

62,15:15-15:30,48.9,38.68,670.85,0,0,7.04,348.98,27.99,28.96,0,0,42.15,590.85,0,25.42,0,0,26.14,99.81,0,0,3.98,0,0,24.99,43.85,0,148.3,7.26,0,181.16,132.37,137.83,1.16,3.85,7.07,0,76.68,35.09,45.53,8.71,0,10.44,0,0,0,24.17,0,0,20.8,0,126.8,81.92,0,0,21.83,0,0,0,45.62,6.52,0,0,0,0,48.64,82.27,0,68.39,0,35.33,0,0

63,15:30-15:45,48.9,38.68,670.85,0,0,7.04,348.98,27.99,28.96,0,0,42.15,590.85,0,25.42,0,0,26.14,99.81,0,0,3.98,0,0,24.99,43.85,0,148.3,10.65,0,181.16,132.37,137.83,1.16,3.85,7.07,0,76.68,35.09,45.53,8.71,0,10.44,0,0,0,24.17,0,0,20.8,0,126.8,81.92,0,0,21.83,0,0,0,45.62,6.52,0,0,0,0,48.64,82.27,0,68.39,0,35.33,0,0

64,15:45-16:00,48.9,38.68,670.85,0,0,7.04,348.98,27.99,28.96,0,0,42.15,590.85,0,25.42,0,0,26.14,99.81,0,0,3.98,0,0,24.99,43.85,0,148.3,10.65,0,181.16,132.37,137.83,1.16,11.91,7.07,0,76.68,35.09,45.53,8.71,0,10.44,0,0,0,24.17,0,0,20.8,0,126.8,81.92,0,0,21.83,0,0,0,45.62,6.52,0,0,0,0,48.64,82.27,0,68.39,0,35.33,0,0

65,16:00-16:15,48.9,38.68,670.85,0,0,7.04,348.98,27.99,28.96,0,0,42.15,590.85,0,25.42,0,0,26.14,99.81,0,0,3.98,0,0,24.99,43.85,0,148.3,10.65,0,181.16,132.37,137.83,1.16,11.91,7.07,0,76.68,35.09,45.53,8.71,0,10.44,0,0,0,22.7,0,0,20.8,0,126.8,81.92,0,0,21.83,0,0,0,45.62,6.52,0,0,0,0,47.99,82.27,0,68.39,0,35.33,0,0

66,16:15-16:30,48.9,38.68,670.85,0,0,7.04,348.98,27.99,28.96,0,0,42.15,590.85,0,25.42,0,0,26.14,99.81,0,0,3.98,0,0,24.99,43.85,0,148.3,10.65,0,181.16,132.37,137.83,1.16,11.91,7.07,0,76.68,35.09,45.53,8.71,0,10.44,0,0,0,22.7,0,0,20.8,0,126.8,81.92,0,0,21.83,0,0,0,45.62,6.52,0,0,0,0,47.99,82.27,0,68.39,0,35.33,0,0

67,16:30-16:45,48.9,38.68,670.85,0,0,7.04,348.98,27.99,32.18,0,0,42.15,590.85,0,25.42,0,0,26.14,99.81,0,0,3.98,0,0,24.99,43.85,0,148.3,10.65,0,181.16,132.37,137.83,1.16,11.91,7.07,0,76.68,35.09,45.53,8.71,0,10.44,0,0,0,22.7,0,0,20.8,0,126.8,81.92,0,0,21.83,0,0,0,45.62,6.52,0,0,0,0,47.32,82.27,0,68.39,0,35.33,0,0

68,16:45-17:00,48.9,38.68,670.85,0,0,7.04,348.98,27.99,32.18,0,0,42.15,590.85,0,25.42,0,0,26.14,99.81,0,0,3.98,0,0,24.99,43.85,0,148.3,10.65,0,181.16,132.37,137.83,1.16,11.91,7.07,0,76.68,35.09,45.53,8.71,0,10.44,0,0,0,22.7,0,0,20.8,0,126.8,81.92,0,0,21.83,0,0,0,45.62,6.52,0,0,0,0,47.32,82.27,0,68.39,0,35.33,0,0

69,17:00-17:15,48.9,38.68,670.85,0,0,7.04,348.98,27.99,32.18,0,0,42.15,590.85,0,25.42,0,0,26.14,99.81,6.31,0,3.98,0,0,24.99,43.85,0,148.3,10.65,0,181.16,132.37,137.83,1.16,11.91,7.07,0,76.68,35.09,45.53,8.71,0,10.44,0,0,0,22.49,0,0,20.8,0,126.8,81.92,0,0,21.83,0,0,0,45.62,13.04,0,0,0,0,47.32,82.27,0,68.39,0,35.33,0,0

70,17:15-17:30,48.9,38.68,670.85,0,0,7.04,348.98,27.99,32.18,0,0,42.15,590.85,0,25.42,0,0,26.14,99.81,12.62,0,3.98,0,0,24.99,43.85,0,148.3,10.65,0,181.16,132.37,137.83,1.16,11.91,7.07,0,76.68,35.09,45.53,8.71,0,10.44,0,0,0,22.49,0,0,20.8,0,126.8,81.92,0,0,21.83,0,0,0,45.62,13.04,0,0,0,0,47.32,82.27,0,68.39,0,35.33,0,0

71,17:30-17:45,48.9,38.68,670.85,0,0,7.04,348.98,27.99,32.18,0,0,42.15,590.85,0,25.42,0,0,26.14,99.81,18.93,0,3.98,0,0,24.99,43.85,0,148.3,10.65,0,181.16,132.37,137.83,1.16,11.91,7.07,0,76.68,35.09,45.53,8.71,0,10.44,0,0,0,22.49,0,0,20.8,0,126.8,81.92,0,0,21.83,0,0,0,45.62,13.04,0,0,0,0,47.32,82.27,0,68.39,0,35.33,0,0

72,17:45-18:00,48.9,38.68,670.85,0,0,7.04,348.98,27.99,32.18,0,0,42.15,590.85,0,25.42,0,0,26.14,99.81,18.93,0,3.98,0,0,24.99,43.85,0,148.3,10.65,0,181.16,132.37,137.83,1.16,11.91,7.07,0,76.68,35.09,45.53,8.71,0,10.44,0,0,0,22.49,0,0,20.8,0,126.8,81.92,0,0,21.83,0,0,0,45.62,13.04,0,0,0,0,47.32,82.27,0,68.39,0,35.33,0,0

73,18:00-18:15,48.9,38.68,670.85,0,0,7.04,348.98,27.99,32.18,0,0,42.15,590.85,0,25.42,0,0,26.14,96.55,18.93,12.07,3.98,0,0,24.99,43.85,0,148.3,10.65,0,181.16,132.37,137.83,1.16,11.91,7.07,0,76.68,35.09,45.53,8.71,0,10.44,0,0,0,22.49,0,0,20.8,0,126.8,81.92,0,63.22,21.83,0,0,0,45.62,13.04,0,0,0,0,47.32,82.27,0,68.39,0,35.33,0,0

74,18:15-18:30,48.9,38.68,670.85,0,0,7.04,348.98,27.99,32.18,0,0,42.15,590.85,0,25.42,0,0,26.14,96.55,18.93,24.13,3.98,0,0,24.99,43.85,0,148.3,10.65,0,181.16,132.37,137.83,1.16,11.91,7.07,0,76.68,35.09,45.53,8.71,0,10.44,0,0,0,22.49,0,0,20.8,0,126.8,81.92,0,63.22,21.83,0,0,0,45.62,13.04,0,0,0,0,47.32,82.27,0,68.39,0,35.33,0,0

75,18:30-18:45,48.9,38.68,670.85,0,0,7.04,348.98,27.99,32.18,0,0,42.15,590.85,0,25.42,0,0,26.14,96.55,18.93,36.19,3.98,0,0,24.99,43.85,0,148.3,10.65,0,181.16,132.37,137.83,1.16,11.91,7.07,0,76.68,35.09,45.53,8.71,0,10.44,0,0,0,20.87,0,0,20.8,0,126.8,81.92,0,63.22,21.83,0,0,0,45.62,13.04,0,0,0,0,47.32,82.27,0,68.39,0,35.33,0,0

76,18:45-19:00,48.9,38.68,670.85,0,0,7.04,348.98,27.99,32.18,0,0,42.15,590.85,0,25.42,0,0,26.14,96.55,18.93,48.25,3.98,0,0,24.99,43.85,0,148.3,10.65,0,181.16,132.37,137.83,1.16,11.91,7.07,0,76.68,35.09,45.53,8.71,0,10.44,0,0,0,20.29,0,0,20.8,0,126.8,81.92,0,63.22,21.83,0,0,0,45.62,13.04,0,0,0,0,47.32,82.27,0,68.39,0,35.33,0,0

77,19:00-19:15,48.9,38.68,670.85,0,0,7.04,348.98,27.99,32.18,0,0,42.15,590.85,0,25.42,0,0,26.14,96.55,18.93,48.25,3.98,0,0,24.99,43.85,0,148.3,10.65,0,181.16,132.37,137.83,1.16,11.91,7.07,0,76.68,35.09,45.53,8.71,0,20.88,0,0,0,19.85,0,0,20.8,0,126.8,81.92,0,63.22,21.83,0,0,0,45.62,13.04,0,0,0,0,47.6,82.27,0,68.39,0,52.36,0,0

78,19:15-19:30,51.47,39.74,670.85,0,0,7.22,348.98,27.99,32.18,0,0,42.27,590.85,0,25.42,0,0,26.14,96.55,20.12,49.86,3.98,0,0,24.99,46.04,0,148.3,10.65,0,182.87,132.37,137.83,1.16,11.91,7.07,0,76.68,36.89,45.53,8.87,0,34.81,0,0,0,19.85,0,0,20.8,0,126.8,81.92,0,63.22,21.83,0,0,0,45.62,20.46,0,0,0,0,47.6,82.27,0,68.39,0,52.36,0,0

79,19:30-19:45,51.47,39.74,670.85,0,0,7.22,348.98,27.99,32.18,0,0,42.27,590.85,0,25.42,0,0,26.14,96.55,20.12,49.86,3.98,0,0,24.99,46.04,0,148.3,10.65,0,182.87,132.37,137.83,1.16,11.91,7.07,0,76.68,36.89,45.53,8.87,0,34.81,0,0,0,19.85,0,0,20.8,0,126.8,81.34,0,63.22,21.83,0,0,0,45.62,20.46,0,0,0,0,47.99,82.27,0,68.39,0,52.36,0,0

80,19:45-20:00,51.47,39.74,670.85,0,0,7.22,348.98,27.99,32.18,0,0,42.27,590.85,0,25.42,0,0,26.14,96.55,20.12,49.86,3.98,0,0,24.99,46.04,0,148.3,10.65,0,182.87,132.37,137.83,1.16,11.91,7.07,0,76.68,36.89,45.53,8.87,0,34.81,0,0,0,19.85,0,0,20.8,0,126.8,81.34,0,63.22,21.83,0,0,0,45.62,20.46,0,0,0,0,47.99,82.27,0,68.39,0,52.36,0,0

81,20:00-20:15,51.47,39.74,670.85,0,0,7.22,348.98,27.99,32.18,0,0,42.27,590.85,0,25.42,0,0,26.14,99.81,20.12,49.86,3.98,0,0,24.99,46.04,0,148.3,10.65,0,182.87,132.37,137.83,1.16,11.91,7.07,0,76.68,36.89,45.53,8.87,0,34.81,0,0,0,19.4,0,0,20.8,0,126.8,81.34,0,63.22,21.83,0,0,0,45.62,20.46,0,0,0,0,47.99,82.27,0,68.39,0,30.91,0,0

82,20:15-20:30,51.47,39.74,670.85,0,0,7.22,348.98,27.99,32.18,0,0,42.27,590.85,0,25.42,0,0,26.14,99.81,20.12,49.86,3.98,0,0,24.99,46.04,0,148.3,10.65,0,182.87,132.37,137.83,1.16,11.91,7.07,0,76.68,36.89,45.53,8.87,0,34.81,0,0,0,19.4,0,0,20.8,0,126.8,81.34,0,63.22,21.83,0,0,0,45.62,20.46,0,0,0,0,47.99,82.27,0,68.39,0,30.91,0,0

83,20:30-20:45,51.47,39.74,670.85,0,0,7.22,348.98,27.99,32.18,0,0,42.27,590.85,0,25.42,0,0,26.14,99.81,20.12,49.86,3.98,0,0,24.99,46.04,0,148.3,10.65,0,182.87,132.37,137.83,1.16,11.91,7.07,0,76.68,36.89,45.53,8.87,0,34.81,0,0,0,19.11,0,0,20.8,0,126.8,81.34,0,63.22,21.83,0,0,0,45.62,20.46,0,0,0,0,47.99,82.27,0,68.39,0,30.91,0,0

84,20:45-21:00,51.47,39.74,670.85,0,0,7.22,348.98,27.99,32.18,0,0,42.27,590.85,0,25.42,0,0,26.14,99.81,20.12,49.86,3.98,0,0,24.99,46.04,0,148.3,10.65,0,182.87,132.37,137.83,1.16,11.91,7.07,0,76.68,36.89,45.53,8.87,0,34.81,0,0,0,19.11,0,0,20.8,0,126.8,81.34,0,63.22,21.83,0,0,0,45.62,20.46,0,0,0,0,47.99,82.27,0,68.39,0,30.91,0,0

85,21:00-21:15,51.47,39.74,670.85,0,0,7.22,348.98,27.99,32.18,0,0,42.27,590.85,0,25.42,0,0,26.14,99.81,20.12,49.86,3.98,0,0,24.99,46.04,0,148.3,10.65,0,182.87,132.37,137.83,1.16,11.91,7.07,0,76.68,36.89,45.53,8.87,0,34.81,0,0,0,19.11,0,0,20.8,0,126.8,81.34,0,63.22,21.83,0,0,0,45.62,20.46,0,0,0,0,48.64,82.27,0,68.39,0,33.12,0,0

86,21:15-21:30,48.9,38.68,670.85,0,0,7.04,348.98,27.99,32.18,0,0,42.15,590.85,0,25.42,0,0,26.14,99.81,18.93,49.86,3.98,0,0,24.99,43.85,0,148.3,10.65,0,181.16,132.37,123.53,1.16,11.91,7.07,0,76.68,35.09,45.53,8.71,0,31.32,0,0,0,19.11,0,0,20.8,0,126.8,81.34,0,63.22,21.83,0,0,0,45.62,6.52,0,0,0,0,48.64,82.27,0,68.39,0,33.12,0,0

87,21:30-21:45,48.9,38.68,670.85,0,0,7.04,348.98,27.99,32.18,0,0,42.15,590.85,0,25.42,0,0,26.14,99.81,18.93,49.86,3.98,0,0,24.99,43.85,0,148.3,10.65,0,181.16,132.37,123.53,1.16,3.85,7.07,0,76.68,35.09,45.53,8.71,0,31.32,0,0,0,19.11,0,0,20.8,0,126.8,81.34,0,63.22,21.83,0,0,0,45.62,6.52,0,0,0,0,48.64,82.27,0,68.39,0,33.12,0,0

88,21:45-22:00,51.47,39.74,670.85,0,0,7.22,348.98,27.99,32.18,0,0,42.27,590.85,0,25.42,0,0,26.14,99.81,20.12,49.86,3.98,0,0,24.99,46.04,0,148.3,10.65,0,182.87,132.37,123.53,1.16,3.85,7.07,0,76.68,36.89,45.53,8.87,0,34.81,0,0,0,19.11,0,0,20.8,0,126.8,81.34,0,63.22,21.83,0,0,0,45.62,20.46,0,0,0,0,48.64,82.27,0,68.39,0,33.12,0,0

89,22:00-22:15,51.47,39.74,670.85,0,0,7.22,348.98,27.99,25.74,0,0,42.27,590.85,0,25.42,0,0,26.14,99.81,20.12,49.86,3.98,0,0,24.99,46.04,0,148.3,10.65,0,182.87,132.37,123.53,1.16,3.85,7.07,0,76.68,36.89,45.53,8.87,0,34.81,0,0,0,19.11,0,0,20.8,0,126.8,81.34,0,63.22,21.83,0,0,0,45.62,20.46,0,0,0,0,48.91,82.27,0,68.39,0,30.91,0,0

90,22:15-22:30,51.47,39.74,670.85,0,0,7.22,348.98,27.99,25.74,0,0,42.27,590.85,0,25.42,0,0,26.14,99.81,20.12,49.86,3.98,0,0,24.99,46.04,0,148.3,10.65,0,182.87,132.37,123.53,1.16,8.96,7.07,0,76.68,36.89,45.53,8.87,0,34.81,0,0,0,19.55,0,0,20.8,0,126.8,81.34,0,63.22,21.83,0,0,0,45.62,20.46,0,0,0,0,48.91,82.27,0,68.39,0,30.91,0,0

91,22:30-22:45,51.47,39.74,670.85,0,0,7.22,348.98,27.99,25.74,0,0,42.27,590.85,0,25.42,0,0,26.14,99.81,20.12,49.86,3.98,0,0,24.99,46.04,0,148.3,10.65,0,182.87,132.37,137.83,1.16,11.91,7.07,0,76.68,36.89,45.53,8.87,0,34.81,0,0,0,19.55,0,0,20.8,0,126.8,81.34,0,63.22,20.64,0,0,0,45.62,20.46,0,0,0,0,48.91,82.27,0,68.39,0,30.91,0,0

92,22:45-23:00,48.9,38.68,670.85,0,0,7.04,348.98,27.99,25.74,0,0,42.15,590.85,0,25.42,0,0,26.14,99.81,18.93,48.25,3.98,0,0,24.99,43.85,0,148.3,10.65,0,181.16,132.37,137.83,1.16,11.91,7.07,0,76.68,35.09,45.53,8.71,0,31.32,0,0,0,19.55,0,0,20.8,0,126.8,81.34,0,63.22,20.64,0,0,0,45.62,13.04,0,0,0,0,48.91,82.27,0,68.39,0,30.91,0,0

93,23:00-23:15,48.9,38.68,670.85,0,0,7.04,348.98,27.99,25.74,0,0,42.15,590.85,0,25.42,0,0,26.14,99.81,18.93,48.25,3.98,0,0,24.99,43.85,0,148.3,10.65,0,181.16,132.37,137.83,1.16,11.91,7.07,0,76.68,35.09,45.53,8.71,0,31.32,0,0,0,19.55,0,0,20.8,0,126.8,81.34,0,63.22,20.64,0,0,0,45.62,13.04,0,0,0,0,49.3,82.27,0,68.39,0,37.53,0,0

94,23:15-23:30,48.9,38.68,670.85,0,0,7.04,348.98,27.99,25.74,0,0,42.15,590.85,0,25.42,0,0,26.14,99.81,18.93,48.25,3.98,0,0,24.99,43.85,0,148.3,10.65,0,181.16,132.37,137.83,1.16,11.91,7.07,0,76.68,35.09,45.53,8.71,0,20.88,0,0,0,19.99,0,0,20.8,0,126.8,81.34,0,63.22,20.64,0,0,0,45.62,13.04,0,0,0,0,49.3,82.27,0,68.39,0,37.53,0,0

95,23:30-23:45,48.9,38.68,670.85,0,0,7.04,348.98,27.99,32.18,0,0,42.15,590.85,0,25.42,0,0,26.14,99.81,18.93,48.25,3.98,0,0,24.99,43.85,0,148.3,10.65,0,181.16,132.37,137.83,1.16,11.91,7.07,0,76.68,35.09,45.53,8.71,0,10.44,0,0,0,19.99,0,0,20.8,0,126.8,81.34,0,63.22,20.64,0,0,0,45.62,13.04,0,0,0,0,49.3,82.27,0,68.39,0,41.95,0,0

96,23:45-24:00,48.9,38.68,670.85,0,0,7.04,348.98,27.99,32.18,0,0,42.15,590.85,0,25.42,0,0,26.14,99.81,18.93,48.25,3.98,0,0,24.99,43.85,0,148.3,10.65,0,181.16,132.37,137.83,1.16,11.91,7.07,0,76.68,35.09,45.53,8.71,0,10.44,0,0,0,19.99,0,0,20.8,0,126.8,81.34,0,63.22,20.64,0,0,0,45.62,13.04,0,0,0,0,49.3,82.27,0,68.39,0,41.95,0,0

