Block,Time,BSIUL,KGSU1AND2,KKNPPU2,KOLDAM,KOTESHWR,MAPS,NAPP,RAMPUR,SIMHST1,TANDA2,AURY_GF,KISHANGANGA,RAPPB,SEWA2,SIMHST2,SINGRAULI_HYDRO,UNCHAHAR1,ANTA_GF,DADRI_LF,JHAJJAR,KUDGI,TALST2,UNCHAHAR2,DADRI_RF,KGSU3AND4,SINGRAULI,URI,ANTA_CRF,ANTA_RF,DADRI_CRF,BRBCL,CHAMERA1,NLCEXP,NLCIIST2,RIHAND2,TALA,UNCHAHAR4,AURY_RF,DADRI_GF,CHAMERA3,DULHASTI,KHSTPP-I,KHSTPP-II,NJPC,NLCTS2EXP,RIHAND1,RIHAND3,RSTPSU1TO6,TANAKPUR,TEHRI,ANTA_LF,DADRT2,DHAULIGNGA,KKNP,NLCIIST1,NNTPP,NTPL,PARBATI3,RAPPC,SASAN,UNCHAHAR3,AURY_LF,CHAMERA2,FSTPP I & II,RSTPSU7,SALAL,TelanganaSTPP,URI2,VALLURNTECL,AURY_CRF
59,14:30-14:45,0,0,0,1.21,9.66,0,44.75,2.67,0,2.89,0,0,0,0,0,0,20.96,0,0,413.81,0,0,43.71,46.86,0,89.59,19.87,0,30.16,0,15,0,0,0,121.71,11.43,1.62,77.94,0,10.69,54.53,44.92,98.87,124.16,0,47.33,127.6,0,9.74,0,0,686.07,30.23,0,0,0,0,0,59.94,418.77,0,0,10.45,20.8,0,63.92,0,13.3,0,0

60,14:45-15:00,0,0,0,2.39,9.66,0,44.75,2.67,0,2.89,0,0,0,0,0,0,20.96,0,0,413.81,0,0,43.71,46.86,0,89.59,19.87,0,30.16,0,15,0,0,0,121.71,11.43,1.62,77.94,0,10.69,54.53,44.92,98.87,124.16,0,47.33,127.6,0,9.74,0,0,686.07,30.23,0,0,0,0,0,59.94,418.77,0,0,10.45,20.8,0,63.92,0,13.3,0,0

61,15:00-15:15,0,0,0,2.39,9.66,0,44.75,2.67,0,2.89,0,0,0,0,0,0,20.96,0,0,413.81,0,0,43.71,46.86,0,89.59,13.25,0,29.56,0,15,0,0,0,121.71,12.17,1.62,77.94,0,10.69,54.53,44.92,98.87,124.16,0,47.33,127.6,0,9.74,0,0,686.07,30.23,0,0,0,0,0,59.94,418.77,0,0,10.45,20.8,0,63.92,0,13.3,0,0

62,15:15-15:30,0,0,0,2.43,9.66,0,44.75,2.67,0,2.89,0,0,0,0,0,0,20.96,0,0,281.11,0,0,43.71,46.86,0,89.59,13.25,0,29.56,0,15,0,0,0,121.71,12.17,1.62,77.94,0,10.69,54.53,44.92,98.87,124.16,0,47.33,127.6,0,9.74,0,0,686.07,30.23,0,0,0,0,0,59.94,418.77,0,0,10.45,20.8,0,63.92,0,13.3,0,0

63,15:30-15:45,0,0,0,2.43,9.66,0,44.75,2.67,0,2.89,0,1.44,0,0,0,0,20.96,0,0,331.11,0,0,43.71,46.86,0,89.59,22.08,0,29.56,0,15,0,0,0,121.71,12.17,1.62,77.94,0,10.69,54.53,44.92,98.87,124.16,0,47.33,127.6,0,9.74,0,0,686.07,30.23,0,0,0,0,0,59.94,418.77,0,0,10.45,20.8,0,63.92,0,10.35,0,0

64,15:45-16:00,0,0,0,2.43,9.66,0,44.75,2.67,0,2.89,0,1.44,0,0,0,0,20.96,0,0,331.11,0,0,43.71,46.86,0,89.59,22.08,0,29.56,0,15,0,0,0,121.71,12.17,1.62,77.94,0,10.69,54.53,44.92,98.87,124.16,0,47.33,127.6,0,9.74,0,0,686.07,30.23,0,0,0,0,0,59.94,418.77,0,0,10.45,20.8,0,63.92,0,10.35,0,0

65,16:00-16:15,0,0,0,2.43,9.66,0,44.75,2.67,0,2.89,0,1.44,0,0,0,0,20.96,0,0,413.81,0,0,43.71,46.86,0,89.59,19.87,0,29.56,0,15,0,0,0,121.71,11.94,1.62,77.94,0,10.69,54.53,44.92,98.87,124.16,0,47.33,127.6,0,9.74,17.72,0,686.07,30.23,0,0,0,0,0,59.94,418.77,0,0,10.45,20.8,0,63.92,0,10.35,0,0

66,16:15-16:30,0,0,0,2.43,9.66,0,44.75,2.67,0,2.89,0,1.44,0,0,0,0,20.96,0,0,413.81,0,0,43.71,46.86,0,89.59,19.87,0,29.56,0,15,0,0,0,121.71,11.94,1.62,77.94,0,10.69,54.53,44.92,98.87,124.16,0,47.33,127.6,0,9.74,17.72,0,686.07,30.23,0,0,0,0,0,59.94,418.77,0,0,10.45,20.8,0,63.92,0,10.35,0,0

67,16:30-16:45,0,0,0,2.43,9.66,0,44.75,2.67,0,2.89,0,1.44,0,0,0,0,20.96,0,0,388.71,0,0,43.71,46.86,0,89.59,19.87,0,29.56,0,15,0,0,0,121.71,11.94,1.62,77.94,0,10.69,54.53,44.92,98.87,124.16,0,47.33,127.6,0,9.74,17.72,0,686.07,30.23,0,0,0,0,3.94,59.94,418.77,0,0,10.45,20.8,0,63.92,0,10.35,0,0

68,16:45-17:00,0,0,0,2.43,9.66,0,44.75,2.67,0,2.89,0,1.44,0,0,0,0,20.96,0,0,403.71,0,0,43.71,46.86,0,89.59,19.87,0,29.56,0,15,0,0,0,121.71,11.94,1.62,77.94,0,10.69,54.53,44.92,98.87,124.16,0,47.33,127.6,0,9.74,17.72,0,601.57,30.23,0,0,0,0,3.94,59.94,418.77,0,0,10.45,20.8,0,63.92,0,10.35,0,0

69,17:00-17:15,0,0,0,2.43,9.66,0,44.75,2.67,0,2.89,0,1.44,0,0,0,0,20.96,0,0,413.81,0,0,43.71,66.59,0,89.59,22.08,0,28.98,0,15,0,0,0,121.71,11.94,1.62,77.94,0,10.69,54.53,44.92,98.87,124.16,0,47.33,127.6,0,9.74,35.44,0,611.57,30.23,0,0,0,0,3.94,59.94,418.77,0,0,10.45,20.8,0,52.28,0,10.35,0,0

70,17:15-17:30,0,0,0,2.43,9.66,0,44.75,3.27,0,2.89,0,1.44,0,0,0,0,20.96,0,0,413.81,0,0,43.71,66.59,0,89.59,22.08,0,28.98,0,15,0,0,0,121.71,11.22,1.62,77.94,0,10.69,54.53,44.92,98.87,152.61,0,47.33,127.6,0,9.74,35.44,0,621.57,30.23,0,0,0,0,3.94,59.94,418.77,0,0,10.45,20.8,0,52.28,0,10.35,0,0

71,17:30-17:45,0,0,0,2.43,9.66,0,44.75,3.27,0,2.89,0,1.44,0,0,0,0,20.96,0,0,413.81,0,0,43.71,66.59,0,89.59,22.08,0,28.98,0,15,14.05,0,0,121.71,9.8,1.62,77.94,0,10.69,54.53,44.92,98.87,152.61,0,47.33,127.6,0,9.74,53.16,0,631.57,40.2,0,0,0,0,3.94,59.94,418.77,0,0,10.45,20.8,0,52.28,0,10.35,0,0

72,17:45-18:00,0,0,0,2.43,9.66,0,44.75,3.27,0,2.89,0,1.44,0,0,0,0,20.96,0,0,413.81,0,0,43.71,66.59,0,89.59,22.08,0,28.98,0,15,28.1,0,0,121.71,9.58,1.62,77.94,0,10.69,54.53,44.92,98.87,152.61,0,47.33,127.6,0,9.74,53.16,0,636.57,40.2,0,0,0,0,15.46,59.94,418.77,0,0,10.45,20.8,0,52.28,0,10.35,0,0

73,18:00-18:15,1.1,0,0,2.43,19.32,0,44.75,3.27,0,2.89,0,1.44,0,5.71,0,0,20.96,0,0,413.81,0,0,43.71,96.19,0,89.59,17.67,0,28.15,0,15,42.15,0,0,121.71,9.33,1.62,70.63,0,21.37,54.53,44.92,98.87,152.61,0,47.33,127.6,0,9.74,70.87,0,646.64,40.2,0,0,0,0,25.3,59.94,418.77,0,0,10.45,20.8,0,52.28,0,16.26,0,0

74,18:15-18:30,1.1,0,0,2.43,28.98,0,44.75,3.27,0,2.89,0,2.88,0,11.57,0,0,20.96,0,0,413.81,0,0,43.71,96.19,0,89.59,17.67,0,28.15,0,15,42.15,0,0,121.71,9.06,1.62,70.63,0,32.08,54.53,44.92,98.87,152.61,0,47.33,127.6,0,9.74,70.87,0,646.64,40.2,0,0,0,0,54.11,59.94,418.77,0,0,14.74,20.8,0,52.28,0,16.26,0,0

75,18:30-18:45,19.56,0,0,4.01,38.64,0,44.75,3.29,0,2.89,0,4.32,0,17.37,0,0,20.96,0,0,413.81,0,0,43.71,96.19,0,89.59,50.34,0,28.15,0,15,42.15,0,0,121.71,9.07,1.62,70.63,0,33.74,55.08,44.92,98.87,153.34,0,47.33,127.6,0,10.63,76.9,0,641.64,41.42,0,0,0,0,54.11,59.94,418.77,0,0,45.65,20.8,0,63.92,0,16.26,0,0

76,18:45-19:00,19.56,0,0,4.01,38.64,0,44.75,3.29,0,2.89,0,4.32,0,17.37,0,0,20.96,0,0,413.81,0,0,43.71,96.19,0,89.59,50.34,0,28.15,0,15,42.15,0,0,121.71,9.04,1.62,70.63,0,33.74,55.08,44.92,98.87,153.34,0,47.33,127.6,0,10.63,76.9,0,646.64,41.42,0,0,0,0,54.11,59.94,418.77,0,0,45.65,20.8,0,79.38,0,16.26,0,0

77,19:00-19:15,19.56,0,0,4.01,38.64,0,44.75,3.29,0,2.89,0,4.32,0,17.37,0,0,20.96,0,0,413.81,0,0,43.71,96.19,0,89.59,8.83,0,28.15,0,15,42.15,0,0,121.71,9.02,1.62,70.63,0,33.74,55.08,44.92,98.87,153.34,0,47.33,127.6,0,10.63,76.9,0,686.07,41.42,0,0,0,0,54.11,59.94,418.77,0,0,45.65,20.8,0,79.38,0,16.26,0,0

78,19:15-19:30,19.56,0,0,4.01,38.64,0,44.75,3.29,0,2.89,0,4.32,0,17.37,0,0,20.96,0,0,413.81,0,0,43.71,96.19,0,89.59,8.83,0,28.15,0,15,42.15,0,0,121.71,9.31,1.62,70.63,0,33.74,55.08,44.92,98.87,153.34,0,47.33,127.6,0,10.63,76.9,0,686.07,41.42,0,0,0,0,54.11,59.94,418.77,0,0,45.65,20.8,0,63.92,0,16.26,0,0

79,19:30-19:45,19.56,0,0,4.01,38.64,0,44.75,3.29,0,2.89,0,4.32,0,17.37,0,0,20.96,0,0,413.81,0,0,43.71,96.19,0,89.59,8.83,0,28.15,0,15,42.15,0,0,121.71,9.36,1.62,70.63,0,33.74,55.08,44.92,98.87,153.34,0,47.33,127.6,0,10.63,76.9,0,686.07,41.42,0,0,0,0,54.11,59.94,418.77,0,0,45.65,20.8,0,63.92,0,16.26,0,0

80,19:45-20:00,19.56,0,0,4.01,38.64,0,44.75,3.29,0,2.89,0,4.32,0,17.37,0,0,20.96,0,0,413.81,0,0,43.71,96.19,0,89.59,8.83,0,28.15,0,15,42.15,0,0,121.71,9.57,1.62,70.63,0,33.74,55.08,44.92,98.87,153.34,0,47.33,127.6,0,10.63,76.9,0,686.07,41.42,0,0,0,0,18.27,59.94,418.77,0,0,45.65,20.8,0,63.92,0,16.26,0,0

81,20:00-20:15,19.56,0,0,4.01,38.64,0,44.75,3.29,0,2.89,0,4.32,0,17.37,0,0,20.96,0,0,413.81,0,0,43.71,96.19,0,89.59,11.04,0,28.15,0,15,42.15,0,0,121.71,9.68,1.62,70.63,0,33.74,55.08,44.92,98.87,153.34,0,47.33,127.6,0,10.63,76.9,0,686.07,41.42,0,0,0,0,15.46,59.94,418.77,0,0,45.65,20.8,0,63.92,0,10.35,0,0

82,20:15-20:30,19.56,0,0,4.01,38.64,0,44.75,3.29,0,2.89,0,4.32,0,17.37,0,0,20.96,0,0,413.81,0,0,43.71,96.19,0,89.59,11.04,0,28.15,0,15,42.15,0,0,121.71,9.95,1.62,70.63,0,33.74,55.08,44.92,98.87,153.34,0,47.33,127.6,0,10.63,76.9,0,686.07,41.42,0,0,0,0,3.94,59.94,418.77,0,0,45.65,20.8,0,63.92,0,10.35,0,0

83,20:30-20:45,1.1,0,0,4.01,21.46,0,44.75,3.12,0,2.89,0,4.32,0,11.57,0,0,20.96,0,0,413.81,0,0,43.71,77.69,0,89.59,50.34,0,28.15,0,15,42.15,0,0,121.71,11.07,1.62,70.63,0,32.08,54.53,44.92,98.87,144.85,0,47.33,127.6,0,9.74,76.05,0,686.07,40.2,0,0,0,0,3.94,59.94,418.77,0,0,44.22,20.8,0,63.92,0,10.35,0,0

84,20:45-21:00,1.1,0,0,4.01,19.32,0,44.75,3.12,0,2.89,0,4.32,0,11.57,0,0,20.96,0,0,413.81,0,0,43.71,61.66,0,89.59,50.34,0,28.15,0,15,42.15,0,0,121.71,11.07,1.62,70.63,0,32.08,54.53,44.92,98.87,144.85,0,47.33,127.6,0,9.74,76.05,0,686.07,40.2,0,0,0,0,3.94,59.94,418.77,0,0,44.22,20.8,0,63.92,0,10.35,0,0

85,21:00-21:15,1.1,0,0,4.01,19.32,0,44.75,3.12,0,2.89,0,4.32,0,11.57,0,0,20.96,0,0,413.81,0,0,43.71,49.32,0,89.59,8.83,0,28.98,0,15,42.15,0,0,121.71,11.07,1.62,70.63,0,32.08,54.53,44.92,98.87,144.85,0,47.33,127.6,0,9.74,76.05,0,686.07,40.2,0,0,0,0,3.94,59.94,418.77,0,0,44.22,20.8,0,63.92,0,10.35,0,0

86,21:15-21:30,1.1,0,0,4.01,19.32,0,44.75,3.12,0,2.89,0,4.32,0,11.57,0,0,20.96,0,0,413.81,0,0,43.71,46.86,0,89.59,8.83,0,28.98,0,15,42.15,0,0,121.71,11.07,1.62,70.63,0,32.08,54.53,44.92,98.87,144.85,0,47.33,127.6,0,9.74,76.05,0,686.07,40.2,0,0,0,0,3.94,59.94,418.77,0,0,44.22,20.8,0,63.92,0,10.35,0,0

87,21:30-21:45,1.1,0,0,4.01,19.32,0,44.75,3.12,0,2.89,0,4.32,0,11.57,0,0,20.96,0,0,413.81,0,0,43.71,46.86,0,89.59,8.83,0,28.98,0,15,42.15,0,0,121.71,11.07,1.62,70.63,0,32.08,54.53,44.92,98.87,144.85,0,47.33,127.6,0,9.74,76.05,0,686.07,40.2,0,0,0,0,3.94,59.94,418.77,0,0,44.22,20.8,0,63.92,0,10.35,0,0

88,21:45-22:00,2.2,0,0,4.01,19.32,0,44.75,3.12,0,2.89,0,4.32,0,11.57,0,0,20.96,0,0,413.81,0,0,43.71,46.86,0,89.59,8.83,0,28.98,0,15,42.15,0,0,121.71,11.07,1.62,70.63,0,32.08,54.53,44.92,98.87,144.85,0,47.33,127.6,0,9.74,76.69,0,686.07,40.2,0,0,0,0,3.94,59.94,418.77,0,0,44.22,20.8,0,63.92,0,10.35,0,0

89,22:00-22:15,19.56,0,0,4.01,32.2,0,44.75,3.29,0,2.89,0,4.32,0,17.37,0,0,20.96,0,0,413.81,0,0,43.71,46.86,0,89.59,50.34,0,28.98,0,15,42.15,0,0,121.71,11.07,1.62,70.63,0,33.74,55.08,44.92,98.87,153.34,0,47.33,127.6,0,10.63,76.9,0,686.07,41.42,0,0,0,0,3.94,59.94,418.77,0,0,45.65,20.8,0,63.92,0,10.35,0,0

90,22:15-22:30,19.56,0,0,4.01,32.2,0,44.75,3.29,0,2.89,0,4.32,0,17.37,0,0,20.96,0,0,413.81,0,0,43.71,46.86,0,89.59,50.34,0,28.98,0,15,42.15,0,0,121.71,11.07,1.62,70.63,0,33.74,55.08,44.92,98.87,153.34,0,47.33,127.6,0,10.63,76.9,0,686.07,41.42,0,0,0,0,3.94,59.94,418.77,0,0,45.65,20.8,0,63.92,0,10.35,0,0

91,22:30-22:45,19.56,0,0,4.01,32.2,0,44.75,3.29,0,2.89,0,4.32,0,17.37,0,0,20.96,0,0,413.81,0,0,43.71,46.86,0,89.59,11.04,0,28.98,0,15,42.15,0,0,121.71,11.97,1.62,70.63,0,33.74,55.08,44.92,98.87,153.34,0,47.33,127.6,0,10.63,76.9,0,686.07,41.42,0,0,0,0,15.46,59.94,418.77,0,0,45.65,20.8,0,63.92,0,14.77,0,0

92,22:45-23:00,19.56,0,0,4.01,32.2,0,44.75,3.29,0,2.89,0,4.32,0,17.37,0,0,20.96,0,0,413.81,0,0,43.71,46.86,0,89.59,11.04,0,28.98,0,15,42.15,0,0,121.71,11.97,1.62,70.63,0,33.74,55.08,44.92,98.87,153.34,0,47.33,127.6,0,10.63,76.9,0,686.07,41.42,0,0,0,0,15.46,59.94,418.77,0,0,45.65,20.8,0,63.92,0,14.77,0,0

93,23:00-23:15,1.1,0,0,4.01,21.46,0,44.75,3.12,0,2.89,0,2.88,0,11.57,0,0,20.96,0,0,413.81,0,0,43.71,46.86,0,89.59,11.04,0,29.56,0,15,28.1,0,0,121.71,11.99,1.62,70.63,0,32.08,54.53,44.92,98.87,144.85,0,47.33,127.6,0,9.74,70.87,0,686.07,40.2,0,0,0,0,15.46,59.94,418.77,0,0,44.22,20.8,0,77.85,0,14.77,0,0

94,23:15-23:30,1.1,0,0,4.01,9.66,0,44.75,3.12,0,2.89,0,1.44,0,5.71,0,0,20.96,0,0,413.81,0,0,43.71,46.86,0,89.59,11.04,0,29.56,0,15,28.1,0,0,121.71,12.22,1.62,70.63,0,32.08,54.53,44.92,98.87,144.85,0,47.33,127.6,0,9.74,70.87,0,686.07,40.2,0,0,0,0,3.94,59.94,418.77,0,0,44.22,20.8,0,77.85,0,14.77,0,0

95,23:30-23:45,1.1,0,0,4.01,9.66,0,44.75,3.12,0,2.89,0,0.14,0,0,0,0,20.96,0,0,413.81,0,0,43.71,46.86,0,89.59,11.04,0,29.56,0,15,28.1,0,0,121.71,12.23,1.62,70.63,0,32.08,54.53,44.92,98.87,144.85,0,47.33,127.6,0,9.74,70.87,0,686.07,40.2,0,0,0,0,3.94,59.94,418.77,0,0,44.22,20.8,0,77.85,0,14.77,0,0

96,23:45-24:00,1.1,0,0,4.01,9.66,0,44.75,3.12,0,2.89,0,0,0,0,0,0,20.96,0,0,413.81,0,0,43.71,46.86,0,89.59,11.04,0,29.56,0,15,28.1,0,0,121.71,12.25,1.62,70.63,0,32.08,54.53,44.92,98.87,144.85,0,47.33,127.6,0,9.74,70.87,0,686.07,40.2,0,0,0,0,3.94,59.94,418.77,0,0,44.22,20.8,0,77.85,0,14.77,0,0

