Block,Time Block,PARBATI2,PARBATI3,KGSU3AND4,KHSTPP-II,KOTESHWR,KKNP,KKNPPU2,KOLDAM,KISHANGANGA,KHSTPP-I,KUDGI,JHAJJAR,KGSU1AND2,NLCEXP,NLCIIST1,NLCTS2EXP,NLCIIST2,AURY_CRF,URI2,ANTA_CRF,ANTA_GF,UNCHAHAR3,ANTA_LF,URI,UNCHAHAR4,VALLURNTECL,ANTA_RF,DADRI_RF,DADRI_CRF,AURY_RF,DADRI_LF,AURY_LF,DADRI_GF,AURY_GF,FSTPP I & II,DULHASTI,DHAULIGNGA,DADRT2,UNCHAHAR1,UNCHAHAR2,RAPPD,RIHAND1,RIHAND3,RAPPC,RAPPB,RIHAND2,SASAN,TelanganaSTPP,TANDA2,SINGRAULI_HYDRO,SIMHST1,SIMHST2,TALST2,SALAL,SEWA2,SINGRAULI,TANAKPUR,TEHRIPSP,TALA,TEHRI,RSTPSU1TO6,RSTPSU7,RAMPUR,NTPL,NNTPP,BSIUL,CHAMERA3,CHAMERA2,BRBCL,CHAMERA1,NJPC,NAPP,MAPS,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
54,13:15-13:30,10.14,47.17,0,95.05,9.75,0,0,8.29,6.78,44.06,0,284.99,0,0,0,0,0,0,31.48,0,0,17.1,0,42.46,2.4,0,0,0,0,0,0,0,0,0,16.02,53.24,40.82,11.83,13.08,30.23,0,45.21,125.79,62.89,0,120.43,335.51,0,4.4,0.8,0,0,0,49.16,11.75,133.87,11.45,0,12.58,0,0,0,5.48,0,0,12.54,32.63,30.19,18.27,27.02,169,23.54,0,0,0,0,0,0

55,13:30-13:45,10.14,40.01,0,95.05,9.75,0,0,8.29,6.78,44.06,0,287.06,0,0,0,0,0,0,31.48,0,0,17.1,0,42.46,2.4,0,0,0,0,0,0,0,0,0,16.02,53.24,40.82,11.83,13.08,30.23,0,45.21,125.79,62.89,0,120.43,335.51,0,4.4,0.8,0,0,0,49.16,11.75,133.87,11.45,0,12.3,0,0,0,5.48,0,0,12.54,32.63,30.19,19.55,27.02,169,23.54,0,0,0,0,0,0

56,13:45-14:00,10.14,40.01,0,95.05,9.75,0,0,8.29,6.78,44.06,0,290.3,0,0,0,0,0,0,31.48,0,0,17.17,0,42.46,2.4,0,0,0,0,0,0,0,0,0,16.02,53.24,40.82,11.83,13.08,30.23,0,45.21,125.79,62.89,0,120.43,335.51,0,4.4,0.8,0,0,0,49.16,11.75,133.87,11.45,0,12.3,0,0,0,5.48,0,0,12.54,32.63,30.19,19.71,40.52,169,23.54,0,0,0,0,0,0

57,14:00-14:15,10.14,40.01,0,95.05,9.75,0,0,8.29,6.78,44.06,0,291.13,0,0,0,0,0,0,31.48,0,0,22.4,0,33.97,2.4,0,0,0,0,0,0,0,0,0,20,53.24,40.82,62.64,17.24,36.47,0,45.21,125.79,62.89,0,120.43,335.51,0,4.4,0.8,0,0,0,49.16,11.75,133.87,11.45,0,14.27,0,0,0,5.48,0,0,12.54,32.63,30.19,18.27,40.52,169,23.54,0,0,0,0,0,0

58,14:15-14:30,10.14,40.01,0,95.05,9.75,0,0,8.29,6.78,44.06,0,295.85,0,0,0,0,0,0,31.48,0,0,22.4,0,33.97,2.4,0,0,0,0,0,0,0,0,0,20,53.24,40.82,120.32,17.24,36.47,0,45.21,125.79,62.89,0,120.43,335.51,0,4.4,0.8,0,0,0,49.16,11.75,133.87,11.45,0,14.27,0,0,0,5.48,0,0,12.54,32.63,30.19,18.89,40.52,169,23.54,0,0,0,0,0,0

59,14:30-14:45,10.14,40.01,0,95.05,9.75,0,0,8.29,6.78,44.06,0,296.63,0,0,0,0,0,0,31.48,0,0,22.4,0,33.97,2.4,0,0,0,0,0,0,0,0,0,20,53.24,40.82,178,17.24,36.47,0,45.21,125.79,62.89,0,120.43,335.51,0,4.4,0.8,0,0,0,49.16,11.75,133.87,9.6,0,14.27,0,0,0,5.48,0,0,12.54,32.63,30.19,19.29,40.52,169,23.54,0,0,0,0,0,0

60,14:45-15:00,10.14,40.01,0,95.05,9.75,0,0,8.29,6.78,44.06,0,298.45,0,0,0,0,0,0,31.48,0,0,22.4,0,33.97,2.4,0,0,0,0,0,0,0,0,0,20,53.24,40.82,235.69,17.24,36.47,20.69,45.21,125.79,62.89,0,120.43,335.51,0,4.4,0.8,0,0,0,49.16,11.75,133.87,9.6,0,14.27,0,0,0,5.48,0,0,12.54,32.63,30.19,19.7,40.52,169,23.54,0,0,0,0,0,0

61,15:00-15:15,10.14,50.02,0,95.05,9.75,0,0,8.29,6.78,44.06,0,300.95,0,0,0,0,0,0,25.48,0,0,25.96,0,38.22,2.4,0,0,0,0,0,0,0,0,0,20,53.24,40.82,293.37,20.41,41.93,21.59,45.21,125.79,62.89,0,120.43,335.51,0,4.4,0.8,0,0,0,49.16,11.75,133.87,9.6,0,13.8,0,0,0,5.48,0,0,12.54,32.63,30.19,17.43,40.52,169,23.54,0,0,0,0,0,0

62,15:15-15:30,10.14,50.02,0,95.05,9.75,0,0,8.29,6.78,44.06,0,299.1,0,0,0,0,0,0,25.48,0,0,25.96,0,38.22,2.4,0,0,0,0,0,0,0,0,0,20,53.24,40.82,351.06,20.41,41.93,21.59,45.21,125.79,62.89,0,120.43,335.51,0,4.4,0.8,0,0,0,49.16,11.75,133.87,9.6,0,13.8,0,0,0,5.48,0,0,12.54,32.63,30.19,20.26,40.52,169,23.54,0,0,0,0,0,0

63,15:30-15:45,10.14,50.02,0,95.05,9.75,0,0,8.29,6.78,44.06,0,302.38,0,0,0,0,0,0,26.98,0,0,25.96,0,38.22,2.4,0,0,0,0,0,0,0,0,0,20,53.24,40.82,351.06,20.41,41.93,21.59,45.21,125.79,62.89,0,120.43,335.51,0,4.4,0.8,0,0,0,49.16,11.75,133.87,9.6,0,13.8,14.46,0,0,5.48,0,0,12.54,32.63,30.19,22.56,40.52,169,23.54,0,0,0,0,0,0

64,15:45-16:00,10.14,50.02,0,95.05,9.75,0,0,8.29,6.78,44.06,0,317.04,0,0,0,0,0,0,26.98,0,0,25.96,0,38.22,2.4,0,0,0,0,0,0,0,0,0,20,53.24,40.82,293.37,20.41,41.93,21.59,45.21,125.79,62.89,0,120.43,335.51,0,4.4,0.8,0,0,0,49.16,11.75,133.87,9.6,0,13.8,28.91,0,0,5.48,0,0,12.54,32.63,30.19,16.97,40.52,169,23.54,0,0,0,0,0,0

65,16:00-16:15,10.14,50.02,0,95.05,9.75,0,0,8.29,6.78,44.06,0,333.81,0,0,0,0,0,0,26.98,0,0,25.96,0,29.72,2.4,0,0,0,0,0,0,0,0,0,16.04,53.24,40.82,170.79,20.41,41.93,23.84,45.21,125.79,62.89,0,120.43,332.59,0,2.93,0.8,0,0,0,49.16,11.75,133.87,9.6,0,13.8,28.91,0,0,5.48,0,0,12.54,32.63,30.19,15.65,40.52,169,23.54,0,0,0,0,0,0

66,16:15-16:30,10.14,50.02,0,95.05,9.75,0,0,8.29,6.78,44.06,0,344.43,0,0,0,0,0,0,26.98,0,0,25.96,0,29.72,2.4,0,0,0,0,0,0,0,0,0,16.04,53.24,40.82,252.51,20.41,41.93,23.84,45.21,125.79,62.89,0,120.43,332.59,0,2.93,0.8,0,0,0,49.16,11.75,133.87,9.6,0,13.74,43.37,0,0,5.48,0,0,12.54,32.63,30.19,17.2,40.52,169,23.54,0,0,0,0,0,0

67,16:30-16:45,10.14,50.02,0,95.05,9.75,0,0,8.29,6.78,44.06,0,424.94,0,0,0,0,0,0,26.98,0,0,25.96,0,29.72,2.4,0,0,0,0,0,0,0,0,0,16.04,53.24,40.82,391.91,20.41,41.93,23.84,45.21,125.79,62.89,0,120.43,332.59,0,2.93,0.78,0,0,0,49.16,11.75,133.87,11.45,0,13.74,57.82,0,0,5.48,0,0,12.54,32.63,30.19,17.4,40.52,169,23.54,0,0,0,0,0,0

68,16:45-17:00,10.14,50.02,0,95.05,9.75,0,0,8.29,6.78,44.06,0,424.94,0,0,0,0,0,0,26.98,0,0,25.96,0,29.72,2.4,0,0,0,0,0,0,0,0,0,16.04,53.24,40.82,507.63,20.41,41.93,23.84,45.21,125.79,62.89,0,120.43,332.59,0,2.93,0.78,0,0,0,49.16,11.75,133.87,11.45,0,13.68,57.82,0,0,5.48,0,0,12.54,32.63,30.19,16.64,40.52,169,23.54,0,0,0,0,0,0

69,17:00-17:15,10.14,50.02,0,95.05,9.75,0,0,8.29,6.78,44.06,0,424.94,0,0,0,0,0,0,26.98,0,0,25.96,0,36.08,2.4,0,0,0,0,0,0,0,0,0,16.04,53.24,40.82,496.6,20.41,41.93,23.84,53.03,125.79,62.89,0,120.43,332.59,0,2.93,0.78,0,0,0,49.16,11.75,133.87,11.45,0,13.68,57.82,0,0,5.48,0,0,12.54,32.63,30.19,19.3,40.52,169,23.54,0,0,0,0,0,0

70,17:15-17:30,10.14,50.02,0,95.05,9.75,0,0,8.29,6.78,44.06,0,424.94,0,0,0,0,0,0,26.98,0,0,25.96,0,36.08,2.4,0,0,0,0,0,0,0,0,0,16.04,53.24,40.82,478.79,20.41,41.93,23.84,60.34,125.79,62.89,0,120.43,332.59,0,2.93,0.78,0,0,0,49.16,11.75,133.87,11.45,0,13.68,57.82,0,0,5.48,0,0,12.54,32.63,30.19,18.42,40.52,169,23.54,0,0,0,0,0,0

71,17:30-17:45,10.14,50.02,0,95.05,9.75,0,0,8.29,6.78,44.06,0,424.94,0,0,0,0,0,0,26.98,0,0,25.96,0,36.08,2.4,0,0,0,0,0,0,0,0,0,16.04,53.24,40.82,478.79,20.41,41.93,23.84,65.15,125.79,62.89,0,120.43,332.59,0,2.93,0.78,0,0,0,49.16,11.75,133.87,11.45,0,13.7,57.82,0,0,5.48,0,0,12.54,32.63,30.19,18.55,40.52,169,23.54,0,0,0,0,0,0

72,17:45-18:00,10.14,65.75,0,95.05,9.75,0,0,8.29,6.78,44.06,0,424.94,0,0,0,0,0,0,26.98,0,0,25.96,0,36.08,2.4,0,0,0,0,0,0,0,0,0,16.04,53.24,40.82,478.79,20.41,41.93,23.84,70.37,125.79,62.89,0,120.43,332.59,0,2.93,0.78,0,0,0,49.16,11.75,133.87,11.45,0,13.59,57.82,0,0,5.48,0,0,18.8,32.63,30.19,21.11,40.52,169,23.54,0,0,0,0,0,0

73,18:00-18:15,10.14,68.61,0,95.05,9.75,0,0,8.29,6.78,44.06,0,424.94,0,0,0,0,0,0,26.98,0,0,25.96,0,36.08,1.7,0,0,0,0,0,0,0,0,0,13.36,53.24,40.82,478.79,20.41,41.93,23.84,45.21,125.79,62.89,0,120.43,332.59,0,2.93,0.78,0,0,0,49.16,11.75,133.87,11.45,0,13.29,57.82,0,0,5.48,0,0,18.8,32.63,30.19,21.07,40.52,169,23.54,0,0,0,0,0,0

74,18:15-18:30,10.14,68.61,0,95.05,9.75,0,0,8.29,6.78,44.06,0,424.94,0,0,0,0,0,0,26.98,0,0,25.96,0,36.08,1.7,0,0,0,0,0,0,0,0,0,13.36,53.24,40.82,478.79,20.41,41.93,23.84,45.21,125.79,62.89,0,120.43,332.59,0,2.93,0.78,0,0,0,49.16,11.75,133.87,11.45,0,13.06,57.82,0,0,5.48,0,0,18.8,32.63,30.19,19.23,40.52,169,23.54,0,0,0,0,0,0

75,18:30-18:45,10.14,64.32,0,95.05,9.75,0,0,8.29,6.78,44.06,0,483.62,0,0,0,0,0,0,31.48,0,0,25.96,0,42.46,1.7,0,0,0,0,0,0,0,0,0,13.36,53.24,40.82,478.79,20.41,41.93,23.84,45.21,125.79,62.89,0,120.43,332.59,0,2.93,0.78,0,0,0,62.56,11.75,133.87,11.45,0,11.7,57.82,0,0,5.48,0,0,18.8,32.63,30.19,19.13,40.52,169,23.54,0,0,0,0,0,0

76,18:45-19:00,10.14,64.32,0,95.05,19.51,0,0,8.29,6.78,44.06,0,589.23,0,0,0,0,0,0,31.48,0,0,25.96,0,42.46,1.7,0,0,0,0,0,0,0,0,0,13.36,53.24,40.82,478.79,20.41,41.93,23.84,45.21,125.79,62.89,0,120.43,332.59,0,2.93,0.78,0,0,0,62.56,11.75,133.87,11.45,0,11.62,57.82,0,0,5.48,0,0,18.8,32.63,30.19,17.91,40.52,169,23.54,0,0,0,0,0,0

77,19:00-19:15,10.14,71.46,0,95.05,29.26,0,0,8.29,6.78,44.06,0,617.71,0,0,0,0,0,0,31.48,0,0,26.62,0,42.46,1.98,0,0,0,0,0,0,0,0,0,13.36,53.24,40.82,453.1,20.81,43.26,23.84,45.21,125.79,62.89,0,120.43,332.59,0,5.32,0.78,0,0,0,62.56,11.75,133.87,11.45,79.97,11.62,57.82,0,0,5.48,0,0,18.8,32.63,45.3,17.49,40.52,169,23.54,0,0,0,0,0,0

78,19:15-19:30,10.14,72.9,0,95.05,42.92,0,0,8.29,6.9,44.06,0,617.71,0,0,0,0,0,0,31.48,0,0,26.62,0,42.46,2.63,0,0,0,0,0,0,0,0,0,13.36,55.44,42.86,433.87,20.81,43.26,23.84,45.21,125.79,62.89,0,120.43,332.59,0,5.34,0.78,0,0,0,62.56,12.49,133.87,11.45,159.95,11.67,58.41,0,0,5.61,0,0,19.67,34.31,47.68,19.21,40.64,170.59,23.54,0,0,0,0,0,0

79,19:30-19:45,10.14,74.33,0,95.05,42.92,0,0,8.29,6.9,44.06,0,617.71,0,0,0,0,0,0,31.48,0,0,26.62,0,45.64,3.06,0,0,0,0,0,0,0,0,0,13.36,55.44,42.86,437.86,20.81,43.26,23.84,45.21,125.79,62.89,0,120.43,332.59,0,5.34,0.78,0,0,0,62.56,12.49,133.87,11.45,159.95,11.89,58.41,0,0,5.61,0,0,19.67,34.31,47.68,22.21,40.64,170.59,23.54,0,0,0,0,0,0

80,19:45-20:00,10.14,74.33,0,95.05,42.92,0,0,8.29,6.9,44.06,0,617.71,0,0,0,0,0,0,31.48,0,0,26.62,0,45.64,3.1,0,0,0,0,0,0,0,0,0,13.36,55.44,42.86,475.85,20.81,43.26,23.84,45.21,125.79,62.89,0,120.43,332.59,0,5.34,0.78,0,0,0,62.56,12.49,133.87,11.45,159.95,12.04,58.41,0,0,5.61,0,0,19.67,34.31,47.68,19.55,40.64,170.59,23.54,0,0,0,0,0,0

81,20:00-20:15,10.14,74.33,0,95.05,42.92,0,0,8.29,6.9,44.06,0,637.06,0,0,0,0,0,0,31.48,0,0,26.62,0,25.47,3.1,0,0,0,0,0,0,0,0,0,13.36,55.44,42.86,528.17,20.81,43.26,23.84,45.21,125.79,62.89,0,120.43,332.59,0,5.34,0.78,0,0,0,62.56,12.49,133.87,11.45,159.95,11.82,58.41,0,0,5.61,0,0,19.67,34.31,47.68,21.47,40.64,170.59,23.54,0,0,0,0,0,0

82,20:15-20:30,10.14,74.33,0,95.05,42.92,0,0,8.29,6.9,44.06,0,637.06,0,0,0,0,0,0,31.48,0,0,26.62,0,25.47,3.1,0,0,0,0,0,0,0,0,0,13.36,55.44,42.86,528.17,20.81,43.26,23.84,45.21,125.79,62.89,0,120.43,332.59,0,5.34,0.78,0,0,0,62.56,12.49,133.87,11.45,159.95,11.93,58.41,0,0,5.61,0,0,19.67,34.31,47.68,20.01,40.64,170.59,23.54,0,0,0,0,0,0

83,20:30-20:45,10.14,74.33,0,95.05,42.92,0,0,8.29,6.9,44.06,0,637.06,0,0,0,0,0,0,26.98,0,0,26.62,0,25.47,3.1,0,11.64,19.41,0,0,0,0,0,0,13.36,55.44,42.86,528.17,20.81,43.26,23.84,45.21,125.79,62.89,0,120.43,332.59,0,5.34,0.78,0,0,0,62.56,12.49,133.87,11.45,159.95,11.96,58.41,0,0,5.61,0,0,19.67,34.31,47.68,21.56,40.64,170.59,23.54,0,0,0,0,0,0

84,20:45-21:00,10.14,74.33,0,95.05,42.92,0,0,8.29,6.9,44.06,0,637.06,0,0,0,0,0,0,26.98,0,0,26.62,0,25.47,3.1,0,11.64,19.41,0,0,0,0,0,0,13.36,55.44,42.86,528.17,20.81,43.26,23.84,45.21,125.79,62.89,0,120.43,332.59,0,5.34,0.78,0,0,0,62.56,12.49,133.87,11.45,159.95,12.08,58.41,0,0,5.61,0,0,19.67,34.31,47.68,19.46,40.64,170.59,23.54,0,0,0,0,0,0

85,21:00-21:15,10.14,74.33,0,95.05,42.92,0,0,8.29,6.9,44.06,0,637.06,0,0,0,0,0,0,26.98,0,0,26.62,0,25.47,3.1,0,11.8,19.41,0,19.06,0,0,0,0,13.36,55.44,42.86,528.17,19.38,43.26,23.84,45.21,125.79,62.89,0,120.43,332.59,0,5.34,0.78,0,0,0,62.56,12.49,133.87,11.45,159.95,12.24,58.41,0,0,5.61,0,0,19.67,34.31,47.68,17.81,40.64,170.59,23.54,0,0,0,0,0,0

86,21:15-21:30,10.14,64.32,0,95.05,39,0,0,8.29,6.78,44.06,0,637.06,0,0,0,0,0,0,26.98,0,0,26.62,0,25.47,3.1,0,11.8,19.41,0,19.06,0,0,0,0,13.36,53.24,40.82,528.17,19.38,43.26,23.84,45.21,125.79,62.89,0,120.43,332.59,0,5.34,0.78,0,0,0,62.56,11.75,133.74,11.45,159.95,12.33,58.41,0,0,5.48,0,0,12.54,32.63,45.3,21.26,40.52,169,23.54,0,0,0,0,0,0

87,21:30-21:45,10.14,64.32,0,95.05,39,0,0,8.29,6.78,44.06,0,637.06,0,0,0,0,0,0,29.97,0,0,26.62,0,38.22,3.1,0,11.8,19.41,0,19.06,0,0,0,0,13.36,53.24,40.82,528.17,19.38,43.26,23.84,45.21,125.79,62.89,0,120.43,332.59,0,5.34,0.78,0,0,0,62.56,11.75,133.74,11.45,159.95,11.76,58.41,0,0,5.48,0,0,12.54,32.63,45.3,17.4,40.52,169,23.54,0,0,0,0,0,0

88,21:45-22:00,13.53,74.33,0,95.05,42.92,0,0,8.29,6.9,44.06,0,637.06,0,0,0,0,0,0,29.97,0,0,26.62,0,38.22,3.1,0,11.8,19.41,0,19.06,0,0,0,0,13.36,55.44,42.86,528.17,19.38,43.26,23.84,45.21,125.79,62.89,0,120.43,332.59,0,5.34,0.78,0,0,0,62.56,12.49,133.74,11.45,159.95,11.89,58.41,0,0,5.61,0,0,19.67,34.31,47.68,17.47,40.64,170.59,23.54,0,0,0,0,0,0

89,22:00-22:15,13.53,74.33,0,95.05,42.92,0,0,8.29,6.9,44.06,0,637.06,0,0,0,0,0,0,29.97,0,0,26.62,0,42.46,3.1,0,12.27,19.41,0,19.06,0,0,0,0,13.36,55.44,42.86,528.17,19.38,43.26,23.84,45.21,125.79,62.89,0,120.43,332.59,0,5.34,0.78,0,0,0,62.56,12.49,133.74,11.45,79.97,12.04,58.41,0,0,5.61,0,0,19.67,34.31,47.68,16.94,40.64,170.59,23.54,0,0,0,0,0,0

90,22:15-22:30,13.53,74.33,0,95.05,42.92,0,0,8.29,6.9,44.06,0,637.06,0,0,0,0,0,0,29.97,0,0,26.62,0,42.46,3.1,0,12.27,19.41,0,19.06,0,0,0,0,13.36,55.44,42.86,528.17,19.38,43.26,23.84,45.21,125.79,62.89,0,120.43,332.59,0,5.34,0.78,0,0,0,62.56,12.49,133.74,11.45,79.97,12.19,58.41,0,0,5.61,0,0,19.67,34.31,47.68,17.76,40.64,170.59,23.54,0,0,0,0,0,0

91,22:30-22:45,13.53,74.33,0,95.05,42.92,0,0,8.29,6.9,44.06,0,641.49,0,0,0,0,0,0,32.98,0,0,26.62,0,42.46,3.1,0,12.27,19.41,0,19.22,0,0,0,0,13.36,55.44,42.86,528.17,19.38,43.26,23.84,45.21,125.79,62.89,0,120.43,332.59,0,5.34,0.78,0,0,0,62.56,12.49,133.87,11.45,79.97,9.78,58.41,0,0,5.61,0,0,19.67,34.31,47.68,17.82,40.64,170.59,23.54,0,0,0,0,0,0

92,22:45-23:00,10.14,64.32,0,95.05,39,0,0,8.29,6.78,44.06,0,641.49,0,0,0,0,0,0,32.98,0,0,26.62,0,42.46,3.1,0,12.27,19.41,0,19.22,0,0,0,0,13.36,53.24,40.82,528.17,19.38,43.26,23.84,45.21,125.79,62.89,0,120.43,332.59,0,5.34,0.78,0,0,0,62.56,11.75,133.87,11.45,79.97,9.86,57.82,0,0,5.48,0,0,18.8,32.63,45.3,18.01,40.52,169,23.54,0,0,0,0,0,0

93,23:00-23:15,10.14,64.32,0,95.05,39,0,0,8.29,6.78,44.06,0,641.49,0,0,0,0,0,0,32.98,0,0,26.62,0,44.58,3.1,0,12.58,19.41,0,19.22,0,0,0,0,13.36,53.24,40.82,528.17,19.38,43.26,23.84,45.21,125.79,62.89,0,120.43,332.59,0,5.34,0.78,0,0,0,62.56,11.75,133.87,11.45,159.95,9.92,57.82,0,0,5.48,0,0,18.8,32.63,45.3,18.15,40.52,169,23.54,0,0,0,0,0,0

94,23:15-23:30,10.14,64.32,0,95.05,39,0,0,8.29,6.78,44.06,0,641.49,0,0,0,0,0,0,32.98,0,0,26.62,0,44.58,3.1,0,12.58,19.41,0,19.22,0,0,0,0,13.36,53.24,40.82,528.17,19.38,43.26,23.84,45.21,125.79,62.89,0,120.43,332.59,0,5.34,0.78,0,0,0,62.56,11.75,133.87,11.45,159.95,9.97,57.82,0,0,5.48,0,0,18.8,32.63,45.3,17.25,40.52,169,23.54,0,0,0,0,0,0

95,23:30-23:45,10.14,60.03,0,95.05,39,0,0,8.29,6.78,44.06,0,641.49,0,0,0,0,0,0,32.98,0,0,26.62,0,44.58,3.1,0,12.58,19.41,0,19.22,0,0,0,0,13.36,53.24,40.82,528.17,19.38,43.26,23.84,45.21,125.79,62.89,0,120.43,332.59,0,5.34,0.78,0,0,0,62.56,11.75,133.87,11.45,79.97,10.07,57.82,0,0,5.48,0,0,18.8,32.63,45.3,15.07,40.52,169,23.54,0,0,0,0,0,0

96,23:45-24:00,10.14,60.03,0,95.05,39,0,0,8.29,6.78,44.06,0,641.49,0,0,0,0,0,0,32.98,0,0,26.62,0,44.58,3.1,0,1.31,1.61,0,1.97,0,0,0,0,13.36,53.24,40.82,528.17,19.38,43.26,23.84,45.21,125.79,62.89,0,120.43,332.59,0,5.34,0.78,0,0,0,62.56,11.75,133.87,11.45,79.97,10.2,57.82,0,0,5.48,0,0,18.8,32.63,45.3,16.36,40.52,169,23.54,0,0,0,0,0,0

