Block,Time Block,NAPP,NLCEXP,NLCIIST1,NJPC,NLCIIST2,MAPS,NLCTS2EXP,ANTA_RF,AURY_LF,DADRI_GF,AURY_GF,DADRI_CRF,DADRI_RF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_LF,ANTA_CRF,ANTA_GF,KUDGI,KOTESHWR,KKNP,KKNPPU2,KOLDAM,KHSTPP-I,KGSU3AND4,KHSTPP-II,KISHANGANGA,DADRT2,DULHASTI,CHAMERA1,BSIUL,CHAMERA3,CHAMERA2,DHAULIGNGA,BRBCL,FSTPP I & II,JHAJJAR,KGSU1AND2,VALLURNTECL,UNCHAHAR1,URI,TANDA2,UNCHAHAR4,TALST2,URI2,TANAKPUR,UNCHAHAR3,TALA,TEHRI,TelanganaSTPP,UNCHAHAR2,SIMHST1,SIMHST2,SALAL,SEWA2,SINGRAULI_HYDRO,SINGRAULI,SASAN,PARBATI3,RSTPSU1TO6,RAPPB,RIHAND3,RIHAND1,RSTPSU7,RAMPUR,NNTPP,RIHAND2,RAPPC,NTPL,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
85,21:00-21:15,40.23,0,0,29.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.55,0,0,0,44.17,0,142.92,0,658.34,15.88,12.48,6.28,9.33,12.69,8.81,19.27,17.54,539.26,0,0,18.72,35.11,0,0,0,30.74,1.48,25.35,0,31.51,0,40.85,0,0,25.76,15.24,0.76,134.62,398.43,15.71,0,0,119.82,88.66,0,0,0,114.45,48.92,0,0,0,0,0,0

86,21:15-21:30,40.23,0,0,9.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.55,0,0,0,44.17,0,142.92,0,658.34,15.88,11.42,6.28,9.33,12.69,8.81,19.27,17.54,539.26,0,0,18.72,35.11,0,0,0,30.74,1.48,25.35,0,30.23,0,40.85,0,0,25.76,15.24,0.76,134.62,398.43,3.06,0,0,119.82,88.66,0,0,0,114.45,48.92,0,0,0,0,0,0

87,21:30-21:45,40.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.55,0,0,0,44.17,0,142.92,0,658.34,15.88,11.42,6.28,9.33,12.69,8.81,19.27,17.54,539.26,0,0,18.72,34.05,0,0,0,30.74,1.48,25.35,0,30.23,0,40.85,0,0,25.76,10.15,0.76,134.62,398.43,0,0,0,119.82,88.66,0,0,0,114.45,48.92,0,0,0,0,0,0

88,21:45-22:00,40.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.55,0,0,0,44.17,0,142.92,0,658.34,15.88,0,6.28,9.33,12.69,8.81,19.27,17.54,539.26,0,0,18.72,34.05,0,0,0,30.74,1.48,25.35,0,20.15,0,40.85,0,0,25.76,10.15,0.76,134.62,398.43,0,0,0,119.82,88.66,0,0,0,114.45,48.92,0,0,0,0,0,0

89,22:00-22:15,40.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.55,0,0,0,44.17,0,142.92,0,658.34,15.88,0,6.28,9.33,12.69,8.81,19.27,17.54,539.26,0,0,18.72,34.05,0,0,0,30.74,1.48,25.35,0,20.15,0,40.85,0,0,25.76,10.15,0.76,134.62,398.43,0,0,0,119.82,88.66,0,0,0,114.45,48.92,0,0,0,0,0,0

90,22:15-22:30,40.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.55,0,0,0,44.17,0,142.92,0,658.34,15.88,0,6.28,9.33,12.69,8.81,19.27,17.54,539.26,0,0,18.72,34.05,0,0,0,30.74,1.48,25.35,0,20.15,0,40.85,0,0,25.76,5.08,0.76,134.62,398.43,0,0,0,119.82,88.66,0,0,0,114.45,48.92,0,0,0,0,0,0

91,22:30-22:45,40.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.55,0,0,0,44.17,0,142.92,0,658.34,15.88,0,6.28,9.33,12.69,8.81,19.27,17.54,539.26,0,0,18.72,34.05,0,0,0,30.74,1.48,25.35,0,20.15,0,40.85,0,0,25.76,5.08,0.76,134.62,398.43,0,0,0,119.82,88.66,0,0,0,114.45,48.92,0,0,0,0,0,0

92,22:45-23:00,40.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.55,0,0,0,44.17,0,142.92,0,658.34,15.88,0,6.28,9.33,12.69,8.81,19.27,17.54,539.26,0,0,18.72,34.05,0,0,0,30.74,1.48,25.35,0,20.15,0,40.85,0,0,25.76,5.08,0.76,126.49,398.43,0,0,0,119.82,88.66,0,0,0,114.45,48.92,0,0,0,0,0,0

93,23:00-23:15,40.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.55,0,0,0,44.17,0,142.92,0,658.34,15.88,0,12.57,9.33,12.69,0,19.27,17.54,539.26,0,0,18.72,34.05,0,0,0,30.74,1.48,25.35,0,20.15,0,40.85,0,0,25.76,0,0.76,119.26,398.43,0,0,0,119.82,88.66,0,0,0,114.45,48.92,0,0,0,0,0,0

94,23:15-23:30,40.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.55,0,0,0,44.17,0,142.92,0,658.34,15.88,0,12.57,9.33,12.69,0,18.41,17.54,539.26,0,0,18.72,34.05,0,0,0,30.74,1.48,25.35,0,20.15,0,40.85,0,0,25.76,0,0.76,115.64,398.43,0,0,0,119.82,88.66,0,0,0,114.45,48.92,0,0,0,0,0,0

95,23:30-23:45,40.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.55,0,0,0,44.17,0,142.92,0,658.34,15.88,0,12.57,9.33,12.69,0,17.44,17.54,539.26,0,0,18.72,34.05,0,0,0,30.74,1.48,25.35,0,10.08,0,40.85,0,0,25.76,0,0.76,112.03,398.43,0,0,0,119.82,88.66,0,0,0,114.45,48.92,0,0,0,0,0,0

96,23:45-24:00,40.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.55,0,0,0,44.17,0,142.92,0,658.34,15.88,0,12.57,9.33,12.69,0,16.48,17.54,539.26,0,0,18.72,34.05,0,0,0,30.74,1.48,25.35,0,10.08,0,40.85,0,0,25.76,0,0.76,112.03,398.43,0,0,0,119.82,88.66,0,0,0,114.45,48.92,0,0,0,0,0,0

