Block,Time Block,JHAJJAR,CHAMERA2,KGSU1AND2,BRBCL,DADRT2,DHAULIGNGA,FSTPP I & II,CHAMERA1,DULHASTI,BSIUL,CHAMERA3,DADRI_GF,AURY_GF,DADRI_CRF,DADRI_RF,AURY_RF,DADRI_LF,AURY_LF,TANDA2,SASAN,TALST2,SINGRAULI_HYDRO,TANAKPUR,SIMHST1,TEHRI,SIMHST2,TALA,SALAL,SEWA2,SINGRAULI,URI2,ANTA_LF,UNCHAHAR3,TelanganaSTPP,ANTA_GF,UNCHAHAR2,URI,AURY_CRF,VALLURNTECL,ANTA_CRF,UNCHAHAR1,ANTA_RF,UNCHAHAR4,KHSTPP-II,KHSTPP-I,KGSU3AND4,NLCEXP,KKNPPU2,KUDGI,KOLDAM,NJPC,KISHANGANGA,MAPS,NAPP,KOTESHWR,KKNP,RAPPB,NLCIIST1,RIHAND2,NLCIIST2,NLCTS2EXP,RIHAND1,RAMPUR,RSTPSU1TO6,NNTPP,RAPPC,NTPL,RSTPSU7,PARBATI3,RIHAND3,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
7,01:30-01:45,251.2,0,0,14.68,266.82,0,15.05,0,0,0,0,0,0,0,0,0,0,0,0,267.82,0,0,1.1,0,0,0,0,1.34,0,128.07,4.26,0,21.81,0,0,17.52,1.38,0,0,0,16.99,0,0,81.75,37.39,0,0,0,0,0,0,0,0,41.5,8.51,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,0,119.26,0,0,0,0,0

8,01:45-02:00,251.2,0,0,13.41,259.15,0,15.05,0,0,0,0,0,0,0,0,0,0,0,0,267.82,0,0,1.1,0,0,0,0,1.34,0,128.07,4.26,0,21.81,0,0,17.52,1.38,0,0,0,16.99,0,0,81.75,37.39,0,0,0,0,0,0,0,0,41.5,8.51,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,0,119.26,0,0,0,0,0

9,02:00-02:15,251.2,0,0,11.13,230.37,0,15.05,0,0,0,0,0,0,0,0,0,0,0,0,267.82,0,0,1.1,0,0,0,0,1.34,0,128.07,4.26,0,21.81,0,0,17.52,1.38,0,0,0,16.99,0,0,81.75,37.39,0,0,0,0,0,0,0,0,41.5,8.51,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,0,119.26,0,0,0,0,0

10,02:15-02:30,251.2,0,0,10.23,222.69,0,15.05,0,0,0,0,0,0,0,0,0,0,0,0,267.82,0,0,6.01,0,0,0,0,1.34,0,128.07,4.26,0,21.81,0,0,17.52,1.38,0,0,0,16.99,0,0,81.75,37.39,0,0,0,0,0,0,0,0,41.5,8.51,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,0,119.26,0,0,0,0,0

11,02:30-02:45,251.2,0,0,12.03,221.73,0,15.05,0,0,0,0,0,0,0,0,0,0,0,0,267.82,0,0,6.01,0,0,0,0,13.38,0,128.07,4.26,0,21.81,0,0,17.52,1.38,0,0,0,16.99,0,0,81.75,37.39,0,0,0,0,0,0,0,0,41.5,8.51,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,0,119.26,0,0,0,0,0

12,02:45-03:00,251.2,0,0,13.32,212.14,0,15.05,0,0,0,0,0,0,0,0,0,0,0,0,267.82,0,0,1.1,0,0,0,0,53.5,0,128.07,4.26,0,21.81,0,0,17.52,1.38,0,0,0,16.99,0,0,81.75,37.39,0,0,0,0,0,0,0,0,41.5,8.51,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,0,119.26,0,0,0,0,0

13,03:00-03:15,251.2,0,0,13.64,220.77,0,15.05,0,0,0,0,0,0,0,0,0,0,0,0,267.82,0,0,1.1,0,0,0,0,53.5,0,128.07,4.26,0,21.81,0,0,17.52,1.38,0,0,0,16.99,0,0,81.75,37.39,0,0,0,0,0,0,0,0,41.5,8.51,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,0,119.26,0,0,0,0,0

14,03:15-03:30,251.2,0,0,17.72,224.61,0,15.05,0,0,0,0,0,0,0,0,0,0,0,0,267.82,0,0,1.1,0,0,0,0,53.5,0,128.07,4.26,0,21.81,0,0,17.52,1.38,0,0,0,16.99,0,0,81.75,37.39,0,0,0,0,0,0,0,0,41.5,8.51,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,0,119.26,0,0,0,0,0

15,03:30-03:45,251.2,0,0,16.98,211.18,0,15.05,0,0,0,0,0,0,0,0,0,0,0,0,267.82,0,0,1.1,0,0,0,0,53.5,0,128.07,4.26,0,21.81,0,0,17.52,1.38,0,0,0,16.99,0,0,81.75,37.39,0,0,0,0,0,0,0,0,41.5,8.51,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,0,119.26,0,0,0,0,0

16,03:45-04:00,251.2,0,0,19.19,229.41,0,15.05,0,0,0,0,0,0,0,0,0,0,0,0,267.82,0,0,1.1,0,0,0,0,12.82,0,128.07,4.26,0,21.81,0,0,17.52,1.38,0,0,0,16.99,0,0,81.75,37.39,0,0,0,0,0,0,0,0,41.5,8.51,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,0,119.26,0,0,0,0,0

17,04:00-04:15,251.2,0,0,19.19,249.55,0,15.05,0,15.81,0,0,0,0,0,0,0,0,0,0,267.82,0,0,1.1,0,0,0,0,1.34,0,128.07,4.26,0,21.81,0,0,17.52,1.38,0,0,0,16.99,0,0,81.75,37.39,0,0,0,0,0,0,0,0,41.5,8.51,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,0,119.26,0,0,0,0,0

18,04:15-04:30,251.2,0,0,19.19,267.78,0,15.05,0,15.81,0,0,0,0,0,0,0,0,0,0,267.82,0,0,1.1,0,0,0,0,1.34,0,128.07,4.26,0,21.81,0,0,17.52,1.38,0,0,0,16.99,0,0,81.75,37.39,0,0,0,0,0,0,0,0,41.5,8.51,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,0,119.26,0,0,0,0,0

19,04:30-04:45,251.2,0,0,19.19,333.97,0,15.05,0,15.81,0,0,0,0,0,0,0,0,0,0,267.82,0,0,6.01,0,0,0,0,1.34,0,128.07,4.26,0,21.81,0,0,17.52,1.38,0,0,0,16.99,0,0,81.75,37.39,0,0,0,0,0,0,0,0,41.5,8.51,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,0,119.26,0,0,0,0,0

20,04:45-05:00,251.2,0,0,19.19,402.8,0,15.05,0,15.81,0,0,0,0,0,0,0,0,0,0,267.82,0,0,6.01,0,0,0,0,1.34,0,128.07,4.26,0,21.81,0,0,17.52,1.38,0,0,0,16.99,0,0,94.85,43.38,0,0,0,0,0,0,0,0,41.5,8.51,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,0,119.26,0,0,0,0,0

21,05:00-05:15,251.2,0,0,19.19,455.64,0,16.46,0,15.81,0,0,0,0,0,0,0,0,0,0,267.82,0,0,1.1,0,0,0,0,1.34,0,128.07,4.26,0,21.81,0,0,17.52,1.38,0,0,0,16.99,0,0,94.85,43.38,0,0,0,0,0,0,0,0,41.5,8.51,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,0,119.26,0,0,0,0,0

22,05:15-05:30,251.2,0,0,19.19,502.25,0,17.46,0,15.81,0,0,0,0,0,0,0,0,0,0,267.82,0,0,1.1,0,0,0,0,1.34,0,128.07,4.26,0,25.32,0,0,20.33,1.38,0,0,0,16.99,0,0,94.85,43.38,0,0,0,0,0,18.17,0,0,41.5,8.51,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,0,119.26,0,0,0,0,0

23,05:30-05:45,306.84,0,0,19.19,541.77,0,17.46,0,15.81,0,0,0,0,0,0,0,0,0,0,267.82,0,0,1.1,0,0,0,0,1.34,0,128.07,4.26,0,25.32,0,0,20.33,1.38,0,0,0,16.99,0,0,94.85,43.38,0,0,0,0,0,38.16,0,0,41.5,8.51,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,0,119.26,0,0,0,0,0

24,05:45-06:00,364.4,0,0,19.19,560.96,0,17.46,0,15.81,0,0,0,0,0,0,0,0,0,0,267.82,0,0,1.1,0,14.93,0,0,1.34,0,128.07,4.26,0,25.32,0,0,20.33,1.38,0,0,0,16.99,0,0,94.85,43.38,0,0,0,0,0,54.51,0,0,41.5,8.51,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,0,119.26,0,0,0,0,0

25,06:00-06:15,417.16,3.19,0,19.19,580.15,7.73,17.46,0,15.81,1.06,0,0,0,0,0,0,0,0,0,267.82,0,0,1.1,0,29.86,0,0,1.34,0,128.07,4.26,0,25.32,0,0,20.33,1.38,0,0,0,19.72,0,0,94.85,43.38,0,0,0,0,0,77.21,0,0,41.5,8.51,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,3.66,119.26,0,0,0,0,0

26,06:15-06:30,417.16,11.51,0,19.19,618.52,7.73,17.46,0,31.62,6.25,9.29,0,0,0,0,0,0,0,0,267.82,0,0,6.01,0,44.79,0,0,1.34,5.06,128.07,4.26,0,25.32,0,0,20.33,1.38,0,0,0,19.72,0,0,94.85,43.38,0,0,0,0,0,108.38,0,0,41.5,8.51,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,15.88,119.26,0,0,0,0,0

27,06:30-06:45,417.16,25.27,0,19.19,655.34,15.96,17.46,11.52,31.62,12.51,27.88,0,0,0,0,0,0,0,0,267.82,0,0,1.72,0,59.71,0,0,1.34,10.11,128.07,4.26,0,25.32,0,0,20.33,1.38,0,0,0,19.72,0,0,94.85,43.38,0,0,0,0,0,134.63,0,0,41.5,19.29,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,15.88,119.26,0,0,0,0,0

28,06:45-07:00,417.16,25.27,0,19.19,654.99,35.06,17.46,26.91,31.62,12.51,27.88,0,0,0,0,0,0,0,0,267.82,0,0,1.72,0,59.71,0,0,1.34,10.11,128.07,4.26,0,25.32,0,0,20.33,1.38,0,0,0,19.72,0,0,94.85,43.38,0,0,0,0,0,134.63,0,0,41.5,19.29,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,15.88,119.26,0,0,0,0,0

29,07:00-07:15,417.16,25.27,0,19.19,654.99,35.06,17.46,40.43,31.62,12.51,27.88,0,0,0,0,0,0,0,0,267.82,0,0,1.72,0,59.71,0,0,1.34,10.11,128.07,4.26,0,25.32,0,0,20.33,1.38,0,0,0,19.72,0,0,94.85,43.38,0,0,0,0,0,134.63,0,0,41.5,19.29,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,15.88,119.26,0,0,0,0,0

30,07:15-07:30,417.16,25.27,0,19.19,654.99,35.06,17.46,40.43,31.62,12.51,27.88,0,0,0,0,0,0,0,0,267.82,0,0,1.72,0,59.71,0,0,1.34,10.11,128.07,4.26,0,25.32,0,0,20.33,3.18,0,0,0,19.72,0,0,94.85,43.38,0,0,0,0,0,134.63,0,0,41.5,19.29,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,15.88,119.26,0,0,0,0,0

31,07:30-07:45,417.16,25.27,0,19.19,654.99,35.06,17.46,26.91,31.62,12.51,27.88,0,0,0,0,0,0,0,0,267.82,0,0,1.1,0,59.71,0,0,1.34,10.11,128.07,4.26,0,25.32,0,0,20.33,38.13,0,0,0,19.72,0,0,94.85,43.38,0,0,0,0,0,134.63,0,0,41.5,19.29,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,15.88,119.26,0,0,0,0,0

32,07:45-08:00,417.16,25.27,0,19.19,654.99,35.06,17.46,13.48,31.62,12.51,27.88,0,0,0,0,0,0,0,0,267.82,0,0,1.1,0,59.71,0,0,1.34,5.06,128.07,4.26,0,25.32,0,0,20.33,38.13,0,0,0,19.72,0,0,94.85,43.38,0,0,0,0,0,134.63,0,0,41.5,19.29,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,3.42,119.26,0,0,0,0,0

33,08:00-08:15,417.16,11.51,0,19.19,654.99,26.23,17.46,13.48,15.81,6.25,9.29,0,0,0,0,0,0,0,0,267.82,0,0,1.1,0,44.79,0,0,1.34,0,128.07,4.26,0,25.32,0,0,20.33,3.18,0,0,0,19.72,0,0,94.85,43.38,0,0,0,0,0,112.19,0,0,41.5,8.51,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,0,119.26,0,0,0,0,0

34,08:15-08:30,417.16,11.51,0,19.19,654.99,16.47,17.46,0,15.81,1.06,0,0,0,0,0,0,0,0,0,267.82,0,0,1.1,0,29.86,0,0,1.34,0,128.07,4.26,0,25.32,0,0,20.33,1.38,0,0,0,19.72,0,0,94.85,43.38,0,0,0,0,0,72.68,0,0,41.5,8.51,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,0,119.26,0,0,0,0,0

35,08:30-08:45,417.16,11.51,0,19.19,654.99,7.73,17.46,0,15.81,0,0,0,0,0,0,0,0,0,0,267.82,0,0,1.1,0,29.86,0,0,1.34,0,133.12,4.26,0,25.32,0,0,20.33,1.38,0,0,0,19.72,0,0,94.85,43.38,0,0,0,0,0,54.51,0,0,41.5,8.51,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,0,119.26,0,0,0,0,0

36,08:45-09:00,417.16,11.51,0,19.19,654.99,0,17.46,0,15.81,0,0,0,0,0,0,0,0,0,0,267.82,0,0,1.1,0,29.86,0,0,1.34,0,134,4.26,0,25.32,0,0,20.33,1.38,0,0,0,19.72,0,0,94.85,43.38,0,0,0,0,0,38.16,0,0,41.5,8.51,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,0,119.26,0,0,0,0,0

37,09:00-09:15,417.16,11.51,0,19.19,655.34,0,17.46,0,15.81,0,0,0,0,0,0,0,0,0,0,267.82,0,0,1.1,0,14.93,0,0,1.34,0,134,4.26,0,25.32,0,0,20.33,1.38,0,0,0,19.72,0,0,94.85,43.38,0,0,0,0,0,21.35,0,0,41.5,8.51,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,0,119.26,0,0,0,0,0

38,09:15-09:30,417.16,11.51,0,19.19,655.34,0,17.46,0,15.81,0,0,0,0,0,0,0,0,0,0,267.82,0,0,1.1,0,14.93,0,0,1.34,0,134,4.26,0,25.32,0,0,20.33,1.38,0,0,0,19.72,0,0,94.85,43.38,0,0,0,0,0,0,0,0,41.5,8.51,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,0,119.26,0,0,0,0,0

39,09:30-09:45,417.16,3.19,0,19.19,651.29,0,17.46,0,15.81,0,0,0,0,0,0,0,0,0,0,267.82,0,0,1.1,0,0,0,0,1.34,0,134,4.26,0,25.32,0,0,20.33,38.13,0,0,0,16.99,0,0,94.85,43.38,0,0,0,0,0,0,0,0,41.5,8.51,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,0,119.26,0,0,0,0,0

40,09:45-10:00,417.16,0,0,19.19,651.29,0,17.46,0,15.81,0,0,0,0,0,0,0,0,0,0,267.82,0,0,1.1,0,0,0,0,1.34,0,134,4.26,0,25.32,0,0,20.33,38.13,0,0,0,16.99,0,0,94.85,43.38,0,0,0,0,0,0,0,0,41.5,8.51,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,0,119.26,0,0,0,0,0

41,10:00-10:15,364.4,0,0,19.19,651.29,0,17.46,0,15.81,0,0,0,0,0,0,0,0,0,0,267.82,0,0,1.1,0,0,0,0,1.34,0,134,4.26,0,22.65,0,0,17.52,3.18,0,0,0,16.99,0,0,94.85,43.38,0,0,0,0,0,0,0,0,41.5,8.51,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,0,119.26,0,0,0,0,0

42,10:15-10:30,306.84,0,0,19.19,651.29,0,17.46,0,15.81,0,0,0,0,0,0,0,0,0,0,267.82,0,0,1.1,0,0,0,0,1.34,0,134,4.26,0,21.81,0,0,17.52,1.06,0,0,0,16.99,0,0,94.85,43.38,0,0,0,0,0,0,0,0,41.5,8.51,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,0,119.26,0,0,0,0,0

43,10:30-10:45,265.03,0,0,19.19,644.88,0,17.46,0,15.81,0,0,0,0,0,0,0,0,0,0,267.82,0,0,1.1,0,0,0,0,1.34,0,134,4.26,0,21.81,0,0,17.52,1.06,0,0,0,16.99,0,0,94.85,43.38,0,0,0,0,0,0,0,0,41.5,8.51,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,0,119.26,0,0,0,0,0

44,10:45-11:00,251.2,0,0,19.19,644.88,0,17.46,0,15.81,0,0,0,0,0,0,0,0,0,0,267.82,0,0,1.1,0,0,0,0,12.26,0,134,4.26,0,21.81,0,0,17.52,1.06,0,0,0,16.99,0,0,94.85,43.38,0,0,0,0,0,0,0,0,41.5,8.51,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,0,119.26,0,0,0,0,0

45,11:00-11:15,251.2,0,0,18.78,589.48,0,17.46,0,15.81,0,0,0,0,0,0,0,0,0,0,267.82,0,0,1.1,0,0,0,0,53.5,0,134,4.26,0,21.81,0,0,17.52,1.06,0,0,0,16.99,0,0,94.85,43.38,0,0,0,0,0,0,0,0,41.5,8.51,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,0,119.26,0,0,0,0,0

46,11:15-11:30,251.2,0,0,18.14,518.16,0,17.46,0,15.81,0,0,0,0,0,0,0,0,0,0,267.82,0,0,1.1,0,0,0,0,53.5,0,134,4.26,0,21.81,0,0,17.52,25.41,0,0,0,16.99,0,0,94.85,43.38,0,0,0,0,0,0,0,0,41.5,8.51,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,0,119.26,0,0,0,0,0

47,11:30-11:45,251.2,0,0,19.11,518.16,0,17.46,0,15.81,0,0,0,0,0,0,0,0,0,0,267.82,0,0,1.1,0,0,0,0,53.5,0,134,4.26,0,21.81,0,0,17.52,25.41,0,0,0,16.99,0,0,94.85,43.38,0,0,0,0,0,0,0,0,41.5,8.51,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,0,119.26,0,0,0,0,0

48,11:45-12:00,251.2,0,0,19.19,470.19,0,17.46,0,15.81,0,0,0,0,0,0,0,0,0,0,267.82,0,0,1.1,0,0,0,0,53.5,0,134,4.26,0,21.81,0,0,17.52,2.12,0,0,0,16.99,0,0,94.85,43.38,0,0,0,0,0,0,0,0,41.5,8.51,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,0,119.26,0,0,0,0,0

49,12:00-12:15,251.2,0,0,19.19,470.19,0,17.46,0,15.81,0,0,0,0,0,0,0,0,0,0,267.82,0,0,1.1,0,0,0,0,12.26,0,134,4.26,0,21.81,0,0,17.52,1.59,0,0,0,16.99,0,0,94.85,43.38,0,0,0,0,0,0,0,0,41.5,8.51,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,0,119.26,0,0,0,0,0

50,12:15-12:30,248.52,0,0,19.19,400.64,0,17.46,0,15.81,0,0,0,0,0,0,0,0,0,0,267.82,0,0,1.1,0,0,0,0,1.34,0,134,4.26,0,16.93,0,0,13.57,1.59,0,0,0,13.12,0,0,94.85,43.38,0,0,0,0,0,0,0,0,41.5,8.51,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,0,119.26,0,0,0,0,0

51,12:30-12:45,248.52,0,0,19.19,390.57,0,17.46,0,15.81,0,0,0,0,0,0,0,0,0,0,267.82,0,0,6.01,0,0,0,0,1.34,0,134,18.06,0,16.93,0,0,13.57,1.59,0,0,0,13.12,0,0,94.85,43.38,0,0,0,0,0,0,0,0,41.5,8.51,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,0,119.26,0,0,0,0,0

52,12:45-13:00,248.52,0,0,19.19,358.91,0,17.46,0,15.81,0,0,0,0,0,0,0,0,0,0,267.82,0,0,6.01,0,0,0,0,1.34,0,134,18.06,0,16.93,0,0,13.57,1.59,0,0,0,13.12,0,0,94.85,43.38,0,0,0,0,0,0,0,0,41.5,8.51,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,0,119.26,0,0,0,0,0

53,13:00-13:15,248.52,0,0,19.19,271.62,0,15.05,0,15.81,0,0,0,0,0,0,0,0,0,0,267.82,0,0,1.1,0,0,0,0,1.34,0,134,18.06,0,16.93,0,0,13.57,1.59,0,0,0,13.12,0,0,81.75,37.39,0,0,0,0,0,0,0,0,41.5,8.51,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,0,119.26,0,0,0,0,0

54,13:15-13:30,248.52,0,0,19.19,223.65,0,15.05,0,15.81,0,0,0,0,0,0,0,0,0,0,267.82,0,0,1.1,0,0,0,0,1.34,0,134,18.06,0,16.93,0,0,13.57,1.59,0,0,0,13.12,0,0,81.75,37.39,0,0,0,0,0,0,0,0,41.5,8.51,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,0,119.26,0,0,0,0,0

55,13:30-13:45,248.52,0,0,19.19,218.85,0,15.05,0,15.81,0,0,0,0,0,0,0,0,0,0,267.82,0,0,6.01,0,0,0,0,1.34,0,134,10.32,0,16.93,0,0,13.57,1.59,0,0,0,13.12,0,0,81.75,37.39,0,0,0,0,0,0,0,0,41.5,8.51,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,0,119.26,0,0,0,0,0

56,13:45-14:00,248.52,0,0,19.19,234.2,0,15.05,0,15.81,0,0,0,0,0,0,0,0,0,0,267.82,0,0,6.01,0,0,0,0,1.34,0,134,10.32,0,16.93,0,0,13.57,1.59,0,0,0,13.12,0,0,81.75,37.39,0,0,0,0,0,0,0,0,41.5,8.51,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,0,119.26,0,0,0,0,0

57,14:00-14:15,248.52,0,0,19.19,244.76,0,15.05,0,15.81,0,0,0,0,0,0,0,0,0,0,267.82,0,0,1.72,0,0,0,0,1.34,0,134,4.26,0,16.93,0,0,13.57,1.59,0,0,0,13.12,0,0,81.75,37.39,0,0,0,0,0,0,0,0,41.5,8.51,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,0,119.26,0,0,0,0,0

58,14:15-14:30,248.52,0,0,19.19,262.02,0,15.05,0,15.81,0,0,0,0,0,0,0,0,0,0,267.82,0,0,1.72,0,0,0,0,1.34,0,134,4.26,0,16.93,0,0,13.57,1.59,0,0,0,13.12,0,0,81.75,37.39,0,0,0,0,0,0,0,0,41.5,8.51,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,0,119.26,0,0,0,0,0

59,14:30-14:45,248.52,0,0,19.19,296.56,0,15.05,0,0,0,0,0,0,0,0,0,0,0,0,267.82,0,0,1.72,0,0,0,0,1.34,0,134,4.26,0,16.93,0,0,13.57,25.41,0,0,0,13.12,0,0,94.85,43.38,0,0,0,0,0,0,0,0,41.5,8.51,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,0,119.26,0,0,0,0,0

60,14:45-15:00,248.52,0,0,19.19,327.26,0,15.05,0,0,0,0,0,0,0,0,0,0,0,0,267.82,0,0,1.72,0,0,0,0,1.34,0,134,4.26,0,16.93,0,0,13.57,25.41,0,0,0,13.12,0,0,94.85,43.38,0,0,0,0,0,0,0,0,41.5,8.51,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,0,119.26,0,0,0,0,0

61,15:00-15:15,248.52,0,0,19.19,355.08,0,15.05,0,0,0,0,0,0,0,0,0,0,0,0,267.82,0,0,1.1,0,0,0,0,1.34,0,134,4.26,0,16.93,0,0,13.57,2.12,0,0,0,13.12,0,0,94.85,43.38,0,0,0,0,0,0,0,0,41.5,8.51,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,0,119.26,0,0,0,0,0

62,15:15-15:30,251.2,0,0,19.19,431.82,0,15.05,0,0,0,0,0,0,0,0,0,0,0,0,267.82,0,0,1.1,0,0,0,0,1.34,0,134,4.26,0,21.81,0,0,17.52,1.59,0,0,0,16.99,0,0,94.85,43.38,0,0,0,0,0,0,0,0,41.5,8.51,0,0,0,113.93,0,0,44.13,0,0,0,49.91,0,0,0,119.26,0,0,0,0,0

