Block,Time,DADRI_GF,SINGRAULI,ANTA_RF,UNCHAHAR1,UNCHAHAR3,RIHAND1,TEHRI,DULHASTI,SINGRAULI_HYDRO,RAPPB,URI,TANDA2,NJPC,RIHAND2,KOTESHWR,AURY_LF,CHAMERA1,AURY_GF,URI2,PARBATI3,TANAKPUR,JHAJJAR,DADRI_LF,ANTA_CRF,DADRI_CRF,CHAMERA3,DADRT2,KISHANGANGA,ANTA_LF,UNCHAHAR2,ANTA_GF,DHAULIGNGA,UNCHAHAR4,SALAL,BSIUL,RIHAND3,SEWA2,RAMPUR,DADRI_RF,NAPP,AURY_RF,AURY_CRF,CHAMERA2,KOLDAM,RAPPC,KHSTPP-II,TALA,SASAN,BRBCL,KUDGI,FSTPP I & II,KHSTPP-I,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
1,00:00-00:15,0.000000,99.676269,0.000000,9.934715,15.558877,88.927200,43.844976,47.785375,0.832098,0.000000,46.953562,0.000000,67.828932,57.087396,8.577608,0.000000,0.000000,0.000000,31.206488,0.000000,12.877432,504.565200,0.000000,0.000000,0.000000,0.000000,581.648457,0.000000,0.000000,40.974271,0.000000,26.431387,0.000000,44.927568,0.000000,119.535193,0.000000,0.000000,0.000000,38.402631,0.000000,0.000000,3.865433,0.000000,49.064616,142.588603,19.892628,337.319235,14.498991,23.17,20.037618,32.856667,0,0,0,0,0

2,00:15-00:30,0.000000,99.680625,0.000000,9.934715,15.558877,88.927200,29.229984,47.785375,0.832098,0.000000,46.953562,0.000000,67.828932,57.087396,8.577608,0.000000,0.000000,0.000000,31.206488,0.000000,12.877432,504.565200,0.000000,0.000000,0.000000,0.000000,581.648457,0.000000,0.000000,40.974271,0.000000,26.431387,0.000000,44.927568,0.000000,119.535193,0.000000,0.000000,0.000000,38.402631,0.000000,0.000000,3.865433,0.000000,49.064616,142.588603,19.892628,337.319235,14.498991,19.33,20.037618,32.856667,0,0,0,0,0

3,00:30-00:45,0.000000,99.680625,0.000000,9.934715,15.558877,88.927200,14.614992,47.785375,0.832098,0.000000,12.805517,0.000000,67.828932,57.087396,8.577608,0.000000,0.000000,0.000000,31.206488,0.000000,12.877432,504.565200,0.000000,0.000000,0.000000,0.000000,581.648457,0.000000,0.000000,40.974271,0.000000,26.431387,0.000000,44.927568,0.000000,119.535193,0.000000,0.000000,0.000000,38.402631,0.000000,0.000000,3.865433,0.000000,49.064616,142.588603,19.892628,337.319235,14.498991,19.33,20.037618,30.509762,0,0,0,0,0

4,00:45-01:00,0.000000,99.680625,0.000000,9.934715,15.558877,88.927200,0.000000,47.785375,0.832098,0.000000,12.805517,0.000000,67.828932,57.087396,8.577608,0.000000,0.000000,0.000000,31.206488,0.000000,12.877432,504.565200,0.000000,0.000000,0.000000,0.000000,581.648457,0.000000,0.000000,40.974271,0.000000,26.431387,0.000000,44.927568,0.000000,119.535193,0.000000,0.000000,0.000000,38.402631,0.000000,0.000000,3.865433,0.000000,49.064616,142.588603,19.892628,337.319235,14.498991,19.33,20.037618,30.509762,0,0,0,0,0

5,01:00-01:15,0.000000,99.680625,0.000000,9.345959,15.558877,88.927200,0.000000,47.785375,0.832098,0.000000,12.805517,0.000000,67.828932,57.087396,8.577608,0.000000,0.000000,0.000000,31.206488,0.000000,12.877432,504.565200,0.000000,0.000000,0.000000,0.000000,581.648457,0.000000,0.000000,40.974271,0.000000,26.431387,0.000000,44.927568,0.000000,119.535193,0.000000,0.000000,0.000000,38.402631,0.000000,0.000000,3.865433,0.000000,49.064616,142.588603,19.892628,337.319235,14.498991,19.33,20.037618,29.336310,0,0,0,0,0

6,01:15-01:30,0.000000,99.680625,0.000000,9.345959,15.558877,88.927200,0.000000,47.785375,0.832098,0.000000,12.805517,0.000000,67.828932,57.087396,8.577608,0.000000,0.000000,0.000000,31.206488,0.000000,12.877432,504.565200,0.000000,0.000000,0.000000,0.000000,581.648457,0.000000,0.000000,40.974271,0.000000,26.431387,0.000000,44.927568,0.000000,119.535193,0.000000,0.000000,0.000000,38.402631,0.000000,0.000000,3.865433,0.000000,49.064616,142.588603,19.892628,337.319235,14.498991,19.33,20.037618,29.336310,0,0,0,0,0

7,01:30-01:45,0.000000,99.680625,0.000000,9.345959,15.558877,88.927200,0.000000,47.785375,0.832098,0.000000,12.805517,0.000000,67.828932,57.087396,8.577608,0.000000,0.000000,0.000000,13.002703,0.000000,12.877432,547.318015,0.000000,0.000000,0.000000,0.000000,656.269977,0.000000,0.000000,40.974271,0.000000,26.431387,0.000000,44.927568,0.000000,119.535193,0.000000,0.000000,0.000000,38.402631,0.000000,0.000000,3.865433,0.000000,49.064616,142.588603,19.892628,337.319235,14.498991,19.33,20.037618,31.095619,0,0,0,0,0

8,01:45-02:00,0.000000,99.680625,0.000000,9.197199,11.599200,88.927200,0.000000,47.785375,0.832098,0.000000,12.805517,0.000000,67.828932,57.087396,8.577608,0.000000,0.000000,0.000000,9.752027,0.000000,12.877432,547.318015,0.000000,0.000000,0.000000,0.000000,663.841506,0.000000,0.000000,40.974271,0.000000,26.431387,0.000000,44.927568,0.000000,119.535193,0.000000,0.000000,0.000000,38.402631,0.000000,0.000000,3.865433,0.000000,49.064616,142.588603,19.892628,337.319235,14.299536,19.33,20.037618,31.095619,0,0,0,0,0

9,02:00-02:15,0.000000,99.680625,0.000000,11.025959,11.599200,88.927200,0.000000,47.785375,0.832098,0.000000,12.805517,0.000000,67.828932,57.087396,8.577608,0.000000,0.000000,0.000000,9.752027,0.000000,12.877432,520.253215,0.000000,0.000000,0.000000,0.000000,663.841506,0.000000,0.000000,40.974271,0.000000,26.431387,0.000000,44.927568,0.000000,119.535193,0.000000,0.000000,0.000000,38.402631,0.000000,0.000000,9.663584,0.000000,49.064616,142.588603,19.892628,337.319235,13.648406,13.91,20.037618,31.095619,0,0,0,0,0

10,02:15-02:30,0.000000,99.680625,0.000000,9.911325,11.599200,88.927200,0.000000,47.785375,0.832098,0.000000,12.805517,0.000000,67.828932,57.087396,8.577608,0.000000,0.000000,0.000000,9.752027,0.000000,12.877432,500.921215,0.000000,0.000000,0.000000,0.000000,663.841506,0.000000,0.000000,40.974271,0.000000,26.431387,0.000000,44.927568,0.000000,119.535193,0.000000,0.000000,0.000000,38.402631,0.000000,0.000000,9.663584,0.000000,49.064616,142.588603,19.892628,337.319235,14.498991,9.67,20.037618,31.095619,0,0,0,0,0

11,02:30-02:45,0.000000,100.038744,0.000000,11.577814,17.969577,88.927200,0.000000,47.785375,0.832098,0.000000,12.805517,0.000000,67.828932,57.087396,8.577608,0.000000,0.000000,0.000000,9.752027,0.000000,12.877432,445.046805,0.000000,0.000000,0.000000,9.354600,606.347998,0.000000,0.000000,36.823876,0.000000,26.431387,0.000000,44.927568,0.000000,119.535193,0.000000,0.000000,0.000000,38.402631,0.000000,0.000000,9.663584,0.000000,49.064616,142.588603,19.892628,337.319235,14.498991,9.67,14.948082,31.683215,0,0,0,0,0

12,02:45-03:00,0.000000,100.043100,0.000000,12.105215,17.969577,88.927200,0.000000,47.785375,0.832098,0.000000,14.939770,0.000000,67.828932,57.087396,8.577608,0.000000,0.000000,0.000000,9.752027,0.000000,12.877432,416.048805,0.000000,0.000000,0.000000,9.354600,581.648457,0.000000,0.000000,35.235470,0.000000,26.431387,0.000000,44.927568,0.000000,119.535193,0.000000,0.000000,0.000000,38.402631,0.000000,0.000000,12.627082,0.000000,49.064616,142.588603,19.892628,337.319235,14.498991,9.67,14.948082,31.683215,0,0,0,0,0

13,03:00-03:15,0.000000,100.043100,0.000000,12.105215,17.969577,88.927200,0.000000,47.785375,0.832098,0.000000,46.953562,0.000000,67.828932,57.087396,8.577608,0.000000,0.000000,0.000000,9.752027,0.000000,11.763039,416.048805,0.000000,0.000000,0.000000,9.354600,581.648457,0.000000,0.000000,35.235470,0.000000,26.431387,0.000000,44.927568,6.303005,119.535193,0.000000,0.000000,0.000000,38.402631,0.000000,0.000000,16.750211,0.000000,49.064616,142.588603,19.892628,336.014325,14.498991,10.74,14.948082,31.683215,0,0,0,0,0

14,03:15-03:30,0.000000,100.043100,0.000000,12.105215,17.969577,88.927200,0.000000,47.785375,0.832098,0.000000,46.953562,0.000000,67.828932,57.087396,8.577608,0.000000,0.000000,0.000000,9.752027,0.000000,11.763039,396.716805,0.000000,0.000000,0.000000,9.354600,581.648457,0.000000,0.000000,35.235470,0.000000,26.431387,0.000000,44.927568,6.303005,119.535193,0.000000,0.000000,0.000000,38.402631,0.000000,0.000000,16.750211,0.000000,49.064616,142.588603,19.892628,336.014325,14.498991,11.44,14.948082,31.683215,0,0,0,0,0

15,03:30-03:45,0.000000,100.043100,0.000000,12.831132,17.969577,88.927200,0.000000,47.785375,0.832098,0.000000,12.805517,0.000000,67.828932,57.087396,8.577608,0.000000,0.000000,0.000000,9.752027,0.000000,11.763039,387.050805,0.000000,0.000000,0.000000,9.354600,581.648457,0.000000,0.000000,35.235470,0.000000,26.431387,0.000000,44.927568,6.303005,119.535193,0.000000,0.000000,0.000000,38.402631,0.000000,0.000000,16.750211,0.000000,49.064616,142.588603,19.892628,336.014325,14.498991,12.13,14.948082,31.683215,0,0,0,0,0

16,03:45-04:00,0.000000,100.043100,0.000000,13.319361,17.969577,88.927200,0.000000,47.785375,0.832098,0.000000,12.805517,0.000000,67.828932,57.087396,8.577608,0.000000,0.000000,0.000000,9.752027,0.000000,11.763039,377.384805,0.000000,0.000000,0.000000,9.354600,581.648457,0.000000,0.000000,35.235470,0.000000,26.431387,0.000000,44.927568,6.303005,119.535193,0.000000,0.000000,0.000000,38.402631,0.000000,0.000000,16.750211,0.000000,49.064616,142.588603,19.892628,336.014325,14.498991,12.13,14.948082,31.683215,0,0,0,0,0

17,04:00-04:15,0.000000,100.043100,0.000000,13.319361,17.969577,88.927200,0.000000,47.785375,0.832098,0.000000,12.805517,0.000000,67.828932,57.087396,8.577608,0.000000,0.000000,0.000000,9.752027,0.000000,11.763039,367.718805,0.000000,0.000000,0.000000,9.354600,581.648457,0.000000,0.000000,35.235470,0.000000,26.431387,0.000000,61.775406,6.303005,119.535193,0.000000,0.000000,0.000000,38.402631,0.000000,0.000000,16.750211,0.000000,49.064616,142.588603,19.892628,336.014325,14.498991,4.67,14.948082,29.336310,0,0,0,0,0

18,04:15-04:30,0.000000,100.043100,0.000000,13.319361,17.969577,88.927200,0.000000,47.785375,0.832098,0.000000,12.805517,0.000000,67.828932,57.087396,8.577608,0.000000,0.000000,0.000000,9.752027,0.000000,11.763039,358.052805,0.000000,0.000000,0.000000,9.354600,581.648457,0.000000,0.000000,35.235470,0.000000,26.431387,0.000000,83.116001,1.063260,119.535193,0.000000,0.000000,0.000000,38.402631,0.000000,0.000000,16.750211,0.000000,49.064616,142.588603,19.892628,336.014325,14.498991,4.67,14.948082,29.336310,0,0,0,0,0

