Block,Time Block,BSIUL,BRBCL,CHAMERA1,NTPL,RAMPUR,PARBATI3,RAPPC,RAPPB,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_CRF,ANTA_LF,AURY_GF,ANTA_GF,AURY_CRF,AURY_RF,NNTPP,NLCTS2EXP,VALLURNTECL,UNCHAHAR4,URI2,UNCHAHAR3,URI,NLCIIST1,NJPC,NAPP,NLCEXP,NLCIIST2,UNCHAHAR2,KOTESHWR,KKNPPU2,KUDGI,KOLDAM,MAPS,CHAMERA3,CHAMERA2,DADRT2,KISHANGANGA,KHSTPP-II,KKNP,KGSU3AND4,KHSTPP-I,FSTPP I & II,DHAULIGNGA,DULHASTI,KGSU1AND2,JHAJJAR,RSTPSU1TO6,SASAN,RIHAND2,RIHAND1,SEWA2,RSTPSU7,SALAL,SIMHST1,SIMHST2,RIHAND3,TALST2,SINGRAULI,TANDA2,TALA,TANAKPUR,SINGRAULI_HYDRO,TelanganaSTPP,TEHRI,UNCHAHAR1,DADRI_GF,DADRI_RF,DADRI_LF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
25,06:00-06:15,1.06,19.23,0,0,0,3.67,51.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27,25.38,1.28,0,54.64,41.9,0,0,18.09,17.07,0,0,0,0,0,3.2,361.34,0,95.08,0,0,43.49,17.5,7.75,15.85,0,312.55,0,392.01,114.21,88.48,0,0,40.23,0,0,119.56,0,119.01,0,0,0.49,0,0,21.21,19.77,0,0,0,0,0,0,0,0

26,06:15-06:30,6.27,19.23,0,0,0,15.92,51.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27,25.38,1.28,0,91.07,41.9,0,0,9.76,25.6,0,0,0,0,9.31,11.54,399.11,0,95.08,0,0,43.49,17.5,7.75,31.7,0,371.22,0,392.19,114.21,88.48,0,0,8.93,0,0,119.56,0,119.01,0,0,0.49,0,0,44.9,19.77,0,0,0,0,0,0,0,0

27,06:30-06:45,12.54,19.23,11.55,0,0,15.92,51.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27,25.38,6.38,0,134.96,41.9,0,0,9.76,38.3,0,0,0,0,27.95,25.33,451.38,0,95.08,0,0,43.49,17.5,15.88,47.54,0,423.15,0,392.19,114.21,88.48,5.07,0,1.35,0,0,119.56,0,119.01,0,0,6.03,0,0,59.86,19.77,0,0,0,0,0,0,0,0

28,06:45-07:00,12.54,19.23,26.98,0,0,15.92,51.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27,25.38,25.48,0,134.96,41.9,0,0,9.75,38.3,0,0,0,0,27.95,25.33,478.31,0,95.08,0,0,43.49,17.5,35.15,47.54,0,423.15,0,392.19,114.21,88.48,5.07,0,1.35,0,0,119.56,0,119.01,0,0,6.03,0,0,59.86,19.77,0,0,0,0,0,0,0,0

29,07:00-07:15,12.54,19.23,40.54,0,0,15.92,51.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27,25.38,25.48,0,134.96,41.9,0,0,9.8,38.3,0,0,0,0,27.95,25.33,540.82,0,95.08,0,0,43.49,17.5,35.15,47.54,0,359.96,0,392.19,114.21,88.48,5.07,0,1.35,0,0,119.56,0,119.01,0,0,0.49,0,0,59.86,19.77,0,0,0,0,0,0,0,0

30,07:15-07:30,12.54,19.23,40.54,0,0,15.92,51.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27,25.38,25.48,0,134.96,41.9,0,0,9.8,38.3,0,0,0,0,27.95,25.33,599.64,0,95.08,0,0,43.49,17.5,35.15,47.54,0,420.26,0,392.19,114.21,88.48,5.07,0,1.35,0,0,119.56,0,119.01,0,0,0.49,0,0,59.86,19.77,0,0,0,0,0,0,0,0

31,07:30-07:45,12.54,19.23,26.98,0,0,15.92,51.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27,25.38,3.18,0,134.96,41.9,0,0,9.8,38.3,0,0,0,0,27.95,25.33,599.64,0,95.08,0,0,43.49,17.5,35.15,47.54,0,420.26,0,381.37,114.21,88.48,5.07,0,1.35,0,0,119.56,0,119.01,0,0,0.49,0,0,59.86,19.77,0,0,0,0,0,0,0,0

32,07:45-08:00,12.54,19.23,13.51,0,0,3.42,51.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27,25.38,1.6,0,134.96,41.9,0,0,9.8,38.3,0,0,0,0,27.95,25.33,574.48,0,95.08,0,0,43.49,17.5,35.15,47.54,0,420.26,0,381.37,114.21,88.48,5.07,0,1.35,0,0,119.56,0,119.01,0,0,0.49,0,0,59.86,19.77,0,0,0,0,0,0,0,0

33,08:00-08:15,6.27,19.23,13.51,0,0,0,51.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27,25.38,1.6,0,91.07,41.9,0,0,9.8,18.96,0,0,0,0,9.31,25.33,584.1,0,95.08,0,0,43.49,17.5,15.5,31.7,0,420.26,0,381.37,114.21,88.48,0,0,1.35,0,0,119.56,0,119.01,0,0,0.49,0,0,44.9,19.77,0,0,0,0,0,0,0,0

34,08:15-08:30,1.06,19.23,0,0,0,0,51.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27,25.38,1.6,0,59.2,41.9,0,0,9.8,8.53,0,0,0,0,0,25.33,569.67,0,95.08,0,0,43.49,17.5,7.75,15.85,0,420.26,0,381.37,114.21,88.48,0,0,1.35,0,0,119.56,0,119.01,0,0,0.49,0,0,29.94,19.77,0,0,0,0,0,0,0,0

35,08:30-08:45,0,19.23,0,0,0,0,51.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27,25.38,1.6,0,38.26,41.9,0,0,9.8,8.53,0,0,0,0,0,12.67,579.91,0,95.08,0,0,43.49,17.5,0,15.85,0,420.26,0,381.37,114.21,88.48,0,0,1.35,0,0,119.56,0,124.93,0,0,0.49,0,0,29.94,19.77,0,0,0,0,0,0,0,0

36,08:45-09:00,0,19.23,0,0,0,0,51.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27,25.38,1.6,0,22.49,41.9,0,0,9.8,8.53,0,0,0,0,0,3.85,541.44,0,95.08,0,0,43.49,17.5,0,15.85,0,525.76,0,381.37,114.21,88.48,0,0,1.35,0,0,119.56,0,127.62,0,0,0.49,0,0,29.94,19.77,0,0,0,0,0,0,0,0

37,09:00-09:15,0,19.23,0,0,0,0,51.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27,25.38,3.18,0,18.21,41.9,0,0,9.8,8.53,0,0,0,0,0,0,535.67,0,95.08,0,0,43.49,17.5,0,15.85,0,423.15,0,381.37,114.21,88.48,0,0,1.35,0,0,119.56,0,127.67,0,0,0.49,0,0,29.94,19.77,0,0,0,0,0,0,0,0

38,09:15-09:30,0,19.23,0,0,0,0,51.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27,25.38,25.48,0,0,41.9,0,0,20.38,8.53,0,0,0,0,0,0,505.86,0,95.08,0,0,43.49,17.5,0,15.85,0,423.15,0,381.37,114.21,88.48,0,0,1.35,0,0,119.56,0,129.06,0,0,0.49,0,0,29.94,19.77,0,0,0,0,0,0,0,0

39,09:30-09:45,0,19.23,0,0,0,0,51.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27,25.38,25.48,0,0,41.9,0,0,20.38,8.53,0,0,0,0,0,0,454.88,0,95.08,0,0,43.49,17.5,0,15.85,0,423.15,0,381.37,114.21,88.48,0,0,1.35,0,0,119.56,0,119.01,0,0,1.36,0,0,29.94,19.77,0,0,0,0,0,0,0,0

40,09:45-10:00,0,19.23,0,0,0,0,51.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27,25.38,25.48,0,0,41.9,0,0,20.38,8.53,0,0,0,0,0,0,454.88,0,95.08,0,0,43.49,17.5,0,15.85,0,371.22,0,381.37,114.21,88.48,0,0,1.35,0,0,119.56,0,119.01,0,0,1.36,0,0,29.94,19.77,0,0,0,0,0,0,0,0

41,10:00-10:15,0,19.23,0,0,0,0,51.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27,25.38,3.18,0,0,41.9,0,0,20.38,8.53,0,0,0,0,0,0,459.69,0,95.08,0,0,43.49,17.5,0,15.85,0,312.55,0,381.37,114.21,88.48,0,0,1.35,0,0,119.56,0,131.35,0,0,1.36,0,0,29.94,19.77,0,0,0,0,0,0,0,0

42,10:15-10:30,0,19.23,0,0,0,0,51.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.35,21.88,1.6,0,0,41.9,0,0,17.57,8.53,0,0,0,0,0,0,444.31,0,95.08,0,0,43.49,17.5,0,15.85,0,253.89,0,381.37,114.21,88.48,0,0,1.35,0,0,119.56,0,132.71,0,0,1.36,0,0,14.85,17.04,0,0,0,0,0,0,0,0

43,10:30-10:45,0,19.23,0,0,0,0,51.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.35,21.88,7.96,0,0,41.9,0,0,17.57,8.53,0,0,0,0,0,0,435.99,0,95.08,0,0,43.49,17.5,0,15.85,0,253.89,0,381.37,114.21,88.48,0,0,1.35,0,0,119.56,0,132.71,0,0,1.36,0,0,9.39,17.04,0,0,0,0,0,0,0,0

44,10:45-11:00,0,19.23,0,0,0,0,51.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.35,21.88,7.96,0,0,41.9,0,0,17.57,8.53,0,0,0,0,0,0,383.58,0,95.08,0,0,43.49,17.5,0,15.85,0,253.89,0,381.37,114.21,88.48,0,0,1.35,0,0,119.56,0,132.71,0,0,1.36,0,0,0,17.04,0,0,0,0,0,0,0,0

45,11:00-11:15,0,19.23,0,0,0,0,51.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.35,19.85,7.96,0,0,41.9,0,0,15.28,8.53,0,0,0,0,0,0,341.4,0,95.08,0,0,43.49,12.49,0,15.85,0,230.81,0,381.37,114.21,88.48,0,0,8.93,0,0,119.56,0,128.51,0,0,1.36,0,0,0,17.04,0,0,0,0,0,0,0,0

46,11:15-11:30,0,19.23,0,0,0,0,51.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.35,19.28,7.96,0,0,41.9,0,0,15.28,8.53,0,0,0,0,0,0,312.55,0,95.08,0,0,43.49,12.49,0,15.85,0,230.81,0,381.37,114.21,88.48,0,0,40.23,0,0,119.56,0,128.51,0,0,1.36,0,0,0,14.91,0,0,0,0,0,0,0,0

47,11:30-11:45,0,19.23,0,0,0,0,51.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.35,13.95,1.07,0,0,41.9,0,0,12.1,8.53,0,0,0,0,0,0,293.32,0,95.08,0,0,43.49,12.49,0,15.85,0,230.81,0,381.37,114.21,88.48,0,0,40.23,0,0,119.56,0,128.51,0,0,1.72,0,0,0,11.55,0,0,0,0,0,0,0,0

48,11:45-12:00,0,19.23,0,0,0,0,51.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27,13.95,1.07,0,0,41.9,0,0,12.1,8.53,0,0,0,0,0,0,293.32,0,95.08,0,0,38.21,12.49,0,15.85,0,230.81,0,381.37,114.21,88.48,0,0,40.23,0,0,119.56,0,128.51,0,0,1.72,0,0,0,11.55,0,0,0,0,0,0,0,0

49,12:00-12:15,0,19.23,0,0,0,0,51.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27,13.95,1.07,0,0,41.9,0,0,12.1,8.53,0,0,0,0,0,0,293.32,0,82.48,0,0,38.21,12.49,0,0,0,230.81,0,381.37,114.21,88.48,0,0,40.23,0,0,119.56,0,128.51,0,0,1.72,0,0,0,11.55,0,0,0,0,0,0,0,0

50,12:15-12:30,0,19.23,0,0,0,0,51.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27,13.95,1.07,0,0,41.9,0,0,12.1,8.53,0,0,0,0,0,0,293.32,0,82.48,0,0,38.21,12.49,0,0,0,230.81,0,381.37,114.21,88.48,0,0,8.93,0,0,119.56,0,128.51,0,0,1.72,0,0,0,11.55,0,0,0,0,0,0,0,0

51,12:30-12:45,0,19.23,0,0,0,0,51.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27,13.95,1.07,0,0,41.9,0,0,12.1,8.53,0,0,0,0,0,0,293.32,0,63.79,0,0,29.69,9.63,0,0,0,230.81,0,381.37,114.21,88.48,0,0,1.35,0,0,119.56,0,128.51,0,0,1.72,0,0,0,11.55,0,0,0,0,0,0,0,0

52,12:45-13:00,0,19.23,0,0,0,0,51.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27,13.95,1.07,0,0,41.9,0,0,12.1,8.53,0,0,0,0,0,0,283.7,0,63.79,0,0,29.69,9.63,0,0,0,230.81,0,381.37,114.21,88.48,0,0,1.35,0,0,119.56,0,128.51,0,0,1.72,0,0,0,11.55,0,0,0,0,0,0,0,0

53,13:00-13:15,0,19.23,0,0,0,0,51.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27,13.95,1.07,0,0,41.9,0,0,12.1,8.53,0,0,0,0,0,0,283.7,0,63.79,0,0,29.69,9.63,0,0,0,230.81,0,381.37,114.21,88.48,0,0,1.35,0,0,119.56,0,128.51,0,0,6.03,0,0,0,11.55,0,0,0,0,0,0,0,0

54,13:15-13:30,0,19.23,0,0,0,0,51.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27,13.95,8.49,0,0,41.9,0,0,12.1,8.53,0,0,0,0,0,0,218.27,0,63.79,0,0,29.69,9.63,0,0,0,230.81,0,381.37,114.21,88.48,0,0,1.35,0,0,119.56,0,128.51,0,0,6.03,0,0,0,11.55,0,0,0,0,0,0,0,0

55,13:30-13:45,0,19.23,0,0,0,0,51.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27,13.95,8.49,0,0,41.9,0,0,12.1,8.53,0,0,0,0,0,0,197.15,0,63.79,0,0,29.69,9.63,0,0,0,230.81,0,381.37,114.21,88.48,0,0,1.35,0,0,119.56,0,128.51,0,0,1.11,0,0,0,11.55,0,0,0,0,0,0,0,0

56,13:45-14:00,0,19.23,0,0,0,0,51.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27,13.95,8.49,0,0,41.9,0,0,12.1,8.53,0,0,0,0,0,0,216.38,0,63.79,0,0,29.69,9.63,0,0,0,230.81,0,381.37,114.21,88.48,0,0,1.35,0,0,119.56,0,128.51,0,0,1.11,0,0,0,11.55,0,0,0,0,0,0,0,0

57,14:00-14:15,0,19.23,0,0,0,0,51.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27,13.95,1.07,0,0,41.9,0,0,12.1,8.53,0,0,0,0,0,0,216.38,0,63.79,0,0,29.69,9.63,0,0,0,230.81,0,381.37,114.21,88.48,0,0,1.35,0,0,119.56,0,128.51,0,0,1.11,0,0,0,11.55,0,0,0,0,0,0,0,0

58,14:15-14:30,0,19.23,0,0,0,0,51.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27,13.95,1.07,0,0,41.9,0,0,12.1,8.53,0,0,0,0,0,0,235.62,0,76.41,0,0,29.69,9.63,0,0,0,230.81,0,381.37,114.21,88.48,0,0,1.35,0,0,119.56,0,128.51,0,0,1.11,0,0,0,11.55,0,0,0,0,0,0,0,0

59,14:30-14:45,0,19.23,0,0,0,0,51.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27,13.95,8.49,0,0,41.9,0,0,12.1,8.53,0,0,0,0,0,0,254.85,0,76.41,0,0,29.69,9.63,0,0,0,230.81,0,381.37,114.21,88.48,0,0,1.35,0,0,119.56,0,128.51,0,0,1.11,0,0,0,11.55,0,0,0,0,0,0,0,0

60,14:45-15:00,0,19.23,0,0,0,0,51.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27,13.95,8.49,0,0,41.9,0,0,12.1,8.53,0,0,0,0,0,0,283.7,0,76.41,0,0,29.69,9.63,0,0,0,230.81,0,381.37,114.21,88.48,0,0,1.35,0,0,119.56,0,128.51,0,0,1.11,0,0,0,11.55,0,0,0,0,0,0,0,0

61,15:00-15:15,0,19.23,0,0,0,0,51.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27,16.19,8.49,0,0,41.9,0,0,14.29,8.53,0,0,0,0,0,0,293.32,0,76.41,0,0,34.97,11.52,0,0,0,230.81,0,381.37,114.21,88.48,0,0,1.35,0,0,119.56,0,128.51,0,0,1.11,0,0,0,13.76,0,0,0,0,0,0,0,0

62,15:15-15:30,0,19.23,0,0,0,0,51.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27,16.3,1.07,0,0,41.9,0,0,14.91,8.53,0,0,0,0,0,0,298.13,0,76.41,0,0,34.97,11.52,0,0,0,230.81,0,381.37,114.21,88.48,0,0,1.35,0,0,119.56,0,128.51,0,0,1.11,0,0,14.85,13.76,0,0,0,0,0,0,0,0

