Column1,Time,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,GNA/WR/2024/10/15/7089,GNA/NR/2024/10/16/2350,GNA/NR/2024/10/16/4393,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2022_09,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,L_NR_2019_19,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_06),SR/01102023/07102043/L_NR_2018_61,NR/22102023/11042047/L_NR_2021_16,NR/01102023/08032047/L_NR_2021_14,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_17,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2024/10/01/9072,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_36,NR/01102023/19072037/LT-05,NR/01102023/22052037/LT-59,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/05012040/L_NR_2020_02,NR/01102023/06022042/L_NR_2012_02,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/30092023/31122025/SH-07,NR/01102023/06022042/L_NR_2012_07,NR/30092023/26122029/SH-06,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2024/10/01/3642,GNA/NR/2024/10/01/8106,NR/01102023/02122045/L_NR_2021_13,NR/01102023/30042040/GNA_LT_35,GNA/NR/2024/10/01/6101,GNA/NR/2024/10/01/9582,NR/01102023/31052040/LT-31
17,04:00-04:15,0,0,0,0,47.56,142.69,21,7,13.33,7,0,0,7,0,13.33,0,7.4,0,0,0,0,89.79,26.33,2.46,0,70.39,2.17,28.76,2.41,106.04,3.87,23.36,68.1,23.36,273,26.33,8.78,0,0,26.33,8.78,0

18,04:15-04:30,0,0,0,0,47.56,142.69,21,7,13.33,7,0,0,7,0,13.33,0,7.4,0,0,0,0,89.79,26.33,2.46,0,70.39,2.17,28.76,2.41,106.04,3.87,23.36,68.1,23.36,273,26.33,8.78,0,0,26.33,8.78,0

19,04:30-04:45,0,0,0,0,47.56,142.69,21,7,13.33,7,0,0,7,0,13.33,0,7.4,0,0,0,0,89.79,26.33,2.46,0,70.39,2.17,28.76,2.41,106.04,3.87,23.36,68.1,23.36,273,26.33,8.78,0,0,26.33,8.78,0

20,04:45-05:00,0,0,0,0,47.56,142.69,21,7,13.33,7,0,0,7,0,13.33,0,7.4,0,0,0,0,89.79,26.33,2.46,0,70.39,2.17,28.76,2.41,106.04,3.87,23.36,68.1,23.36,273,26.33,8.78,0,0,26.33,8.78,0

21,05:00-05:15,0,0,0,0,47.56,142.69,21,7,13.33,7,0,0,7,0,13.33,0,7.4,0,0,0,0,100.59,26.33,2.46,0,70.39,2.17,28.76,2.41,106.04,3.87,26.91,68.1,26.91,273,26.33,8.78,0,0,26.33,8.78,0

22,05:15-05:30,0,0,0,0,47.56,142.69,21,7,13.33,7,0,0,7,0,13.33,0,7.4,0,0,0,0,100.59,26.33,2.46,0,70.39,2.17,28.76,2.41,106.04,3.87,26.91,68.1,26.91,273,26.33,8.78,0,0,26.33,8.78,0

23,05:30-05:45,0,0,0,0,47.56,142.69,20,6.66,13,6.66,0,0,6.67,0,13,0,7.4,0,0,0,0,89.79,26.33,2.46,0,70.39,2.17,28.76,2.41,106.04,3.87,26.91,68.1,26.91,273,26.33,8.78,0,0,26.33,8.78,0

24,05:45-06:00,0,0,0,0,47.56,142.69,20,6.66,13,6.66,0,0,6.67,0,13,0,7.4,0,0,0,0,89.79,26.33,2.46,0,70.39,2.17,28.26,2.41,106.04,3.87,26.91,68.1,26.91,273,26.33,8.78,0,0,26.33,8.78,0

25,06:00-06:15,0,0,0,0,0,0,20,6.66,13,6.66,8.22,2,6.67,0,13,8.63,7.4,1,0,0,0,89.79,26.33,2.46,0,70.39,2.1,27.25,2.37,106.04,3.87,26.91,68.1,26.91,273,26.33,8.78,0,0,26.33,8.78,0

26,06:15-06:30,1,0,0,0,0,0,20,6.66,13,6.66,17.59,8,6.67,0,13,18.37,7.4,2,0,0,1,100.59,26.33,2.46,0,70.39,2.1,27.25,2.37,106.04,3.87,26.91,68.1,26.91,273,26.33,8.78,0,0,26.33,8.78,0

27,06:30-06:45,4,1,0,0,0,0,20,6.66,13,6.66,25.64,10,6.67,0.51,13,25.65,7.4,5,1,0.01,3,100.59,26.33,2.46,0.32,70.39,2.1,26.74,2.37,106.04,3.87,26.91,68.1,26.91,273,26.33,8.78,0,0.31,26.33,8.78,0.31

28,06:45-07:00,7,3,2,0,0,0,20,6.66,13,6.66,26.45,14,6.67,6.57,13,26.45,7.4,8,2,0.58,4,100.59,26.33,2.46,0.73,70.39,2.1,26.24,2.37,106.04,3.87,26.91,68.1,26.91,273,26.33,8.78,0.11,0.71,26.33,8.78,0.71

29,07:00-07:15,14,6,5,0,0,0,20,6.66,13,6.66,24.7,18,6.67,13.76,13,24.7,7.4,10,5,5.88,5,100.59,26.33,2.46,1.35,70.39,2.1,27.26,2.37,106.04,3.87,26.91,68.1,26.91,273,26.33,8.78,1.18,1.32,26.33,8.78,1.32

30,07:15-07:30,25,10,7,0,0,0,20,6.66,13,6.66,24.7,24,6.67,26.7,13,24.7,7.4,15,8,16.35,7,100.59,26.33,2.46,2.25,70.39,2.1,26.24,2.37,106.04,3.87,26.91,68.1,26.91,273,26.33,8.78,3.27,2.2,26.33,8.78,2.2

31,07:30-07:45,39,16,8,0,0,0,20,6.66,13,6.66,25.8,25.8,6.67,36.65,13,25.8,7.4,18,13,31.72,9,100.59,26.33,2.46,3.13,70.39,2.1,26.24,2.37,106.04,3.87,26.91,68.1,26.91,273,26.33,8.78,6.34,3.06,26.33,8.78,3.06

32,07:45-08:00,53,22,11,0,0,0,20,6.66,13,6.66,27.2,27.2,6.67,47.98,13,27.2,7.4,25,18,49.03,12,100.59,26.33,2.46,4.09,70.39,2.1,26.74,2.37,106.04,3.87,26.91,68.1,26.91,273,26.33,8.78,9.81,3.99,26.33,8.78,3.99

33,08:00-08:15,63,27,16,0,0,0,20,6.66,13,6.66,28.04,28.03,6.67,59.7,13,28.03,7.4,32,25,64.78,15,100.59,26.33,2.31,5.18,70.39,2.1,26.74,2.37,106.04,3.87,23.36,68.1,23.36,251.03,26.33,8.78,12.95,5.05,26.33,8.78,5.05

34,08:15-08:30,77,33,20,0,0,0,20,6.66,13,6.66,29.2,29.2,6.67,70.73,13,29.2,7.4,39,33,84.44,19,100.59,26.33,2.31,6.27,70.39,2.1,26.24,2.37,106.04,3.87,23.36,68.1,23.36,251.03,26.33,8.78,16.89,6.12,26.33,8.78,6.12

35,08:30-08:45,81,34,24,0,0,0,20,6.66,13,6.66,30.24,30.23,6.67,80.57,13,30.23,7.4,46,40,104.98,22,100.59,26.33,2.31,7.58,70.39,2.1,26.24,2.37,106.04,3.87,23.36,68.1,23.36,251.03,26.33,8.78,21,7.4,26.33,8.78,7.4

36,08:45-09:00,91,39,27,0,0,0,20,6.66,13,6.66,30.24,30.23,6.67,89.59,13,30.23,7.4,53,47,123.83,25,100.59,26.33,2.31,8.66,70.39,2.1,26.24,2.37,106.04,3.87,23.36,68.1,23.36,212.41,26.33,8.78,24.77,8.44,26.33,8.78,8.44

37,09:00-09:15,102,43,29,0,0,0,20,6.66,13,6.66,32.06,32.07,6.67,98.38,13,32.07,7.4,47,56,140.83,23,100.59,26.33,2.31,9.78,70.39,2.1,25.74,2.37,106.04,3.87,23.36,68.1,23.36,173.79,26.33,8.78,28.17,9.54,26.33,8.78,9.54

38,09:15-09:30,116,49,32,0,0,0,20,6.66,13,6.66,32.06,32.07,6.67,106.3,13,32.07,7.4,53,63,156.83,25,100.59,26.33,2.31,10.91,70.39,2.1,25.74,2.37,106.04,3.87,23.36,68.1,23.36,165.52,26.33,8.78,31.36,10.64,26.33,8.78,10.64

39,09:30-09:45,130,55,34,0,0,0,20,6.66,13,6.66,32.24,32.23,6.67,113.25,13,32.23,7.4,54,68,171.92,26,100.59,26.33,2.31,11.88,70.39,2.1,25.74,2.37,106.04,3.87,23.36,68.1,23.36,165.52,26.33,8.78,34.38,11.59,26.33,8.78,11.59

40,09:45-10:00,144,61,36,0,0,0,20,6.66,13,6.66,32.24,32.23,6.67,119.28,13,32.23,7.4,59,75,185.56,28,100.59,26.33,2.31,12.88,70.39,2.1,25.74,2.37,106.04,3.87,23.36,68.1,23.36,165.52,26.33,8.78,37.11,12.57,26.33,8.78,12.57

41,10:00-10:15,144,61,38,0,0,0,20,6.66,13,6.66,32.5,32.5,6.67,124.44,13,32.5,7.4,65,78,209.68,31,53.1,26.33,2.31,13.54,70.39,2.25,25.74,2.41,106.04,3.87,23.36,57.64,23.36,165.52,26.33,8.78,41.93,13.21,26.33,8.78,13.21

42,10:15-10:30,158,67,40,0,0,0,20,6.66,13,6.66,32.5,32.5,6.67,129.07,13,32.5,7.4,68,83,222.36,32,53.1,26.33,2.31,14.53,70.39,2.25,25.74,2.41,106.04,3.87,23.36,57.64,23.36,165.52,26.33,8.78,44.47,14.17,26.33,8.78,14.17

43,10:30-10:45,172,73,42,0,0,0,20,6.66,13,6.66,32.66,32.67,6.67,133.08,13,32.67,6.4,71,88,232.76,34,53.1,26.33,2.31,15.18,70.39,2.25,25.74,2.41,106.04,3.87,23.36,57.64,23.36,165.52,26.33,8.78,46.55,14.81,26.33,8.78,14.81

44,10:45-11:00,179,76,43,0,0,0,20,6.66,13,6.66,32.84,32.83,6.67,136.53,13,32.83,6.4,74,90,233.33,36,53.1,26.33,2.31,15.66,70.39,2.25,25.23,2.41,106.04,3.87,23.36,57.64,23.36,165.52,26.33,8.78,46.67,15.28,26.33,8.78,15.28

45,11:00-11:15,186,79,44,0,0,0,19.5,6.34,12.67,6.5,32.84,32.83,6.5,139.32,12.67,32.83,6.4,77,90,233.33,37,53.1,26.33,2.31,15.66,70.39,2.25,25.23,2.41,106.04,3.87,26.91,57.64,26.91,165.52,26.33,8.78,46.67,15.28,26.33,8.78,15.28

46,11:15-11:30,189,81,44,0,0,0,19.5,6.34,12.67,6.5,32.84,32.83,6.5,141.44,12.67,32.83,6.4,79,91,233.33,38,53.1,26.33,2.31,15.66,70.39,2.25,25.23,2.41,106.04,3.87,26.91,57.64,26.91,165.52,26.33,8.78,46.67,15.28,26.33,8.78,15.28

47,11:30-11:45,189,81,45,0,0,0,19.5,6.34,12.67,6.5,32.84,32.83,6.5,142.88,12.67,32.83,6.4,81,91,233.33,39,53.1,26.33,2.31,15.66,70.39,2.25,25.23,2.41,106.04,3.87,26.91,57.64,26.91,165.52,26.33,8.78,46.67,15.28,26.33,8.78,15.28

48,11:45-12:00,189,81,45,0,0,0,19.5,6.34,12.67,6.5,32.84,32.83,6.5,143.64,12.67,32.83,6.4,83,91,233.33,39,53.1,26.33,2.31,15.66,70.39,2.25,25.23,2.41,106.04,3.87,26.91,57.64,26.91,165.52,26.33,8.78,46.67,15.28,26.33,8.78,15.28

49,12:00-12:15,189,81,45,0,0,0,19.5,6.34,12.67,6.5,32.84,32.83,6.5,143.01,12.67,32.83,6.4,83,91,233.33,40,53.1,26.33,2.46,15.66,70.39,2.48,25.23,2.46,106.04,3.87,26.91,57.64,26.91,165.52,26.33,8.78,46.67,15.28,26.33,8.78,15.28

50,12:15-12:30,189,81,45,0,0,0,19.5,6.34,12.67,6.5,32.84,32.83,6.5,141.63,12.67,32.83,6.4,85,91,233.33,40,53.1,26.33,2.46,15.66,70.39,2.48,25.23,2.46,106.04,3.87,26.91,57.64,26.91,165.52,26.33,8.78,46.67,15.28,26.33,8.78,15.28

51,12:30-12:45,179,76,45,0,0,0,19.5,6.34,12.67,6.5,32.84,32.83,6.5,139.26,12.67,32.83,6.4,85,91,233.33,40,53.1,26.33,2.46,15.66,70.39,2.48,25.23,2.46,106.04,3.87,26.91,57.64,26.91,165.52,26.33,8.78,46.67,15.28,26.33,8.78,15.28

52,12:45-13:00,179,76,45,0,0,0,19.5,6.34,12.67,6.5,32.84,32.83,6.5,136.11,12.67,32.83,6.4,85,91,233.33,40,53.1,26.33,2.46,15.66,70.39,2.48,25.23,2.46,106.04,3.87,26.91,57.64,26.91,165.52,26.33,8.78,46.67,15.28,26.33,8.78,15.28

53,13:00-13:15,179,76,44,0,0,0,19.5,6.34,12.67,6.5,32.84,32.83,6.5,132.4,12.67,32.83,6.4,85,91,233.33,40,53.1,26.33,2.61,15.66,70.39,2.48,25.23,2.46,91.64,3.87,26.91,57.64,26.91,165.52,26.33,8.78,46.67,15.28,26.33,8.78,15.28

54,13:15-13:30,175,75,43,0,0,0,19.5,6.34,12.67,6.5,32.84,32.83,6.5,128.24,12.67,32.83,6.4,85,91,233.33,40,53.1,26.33,2.61,15.66,70.39,2.48,25.23,2.46,91.64,3.87,26.91,57.64,26.91,165.52,26.33,8.78,46.67,15.28,26.33,8.78,15.28

55,13:30-13:45,172,73,42,0,0,0,19.5,6.34,12.67,6.5,32.84,32.83,6.5,124.81,12.67,32.83,6.4,80,91,233.33,38,53.1,26.33,2.61,15.66,70.39,2.48,25.23,2.46,91.64,3.87,26.91,57.64,26.91,165.52,26.33,8.78,46.67,15.28,26.33,8.78,15.28

56,13:45-14:00,168,72,42,0,0,0,19.5,6.34,12.67,6.5,32.84,32.83,6.5,119.63,12.67,32.83,6.4,77,90,233.33,37,53.1,26.33,2.61,15.66,70.39,2.48,25.23,2.46,91.64,3.87,26.91,57.64,26.91,165.52,26.33,8.78,46.67,15.28,26.33,8.78,15.28

57,14:00-14:15,161,69,39,0,0,0,19.5,6.34,12.67,6.5,32.84,32.83,6.5,113.92,12.67,32.83,6.4,71,88,233.33,34,53.1,26.33,2.68,15.2,70.39,2.56,26.24,2.55,91.64,3.87,26.91,57.64,26.91,165.52,26.33,8.78,46.67,14.83,26.33,8.78,14.83

58,14:15-14:30,154,66,38,0,0,0,19.5,6.34,12.67,6.5,32.84,32.83,6.5,107.44,12.67,32.83,6.4,68,84,226.32,32,53.1,26.33,2.68,14.75,70.39,2.56,26.74,2.55,91.64,3.87,26.91,57.64,26.91,165.52,26.33,8.78,45.26,14.38,26.33,8.78,14.38

59,14:30-14:45,144,61,36,0,0,0,19.5,6.34,12.67,6.5,32.84,32.83,6.5,99.99,12.67,32.83,6.8,62,78,214.75,30,53.1,26.33,2.68,14.26,70.39,2.02,25.73,2.55,91.64,3.87,26.91,57.64,26.91,165.52,26.33,8.78,42.95,13.91,26.33,8.78,13.91

60,14:45-15:00,133,57,35,0,0,0,19.5,6.34,12.67,6.5,32.84,32.83,6.5,91.97,12.67,32.83,7,58,74,202.71,27,53.1,26.33,2.68,13.63,70.39,2.02,25.73,2.55,91.64,3.87,26.91,57.64,26.91,165.52,26.33,8.78,40.54,13.29,26.33,8.78,13.29

61,15:00-15:15,119,51,33,0,0,0,19.5,6.66,12.67,6.5,32.84,32.83,6.5,83.23,12.67,32.83,7.2,47,69,189.77,23,53.1,26.33,2.68,12.77,70.39,2.02,26.24,2.55,91.64,3.87,26.91,57.64,26.91,165.52,26.33,8.78,37.95,12.46,26.33,8.78,12.46

62,15:15-15:30,105,45,30,0,0,0,19.5,6.66,12.67,6.5,32.84,32.83,6.5,73.68,12.67,32.83,7.2,41,63,175.19,19,62.76,26.33,2.68,12.01,70.39,2.02,26.74,2.55,106.04,3.87,26.91,57.64,26.91,165.52,26.33,8.78,35.04,11.72,26.33,8.78,11.72

63,15:30-15:45,77,33,27,0,0,0,20,6.66,12.67,6.66,32.84,32.83,6.67,63.57,12.67,32.83,7.2,34,57,159.61,16,83.03,26.33,2.68,11.08,70.39,2.02,27.25,2.55,106.04,3.87,26.91,68.1,26.91,165.52,26.33,8.78,31.92,10.81,26.33,8.78,10.81

64,15:45-16:00,67,28,25,0,0,0,20,6.66,12.67,6.66,32.84,32.83,6.67,52.97,12.67,32.83,7.2,27,50,142.74,13,83.03,26.33,2.68,10.24,70.39,2.02,27.75,2.55,106.04,3.87,26.91,68.1,26.91,165.52,26.33,8.78,28.55,9.99,26.33,8.78,9.99

65,16:00-16:15,56,24,20,0,0,0,20,6.66,12.67,6.66,32.84,32.83,6.67,41.74,12.67,32.83,7.2,22,42,118.32,10,100.59,26.33,2.46,9.23,70.39,2.48,28.26,2.51,106.04,3.87,26.91,68.1,26.91,193.1,26.33,8.78,23.66,9.02,26.33,8.78,9.02

66,16:15-16:30,46,19,16,0,0,0,20,6.66,13,6.66,32.84,32.83,6.67,30.52,13,32.83,7.2,15,36,99.38,7,100.59,26.33,2.46,8.25,70.39,2.48,28.76,2.51,106.04,3.87,26.91,68.1,26.91,231.72,26.33,8.78,19.88,8.05,26.33,8.78,8.05

67,16:30-16:45,35,15,12,0,0,0,20,6.66,13,6.66,32.84,32.83,6.67,20.32,13,32.83,7.2,14,26,79.21,6,100.59,26.33,2.46,7.16,70.39,2.48,28.76,2.51,106.04,3.87,26.91,68.1,26.91,273,26.33,8.78,15.84,6.99,26.33,8.78,6.99

68,16:45-17:00,21,9,8,0,0,0,20,6.66,13,6.66,33,22,6.67,12.45,13,33,7.2,10,19,58.47,5,100.59,26.33,2.46,6.07,70.39,2.48,28.76,2.51,106.04,3.87,26.91,87.09,26.91,273,26.33,8.78,11.69,5.93,26.33,8.78,5.93

69,17:00-17:15,14,6,7,0,0,0,20,6.66,13,6.66,29.44,15,6.67,7.72,13,30.96,13.32,7,13,37.69,3,100.59,28.96,2.53,5.06,70.39,2.48,29.26,2.51,121.65,3.87,2.78,87.09,2.78,273,28.96,8.78,7.54,4.94,37.3,8.78,4.94

70,17:15-17:30,4,1,5,0,0,0,20,6.66,13,6.66,15.49,9,6.67,4.32,13,16.29,13.54,4,10,18.22,2,100.59,28.96,2.53,4.14,115.44,2.48,29.77,2.51,121.65,3.87,2.78,87.09,2.78,273,28.96,8.78,3.64,4.05,37.3,8.78,4.05

71,17:30-17:45,1,0,2,0,0,0,20,6.66,13,6.66,3,2,6.67,0.89,13,3.14,13.63,1,7,10.25,1,100.59,28.96,2.53,3.17,115.44,2.48,30.28,2.51,121.65,3.87,15.28,87.09,15.28,273,28.96,8.78,2.05,3.09,37.3,8.78,3.09

72,17:45-18:00,0,0,0,0,0,0,20,6.66,13,6.66,1.99,0,6.67,0,13,2.1,13.85,1,3,3.79,0,100.59,28.96,2.53,2.29,115.44,2.48,31.28,2.51,121.65,3.87,15.28,87.09,15.28,273,28.96,8.78,0.76,2.23,37.3,8.78,2.23

73,18:00-18:15,0,0,0,125,0,0,20,6.66,13,6.66,0,0,6.67,0,13,0,9.12,0,2,0.18,0,100.59,28.96,2.84,1.65,70.39,2.64,31.28,2.41,121.65,3.97,15.28,87.09,15.28,273,28.96,8.78,0.03,1.61,37.3,8.78,1.61

74,18:15-18:30,0,0,0,125,0,0,20,6.66,13,6.66,0,0,6.67,0,13,0,8.17,0,0,0,0,100.59,28.96,2.84,1.17,70.39,2.64,31.28,2.41,121.65,3.97,15.28,87.09,15.28,273,28.96,8.78,0,1.14,37.3,8.78,1.14

75,18:30-18:45,0,0,0,125,0,0,20,6.66,13,6.66,0,0,6.67,0,13,0,7.46,0,0,0,0,100.59,28.96,2.84,0.6,70.39,2.64,31.28,2.41,121.65,3.97,15.28,87.09,15.28,273,28.96,8.78,0,0.59,37.3,8.78,0.59

76,18:45-19:00,0,0,0,125,0,0,20,6.66,13,6.66,0,0,6.67,0,13,0,7,0,0,0,0,100.59,28.96,2.84,0.29,70.39,2.64,30.28,2.41,121.65,3.97,15.28,87.09,15.28,273,28.96,8.78,0,0.28,37.3,8.78,0.28

77,19:00-19:15,0,0,0,125,0,0,20,6.66,13,6.66,0,0,6.67,0,13,0,7,0,0,0,0,100.59,28.96,2.76,0,70.39,2.64,30.28,2.41,121.65,3.97,15.28,87.09,15.28,273,28.96,8.78,0,0,37.3,8.78,0

78,19:15-19:30,0,0,0,125,0,0,20,6.66,13,6.66,0,0,6.67,0,13,0,7,0,0,0,0,100.59,28.96,2.76,0,70.39,2.64,30.28,2.41,121.65,3.97,15.28,87.09,15.28,273,28.96,8.78,0,0,37.3,8.78,0

79,19:30-19:45,0,0,0,125,0,0,20,6.66,13,6.66,0,0,6.67,0,13,0,7,0,0,0,0,100.59,28.96,2.76,0,70.39,2.64,30.28,2.41,121.65,3.97,2.78,87.09,2.78,273,28.96,8.78,0,0,37.3,8.78,0

80,19:45-20:00,0,0,0,125,0,0,20,6.66,13,6.66,0,0,6.67,0,13,0,7,0,0,0,0,100.59,28.96,2.76,0,70.39,2.64,30.28,2.41,121.65,3.97,2.78,87.09,2.78,273,28.96,8.78,0,0,37.3,8.78,0

81,20:00-20:15,0,0,0,200,0,0,20,6.66,13,6.66,0,0,6.67,0,13,0,7,0,0,0,0,100.59,28.96,3.15,0,70.39,2.48,30.28,2.37,121.65,3.97,2.78,87.09,2.78,273,28.96,8.78,0,0,37.3,8.78,0

82,20:15-20:30,0,0,0,200,0,0,20,6.66,13,6.66,0,0,6.67,0,13,0,7,0,0,0,0,100.59,28.96,3.15,0,70.39,2.48,30.28,2.37,121.65,3.97,2.78,87.09,2.78,273,28.96,8.78,0,0,37.3,8.78,0

83,20:30-20:45,0,0,0,200,0,0,20,6.66,13,6.66,0,0,6.67,0,13,0,7,0,0,0,0,100.59,28.96,3.15,0,70.39,2.48,30.28,2.37,121.65,3.97,2.78,87.09,2.78,273,28.96,8.78,0,0,37.3,8.78,0

