Block,Time,NR/01102023/08032047/L_NR_2021_14,NR/01102023/23072042/L_NR_2012_04,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_36,NR/01102023/30042040/GNA_LT_35,NR/01102023/15082037/GNA_NR_2012_01,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/L_NR_2019_05,NR/30092023/26122029/SH-06,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01042024/30042024/PTC/OA/32001,NR/01102023/06022042/L_NR_2012_02,NR/26072023/25122043/L_NR_2023_10,NR/01102023/27052033/DIAPL(L_NR_2023_04),WR/01102023/29112042/RUMS(L_NR_2019_07),NR/22102023/11042047/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,NR/01102023/06022042/L_NR_2012_07,NR/04042024/30042024/SJVN040424NR1694,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,WR/01102023/30052048/L_NR_2022_10,SR/01102023/07102043/L_NR_2018_61,NR/01102023/31102037/L_NR_2019_11,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,NR/01102023/02012046/L_NR_2021_17,NR/01042024/31072024/LT_MEJA_DELHI,NR/16042024/30042024/IEX_240323_06617,NR/01102023/14082046/L_NR_2021_16,NR/01102023/13082046/L_NR_2021_12,NR/30092023/31122025/SH-07,WR/01102023/01102023/L_NR_2022_09,NR/01102023/02122045/L_NR_2021_13,L_NR_2019_19,NR/01102023/22052037/LT-59,NR/01102023/19072037/LT-05,WR/01102023/31032046/L_NR_2020_05,NR/26072023/31072042/L_NR_2023_07,NR/16042024/31052024/IEX_240323_06618,NR/01102023/05012040/L_NR_2020_02,NR/22102023/11042047/L_NR_2021_16
30,07:15-07:30,10.32,0.000000,2.150000,2.210000,2.150000,100.500000,8,27.15,30.870000,27.15,48.240000,261.920000,10,26.750000,27.15,7,8.5,52.740000,0,0.000000,10.130000,272.770000,24.33,6.01,3.760000,7.66,8,0,16.090000,9.650000,0,42.32,24.150000,24.33,8.46,36.327918,3.720000,66.170000,24,25,48.240000,3.620000,13

31,07:30-07:45,12.5,0.000000,3.310000,3.390000,3.310000,100.500000,10,29.49,25.280000,29.48,48.240000,213.680000,16,26.750000,29.48,10,12,52.740000,0,0.000000,10.130000,272.770000,20.67,6.01,3.760000,7.66,10,0,16.090000,9.650000,0,57.32,25.280000,20.67,11.46,46.693406,3.720000,66.170000,30,39,48.240000,3.620000,20

32,07:45:08:00,25,0.000000,4.300000,4.410000,4.300000,71.560000,10,29.66,25.280000,29.67,48.240000,201.490000,24,26.750000,29.67,14,16,52.740000,0,0.000000,10.130000,272.770000,20.33,6.01,3.760000,7.34,10,0,16.090000,9.650000,0,71.95,25.280000,20.33,14.39,57.33167,3.720000,66.170000,30,56,48.240000,3.620000,27

33,08:00-08:15,28.33,0.000000,5.620000,5.770000,5.620000,53.060000,9.83,29.66,25.280000,29.67,48.240000,165.880000,29,26.750000,29.67,17,20.35,52.740000,0,0.000000,10.040000,272.770000,20,6.01,3.760000,7,9.84,0,16.090000,9.650000,0,90.78,25.280000,20,18.15,67.346446,3.570000,70.330000,29.5,69,48.240000,3.520000,35

34,08:15-08:30,34.47,0.000000,6.850000,7.020000,6.850000,53.060000,9.67,30.66,25.280000,30.67,48.240000,138.920000,37,26.750000,30.67,22,24.52,33.760000,0,0.000000,10.040000,231.530000,20,6.01,3.760000,7,9.66,0,16.090000,9.650000,0,108.91,25.280000,20,21.78,77.000768,3.570000,70.330000,29,85,48.240000,3.520000,43

35,08:30-08:45,43.75,0.000000,8.100000,8.310000,8.100000,53.060000,9.33,31.66,25.280000,31.67,48.240000,109.980000,43,26.750000,31.67,25,27.13,33.760000,0,0.000000,10.040000,192.940000,20,6.01,3.760000,6.66,9.34,0,16.090000,9.650000,0,128.13,25.280000,20,25.62,86.7038,3.570000,70.330000,28,102,48.240000,3.520000,50

36,08:45:09:00,49.15,0.000000,9.270000,9.500000,9.270000,53.060000,9,31.66,25.280000,31.67,48.240000,109.980000,51,26.750000,31.67,29,30.44,33.760000,0,0.000000,10.040000,150.020000,20,6.01,3.760000,6.66,9,0,16.090000,9.650000,0,145.75,25.280000,20,29.15,96.15354,3.570000,70.330000,27,119,48.240000,3.520000,57

37,09:00:09:15,57.23,0.000000,10.460000,10.720000,10.460000,53.060000,8.17,31.66,25.280000,31.67,48.240000,109.980000,58,26.750000,31.67,33,33.52,33.760000,0,0.000000,9.950000,150.020000,20,6.01,3.760000,6.66,8.16,0,16.090000,9.650000,0,162.11,25.280000,20,32.42,112.56881,3.570000,70.330000,24.5,137,48.240000,3.520000,65

38,09:15-09:30,64.08,0.000000,11.580000,11.880000,11.580000,53.060000,7.67,31.66,25.280000,31.67,48.240000,109.980000,64,26.750000,31.67,35,36.21,33.760000,0,0.000000,9.950000,150.020000,20,6.01,3.760000,6.66,7.66,0,16.090000,9.650000,0,177.92,25.280000,20,35.58,120.352668,3.570000,70.330000,23,151,48.240000,3.520000,70

39,09:30-09:45,68.86,0.000000,12.460000,12.780000,12.460000,53.060000,7.17,31.66,25.280000,31.67,48.240000,109.980000,69,27.250000,31.67,38,38.84,33.760000,0,0.000000,9.950000,150.020000,20.33,6.01,3.760000,6.66,7.16,0,16.090000,9.650000,0,189.24,25.280000,20.33,37.85,127.201294,3.570000,70.330000,21.5,161,48.240000,3.520000,76

40,09:45-10:00,74.62,0.000000,13.360000,13.690000,13.360000,53.060000,6.67,31.56,25.280000,31.57,48.240000,109.980000,73,27.250000,31.57,41,41.04,33.760000,0,0.000000,9.950000,150.020000,21,6.01,3.760000,6.66,6.66,0,16.090000,9.650000,0,203.03,25.280000,21,40.6,132.773718,3.570000,70.330000,20,172,48.240000,3.520000,83

41,10:00-10:15,79.52,0.000000,14.110000,14.470000,14.110000,53.060000,6.67,31.56,25.280000,31.57,48.240000,109.980000,76,27.250000,31.57,45,42.96,33.760000,0,0.000000,9.850000,150.020000,21.67,6.01,3.760000,6.66,6.66,0,16.090000,9.650000,0,216.18,25.280000,21.67,43.23,137.576524,3.570000,70.330000,20,179,48.240000,3.520000,90

42,10:15-10:30,83.13,0.000000,14.770000,15.150000,14.770000,53.060000,6.67,31.56,25.280000,31.57,48.240000,109.980000,78,27.250000,31.57,47,44.8,33.760000,0,0.000000,9.850000,162.070000,21.67,6.01,3.760000,6.66,6.66,0,16.090000,9.650000,0,229.33,25.280000,21.67,45.86,141.55126,3.570000,70.330000,20,182,48.240000,3.520000,93

43,10:30-10:45,86.95,0.000000,15.430000,15.820000,15.430000,53.060000,6.67,31.56,25.280000,31.57,48.240000,109.980000,79,27.250000,31.57,47,45,33.760000,0,0.000000,9.850000,192.940000,22,6.01,3.760000,6.66,6.66,0,16.090000,9.650000,0,231.23,25.280000,22,46.24,142.505976,3.570000,70.330000,20,186,48.240000,3.520000,93

44,10:45-11:00,90.7,0.000000,15.860000,16.260000,15.860000,53.060000,6.67,31.56,25.280000,31.57,48.240000,109.980000,81,27.250000,31.57,47,45.5,33.760000,0,0.000000,9.850000,202.590000,22.67,6.01,3.760000,6.66,6.66,0,16.090000,9.650000,0,233.33,25.280000,22.67,46.67,145.146058,3.570000,70.330000,20,189,48.240000,3.520000,93

45,11:00-11:15,91.15,0.000000,16.070000,16.470000,16.070000,53.060000,6.67,31.24,25.280000,31.23,48.240000,109.980000,82,27.250000,31.23,47,46,33.760000,0,0.000000,9.760000,231.530000,23.67,6.01,0.000000,6.66,6.66,0,16.090000,9.650000,0,233.33,25.280000,23.67,46.67,146.899618,3.570000,70.330000,20,193,48.240000,3.430000,94

46,11:15-11:30,91.31,0.000000,16.070000,16.470000,16.070000,53.060000,6.67,31.06,25.280000,31.07,48.240000,109.980000,82,27.250000,31.07,47,46,33.760000,0,0.000000,9.760000,231.530000,24,6.01,0.000000,6.66,6.66,0,16.090000,9.650000,0,233.33,25.280000,24,46.67,147.873818,3.570000,70.330000,20,193,48.240000,3.430000,94

47,11:30-11:45,91.69,0.000000,16.070000,16.470000,16.070000,53.060000,6.67,31.06,25.280000,31.07,48.240000,109.980000,82,27.250000,31.07,47,46,33.760000,0,0.000000,9.760000,231.530000,19.33,7.61,0.000000,6.66,6.66,0,16.090000,9.650000,0,233.33,25.280000,19.33,46.67,148.253756,3.110000,70.330000,20,193,48.240000,3.430000,94

48,11:45-12:00,91.62,0.000000,15.090000,15.470000,15.090000,53.060000,6.67,31.06,25.280000,31.07,48.240000,109.980000,82,27.750000,31.07,47,46,33.760000,0,0.000000,9.760000,231.530000,19.33,8.01,0.000000,6.66,6.66,0,16.090000,9.650000,0,233.33,25.280000,19.33,46.67,149.169504,3.110000,70.330000,20,193,48.240000,3.430000,94

49,12:00-12:15,90.86,0.000000,15.190000,15.580000,15.190000,53.060000,6.67,31.06,25.280000,31.07,48.240000,109.980000,82,27.750000,31.07,47,46,33.760000,0,0.000000,9.670000,231.530000,19.33,8.61,0.000000,6.66,6.66,0,12.290000,9.650000,0,233.33,25.280000,19.33,46.67,136.573098,3.110000,70.330000,20,193,48.240000,3.520000,94

50,12:15-12:30,90.73,0.000000,15.280000,15.660000,15.280000,53.060000,6.67,31.06,25.280000,31.07,48.240000,109.980000,82,27.750000,31.07,47,46,33.760000,0,0.000000,9.670000,231.530000,19.33,9.41,0.000000,6.66,6.66,0,12.290000,9.650000,0,233.33,25.280000,19.33,46.67,136.904326,2.870000,70.330000,20,193,48.240000,3.520000,94

51,12:30-12:45,91.53,0.000000,15.280000,15.660000,15.280000,53.060000,6.67,31.06,25.280000,31.07,48.240000,109.980000,82,27.750000,31.07,47,44.98,33.760000,0,0.000000,9.670000,231.530000,19.33,10.61,0.000000,6.66,6.66,0,12.290000,9.650000,0,225.83,25.280000,19.33,45.17,136.407484,2.870000,70.330000,20,193,48.240000,3.520000,94

52,12:45-13:00,91.56,0.000000,15.280000,15.660000,15.280000,53.060000,7.17,31.06,25.280000,31.07,48.240000,109.980000,82,27.750000,31.07,47,45.38,33.760000,0,0.000000,9.670000,192.940000,19.33,12.41,0.000000,6.66,7.16,0,12.290000,9.650000,0,225.83,25.280000,19.33,45.17,135.686576,2.870000,70.330000,21.5,193,48.240000,3.520000,94

53,13:00-13:15,91.03,0.000000,15.280000,15.660000,15.280000,53.060000,7.5,31.06,25.280000,31.07,48.240000,109.980000,81,27.750000,31.07,47,45.43,33.760000,0,0.000000,9.580000,150.020000,19.33,13,0.000000,6.66,7.5,0,12.290000,9.650000,0,225.83,25.280000,19.33,45.17,134.848764,2.480000,70.330000,22.5,189,48.240000,3.520000,94

54,13:15-13:30,90.55,0.000000,15.280000,15.660000,15.280000,53.060000,7.5,30.9,25.280000,30.9,48.240000,109.980000,81,27.750000,30.9,47,45.47,33.760000,0,0.000000,9.580000,150.020000,19.33,13.4,0.000000,6.66,7.5,0,12.290000,9.650000,0,225.83,25.280000,19.33,45.17,132.023584,2.170000,70.330000,22.5,189,48.240000,3.520000,94

55,13:30-13:45,90.28,0.000000,15.280000,15.660000,15.280000,53.060000,7.5,30.9,25.280000,30.9,48.240000,109.980000,81,27.750000,30.9,47,45,33.760000,0,0.000000,9.580000,192.940000,23.33,14.2,0.000000,6.66,7.5,0,12.290000,9.650000,0,225.83,25.280000,23.33,45.17,118.75498,0.940000,70.330000,22.5,189,48.240000,3.520000,94

56,13:45-14:00,91.71,0.000000,15.280000,15.660000,15.280000,53.060000,7.5,31.06,25.280000,31.07,48.240000,109.980000,81,28.270000,31.07,47,45,33.760000,0,0.000000,9.580000,231.530000,26,14,0.000000,7,7.5,0,12.290000,9.650000,0,225.83,25.280000,26,45.17,115.014052,0.940000,70.330000,22.5,189,48.240000,3.520000,94

57,14:00-14:15,86.39,0.000000,15.270000,15.650000,15.270000,53.060000,7.83,31.06,25.280000,31.07,48.240000,138.920000,81,26.250000,31.07,47,43.78,33.760000,0,0.000000,9.580000,272.770000,29.33,13.8,0.000000,8.34,7.84,0,16.090000,9.650000,0,225.83,25.280000,29.33,45.17,112.744166,0.940000,70.330000,23.5,189,48.240000,3.620000,93

58,14:15-14:30,85.35,0.000000,14.770000,15.140000,14.770000,53.060000,8.33,31.06,25.280000,31.07,48.240000,158.210000,81,26.750000,31.07,46,42.9,52.740000,0,0.000000,9.580000,272.770000,32.33,14,0.000000,9.66,8.34,0,16.090000,9.650000,0,225.83,25.280000,32.33,45.17,110.727572,3.110000,70.330000,25,189,48.240000,3.620000,93

59,14:30-14:45,82.82,0.000000,13.910000,14.270000,13.910000,53.060000,9,31.06,25.280000,31.07,48.240000,165.880000,79,26.750000,31.07,46,41.5,52.740000,0,0.000000,9.580000,272.770000,36.67,13.6,0.000000,10.34,9,0,16.090000,9.650000,0,225.83,25.280000,36.67,45.17,107.317872,3.570000,94.530000,27,186,48.240000,3.620000,92

60,14:45-15:00,80.75,0.000000,13.300000,13.640000,13.300000,53.060000,9.83,31.06,25.280000,31.07,48.240000,165.880000,76,26.750000,31.07,45,39.98,52.740000,0,0.000000,9.580000,272.770000,40,13.6,0.000000,12,9.84,0,16.090000,9.650000,0,225.83,25.280000,40,45.17,102.476098,3.570000,115.710000,29.5,179,48.240000,3.620000,89

61,15:00-15:15,77.58,0.000000,12.810000,13.120000,12.810000,53.060000,15.17,31.06,25.280000,31.07,48.240000,165.880000,73,26.750000,31.07,41,38.06,52.740000,0,0.000000,9.670000,272.770000,47.67,14.4,0.000000,13.34,15.16,0,16.090000,9.650000,0,217.77,25.280000,47.67,43.55,96.280186,3.570000,115.710000,45.5,172,48.240000,3.710000,81

62,15:15-15:30,71.99,0.000000,12.160000,12.450000,12.160000,53.060000,16,31.16,25.280000,31.17,48.240000,199.640000,69,27.250000,31.17,37,35.44,52.740000,0,0.000000,9.670000,272.770000,49,15.6,0.000000,15.34,16,0,16.090000,9.650000,0,202.73,25.280000,49,40.55,90.16221,3.570000,115.710000,48,161,48.240000,3.710000,75

63,15:30-15:45,67.51,0.000000,11.400000,11.690000,11.400000,75.250000,20,31.16,25.280000,31.17,48.240000,235.950000,64,27.760000,31.17,35,33.1,52.740000,0,0.000000,9.670000,272.770000,51.67,15.4,0.000000,20,20,0,16.090000,9.650000,0,190.9,25.280000,51.67,38.18,83.313584,3.570000,115.710000,60,151,48.240000,3.710000,71

64,15:45-16:00,63.22,0.000000,10.290000,10.550000,10.290000,75.250000,20.83,31.5,25.280000,31.5,48.240000,246.560000,58,28.270000,31.5,32,30.42,52.740000,0,0.000000,9.670000,272.770000,52,15.6,0.000000,20.66,20.84,0,16.090000,9.650000,0,177.1,25.280000,52,35.42,75.032884,3.570000,115.710000,62.5,137,48.240000,3.710000,64

65,16:00-16:15,58.36,0.000000,9.100000,9.330000,9.100000,75.250000,21.67,31.66,25.280000,31.67,48.240000,261.920000,49,28.770000,31.67,29,27.36,52.740000,0,0.000000,9.670000,272.770000,57,15.4,0.000000,21,21.66,0,16.090000,9.650000,0,160.72,25.280000,57,32.14,66.2456,3.570000,115.710000,65,116,48.240000,3.850000,57

66,16:15-16:30,50.6,0.000000,8.320000,8.520000,8.320000,75.250000,22.5,32,25.280000,32,48.240000,261.920000,43,28.770000,32,25,26.17,52.740000,0,0.000000,9.670000,272.770000,56.67,15.2,0.000000,21.34,22.5,0,16.090000,9.650000,0,145.01,25.280000,56.67,29,57.370638,3.570000,115.710000,67.5,102,48.240000,3.850000,51

67,16:30-16:45,45.21,0.000000,7.180000,7.360000,7.180000,75.250000,22.83,32,25.280000,32,48.240000,261.920000,37,28.770000,32,22,22.65,76.490000,0,0.000000,9.670000,272.770000,56.33,15,0.000000,21.34,22.84,0,16.090000,9.650000,0,125.82,25.280000,56.33,25.16,47.083086,3.570000,115.710000,68.5,88,48.240000,3.850000,44

