Block,Time Block,KISHANGANGA,MAPS,KUDGI,KOLDAM,KOTESHWR,BSIUL,CHAMERA1,BRBCL,CHAMERA2,KGSU1AND2,CHAMERA3,KGSU3AND4,DHAULIGNGA,FSTPP I & II,DULHASTI,DADRT2,KHSTPP-I,JHAJJAR,ANTA_CRF,ANTA_RF,URI2,UNCHAHAR3,ANTA_LF,UNCHAHAR2,URI,ANTA_GF,AURY_CRF,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,KHSTPP-II,TEHRI,TelanganaSTPP,TANDA2,RIHAND2,SASAN,TALST2,TANAKPUR,SIMHST1,SINGRAULI_HYDRO,RSTPSU1TO6,SIMHST2,TALA,RSTPSU7,SALAL,SEWA2,SINGRAULI,RIHAND3,RAPPC,RIHAND1,RAPPB,RAMPUR,KKNPPU2,DADRI_LF,DADRI_RF,AURY_LF,DADRI_GF,AURY_GF,DADRI_CRF,AURY_RF,KKNP,NTPL,PARBATI3,NNTPP,NLCEXP,NJPC,NLCIIST1,NLCIIST2,NLCTS2EXP,NAPP,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
80,19:45-20:00,0,0,0,0,25.56,0,0,19.2,0,0,9.29,0,0,19.97,15.82,655.55,43.71,417.31,0,0,4.14,25.35,0,40.7,27.56,0,0,9.87,0,0,142.38,40.17,0,0,114.02,388.84,0,0,0,0.62,0,0,0,0,1.34,0,134.12,59.68,50.93,73.93,0,0,0,0,0,0,0,0,0,0,0,0,15.88,0,0,0,0,0,0,41.83,0,0,0,0,0

81,20:00-20:15,0,0,0,0,25.56,0,0,19.2,0,0,9.29,0,0,19.97,15.82,598.56,43.71,417.31,0,0,4.14,25.35,0,40.7,27.56,0,0,9.87,0,0,142.38,27.7,0,0,114.02,388.84,0,0,0,0.62,0,0,0,0,1.34,0,134.12,59.68,50.93,73.93,0,0,0,0,0,0,0,0,0,0,0,0,15.88,0,0,0,0,0,0,41.83,0,0,0,0,0

82,20:15-20:30,0,0,0,0,25.56,0,0,19.2,0,0,9.29,0,0,19.97,15.82,550.55,43.71,417.31,0,0,4.14,25.35,0,40.7,27.56,0,0,9.87,0,0,142.38,27.7,0,0,114.02,388.84,0,0,0,0.62,0,0,0,0,1.34,0,134.12,59.68,50.93,73.93,0,0,0,0,0,0,0,0,0,0,0,0,15.88,0,0,0,0,0,0,41.83,0,0,0,0,0

83,20:30-20:45,0,0,0,0,25.56,0,0,19.2,0,0,9.29,0,0,19.97,15.82,536.32,43.71,383.18,0,0,4.14,25.35,0,40.7,3.18,0,0,9.87,0,0,142.38,27.7,0,0,114.02,388.84,0,0,0,0.62,0,0,0,0,1.34,0,134.12,59.68,50.93,73.93,0,0,0,0,0,0,0,0,0,0,0,0,15.88,0,0,0,0,0,0,41.83,0,0,0,0,0

84,20:45-21:00,0,0,0,0,25.56,0,0,19.2,0,0,0,0,0,19.97,15.82,451.38,43.71,315.5,0,0,4.14,25.35,0,40.7,1.07,0,0,9.87,0,0,142.38,27.7,0,0,114.02,388.84,0,0,0,0.62,0,0,0,0,1.34,0,134.12,59.68,50.93,73.93,0,0,0,0,0,0,0,0,0,0,0,0,3.43,0,0,0,0,0,0,41.83,0,0,0,0,0

85,21:00-21:15,0,0,0,0,25.56,0,0,19.2,0,0,0,0,0,19.97,15.82,434.06,43.71,246.89,0,0,10.33,21.84,0,35.25,1.07,0,0,8.51,0,0,142.38,27.7,0,0,114.02,388.84,0,0,0,0.62,0,0,0,0,1.34,0,134.12,59.68,50.93,73.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.83,0,0,0,0,0

86,21:15-21:30,0,0,0,0,17.04,0,0,19.2,0,0,0,0,0,19.97,15.82,428.34,43.71,231.64,0,0,10.33,21.84,0,35.08,27.56,0,0,8.51,0,0,142.38,27.7,0,0,114.02,388.84,0,0,0,0.62,0,0,0,0,1.34,0,134.12,59.68,50.93,73.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.83,0,0,0,0,0

87,21:30-21:45,0,0,0,0,17.04,0,0,19.2,0,0,0,0,0,19.97,15.82,428.34,43.71,231.64,0,0,10.33,21.84,0,35.08,27.56,0,0,8.51,0,0,142.38,27.7,0,0,114.02,388.84,0,0,0,0.62,0,0,0,0,8.92,0,134.12,59.68,50.93,73.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.83,0,0,0,0,0

88,21:45-22:00,0,0,0,0,17.04,0,0,19.2,0,0,0,0,0,19.97,15.82,428.34,43.71,231.64,0,0,10.33,21.84,0,35.08,27.56,0,0,8.51,0,0,142.38,27.7,0,0,114.02,388.84,0,0,0,0.62,0,0,0,0,40.16,0,134.12,59.68,50.93,73.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.83,0,0,0,0,0

89,22:00-22:15,0,0,0,0,17.04,0,0,19.2,0,0,0,0,0,17.78,15.82,358.73,43.71,229.52,0,0,10.33,16.6,0,22.38,3.18,0,0,6.9,0,0,142.38,27.52,0,0,114.02,388.84,0,0,0,0.62,0,0,0,0,40.16,0,134.12,59.68,50.93,73.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.83,0,0,0,0,0

90,22:15-22:30,0,0,0,0,17.04,0,0,19.2,0,0,0,0,0,17.78,15.82,350.57,43.71,229.52,0,0,10.33,14.1,0,22.38,1.48,0,0,5.76,0,0,142.38,26.37,0,0,114.02,388.84,0,0,0,0.62,0,0,0,0,40.16,0,134.12,59.68,50.93,73.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.83,0,0,0,0,0

91,22:30-22:45,0,0,0,0,17.04,0,0,19.17,0,0,0,0,0,15.15,15.82,350.57,37.67,229.52,0,0,4.14,14.1,0,22.38,1.48,0,0,5.76,0,0,142.38,26.37,0,0,114.02,388.84,0,0,0,0,0,0,0,0,40.16,0,134.12,59.68,50.93,79.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.83,0,0,0,0,0

92,22:45-23:00,0,0,0,0,17.04,0,0,19.2,0,0,0,0,0,11.35,15.82,350.57,37.67,229.52,0,0,4.14,14.1,0,22.38,1.48,0,0,5.76,0,0,142.38,13.19,0,0,114.02,388.84,0,0,0,0,0,0,0,0,40.16,0,134.12,59.68,50.93,86.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.83,0,0,0,0,0

93,23:00-23:15,0,0,0,0,17.04,0,0,19.2,0,0,0,0,0,10.98,15.82,350.57,32.11,229.52,0,0,4.14,14.1,0,22.38,1.07,0,0,5.76,0,0,124.46,13.19,0,0,114.02,388.84,0,0,0,0,0,0,0,0,40.16,0,134.12,59.68,50.93,88.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.83,0,0,0,0,0

94,23:15-23:30,0,0,0,0,17.04,0,0,19.2,0,0,0,0,0,10.98,15.82,350.57,32.11,229.52,0,0,4.14,14.1,0,22.38,1.07,0,0,5.76,0,0,124.46,0,0,0,114.02,369.4,0,0,0,0,0,0,0,0,8.92,0,134.12,59.68,50.93,88.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.83,0,0,0,0,0

95,23:30-23:45,0,0,0,0,8.52,0,0,19.2,0,0,0,0,0,10.98,15.82,350.57,32.11,229.52,0,0,4.14,14.1,0,22.38,1.07,0,0,5.76,0,0,124.46,0,0,0,114.02,358.6,0,0,0,0.46,0,0,0,0,1.34,0,134.12,59.68,50.93,88.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.83,0,0,0,0,0

96,23:45-24:00,0,0,0,0,8.52,0,0,19.06,0,0,0,0,0,10.98,15.82,350.57,32.11,229.52,0,0,4.14,14.1,0,22.38,1.07,0,0,5.76,0,0,124.46,0,0,0,114.02,353.2,0,0,0,0.46,0,0,0,0,1.34,0,134.12,59.68,50.93,88.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.83,0,0,0,0,0

