Block,Time Block,DHAULIGNGA,DADRT2,CHAMERA1,BSIUL,CHAMERA3,CHAMERA2,BRBCL,KKNP,KKNPPU2,KHSTPP-II,KHSTPP-I,KISHANGANGA,SALAL,SEWA2,SINGRAULI,SASAN,SIMHST1,SINGRAULI_HYDRO,SIMHST2,VALLURNTECL,URI,URI2,NJPC,NAPP,NLCEXP,NLCIIST1,FSTPP I & II,KGSU3AND4,DULHASTI,JHAJJAR,KGSU1AND2,KOTESHWR,MAPS,KUDGI,UNCHAHAR4,TANDA2,UNCHAHAR3,TALST2,TelanganaSTPP,TANAKPUR,UNCHAHAR2,TALA,TEHRI,UNCHAHAR1,KOLDAM,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,RIHAND1,RAPPB,RSTPSU1TO6,RAPPD,RSTPSU7,NLCIIST2,RAMPUR,RIHAND3,NLCTS2EXP,RAPPC,NNTPP,NTPL,PARBATI3,RIHAND2,PARBATI2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
55,13:30-13:45,0,287.37,0,12.55,0,0,19.25,0,0,96.52,27.93,8.3,64.3,18.19,130.08,402.98,0,0.96,0,0,47.81,34.78,72.21,24.42,0,0,9.64,0,57.26,124.17,0,10.04,0,0,1.19,3.95,16.01,0,0,4.19,26.34,0,0,12.98,0,0,0,0,0,0,0,0,0,0,0,0,0,47.82,0,0,28.4,0,0,2.87,92.34,0,65.98,0,0,4.13,91.75,9.04,0,0,0,0,0

56,13:45-14:00,0,287.37,0,12.55,0,0,19.25,0,0,97.5,27.93,8.3,64.3,18.19,130.05,402.98,0,0.96,0,0,47.81,34.78,72.21,24.42,0,0,9.64,0,57.26,124.17,0,10.04,0,0,1.19,3.95,16.01,0,0,4.19,26.34,0,0,12.98,0,0,0,0,0,0,0,0,0,0,0,0,0,47.82,0,0,28.4,0,0,2.87,92.34,0,65.98,0,0,4.13,91.75,9.04,0,0,0,0,0

57,14:00-14:15,0,287.37,0,12.55,0,0,19.25,0,0,97.5,33.36,8.3,64.3,18.19,130.05,402.98,0,0.96,0,0,47.81,34.78,72.21,24.42,0,0,10.57,0,57.26,124.17,0,10.04,0,0,1.19,3.95,16.01,0,0,4.19,26.34,0,0,12.98,0,0,0,0,0,0,0,0,0,0,0,0,0,47.82,0,0,28.4,0,0,2.87,92.34,0,65.98,0,0,4.13,91.75,9.04,0,0,0,0,0

58,14:15-14:30,0,287.37,0,12.55,0,0,19.25,0,0,97.5,35.15,8.3,64.3,18.19,130.05,402.98,0,0.96,0,0,47.81,34.78,72.21,24.42,0,0,10.57,0,57.26,124.17,0,10.04,0,0,1.19,3.95,16.01,0,0,4.19,26.34,0,0,12.98,0,0,0,0,0,0,0,0,0,0,0,0,0,47.82,0,0,28.4,0,0,2.87,92.34,0,65.98,0,0,4.13,91.75,9.04,0,0,0,0,0

59,14:30-14:45,0,287.37,0,12.55,0,15.66,19.25,0,0,114.5,35.15,8.3,51.43,18.19,142.77,402.98,0,0.96,0,0,47.81,34.78,72.21,24.42,0,0,10.57,0,57.26,124.17,0,10.04,0,0,1.19,3.95,16.01,0,0,4.19,26.34,0,0,12.98,0,0,0,0,0,0,0,0,0,0,0,0,0,58.3,0,0,28.4,0,0,2.87,125.85,0,65.98,0,0,4.13,112.69,9.04,0,0,0,0,0

60,14:45-15:00,0,287.37,0,12.55,0,15.66,19.25,0,0,114.5,35.15,8.3,51.43,18.19,144.64,402.98,0,0.96,0,0,47.81,34.78,72.21,24.42,0,0,10.57,0,57.26,143.41,0,10.04,0,0,1.19,3.95,16.01,0,0,4.19,26.34,0,0,12.98,0,0,0,0,0,0,0,0,0,0,0,0,0,73.69,0,0,28.4,0,0,2.87,125.85,0,65.98,0,0,4.13,119.87,9.04,0,0,0,0,0

61,15:00-15:15,0,287.37,0,6.27,0,15.66,19.25,0,0,133.85,43.81,8.3,51.43,18.19,144.67,402.98,0,0.96,0,0,47.81,34.78,72.21,24.42,0,0,14.06,0,57.26,144.37,0,0,0,0,1.19,3.95,16.01,0,0,1.72,26.34,0,0,12.98,0,0,0,0,0,0,0,0,0,0,0,0,0,78.26,0,0,28.4,0,0,2.87,125.85,0,65.98,0,0,4.13,119.87,18.07,0,0,0,0,0

62,15:15-15:30,0,287.37,0,6.27,0,15.66,19.25,0,0,142.71,43.81,8.3,51.43,18.19,144.67,402.98,0,0.96,0,0,47.81,34.78,72.21,24.42,0,0,14.06,0,57.26,144.37,0,0,0,0,1.19,3.95,17.78,0,0,1.72,28.28,0,0,13.9,0,0,0,0,0,0,0,0,0,0,0,0,0,78.26,0,0,28.4,0,0,2.87,125.85,0,65.98,0,0,4.13,119.87,18.07,0,0,0,0,0

63,15:30-15:45,0,287.37,12.16,6.27,11.23,31.3,19.25,0,0,142.71,43.81,8.3,51.43,18.19,144.67,402.98,0,0.96,0,0,47.81,34.78,72.21,24.42,0,0,14.06,0,57.26,192.49,0,0,0,0,1.19,3.95,17.78,0,0,1.72,28.28,0,0,13.9,0,0,0,0,0,0,0,0,0,0,0,0,0,78.26,0,0,28.4,0,0,2.87,125.85,0,65.98,0,0,4.13,119.87,18.07,0,0,0,0,0

64,15:45-16:00,0,287.37,12.16,6.27,11.23,31.3,19.25,0,0,142.71,43.81,8.3,51.43,18.19,144.67,402.98,0,0.96,0,0,47.81,34.78,72.21,24.42,0,0,14.06,0,57.26,192.49,0,0,0,0,1.19,3.95,17.78,0,0,1.72,28.28,0,0,13.9,0,0,0,0,0,0,0,0,0,0,0,0,0,78.26,0,0,28.4,0,0,2.87,125.85,0,65.98,0,0,4.13,119.87,18.07,0,0,0,0,0

65,16:00-16:15,0,329.71,27.04,6.27,11.23,31.3,19.25,0,0,142.71,43.81,8.3,51.43,18.19,144.64,402.98,0,0.96,0,0,47.81,34.78,72.21,24.42,0,0,14.06,0,57.26,192.49,0,0,0,0,1.19,3.95,17.78,0,0,1.72,28.28,0,12.12,13.9,0,0,0,0,0,0,0,0,0,0,0,0,0,78.26,0,0,28.4,0,0,2.87,125.85,0,65.98,0,0,4.13,119.87,18.07,0,0,0,0,0

66,16:15-16:30,0,384.56,27.04,6.27,11.23,31.3,19.25,0,0,142.71,43.81,8.3,51.43,18.19,144.64,402.98,0,0.96,0,0,47.81,34.78,72.21,24.42,0,0,14.06,0,57.26,192.49,0,0,0,0,1.19,3.95,17.78,0,0,1.72,28.28,0,12.12,13.9,0,0,0,0,0,0,0,0,0,0,0,0,0,78.26,0,0,28.4,0,0,2.87,125.85,0,65.98,0,0,4.13,119.87,18.07,0,0,0,0,0

67,16:30-16:45,0,384.56,40.56,6.27,22.45,31.3,19.25,0,0,142.71,43.81,8.3,49.2,18.19,144.64,402.98,0,0.96,0,0,47.81,34.78,72.21,24.42,0,0,14.06,0,57.26,192.49,0,0,0,0,1.19,3.95,17.78,0,0,1.72,28.28,0,24.24,13.9,1.86,0,0,0,0,0,0,0,0,0,0,0,0,78.26,0,0,28.4,0,0,2.87,125.85,0,65.98,0,0,18.9,119.87,18.07,0,0,0,0,0

68,16:45-17:00,10.54,400.12,40.56,6.27,22.45,31.3,19.25,0,0,142.71,43.81,8.3,49.2,18.19,144.64,402.98,0,0.96,0,0,47.81,34.78,72.21,24.42,0,0,14.06,0,57.26,298.34,0,0,0,0,1.19,3.95,17.78,0,0,1.72,28.28,0,24.24,13.9,3.96,0,0,0,0,0,0,0,0,0,0,0,0,78.26,0,0,28.4,0,0,2.87,125.85,0,65.98,0,0,18.9,119.87,18.07,0,0,0,0,0

69,17:00-17:15,10.54,400.12,40.56,12.55,22.45,46.97,19.25,0,0,142.71,43.81,8.3,49.2,18.19,144.64,402.98,0,0.96,0,0,50.39,34.78,72.21,24.42,0,0,17.51,0,57.26,298.34,0,0,0,0,1.19,5.31,21.3,0,0,1.72,34,0,24.24,16.67,4.2,0,0,0,0,0,0,0,0,0,0,0,0,78.26,0,0,28.4,0,0,2.87,125.85,0,65.98,0,0,18.9,119.87,18.07,0,0,0,0,0

70,17:15-17:30,10.54,400.12,40.56,12.55,22.45,46.97,19.25,0,0,142.71,43.81,8.3,49.2,18.19,144.64,402.98,0,0.96,0,0,50.39,34.78,79.86,24.42,0,0,17.51,0,57.26,310.85,0,0,0,0,1.03,5.31,21.3,0,0,1.72,34,0,36.37,16.67,6.01,0,0,0,0,0,0,0,0,0,0,0,0,78.26,0,0,28.4,0,0,3.17,125.85,0,65.98,0,0,18.9,119.87,18.07,0,0,0,0,0

71,17:30-17:45,10.54,434.77,40.56,18.82,22.45,46.97,19.25,0,0,142.71,43.81,8.3,49.2,18.19,144.64,402.98,0,0.96,0,0,50.39,34.78,91.62,24.42,0,0,17.51,0,57.26,339.78,0,0,0,0,1.6,5.31,26.63,0,0,1.72,42.81,0,36.37,20.82,9.23,0,0,0,0,0,0,0,0,0,0,0,0,78.26,0,0,28.4,0,0,3.64,125.85,0,65.98,0,0,18.9,119.87,18.07,0,0,0,0,0

72,17:45-18:00,10.54,482.88,40.56,18.82,22.45,46.97,19.25,0,0,142.71,43.81,8.3,49.2,18.19,144.64,402.98,0,0.96,0,0,50.39,34.78,91.62,24.42,0,0,17.51,0,57.26,455.32,0,0,0,0,1.6,5.31,26.63,0,0,1.72,42.35,0,36.37,20.82,9.23,0,0,0,0,0,0,0,0,0,0,0,0,78.26,0,0,28.4,0,0,3.64,125.85,0,65.98,0,0,18.9,119.87,18.07,0,0,0,0,0

73,18:00-18:15,10.54,502.04,40.56,18.82,33.71,46.97,19.25,0,0,142.71,43.81,8.3,49.2,18.19,144.64,402.98,0,0.96,0,0,50.39,34.78,91.62,24.42,0,0,17.51,0,57.26,300.08,0,0,0,0,1.64,5.31,26.63,0,0,1.72,42.35,0,36.37,20.82,9.23,0,0,0,0,0,0,0,0,0,0,0,0,78.26,0,0,28.4,0,0,3.64,125.85,0,65.98,0,0,18.9,119.87,18.07,0,0,0,0,0

74,18:15-18:30,21.06,502.04,40.56,18.82,33.71,46.97,19.25,0,0,142.71,43.81,8.3,49.2,18.19,144.64,402.98,0,0.96,0,0,50.39,34.78,91.62,24.42,0,0,17.51,0,57.26,375.14,0,0,0,0,1.64,5.31,26.63,0,0,1.72,42.35,0,36.37,20.82,9.23,0,0,0,0,0,0,0,0,0,0,0,0,78.26,0,0,28.4,0,0,3.64,125.85,0,65.98,0,0,23.62,119.87,28.93,0,0,0,0,0

75,18:30-18:45,42.13,502.04,40.56,18.82,33.71,48.17,19.25,0,0,142.71,43.81,8.35,49.2,19.33,144.64,402.98,0,0.96,0,0,47.81,37.11,106.5,24.42,0,0,17.51,0,57.96,402.89,0,22.3,0,0,1.64,5.31,26.63,0,0,1.72,42.35,0,36.37,20.82,9.23,0,0,0,0,0,0,0,0,0,0,0,0,78.26,0,0,28.4,0,0,4.17,125.85,0,65.98,0,0,57.58,108.4,39.77,0,0,0,0,0

76,18:45-19:00,42.13,502.04,40.56,18.82,33.71,48.17,19.25,0,0,142.71,43.81,8.35,49.2,19.33,144.64,402.98,0,0.96,0,0,47.81,37.11,106.5,24.42,0,0,17.51,0,57.96,402.89,0,22.3,0,0,1.64,5.31,26.63,0,0,1.72,42.35,0,36.37,20.82,9.23,0,0,0,0,0,0,0,0,0,0,0,0,78.26,0,0,28.4,0,0,4.17,125.85,0,65.98,0,0,57.58,108.4,39.77,0,0,0,0,0

77,19:00-19:15,42.13,525.15,40.56,18.82,33.71,48.17,19.25,0,0,142.71,43.81,8.35,38.58,19.33,144.64,402.98,0,0.96,0,0,47.81,37.11,106.5,24.42,0,0,17.51,0,57.96,402.89,0,22.3,0,0,1.64,5.31,26.63,0,0,1.72,42.35,0,36.37,20.82,9.23,0,0,0,0,0,0,0,0,0,0,0,0,78.26,0,0,28.4,0,0,4.17,125.85,0,65.98,0,0,57.58,107.44,39.77,0,0,0,0,0

78,19:15-19:30,42.13,547.28,40.56,18.82,33.71,48.17,19.25,0,0,142.71,43.81,8.35,38.58,19.33,144.64,402.98,0,0.96,0,0,47.81,37.11,106.5,24.42,0,0,17.51,0,57.96,402.89,0,22.3,0,0,1.64,5.31,26.63,0,0,1.72,42.35,0,36.37,20.82,9.23,0,0,0,0,0,0,0,0,0,0,0,0,78.26,0,0,28.4,0,0,4.17,125.85,0,65.98,0,0,57.58,108.4,28.93,0,0,0,0,0

79,19:30-19:45,42.13,576.35,40.56,18.82,33.71,48.17,19.25,0,0,142.71,43.81,8.35,38.58,19.33,144.64,402.98,0,0.96,0,0,47.81,34.78,106.5,24.42,0,0,17.51,0,57.96,402.89,0,22.3,0,0,1.64,5.31,26.63,0,0,0,42.35,0,36.37,20.82,9.23,0,0,0,0,0,0,0,0,0,0,0,0,78.26,0,0,28.4,0,0,4.17,125.85,0,65.98,0,0,57.58,102.63,28.93,0,0,0,0,0

80,19:45-20:00,42.13,593.67,40.56,18.82,33.71,48.17,19.25,0,0,142.71,43.81,8.35,38.58,19.33,144.64,402.98,0,0.96,0,0,47.81,34.78,106.5,24.42,0,0,17.51,0,57.96,402.89,0,22.3,0,0,1.64,5.31,26.63,0,0,0,42.35,0,36.37,20.82,9.23,0,0,0,0,0,0,0,0,0,0,0,0,78.26,0,0,28.4,0,0,4.17,125.85,0,65.98,0,0,57.58,102.63,28.93,0,0,0,0,0

81,20:00-20:15,42.13,572.5,40.56,18.82,33.71,48.17,19.25,0,0,142.71,43.81,8.35,51.43,19.33,144.64,402.98,0,0.96,0,0,47.81,34.78,106.5,24.42,0,0,17.51,0,57.96,402.89,0,22.3,0,0,1.64,5.31,26.63,0,0,0,42.35,0,36.37,20.82,9.23,0,0,0,0,0,0,0,0,0,0,0,0,78.26,0,0,28.4,0,0,4.17,125.85,0,65.98,0,0,57.58,118.03,28.93,0,0,0,0,0

82,20:15-20:30,42.13,529.2,40.56,18.82,33.71,48.17,19.25,0,0,142.71,43.81,8.35,51.43,19.33,144.64,402.98,0,0.96,0,0,47.81,34.78,106.5,24.42,0,0,17.51,0,57.96,402.89,0,22.3,0,0,1.64,5.31,26.63,0,0,0,42.35,0,36.37,20.82,9.23,0,0,0,0,0,0,0,0,0,0,0,0,78.26,0,0,28.4,0,0,4.17,125.85,0,65.98,0,0,57.58,102.63,28.93,0,0,0,0,0

83,20:30-20:45,42.13,557.47,40.56,12.55,33.71,46.97,19.25,0,0,142.71,43.81,8.35,51.43,18.19,144.64,402.98,0,0.96,0,0,47.81,34.78,106.5,24.42,0,0,17.51,0,57.26,402.89,0,10.04,0,0,1.64,5.31,26.63,0,0,0,42.35,0,36.37,20.82,9.23,0,0,0,0,0,0,0,0,0,0,0,0,78.26,0,0,28.4,0,0,4.17,125.85,0,65.98,0,0,11.08,102.63,21.69,0,0,0,0,0

84,20:45-21:00,21.06,593.67,40.56,12.55,33.71,46.97,19.25,0,0,142.71,43.81,8.35,51.43,18.19,144.64,402.98,0,0.96,0,0,47.81,34.78,106.5,24.42,0,0,17.51,0,57.26,402.89,0,10.04,0,0,1.64,5.31,26.63,0,0,0,42.35,0,36.37,20.82,9.23,0,0,0,0,0,0,0,0,0,0,0,0,78.26,0,0,28.4,0,0,4.17,125.85,0,65.98,0,0,8.85,119.87,21.69,0,0,0,0,0

85,21:00-21:15,21.06,583.09,40.56,12.55,33.71,46.97,19.25,0,0,142.71,43.81,8.35,49.2,18.19,144.64,402.98,0,0.96,0,0,47.81,34.78,106.5,24.42,0,0,17.51,0,57.26,402.89,0,10.04,0,0,1.64,5.31,26.63,0,0,0,42.35,0,36.37,20.82,9.23,0,0,0,0,0,0,0,0,0,0,0,0,78.26,0,0,28.4,0,0,4.17,125.85,0,65.98,0,0,8.85,119.87,21.69,0,0,0,0,0

86,21:15-21:30,21.06,586.94,40.56,12.55,33.71,46.97,19.25,0,0,142.71,43.81,8.35,49.2,18.19,144.64,402.98,0,0.96,0,0,47.81,34.78,106.5,24.42,0,0,17.51,0,57.26,402.89,0,20.06,0,0,1.64,5.31,26.63,0,0,0,42.35,0,36.37,20.82,9.23,0,0,0,0,0,0,0,0,0,0,0,0,78.26,0,0,28.4,0,0,4.17,125.85,0,65.98,0,0,11.08,119.87,21.69,0,0,0,0,0

87,21:30-21:45,42.13,551.33,40.56,18.82,33.71,48.17,19.25,0,0,142.71,43.81,8.35,49.2,19.33,144.64,402.98,0,0.96,0,0,47.81,34.78,106.5,24.42,0,0,17.51,0,57.96,402.89,0,33.45,0,0,1.64,5.31,26.63,0,0,0,42.35,0,36.37,20.82,9.23,0,0,0,0,0,0,0,0,0,0,0,0,78.26,0,0,28.4,0,0,4.17,125.85,0,65.98,0,0,57.58,119.87,28.93,0,0,0,0,0

88,21:45-22:00,42.13,561.92,40.56,18.82,33.71,48.17,19.25,0,0,142.71,43.81,8.35,49.2,19.33,144.64,402.98,0,0.96,0,0,47.81,34.78,106.5,24.42,0,0,17.51,0,57.96,402.89,0,33.45,0,0,1.64,5.31,26.63,0,0,0,42.35,0,36.37,20.82,9.23,0,0,0,0,0,0,0,0,0,0,0,0,78.26,0,0,28.4,0,0,4.17,125.85,0,65.98,0,0,57.58,119.87,28.93,0,0,0,0,0

89,22:00-22:15,42.13,565.77,40.56,18.82,33.71,48.17,19.25,0,0,142.71,43.81,8.35,49.2,19.33,144.64,402.98,0,0.96,0,0,47.81,35.1,106.5,24.42,0,0,17.51,0,57.96,402.89,0,33.45,0,0,1.64,5.31,26.63,0,0,0,42.35,0,36.37,20.82,9.23,0,0,0,0,0,0,0,0,0,0,0,0,78.26,0,0,28.4,0,0,4.17,125.85,0,65.98,0,0,57.58,119.87,28.93,0,0,0,0,0

90,22:15-22:30,42.13,588.86,40.56,18.82,33.71,48.17,19.25,0,0,142.71,43.81,8.35,49.2,19.33,144.64,402.98,0,0.96,0,0,47.81,35.1,106.5,24.42,0,0,17.51,0,57.96,402.89,0,33.45,0,0,1.64,5.31,26.63,0,0,0,42.35,0,36.37,20.82,9.23,0,0,0,0,0,0,0,0,0,0,0,0,78.26,0,0,28.4,0,0,4.17,125.85,0,65.98,0,0,57.58,119.87,28.93,0,0,0,0,0

91,22:30-22:45,21.06,580.2,40.56,18.82,33.71,46.97,19.25,0,0,142.71,43.81,8.3,49.2,18.19,144.64,402.98,0,0.96,0,0,47.81,35.1,106.5,24.42,0,0,17.51,0,57.26,402.89,0,20.06,0,0,1.64,5.31,26.63,0,0,0,42.35,0,36.37,20.82,9.23,0,0,0,0,0,0,0,0,0,0,0,0,78.26,0,0,28.4,0,0,4.17,125.85,0,65.98,0,0,32.49,119.87,21.69,0,0,0,0,0

92,22:45-23:00,10.54,578.27,40.56,18.82,33.71,46.97,19.25,0,0,142.71,43.81,8.3,49.2,18.19,144.64,402.98,0,0.96,0,0,47.81,35.1,106.5,24.42,0,0,17.51,0,57.26,422.13,0,10.04,0,0,1.64,5.31,26.63,0,0,0,42.35,0,36.37,20.82,9.23,0,0,0,0,0,0,0,0,0,0,0,0,78.26,0,0,28.4,0,0,4.17,125.85,0,65.98,0,0,32.49,119.87,21.69,0,0,0,0,0

93,23:00-23:15,10.54,565.77,40.56,18.82,33.71,46.97,19.25,0,0,142.71,43.81,8.3,49.2,18.19,144.64,402.98,0,0.96,0,0,47.81,35.1,106.5,24.42,0,0,17.51,0,57.26,422.13,0,10.04,0,0,1.64,5.31,26.63,0,0,0,42.35,0,36.37,20.82,9.23,0,0,0,0,0,0,0,0,0,0,0,0,78.26,0,0,28.4,0,0,4.17,125.85,0,65.98,0,0,32.49,119.87,21.69,0,0,0,0,0

94,23:15-23:30,10.54,563.84,40.56,18.82,33.71,46.97,19.25,0,0,142.71,43.81,8.3,49.2,18.19,144.64,402.98,0,0.96,0,0,47.81,35.1,106.5,24.42,0,0,17.51,0,57.26,422.13,0,10.04,0,0,1.64,5.31,26.63,0,0,0,42.35,0,36.37,20.82,9.23,0,0,0,0,0,0,0,0,0,0,0,0,78.26,0,0,28.4,0,0,4.17,125.85,0,65.98,0,0,32.49,119.87,21.69,0,0,0,0,0

95,23:30-23:45,10.54,550.37,40.56,18.82,33.71,46.97,19.25,0,0,142.71,43.81,8.3,39.15,18.19,144.64,402.98,0,0.96,0,0,47.81,35.1,106.5,24.42,0,0,17.51,0,57.26,422.13,0,10.04,0,0,1.64,5.31,26.63,0,0,0,42.35,0,36.37,20.82,9.23,0,0,0,0,0,0,0,0,0,0,0,0,78.26,0,0,28.4,0,0,4.17,125.85,0,65.98,0,0,32.49,108.4,21.69,0,0,0,0,0

96,23:45-24:00,10.54,522.46,40.56,18.82,33.71,46.97,19.25,0,0,142.71,43.81,8.3,39.15,18.19,144.64,402.98,0,0.96,0,0,47.81,35.1,106.5,24.42,0,0,17.51,0,57.26,422.13,0,10.04,0,0,1.64,5.31,26.63,0,0,0,42.35,0,36.37,20.82,9.23,0,0,0,0,0,0,0,0,0,0,0,0,78.26,0,0,28.4,0,0,4.17,125.85,0,65.98,0,0,32.49,108.4,21.69,0,0,0,0,0

