Block,Time,UNCHAHAR1,SINGRAULI,TANDA2,SEWA2,UNCHAHAR4,URI2,UNCHAHAR3,TEHRI,SINGRAULI_HYDRO,UNCHAHAR2,CHAMERA3,NJPC,KOLDAM,RIHAND2,DULHASTI,CHAMERA2,NAPP,RIHAND1,KISHANGANGA,PARBATI3,RAMPUR,DADRT2,DHAULIGNGA,KOTESHWR,RAPPC,RIHAND3,JHAJJAR,TANAKPUR,URI,RAPPB,BSIUL,SALAL,CHAMERA1,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,NNTPP,NTPL,RSTPSU1TO6,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,KUDGI,MAPS,NLCEXP,NLCIIST1,NLCIIST2,NLCTS2EXP,RSTPSU7,VALLURNTECL,SIMHST1,SIMHST2,TALST2,BRBCL,FSTPP I & II,TALA,KHSTPP-II,KHSTPP-I,SASAN
1,00:00-00:15,19.985,139.3125,0,0,0,32.41932,26.39091,51.912,1.03302,42.392196,9.67784,152.9405,0,118.125,16.4224,0,39.3024,92,0,0,0,686.779957,36.5917,15.9732,50.8869,123.665625,653.1525,12.4257,47.472,0,0,84.9422,42.66,0,30.951,0,33.123,0,39.456,0,39.456,0,0,0,40.95,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,17.514,27.93,147.515625,32.171,418.77

2,00:15-00:30,19.985,139.3125,0,0,0,32.41932,26.39091,40.068,1.03302,42.392196,19.35568,152.9405,0,118.125,16.4224,0,39.3024,92,0,0,0,686.779957,36.5917,15.9732,50.8869,123.665625,653.1525,12.4257,47.472,0,0,84.9422,42.66,0,30.951,0,33.123,0,39.456,0,39.456,0,0,0,40.95,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,17.514,27.93,147.515625,32.171,418.77

3,00:30-00:45,19.985,139.3125,0,0,0,32.41932,26.39091,40.068,1.03302,42.392196,29.41554,152.9405,0,118.125,16.4224,0,39.3024,92,0,0,0,686.779957,36.5917,15.9732,50.8869,123.665625,653.1525,12.4257,47.472,0,0,84.9422,42.66,0,30.951,0,33.123,0,39.456,0,39.456,0,0,0,40.95,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,17.514,27.93,147.515625,32.171,418.77

4,00:45-01:00,19.985,139.3125,0,0,0,32.41932,26.39091,40.068,1.03302,42.392196,29.41554,152.9405,0,118.125,16.4224,0,39.3024,92,0,0,0,686.779957,36.5917,15.9732,50.8869,123.665625,653.1525,12.4257,47.472,0,0,84.9422,42.66,0,30.951,0,33.123,0,39.456,0,39.456,0,0,0,40.95,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,17.514,27.93,147.515625,32.171,418.77

5,01:00-01:15,19.985,139.3125,0,0,0,31.897383,26.39091,40.068,1.03302,42.392196,29.41554,152.9405,0,118.125,16.4224,0,39.3024,92,0,0,0,686.779957,36.5917,15.9732,50.8869,123.665625,653.1525,12.4257,47.472,0,0,84.9422,42.66,0,30.951,0,33.123,0,39.456,0,39.456,0,0,0,40.95,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,17.514,27.93,147.515625,32.171,418.77

6,01:15-01:30,19.985,139.3125,0,0,0,31.897383,26.39091,40.068,1.03302,42.392196,29.41554,152.9405,0,118.125,16.4224,0,39.3024,92,0,0,0,686.779957,36.5917,15.9732,50.8869,123.665625,653.1525,12.4257,47.472,0,0,84.9422,42.66,0,30.951,0,33.123,0,39.456,0,39.456,0,0,0,40.95,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,17.514,27.93,147.515625,32.171,418.77

7,01:30-01:45,19.985,139.3125,0,0,0,31.897383,26.39091,26.712,1.03302,42.392196,0,152.9405,0,118.125,16.4224,0,39.3024,92,0,0,0,686.779957,36.5917,15.9732,50.8869,123.665625,653.1525,12.4257,47.472,0,0,84.9422,42.66,0,30.951,0,33.123,0,39.456,0,39.456,0,0,0,40.95,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,17.514,27.93,147.515625,32.171,418.77

