Time,Block,NR/2023/17919/C,WR/2023/17681/A,NR/2023/17496/F,NR/2023/17344/F,WR/2023/19090/A,NR/2023/17917/C,NR/2023/17165/A,NR/2023/17263/F,WR/2023/17681/A/II,NR/2023/17404/F,NR/2023/17402/F,NR/2023/14875/A,NR/2023/17918/C,NR/2023/17923/C,Total
6,01:15-01:30,4.060000,100.000000,6.770000,0.530000,0.000000,0,62.840000,179.140000,0.000000,20.400000,0.000000,76.880000,0.000000,0,450.62

7,01:30-01:45,4.060000,100.000000,6.770000,0.530000,0.000000,0,62.840000,179.140000,0.000000,20.400000,0.000000,76.880000,0.000000,0,450.62

8,01:45-02:00,4.060000,100.000000,6.770000,0.530000,0.000000,0,62.840000,179.140000,0.000000,20.400000,0.000000,76.880000,0.000000,0,450.62

9,02:00-02:15,4.060000,100.000000,6.770000,0.530000,0.000000,0,62.840000,179.140000,0.000000,20.400000,0.000000,76.880000,0.000000,0,450.62

10,02:15-02:30,4.060000,100.000000,6.770000,0.530000,0.000000,0,62.840000,179.140000,0.000000,20.400000,0.000000,76.880000,0.000000,0,450.62

11,02:30-02:45,4.060000,100.000000,6.770000,0.530000,0.000000,0,62.840000,179.140000,0.000000,20.400000,0.000000,76.880000,0.000000,0,450.62

12,02:45-03:00,4.060000,100.000000,6.770000,0.530000,0.000000,0,62.840000,179.140000,0.000000,20.400000,0.000000,76.880000,0.000000,0,450.62

13,03:00-03:15,4.060000,100.000000,6.770000,0.530000,0.000000,0,62.840000,179.140000,0.000000,20.400000,0.000000,76.880000,0.000000,0,450.62

14,03:15-03:30,4.060000,100.000000,6.770000,0.530000,0.000000,0,62.840000,179.140000,0.000000,20.400000,0.000000,76.880000,0.000000,0,450.62

15,03:30-03:45,4.060000,100.000000,6.770000,0.530000,0.000000,0,62.840000,179.140000,0.000000,20.400000,0.000000,76.880000,0.000000,0,450.62

16,03:45-04:00,4.060000,100.000000,6.770000,0.530000,0.000000,0,62.840000,179.140000,0.000000,20.400000,0.000000,76.880000,0.000000,0,450.62

17,04:00-04:15,4.060000,100.000000,6.770000,0.530000,0.000000,0,62.840000,179.140000,0.000000,20.400000,0.000000,76.880000,0.000000,0,450.62

18,04:15-04:30,4.060000,100.000000,6.770000,0.530000,0.000000,0,62.840000,179.140000,0.000000,20.400000,0.000000,76.880000,0.000000,0,450.62

19,04:30-04:45,4.060000,100.000000,6.770000,0.530000,0.000000,0,62.840000,179.140000,0.000000,20.400000,0.000000,76.880000,0.000000,0,450.62

20,04:45-05:00,4.060000,100.000000,6.770000,0.530000,0.000000,0,62.840000,179.140000,0.000000,20.400000,0.000000,76.880000,0.000000,0,450.62

21,05:00-05:15,4.060000,100.000000,6.770000,0.530000,0.000000,0,62.840000,179.140000,0.000000,20.400000,0.000000,76.880000,0.000000,0,450.62

22,05:15-05:30,4.060000,100.000000,6.770000,0.530000,0.000000,0,62.840000,179.140000,0.000000,20.400000,0.000000,76.880000,0.000000,0,450.62

23,05:30-05:45,4.060000,100.000000,6.770000,0.530000,0.000000,0,62.840000,179.140000,0.000000,20.400000,0.000000,76.880000,0.000000,0,450.62

24,05:45-06:00,4.060000,100.000000,6.770000,0.530000,0.000000,0,62.840000,179.140000,0.000000,20.400000,0.000000,76.880000,0.000000,0,450.62

25,06:00-06:15,4.060000,0.000000,6.770000,0.580000,0.000000,0,62.840000,0.000000,100.000000,20.400000,255.480000,0.000000,0.000000,0,450.13

26,06:15-06:30,4.060000,0.000000,6.770000,0.580000,0.000000,0,62.840000,0.000000,100.000000,20.400000,255.480000,0.000000,0.000000,0,450.13

27,06:30-06:45,4.060000,0.000000,6.770000,0.580000,0.000000,0,62.840000,0.000000,100.000000,20.400000,255.480000,0.000000,0.000000,0,450.13

28,06:45-07:00,4.060000,0.000000,6.770000,0.580000,0.000000,0,62.840000,0.000000,100.000000,20.400000,255.480000,0.000000,0.000000,0,450.13

29,07:00-07:15,3.970000,0.000000,6.770000,0.680000,0.000000,0.51,62.840000,0.000000,100.000000,20.400000,255.480000,0.000000,0.000000,0,450.65

30,07:15-07:30,3.970000,0.000000,6.770000,0.680000,0.000000,0.83,62.840000,0.000000,100.000000,20.400000,255.480000,0.000000,0.000000,0,450.97

31,07:30-07:45,3.970000,0.000000,6.770000,0.680000,0.000000,1.21,62.840000,0.000000,100.000000,20.400000,255.480000,0.000000,0.000000,0,451.35

32,07:45:08:00,3.970000,0.000000,6.770000,0.680000,0.000000,1.62,62.840000,0.000000,100.000000,20.400000,255.480000,0.000000,0.000000,0,451.76

33,08:00-08:15,3.970000,0.000000,6.770000,0.970000,0.000000,2.09,62.840000,0.000000,100.000000,20.400000,255.480000,0.000000,0.000000,0,452.52

34,08:15-08:30,3.970000,0.000000,6.770000,0.970000,0.000000,2.55,62.840000,0.000000,100.000000,20.400000,255.480000,0.000000,0.000000,0,452.98

35,08:30-08:45,3.970000,0.000000,6.770000,0.970000,0.000000,3.02,62.840000,0.000000,100.000000,20.400000,255.480000,0.000000,0.000000,0,453.45

36,08:45:09:00,3.970000,0.000000,6.770000,0.970000,0.000000,3.47,62.840000,0.000000,100.000000,20.400000,255.480000,0.000000,0.000000,0,453.9

37,09:00:09:15,3.970000,0.000000,6.770000,0.970000,0.000000,3.93,62.840000,0.000000,100.000000,20.400000,255.480000,0.000000,18.370000,24.17,496.9

38,09:15-09:30,3.970000,0.000000,6.770000,0.970000,0.000000,4.38,62.840000,0.000000,100.000000,20.400000,255.480000,0.000000,18.370000,24.17,497.35

39,09:30-09:45,3.970000,0.000000,6.770000,0.970000,0.000000,4.75,62.840000,0.000000,100.000000,20.400000,255.480000,0.000000,18.370000,24.17,497.72

40,09:45-10:00,3.970000,0.000000,6.770000,0.970000,0.000000,5.11,62.840000,0.000000,100.000000,20.400000,255.480000,0.000000,18.370000,24.17,498.08

41,10:00-10:15,3.970000,0.000000,6.770000,0.970000,0.000000,5.46,62.840000,0.000000,100.000000,20.400000,255.480000,0.000000,18.370000,24.17,498.43

42,10:15-10:30,3.970000,0.000000,6.770000,0.970000,0.000000,5.76,62.840000,0.000000,100.000000,20.400000,255.480000,0.000000,18.370000,24.17,498.73

43,10:30-10:45,3.970000,0.000000,6.770000,0.970000,0.000000,5.98,62.840000,0.000000,100.000000,20.400000,255.480000,0.000000,18.370000,24.17,498.95

44,10:45-11:00,3.970000,0.000000,6.770000,0.970000,0.000000,6.13,62.840000,0.000000,100.000000,20.400000,255.480000,0.000000,18.370000,24.17,499.1

45,11:00-11:15,3.970000,0.000000,6.770000,0.970000,0.000000,6.33,62.840000,0.000000,100.000000,20.400000,255.480000,0.000000,18.370000,24.17,499.3

46,11:15-11:30,3.970000,0.000000,6.770000,0.970000,0.000000,6.51,62.840000,0.000000,100.000000,20.400000,255.480000,0.000000,18.370000,24.17,499.48

47,11:30-11:45,3.970000,0.000000,6.770000,0.970000,0.000000,6.67,62.840000,0.000000,100.000000,20.400000,255.480000,0.000000,18.370000,24.17,499.64

48,11:45-12:00,3.970000,0.000000,6.770000,0.970000,0.000000,6.62,62.840000,0.000000,100.000000,20.400000,255.480000,0.000000,18.370000,24.17,499.59

49,12:00-12:15,3.970000,0.000000,6.770000,0.970000,0.000000,6.73,62.840000,0.000000,100.000000,20.400000,255.480000,0.000000,18.370000,24.17,499.7

50,12:15-12:30,3.970000,0.000000,6.770000,0.970000,0.000000,6.67,62.840000,0.000000,100.000000,20.400000,255.480000,0.000000,18.370000,24.17,499.64

51,12:30-12:45,3.970000,0.000000,6.770000,0.970000,0.000000,3.93,62.840000,0.000000,100.000000,20.400000,255.480000,0.000000,18.370000,24.17,496.9

52,12:45-13:00,3.970000,0.000000,6.770000,0.970000,0.000000,6.55,62.840000,0.000000,100.000000,20.400000,255.480000,0.000000,18.370000,24.17,499.52

53,13:00-13:15,3.970000,0.000000,6.770000,0.970000,0.000000,5.78,62.840000,0.000000,100.000000,20.400000,255.480000,0.000000,19.340000,24.17,499.72

54,13:15-13:30,3.970000,0.000000,6.770000,0.970000,0.000000,5.79,62.840000,0.000000,100.000000,20.400000,255.480000,0.000000,19.340000,24.17,499.73

55,13:30-13:45,3.970000,0.000000,6.770000,0.970000,0.000000,5.1,62.840000,0.000000,100.000000,20.400000,255.480000,0.000000,19.340000,24.17,499.04

56,13:45-14:00,3.970000,0.000000,6.770000,0.970000,0.000000,4.34,62.840000,0.000000,100.000000,20.400000,255.480000,0.000000,19.340000,24.17,498.28

57,14:00-14:15,3.970000,0.000000,6.770000,0.970000,0.000000,2.84,62.840000,0.000000,100.000000,20.400000,255.480000,0.000000,19.340000,24.17,496.78

58,14:15-14:30,3.970000,0.000000,6.770000,0.970000,0.000000,3.35,62.840000,0.000000,100.000000,20.400000,255.480000,0.000000,19.340000,24.17,497.29

59,14:30-14:45,3.970000,0.000000,6.770000,0.970000,0.000000,3.94,62.840000,0.000000,100.000000,20.400000,255.480000,0.000000,19.340000,24.17,497.88

60,14:45-15:00,3.970000,0.000000,6.770000,0.970000,0.000000,4.21,62.840000,0.000000,100.000000,20.400000,255.480000,0.000000,19.340000,24.17,498.15

61,15:00-15:15,3.970000,0.000000,6.770000,0.970000,0.000000,4.04,62.840000,0.000000,100.000000,20.400000,255.480000,0.000000,19.340000,24.17,497.98

62,15:15-15:30,3.970000,0.000000,6.770000,0.970000,0.000000,3.19,62.840000,0.000000,100.000000,20.400000,255.480000,0.000000,19.340000,24.17,497.13

63,15:30-15:45,3.970000,0.000000,6.770000,0.970000,0.000000,2.04,62.840000,0.000000,100.000000,20.400000,255.480000,0.000000,19.340000,24.17,495.98

64,15:45-16:00,3.970000,0.000000,6.770000,0.970000,0.000000,1.31,62.840000,0.000000,100.000000,20.400000,255.480000,0.000000,19.340000,24.17,495.25

65,16:00-16:15,3.970000,0.000000,6.770000,0.870000,0.000000,1.54,62.840000,0.000000,100.000000,20.400000,255.480000,0.000000,19.340000,24.17,495.38

66,16:15-16:30,3.970000,0.000000,6.770000,0.870000,0.000000,1.67,62.840000,0.000000,100.000000,20.400000,255.480000,0.000000,19.340000,24.17,495.51

67,16:30-16:45,3.970000,0.000000,6.770000,0.870000,0.000000,1.27,62.840000,0.000000,100.000000,20.400000,255.480000,0.000000,19.340000,24.17,495.11

68,16:45-17:00,3.970000,0.000000,6.770000,0.870000,0.000000,0.9,62.840000,0.000000,100.000000,20.400000,255.480000,0.000000,19.340000,24.17,494.74

69,17:00-17:15,4.060000,0.000000,6.770000,0.770000,0.000000,0.61,62.840000,0.000000,100.000000,20.400000,255.480000,0.000000,0.000000,0,450.93

70,17:15-17:30,4.060000,0.000000,6.770000,0.770000,0.000000,0.35,62.840000,0.000000,100.000000,20.400000,255.480000,0.000000,0.000000,0,450.67

71,17:30-17:45,4.060000,0.000000,6.770000,0.770000,0.000000,0.14,62.840000,0.000000,100.000000,20.400000,255.480000,0.000000,0.000000,0,450.46

72,17:45-18:00,4.060000,0.000000,6.770000,0.770000,0.000000,0,62.840000,0.000000,100.000000,20.400000,255.480000,0.000000,0.000000,0,450.32

73,18:00-18:15,4.060000,100.000000,6.770000,0.730000,100.000000,0,62.840000,0.000000,0.000000,20.400000,0.000000,0.000000,0.000000,0,294.8

74,18:15-18:30,4.060000,100.000000,6.770000,0.730000,100.000000,0,62.840000,0.000000,0.000000,20.400000,0.000000,0.000000,0.000000,0,294.8

75,18:30-18:45,4.060000,100.000000,6.770000,0.730000,100.000000,0,62.840000,0.000000,0.000000,20.400000,0.000000,0.000000,0.000000,0,294.8

76,18:45-19:00,4.060000,100.000000,6.770000,0.730000,100.000000,0,62.840000,0.000000,0.000000,20.400000,0.000000,0.000000,0.000000,0,294.8

77,19:00-19:15,4.160000,100.000000,6.770000,0.730000,100.000000,0,62.840000,0.000000,0.000000,20.400000,0.000000,0.000000,0.000000,0,294.9

78,19:15-19:30,4.160000,100.000000,6.770000,0.730000,100.000000,0,62.840000,0.000000,0.000000,20.400000,0.000000,0.000000,0.000000,0,294.9

79,19:30-19:45,4.160000,100.000000,6.770000,0.730000,100.000000,0,62.840000,0.000000,0.000000,20.400000,0.000000,0.000000,0.000000,0,294.9

80,19:45-20:00,4.160000,100.000000,6.770000,0.730000,100.000000,0,62.840000,0.000000,0.000000,20.400000,0.000000,0.000000,0.000000,0,294.9

81,20:00-20:15,4.160000,100.000000,6.770000,0.730000,100.000000,0,62.840000,0.000000,0.000000,20.400000,0.000000,0.000000,0.000000,0,294.9

82,20:15-20:30,4.160000,100.000000,6.770000,0.730000,100.000000,0,62.840000,0.000000,0.000000,20.400000,0.000000,0.000000,0.000000,0,294.9

83,20:30-20:45,4.160000,100.000000,6.770000,0.730000,100.000000,0,62.840000,0.000000,0.000000,20.400000,0.000000,0.000000,0.000000,0,294.9

84,20:45-21:00,4.160000,100.000000,6.770000,0.730000,100.000000,0,62.840000,0.000000,0.000000,20.400000,0.000000,0.000000,0.000000,0,294.9

85,21:00-21:15,4.060000,100.000000,6.770000,0.730000,100.000000,0,62.840000,0.000000,0.000000,20.400000,0.000000,0.000000,0.000000,0,294.8

86,21:15-21:30,4.060000,100.000000,6.770000,0.730000,100.000000,0,62.840000,0.000000,0.000000,20.400000,0.000000,0.000000,0.000000,0,294.8

87,21:30-21:45,4.060000,100.000000,6.770000,0.730000,100.000000,0,62.840000,0.000000,0.000000,20.400000,0.000000,0.000000,0.000000,0,294.8

88,21:45-22:00,4.060000,100.000000,6.770000,0.730000,100.000000,0,62.840000,0.000000,0.000000,20.400000,0.000000,0.000000,0.000000,0,294.8

89,22:00-22:15,4.060000,100.000000,6.770000,0.680000,100.000000,0,62.840000,179.140000,0.000000,20.400000,0.000000,76.880000,0.000000,0,550.77

90,22:15-22:30,4.060000,100.000000,6.770000,0.680000,100.000000,0,62.840000,179.140000,0.000000,20.400000,0.000000,76.880000,0.000000,0,550.77

91,22:30-22:45,4.060000,100.000000,6.770000,0.680000,100.000000,0,62.840000,179.140000,0.000000,20.400000,0.000000,76.880000,0.000000,0,550.77

92,22:45-23:00,4.060000,100.000000,6.770000,0.680000,100.000000,0,62.840000,179.140000,0.000000,20.400000,0.000000,76.880000,0.000000,0,550.77

93,23:00-23:15,4.060000,100.000000,6.770000,0.630000,100.000000,0,62.840000,179.140000,0.000000,20.400000,0.000000,76.880000,0.000000,0,550.72

94,23:15-23:30,4.060000,100.000000,6.770000,0.630000,100.000000,0,62.840000,179.140000,0.000000,20.400000,0.000000,76.880000,0.000000,0,550.72

95,23:30-23:45,4.060000,100.000000,6.770000,0.630000,100.000000,0,62.840000,179.140000,0.000000,20.400000,0.000000,76.880000,0.000000,0,550.72

96,23:45-24:00,4.060000,100.000000,6.770000,0.630000,100.000000,0,62.840000,179.140000,0.000000,20.400000,0.000000,76.880000,0.000000,0,550.72

