Block,Time,KKNP,KOTESHWR,KUDGI,NTPL,RIHAND1,SIMHST1,URI,DADRI_LF,KKNPPU2,NAPP,RIHAND2,UNCHAHAR1,URI2,ANTA_LF,CHAMERA1,CHAMERA2,KHSTPP-II,NJPC,NLCIIST1,NNTPP,RAPPB,RSTPSU7,SALAL,TALA,ANTA_RF,AURY_CRF,DADRI_GF,DHAULIGNGA,FSTPP I & II,KISHANGANGA,RAMPUR,RAPPC,RIHAND3,TALST2,UNCHAHAR3,ANTA_GF,AURY_GF,JHAJJAR,NLCEXP,PARBATI3,SASAN,SINGRAULI_HYDRO,TANAKPUR,VALLURNTECL,AURY_LF,DADRI_CRF,BRBCL,BSIUL,KGSU1AND2,UNCHAHAR2,UNCHAHAR4,DADRI_RF,DADRT2,DULHASTI,KHSTPP-I,MAPS,RSTPSU1TO6,SEWA2,TEHRI,TelanganaSTPP,CHAMERA3,KGSU3AND4,KOLDAM,NLCIIST2,NLCTS2EXP,SIMHST2,SINGRAULI,TANDA2,ANTA_CRF,AURY_RF
16,03:45-04:00,0,8.87,0,0,92,0,0.55,0,0,43.68,118.76,19.98,4.31,0,0,0,148.3,0,0,0,0,0,1.4,0,44.52,0,0,0,20.8,0,0,26.01,62.16,0,11.74,0,0,434.65,0,0,418.77,0.71,0,0,0,0,20,0,0,42.39,0,90.42,683.14,0,45.53,0,0,0,0,0,0,0,0,0,0,0,139.69,0,0,70.81

17,04:00-04:15,0,8.87,0,0,92,0,0.55,0,0,43.68,118.76,19.98,4.31,0,0,0,148.3,0,0,0,0,0,1.4,0,44.52,0,0,0,20.8,0,0,26.01,62.16,0,15.19,0,0,434.65,0,0,418.77,0.71,0,0,0,0,20,0,0,42.39,0,90.42,683.14,0,45.53,0,0,0,0,0,0,0,0,0,0,0,139.69,0,0,70.81

18,04:15-04:30,0,8.87,0,0,92,0,0.55,0,0,43.68,118.76,19.98,4.31,0,0,0,148.3,20.84,0,0,0,0,1.4,0,44.52,0,0,0,20.8,0,0,26.01,62.16,0,15.19,0,0,434.65,0,0,418.77,0.71,0,0,0,0,20,0,0,42.39,0,90.42,683.14,0,45.53,0,0,0,0,0,0,0,0,0,0,0,139.69,0,0,70.81

19,04:30-04:45,0,8.87,0,0,92,0,0.55,0,0,43.68,118.76,19.98,4.31,0,0,0,148.3,20.84,0,0,0,0,1.4,0,44.52,0,0,0,20.8,0,0,26.01,62.16,0,18.64,0,0,434.65,0,0,418.77,0.71,0,0,0,0,20,0,0,42.39,0,90.42,683.14,0,45.53,0,0,0,12.47,0,0,0,0,0,0,0,139.69,0,0,70.81

20,04:45-05:00,0,8.87,0,0,92,0,0.55,0,0,43.68,118.76,19.98,4.31,0,0,0,148.3,20.84,0,0,0,0,1.4,0,44.52,0,0,0,20.8,0,0,26.01,62.16,0,18.64,0,0,434.65,0,0,418.77,0.71,0,0,0,0,20,0,0,42.39,0,90.42,683.14,0,45.53,0,0,0,12.47,0,0,0,0,0,0,0,139.69,0,0,70.81

21,05:00-05:15,0,8.87,0,0,92,0,0.55,0,0,43.68,118.76,19.98,4.31,0,0,0,148.3,20.84,0,0,0,0,1.4,0,44.52,0,0,0,20.8,0,0,26.01,62.16,0,22.09,0,0,434.65,0,0,418.77,0.71,0,0,0,0,20,0,0,42.39,0,90.42,683.14,0,45.53,0,0,0,24.95,0,0,0,0,0,0,0,139.69,0,0,70.81

22,05:15-05:30,0,8.87,0,0,92,0,0.55,0,0,43.68,118.76,19.98,4.31,0,0,0,148.3,20.84,0,0,0,0,1.4,0,44.52,0,0,0,20.8,0,0,26.01,62.16,0,22.09,0,0,434.65,0,0,418.77,0.71,0,0,0,0,20,0,0,42.39,0,90.42,683.14,0,45.53,0,0,0,37.42,0,0,0,0,0,0,0,139.69,0,0,70.81

23,05:30-05:45,0,8.87,0,0,92,0,0.55,0,0,43.68,118.76,19.98,4.31,0,0,0,148.3,41.67,0,0,0,0,9.29,0,44.73,0,0,0,20.8,0,0,26.01,62.16,0,25.55,0,0,434.65,0,0,418.77,0.71,0,0,0,0,20,0,0,42.39,0,90.42,683.14,16.48,45.53,0,0,0,37.42,0,0,0,0,0,0,0,139.69,0,0,70.81

24,05:45-06:00,0,8.87,0,0,92,0,0.55,0,0,43.68,118.76,19.98,4.31,0,0,0,148.3,41.67,0,0,0,0,55.77,0,44.73,0,0,0,20.8,0,0,26.01,62.16,0,26.4,0,0,434.65,0,0,418.77,0.71,0,0,0,0,20,0,0,42.39,0,90.42,683.14,16.48,45.53,0,0,0,37.42,0,0,0,0,0,0,0,139.69,0,0,70.81

25,06:00-06:15,0,8.87,0,0,92,0,0.55,0,0,43.68,118.76,19.98,4.71,0,0,0,148.3,41.67,0,0,0,0,55.77,0,44.73,0,0,0,20.8,0,0,26.01,62.16,0,26.4,0,0,434.65,0,3.57,418.77,0.71,0,0,0,0,20,0,0,42.39,0,59.73,683.14,16.48,45.53,0,0,0,37.42,0,0,0,0,0,0,0,139.69,0,0,70.81

26,06:15-06:30,0,17.75,0,0,92,0,0.55,0,0,43.68,118.76,19.98,4.71,0,0,0,148.3,58.05,0,0,0,0,55.77,0,44.73,0,0,0,20.8,0,0,26.01,62.16,0,26.4,0,0,434.65,0,16.54,418.77,0.71,0,0,0,0,20,0,0,42.39,0,59.73,683.14,16.48,45.53,0,0,5.27,49.9,0,0,0,0,0,0,0,139.69,0,0,70.81

27,06:30-06:45,0,26.62,0,0,92,0,0.55,0,0,43.68,118.76,19.98,4.71,0,14.05,5.33,148.3,83.33,0,0,0,0,55.77,0,44.73,0,0,0,20.8,0,0,26.01,62.16,0,26.4,0,0,434.65,0,16.54,418.77,0.71,0,0,0,0,20,2.2,0,42.39,0,59.73,683.14,32.96,45.53,0,0,10.53,49.9,0,1.27,0,0,0,0,0,139.69,0,0,70.81

28,06:45-07:00,0,39.05,0,0,92,0,0.55,0,0,43.68,118.76,19.98,4.71,0,28.1,39.51,148.3,113.64,0,0,0,0,9.29,0,44.73,0,0,0,20.8,0,0,26.01,62.16,0,26.4,0,0,434.65,0,16.54,418.77,0.71,0,0,0,0,20,13.04,0,42.39,0,59.73,683.14,49.43,45.53,0,0,10.53,49.9,0,29.06,0,0,0,0,0,139.69,0,0,70.81

29,07:00-07:15,0,39.05,0,0,92,0,3.31,0,0,43.68,118.76,19.98,4.71,0,28.1,39.51,148.3,113.64,0,0,0,0,1.4,0,44.73,0,0,0,20.8,0,0,26.01,62.16,0,26.4,0,0,434.65,0,16.54,418.77,0.71,0,0,0,0,20,19.56,0,42.39,0,59.73,683.14,49.43,45.53,0,0,10.53,49.9,0,29.06,0,0,0,0,0,139.69,0,0,70.81

30,07:15-07:30,0,39.05,0,0,92,0,26.49,0,0,43.68,118.76,19.98,18.83,0,28.1,39.51,148.3,113.64,0,0,0,0,1.4,0,44.73,0,0,0,20.8,0,0,26.01,62.16,0,26.4,0,0,434.65,0,16.54,418.77,0.71,0,0,0,0,20,19.56,0,42.39,0,59.73,683.14,49.43,45.53,0,0,10.53,49.9,0,29.06,0,0,0,0,0,139.69,0,0,70.81

31,07:30-07:45,0,39.05,0,0,92,0,26.49,0,0,43.68,118.76,19.98,18.83,0,28.1,39.51,148.3,113.64,0,0,0,0,1.4,0,44.73,0,0,0,20.8,0,0,26.01,62.16,0,26.4,0,0,434.65,0,16.54,418.77,0.71,0,0,0,0,20,19.56,0,42.39,0,59.73,683.14,49.43,45.53,0,0,10.53,49.9,0,29.06,0,0,0,0,0,139.69,0,0,70.81

32,07:45-08:00,0,39.05,0,0,92,0,26.49,0,0,43.68,118.76,19.98,18.83,0,28.1,39.51,148.3,113.64,0,0,0,0,1.4,0,44.73,0,0,0,20.8,0,0,26.01,62.16,0,26.4,0,0,434.65,0,3.82,418.77,0.71,0,0,0,0,20,19.56,0,42.39,0,59.73,683.14,49.43,45.53,0,0,10.53,49.9,0,29.06,0,0,0,0,0,139.69,0,0,70.81

33,08:00-08:15,0,39.05,0,0,92,0,26.49,0,0,43.68,118.76,19.98,18.83,0,28.1,39.51,148.3,113.64,0,0,0,0,1.4,0,44.52,0,0,0,20.8,0,0,26.01,62.16,0,26.4,0,0,434.65,0,0,418.77,0.71,5.76,0,0,0,20,19.56,0,42.39,0,59.73,683.14,49.43,45.53,0,0,10.53,49.9,0,29.06,0,0,0,0,0,139.69,0,0,70.81

34,08:15-08:30,0,17.95,0,0,92,0,3.31,0,0,43.68,118.76,19.98,18.83,0,28.1,2.66,148.3,113.64,0,0,0,0,1.4,0,44.42,0,0,0,20.8,0,0,26.01,62.16,0,26.4,0,0,434.65,0,0,418.77,0.71,5.76,0,0,0,20,3.3,0,42.39,0,59.73,683.14,32.96,45.53,0,0,10.53,49.9,0,1.27,0,0,0,0,0,139.69,0,0,70.81

35,08:30-08:45,0,8.87,0,0,92,0,1.11,0,0,43.68,118.76,19.98,18.83,0,14.05,13.17,148.3,83.43,0,0,0,0,1.4,0,44.42,0,0,0,20.8,0,0,26.01,62.16,0,26.4,0,0,434.65,0,0,418.77,0.71,5.76,0,0,0,20,0,0,42.39,0,59.73,683.14,16.48,45.53,0,0,5.27,36.67,0,0,0,0,0,0,0,139.69,0,0,70.81

36,08:45-09:00,0,8.87,0,0,92,0,1.11,0,0,43.68,118.76,19.98,4.71,0,0,13.17,148.3,62.51,0,0,0,0,1.4,0,44.42,0,0,0,20.8,0,0,26.01,62.16,0,26.4,0,0,434.65,0,0,418.77,0.71,5.76,0,0,0,20,0,0,42.39,0,59.73,683.14,0,45.53,0,0,0,36.67,0,0,0,0,0,0,0,139.69,0,0,70.81

37,09:00-09:15,0,8.87,0,0,92,0,1.11,0,0,43.68,118.76,19.98,4.71,0,0,13.17,148.3,41.67,0,0,0,0,1.4,0,44.21,0,0,0,20.8,0,0,26.01,62.16,0,26.4,0,0,434.65,0,0,418.77,0.71,5.76,0,0,0,20,0,0,42.39,0,59.73,683.14,0,45.53,0,0,0,36.67,0,0,0,0,0,0,0,139.69,0,0,70.81

38,09:15-09:30,0,8.87,0,0,92,0,1.11,0,0,43.68,118.76,19.98,4.71,0,0,0,148.3,18.94,0,0,0,0,1.4,0,43.99,0,0,0,20.8,0,0,26.01,62.16,0,26.4,0,0,434.65,0,0,418.77,0.71,5.76,0,0,0,20,0,0,42.39,0,59.73,683.14,0,45.53,0,0,0,36.67,0,0,0,0,0,0,0,139.69,0,0,70.81

39,09:30-09:45,0,8.87,0,0,92,0,1.11,0,0,43.68,118.76,19.98,9.42,0,0,0,148.3,0,0,0,0,0,1.4,0,43.57,0,0,0,20.8,0,0,26.01,62.16,0,26.4,0,0,434.65,0,0,418.77,0.71,0,0,0,0,20,0,0,42.39,0,59.73,683.14,0,45.53,0,0,0,36.67,0,0,0,0,0,0,0,139.69,0,0,70.81

40,09:45-10:00,0,8.87,0,0,92,0,3.31,0,0,43.68,118.76,19.98,9.42,0,0,0,148.3,0,0,0,0,0,1.4,0,43.57,0,0,0,20.8,0,0,26.01,62.16,0,26.4,0,0,434.65,0,0,418.77,0.71,0,0,0,0,20,0,0,42.39,0,59.73,683.14,0,45.53,0,0,0,36.67,0,0,0,0,0,0,0,139.69,0,0,70.81

41,10:00-10:15,0,8.87,0,0,92,0,26.49,0,0,43.68,118.76,19.98,18.83,0,0,0,148.3,0,0,0,0,0,1.4,0,43.47,0,0,0,20.8,0,0,26.01,62.16,0,26.4,0,0,434.65,0,0,418.77,0.71,0,0,0,0,20,0,0,42.39,0,59.73,683.14,0,45.53,0,0,0,36.67,0,0,0,0,0,0,0,139.69,0,0,70.81

42,10:15-10:30,0,8.87,0,0,92,0,26.49,0,0,43.68,118.76,19.98,18.83,0,0,0,148.3,0,0,0,0,0,1.4,0,43.26,0,0,0,20.8,0,0,26.01,62.16,0,26.4,0,0,434.65,0,0,418.77,0.71,0,0,0,0,20,0,0,42.39,0,59.73,683.14,0,45.53,0,0,0,24.95,0,0,0,0,0,0,0,139.69,0,0,70.81

43,10:30-10:45,0,8.87,0,0,92,0,26.49,0,0,43.68,118.76,19.98,18.83,0,0,0,148.3,0,0,0,0,0,1.4,0,43.05,0,0,0,20.8,0,0,26.01,62.16,0,26.4,0,0,434.65,0,0,418.77,0.71,0,0,0,0,20,0,0,42.39,0,59.73,683.14,0,45.53,0,0,0,24.69,0,0,0,0,0,0,0,139.69,0,0,70.81

44,10:45-11:00,0,8.87,0,0,92,0,3.31,0,0,43.68,118.76,19.98,18.83,0,0,0,148.3,0,0,0,0,0,1.4,0,42.84,0,0,0,20.8,0,0,26.01,62.16,0,26.4,0,0,434.65,0,0,418.77,0.71,0,0,0,0,20,0,0,42.39,0,59.73,683.14,0,45.53,0,0,0,24.44,0,0,0,0,0,0,0,139.69,0,0,70.81

45,11:00-11:15,0,8.87,0,0,92,0,1.11,0,0,43.68,118.76,20.55,9.42,0,0,0,148.3,0,0,0,0,0,1.4,0,42.73,0,0,0,20.8,0,0,26.01,62.16,0,26.4,0,0,434.65,0,0,418.77,0.71,0,0,0,0,20,0,0,42.39,0,59.73,683.14,0,45.53,0,0,0,24.44,0,0,0,0,0,0,0,139.69,0,0,70.81

46,11:15-11:30,0,8.87,0,0,92,0,1.11,0,0,43.68,118.76,20.55,9.42,0,0,0,148.3,0,0,0,0,0,1.4,0,42.52,0,0,0,20.8,0,0,26.01,62.16,0,26.4,0,0,434.65,0,0,418.77,0.71,0,0,0,0,20,0,0,42.39,0,59.73,683.14,0,45.53,0,0,0,24.44,0,0,0,0,0,0,0,139.69,0,0,70.81

47,11:30-11:45,0,8.87,0,0,92,0,1.11,0,0,43.68,118.76,20.55,9.42,0,0,0,148.3,0,0,0,0,0,1.4,0,42.52,0,0,0,20.8,0,0,26.01,62.16,0,26.4,0,0,434.65,0,0,418.77,0.71,0,0,0,0,20,0,0,42.39,0,59.73,683.14,0,45.53,0,0,0,24.44,0,0,0,0,0,0,0,139.69,0,0,70.81

48,11:45-12:00,0,8.87,0,0,92,0,3.31,0,0,43.68,118.76,20.55,9.42,0,0,0,148.3,0,0,0,0,0,11.62,0,42.32,0,0,0,20.8,0,0,26.01,62.16,0,26.4,0,0,434.65,0,0,418.77,0.71,0,0,0,0,20,0,0,42.39,0,59.73,683.14,0,45.53,0,0,0,24.44,0,0,0,0,0,0,0,139.69,0,0,70.81

49,12:00-12:15,0,8.87,0,0,92,0,26.49,0,0,43.68,118.76,20.55,18.83,0,0,0,148.3,0,0,0,0,0,69.72,0,42.32,0,0,0,20.8,0,0,26.01,62.16,0,26.4,0,0,434.65,0,0,418.77,0.71,0,0,0,0,20,0,0,42.39,0,59.73,683.14,0,45.53,0,0,0,24.44,0,0,0,0,0,0,0,139.69,0,0,70.81

50,12:15-12:30,0,8.87,0,0,92,0,26.49,0,0,43.68,118.76,20.55,18.83,0,0,0,148.3,0,0,0,0,0,69.72,0,42,0,0,0,20.8,0,0,26.01,62.16,0,26.4,0,0,434.65,0,0,418.77,0.71,0,0,0,0,20,0,0,42.39,0,59.73,683.14,0,45.53,0,0,0,12.47,0,0,0,0,0,0,0,139.69,0,0,70.81

51,12:30-12:45,0,8.87,0,0,92,0,3.31,0,0,43.68,118.76,20.55,9.42,0,0,0,148.3,0,0,0,0,0,69.72,0,41.9,0,0,0,20.8,0,0,26.01,62.16,0,26.4,0,0,434.65,0,0,418.77,0.71,0,0,0,0,20,2.2,0,42.39,0,59.73,683.14,0,45.53,0,0,0,0,0,0,0,0,0,0,0,139.69,0,0,70.81

52,12:45-13:00,0,8.87,0,0,92,0,1.11,0,0,43.68,118.76,20.55,9.42,0,0,0,148.3,0,0,0,0,0,69.72,0,41.9,0,0,0,20.8,0,0,26.01,62.16,0,26.4,0,0,434.65,0,0,418.77,0.71,0,0,0,0,20,6.52,0,42.39,0,59.73,683.14,0,45.53,0,0,0,0,0,0,0,0,0,0,0,139.69,0,0,70.81

53,13:00-13:15,0,8.87,0,0,92,0,1.11,0,0,43.68,118.76,20.55,9.42,0,0,0,148.3,0,0,0,0,0,9.29,0,41.9,0,0,0,20.8,0,0,26.01,62.16,0,26.4,0,0,434.65,0,0,418.77,0.71,0,0,0,0,20,6.52,0,42.39,0,59.73,683.14,0,45.53,0,0,0,0,0,0,0,0,0,0,0,139.69,0,0,70.81

54,13:15-13:30,0,8.87,0,0,92,0,1.11,0,0,43.68,118.76,20.55,9.42,0,0,0,148.3,0,0,0,0,0,2.33,0,41.68,0,0,0,20.8,0,0,26.01,62.16,0,26.4,0,0,434.65,0,0,418.77,0.71,0,0,0,0,20,6.52,0,42.39,0,59.73,683.14,0,45.53,0,0,0,0,0,0,0,0,0,0,0,139.69,0,0,70.81

55,13:30-13:45,0,8.87,0,0,92,0,1.11,0,0,43.68,118.76,20.55,9.42,0,0,0,148.3,0,0,0,0,0,2.33,0,41.68,0,0,0,20.8,0,0,26.01,62.16,0,26.4,0,0,434.65,0,0,418.77,0.71,0,0,0,0,20,6.52,0,42.39,0,59.73,683.14,0,45.53,0,0,0,0,0,0,0,0,0,0,0,139.69,0,0,70.81

56,13:45-14:00,0,8.87,0,0,92,0,1.11,0,0,43.68,118.76,20.55,9.42,0,0,0,148.3,0,0,0,0,0,2.33,0,41.48,0,0,0,20.8,0,0,26.01,62.16,0,26.4,0,0,434.65,0,0,418.77,0.71,0,0,0,0,20,6.52,0,42.39,0,59.73,683.14,0,45.53,0,0,10.53,0,0,0,0,0,0,0,0,139.69,0,0,70.81

57,14:00-14:15,0,8.87,0,0,92,0,1.11,0,0,43.68,118.76,20.55,9.42,0,0,0,148.3,0,0,0,0,0,2.33,0,41.48,0,0,0,20.8,0,0,26.01,62.16,0,26.4,0,0,434.65,0,0,418.77,0.71,0,0,0,0,20,6.52,0,42.39,0,59.73,683.14,0,45.53,0,0,15.81,12.22,0,0,0,0,0,0,0,133.5,0,0,70.81

58,14:15-14:30,0,8.87,0,0,92,0,1.11,0,0,43.68,118.76,20.55,4.31,0,0,0,148.3,0,0,0,0,0,2.33,0,41.48,0,0,0,20.8,0,0,26.01,62.16,0,26.4,0,0,434.65,0,0,418.77,0.71,0,0,0,0,20,6.52,0,42.39,0,59.73,683.14,0,45.53,0,0,15.81,24.95,0,0,0,0,0,0,0,133.5,0,0,70.81

59,14:30-14:45,0,8.87,0,0,91.8,0,13.25,0,0,43.68,118.76,20.55,9.42,0,0,0,148.3,0,0,0,0,0,2.33,0,41.48,0,0,0,20.8,0,0,26.01,62.16,0,26.4,0,0,434.65,0,0,418.77,0.71,0,0,0,0,20,6.52,0,42.39,0,59.73,683.14,0,45.53,0,0,15.81,24.95,0,0,0,0,0,0,0,133.5,0,0,70.81

60,14:45-15:00,0,8.87,0,0,91.8,0,13.25,0,0,43.68,118.76,20.55,9.42,0,0,0,148.3,0,0,0,0,0,2.33,0,41.48,0,0,0,20.8,0,0,26.01,62.16,0,26.4,0,0,434.65,0,0,418.77,0.71,0,0,0,0,20,6.52,0,42.39,0,59.73,683.14,0,45.53,0,0,15.81,24.95,0,0,0,0,0,0,0,133.5,0,0,70.81

61,15:00-15:15,0,8.87,0,0,92,0,5.52,0,0,43.68,118.76,20.55,9.42,0,0,0,148.3,0,0,0,0,0,2.33,0,41.48,0,0,0,20.8,0,0,26.01,62.16,0,26.4,0,0,434.65,0,0,418.77,0.71,0,0,0,0,20,6.52,0,42.39,0,59.73,683.14,0,45.53,0,0,15.81,24.95,0,0,0,0,0,0,0,133.5,0,0,70.81

62,15:15-15:30,0,8.87,0,0,92,0,2.21,0,0,43.68,118.76,20.55,9.42,0,0,0,148.3,0,0,0,0,0,2.33,0,41.48,0,0,0,20.8,0,0,26.01,62.16,0,26.4,0,0,434.65,0,0,418.77,0.71,0,0,0,0,20,6.52,0,42.39,0,59.73,683.14,0,45.53,0,0,15.81,24.95,0,0,0,0,0,0,0,133.5,0,0,70.81

63,15:30-15:45,0,8.87,0,0,92,0,7.73,0,0,43.68,118.76,20.55,12.11,0,0,0,148.3,0,0,0,0,0,13.95,0,41.48,0,0,0,20.8,0,0,26.01,62.16,0,26.4,0,0,434.65,0,0,418.77,0.71,0,0,0,0,20,6.52,0,42.39,0,59.73,683.14,0,45.53,0,0,15.81,24.95,0,0,0,0,0,0,0,133.5,0,0,70.81

64,15:45-16:00,0,8.87,0,0,92,0,7.73,0,0,43.68,118.76,20.55,12.11,0,0,0,148.3,0,0,0,0,0,69.72,0,41.26,0,0,0,20.8,0,0,26.01,62.16,0,26.4,0,0,434.65,0,0,418.77,0.71,0,0,0,0,20,6.52,0,42.39,0,59.73,683.14,0,45.53,0,0,15.81,24.95,0,0,0,0,0,0,0,133.5,0,0,70.81

