Block,Time,AURY_GF,NAPP,KOTESHWR,AURY_CRF,ANTA_GF,DADRI_RF,RIHAND1,CHAMERA1,UNCHAHAR1,ANTA_LF,DADRI_LF,AURY_RF,TEHRI,BSIUL,SEWA2,SALAL,KISHANGANGA,DADRI_CRF,PARBATI3,DHAULIGNGA,SINGRAULI_HYDRO,UNCHAHAR2,TANDA2,KOLDAM,RIHAND3,URI2,TANAKPUR,CHAMERA2,URI,RAMPUR,NJPC,RAPPB,CHAMERA3,ANTA_CRF,JHAJJAR,DULHASTI,UNCHAHAR4,DADRI_GF,RAPPC,ANTA_RF,UNCHAHAR3,SINGRAULI,DADRT2,RIHAND2,AURY_LF,BRBCL,TALA,SASAN,KHSTPP-II,FSTPP I & II,KHSTPP-I,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,0.000000,20.597395,8.514603,0.000000,0.000000,0.000000,88.274000,0.000000,5.757000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.229878,0.000000,0.000000,0.000000,0.000000,0.679144,14.392500,0.000000,0.000000,118.657167,4.517518,0.000000,0.000000,2.118576,0.000000,0.000000,0.000000,0.000000,0.000000,340.622500,0.000000,0.000000,0.000000,52.113515,0.000000,10.554500,120.501206,337.744000,56.668070,0.000000,14.392497,0.000000,331.927031,82.152390,4.797500,19.839198,0,0,0,0,0

7,01:30-01:45,0.000000,20.597395,8.514603,0.000000,0.000000,0.000000,88.274000,0.000000,5.757000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.229878,0.000000,0.000000,0.000000,0.000000,0.679144,14.392500,0.000000,0.000000,118.657167,4.517518,0.000000,0.000000,2.118576,0.000000,0.000000,0.000000,0.000000,0.000000,340.622500,0.000000,0.000000,0.000000,52.113515,0.000000,10.554500,120.501206,337.744000,56.668070,0.000000,14.392497,0.000000,331.927031,67.759890,4.797500,19.839198,0,0,0,0,0

8,01:45-02:00,0.000000,20.597395,8.514603,0.000000,0.000000,0.000000,88.274000,0.000000,5.757000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.229878,0.000000,0.000000,0.000000,0.000000,0.679144,14.392500,0.000000,0.000000,118.657167,4.517518,0.000000,0.000000,2.118576,0.000000,0.000000,0.000000,0.000000,0.000000,340.622500,0.000000,0.000000,0.000000,52.113515,0.000000,10.554500,120.501206,337.744000,56.668070,0.000000,14.392497,0.000000,331.927031,67.759890,4.797500,19.839198,0,0,0,0,0

9,02:00-02:15,0.000000,20.597395,8.514603,0.000000,0.000000,0.000000,88.274000,0.000000,5.757000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.229878,0.000000,0.000000,0.000000,0.000000,0.679144,14.392500,0.000000,0.000000,118.657167,4.517518,0.000000,0.000000,25.422912,0.000000,0.000000,0.000000,0.000000,0.000000,340.622500,0.000000,0.000000,0.000000,52.113515,0.000000,10.554500,120.501206,337.744000,56.668070,0.000000,14.392497,0.000000,331.927031,66.205500,4.797500,14.392500,0,0,0,0,0

10,02:15-02:30,0.000000,20.597395,8.514603,0.000000,0.000000,0.000000,88.274000,0.000000,5.757000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.229878,0.000000,0.000000,0.000000,0.000000,0.679144,14.392500,0.000000,0.000000,118.657167,4.517518,0.000000,0.000000,25.422912,0.000000,0.000000,0.000000,0.000000,0.000000,340.622500,0.000000,0.000000,0.000000,52.113515,0.000000,10.554500,120.501206,337.744000,56.668070,0.000000,14.392497,0.000000,331.927031,68.124500,4.797500,14.392500,0,0,0,0,0

11,02:30-02:45,0.000000,20.597395,8.514603,0.000000,0.000000,0.000000,88.274000,0.000000,5.757000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.229878,0.000000,0.000000,0.000000,0.000000,0.679144,14.392500,0.000000,0.000000,118.657167,4.517518,0.000000,0.000000,4.237152,0.000000,0.000000,0.000000,0.000000,0.000000,340.622500,0.000000,0.000000,0.000000,52.113515,0.000000,10.554500,120.501206,337.744000,56.668070,0.000000,14.392497,0.000000,331.927031,64.286500,4.797500,14.392500,0,0,0,0,0

12,02:45-03:00,0.000000,20.597395,8.514603,0.000000,0.000000,0.000000,88.274000,0.000000,5.757000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.229878,0.000000,0.000000,0.000000,0.000000,0.679144,14.392500,0.000000,0.000000,118.657167,4.517518,0.000000,0.000000,2.118576,0.000000,0.000000,0.000000,0.000000,0.000000,340.622500,0.000000,0.000000,0.000000,52.113515,0.000000,10.554500,120.501206,337.744000,56.668070,0.000000,14.392497,0.000000,331.927031,69.084000,4.797500,14.392500,0,0,0,0,0

13,03:00-03:15,0.000000,20.597395,8.514603,0.000000,0.000000,0.000000,88.274000,0.000000,5.757000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.229878,0.000000,0.000000,0.000000,0.000000,0.679144,14.392500,0.000000,0.000000,118.657167,4.517518,0.000000,0.000000,2.118576,0.000000,0.000000,0.000000,0.000000,0.000000,340.622500,0.000000,0.000000,0.000000,52.113515,0.000000,10.554500,120.501206,337.744000,56.668070,0.000000,14.392497,0.000000,331.927031,45.096500,4.797500,14.392500,0,0,0,0,0

14,03:15-03:30,0.000000,20.597395,8.514603,0.000000,0.000000,0.000000,88.274000,0.000000,5.757000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.229878,0.000000,0.000000,0.000000,0.000000,0.679144,14.392500,0.000000,0.000000,118.657167,4.517518,0.000000,0.000000,2.118576,0.000000,0.000000,0.000000,0.000000,0.000000,340.622500,0.000000,0.000000,0.000000,52.113515,0.000000,10.554500,120.501206,337.744000,56.668070,0.000000,14.392497,0.000000,331.927031,45.096500,4.797500,14.392500,0,0,0,0,0

15,03:30-03:45,0.000000,20.597395,8.514603,0.000000,0.000000,0.000000,88.274000,0.000000,5.757000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.229878,0.000000,0.000000,0.000000,0.000000,0.679144,14.392500,0.000000,0.000000,118.657167,4.517518,0.000000,0.000000,2.118576,0.000000,0.000000,0.000000,0.000000,0.000000,340.622500,0.000000,0.000000,0.000000,52.113515,0.000000,10.554500,120.501206,337.744000,56.668070,0.000000,14.392497,0.000000,331.927031,45.096500,4.797500,14.392500,0,0,0,0,0

16,03:45-04:00,0.000000,20.597395,8.514603,0.000000,0.000000,0.000000,88.274000,0.000000,5.757000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.229878,0.000000,0.000000,0.000000,0.000000,0.679144,14.392500,0.000000,0.000000,118.657167,4.517518,0.000000,0.000000,2.118576,0.000000,0.000000,0.000000,0.000000,0.000000,340.622500,0.000000,0.000000,0.000000,52.113515,0.000000,10.554500,120.501206,337.744000,56.668070,0.000000,14.392497,0.000000,331.927031,45.096500,4.797500,14.392500,0,0,0,0,0

17,04:00-04:15,0.000000,20.597395,8.514603,0.000000,0.000000,0.000000,88.274000,0.000000,5.757000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.229878,0.000000,0.000000,0.000000,0.000000,0.679144,14.392500,0.000000,0.000000,118.657167,4.517518,0.368736,0.000000,2.118576,0.000000,0.000000,0.000000,0.000000,0.000000,340.622500,0.000000,0.000000,0.000000,52.113515,0.000000,10.554500,120.501206,337.744000,56.668070,0.000000,14.392497,0.000000,331.927031,74.522443,4.797500,14.392500,0,0,0,0,0

18,04:15-04:30,0.000000,20.597395,8.514603,0.000000,0.000000,0.000000,88.274000,0.000000,5.757000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.229878,0.000000,0.000000,0.000000,0.000000,0.679144,14.392500,0.000000,0.000000,118.657167,4.517518,0.368736,0.000000,2.118576,0.000000,0.000000,0.000000,0.000000,0.000000,340.622500,0.000000,0.000000,0.000000,52.113515,0.000000,10.554500,120.501206,337.744000,56.668070,0.000000,14.392497,0.000000,331.927031,83.751397,4.797500,14.392500,0,0,0,0,0

19,04:30-04:45,0.000000,20.597395,8.514603,0.000000,0.000000,0.000000,88.274000,0.000000,5.757000,0.000000,0.000000,0.000000,14.930780,0.000000,0.000000,12.264329,0.000000,0.000000,0.000000,0.000000,0.679144,14.392500,0.000000,0.000000,118.657167,4.517518,0.368736,0.000000,2.118576,0.000000,0.000000,0.000000,0.000000,0.000000,340.622500,0.000000,0.000000,0.000000,52.113515,0.000000,10.554500,120.501206,337.744000,56.668070,0.000000,14.392497,0.000000,331.927031,83.751397,4.797500,14.392500,0,0,0,0,0

20,04:45-05:00,0.000000,20.597395,8.514603,0.000000,0.000000,0.000000,88.274000,0.000000,5.757000,0.000000,0.000000,0.000000,14.930780,0.000000,0.000000,12.264329,0.000000,0.000000,0.000000,0.000000,0.679144,14.392500,0.000000,0.000000,118.657167,4.517518,0.368736,0.000000,2.118576,0.000000,0.000000,0.000000,0.000000,0.000000,340.622500,0.000000,0.000000,0.000000,52.113515,0.000000,10.554500,120.501206,337.744000,56.668070,0.000000,14.392497,0.000000,331.927031,83.751397,4.797500,14.392500,0,0,0,0,0

21,05:00-05:15,0.000000,20.597395,8.514603,0.000000,0.000000,0.000000,88.274000,0.000000,5.757000,0.000000,0.000000,0.000000,14.930780,0.000000,0.000000,12.264329,0.000000,0.000000,0.000000,0.000000,0.679144,14.392500,0.000000,0.000000,118.657167,4.517518,0.368736,0.000000,2.118576,0.000000,0.000000,0.000000,0.000000,0.000000,340.622500,0.000000,0.000000,0.000000,52.113515,0.000000,10.554500,120.501206,337.744000,56.668070,0.000000,14.392497,0.000000,331.927031,102.044312,4.797500,18.675733,0,0,0,0,0

22,05:15-05:30,0.000000,20.597395,8.514603,0.000000,0.000000,0.000000,88.274000,0.000000,5.757000,0.000000,0.000000,0.000000,29.861559,0.000000,0.000000,12.264329,0.000000,0.000000,0.000000,0.000000,0.679144,14.392500,0.000000,0.000000,118.657167,4.517518,0.368736,0.000000,2.118576,0.000000,0.000000,0.000000,0.000000,0.000000,340.622500,15.811458,0.000000,0.000000,52.113515,0.000000,10.554500,120.501206,337.744000,56.668070,0.000000,14.392497,0.000000,331.927031,106.414787,4.797500,19.839198,0,0,0,0,0

23,05:30-05:45,0.000000,20.597395,8.514603,0.000000,0.000000,0.000000,88.274000,0.000000,5.757000,0.000000,0.000000,0.000000,44.792338,0.000000,0.000000,12.264329,0.000000,0.000000,0.000000,0.000000,0.679144,14.392500,0.000000,0.000000,118.657167,4.517518,0.368736,0.000000,2.118576,0.000000,0.000000,0.000000,0.000000,0.000000,340.622500,31.622917,0.000000,0.000000,52.113515,0.000000,10.554500,120.501206,337.744000,56.668070,0.000000,14.392497,0.000000,331.927031,120.524041,4.797500,23.522910,0,0,0,0,0

24,05:45-06:00,0.000000,20.597395,8.514603,0.000000,0.000000,0.000000,88.274000,0.000000,5.680240,0.000000,0.000000,0.000000,44.792338,0.000000,0.000000,12.264329,0.000000,0.000000,0.000000,8.766027,0.679144,14.075865,0.000000,0.000000,118.657167,4.517518,0.368736,0.000000,2.118576,0.000000,18.172930,0.000000,0.000000,0.000000,340.622500,31.622917,0.000000,0.000000,52.113515,0.000000,10.362600,120.501206,337.744000,56.668070,0.000000,14.392497,0.000000,331.927031,120.781860,4.797500,23.522910,0,0,0,0,0

25,06:00-06:15,0.000000,20.597395,8.514603,0.000000,0.000000,0.000000,88.274000,7.959052,5.680240,0.000000,0.000000,0.000000,44.792338,0.000000,0.000000,2.452866,0.000000,0.000000,0.000000,17.532053,0.679144,35.139768,0.000000,0.000000,118.657167,4.517518,0.368736,3.197534,2.118576,0.000000,38.163153,0.000000,0.000000,0.000000,391.443725,31.622917,0.000000,0.000000,52.113515,0.000000,10.362600,120.501206,337.744000,56.668070,0.000000,14.392497,0.000000,331.927031,120.781860,12.519463,30.161871,0,0,0,0,0

26,06:15-06:30,0.000000,20.597395,8.514603,0.000000,0.000000,0.000000,88.274000,13.480361,8.377987,0.000000,0.000000,0.000000,44.792338,0.000000,1.534816,2.452866,0.000000,0.000000,0.000000,17.532053,0.679144,35.139768,0.000000,0.000000,118.657167,4.517518,0.368736,12.636653,2.118576,0.000000,54.518790,0.000000,0.000000,0.000000,468.312647,31.622917,0.000000,0.000000,52.113515,0.000000,17.870797,120.501206,404.909000,56.668070,0.000000,14.392497,0.000000,331.927031,120.781860,18.485786,33.389938,0,0,0,0,0

27,06:30-06:45,0.000000,20.597395,17.029206,0.000000,0.000000,0.000000,88.274000,26.530175,10.132320,0.000000,0.000000,0.000000,44.792338,1.055450,5.064893,6.689634,0.000000,0.000000,0.000000,17.532053,0.679144,40.673301,0.000000,0.000000,118.657167,4.517518,0.368736,12.636653,3.177864,0.000000,77.234952,0.000000,1.221827,0.000000,626.697521,31.622917,0.000000,0.000000,52.113515,0.000000,25.103614,120.501206,511.757865,56.668070,0.000000,14.392497,0.000000,331.927031,120.781860,19.890435,33.389938,0,0,0,0,0

28,06:45-07:00,0.000000,20.597395,25.543809,0.000000,0.000000,0.000000,88.274000,26.530175,10.132320,0.000000,0.000000,0.000000,44.792338,12.513415,5.064893,53.517072,0.000000,0.000000,3.664330,26.298080,0.679144,40.673301,0.000000,0.000000,118.657167,4.517518,0.368736,25.273307,34.956504,0.000000,104.494348,0.000000,27.885764,0.000000,626.697521,31.622917,0.000000,0.000000,52.113515,0.000000,25.321301,120.501206,533.826365,56.668070,0.000000,14.392497,0.000000,331.927031,120.781860,19.890435,33.389938,0,0,0,0,0

29,07:00-07:15,0.000000,20.597395,25.543809,0.000000,0.000000,0.000000,88.274000,26.530175,10.132320,0.000000,0.000000,0.000000,44.792338,12.513415,10.109323,53.517072,0.000000,0.000000,15.688220,26.298080,0.679144,40.673301,0.000000,0.000000,118.657167,4.517518,0.368736,25.273307,34.956504,0.000000,131.753742,0.000000,27.885764,0.000000,626.697521,31.622917,0.000000,0.000000,52.113515,0.000000,25.321301,120.501206,532.943529,56.668070,0.000000,14.392497,0.000000,331.927031,120.781860,19.890435,33.389938,0,0,0,0,0

30,07:15-07:30,0.000000,20.597395,25.543809,0.000000,0.000000,0.000000,88.274000,26.530175,10.132320,0.000000,0.000000,0.000000,44.792338,12.513415,10.109323,53.517072,0.000000,0.000000,15.688220,26.298080,0.679144,40.673301,0.000000,0.000000,118.657167,4.517518,0.368736,25.273307,4.766796,0.000000,134.661411,0.000000,27.885764,0.000000,626.697521,31.622917,0.000000,0.000000,52.113515,0.000000,25.321301,120.501206,588.561269,56.668070,0.000000,14.392497,0.000000,331.927031,120.781860,19.890435,33.389938,0,0,0,0,0

31,07:30-07:45,0.000000,20.597395,25.543809,0.000000,0.000000,0.000000,88.274000,13.480361,10.132320,0.000000,0.000000,0.000000,44.792338,12.513415,10.109323,53.517072,0.000000,0.000000,15.688220,17.532053,0.679144,40.673301,0.000000,0.000000,118.657167,4.517518,0.983296,25.273307,3.177864,0.000000,134.661411,0.000000,27.885764,0.000000,626.697521,31.622917,0.000000,0.000000,52.113515,0.000000,25.321301,120.501206,653.537218,56.668070,0.000000,14.392497,0.000000,331.927031,120.781860,19.890435,32.046638,0,0,0,0,0

32,07:45:08:00,0.000000,20.597395,25.543809,0.000000,0.000000,0.000000,88.274000,13.480361,10.132320,0.000000,0.000000,0.000000,44.792338,12.513415,10.109323,53.517072,0.000000,0.000000,15.688220,8.766027,0.679144,40.673301,0.000000,0.000000,118.657167,4.517518,0.983296,25.273307,3.177864,0.000000,134.661411,0.000000,27.885764,0.000000,626.697521,31.622917,0.000000,0.000000,52.113515,0.000000,25.321301,120.501206,655.174547,56.668070,0.000000,14.392497,0.000000,331.927031,120.781860,19.890435,32.046638,0,0,0,0,0

33,08:00-08:15,0.000000,20.597395,25.543809,0.000000,0.000000,0.000000,88.274000,8.338055,10.132320,0.000000,0.000000,0.000000,44.792338,12.513415,5.064893,53.517072,0.000000,0.000000,15.688220,0.000000,0.679144,40.673301,0.000000,0.000000,118.657167,4.517518,0.983296,25.273307,3.177864,0.000000,109.037580,0.000000,27.885764,0.000000,626.697521,31.622917,0.000000,0.000000,52.113515,0.000000,25.321301,120.501206,655.174547,56.668070,0.000000,14.392497,0.000000,331.927031,120.781860,19.890435,32.046638,0,0,0,0,0

34,08:15-08:30,0.000000,20.597395,17.029206,0.000000,0.000000,0.000000,88.274000,0.000000,10.132320,0.000000,0.000000,0.000000,44.792338,0.000000,5.064893,6.689634,0.000000,0.000000,3.664330,0.000000,0.679144,40.673301,0.000000,0.000000,118.657167,4.517518,0.983296,25.273307,3.177864,0.000000,89.774274,0.000000,1.221827,0.000000,626.697521,31.622917,0.000000,0.000000,52.113515,0.000000,25.321301,120.501206,655.174547,56.668070,0.000000,14.392497,0.000000,331.927031,120.781860,19.890435,32.046638,0,0,0,0,0

35,08:30-08:45,0.000000,20.597395,8.514603,0.000000,0.000000,0.000000,88.274000,0.000000,10.132320,0.000000,0.000000,0.000000,44.792338,0.000000,0.000000,2.229878,0.000000,0.000000,0.000000,0.000000,0.679144,40.673301,0.000000,0.000000,118.657167,4.517518,0.983296,25.273307,3.177864,0.000000,61.787962,0.000000,0.000000,0.000000,626.697521,31.622917,0.000000,0.000000,52.113515,0.000000,25.321301,120.501206,655.174547,56.668070,0.000000,14.392497,0.000000,331.927031,120.781860,19.890435,30.689608,0,0,0,0,0

36,08:45:09:00,0.000000,20.597395,8.514603,0.000000,0.000000,0.000000,88.274000,0.000000,10.132320,0.000000,0.000000,0.000000,44.792338,0.000000,0.000000,2.229878,0.000000,0.000000,0.000000,0.000000,0.679144,40.673301,0.000000,0.000000,118.657167,4.517518,0.983296,25.273307,3.177864,0.000000,32.711274,0.000000,0.000000,0.000000,626.697521,31.622917,0.000000,0.000000,52.113515,0.000000,25.321301,120.501206,655.174547,56.668070,0.000000,14.392497,0.000000,331.927031,120.781860,19.890435,30.689608,0,0,0,0,0

37,09:00:09:15,0.000000,20.597395,8.514603,0.000000,0.000000,0.000000,88.274000,0.000000,10.132320,0.000000,0.000000,0.000000,44.792338,0.000000,0.000000,2.229878,0.000000,0.000000,0.000000,0.000000,0.679144,40.673301,0.000000,0.000000,118.657167,4.517518,0.983296,25.273307,3.177864,0.000000,31.075710,0.000000,0.000000,0.000000,626.697521,15.811458,0.000000,0.000000,52.113515,0.000000,25.321301,120.501206,655.174547,56.668070,0.000000,14.392497,0.000000,331.927031,120.781860,19.890435,30.689608,0,0,0,0,0

38,09:15-09:30,0.000000,20.597395,8.514603,0.000000,0.000000,0.000000,88.274000,0.000000,10.132320,0.000000,0.000000,0.000000,29.861559,0.000000,0.000000,2.229878,0.000000,0.000000,0.000000,0.000000,0.679144,40.673301,0.000000,0.000000,118.657167,4.517518,0.983296,12.636653,3.177864,0.000000,17.627742,0.000000,0.000000,0.000000,626.697521,15.811458,0.000000,0.000000,52.113515,0.000000,25.321301,120.501206,655.174547,56.668070,0.000000,14.392497,0.000000,331.927031,120.781860,19.890435,30.689608,0,0,0,0,0

39,09:30-09:45,0.000000,20.597395,8.514603,0.000000,0.000000,0.000000,88.274000,0.000000,10.132320,0.000000,0.000000,0.000000,14.930780,0.000000,0.000000,2.229878,0.000000,0.000000,0.000000,0.000000,0.679144,40.673301,0.000000,0.000000,118.657167,4.517518,0.983296,0.000000,4.237152,0.000000,0.000000,0.000000,0.000000,0.000000,626.697521,15.811458,0.000000,0.000000,52.113515,0.000000,25.321301,120.501206,655.174547,56.668070,0.000000,14.392497,0.000000,331.927031,120.781860,19.890435,30.689608,0,0,0,0,0

40,09:45-10:00,0.000000,20.597395,8.514603,0.000000,0.000000,0.000000,88.274000,0.000000,10.132320,0.000000,0.000000,0.000000,14.930780,0.000000,0.000000,2.229878,0.000000,0.000000,0.000000,0.000000,0.679144,40.673301,0.000000,0.000000,118.657167,4.517518,0.983296,0.000000,34.956504,0.000000,0.000000,0.000000,0.000000,0.000000,626.697521,15.811458,0.000000,0.000000,52.113515,0.000000,25.321301,120.501206,655.174547,56.668070,0.000000,14.392497,0.000000,331.927031,120.781860,19.890435,30.689608,0,0,0,0,0

41,10:00-10:15,0.000000,20.597395,8.514603,0.000000,0.000000,0.000000,88.274000,0.000000,10.132320,0.000000,0.000000,0.000000,14.930780,0.000000,0.000000,2.229878,0.000000,0.000000,0.000000,0.000000,0.679144,40.673301,0.000000,0.000000,118.657167,8.002460,1.229120,0.000000,2.648220,0.000000,0.000000,0.000000,0.000000,0.000000,626.697521,15.811458,0.000000,0.000000,52.113515,0.000000,25.321301,120.501206,655.174547,56.668070,0.000000,14.392497,0.000000,331.927031,120.781860,19.890435,30.689608,0,0,0,0,0

42,10:15-10:30,0.000000,20.597395,8.514603,0.000000,0.000000,0.000000,88.274000,0.000000,10.132320,0.000000,0.000000,0.000000,14.930780,0.000000,0.000000,2.229878,0.000000,0.000000,0.000000,0.000000,0.679144,40.673301,0.000000,0.000000,118.657167,8.002460,1.229120,0.000000,2.118576,0.000000,0.000000,0.000000,0.000000,0.000000,626.697521,15.811458,0.000000,0.000000,52.113515,0.000000,25.321301,120.501206,655.174547,56.668070,0.000000,14.392497,0.000000,331.927031,120.781860,19.890435,30.689608,0,0,0,0,0

43,10:30-10:45,0.000000,20.597395,8.514603,0.000000,0.000000,0.000000,88.274000,0.000000,10.132320,0.000000,0.000000,0.000000,14.930780,0.000000,0.000000,2.229878,0.000000,0.000000,0.000000,0.000000,0.679144,40.673301,0.000000,0.000000,118.657167,8.002460,1.229120,0.000000,2.118576,0.000000,0.000000,0.000000,0.000000,0.000000,626.697521,0.000000,0.000000,0.000000,52.113515,0.000000,25.321301,120.501206,655.174547,56.668070,0.000000,14.392497,0.000000,331.927031,120.781860,19.890435,30.689608,0,0,0,0,0

44,10:45-11:00,0.000000,20.597395,8.514603,0.000000,0.000000,0.000000,88.274000,0.000000,10.132320,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.229878,0.000000,0.000000,0.000000,0.000000,0.679144,40.673301,0.000000,0.000000,118.657167,8.002460,1.229120,0.000000,2.118576,0.000000,0.000000,0.000000,0.000000,0.000000,626.697521,0.000000,0.000000,0.000000,52.113515,0.000000,25.321301,120.501206,655.174547,56.668070,0.000000,14.392497,0.000000,331.927031,120.781860,19.890435,30.689608,0,0,0,0,0

45,11:00-11:15,0.000000,20.597395,8.514603,0.000000,0.000000,0.000000,88.274000,0.000000,10.132320,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.229878,0.000000,0.000000,0.000000,0.000000,0.679144,40.673301,0.000000,0.000000,118.657167,8.002460,1.229120,0.000000,2.118576,0.000000,0.000000,0.000000,0.000000,0.000000,626.697521,0.000000,0.000000,0.000000,52.113515,0.000000,25.321301,120.501206,655.174547,56.668070,0.000000,14.392497,0.000000,331.927031,120.781860,19.890435,30.689608,0,0,0,0,0

46,11:15-11:30,0.000000,20.597395,8.514603,0.000000,0.000000,0.000000,88.274000,0.000000,10.132320,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.229878,0.000000,0.000000,0.000000,0.000000,0.679144,40.673301,0.000000,0.000000,118.657167,8.002460,1.229120,0.000000,2.118576,0.000000,0.000000,0.000000,0.000000,0.000000,626.697521,0.000000,0.000000,0.000000,52.113515,0.000000,25.321301,120.501206,655.462397,56.668070,0.000000,14.392497,0.000000,331.927031,120.781860,19.890435,30.689608,0,0,0,0,0

47,11:30-11:45,0.000000,20.597395,8.514603,0.000000,0.000000,0.000000,88.274000,0.000000,10.132320,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.229878,0.000000,0.000000,0.000000,0.000000,0.679144,40.673301,0.000000,0.000000,118.657167,4.517518,6.760157,0.000000,2.118576,0.000000,0.000000,0.000000,0.000000,0.000000,626.697521,0.000000,0.000000,0.000000,52.113515,0.000000,25.321301,120.501206,655.462397,56.668070,0.000000,14.392497,0.000000,331.927031,120.781860,19.890435,30.689608,0,0,0,0,0

