Block,Time,BRBCL,CHAMERA3,DHAULIGNGA,NLCTS2EXP,NNTPP,RAMPUR,SINGRAULI,TelanganaSTPP,UNCHAHAR1,URI2,ANTA_RF,AURY_RF,CHAMERA1,CHAMERA2,KGSU3AND4,KHSTPP-I,KKNP,KKNPPU2,NLCIIST1,NTPL,RIHAND2,RIHAND3,DADRT2,DULHASTI,KGSU1AND2,KUDGI,TALST2,UNCHAHAR2,URI,DADRI_LF,DADRI_RF,RAPPB,SASAN,SEWA2,TEHRI,ANTA_GF,JHAJJAR,KOLDAM,KOTESHWR,RAPPC,SIMHST2,TALA,TANAKPUR,AURY_CRF,BSIUL,NAPP,RSTPSU1TO6,SIMHST1,VALLURNTECL,ANTA_LF,KHSTPP-II,KISHANGANGA,MAPS,NJPC,RIHAND1,SINGRAULI_HYDRO,UNCHAHAR3,DADRI_CRF,DADRI_GF,FSTPP I & II,NLCEXP,NLCIIST2,PARBATI3,RSTPSU7,SALAL,TANDA2,UNCHAHAR4,ANTA_CRF,AURY_GF,AURY_LF
57,14:00-14:15,20.01,21.37,40.4,0,0,3.54,128.54,0,9.9,26.6,46.370000000000005,77.33,28.1,28.34,0,44.31,0,0,0,0,121.71,127.6,686.07,53.79,0,0,0,43.71,16.56,0,72.75999999999999,0,378,0,0,0,413.81,5.35,9.66,60.23,0,12.64,11.53,0,13.04,44.86,0,0,0,0,98.87,1.44,0,167.1,90.54,0,27.05,0,0,19.74,0,0,3.51,0,79.01,2.89,1.62,0,0,0

58,14:15-14:30,20.01,21.37,40.4,0,0,3.54,128.54,0,9.9,26.6,46.370000000000005,77.33,28.1,28.34,0,44.31,0,0,0,0,121.71,127.6,686.07,53.79,0,0,0,43.71,16.56,0,72.75999999999999,0,378,0,0,0,413.81,5.35,9.66,60.23,0,12.61,11.53,0,13.04,44.86,0,0,0,0,98.87,1.44,0,167.1,90.54,0,27.05,0,0,19.74,0,0,3.51,0,79.01,2.89,1.62,0,0,0

59,14:30-14:45,20.01,21.37,40.4,0,0,3.54,128.54,0,9.9,26.6,46.370000000000005,77.33,28.1,28.34,0,44.31,0,0,0,0,121.71,127.6,686.07,53.79,0,0,0,43.71,12.15,0,72.75999999999999,0,378,0,0,0,413.81,5.35,9.66,60.23,0,12.88,11.53,0,13.04,44.86,0,0,0,0,98.87,1.44,0,167.1,90.54,0,27.05,0,0,19.74,0,0,3.51,0,79.01,2.89,1.62,0,0,0

60,14:45-15:00,20.01,21.37,40.4,0,0,3.54,128.54,0,9.9,26.6,46.370000000000005,77.33,28.1,28.34,0,44.31,0,0,0,0,121.71,127.6,686.07,53.79,0,0,0,43.71,12.15,0,72.75999999999999,0,378,0,0,0,413.81,5.35,9.66,60.23,0,12.79,11.53,0,13.04,44.86,0,0,0,0,98.87,1.44,0,167.1,90.54,0,27.05,0,0,19.74,0,0,3.51,0,79.01,2.89,1.62,0,0,0

61,15:00-15:15,20.01,21.37,40.4,0,0,3.54,128.54,0,9.9,26.6,46.370000000000005,77.33,39.19,28.34,0,44.31,0,0,0,0,121.71,127.6,686.07,36.36,0,0,0,43.71,12.15,0,72.75999999999999,0,378,0,0,0,413.81,5.35,9.66,60.23,0,13.05,11.53,0,6.52,44.86,0,0,0,0,98.87,1.44,0,167.1,90.54,0,27.05,0,0,19.74,0,0,3.51,0,79.01,2.89,1.62,0,0,0

62,15:15-15:30,20.01,21.37,40.4,0,0,3.54,128.54,0,9.9,26.6,46.370000000000005,77.33,39.5,28.34,0,44.31,0,0,0,0,121.71,127.6,686.07,36.36,0,0,0,43.71,12.15,0,72.75999999999999,0,378,5.63,17,0,413.81,5.35,9.66,60.23,0,9.97,11.53,0,6.52,44.86,0,0,0,0,98.87,1.44,0,167.1,90.54,0,27.05,0,0,19.74,0,0,3.51,0,79.01,2.89,1.62,0,0,0

63,15:30-15:45,20.01,21.37,40.4,0,0,3.54,128.54,0,9.9,32.51,46.370000000000005,77.33,39.5,25.36,0,44.31,0,0,0,0,121.71,127.6,686.07,36.36,0,0,0,43.71,17.67,0,72.75999999999999,0,378,5.79,17,0,413.81,5.35,9.66,60.23,0,10.17,11.53,0,6.52,44.86,0,0,0,0,98.87,1.44,0,167.1,90.54,0,27.05,0,0,19.74,0,0,3.51,0,79.01,2.89,1.62,0,0,0

64,15:45-16:00,20.01,21.37,40.4,0,0,3.54,128.54,0,9.9,32.51,46.370000000000005,77.33,39.5,25.36,0,44.31,0,0,0,0,121.71,127.6,686.07,36.36,0,0,0,43.71,17.67,0,72.75999999999999,0,378,5.79,34.01,0,413.81,5.35,9.66,60.23,0,10.09,11.53,0,6.52,44.86,0,0,0,0,98.87,1.44,0,167.1,90.54,0,27.05,0,0,19.74,0,0,3.51,0,79.01,2.89,1.62,0,0,0

65,16:00-16:15,20.01,21.37,40.4,0,0,3.54,128.54,0,9.9,32.51,45.19,77.33,42.15,25.36,0,44.31,0,0,0,0,121.71,127.6,686.07,36.36,0,0,0,43.71,19.87,0,72.75999999999999,0,378,5.79,34.01,0,413.81,5.35,9.66,60.23,0,9.9,11.53,0,6.52,44.86,0,0,0,0,98.87,1.44,0,167.1,90.54,0,27.05,0,0,19.74,0,0,3.51,0,80.18,2.89,1.62,0,0,0

66,16:15-16:30,20.01,21.37,40.4,0,0,3.54,128.54,0,9.9,32.51,45.19,77.33,42.15,25.36,0,44.31,0,0,0,0,121.71,127.6,686.07,36.36,0,0,0,43.71,19.87,0,72.75999999999999,0,378,5.79,34.01,0,413.81,5.35,9.66,60.23,0,10.17,11.53,0,6.52,44.86,0,0,0,0,98.87,1.44,0,167.1,90.54,0,27.05,0,0,19.74,0,0,3.51,0,80.18,2.89,1.62,0,0,0

67,16:30-16:45,20.01,21.37,40.4,0,0,3.54,128.54,0,9.9,26.6,45.19,77.33,42.15,25.36,0,44.31,0,0,0,0,121.71,127.6,686.07,36.36,0,0,0,43.71,17.67,0,72.75999999999999,0,378,5.79,34.01,0,413.81,5.35,9.66,60.23,0,10.32,11.53,0,6.52,44.86,0,0,0,0,98.87,1.44,0,167.1,90.54,0,27.05,0,0,19.74,0,0,15.46,0,80.18,2.89,1.62,0,0,0

68,16:45-17:00,20.01,21.37,40.4,0,0,3.54,128.54,0,9.9,26.6,45.19,77.33,42.15,25.36,0,44.31,0,0,0,0,121.71,127.6,686.07,36.36,0,0,0,43.71,17.67,0,72.75999999999999,0,378,5.79,34.01,0,413.81,5.35,9.66,60.23,0,10.49,11.53,0,6.52,44.86,0,0,0,0,98.87,1.44,0,167.1,90.54,0,27.05,0,0,19.74,0,0,15.46,0,80.18,2.89,1.62,0,0,0

69,17:00-17:15,20.01,21.37,40.4,0,0,3.54,128.54,0,9.9,26.6,45.18,77.33,42.15,25.36,0,44.31,0,0,0,0,121.71,127.6,686.07,36.36,0,0,0,43.71,19.87,0,72.75999999999999,0,378,5.79,34.01,0,413.81,5.35,9.66,60.23,0,10.44,11.53,0,6.52,44.86,0,0,0,0,98.87,1.44,0,167.1,90.54,0,27.05,0,0,19.74,0,0,15.46,0,80.18,2.89,1.62,0,0,0

70,17:15-17:30,20.01,21.37,40.4,0,0,3.54,128.54,0,9.9,26.6,45.18,77.33,42.15,25.36,0,44.31,0,0,0,0,121.71,127.6,686.07,36.36,0,0,0,43.71,19.87,0,72.75999999999999,0,378,5.79,34.01,0,413.81,5.35,9.66,60.23,0,10.14,11.53,0,6.52,44.86,0,0,0,0,98.87,1.44,0,167.1,90.54,0,27.05,0,0,19.74,0,0,15.46,0,80.18,2.89,1.62,0,0,0

71,17:30-17:45,20.01,21.37,40.4,0,0,3.54,128.54,0,9.9,32.51,45.18,77.33,42.15,25.36,0,44.31,0,0,0,0,121.71,127.6,686.07,53.79,0,0,0,43.71,19.87,0,72.75999999999999,0,378,5.79,34.01,0,413.81,5.35,9.66,60.23,0,10.47,11.53,0,6.52,44.86,0,0,0,0,98.87,1.44,0,167.1,90.54,0,27.05,0,0,19.74,0,0,15.46,0,80.18,2.89,1.62,0,0,0

72,17:45-18:00,20.01,21.37,40.4,0,0,3.54,128.54,0,9.9,32.51,45.18,77.33,42.15,25.36,0,44.31,0,0,0,0,121.71,127.6,686.07,53.79,0,0,0,43.71,19.87,0,72.75999999999999,0,378,5.79,51.01,0,413.81,5.35,9.66,60.23,0,10.47,11.53,0,6.52,44.86,0,0,0,0,98.87,1.44,0,167.1,90.54,0,27.05,0,0,19.74,0,0,3.51,0,80.18,2.89,1.62,0,0,0

73,18:00-18:15,20,21.37,40.4,0,0,3.54,128.54,0,9.9,32.51,45.77,77.33,42.15,25.36,0,44.31,0,0,0,0,121.71,127.6,686.07,53.79,0,0,0,43.71,19.87,0,72.75999999999999,0,378,11.58,51.01,0,413.81,5.35,19.32,60.23,0,9.74,11.53,0,1.1,44.86,0,0,0,0,98.87,1.44,0,167.1,90.54,0,27.05,0,0,19.74,0,0,7.03,0,80.18,2.89,1.62,0,0,0

74,18:15-18:30,20,21.37,40.4,0,0,3.54,128.54,0,9.9,32.51,45.77,77.33,42.15,25.36,0,44.31,0,0,0,0,121.71,127.6,686.07,53.79,0,0,0,43.71,19.87,0,72.75999999999999,0,378,11.58,53.16,0,413.81,5.35,28.98,60.23,0,9.35,11.53,0,1.1,44.86,0,0,0,0,98.87,2.88,0,167.1,90.54,0,27.05,0,0,19.74,0,0,36.54,0,80.18,2.89,1.62,0,0,0

75,18:30-18:45,20,32.08,40.4,0,0,3.54,128.54,0,9.9,32.51,45.77,77.33,42.15,44.22,0,44.31,0,0,0,0,121.71,127.6,686.07,53.79,0,0,0,43.71,19.87,0,72.75999999999999,0,378,17.37,53.16,0,413.81,5.35,38.64,60.23,0,9.03,11.53,0,6.52,44.86,0,0,0,0,98.87,2.88,0,167.1,90.54,0,27.05,0,0,19.74,0,0,36.54,0,80.18,2.89,1.62,0,0,0

76,18:45-19:00,20,33.74,41.42,0,0,3.62,128.54,0,9.9,29.56,45.77,77.33,42.15,45.65,0,44.31,0,0,0,0,121.71,127.6,686.07,54.53,0,0,0,43.71,19.87,0,72.75999999999999,0,378,17.37,70.87,0,413.81,5.35,42.51,60.23,0,8.88,11.53,0,20.21,44.86,0,0,0,0,98.87,4.32,0,168.66,90.54,0,27.05,0,0,19.74,0,0,36.54,0,80.18,2.89,1.62,0,0,0

77,19:00-19:15,20,33.74,41.42,0,0,3.62,128.54,0,11.46,29.56,46.37,77.33,42.15,45.65,0,44.31,0,0,0,0,121.71,127.6,682.83,54.53,0,0,0,43.06,12.15,0,72.75999999999999,0,378,17.37,70.87,0,406.41,5.35,42.51,60.23,0,8.96,11.53,0,20.21,44.86,0,0,0,0,98.87,4.32,0,168.66,90.54,0,26.42,0,0,19.74,0,0,36.54,0,80.18,2.89,0,0,0,0

78,19:15-19:30,20,33.74,41.42,0,0,3.62,128.54,0,11.46,29.56,46.37,77.33,42.15,45.65,0,44.31,0,0,0,0,121.71,127.6,682.83,54.53,0,0,0,43.06,12.15,0,72.75999999999999,0,378,17.37,70.87,0,406.41,5.35,42.51,60.23,0,9.11,11.53,0,20.21,44.86,0,0,0,0,98.87,4.32,0,168.66,90.54,0,26.42,0,0,19.74,0,0,36.54,0,80.18,2.89,0,0,0,0

79,19:30-19:45,20,33.74,41.42,0,0,3.62,128.54,0,13.21,32.51,46.37,77.33,42.15,45.65,0,44.31,0,0,0,0,121.71,127.6,682.83,54.53,0,0,0,43.06,12.15,0,72.75999999999999,0,378,17.37,70.87,0,406.41,5.35,42.51,60.23,0,9.08,11.53,0,20.21,44.86,0,0,0,0,98.87,4.32,0,168.66,90.54,0,26.42,0,0,19.74,0,0,36.54,0,80.18,2.89,0,0,0,0

80,19:45-20:00,20,33.74,41.42,0,0,3.62,128.54,0,13.21,32.51,46.37,77.33,42.15,45.65,0,44.31,0,0,0,0,121.71,127.6,682.83,54.53,0,0,0,43.06,12.15,0,72.75999999999999,0,378,17.37,70.87,0,406.41,5.35,42.51,60.23,0,9.17,11.53,0,20.21,44.86,0,0,0,0,98.87,4.32,0,168.66,90.54,0,26.42,0,0,19.74,0,0,21.08,0,80.18,2.89,0,0,0,0

81,20:00-20:15,20,33.74,41.42,0,0,3.62,128.54,0,14.96,32.51,46.37,77.33,42.15,45.65,0,44.31,0,0,0,0,121.71,127.6,682.83,54.53,0,0,0,43.06,12.15,0,72.75999999999999,0,378,17.37,70.87,0,406.41,5.35,42.51,60.23,0,9.15,11.53,0,20.21,44.86,0,0,0,0,98.87,4.32,0,168.66,90.54,0,26.42,0,0,20.15,0,0,21.08,0,80.18,2.89,0,0,0,0

82,20:15-20:30,20,33.74,41.42,0,0,3.62,128.54,0,14.96,32.51,46.37,77.33,42.15,45.65,0,44.31,0,0,0,0,121.71,127.6,682.83,54.53,0,0,0,43.06,12.15,0,72.75999999999999,0,378,17.37,70.87,0,406.41,5.35,42.51,60.23,0,9.17,11.53,0,20.21,44.86,0,0,0,0,98.87,4.32,0,168.66,90.54,0,26.42,0,0,20.15,0,0,21.08,0,80.18,2.89,0,0,0,0

83,20:30-20:45,20,33.74,41.42,0,0,3.62,128.54,0,14.96,32.51,46.37,77.33,42.15,45.65,0,44.31,0,0,0,0,121.71,127.6,682.83,54.53,0,0,0,43.06,12.15,0,72.75999999999999,0,389.25,17.37,70.87,0,406.41,5.35,42.51,60.23,0,9.29,11.53,0,20.21,44.86,0,0,0,0,98.87,4.32,0,168.66,90.54,0,26.42,0,0,20.15,0,0,21.08,0,80.18,2.89,0,0,0,0

84,20:45-21:00,20,32.08,40.4,0,0,3.54,128.54,0,16.7,32.51,46.37,77.33,42.15,44.22,0,44.31,0,0,0,0,121.71,127.6,682.83,53.79,0,0,0,43.06,12.15,0,72.75999999999999,0,389.25,17.37,70.87,0,406.41,5.35,38.64,60.23,0,9.35,11.53,0,3.3,44.86,0,0,0,0,98.87,4.32,0,167.1,90.54,0,26.42,0,0,20.15,0,0,17.56,0,80.18,2.89,0,0,0,0

85,21:00-21:15,20,32.08,40.4,0,0,3.54,128.54,0,16.7,32.51,46.37,77.33,42.15,44.22,0,44.31,0,0,0,0,121.71,127.6,682.83,53.79,0,0,0,43.06,9.93,0,72.75999999999999,0,389.25,17.37,70.87,0,406.41,5.35,38.64,60.23,0,9.53,11.53,0,3.3,44.86,0,0,0,0,98.87,4.32,0,167.1,90.54,0,26.42,0,0,20.15,0,0,17.56,0,80.18,2.89,0,0,0,0

86,21:15-21:30,20,32.08,40.4,0,0,3.54,128.54,0,16.7,32.51,46.37,77.33,42.15,44.22,0,44.31,0,0,0,0,121.71,127.6,682.83,53.79,0,0,0,43.06,9.93,0,72.75999999999999,0,389.25,17.37,70.87,0,406.41,5.35,38.64,60.23,0,9.62,11.53,0,3.3,44.86,0,0,0,0,98.87,4.32,0,167.1,90.54,0,26.42,0,0,20.15,0,0,17.56,0,80.18,2.89,0,0,0,0

87,21:30-21:45,20,32.08,40.4,0,0,3.54,128.54,0,18.45,29.56,46.37,77.33,42.15,44.22,0,44.31,0,0,0,0,121.71,127.6,682.83,53.79,0,0,0,43.06,3.31,0,72.75999999999999,0,389.25,17.37,70.87,0,406.41,5.35,38.64,60.23,0,9.7,11.53,0,3.3,44.86,0,0,0,0,98.87,4.32,0,167.1,90.54,0,26.42,0,0,20.15,0,0,17.56,0,80.18,2.89,0,0,0,0

88,21:45-22:00,20,33.74,41.42,0,0,3.62,128.54,0,18.45,29.56,46.37,77.33,42.15,45.65,0,44.31,0,0,0,0,121.71,127.6,682.83,54.53,0,0,0,43.06,3.31,0,72.75999999999999,0,389.25,17.37,70.87,0,406.41,5.35,42.51,60.23,0,9.82,11.53,0,20.21,44.86,0,0,0,0,98.87,4.32,0,168.66,90.54,0,26.42,0,0,20.15,0,0,17.56,0,80.18,2.89,0,0,0,0

89,22:00-22:15,20,33.74,41.42,0,0,3.62,128.54,0,18.45,29.56,46.96,77.33,42.15,45.65,0,44.31,0,0,0,0,121.71,127.6,682.83,54.53,0,0,0,43.06,3.31,0,72.75999999999999,0,389.25,17.37,70.87,0,406.41,5.35,42.51,60.23,0,9.97,11.53,0,20.21,44.86,0,0,0,0,98.87,4.32,0,168.66,90.54,0,26.42,0,0,20.15,0,0,17.56,0,80.18,2.89,0,0,0,0

90,22:15-22:30,20,33.74,41.42,0,0,3.62,128.54,0,18.45,29.56,46.96,77.33,42.15,45.65,0,44.31,0,0,0,0,121.71,127.6,682.83,54.53,0,0,0,43.06,3.31,0,72.75999999999999,0,389.25,17.37,70.87,0,406.41,5.35,42.51,60.23,0,10.09,11.53,0,20.21,44.86,0,0,0,0,98.87,4.32,0,168.66,90.54,0,26.42,0,0,20.15,0,0,17.56,0,80.18,2.89,0,0,0,0

91,22:30-22:45,20,33.74,41.42,0,0,3.62,128.54,0,20.19,26.6,46.96,77.33,42.15,45.65,0,44.31,0,0,0,0,121.71,127.6,682.83,54.53,0,0,0,43.06,8.83,0,72.75999999999999,0,389.25,17.37,70.87,0,406.41,5.35,42.51,60.23,0,10.21,11.53,0,20.21,44.86,0,0,0,0,84.13,4.32,0,168.66,90.54,0,26.42,0,0,20.15,0,0,17.56,0,80.18,2.89,0,0,0,0

92,22:45-23:00,20,32.08,40.4,0,0,3.54,128.54,0,20.19,26.6,46.96,77.33,42.15,44.22,0,44.31,0,0,0,0,121.71,127.6,682.83,53.79,0,0,0,43.06,8.83,0,72.75999999999999,0,389.25,17.37,70.87,0,406.41,5.35,38.64,60.23,0,10.26,11.53,0,13.04,44.86,0,0,0,0,73.43,2.88,0,167.1,90.54,0,26.42,0,0,20.15,0,0,17.56,0,80.18,2.89,0,0,0,0

93,23:00-23:15,20,32.08,40.4,0,0,3.54,128.54,0,20.19,26.6,48.13,77.33,42.15,44.22,0,44.31,0,0,0,0,121.71,127.6,682.83,53.79,0,0,0,43.06,8.83,0,72.75999999999999,0,389.25,17.37,51.01,0,406.41,5.35,28.98,60.23,0,10.35,11.53,0,6.52,44.86,0,0,0,0,84.13,1.44,0,167.1,90.54,0,26.42,0,0,20.15,0,0,17.56,0,80.18,2.89,0,0,0,0

94,23:15-23:30,20,32.08,40.4,0,0,3.54,128.54,0,20.37,26.6,48.13,77.33,42.15,44.22,0,44.31,0,0,0,0,121.71,127.6,686.07,53.79,0,0,0,43.06,8.83,0,72.75999999999999,0,389.25,17.37,51.01,0,413.81,5.35,28.98,60.23,0,10.41,11.53,0,6.52,44.86,0,0,0,0,98.87,1.44,0,167.1,90.54,0,26.42,0,0,20.15,0,0,17.56,0,80.18,2.89,0,0,0,0

95,23:30-23:45,20,32.08,40.4,0,0,3.54,122.3,0,20.96,26.6,48.13,77.33,42.15,44.22,0,44.31,0,0,0,0,121.71,127.6,686.07,53.79,0,0,0,43.71,3.31,0,72.75999999999999,0,389.25,17.37,51.01,0,413.81,5.35,28.98,60.23,0,10.49,11.53,0,6.52,44.86,0,0,0,0,98.87,1.44,0,167.1,90.54,0,27.05,0,0,20.15,0,0,17.56,0,80.18,2.89,1.62,0,0,0

96,23:45-24:00,20,32.08,40.4,0,0,3.54,122.3,0,20.96,26.6,48.13,77.33,42.15,44.22,0,44.31,0,0,0,0,121.71,127.6,686.07,53.79,0,0,0,43.71,3.31,0,72.75999999999999,0,389.25,17.37,51.01,0,413.81,5.35,28.98,60.23,0,10.49,11.53,0,6.52,44.86,0,0,0,0,98.87,1.44,0,167.1,90.54,0,27.05,0,0,20.15,0,0,17.56,0,80.18,2.89,1.62,0,0,0

