Block,Time,NR/01102023/06022042/L_NR_2012_07,NR/01102023/19072037/LT-05,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/03112023/30112023/HPX-TAMDLY-011123-05147,WR/01102023/29112042/L_NR_2019_05,NR/01102023/31102037/L_NR_2019_11,WR/01102023/24112044/L_NR_2020_07,NR/01102023/14082046/L_NR_2021_16,NR/01102023/02122045/L_NR_2021_13,NR/01102023/23072042/L_NR_2012_04,SR/01102023/07102043/L_NR_2018_61,NR/01102023/08032047/L_NR_2021_14,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/22052037/LT-59,WR/01102023/16072048/L_NR_2022_08,NR/01102023/13082046/L_NR_2021_12,NR/01112023/30112023/HP-10,NR/01102023/15082037/GNA_NR_2012_01,L_NR_2019_19,NR/22102023/11042047/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,NR/01102023/05012040/L_NR_2020_02,NR/03112023/30112023/IEX-231101-05680,NR/30092023/31122025/SH-07,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/30092023/26122029/SH-06,WR/01102023/01102023/L_NR_2022_09,NR/01102023/02012046/L_NR_2021_17,NR/01102023/06022042/L_NR_2012_02,NR/22102023/11042047/L_NR_2021_16,WR/01102023/30052048/L_NR_2022_10,NR/30112023/30112023/HPX-TAMCTG-291123-05323,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_07),SR/01112023/30112023/KSEB_BYPL-NOV23,NR/21112023/30112023/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/01112023/30112023/HP-09,WR/01102023/01102023/L_NR_2020_06,NR/01102023/25072045/L_NR_2021_15,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_36,NR/26072023/25122043/L_NR_2023_10,NR/01102023/30042040/GNA_LT_35
68,16:45-17:00,86.960000,103.160000,25.070000,48.200000,2.55,1.530000,11.27,0,7.95,271.150000,6.41,9.75,0.000000,1.630000,11.27,39.73,176.100000,100.980000,5.969922,5,21,2.080000,48.200000,24.020000,7.45,24.020000,23.73,0,260.890000,10,23.73,0.000000,33.82,1,144.62,96.410000,0.000000,11.28,4,0.910000,0.930000,9,0.910000

69,17:00-17:15,86.960000,108.940000,25.070000,48.200000,1.22,1.690000,9.34,0,4.68,271.150000,6.41,1.67,0.000000,1.630000,9.25,23.38,176.100000,100.980000,2.761332,3,11,2.080000,48.200000,19.660000,5,30.850000,21.59,0,260.890000,7,21.59,24.620000,28.01,0,144.62,96.410000,0.000000,9.33,2,0.520000,0.530000,4,0.520000

70,17:15-17:30,86.960000,108.940000,26.030000,48.200000,0.58,1.690000,9.5,0,2.41,271.150000,6.41,0.33,0.000000,1.630000,9.47,12.04,176.100000,100.980000,0.68061,2,4,2.080000,48.200000,10.020000,1,30.850000,21.93,0,260.890000,3,21.93,24.620000,28.51,0,144.62,96.410000,0.000000,9.51,1,0.210000,0.210000,1,0.210000

71,17:30-17:45,86.960000,108.940000,26.030000,48.200000,0,1.690000,9.59,0,0.86,271.150000,6.41,0,0.000000,1.630000,9.62,4.33,176.100000,100.980000,0,0,1,2.080000,48.200000,0.000000,0,30.850000,20.01,0,260.890000,1,20.01,27.090000,28.76,0,144.62,96.410000,0.000000,9.58,0,0.020000,0.020000,0,0.020000

72,17:45-18:00,86.960000,108.940000,26.030000,48.200000,0,1.690000,9.67,0,0.08,271.150000,6.41,0,0.000000,1.630000,9.85,0.4,176.100000,100.980000,0,0,0,2.080000,48.200000,0.000000,0,30.850000,21.34,0,260.890000,0,21.34,27.090000,29.01,0,144.62,96.410000,0.000000,9.67,0,0.000000,0.000000,0,0.000000

73,18:00-18:15,86.960000,108.940000,26.030000,48.200000,0,1.690000,9.75,0,0,271.150000,6.41,0,0.000000,1.630000,8.23,0,98.350000,100.980000,0,0,0,2.040000,48.200000,0.000000,0,30.850000,16.42,0,260.890000,0,16.42,29.570000,29.26,0,144.62,96.410000,0.000000,9.76,0,0.000000,0.000000,0,0.000000

74,18:15-18:30,86.960000,108.940000,26.030000,48.200000,0,1.690000,9.83,0,0,271.150000,6.41,0,0.000000,1.630000,8.34,0,98.350000,100.980000,0,0,0,2.040000,48.200000,10.020000,0,30.850000,17.35,0,260.890000,0,17.35,29.570000,29.49,0,144.62,96.410000,0.000000,9.83,0,0.000000,0.000000,0,0.000000

75,18:30-18:45,86.960000,108.940000,26.030000,48.200000,0,1.690000,6.67,0,0,271.150000,6.41,0,0.000000,1.630000,8.64,0,98.350000,100.980000,0,0,0,2.040000,48.200000,20.440000,0,20.440000,18.37,0,260.890000,0,18.37,32.040000,20,0,144.62,96.410000,0.000000,6.66,0,0.000000,0.000000,0,0.000000

76,18:45-19:00,86.960000,108.940000,26.030000,48.200000,0,1.690000,6.67,0,0,271.150000,6.41,0,0.000000,1.630000,9.01,0,98.350000,100.980000,0,0,0,2.040000,48.200000,20.440000,0,20.440000,19.5,0,260.890000,0,19.5,32.040000,20,0,144.62,96.410000,0.000000,6.66,0,0.000000,0.000000,0,0.000000

77,19:00-19:15,86.960000,108.940000,26.030000,48.200000,0,1.610000,7.05,0,0,271.150000,6.41,0,0.000000,1.550000,7.34,0,98.350000,100.980000,0,0,0,2.040000,48.200000,24.030000,0,24.030000,21.09,0,260.890000,0,21.09,0.000000,21.16,0,144.62,96.410000,0.000000,7.06,0,0.000000,0.000000,0,0.000000

78,19:15-19:30,86.960000,108.940000,26.030000,48.200000,0,1.610000,7.61,0,0,271.150000,6.41,0,0.000000,1.550000,7.34,0,98.350000,100.980000,0,0,0,2.040000,48.200000,24.030000,0,24.030000,22.86,0,260.890000,0,22.86,0.000000,22.82,0,144.62,96.410000,0.000000,7.61,0,0.000000,0.000000,0,0.000000

79,19:30-19:45,86.960000,118.010000,26.030000,48.200000,0,1.610000,7.94,0,0,271.150000,6.41,0,0.000000,1.550000,7.34,0,98.350000,100.980000,0,0,0,2.040000,48.200000,25.670000,0,25.670000,32.3,0,260.890000,0,32.3,0.000000,23.83,0,144.62,96.410000,0.000000,7.94,0,0.000000,0.000000,0,0.000000

80,19:45-20:00,86.960000,118.010000,26.030000,48.200000,0,1.610000,8.27,0,0,271.150000,6.41,0,0.000000,1.550000,7.34,0,98.350000,100.980000,0,0,0,2.040000,48.200000,25.670000,0,25.670000,32.29,0,260.890000,0,32.29,0.000000,24.83,0,144.62,96.410000,0.000000,8.28,0,0.000000,0.000000,0,0.000000

81,20:00-20:15,86.960000,118.010000,25.070000,48.200000,0,1.610000,8.72,0,0,271.150000,6.41,0,0.000000,1.480000,7.34,0,98.350000,100.980000,0,0,0,2.040000,48.200000,25.670000,0,25.670000,31.22,0,260.890000,0,31.22,0.000000,26.16,0,144.62,96.410000,0.000000,8.72,0,0.000000,0.000000,0,0.000000

82,20:15-20:30,86.960000,118.010000,25.070000,48.200000,0,1.610000,9.11,0,0,271.150000,6.41,0,0.000000,1.480000,7.34,0,98.350000,100.980000,0,0,0,2.040000,48.200000,25.670000,0,25.670000,31.01,0,260.890000,0,31.01,0.000000,27.33,0,144.62,96.410000,0.000000,9.1,0,0.000000,0.000000,0,0.000000

83,20:30-20:45,86.960000,118.010000,25.070000,48.200000,0,1.610000,10.44,0,0,271.150000,6.41,0,0.000000,1.480000,8.2,0,98.350000,100.980000,0,0,0,2.040000,48.200000,25.670000,0,25.670000,36.34,0,260.890000,0,36.34,0.000000,31.33,0,144.62,96.410000,0.000000,10.44,0,0.000000,0.000000,0,0.000000

84,20:45-21:00,86.960000,96.410000,25.070000,48.200000,0,1.610000,10.19,0,0,271.150000,6.41,0,0.000000,1.480000,8.27,0,98.350000,100.980000,0,0,0,2.040000,48.200000,25.670000,0,25.670000,35.33,0,260.890000,0,35.33,0.000000,30.58,0,144.62,96.410000,0.000000,10.19,0,0.000000,0.000000,0,0.000000

85,21:00-21:15,86.960000,71.730000,25.070000,48.200000,0,1.530000,14.89,0,0,271.150000,6.41,0,0.000000,1.480000,10.21,0,98.350000,100.980000,0,0,0,2.000000,48.200000,25.670000,0,25.670000,40.5,0,260.890000,0,40.5,0.000000,44.67,0,144.62,96.410000,0.000000,14.9,0,0.000000,0.000000,0,0.000000

86,21:15-21:30,68.000000,71.730000,25.070000,48.200000,0,1.530000,14.87,0,0,271.150000,6.41,0,0.000000,1.480000,9.71,0,98.350000,100.980000,0,0,0,2.000000,48.200000,25.670000,0,25.670000,38.81,0,260.890000,0,38.81,0.000000,44.6,0,144.62,96.410000,0.000000,14.87,0,0.000000,0.000000,0,0.000000

87,21:30-21:45,68.000000,71.730000,25.070000,48.200000,0,1.530000,14.46,0,0,271.150000,6.41,0,0.000000,1.480000,11.55,0,98.350000,100.980000,0,0,0,2.000000,48.200000,25.670000,0,25.670000,42.81,0,260.890000,0,42.81,0.000000,43.37,0,144.62,96.410000,0.000000,14.44,0,0.000000,0.000000,0,0.000000

88,21:45-22:00,68.000000,71.730000,25.070000,48.200000,0,1.530000,13.78,0,0,271.150000,6.41,0,0.000000,1.480000,11.51,0,98.350000,100.980000,0,0,0,2.000000,48.200000,25.670000,0,25.670000,40.77,0,260.890000,0,40.77,0.000000,41.33,0,144.62,96.410000,0.000000,13.77,0,0.000000,0.000000,0,0.000000

89,22:00-22:15,68.000000,71.730000,24.100000,48.200000,0,1.530000,13.05,0,0,271.150000,6.41,0,0.000000,1.400000,11.1,0,98.350000,100.980000,0,0,0,2.000000,48.200000,26.020000,0,26.020000,39.1,0,260.890000,0,39.1,0.000000,39.15,0,144.62,96.410000,76.640000,13.04,0,0.000000,0.000000,0,0.000000

90,22:15-22:30,68.000000,71.730000,24.100000,48.200000,0,1.530000,12.63,0,0,271.150000,6.41,0,0.000000,1.400000,10.42,0,98.350000,100.980000,0,0,0,2.000000,48.200000,26.020000,0,26.020000,37.35,0,234.190000,0,37.35,0.000000,37.88,0,144.62,96.410000,76.640000,12.62,0,0.000000,0.000000,0,0.000000

91,22:30-22:45,68.000000,71.730000,24.100000,48.200000,0,1.530000,12.33,0,0,271.150000,9.13,0,0.000000,1.400000,9.55,0,98.350000,100.980000,0,0,0,2.000000,48.200000,26.020000,0,26.020000,36.05,0,219.730000,0,36.05,0.000000,36.98,0,144.62,96.410000,76.640000,12.32,0,0.000000,0.000000,0,0.000000

92,22:45-23:00,68.000000,71.730000,24.100000,48.200000,0,1.530000,12.2,0,0,271.150000,8.81,0,0.000000,1.400000,8.55,0,98.350000,100.980000,0,0,0,2.000000,48.200000,26.020000,0,26.020000,35.09,0,210.090000,0,35.09,0.000000,36.6,0,144.62,96.410000,76.640000,12.2,0,0.000000,0.000000,0,0.000000

93,23:00-23:15,68.000000,71.730000,24.100000,48.200000,0,1.530000,12.11,0,0,271.150000,8.61,0,0.000000,1.400000,7.84,0,98.350000,81.950000,0,0,0,2.000000,48.200000,26.020000,0,26.020000,34.58,0,210.090000,0,34.58,0.000000,36.35,0,144.62,96.410000,76.640000,12.12,0,0.000000,0.000000,0,0.000000

94,23:15-23:30,68.000000,71.730000,24.100000,48.200000,0,1.530000,12.03,0,0,271.150000,8.41,0,0.000000,1.400000,7.75,0,98.350000,69.420000,0,0,0,2.000000,48.200000,26.020000,0,26.020000,34.26,0,210.090000,0,34.26,0.000000,36.1,0,144.62,96.410000,76.640000,12.05,0,0.000000,0.000000,0,0.000000

95,23:30-23:45,55.200000,71.730000,24.100000,48.200000,0,1.530000,11.93,0,0,271.150000,8.41,0,0.000000,1.400000,7.64,0,98.350000,46.470000,0,0,0,2.000000,48.200000,26.020000,0,26.020000,34.69,0,210.090000,0,34.69,0.000000,35.78,0,144.62,96.410000,76.640000,11.93,0,0.000000,0.000000,0,0.000000

96,23:45-24:00,55.200000,71.730000,24.100000,48.200000,0,1.530000,11.85,0,0,231.380000,8.41,0,0.000000,1.400000,7.53,0,98.350000,46.470000,0,0,0,2.000000,48.200000,26.020000,0,26.020000,34.66,0,210.090000,0,34.66,0.000000,35.56,0,144.62,96.410000,76.640000,11.86,0,0.000000,0.000000,0,0.000000

