Column1,Time,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_16,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,WR/01102023/01102023/L_NR_2020_06,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2022_09,GNARE/NR/2024/12/20/3668,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,GNARE/SR/2025/01/13/4532,NR/01102023/30042040/GNA_LT_35,NR/01102023/30042040/GNA_LT_36,NR/01102023/22052037/LT-59,GNA/NR/2025/07/16/7255,NR/01102023/31052040/LT-31,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/07/01/2786,NR/30092023/31122025/SH-07,GNA/NR/2025/07/16/5917,NR/01102023/06022042/L_NR_2012_07,NR/30092023/26122029/SH-06,GNA/NR/2025/07/01/8128,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/07/01/8139,GNA/NR/2025/07/01/3109,GNA/NR/2025/07/01/1044,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/07/01/2952,GNA/NR/2025/06/07/5932,NR/01102023/19072037/LT-05,NR/01102023/31102037/L_NR_2019_11,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/07/01/8154,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/07/01/2997,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/07/01/1192
75,18:30-18:45,9.52,0,3,2,3,2,1,21.37,1.9,0,0,65.23,3.45,0,21.37,65.22,64.1,31.67,44.02,0,0,10.47,163.44,0,8.1,43.7,23.5,81.72,86.72,29.5,12.64,0,134.84,0,0,26.24,8.51,-0,115.33,10.73,13.16,20.74,270.39,0,100.16,0

76,18:45-19:00,4.5,0,2,1,2,1,1,20.12,0.9,0,0,62.97,2.5,0,20.12,62.96,60.38,32,44.02,0,0,10.47,163.44,0,8.1,43.7,23.5,81.72,86.72,29.5,12.64,0,134.84,0,0,26.24,8.51,-0,115.33,10.73,13.16,20.74,270.39,0,100.16,0

77,19:00-19:15,0.01,0,1,0,1,0,0,30.83,0,0,0,60.97,0.33,0,30.83,60.97,92.51,32.33,44.02,0,0,10.47,163.44,0,7.92,43.7,29.5,81.72,86.72,29.5,12.64,0,134.84,0,0,26.24,8.51,-0,115.33,10.73,13.16,20.74,270.39,0,100.16,0

78,19:15-19:30,0,0,0,0,0,0,0,30.33,0,0,0,58.97,0,0,30.33,58.97,91.01,32.67,44.02,0,0,10.47,163.44,0,7.92,43.7,29.5,81.72,86.72,29.5,12.64,0,134.84,0,0,26.24,8.51,-0,115.33,10.73,13.16,20.74,270.39,0,100.16,0

79,19:30-19:45,0,0,0,0,0,0,0,30,0,0,0,75,0,0,30,75,90,33,44.02,0,0,10.47,163.44,0,7.92,43.7,29.5,81.72,86.72,29.5,12.64,0,134.84,0,0,26.24,8.51,-0,115.33,10.73,13.16,20.74,270.39,0,100.16,0

80,19:45-20:00,0,0,0,0,0,0,0,29.67,0,0,0,74.33,0,0,29.67,74.34,88.99,33.33,44.02,0,0,10.47,163.44,0,7.92,43.7,29.5,81.72,86.72,29.5,12.64,0,134.84,0,0,26.24,8.51,-0,115.33,10.73,13.16,20.74,270.39,0,100.16,0

81,20:00-20:15,0,0,0,0,0,0,0,25,0,0,0,73.33,0,0,25,73.34,75,22.11,44.02,0,0,10.47,163.44,0,7.92,43.7,29.5,81.72,86.72,29.5,9.77,0,134.84,0,0,26.24,6.62,-0,115.33,10.73,13.16,20.74,270.39,0,100.16,0

82,20:15-20:30,0,0,0,0,0,0,0,24.67,0,0,0,71.67,0,0,24.67,71.66,73.99,21.32,44.02,0,0,10.47,163.44,0,7.92,43.7,29.5,81.72,86.72,29.5,9.77,0,134.84,0,0,26.24,6.62,-0,115.33,10.73,13.16,20.74,270.39,0,100.16,0

83,20:30-20:45,0,0,0,0,0,0,0,19.83,0,0,0,70,0,0,19.83,70,59.47,20.61,44.02,0,0,10.47,163.44,0,7.92,43.7,29.5,81.72,86.72,29.5,9.77,0,134.84,0,0,26.24,6.62,-0,115.33,10.73,13.16,20.74,270.39,0,100.16,0

84,20:45-21:00,0,0,0,0,0,0,0,19.23,0,0,0,66.67,0,0,19.23,66.66,57.7,19.88,44.02,0,0,10.47,163.44,0,7.92,43.7,29.5,81.72,86.72,29.5,9.77,0,134.84,0,0,26.24,6.62,-0,115.33,10.73,13.16,20.74,270.39,0,100.16,0

85,21:00-21:15,0,0,0,0,0,0,0,25,0,0,0,63.33,0,0,25,63.34,75,23.94,44.02,0,0,10.47,163.44,0,7.64,43.7,29.5,81.72,86.72,29.5,9.77,0,134.84,0,0,26.24,6.62,-0,115.33,10.73,13.16,20.74,270.39,0,100.16,0

86,21:15-21:30,0,0,0,0,0,0,0,24.67,0,0,0,60,0,0,24.67,60,73.99,23.03,44.02,0,0,10.47,163.44,0,7.64,43.7,29.5,81.72,86.72,29.5,9.77,0,134.84,0,0,26.24,6.62,-0,115.33,10.73,13.16,20.74,270.39,0,100.16,0

87,21:30-21:45,0,0,0,0,0,0,0,24.33,0,0,0,56.67,0,0,24.33,56.66,73.01,22.15,44.02,0,0,10.47,163.44,0,7.64,43.7,29.5,81.72,86.72,29.5,9.77,0,134.84,0,0,26.24,6.62,-0,115.33,10.73,13.16,20.74,270.39,0,100.16,0

88,21:45-22:00,0,0,0,0,0,0,0,23.33,0,0,0,53.33,0,0,23.33,53.34,70.01,21.25,44.02,0,0,10.47,163.44,0,7.64,43.7,29.5,81.72,86.72,29.5,9.77,0,134.84,0,0,26.24,6.62,-0,115.33,10.73,13.16,20.74,270.39,0,100.16,0

89,22:00-22:15,0,0,0,0,0,0,0,27.5,0,0,0,62.89,0,0,27.5,62.89,82.5,26.67,44.02,0,0,10.47,163.44,0,7.46,43.7,29.5,81.72,86.72,29.5,9.77,0,134.84,0,0,25.23,6.62,-0,115.33,10.73,17.94,20.74,270.39,0,100.16,0

90,22:15-22:30,0,0,0,0,0,0,0,27,0,0,0,59.67,0,0,27,59.68,81,26.67,44.02,0,0,10.47,163.44,0,7.46,43.7,29.5,81.72,86.72,29.5,9.77,0,134.84,0,0,25.23,6.62,-0,115.33,10.73,17.94,20.74,270.39,0,100.16,0

91,22:30-22:45,0,0,0,0,0,0,0,26.67,0,0,0,49.61,0,0,26.67,49.62,79.99,26.67,44.02,0,0,10.47,163.44,0,7.46,43.7,29.5,81.72,86.72,29.5,9.77,0,134.84,0,0,26.24,6.62,-0,115.33,10.73,17.94,20.74,270.39,0,100.16,0

92,22:45-23:00,0,0,0,0,0,0,0,26.33,0,0,0,46.05,0,0,26.33,46.06,79.01,26.33,44.02,0,0,10.47,163.44,0,7.46,43.7,29.5,81.72,86.72,29.5,9.77,0,134.84,0,0,26.75,6.62,-0,115.33,10.73,17.94,20.74,270.39,0,100.16,0

93,23:00-23:15,0,0,0,0,0,0,0,26,0,0,0,43.36,0,0,26,43.37,78,26.33,44.02,0,0,10.47,163.44,0,7.18,43.7,29.5,81.72,86.72,29.5,9.77,0,134.84,0,0,26.75,6.62,-0,115.33,10.73,17.76,20.74,270.39,0,100.16,0

94,23:15-23:30,0,0,0,0,0,0,0,25.67,0,0,0,40.9,0,0,25.67,40.91,76.99,26,44.02,0,0,10.47,163.44,0,7.18,43.7,29.5,81.72,86.72,29.5,9.77,0,134.84,0,0,26.75,6.62,-0,115.33,10.73,17.76,20.74,270.39,0,100.16,0

95,23:30-23:45,0,0,0,0,0,0,0,25.33,0,0,0,48.33,0,0,25.33,48.33,76.01,26,44.02,0,0,10.47,163.44,0,7.18,43.7,29.5,81.72,86.72,29.5,9.77,0,134.84,0,0,26.24,6.62,-0,115.33,10.73,17.76,20.74,270.39,0,100.16,0

96,23:45-24:00,0,0,0,0,0,0,0,25,0,0,0,48,0,0,25,48,75,25.67,44.02,0,0,10.47,163.44,0,7.18,43.7,29.5,81.72,86.72,29.5,9.77,0,134.84,0,0,25.74,6.62,-0,115.33,10.73,17.76,20.74,270.39,0,100.16,0

