Block,Time,CHAMERA1,KGSU1AND2,KISHANGANGA,RIHAND3,RSTPSU7,SEWA2,SIMHST2,TANDA2,UNCHAHAR1,DADRI_RF,KHSTPP-I,KHSTPP-II,KOLDAM,NLCTS2EXP,SALAL,SASAN,SINGRAULI_HYDRO,TALA,TALST2,TEHRI,UNCHAHAR3,ANTA_RF,DADRI_GF,KUDGI,NLCIIST1,RIHAND2,TelanganaSTPP,UNCHAHAR4,AURY_CRF,NAPP,URI,ANTA_CRF,AURY_LF,DHAULIGNGA,KGSU3AND4,KKNPPU2,URI2,CHAMERA3,DULHASTI,JHAJJAR,NJPC,NNTPP,RSTPSU1TO6,VALLURNTECL,ANTA_LF,AURY_RF,KKNP,KOTESHWR,NLCEXP,NLCIIST2,PARBATI2,RAMPUR,RAPPB,RAPPC,UNCHAHAR2,ANTA_GF,AURY_GF,DADRI_LF,BRBCL,BSIUL,CHAMERA2,DADRT2,FSTPP I & II,MAPS,NTPL,PARBATI3,RIHAND1,SIMHST1,SINGRAULI,TANAKPUR,DADRI_CRF
60,14:45-15:00,0,0,8.45,130.75,0,0,0,5.65,21.63,74.38,45.83,148.3,0,0,26.73,348.98,0.91,0,0,0,27.67,51.09,0,0,0,124.53,0,3.18,0,51.86,35.33,0,0,10.93,0,0,38.05,0,39.62,670.51,0,0,0,0,0,85.35,0,10.41,0,0,0,0,0,69.1,20.18,0,0,0,20,6.52,0,688.87,15.29,0,0,0,97.18,0,150.25,0.51,0

61,15:00-15:15,0,0,8.45,130.75,0,6.29,0,5.65,21.63,74.38,45.83,148.3,0,0,26.73,348.98,0.91,0,0,0,27.67,51.09,0,0,0,124.53,0,3.18,0,51.86,35.33,0,0,10.93,0,0,38.05,0,39.62,670.51,0,0,0,0,0,85.35,0,10.41,0,0,0,0,0,69.1,20.18,0,0,0,20,6.52,0,688.87,15.29,0,0,0,97.18,0,150.25,0.9,0

62,15:15-15:30,12.64,0,8.45,130.75,0,12.59,0,5.65,21.63,74.38,45.83,148.3,0,0,26.73,348.98,0.91,0,0,0,27.67,51.09,0,0,0,124.53,0,3.18,0,51.86,35.33,0,0,10.93,0,0,38.05,0,39.62,670.51,0,0,0,0,0,85.35,0,10.41,0,0,0,0,0,69.1,20.18,0,0,0,20,6.52,0,688.87,15.29,0,0,0,97.18,0,150.25,0.9,0

63,15:30-15:45,25.28,0,8.45,130.75,0,18.88,0,5.65,21.63,74.38,45.83,148.3,0,0,40.09,348.98,0.91,0,0,0,27.67,51.09,0,0,0,124.53,0,3.18,0,51.86,35.33,0,0,10.93,0,0,38.05,0,39.62,670.51,0,0,0,0,0,85.35,0,10.41,0,0,0,0,0,69.1,20.18,0,0,0,20,13.04,0,688.87,15.29,0,0,0,97.18,0,150.25,0.9,0

64,15:45-16:00,37.92,0,5.63,130.75,0,18.88,0,5.65,21.63,74.38,45.83,148.3,0,0,40.09,348.98,0.91,0,0,0,27.67,51.09,0,0,0,124.53,0,3.18,0,51.86,35.33,0,0,10.93,0,0,38.05,0,39.62,670.51,0,0,0,0,0,85.35,0,10.41,0,0,0,0,0,69.1,20.18,0,0,0,20,13.04,0,688.87,15.29,0,0,0,97.18,0,150.25,0.9,0

65,16:00-16:15,39.5,0,5.63,130.75,0,18.88,0,5.65,21.63,74.38,45.83,148.3,0,0,40.09,348.98,0.91,0,0,13.06,27.67,51.09,0,0,0,124.53,0,3.18,0,51.86,34.78,0,0,10.93,0,0,38.05,0,39.62,670.51,0,0,0,0,0,85.35,0,10.41,0,0,0,0,0,69.1,20.18,0,0,0,20,13.04,0,688.87,15.29,0,0,0,97.18,0,150.25,0.9,0

66,16:15-16:30,42.15,0,5.63,130.75,0,18.88,0,5.65,21.63,74.38,45.83,148.3,0,0,40.09,348.98,0.91,0,0,13.06,27.67,51.09,0,0,0,124.53,0,3.18,0,51.86,34.78,0,0,10.93,0,0,38.05,0,39.62,670.51,27.63,0,0,0,0,85.35,0,10.41,0,0,0,1.09,0,69.1,20.18,0,0,0,20,13.04,0,688.87,15.29,0,0,0,97.18,0,150.25,0.9,0

67,16:30-16:45,42.15,0,8.45,130.75,0,18.88,0,5.65,21.63,74.38,45.83,148.3,0,0,40.09,348.98,0.91,0,0,13.06,27.67,50.83,0,0,0,124.53,0,3.18,0,51.86,34.78,0,0,10.93,0,0,38.05,0,39.62,670.51,27.63,0,0,0,0,85.35,0,10.41,0,0,0,1.09,0,69.1,20.18,0,0,0,20,13.04,0,688.87,15.29,0,0,0,97.18,0,150.25,0.9,0

68,16:45-17:00,42.15,0,8.45,130.75,0,18.88,0,5.65,21.63,74.38,45.83,148.3,0,0,40.09,348.98,0.91,0,0,25.79,27.67,50.83,0,0,0,124.53,0,3.18,0,51.86,34.78,0,0,10.93,0,0,38.05,0,39.62,670.51,55.26,0,0,0,0,85.35,0,10.41,0,0,0,2.18,0,69.1,20.18,0,0,0,20,13.04,0,688.87,15.29,0,0,0,97.18,0,150.25,0.9,0

69,17:00-17:15,42.15,0,8.45,130.75,0,18.88,0,5.65,21.63,74.38,45.83,148.3,0,0,40.09,348.98,0.91,0,0,26.11,27.67,50.83,0,0,0,124.53,0,3.18,0,51.86,34.78,0,0,10.93,0,0,38.05,0,39.62,670.51,82.89,0,0,0,0,85.35,0,10.41,0,0,0,3.27,0,69.1,20.18,0,0,0,20,13.04,0,688.87,15.29,0,0,0,97.18,0,150.25,0.51,0

70,17:15-17:30,42.15,0,8.45,130.75,0,18.88,0,5.65,21.63,74.38,45.83,148.3,0,0,40.09,348.98,0.91,0,0,39.18,27.67,50.83,0,0,0,124.53,0,3.18,0,51.86,34.78,0,0,10.93,0,0,38.05,0,39.62,670.51,110.53,0,0,0,0,85.35,0,10.41,0,0,0,4.3,0,69.1,20.18,0,0,0,20,13.04,0,688.87,15.29,0,0,4.29,97.18,0,150.25,0.51,0

71,17:30-17:45,42.15,0,8.45,130.75,0,18.88,0,5.65,21.63,74.38,45.83,148.3,1.92,0,40.09,365.62,0.91,0,0,39.18,27.67,51.74,0,0,0,124.53,0,2.21,0,51.86,34.78,0,0,10.93,0,0,38.05,0,39.62,670.51,110.53,0,0,0,0,85.35,0,10.41,0,0,7.49,4.3,0,69.1,19.68,0,0,0,20,13.04,3.29,688.87,15.29,0,0,16.86,97.18,0,150.25,0.51,0

72,17:45-18:00,42.15,0,8.45,130.75,0,18.88,0,5.65,21.63,74.38,45.83,148.3,3.85,0,40.09,372.38,0.91,0,0,39.18,27.67,51.61,0,0,0,124.53,0,2.21,0,51.86,34.78,0,0,10.93,0,0,38.05,0,39.62,470.51,110.53,0,0,0,0,85.35,0,10.41,0,0,14.98,4.3,0,69.1,19.68,0,0,0,20,13.04,16.25,688.87,15.29,0,0,16.86,97.18,0,150.25,0.51,0

73,18:00-18:15,42.15,0,8.45,130.75,0,18.88,0,5.65,21.63,74.38,45.83,148.3,5.76,0,40.09,379.12,0.91,0,0,39.18,27.67,52.14,0,0,0,124.53,0,2.28,0,51.86,34.78,0,0,10.93,0,0,38.05,11.65,39.62,470.51,110.53,0,0,0,0,85.35,0,10.41,0,0,22.47,4.3,0,69.1,19.68,0,0,0,20,6.52,16.25,688.87,15.29,0,0,16.86,97.18,0,150.25,0.51,0

74,18:15-18:30,42.15,0,8.45,130.75,0,18.88,0,5.65,21.63,74.38,45.83,148.3,7.69,0,40.09,385.88,0.91,0,0,39.18,27.67,52.14,0,0,0,124.53,0,2.28,0,51.86,39.75,0,0,21.86,0,0,38.05,23.3,39.62,470.51,110.53,0,0,0,0,85.35,0,10.41,0,0,29.98,4.3,0,69.1,19.68,0,0,0,20,6.52,32.49,684.57,15.29,0,0,24.51,97.18,0,150.25,0.51,0

75,18:30-18:45,42.15,0,8.45,130.75,0,20.07,0,5.65,21.63,74.38,45.83,148.3,7.69,0,40.09,392.62,0.91,0,0,39.18,27.67,52.14,0,0,0,124.53,0,2.28,0,51.86,39.75,0,0,43.72,0,0,38.05,34.98,59.43,470.51,110.53,0,0,0,0,85.35,0,23.14,0,0,44.21,4.3,0,69.1,19.68,0,0,0,20,19.56,48.74,684.54,15.29,0,0,39.84,97.18,0,150.25,0.51,0

76,18:45-19:00,42.15,0,8.45,130.75,0,20.07,0,5.65,21.63,74.38,45.83,148.3,7.69,0,40.09,399.38,0.91,0,0,39.18,27.67,52.14,0,0,0,124.53,0,2.28,0,51.86,39.75,0,0,43.72,0,0,38.05,34.98,59.43,470.51,110.53,0,0,0,0,85.35,0,23.14,0,0,44.21,4.3,0,69.1,19.68,0,0,0,20,19.56,48.74,684.54,15.29,0,0,39.84,97.18,0,150.25,0.51,0

77,19:00-19:15,42.15,0,8.45,130.75,0,20.07,0,5.65,21.63,74.38,45.83,148.3,7.69,0,40.09,393.75,0.91,0,0,39.18,27.67,52.14,0,0,0,124.53,0,2.28,0,51.86,39.75,0,0,43.72,0,0,38.05,34.98,59.43,470.51,110.53,0,0,0,0,85.35,0,23.14,0,0,44.21,4.3,0,69.1,19.68,0,0,0,20,19.56,48.74,684.54,15.29,0,0,39.84,97.18,0,150.25,2.05,0

78,19:15-19:30,42.15,0,8.45,130.75,0,20.07,0,5.65,21.63,74.38,45.83,148.3,7.69,0,40.09,393.75,0.91,0,0,39.18,27.67,52.14,0,0,0,124.53,0,2.28,0,51.86,34.78,0,0,43.72,0,0,38.05,34.98,59.43,470.51,110.53,0,0,0,0,85.35,0,23.14,0,0,44.21,4.3,0,69.1,19.68,0,0,0,20,19.56,48.74,684.54,15.29,0,0,39.84,97.18,0,150.25,2.05,0

79,19:30-19:45,42.15,0,8.45,130.75,0,20.07,0,5.65,21.63,74.38,45.83,148.3,7.69,0,40.09,393.75,0.91,0,0,39.18,27.67,52.14,0,0,0,124.53,0,2.28,0,51.86,34.78,0,0,43.72,0,0,38.05,34.98,59.43,470.51,110.53,0,0,0,0,85.35,0,23.14,0,0,44.21,4.3,0,69.1,19.68,0,0,0,20,19.56,48.74,684.54,15.29,0,0,39.84,97.18,0,150.25,2.05,0

80,19:45-20:00,42.15,0,8.45,130.75,0,20.07,0,5.65,21.63,74.38,45.83,148.3,7.69,0,40.09,393.75,0.91,0,0,39.18,27.67,52.14,0,0,0,124.53,0,2.28,0,51.86,34.78,0,0,43.72,0,0,38.05,34.98,59.43,470.51,110.53,0,0,0,0,85.35,0,23.14,0,0,44.21,4.3,0,69.1,19.68,0,0,0,20,19.56,48.74,684.54,15.29,0,0,39.84,97.18,0,150.25,2.05,0

81,20:00-20:15,42.15,0,8.45,130.75,0,20.07,0,5.65,21.63,74.38,45.83,148.3,7.69,0,40.09,393.75,0.91,0,0,39.18,27.67,52.14,0,0,0,124.53,0,2.28,0,51.86,34.23,0,0,43.72,0,0,38.05,34.98,59.43,470.51,110.53,0,0,0,0,85.35,0,23.14,0,0,44.21,4.3,0,69.1,23.24,0,0,0,20,19.56,48.74,684.57,15.29,0,0,39.84,97.18,0,150.25,0.51,0

82,20:15-20:30,42.15,0,8.45,130.75,0,20.07,0,5.65,21.63,74.38,45.83,148.3,7.69,0,40.09,393.75,0.91,0,0,39.18,27.67,52.14,0,0,0,124.53,0,2.28,0,51.86,34.23,0,0,43.72,0,0,38.05,34.98,59.43,470.51,110.53,0,0,0,0,85.35,0,23.14,0,0,44.21,4.3,0,69.1,23.24,0,0,0,20,19.56,48.74,684.57,15.29,0,0,39.84,97.18,0,150.25,0.51,0

83,20:30-20:45,42.15,0,8.45,130.75,0,18.88,0,5.65,21.63,74.38,45.83,148.3,5.76,0,40.09,393.75,0.91,0,0,39.18,27.67,52.14,0,0,0,124.53,0,2.28,0,51.86,34.23,0,0,14.23,0,0,38.05,34.98,59.43,470.51,110.53,0,0,0,0,85.35,0,10.41,0,0,22.47,4.3,0,69.1,26.8,0,0,0,20,3.3,48.74,684.57,15.29,0,0,33.71,97.18,0,150.25,0,0

84,20:45-21:00,42.15,0,8.45,130.75,0,18.88,0,5.65,21.63,74.38,45.83,148.3,5.76,0,40.09,393.75,0.91,0,0,39.18,27.67,52.14,0,0,0,124.53,0,2.28,0,51.86,34.23,0,0,14.23,0,0,38.05,34.98,59.43,470.51,110.53,0,0,0,0,85.35,0,10.41,0,0,22.47,4.3,0,69.1,26.8,0,0,0,20,3.3,48.74,684.57,15.29,0,0,33.71,97.18,0,150.25,0,0

85,21:00-21:15,42.15,0,8.45,130.75,0,18.88,0,5.65,20.74,74.38,45.83,148.3,5.76,0,40.09,393.75,0.91,0,0,39.18,27.67,53.05,0,0,0,124.53,0,2.28,0,51.86,34.23,0,0,14.23,0,0,38.05,34.98,59.43,470.51,110.53,0,0,0,0,85.35,0,10.41,0,0,22.47,4.3,0,69.1,30.36,0,0,0,20,3.3,48.74,684.57,15.29,0,0,38.31,97.18,0,150.25,0,0

86,21:15-21:30,42.15,0,8.45,130.75,0,18.88,0,5.65,20.74,74.38,45.83,148.3,5.76,0,40.09,393.75,0.91,0,0,39.18,27.67,53.05,0,0,0,124.53,0,2.28,0,51.86,34.23,0,0,14.23,0,0,38.05,34.98,59.43,470.51,110.53,0,0,0,0,85.35,0,10.41,0,0,33.72,4.3,0,69.1,30.36,0,0,0,20,3.3,48.74,684.57,15.29,0,0,38.31,97.18,0,150.25,0,0

87,21:30-21:45,42.15,0,8.45,130.75,0,20.07,0,5.65,20.74,74.38,45.83,148.3,7.69,0,40.09,393.75,0.91,0,0,39.18,27.67,53.05,0,0,0,124.53,0,2.28,0,51.86,34.23,0,0,43.72,0,0,38.05,34.98,59.43,470.51,110.53,0,0,0,0,85.35,0,11.57,0,0,14.98,4.3,0,69.1,33.92,0,0,0,20,19.56,48.74,684.57,15.29,0,0,4.6,97.18,0,150.25,0,0

88,21:45-22:00,42.15,0,8.45,130.75,0,20.07,0,5.65,20.74,74.38,45.83,148.3,7.69,0,40.09,393.75,0.91,0,0,39.18,27.67,53.05,0,0,0,124.53,0,2.28,0,51.86,34.23,0,0,43.72,0,0,38.05,34.98,59.43,670.51,110.53,0,0,0,0,85.35,0,11.57,0,0,14.98,4.3,0,69.1,33.92,0,0,0,20,19.56,48.74,684.55,15.29,0,0,4.6,97.18,0,150.25,0,0

89,22:00-22:15,42.15,0,8.45,130.75,0,20.07,0,5.65,20.74,74.38,45.83,148.3,7.69,0,40.09,393.75,0.91,0,0,39.18,27.67,53.31,0,0,0,124.53,0,2.28,0,51.86,34.23,0,0,43.72,0,0,38.05,34.98,59.43,670.51,110.53,0,0,0,0,85.35,0,11.57,0,0,14.98,4.3,0,69.1,37.49,0,0,0,20,19.56,48.74,684.55,15.29,0,0,19.92,97.18,0,150.25,0,0

90,22:15-22:30,42.15,0,8.45,130.75,0,20.07,0,5.65,20.74,74.38,45.83,148.3,7.69,0,40.09,393.75,0.91,0,0,39.18,27.67,53.31,0,0,0,124.53,0,2.28,0,51.86,34.23,0,0,43.72,0,0,38.05,34.98,59.43,670.51,110.53,0,0,0,0,85.35,0,11.57,0,0,14.98,4.3,0,69.1,41.05,0,0,0,20,19.56,48.74,684.57,15.29,0,0,19.92,97.18,0,150.25,0,0

91,22:30-22:45,42.15,0,8.45,130.75,0,18.88,0,5.65,20.74,74.38,45.83,148.3,5.76,0,40.09,393.75,0.91,0,0,39.18,27.67,53.31,0,0,0,124.53,0,2.28,0,51.86,34.23,0,0,21.86,0,0,38.05,23.3,39.62,670.51,110.53,0,0,0,0,85.35,0,10.41,0,0,14.98,4.3,0,69.1,44.47,0,0,0,20,19.56,48.74,684.57,15.29,0,0,19.92,97.18,0,143.6,0,0

92,22:45-23:00,42.15,0,8.45,130.75,0,18.88,0,5.65,20.74,74.38,45.83,148.3,3.85,0,40.09,393.75,0.91,0,0,39.18,27.67,53.31,0,0,0,124.53,0,2.28,0,51.86,34.23,0,0,10.93,0,0,38.05,23.3,19.81,670.51,110.53,0,0,0,0,85.35,0,10.41,0,0,7.49,4.3,0,69.1,44.47,0,0,0,20,19.56,48.74,684.57,15.29,0,0,19.92,97.18,0,143.6,0,0

93,23:00-23:15,42.15,0,8.45,130.75,0,18.88,0,5.65,20.74,74.38,45.83,148.3,0,0,40.09,393.75,0.91,0,0,39.18,27.67,53.31,0,0,0,124.53,0,2.28,0,51.86,34.23,0,0,0,0,0,38.05,23.3,19.81,670.51,110.53,0,0,0,0,85.35,0,10.41,0,0,3.75,4.3,0,69.1,44.47,0,0,0,20,19.56,48.74,684.57,15.29,0,0,19.92,97.18,0,143.6,0,0

94,23:15-23:30,42.15,0,8.45,130.75,0,18.88,0,5.65,20.74,74.38,45.83,148.3,0,0,40.09,393.75,0.91,0,0,26.11,27.67,53.31,0,0,0,124.53,0,2.28,0,51.86,34.23,0,0,0,0,0,38.05,23.3,19.81,670.51,82.89,0,0,0,0,85.35,0,10.41,0,0,0,3.27,0,69.1,44.47,0,0,0,20,19.56,48.74,684.57,15.29,0,0,19.92,97.18,0,143.6,0,0

95,23:30-23:45,42.15,0,8.45,130.75,0,18.88,0,5.65,20.74,74.38,45.83,148.3,0,0,40.09,393.75,0.91,0,0,26.11,27.67,53.31,0,0,0,124.53,0,2.28,0,51.86,34.23,0,0,0,0,0,38.05,23.3,19.81,670.51,55.26,0,0,0,0,85.35,0,10.41,0,0,0,2.18,0,69.1,44.47,0,0,0,20,19.56,48.74,684.57,15.29,0,0,16.86,97.18,0,143.6,0,0

96,23:45-24:00,42.15,0,8.45,130.75,0,18.88,0,5.65,20.74,74.38,45.83,148.3,0,0,40.09,393.75,0.91,0,0,26.11,27.67,53.31,0,0,0,124.53,0,2.28,0,51.86,34.23,0,0,0,0,0,38.05,23.3,19.81,670.51,27.63,0,0,0,0,85.35,0,10.41,0,0,0,1.09,0,69.1,44.47,0,0,0,20,19.56,48.74,684.57,15.29,0,0,16.86,97.18,0,143.6,0,0

