Block,Time,DADRI_RF,DULHASTI,NAPP,TANAKPUR,DHAULIGNGA,CHAMERA2,SEWA2,BSIUL,UNCHAHAR1,RIHAND1,CHAMERA1,RAPPB,TEHRI,NJPC,JHAJJAR,AURY_RF,UNCHAHAR3,DADRT2,KOLDAM,DADRI_LF,SALAL,TANDA2,URI,ANTA_CRF,UNCHAHAR2,SINGRAULI_HYDRO,RIHAND3,RAPPC,ANTA_LF,AURY_GF,URI2,ANTA_RF,CHAMERA3,AURY_LF,UNCHAHAR4,DADRI_GF,AURY_CRF,RIHAND2,DADRI_CRF,ANTA_GF,KOTESHWR,RAMPUR,SINGRAULI,BRBCL,KHSTPP-II,KISHANGANGA,TALA,PARBATI3,KKNP,KAWAS-RLNG,TALST2,KAWAS-APM,VSTPS IV,KUDGI,SOLAPUR,KHARGONE-I,KHSTPP-I,VALLURNTECL,NLCIIST2,SIPAT I,GADARWARA-I,RSTPSU1TO6,LARA-I,KAWAS-ComGas,SIMHST2,KAWAS-NAPM,MAPS,KGSU1AND2,GANDHAR-RLNG,SASAN,VSTPS V,NNTPP,GANDHAR-NAPM,GANDHAR-ComGas,MOUDA,FSTPP I & II,RSTPSU7,VSTPS III,KGSU3AND4,KAWAS-zLIQ,MOUDA_II,GANDHAR-APM,KAPS,NLCTS2EXP,NTPL,SIPAT II,KSTPS I&II,NLCIIST1,KSTPS7,TAPS-II,NLCEXP,VSTPS II,VSTPS I,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,0.000000,36.554168,46.271052,2.476173,0.000000,29.821813,17.502089,12.668495,4.051181,92.676288,12.216560,0.000000,47.198389,0.000000,233.442187,0.000000,13.825179,333.967553,0.000000,0.000000,34.815263,0.000000,48.549228,0.000000,19.003428,1.059132,124.147022,62.775129,0.000000,0.000000,35.283775,0.000000,21.563004,0.000000,0.000000,0.000000,0.000000,118.328595,0.000000,0.000000,17.662279,0.000000,137.878045,9.584548,94.514808,4.133308,0.000000,0.000000,1.57,0.000000,2.93,0.000000,2.575988,9.02,1.700152,3.400305,12.564500,3.45,0.93,5.100457,2.060791,7.68,4.087237,0.000000,1.79,0.000000,0.23,1.93,0.000000,337.284338,1.274256,0.10,0.000000,0.000000,1.860319,4.832500,1.88,1.881042,2.11,0.000000,3.370763,0.000000,0.546886,0.93,3.65,1.795171,2.613286,0.79,1.287995,1.316072,1.72,1.864989,2.278575,0,0,0,0,0

7,01:30-01:45,0.000000,36.554168,46.271052,2.476173,0.000000,29.821813,17.502089,12.668495,4.051181,92.676288,0.000000,0.000000,47.198389,0.000000,233.575854,0.000000,13.825179,333.967553,0.000000,0.000000,34.815263,0.000000,48.549228,0.000000,21.709476,1.059132,124.147022,62.775129,0.000000,0.000000,35.283775,0.000000,21.563004,0.000000,0.000000,0.000000,0.000000,118.328595,0.000000,0.000000,17.662279,0.000000,139.410023,8.648653,94.514808,4.133308,0.000000,0.000000,1.57,0.000000,2.93,0.000000,2.575988,9.02,1.700152,3.400305,12.564500,3.45,0.93,5.100457,2.060791,7.68,4.087237,0.000000,1.79,0.000000,0.23,1.93,0.000000,337.284338,1.274256,0.10,0.000000,0.000000,1.860319,4.832500,1.88,1.881042,2.11,0.000000,3.370763,0.000000,0.546886,0.93,3.65,1.795171,2.613286,0.79,1.287995,1.316072,1.72,1.864989,2.278575,0,0,0,0,0

8,01:45-02:00,0.000000,36.554168,46.271052,2.476173,0.000000,29.821813,17.502089,12.668495,4.051181,92.676288,0.000000,0.000000,47.198389,0.000000,233.575854,0.000000,13.825179,333.967553,0.000000,0.000000,34.815263,0.000000,51.216768,0.000000,21.709476,1.059132,124.147022,62.775129,0.000000,0.000000,35.283775,0.000000,21.563004,0.000000,0.000000,0.000000,0.000000,118.328595,0.000000,0.000000,17.662279,0.000000,139.410023,8.321198,94.514808,4.133308,0.000000,0.000000,1.57,0.000000,2.93,0.000000,2.575988,9.02,1.700152,3.400305,12.564500,3.45,0.93,5.100457,2.060791,7.68,4.087237,0.000000,1.79,0.000000,0.23,1.93,0.000000,337.284338,1.274256,0.10,0.000000,0.000000,1.860319,4.832500,1.88,1.881042,2.11,0.000000,3.370763,0.000000,0.546886,0.93,3.65,1.795171,2.613286,0.79,1.287995,1.316072,1.72,1.864989,2.278575,0,0,0,0,0

9,02:00-02:15,0.000000,36.554168,46.271052,2.476173,0.000000,29.821813,17.502089,12.668495,4.051181,92.676288,0.000000,0.000000,47.198389,0.000000,234.619275,0.000000,13.884609,298.330956,0.000000,0.000000,34.815263,0.000000,51.216768,0.000000,21.873502,1.059132,124.147022,62.775129,0.000000,0.000000,35.283775,0.000000,21.563004,0.000000,0.000000,0.000000,0.000000,118.328595,0.000000,0.000000,8.831140,0.000000,137.880890,8.997400,94.514808,4.133308,0.000000,0.000000,1.57,0.000000,2.93,0.000000,2.575988,9.02,1.700152,3.400305,12.564500,3.45,0.93,5.100457,2.060791,7.68,4.087237,0.000000,1.79,0.000000,0.23,1.93,0.000000,337.284338,1.274256,0.10,0.000000,0.000000,1.860319,4.832500,1.88,1.881042,2.11,0.000000,3.370763,0.000000,0.546886,0.93,3.65,1.795171,2.613286,0.86,1.287995,1.316072,1.72,1.864989,2.268218,0,0,0,0,0

10,02:15-02:30,0.000000,36.554168,46.271052,2.476173,0.000000,14.835217,17.502089,12.668495,4.051181,92.676288,0.000000,0.000000,47.198389,0.000000,234.619275,0.000000,13.884609,231.436434,0.000000,0.000000,34.815263,0.000000,48.549228,0.000000,21.873502,1.059132,124.147022,62.775129,0.000000,0.000000,36.307528,0.000000,21.563004,0.000000,0.000000,0.000000,0.000000,118.328595,0.000000,0.000000,8.831140,0.000000,137.880890,10.059506,94.514808,4.133308,0.000000,0.000000,1.57,0.000000,2.93,0.000000,2.575988,9.02,1.700152,3.400305,12.564500,3.45,0.93,5.100457,2.060791,7.68,4.087237,0.000000,1.79,0.000000,0.23,1.93,0.000000,337.284338,1.274256,0.11,0.000000,0.000000,1.860319,4.832500,1.88,1.881042,2.11,0.000000,3.370763,0.000000,0.546886,0.93,3.65,1.795171,2.613286,0.88,1.287995,1.316072,1.72,1.864989,2.268218,0,0,0,0,0

11,02:30-02:45,0.000000,36.554168,46.271052,2.476173,0.000000,14.835217,17.502089,12.668495,4.051181,92.676288,0.000000,0.000000,47.198389,0.000000,234.619275,0.000000,13.884609,183.048931,0.000000,0.000000,34.815263,0.000000,48.549228,0.000000,21.873502,1.059132,124.147022,62.775129,0.000000,0.000000,36.307528,0.000000,10.781503,0.000000,0.000000,0.000000,0.000000,118.328595,0.000000,0.000000,8.831140,0.000000,137.880890,9.329564,94.514808,4.133308,0.000000,0.000000,1.57,0.000000,2.93,0.000000,2.575988,9.02,1.700152,3.400305,12.564500,3.45,0.93,5.100457,2.060791,7.68,4.087237,0.000000,1.79,0.000000,0.23,1.93,0.000000,337.284338,1.274256,0.11,0.000000,0.000000,1.860319,4.832500,1.88,1.881042,2.11,0.000000,3.370763,0.000000,0.546886,0.93,3.65,1.795171,2.613286,0.88,1.287995,1.316072,1.69,1.864989,2.268218,0,0,0,0,0

12,02:45-03:00,0.000000,36.554168,46.271052,2.476173,0.000000,14.835217,17.502089,12.668495,4.051181,92.676288,0.000000,0.000000,47.198389,0.000000,234.619275,0.000000,13.884609,183.048931,0.000000,0.000000,34.815263,0.000000,48.549228,0.000000,21.873502,1.059132,124.147022,62.775129,0.000000,0.000000,35.283775,0.000000,10.781503,0.000000,0.000000,0.000000,0.000000,118.328595,0.000000,0.000000,8.831140,0.000000,137.880890,11.652154,94.514808,4.133308,0.000000,0.000000,1.57,0.000000,2.93,0.000000,2.575988,9.02,1.700152,3.400305,12.564500,3.45,0.93,5.100457,2.060791,7.68,4.087237,0.000000,1.79,0.000000,0.23,1.93,0.000000,337.284338,1.274256,0.11,0.000000,0.000000,1.860319,4.832500,1.88,1.881042,2.11,0.000000,3.370763,0.000000,0.546886,0.93,3.65,1.795171,2.613286,0.88,1.287995,1.316072,1.69,1.864989,2.268218,0,0,0,0,0

13,03:00-03:15,0.000000,36.554168,46.271052,2.476173,0.000000,14.835217,17.502089,12.668495,4.051181,92.676288,0.000000,0.000000,47.198389,0.000000,234.619275,0.000000,13.884609,183.048931,0.000000,0.000000,34.815263,0.000000,48.549228,0.000000,21.873502,1.059132,124.147022,62.775129,0.000000,0.000000,35.283775,0.000000,10.781503,0.000000,0.000000,0.000000,0.000000,118.328595,0.000000,0.000000,8.831140,0.000000,137.880890,14.456766,46.392000,4.133308,0.000000,0.000000,1.57,0.000000,2.93,0.000000,2.575988,9.02,1.700152,3.400305,12.564500,3.45,0.87,5.100457,2.060791,7.68,4.087237,0.000000,1.79,0.000000,0.23,1.93,0.000000,337.284338,1.274256,0.10,0.000000,0.000000,1.860319,4.832500,1.88,1.881042,2.11,0.000000,3.370763,0.000000,0.546886,0.93,3.65,1.795171,2.613286,0.88,1.287995,1.316072,1.69,1.864989,2.268218,0,0,0,0,0

14,03:15-03:30,0.000000,36.554168,46.271052,2.476173,0.000000,14.835217,17.502089,12.668495,4.051181,92.676288,0.000000,0.000000,47.198389,0.000000,234.619275,0.000000,13.884609,183.048931,0.000000,0.000000,34.815263,0.000000,48.549228,0.000000,21.873502,1.059132,124.147022,62.775129,0.000000,0.000000,35.283775,0.000000,10.781503,0.000000,0.000000,0.000000,0.000000,118.328595,0.000000,0.000000,8.831140,0.000000,137.880890,14.497506,46.392000,4.133308,0.000000,0.000000,1.57,0.000000,2.93,0.000000,2.575988,9.02,1.700152,3.400305,12.564500,3.45,0.87,5.100457,2.060791,7.68,4.087237,0.000000,1.79,0.000000,0.23,1.93,0.000000,337.284338,1.274256,0.10,0.000000,0.000000,1.860319,4.832500,1.88,1.881042,2.11,0.000000,3.370763,0.000000,0.546886,0.93,3.65,1.795171,2.613286,0.88,1.287995,1.316072,1.69,1.864989,2.268218,0,0,0,0,0

15,03:30-03:45,0.000000,36.554168,46.271052,2.476173,0.000000,14.835217,17.502089,12.668495,4.051181,92.676288,0.000000,0.000000,47.198389,0.000000,234.619275,0.000000,13.884609,183.048931,0.000000,0.000000,34.815263,0.000000,48.549228,0.000000,21.873502,1.059132,124.147022,62.775129,0.000000,0.000000,35.283775,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,118.328595,0.000000,0.000000,8.831140,0.000000,137.880890,14.497506,46.392000,4.133308,0.000000,0.000000,1.57,0.000000,2.93,0.000000,2.575988,9.02,1.700152,3.400305,12.564500,3.45,0.87,5.100457,2.060791,7.68,3.978244,0.000000,1.79,0.000000,0.23,1.93,0.000000,337.284338,1.274256,0.10,0.000000,0.000000,1.860319,2.053954,1.88,1.881042,2.11,0.000000,3.370763,0.000000,0.546886,0.93,3.65,1.795171,2.613286,0.88,1.287995,1.316072,1.69,1.864989,2.268218,0,0,0,0,0

16,03:45-04:00,0.000000,36.554168,46.271052,2.476173,0.000000,14.835217,17.502089,12.668495,4.051181,92.676288,0.000000,0.000000,47.198389,0.000000,234.619275,0.000000,13.884609,183.048931,0.000000,0.000000,34.815263,0.000000,48.549228,0.000000,21.873502,1.059132,124.147022,62.775129,0.000000,0.000000,35.283775,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,118.328595,0.000000,0.000000,8.831140,0.000000,137.880890,14.497506,46.392000,4.133308,0.000000,0.000000,1.57,0.000000,2.93,0.000000,2.575988,9.02,1.700152,3.400305,12.564500,3.45,0.87,5.100457,2.060791,7.68,3.978244,0.000000,1.79,0.000000,0.23,1.93,0.000000,337.284338,1.274256,0.10,0.000000,0.000000,1.860319,1.933000,1.88,1.881042,2.11,0.000000,3.370763,0.000000,0.546886,0.93,3.65,1.795171,2.613286,0.88,1.287995,1.316072,1.69,1.864989,2.268218,0,0,0,0,0

17,04:00-04:15,0.000000,36.554168,46.271052,1.857130,0.000000,14.835217,17.502089,12.668495,4.051181,92.676288,0.000000,0.000000,23.452616,0.000000,234.619275,0.000000,13.884609,183.048931,0.000000,0.000000,34.815263,0.000000,48.549228,0.000000,23.310342,1.059132,124.147022,62.775129,0.000000,0.000000,35.283775,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,118.328595,0.000000,0.000000,8.831140,0.000000,137.880890,14.497506,75.637420,4.133308,0.000000,0.000000,1.57,0.000000,2.93,0.000000,2.575988,9.02,1.700152,3.400305,21.724600,3.45,0.42,5.100457,2.060791,7.68,3.978244,0.000000,1.79,0.000000,0.23,1.93,0.000000,337.284338,1.274256,0.10,0.000000,0.000000,1.860319,6.146940,1.88,1.881042,2.11,0.000000,3.370763,0.000000,0.546886,0.93,3.65,1.795171,2.613286,0.79,1.287995,1.316072,1.69,1.864989,2.268218,0,0,0,0,0

18,04:15-04:30,0.000000,36.554168,46.271052,1.857130,0.000000,14.835217,17.502089,12.668495,4.051181,92.676288,0.000000,0.000000,0.000000,0.000000,233.575854,0.000000,13.825179,182.940997,0.000000,0.000000,34.815263,0.000000,48.549228,0.000000,21.709476,1.059132,124.147022,62.775129,0.000000,0.000000,35.283775,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,118.328595,0.000000,0.000000,8.831140,0.000000,137.880890,14.497506,75.637420,4.133308,0.000000,0.000000,1.57,0.000000,2.93,0.000000,2.575988,9.02,1.700152,3.400305,12.564500,3.45,0.42,5.100457,2.060791,7.68,3.978244,0.000000,1.79,0.000000,0.23,1.93,0.000000,337.284338,1.274256,0.10,0.000000,0.000000,1.860319,1.933000,1.88,1.881042,2.11,0.000000,3.370763,0.000000,0.546886,0.93,3.65,1.795171,2.613286,0.79,1.287995,1.316072,1.69,1.864989,2.268218,0,0,0,0,0

19,04:30-04:45,0.000000,36.554168,46.271052,7.676136,0.000000,14.835217,17.502089,12.668495,4.051181,92.676288,0.000000,0.000000,0.000000,0.000000,233.575854,0.000000,13.825179,182.940997,0.000000,0.000000,34.815263,0.000000,48.549228,0.000000,19.003428,1.059132,124.147022,62.775129,0.000000,0.000000,35.283775,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,118.328595,0.000000,0.000000,8.831140,0.000000,101.110567,14.497506,46.392000,4.133308,0.000000,0.000000,1.57,0.000000,2.93,0.000000,2.575988,9.02,1.700152,3.400305,12.564500,3.45,0.45,5.100457,2.060791,7.68,3.978244,0.000000,1.79,0.000000,0.23,1.93,0.000000,337.284338,1.274256,0.10,0.000000,0.000000,1.860319,1.933000,1.88,1.881042,2.11,0.000000,3.370763,0.000000,0.546886,0.93,3.65,1.795171,2.613286,0.87,1.287995,1.316072,1.69,1.864989,2.268218,0,0,0,0,0

20,04:45-05:00,0.000000,36.554168,46.271052,7.676136,0.000000,14.835217,17.502089,12.668495,4.051181,92.676288,0.000000,0.000000,0.000000,0.000000,233.575854,0.000000,13.825179,182.940997,0.000000,0.000000,34.815263,0.000000,48.549228,0.000000,19.003428,1.059132,124.147022,62.775129,0.000000,0.000000,35.283775,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,118.328595,0.000000,0.000000,8.831140,0.000000,101.110567,14.497506,46.392000,4.133308,0.000000,0.000000,1.57,0.000000,2.93,0.000000,2.575988,9.02,1.700152,3.400305,12.564500,3.45,0.46,5.100457,2.060791,7.68,3.978244,0.000000,1.79,0.000000,0.23,1.93,0.000000,337.284338,1.274256,0.10,0.000000,0.000000,1.860319,1.933000,1.88,1.881042,2.11,0.000000,3.370763,0.000000,0.546886,0.93,3.65,1.795171,2.613286,0.91,1.287995,1.316072,1.69,1.864989,2.268218,0,0,0,0,0

21,05:00-05:15,0.000000,36.554168,46.271052,7.676136,0.000000,14.835217,17.502089,12.668495,4.051181,92.676288,0.000000,0.000000,0.000000,0.000000,231.960000,0.000000,13.825179,182.940997,0.000000,0.000000,34.815263,0.000000,48.549228,0.000000,22.870559,1.059132,124.147022,62.775129,0.000000,0.000000,35.283775,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,118.328595,0.000000,0.000000,8.831140,0.000000,101.110567,14.497506,75.637420,4.133308,0.000000,0.000000,1.57,0.000000,2.93,0.000000,2.575988,9.02,1.700152,3.400305,21.724600,3.45,0.46,5.100457,2.060791,7.68,3.978244,0.000000,1.79,0.000000,0.23,1.93,0.000000,337.284338,1.274256,0.10,0.000000,0.000000,1.860319,6.146940,1.88,1.881042,2.11,0.000000,3.370763,0.000000,0.546886,0.93,3.65,1.795171,2.613286,0.91,1.287995,1.316072,1.69,1.864989,2.257861,0,0,0,0,0

22,05:15-05:30,0.000000,36.554168,46.271052,7.676136,0.000000,14.835217,17.502089,12.668495,4.051181,92.676288,0.000000,0.000000,0.000000,20.793010,231.960000,0.000000,13.825179,182.940997,1.723588,0.000000,34.815263,0.000000,48.549228,0.000000,22.709653,1.059132,124.147022,62.775129,0.000000,0.000000,35.283775,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,118.328595,0.000000,0.000000,8.831140,0.641088,101.110567,14.497506,75.637420,4.133308,0.000000,0.000000,1.57,0.000000,2.93,0.000000,2.575988,9.02,1.700152,3.400305,21.724600,3.45,0.46,5.100457,2.060791,7.68,3.978244,0.000000,1.79,0.000000,0.23,1.93,0.000000,337.284338,1.274256,0.10,0.000000,0.000000,1.860319,6.146940,1.88,1.881042,2.11,0.000000,3.370763,0.000000,0.546886,0.93,3.65,1.795171,2.613286,0.91,1.287995,1.316072,1.69,1.864989,2.257861,0,0,0,0,0

23,05:30-05:45,0.000000,36.554168,46.271052,7.676136,0.000000,14.835217,17.502089,12.668495,4.051181,92.676288,0.000000,0.000000,0.000000,51.358735,231.960000,0.000000,13.825179,182.940997,1.723588,0.000000,47.169066,0.000000,48.549228,0.000000,22.709653,1.059132,124.147022,62.775129,0.000000,0.000000,35.283775,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,118.328595,0.000000,0.000000,8.831140,1.579825,101.110567,14.497506,75.637420,4.133308,0.000000,0.000000,1.57,0.000000,2.93,0.000000,2.575988,9.02,1.700152,3.400305,21.724600,3.45,0.46,5.100457,2.060791,7.68,3.978244,0.000000,1.79,0.000000,0.23,1.93,0.000000,337.284338,1.274256,0.10,0.000000,0.000000,1.860319,6.146940,1.88,1.881042,2.11,0.000000,3.370763,0.000000,0.546886,0.93,3.65,1.795171,2.613286,0.91,1.287995,1.316072,1.69,1.864989,2.247503,0,0,0,0,0

24,05:45-06:00,0.000000,36.554168,46.271052,7.676136,0.000000,14.835217,17.502089,12.668495,4.051181,92.676288,0.000000,0.000000,0.000000,77.038104,231.960000,0.000000,13.825179,182.940997,1.723588,0.000000,80.861256,0.000000,48.549228,0.000000,18.357608,1.059132,124.147022,62.775129,0.000000,0.000000,35.283775,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,118.328595,0.000000,0.000000,8.831140,2.369737,101.110567,14.497506,46.392000,4.133308,0.000000,0.000000,1.57,0.000000,2.93,0.000000,2.575988,9.02,1.700152,3.400305,12.564500,3.45,0.48,5.100457,2.060791,7.68,3.978244,0.000000,1.79,0.000000,0.23,1.93,0.000000,337.284338,1.274256,0.10,0.000000,0.000000,1.860319,1.933000,1.88,1.881042,2.11,0.000000,3.370763,0.000000,0.546886,0.93,3.65,1.795171,2.613286,0.95,1.287995,1.316072,1.69,1.864989,2.247503,0,0,0,0,0

25,06:00-06:15,0.000000,36.554168,46.271052,1.857130,10.105907,14.835217,17.502089,12.668495,4.051181,92.676288,13.514570,0.000000,0.000000,77.038104,231.960000,0.000000,13.316753,182.739740,1.723588,0.000000,80.861256,0.000000,48.549228,0.000000,12.335230,1.059132,124.147022,62.775129,0.000000,0.000000,35.283775,0.000000,10.781503,0.000000,0.000000,0.000000,0.000000,118.328595,0.000000,0.000000,8.831140,2.369737,101.110567,14.497506,46.392000,4.133308,0.000000,0.000000,1.57,0.000000,2.93,0.000000,2.575988,9.02,1.700152,3.400305,12.564500,3.45,0.48,5.100457,2.060791,7.68,3.882875,0.000000,1.79,0.000000,0.23,1.93,0.000000,337.284338,1.274256,0.10,0.000000,0.000000,1.860319,1.933000,1.88,1.881042,2.11,0.000000,3.370763,0.000000,0.546886,0.93,3.65,1.795171,2.657085,0.95,1.287995,1.316072,1.69,1.864989,2.247503,0,0,0,0,0

26,06:15-06:30,0.000000,36.554168,46.271052,1.857130,20.211813,14.835217,17.502089,19.002743,4.051181,92.676288,13.514570,0.000000,0.000000,77.038104,231.960000,0.000000,13.316753,182.739740,1.723588,0.000000,80.861256,0.000000,48.549228,0.000000,12.335230,1.059132,124.147022,62.775129,0.000000,0.000000,35.283775,0.000000,10.781503,0.000000,0.000000,0.000000,0.000000,118.328595,0.000000,0.000000,8.831140,2.369737,98.046609,14.497506,46.392000,4.133308,0.000000,0.000000,1.57,0.000000,2.93,0.000000,2.575988,9.02,1.700152,3.400305,12.564500,3.45,0.48,5.100457,2.060791,7.68,3.882875,0.000000,1.79,0.000000,0.23,1.93,0.000000,337.284338,1.274256,0.10,0.000000,0.000000,1.860319,1.933000,1.88,1.881042,2.11,0.000000,3.370763,0.000000,0.546886,0.93,3.65,1.795171,2.657085,0.95,1.287995,1.316072,1.69,1.864989,2.247503,0,0,0,0,0

