Block,Time,URI,URI2,RIHAND2,RIHAND3,SEWA2,SINGRAULI,TANAKPUR,TEHRI,UNCHAHAR1,UNCHAHAR3,SALAL,SINGRAULI_HYDRO,UNCHAHAR2,UNCHAHAR4,TANDA2,NAPP,PARBATI3,RAMPUR,RAPPB,RIHAND1,CHAMERA1,CHAMERA2,DADRT2,DULHASTI,JHAJJAR,KISHANGANGA,KOTESHWR,KOLDAM,NJPC,RAPPC,CHAMERA3,DHAULIGNGA,BSIUL,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,KUDGI,TelanganaSTPP,VALLURNTECL,NLCIIST1,NLCIIST2,NLCEXP,NLCTS2EXP,NNTPP,SIMHST2,NTPL,RSTPSU1TO6,RSTPSU7,TALST2,SIMHST1,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,MAPS,KHSTPP-II,KHSTPP-I,FSTPP I & II,TALA,BRBCL,SASAN
1,00:00-00:15,32.016,17.577417,124.384996,130.580717,0,130.862842,10.8885,64.701224,21.90793,27.63898,83.664,1.126188,34.961154,3.094586,5.534085,49.112359,19.071838,6.745515,0,70.682045,42.14808,48.499829,344.054226,59.175403,422.443785,8.340651,39.195646,10.211652,179.962454,68.158761,34.831253,0,6.5208,0,52.397529,0,0,0,84.186452,0,0,0,68.215948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,32.171,12.927,9.849,14.999984,348.975

2,00:15-00:30,32.016,17.577417,124.384996,130.580717,0,130.862842,10.8885,64.701224,21.90793,27.63898,83.664,1.126188,34.961154,3.094586,5.534085,49.112359,19.071838,6.745515,0,70.682045,42.14808,48.499829,344.054226,59.175403,422.443785,8.340651,39.195646,10.211652,179.962454,68.158761,34.831253,0,6.5208,0,52.397529,0,0,0,84.186452,0,0,0,68.215948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,32.171,12.927,9.849,14.999983,348.975

3,00:30-00:45,32.016,17.577417,124.384996,130.580717,0,130.862842,10.8885,64.701224,21.90793,27.63898,83.664,1.126188,34.961154,3.094586,5.534085,49.112359,19.071838,6.745515,0,70.682045,42.14808,44.180005,344.054226,59.175403,422.443785,8.340651,39.195646,10.211652,179.962454,68.158761,34.831253,0,6.5208,0,52.397528,0,0,0,84.186452,0,0,0,68.215948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,32.171,12.927,9.849,14.99998,348.975

4,00:45-01:00,32.016,17.577417,124.384996,130.580717,0,130.862842,10.8885,64.701224,21.90793,27.63898,83.664,1.126188,34.961154,3.094586,5.534085,49.112359,19.071838,6.745515,0,70.682045,42.14808,44.180005,344.054226,59.175403,422.443785,8.340651,39.195646,10.211652,179.962454,68.158761,34.831253,0,6.5208,0,52.397528,0,0,0,84.186452,0,0,0,68.215948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,32.171,12.927,9.849,14.999981,348.975

5,01:00-01:15,32.016,17.577417,124.384996,130.580717,0,130.862842,10.8885,64.701224,21.90793,27.63898,83.664,1.126188,34.961154,3.094586,5.534085,49.112359,19.071838,6.745515,0,70.682045,28.09872,44.180005,344.054226,59.175403,422.443785,8.340651,39.195646,10.211652,179.962454,68.158761,34.831253,0,6.5208,0,52.397528,0,0,0,84.186452,0,0,0,68.215948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,32.171,12.927,9.849,14.999986,348.975

6,01:15-01:30,32.016,17.577417,124.384996,130.580717,0,130.862842,10.8885,64.701224,21.90793,27.63898,83.664,1.126188,34.961154,3.094586,5.534085,49.112359,19.071838,6.745515,0,70.682045,28.09872,44.180005,344.054226,59.175403,422.443785,8.340651,39.195646,10.211652,179.962454,68.158761,34.831253,0,6.5208,0,52.397528,0,0,0,85.544298,0,0,0,68.215948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,32.171,12.927,9.849,14.999986,348.975

7,01:30-01:45,32.016,17.577417,124.384996,130.580717,0,130.862842,10.8885,64.701224,21.90793,27.63898,83.664,1.126188,34.961154,3.094586,5.534085,49.112359,19.071838,6.745515,0,78.066737,28.09872,48.499829,344.054226,59.175403,422.443785,8.340651,39.195646,10.211652,179.962454,68.158761,34.831253,0,6.5208,0,52.397528,0,0,0,85.544298,0,0,0,68.215948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,32.171,12.927,9.849,14.999977,348.975

8,01:45-02:00,32.016,17.577417,124.384996,130.580717,0,130.862842,10.8885,64.701224,21.90793,27.63898,83.664,1.126188,34.961154,3.094586,5.534085,49.112359,19.071838,6.745515,0,85.451428,28.09872,48.499829,344.054226,59.175403,422.443785,8.340651,39.195646,10.211652,179.962454,68.158761,34.831253,0,6.5208,0,52.397528,0,0,0,85.544298,0,0,0,68.215948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,32.171,12.927,9.849,14.999977,348.975

9,02:00-02:15,32.016,17.577417,124.384996,130.580717,0,130.862842,10.8885,64.701224,21.90793,27.63898,83.664,1.126188,34.261154,1.494586,5.534085,49.112359,19.071838,6.745515,0,92.836119,28.09872,48.499829,344.354226,59.175403,422.443785,8.340651,39.195646,10.211652,179.962454,68.158761,34.831253,0,6.5208,0,53.049239,0,0,0,85.544298,0,0,0,68.215948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,32.171,12.927,9.849,14.999977,348.975

10,02:15-02:30,32.016,38.350728,124.384996,130.580717,0,130.862842,10.8885,64.701224,21.90793,27.63898,83.664,1.126188,34.261154,1.494586,5.534085,49.112359,22.886205,6.745515,0,96.000987,28.09872,48.499829,344.354226,59.175403,422.443785,8.340651,39.195646,10.211652,179.962454,68.158761,34.831253,0,6.5208,0,53.049239,0,0,0,85.544298,0,0,0,68.215948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,32.171,12.927,9.849,14.999977,348.975

11,02:30-02:45,38.64,38.350728,124.384996,130.580717,0,130.862842,10.8885,64.701224,21.90793,27.63898,83.664,1.126188,34.261154,1.494586,5.534085,49.112359,22.886205,6.745515,0,96.000987,28.09872,48.499829,344.354226,59.175403,422.443785,8.340651,39.195646,10.211652,179.962454,68.158761,34.831253,0,6.5208,0,53.049239,0,0,0,85.544298,0,0,0,68.215948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,32.171,12.927,9.702,14.999977,348.975

12,02:45-03:00,38.64,38.350728,124.384996,130.580717,0,130.862842,10.8885,64.701224,21.90793,27.63898,83.664,1.126188,34.261154,1.494586,5.534085,49.112359,22.886205,6.745515,0,96.000987,28.09872,48.499829,344.354226,59.175403,422.443785,8.340651,39.195646,10.211652,179.962454,68.158761,34.831253,0,6.5208,0,53.049239,0,0,0,85.544298,0,0,0,68.215948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,32.171,12.927,9.702,14.999977,348.975

13,03:00-03:15,32.016,38.350728,124.384996,130.580717,0,130.862842,9.4794,64.701224,21.90793,27.63898,80.178,1.126188,34.261154,1.494586,5.534085,49.112359,38.143675,6.745515,0,96.000987,28.09872,48.499829,344.354226,59.175403,422.443785,8.340651,31.125953,10.211652,179.962454,68.158761,34.831253,0,6.5208,0,53.049239,0,0,0,85.544298,0,0,0,68.215948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,32.171,12.927,9.702,14.999977,348.975

14,03:15-03:30,32.016,38.350728,124.384996,130.580717,0,130.862842,9.4794,64.701224,21.90793,27.63898,80.178,1.126188,34.261154,1.494586,5.534085,49.112359,38.143675,6.745515,0,96.000987,28.09872,48.499829,344.354226,59.175403,422.443785,8.340651,31.125953,10.211652,179.962454,68.158761,34.831253,0,6.5208,0,53.049239,0,0,0,85.544298,0,0,0,68.215948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,32.171,12.927,9.702,14.999977,348.975

15,03:30-03:45,32.016,38.350728,124.384996,130.580717,0,130.862842,9.4794,64.701224,21.90793,27.63898,80.178,1.126188,34.261154,1.494586,5.534085,49.112359,36.617928,6.745515,0,96.000987,28.09872,48.499829,344.354226,59.175403,422.443785,8.340651,31.125953,10.211652,179.962454,68.158761,34.831253,0,6.5208,0,53.049239,0,0,0,85.544298,0,0,0,68.215948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,32.171,12.927,9.702,14.999977,348.975

16,03:45-04:00,32.016,20.773311,124.384996,130.580717,0,130.862842,9.4794,64.701224,21.90793,27.63898,80.178,1.126188,34.261154,1.494586,5.534085,49.112359,36.617928,6.745515,0,96.000987,28.09872,48.499829,344.354226,59.175403,422.443785,8.340651,31.125953,10.211652,179.962454,68.158761,34.831253,0,6.5208,0,53.049239,0,0,0,85.544298,0,0,0,68.215948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,32.171,12.927,9.555,14.999977,348.975

17,04:00-04:15,32.016,17.577417,124.384996,130.580717,0,130.862842,11.529,64.701224,21.90793,27.63898,80.178,1.126188,34.261154,1.494586,5.534085,49.112359,36.617928,6.745515,0,96.000987,28.09872,48.499829,344.354226,59.175403,422.443785,8.340651,31.125953,10.211652,179.962454,68.158761,34.831253,0,6.5208,0,53.049239,0,0,0,85.544298,0,0,0,68.215948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,32.171,12.927,9.408,14.999977,348.975

18,04:15-04:30,32.016,17.577417,124.384996,130.580717,0,130.862842,11.529,64.701224,21.90793,27.63898,80.178,1.126188,34.261154,1.494586,5.534085,49.112359,36.617928,6.745515,0,96.000987,28.09872,48.499829,344.354226,59.175403,422.443785,8.340651,31.125953,10.211652,179.962454,68.158761,34.831253,0,6.5208,0,53.049239,0,0,0,85.544298,0,0,0,68.215948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,32.171,12.927,9.408,14.999977,348.975

19,04:30-04:45,32.016,17.577417,124.384996,130.580717,0,130.862842,11.2728,64.701224,21.90793,27.63898,80.178,1.126188,34.261154,1.494586,5.534085,49.112359,57.978386,6.745515,0,96.000987,28.09872,48.499829,344.354226,59.175403,422.443785,8.340651,31.125953,10.211652,179.962454,68.158761,34.831253,0,6.5208,0,53.049239,0,0,0,85.544298,0,0,0,68.215948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,32.171,12.927,9.114,14.999977,348.975

20,04:45-05:00,32.016,17.577417,124.384996,130.580717,0,130.862842,11.2728,64.701224,21.90793,27.63898,80.178,1.126188,34.261154,1.494586,5.534085,49.112359,57.978386,6.745515,0,96.000987,28.09872,48.499829,344.354226,59.175403,422.443785,8.340651,31.125953,10.211652,179.962454,68.158761,34.831253,0,6.5208,0,53.049239,0,0,0,85.544298,0,0,0,68.215948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,32.171,12.927,8.967,14.999977,348.975

21,05:00-05:15,32.016,17.577417,124.384996,130.580717,0,130.862842,11.2728,64.701224,21.90793,27.63898,80.178,1.126188,35.561154,3.094586,5.534085,49.112359,57.978386,6.745515,0,96.000987,28.09872,48.499829,344.354226,59.175403,422.443785,8.340651,31.125953,10.211652,179.962454,68.158761,34.831253,0,6.5208,0,53.049239,0,0,0,85.544298,0,0,0,68.215948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,32.171,12.927,8.82,14.999977,348.975

