Block,Time,DADRI_RF,UNCHAHAR3,JHAJJAR,DULHASTI,URI2,DADRT2,URI,AURY_CRF,BSIUL,TEHRI,KOLDAM,ANTA_LF,RIHAND1,AURY_GF,DADRI_CRF,RAMPUR,SEWA2,RIHAND3,DADRI_GF,UNCHAHAR1,UNCHAHAR2,AURY_LF,NAPP,ANTA_RF,ANTA_GF,CHAMERA2,DHAULIGNGA,TANAKPUR,DADRI_LF,PARBATI3,CHAMERA3,KOTESHWR,TANDA2,CHAMERA1,UNCHAHAR4,SALAL,RIHAND2,SINGRAULI,NJPC,AURY_RF,RAPPB,RAPPC,ANTA_CRF,KISHANGANGA,SINGRAULI_HYDRO,SASAN,KHSTPP-I,KHSTPP-II,TALA,BRBCL,FSTPP I & II,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
13,03:00-03:15,0.000000,24.121732,0.000000,57.246285,34.008786,595.462851,33.642302,0.000000,18.924666,0.000000,0.000000,0.000000,48.512977,0.000000,0.000000,2.056015,18.187717,123.227412,0.000000,19.433034,21.718130,0.000000,48.400546,0.000000,0.000000,46.918734,21.009712,2.602403,0.000000,4.132821,33.695754,8.921851,5.183415,40.774053,2.989266,76.788555,117.519752,124.098072,53.252796,0.000000,0.000000,66.586408,0.000000,5.379164,0.754252,386.355375,44.886470,95.645145,0.000000,16.553147,20.121920,0,0,0,0,0

14,03:15-03:30,0.000000,24.121732,0.000000,57.246285,34.008786,595.462851,33.642302,0.000000,18.924666,0.000000,0.000000,0.000000,48.512977,0.000000,0.000000,2.056015,18.187717,123.227412,0.000000,19.433034,21.718130,0.000000,48.400546,0.000000,0.000000,46.918734,21.009712,2.602403,0.000000,4.132821,33.695754,8.921851,5.183415,40.774053,2.989266,76.788555,117.519752,124.098072,53.252796,0.000000,0.000000,66.586408,0.000000,5.379164,0.754252,386.355375,44.886470,95.645145,0.000000,16.393506,20.121920,0,0,0,0,0

15,03:30-03:45,0.000000,24.121732,0.000000,57.246285,34.008786,595.462851,33.642302,0.000000,18.924666,0.000000,0.000000,0.000000,48.512977,0.000000,0.000000,2.056015,18.187717,123.227412,0.000000,19.433034,21.718130,0.000000,48.400546,0.000000,0.000000,46.918734,21.009712,2.602403,0.000000,4.132821,33.695754,8.921851,5.183415,40.774053,2.989266,76.788555,117.519752,135.909744,53.252796,0.000000,0.000000,66.586408,0.000000,5.379164,0.754252,386.355375,44.886470,95.645145,0.000000,16.451493,20.121920,0,0,0,0,0

16,03:45-04:00,0.000000,24.121732,0.000000,57.246285,34.008786,595.462851,33.642302,0.000000,18.924666,0.000000,0.000000,0.000000,48.512977,0.000000,0.000000,2.056015,18.187717,123.227412,0.000000,19.433034,21.718130,0.000000,48.400546,0.000000,0.000000,46.918734,21.009712,2.602403,0.000000,4.132821,33.695754,8.921851,5.183415,40.774053,2.989266,76.788555,117.519752,136.564360,53.252796,0.000000,0.000000,66.586408,0.000000,5.379164,0.754252,386.355375,44.886470,95.645145,0.000000,16.818375,20.121920,0,0,0,0,0

17,04:00-04:15,0.000000,24.121732,0.000000,57.246285,34.008786,591.364364,33.642302,0.000000,18.924666,0.000000,0.000000,0.000000,48.512977,0.000000,0.000000,2.056015,18.187717,123.227412,0.000000,19.433034,21.718130,0.000000,48.400546,0.000000,0.000000,46.918734,31.514567,2.602403,0.000000,4.132821,33.695754,8.921851,5.183415,40.774053,2.989266,76.788555,117.519752,138.066703,53.252796,0.000000,0.000000,66.586408,0.000000,5.379164,0.754252,386.355375,44.886470,95.645145,0.000000,17.920432,20.121920,0,0,0,0,0

18,04:15-04:30,0.000000,24.121732,0.000000,57.246285,34.008786,591.364364,33.642302,0.000000,18.924666,0.000000,0.000000,0.000000,48.512977,0.000000,0.000000,2.056015,18.187717,123.227412,0.000000,19.433034,21.718130,0.000000,48.400546,0.000000,0.000000,46.918734,31.514567,2.602403,0.000000,4.132821,33.695754,8.921851,5.183415,40.774053,2.989266,76.788555,117.519752,138.122473,53.252796,0.000000,0.000000,66.586408,0.000000,5.379164,0.754252,386.355375,44.886470,95.645145,0.000000,18.716216,20.121920,0,0,0,0,0

19,04:30-04:45,0.000000,24.121732,0.000000,57.246285,34.008786,519.405882,33.642302,0.000000,18.924666,0.000000,0.000000,0.000000,48.512977,0.000000,0.000000,2.920137,18.187717,123.227412,0.000000,19.433034,21.718130,0.000000,48.400546,0.000000,0.000000,46.918734,42.132084,2.602403,0.000000,4.132821,33.695754,8.921851,5.183415,40.774053,2.989266,76.788555,117.524585,138.122473,75.459427,0.000000,0.000000,66.586408,0.000000,5.379164,0.754252,386.355375,44.886470,95.645145,0.000000,19.348024,20.121920,0,0,0,0,0

20,04:45-05:00,0.000000,24.121732,0.000000,57.246285,34.008786,424.710463,33.642302,0.000000,18.924666,0.000000,0.000000,0.000000,48.512977,0.000000,0.000000,2.920137,18.187717,123.227412,0.000000,19.433034,21.718130,0.000000,48.400546,0.000000,0.000000,46.918734,42.132084,2.602403,0.000000,4.132821,33.695754,8.921851,5.183415,40.774053,2.989266,76.788555,117.524585,138.122473,75.459427,0.000000,0.000000,66.586408,0.000000,5.379164,0.754252,386.355375,44.886470,95.645145,0.000000,19.348024,20.121920,0,0,0,0,0

21,05:00-05:15,0.000000,24.121732,0.000000,57.246285,34.008786,367.082445,33.642302,0.000000,18.924666,0.000000,1.812615,0.000000,48.512977,0.000000,0.000000,2.979731,18.187717,123.227412,0.000000,19.433034,21.718130,0.000000,48.400546,0.000000,0.000000,46.918734,42.132084,11.772774,0.000000,4.132821,33.695754,8.921851,5.183415,40.774053,2.989266,76.788555,117.524585,138.122473,77.184214,0.000000,0.000000,66.586408,0.000000,5.379164,0.754252,386.355375,44.886470,95.645145,0.000000,19.348024,20.121920,0,0,0,0,0

22,05:15-05:30,0.000000,21.086868,0.000000,57.246285,34.008786,367.082445,33.642302,0.000000,18.924666,0.000000,2.243111,0.000000,48.512977,0.000000,0.000000,3.084022,18.187717,123.227412,0.000000,16.457119,21.718130,0.000000,48.400546,0.000000,0.000000,46.918734,42.132084,11.772774,0.000000,4.132821,33.695754,8.921851,5.183415,40.774053,2.989266,76.788555,117.524585,138.122473,79.879193,0.000000,0.000000,66.586408,0.000000,5.379164,0.754252,386.355375,44.886470,95.645145,0.000000,19.348024,20.121920,0,0,0,0,0

23,05:30-05:45,0.000000,20.507719,0.000000,57.246285,34.008786,367.082445,33.642302,0.000000,18.924666,0.000000,2.243111,0.000000,48.512977,0.000000,0.000000,3.739562,18.187717,123.227412,0.000000,16.457119,21.718130,0.000000,48.400546,0.000000,0.000000,46.918734,42.132084,11.772774,0.000000,4.132821,33.695754,8.921851,5.183415,40.774053,2.989266,76.788555,117.524585,138.122473,97.019263,0.000000,0.000000,66.586408,0.000000,5.379164,0.754252,386.355375,44.886470,95.645145,0.000000,19.348024,20.121920,0,0,0,0,0

24,05:45-06:00,0.000000,20.507719,0.000000,57.246285,34.008786,367.082445,33.642302,0.000000,18.924666,0.000000,4.486223,0.000000,48.512977,0.000000,0.000000,3.739562,18.187717,123.227412,0.000000,16.457119,21.718130,0.000000,48.400546,0.000000,0.000000,46.918734,42.132084,2.602403,0.000000,4.132821,33.695754,8.921851,5.183415,40.774053,2.989266,76.788555,117.524585,138.122473,97.019263,0.000000,0.000000,66.586408,0.000000,5.379164,0.754252,386.355375,44.886470,95.645145,0.000000,19.348024,20.121920,0,0,0,0,0

25,06:00-06:15,0.000000,24.121732,0.000000,57.246285,34.008786,367.082445,33.642302,0.000000,18.924666,0.000000,4.486223,0.000000,48.512977,0.000000,0.000000,4.573888,18.187717,123.227412,0.000000,19.433034,19.315592,0.000000,48.400546,0.000000,0.000000,46.918734,42.132084,2.602403,0.000000,5.904031,33.695754,8.921851,5.183415,40.774053,2.989266,76.788555,117.524585,133.448132,118.579100,0.000000,0.000000,66.586408,0.000000,5.379164,0.754252,386.355375,44.886470,95.645145,0.000000,19.348024,20.121920,0,0,0,0,0

26,06:15-06:30,0.000000,24.121732,0.000000,57.246285,34.008786,367.082445,33.642302,0.000000,18.924666,0.000000,6.729333,0.000000,48.512977,0.000000,0.000000,4.573888,18.187717,123.227412,0.000000,19.433034,19.315592,0.000000,48.400546,0.000000,0.000000,46.918734,42.132084,2.602403,0.000000,8.856046,33.695754,8.921851,5.183415,40.774053,2.989266,76.788555,117.524585,133.448132,118.579100,0.000000,0.000000,66.586408,0.000000,5.379164,0.754252,386.355375,44.886470,95.645145,0.000000,19.348024,20.121920,0,0,0,0,0

27,06:30-06:45,0.000000,18.668982,0.000000,57.246285,34.008786,367.082445,33.642302,0.000000,18.924666,0.000000,6.729333,0.000000,48.512977,0.000000,0.000000,4.573888,18.187717,123.227412,0.000000,14.994120,14.858587,0.000000,48.400546,0.000000,0.000000,46.918734,42.132084,2.602403,0.000000,56.873526,33.695754,8.921851,4.061819,40.774053,1.943023,76.788555,117.524585,133.448132,118.579100,0.000000,0.000000,66.586408,0.000000,5.379164,0.754252,386.355375,44.886470,95.645145,0.000000,19.348024,20.121920,0,0,0,0,0

28,06:45-07:00,0.000000,18.668982,0.000000,57.246285,34.008786,367.082445,33.642302,0.000000,18.924666,0.000000,6.729333,0.000000,48.512977,0.000000,0.000000,4.573888,18.187717,123.227412,0.000000,14.994120,14.858587,0.000000,48.400546,0.000000,0.000000,46.918734,42.132084,2.602403,0.000000,56.873526,33.695754,8.921851,4.061819,40.774053,1.943023,76.788555,117.524585,133.448132,118.579100,0.000000,0.000000,66.586408,0.000000,5.379164,0.754252,386.355375,44.886470,95.645145,0.000000,19.348024,20.121920,0,0,0,0,0

29,07:00-07:15,0.000000,18.668982,0.000000,57.246285,34.008786,367.082445,33.642302,0.000000,18.924666,0.000000,6.729333,0.000000,48.512977,0.000000,0.000000,4.573888,18.187717,123.227412,0.000000,14.994120,14.858587,0.000000,48.400546,0.000000,0.000000,46.918734,31.514567,2.602403,0.000000,56.873526,33.695754,8.921851,4.061819,40.774053,1.943023,76.788555,117.524585,133.448132,118.579100,0.000000,0.000000,66.586408,0.000000,5.379164,0.754252,386.355375,36.007692,76.740263,0.000000,19.348024,16.140682,0,0,0,0,0

30,07:15-07:30,0.000000,15.054969,0.000000,57.246285,34.008786,367.082445,39.516355,0.000000,18.924666,0.000000,4.486223,0.000000,48.512977,0.000000,0.000000,4.573888,18.187717,123.227412,0.000000,12.044130,11.947390,0.000000,48.400546,0.000000,0.000000,46.918734,31.514567,2.602403,0.000000,56.873526,33.695754,8.921851,4.061819,40.774053,1.943023,76.788555,117.524585,133.448132,118.579100,0.000000,0.000000,66.586408,0.000000,5.379164,0.754252,386.355375,36.007692,76.740263,0.000000,19.348024,13.362890,0,0,0,0,0

31,07:30-07:45,0.000000,15.054969,0.000000,57.246285,34.008786,367.082445,39.516355,0.000000,18.924666,0.000000,4.486223,0.000000,30.911042,0.000000,0.000000,4.573888,18.187717,123.227412,0.000000,12.044130,11.947390,0.000000,48.400546,0.000000,0.000000,46.918734,31.514567,0.619620,0.000000,56.873526,33.695754,8.921851,4.061819,40.774053,1.943023,76.788555,94.727324,133.448132,118.579100,0.000000,0.000000,66.586408,0.000000,5.379164,0.754252,386.355375,36.007692,76.740263,0.000000,18.649859,13.362890,0,0,0,0,0

32,07:45:08:00,0.000000,15.054969,0.000000,57.246285,34.008786,367.082445,39.516355,0.000000,18.924666,0.000000,2.243111,0.000000,30.911042,0.000000,0.000000,4.573888,18.187717,91.523682,0.000000,12.044130,11.947390,0.000000,48.400546,0.000000,0.000000,46.918734,31.514567,0.619620,0.000000,56.873526,33.695754,8.921851,4.061819,40.774053,1.943023,76.788555,94.727324,133.448132,118.579100,0.000000,0.000000,66.586408,0.000000,5.379164,0.754252,386.355375,36.007692,76.740263,0.000000,19.348024,13.362890,0,0,0,0,0

33,08:00-08:15,0.000000,15.054969,0.000000,57.246285,34.008786,367.082445,33.642302,0.000000,18.924666,0.000000,0.000000,0.000000,30.911042,0.000000,0.000000,4.573888,18.187717,91.523682,0.000000,12.044130,11.947390,0.000000,48.400546,0.000000,0.000000,46.918734,31.514567,0.619620,0.000000,8.856046,33.695754,8.921851,4.061819,40.774053,1.943023,76.788555,94.727324,133.448132,118.579100,0.000000,0.000000,66.586408,0.000000,5.379164,0.754252,386.355375,33.023844,67.409012,0.000000,19.348024,13.362890,0,0,0,0,0

34,08:15-08:30,0.000000,15.054969,0.000000,57.246285,34.008786,367.082445,33.642302,0.000000,18.924666,0.000000,0.000000,0.000000,30.911042,0.000000,0.000000,4.573888,18.187717,91.523682,0.000000,12.044130,11.947390,0.000000,48.400546,0.000000,0.000000,46.918734,31.514567,0.619620,0.000000,3.690020,33.695754,8.921851,4.061819,40.774053,1.943023,76.788555,94.727324,133.448132,118.579100,0.000000,0.000000,66.586408,0.000000,5.379164,0.754252,386.355375,36.007692,76.740263,0.000000,19.348024,13.362890,0,0,0,0,0

35,08:30-08:45,0.000000,15.054969,0.000000,57.246285,34.008786,367.082445,33.642302,0.000000,18.924666,0.000000,0.000000,0.000000,30.911042,0.000000,0.000000,4.573888,18.187717,91.523682,0.000000,12.044130,11.947390,0.000000,48.400546,0.000000,0.000000,46.918734,31.514567,0.619620,0.000000,0.000000,33.695754,8.921851,4.061819,40.774053,1.943023,76.788555,94.727324,133.448132,118.579100,0.000000,0.000000,66.586408,0.000000,5.379164,0.754252,386.355375,36.007692,76.740263,0.000000,19.348024,13.362890,0,0,0,0,0

36,08:45:09:00,0.000000,15.054969,0.000000,57.246285,34.008786,367.082445,33.642302,0.000000,18.924666,0.000000,0.000000,0.000000,30.911042,0.000000,0.000000,4.573888,18.187717,91.523682,0.000000,12.044130,11.947390,0.000000,48.400546,0.000000,0.000000,46.918734,31.514567,0.619620,0.000000,0.000000,33.695754,8.921851,4.061819,40.774053,1.943023,76.788555,94.727324,133.448132,118.579100,0.000000,0.000000,66.586408,0.000000,5.379164,0.754252,386.355375,36.007692,76.740263,0.000000,19.348024,13.362890,0,0,0,0,0

37,09:00:09:15,0.000000,15.054969,0.000000,57.246285,34.008786,367.082445,33.642302,0.000000,18.924666,0.000000,0.000000,0.000000,30.911042,0.000000,0.000000,4.573888,18.187717,119.553458,0.000000,12.044130,11.947390,0.000000,48.400546,0.000000,0.000000,46.918734,21.009712,0.619620,0.000000,0.000000,33.695754,8.921851,4.061819,40.774053,1.943023,76.788555,94.727324,133.448132,118.579100,0.000000,0.000000,66.586408,0.000000,5.379164,0.000000,386.355375,36.007692,76.740263,0.000000,19.348024,13.362890,0,0,0,0,0

38,09:15-09:30,0.000000,15.054969,0.000000,57.246285,34.008786,367.082445,33.642302,0.000000,18.924666,0.000000,0.000000,0.000000,30.911042,0.000000,0.000000,4.573888,18.187717,123.227412,0.000000,12.044130,11.947390,0.000000,48.400546,0.000000,0.000000,46.918734,21.009712,0.619620,0.000000,0.000000,33.695754,8.921851,4.061819,40.774053,1.943023,76.788555,94.727324,133.448132,118.579100,0.000000,0.000000,66.586408,0.000000,5.379164,0.000000,386.355375,36.007692,76.740263,0.000000,19.348024,13.362890,0,0,0,0,0

39,09:30-09:45,0.000000,15.054969,0.000000,57.246285,34.008786,367.082445,33.642302,0.000000,18.924666,0.000000,0.000000,0.000000,47.352583,0.000000,0.000000,4.573888,18.187717,123.227412,0.000000,12.044130,11.947390,0.000000,48.400546,0.000000,0.000000,46.918734,21.009712,0.619620,0.000000,0.000000,33.695754,8.921851,4.061819,27.182702,1.943023,76.788555,115.624639,133.448132,118.579100,0.000000,0.000000,66.586408,0.000000,5.379164,0.000000,386.355375,33.023844,67.409012,0.000000,19.348024,16.140682,0,0,0,0,0

40,09:45-10:00,0.000000,18.668982,0.000000,57.246285,34.008786,371.180932,33.642302,0.000000,18.924666,0.000000,0.000000,0.000000,48.512977,0.000000,0.000000,4.573888,18.187717,123.227412,0.000000,14.994120,14.858587,0.000000,48.400546,0.000000,0.000000,46.918734,21.009712,0.619620,0.000000,0.000000,33.695754,8.921851,4.061819,27.182702,1.943023,76.788555,117.524585,133.448132,118.579100,0.000000,0.000000,66.586408,0.000000,5.379164,0.000000,386.355375,33.023844,67.409012,0.000000,19.348024,16.140682,0,0,0,0,0

41,10:00-10:15,0.000000,18.668982,0.000000,57.246285,34.008786,371.180932,33.642302,0.000000,18.924666,0.000000,0.000000,0.000000,48.512977,0.000000,0.000000,4.112029,18.187717,123.227412,0.000000,14.994120,14.858587,0.000000,48.400546,0.000000,0.000000,46.918734,21.009712,9.789991,0.000000,0.000000,33.695754,0.000000,4.061819,27.182702,1.943023,76.788555,117.524585,133.448132,106.505591,0.000000,0.000000,66.586408,0.000000,5.379164,0.000000,386.355375,36.007692,76.740263,0.000000,19.348024,16.140682,0,0,0,0,0

42,10:15-10:30,0.000000,18.668982,0.000000,57.246285,34.008786,371.180932,39.516355,0.000000,18.924666,0.000000,0.000000,0.000000,48.512977,0.000000,0.000000,4.112029,18.187717,123.227412,0.000000,14.994120,14.858587,0.000000,48.400546,0.000000,0.000000,46.918734,21.009712,9.789991,0.000000,0.000000,33.695754,0.000000,4.061819,27.182702,1.943023,76.788555,117.524585,133.448132,106.505591,0.000000,0.000000,66.586408,0.000000,5.379164,0.000000,386.355375,36.007692,76.740263,0.000000,19.348024,16.140682,0,0,0,0,0

43,10:30-10:45,0.000000,18.668982,0.000000,57.246285,34.008786,371.180932,39.516355,0.000000,18.924666,0.000000,0.000000,0.000000,48.512977,0.000000,0.000000,4.112029,18.187717,123.227412,0.000000,14.994120,14.858587,0.000000,48.400546,0.000000,0.000000,46.918734,21.009712,9.789991,0.000000,0.000000,33.695754,0.000000,4.061819,27.182702,1.943023,76.788555,117.524585,133.448132,106.505591,0.000000,0.000000,66.586408,0.000000,5.379164,0.000000,386.355375,36.007692,76.740263,0.000000,18.130093,16.140682,0,0,0,0,0

44,10:45-11:00,0.000000,18.668982,0.000000,57.246285,34.008786,371.180932,39.516355,0.000000,18.924666,0.000000,0.000000,0.000000,48.512977,0.000000,0.000000,4.112029,18.187717,123.227412,0.000000,14.994120,14.858587,0.000000,48.400546,0.000000,0.000000,46.918734,21.009712,0.619620,0.000000,0.000000,33.695754,0.000000,4.061819,12.227936,1.943023,76.788555,117.524585,133.448132,106.505591,0.000000,0.000000,66.586408,0.000000,5.379164,0.000000,386.355375,36.007692,76.740263,0.000000,18.023498,16.140682,0,0,0,0,0

45,11:00-11:15,0.000000,18.668982,36.264451,57.246285,34.008786,371.180932,33.642302,0.000000,18.924666,0.000000,0.000000,0.000000,48.512977,0.000000,0.000000,4.112029,18.187717,123.227412,0.000000,14.994120,14.858587,0.000000,48.400546,0.000000,0.000000,46.918734,21.009712,0.619620,0.000000,0.000000,33.695754,0.000000,4.061819,13.591351,1.943023,76.788555,117.519752,133.448132,106.505591,0.000000,0.000000,66.586408,0.000000,5.379164,0.000000,386.355375,36.007692,76.740263,0.000000,19.133522,16.140682,0,0,0,0,0

46,11:15-11:30,0.000000,18.668982,68.899078,57.246285,34.008786,371.180932,33.642302,0.000000,18.924666,0.000000,0.000000,0.000000,48.512977,0.000000,0.000000,4.112029,18.187717,123.227412,0.000000,14.994120,14.858587,0.000000,48.400546,0.000000,0.000000,46.918734,21.009712,0.619620,0.000000,0.000000,33.695754,0.000000,4.061819,13.591351,1.943023,76.788555,117.519752,133.448132,106.505591,0.000000,0.000000,66.586408,0.000000,5.379164,0.000000,386.355375,36.007692,76.740263,0.000000,19.084611,16.140682,0,0,0,0,0

47,11:30-11:45,0.000000,18.668982,68.899078,57.246285,34.008786,371.180932,33.642302,0.000000,18.924666,0.000000,0.000000,0.000000,48.512977,0.000000,0.000000,4.112029,18.187717,123.227412,0.000000,14.994120,14.858587,0.000000,48.400546,0.000000,0.000000,46.918734,21.009712,0.619620,0.000000,0.000000,33.695754,0.000000,4.061819,13.591351,1.943023,76.788555,117.519752,133.448132,106.505591,0.000000,0.000000,66.586408,0.000000,5.379164,0.000000,386.355375,36.007692,76.740263,0.000000,18.628177,16.140682,0,0,0,0,0

