Block,Time,NR/01102023/31052040/LT-31,NR/30092023/31122025/SH-07,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/30042040/GNA_LT_35,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/06022042/L_NR_2012_02,NR/01122023/31122023/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/01102023/31102037/L_NR_2019_11,NR/01102023/23072042/L_NR_2012_04,WR/01102023/29112042/L_NR_2019_05,NR/26072023/31072042/L_NR_2023_07,NR/01102023/22052037/LT-59,WR/01102023/16072048/L_NR_2022_08,NR/01102023/05012040/L_NR_2020_02,SR/01102023/07102043/L_NR_2018_61,NR/01102023/13082046/L_NR_2021_12,NR/01102023/15082037/GNA_NR_2012_01,WR/01102023/30052048/L_NR_2022_10,NR/26072023/25122043/L_NR_2023_10,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/14082046/L_NR_2021_16,NR/01102023/19072037/LT-05,NR/01102023/08032047/L_NR_2021_14,L_NR_2019_19,WR/01102023/24112044/L_NR_2020_07,NR/01102023/25072045/L_NR_2021_15,NR/01102023/06022042/L_NR_2012_07,WR/01102023/01102023/L_NR_2020_06,NR/01102023/02122045/L_NR_2021_13,NR/16122023/22122023/HP-20,WR/01102023/01102023/L_NR_2022_09,NR/22102023/11042047/L_NR_2021_16,NR/01102023/30042040/GNA_LT_36,NR/30092023/26122029/SH-06,SR/01122023/31122023/BYPL_KSEB_DEC23,NR/01102023/02012046/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_17,WR/01102023/31032046/L_NR_2020_05,NR/16122023/22122023/HP-16,WR/01102023/29112042/RUMS(L_NR_2019_07)
6,01:15-01:30,0.000000,25.850000,22.980000,0.000000,0.000000,169.720000,95.760000,1.220000,148.120000,0,0,1.080000,9.21,1.750000,22.95,0,100.300000,23.83,0,0,0,69.820000,0,0,11.15,0,32.560000,11.14,0,127.340000,23.83,0,0.000000,25.850000,47.88,0,0,33.45,133.370000,0

7,01:30-01:45,0.000000,25.850000,22.980000,0.000000,0.000000,169.720000,95.760000,1.220000,148.120000,0,0,1.080000,9.01,1.750000,22.8,0,100.300000,22.15,0,0,0,69.820000,0,0,10.53,0,32.560000,10.53,0,127.340000,22.15,0,0.000000,25.850000,47.88,0,0,31.6,133.370000,0

8,01:45-02:00,0.000000,25.850000,22.980000,0.000000,0.000000,169.720000,95.760000,1.220000,148.120000,0,0,1.080000,8.36,1.750000,22.66,0,100.300000,21.82,0,0,0,69.820000,0,0,9.85,0,32.560000,9.84,0,127.340000,21.82,0,0.000000,25.850000,47.88,0,0,29.54,133.370000,0

9,02:00-02:15,0.000000,25.850000,22.980000,0.000000,0.000000,129.280000,95.760000,1.140000,148.120000,0,0,1.080000,7.79,1.750000,25.81,0,100.300000,22.11,0,0,0,69.820000,0,0,9.29,0,32.560000,9.29,0,127.340000,22.11,0,0.000000,25.850000,47.88,0,0,27.87,133.370000,0

10,02:15-02:30,0.000000,25.850000,22.980000,0.000000,0.000000,129.280000,95.760000,1.140000,148.120000,0,0,1.080000,7.34,1.750000,25.96,0,100.300000,22.4,0,0,0,69.820000,0,0,8.71,0,32.560000,8.71,0,127.340000,22.4,0,0.000000,25.850000,47.88,0,0,26.14,133.370000,0

11,02:30-02:45,0.000000,25.850000,22.980000,0.000000,0.000000,129.280000,95.760000,1.140000,148.120000,0,0,1.080000,7.34,1.750000,25.99,0,100.300000,22.55,0,0,0,69.820000,0,0,8.83,0,32.560000,8.82,0,127.340000,22.55,0,0.000000,25.850000,47.88,0,0,26.49,133.370000,0

12,02:45-03:00,0.000000,25.850000,22.980000,0.000000,0.000000,129.280000,95.760000,1.140000,148.120000,0,0,1.080000,7.34,1.750000,26.11,0,100.300000,22.85,0,0,0,69.820000,0,0,8.28,0,32.560000,8.28,0,127.340000,22.85,0,0.000000,25.850000,47.88,0,0,24.84,133.370000,0

13,03:00-03:15,0.000000,25.850000,22.980000,0.000000,0.000000,129.280000,95.760000,1.140000,148.120000,0,0,1.120000,7.34,1.750000,26.1,0,100.300000,22.75,0,0,0,69.820000,0,0,9.82,0,32.560000,9.83,0,127.340000,22.75,0,0.000000,25.850000,47.88,0,0,29.48,133.370000,0

14,03:15-03:30,0.000000,25.850000,22.980000,0.000000,0.000000,129.280000,95.760000,1.140000,148.120000,0,0,1.120000,7.34,1.750000,26.25,0,100.300000,22.51,0,0,0,69.820000,0,0,9.53,0,32.560000,9.54,0,127.340000,22.51,0,0.000000,25.850000,47.88,0,0,28.59,133.370000,0

15,03:30-03:45,0.000000,25.850000,22.980000,0.000000,0.000000,129.280000,95.760000,1.140000,148.120000,0,0,1.120000,7.34,1.750000,29.3,0,100.300000,21.95,0,0,0,69.820000,0,0,9.03,0,32.560000,9.03,0,127.340000,21.95,0,0.000000,25.850000,47.88,0,0,27.08,133.370000,0

16,03:45-04:00,0.000000,25.850000,22.980000,0.000000,0.000000,138.850000,95.760000,1.140000,148.120000,0,0,1.120000,7.34,1.750000,29.36,0,100.300000,21.17,0,0,0,69.820000,0,0,8.85,0,32.560000,8.86,0,127.340000,21.17,0,0.000000,25.850000,47.88,0,0,26.56,133.370000,0

17,04:00-04:15,0.000000,25.850000,22.980000,0.000000,0.000000,158.000000,95.760000,1.140000,148.120000,0,0,1.120000,7.34,1.700000,26.54,0,100.300000,16.35,0,0,0,69.820000,0,0,8.55,0,32.560000,8.53,0,127.340000,16.35,0,0.000000,25.850000,47.88,0,0,25.64,133.370000,0

18,04:15-04:30,0.000000,25.850000,22.980000,0.000000,0.000000,169.720000,95.760000,1.140000,148.120000,0,0,1.120000,7.34,1.700000,26.65,0,100.300000,16.03,0,0,0,69.820000,0,0,8.5,0,32.560000,8.51,0,127.340000,16.03,0,0.000000,25.850000,47.88,0,0,25.5,133.370000,0

19,04:30-04:45,0.000000,25.850000,22.980000,0.000000,0.000000,169.720000,95.760000,1.140000,148.120000,0,0,1.120000,6.18,1.700000,26.67,0,100.300000,15.82,0,0,0,69.820000,0,0,8.36,0,32.560000,8.38,0,127.340000,15.82,0,0.000000,25.850000,47.88,0,0,25.09,133.370000,0

20,04:45-05:00,0.000000,25.850000,22.980000,0.000000,0.000000,169.720000,95.760000,1.140000,148.120000,0,0,1.120000,6.03,1.700000,26.52,0,100.300000,15.47,0,0,0,69.820000,0,0,8.34,0,32.560000,8.33,0,127.340000,15.47,0,0.000000,25.850000,47.88,0,0,25.01,133.370000,0

21,05:00-05:15,0.000000,25.850000,22.980000,0.000000,0.000000,169.720000,95.760000,1.140000,148.120000,0,0,1.120000,5.95,1.700000,26.5,0,100.300000,15.45,0,0,0,69.820000,0,0,8.66,0,56.130000,8.66,0,127.340000,15.45,0,0.000000,25.850000,47.88,0,0,25.97,133.370000,0

22,05:15-05:30,0.000000,25.850000,22.980000,0.000000,0.000000,169.720000,95.760000,1.140000,148.120000,0,0,1.120000,5.79,1.700000,26.59,0,100.300000,15.42,0,0,0,65.690000,0,0,8.86,0,56.130000,8.85,0,127.340000,15.42,0,0.000000,25.850000,47.88,0,0,26.57,133.370000,0

23,05:30-05:45,0.000000,25.850000,22.980000,0.000000,0.000000,224.960000,95.760000,1.140000,191.520000,0,0,1.120000,5.51,1.700000,26.65,0,100.300000,15.44,0,0,0,65.690000,0,0,8.74,0,56.130000,8.73,0,127.340000,15.44,0,0.000000,25.850000,47.88,0,0,26.22,133.370000,0

24,05:45-06:00,0.000000,25.850000,22.980000,0.000000,0.000000,224.960000,95.760000,1.140000,229.820000,0,0,1.120000,5.18,1.700000,26.15,0,100.300000,15.42,0,0,0,74.140000,0,0,8.63,0,74.970000,8.62,0,127.340000,15.42,0,0.000000,25.850000,47.88,0,0,25.89,133.370000,0

25,06:00-06:15,0.000000,25.300000,22.980000,0.000000,0.000000,259.130000,95.760000,1.060000,269.320000,0,0,1.080000,5.08,1.700000,23.53,0,100.300000,15.69,0,0,0,82.580000,0,0,8.59,0,74.970000,8.57,0,256.400000,15.69,0,0.000000,30.640000,47.88,0,0,25.76,0.000000,0

26,06:15-06:30,0.000000,25.300000,22.980000,0.000000,0.000000,259.130000,95.760000,1.060000,269.320000,2.04,0,1.080000,5,1.700000,23.12,0,100.300000,15.82,0,0,0,91.030000,0,0,8.55,0,74.970000,8.54,0,256.400000,15.82,0,0.000000,30.640000,47.88,0,0,25.64,0.000000,0

27,06:30-06:45,0.000000,25.300000,22.980000,0.000000,0.000000,259.130000,95.760000,1.060000,269.320000,5.85,0,1.080000,5,1.700000,21.78,0,100.300000,16.11,0,0.23,0,114.860000,0,0,8.59,0,74.970000,8.59,0,256.400000,16.11,0,0.000000,30.640000,47.88,0,0,25.77,0.000000,1.1

28,06:45-07:00,0.000000,23.150000,22.980000,0.000000,0.000000,259.130000,95.760000,1.060000,269.320000,13.04,0,1.080000,5,1.700000,20.76,0,100.300000,16.4,0,4.31,0,114.860000,0,0,8.55,0,86.380000,8.54,0,256.400000,16.4,0,0.000000,30.640000,47.88,0,0,25.64,0.000000,4.1

29,07:00-07:15,0.000000,30.640000,22.020000,0.000000,0.000000,259.130000,95.760000,1.060000,269.320000,22.31,0,1.080000,5,1.700000,20.55,0,100.300000,24.16,0,12.2,0,114.860000,0,1.781139,8.55,0,86.380000,8.55,0,256.400000,24.16,0,0.000000,30.640000,47.88,0,0,25.65,0.000000,11.5

30,07:15-07:30,0.100000,30.640000,22.020000,0.100000,0.000000,259.130000,95.760000,1.060000,269.320000,33,1,1.080000,5,1.700000,19.15,0,100.300000,23.86,0,24.23,0,114.860000,0,7.319216,8.58,0,86.380000,8.57,0,256.400000,23.86,1,0.110000,30.640000,47.88,0,0,25.74,0.000000,20.1

31,07:30-07:45,0.380000,30.640000,21.070000,0.380000,0.000000,259.130000,95.760000,1.060000,269.320000,27.81,3,1.080000,5,1.700000,14.08,3.58,100.300000,23.53,1,27.82,0,114.860000,0.33,14.034986,8.78,1,86.380000,8.79,0.72,256.400000,23.53,3,0.390000,30.640000,47.88,0,1,26.34,0.000000,27.82

32,07:45:08:00,0.890000,30.640000,21.070000,0.890000,0.000000,259.130000,95.760000,1.060000,269.320000,27.99,8,1.080000,5,1.700000,14.53,14.78,100.300000,23.15,3,27.98,0,114.860000,1,21.821386,9.05,3,86.380000,9.05,2.95,256.400000,23.15,5,0.910000,30.640000,47.88,0,3,27.15,0.000000,27.98

33,08:00-08:15,1.630000,30.640000,21.070000,1.630000,0.000000,259.130000,95.760000,1.140000,269.320000,30.51,21,1.080000,10.06,1.700000,14.8,29.81,100.300000,22.69,9,30.52,0,114.860000,6.14,31.174799,9.22,5,86.380000,9.24,5.96,256.400000,22.69,13,1.670000,30.640000,47.88,0,6,27.67,0.000000,30.52

34,08:15-08:30,2.580000,30.640000,21.070000,2.580000,0.000000,259.130000,95.760000,1.140000,269.320000,30.51,39,1.080000,9.96,1.700000,15.26,50.4,100.300000,22.47,16,30.52,0,114.860000,14.53,41.696172,9.38,8,86.380000,9.38,10.08,256.400000,22.47,21,2.650000,30.640000,47.88,0,11,28.14,0.000000,30.52

35,08:30-08:45,4.150000,30.640000,21.070000,4.150000,0.000000,259.130000,95.760000,1.140000,269.320000,31.01,53,1.080000,9.85,1.700000,15.46,70.44,100.300000,21.57,22,31.02,0,114.860000,22.85,52.36354,8.89,15.87,86.380000,8.9,14.09,256.400000,21.57,28,4.260000,30.640000,47.88,0,14,26.67,0.000000,31.02

36,08:45:09:00,5.750000,30.640000,21.070000,5.750000,0.000000,259.130000,95.760000,1.140000,269.320000,31.01,67,1.080000,9.74,1.700000,15.72,89.78,100.300000,20.46,28,31.02,0,114.860000,29.72,62.213336,8.66,19.77,86.380000,8.65,17.95,256.400000,20.46,37,5.890000,30.640000,47.88,0,18,25.97,0.000000,31.02

37,09:00:09:15,7.130000,30.640000,21.070000,7.130000,0.000000,259.130000,95.760000,1.140000,269.320000,31.01,88,1.010000,9.51,1.700000,14.71,107.89,100.300000,24.48,37,31.02,0,114.860000,39.4,71.858739,13.07,23.6,86.380000,13.08,21.58,256.400000,24.48,47,7.310000,30.640000,47.88,0,23,39.22,0.000000,31.02

38,09:15-09:30,8.380000,30.640000,21.070000,8.380000,0.000000,259.130000,95.760000,1.140000,269.320000,31.01,102,1.010000,8.84,1.700000,14.04,124.48,100.300000,24.51,43,31.02,0,114.860000,48.09,80.39458,12.31,26.04,86.380000,12.31,24.9,256.400000,24.51,54,8.590000,30.640000,47.88,0,27,36.92,0.000000,31.02

39,09:30-09:45,9.490000,30.640000,21.070000,9.490000,0.000000,259.130000,95.760000,1.140000,269.320000,32.2,116,1.010000,7.84,1.700000,13.36,140.63,100.300000,24.11,49,32.2,0,114.860000,55.71,88.502169,11.67,29.13,86.380000,11.68,28.12,256.400000,24.11,61,9.730000,30.640000,47.88,0,31,35.02,0.000000,32.2

40,09:45-10:00,10.530000,30.640000,21.070000,10.530000,0.000000,259.130000,95.760000,1.140000,269.320000,32.2,130,1.010000,7.18,1.700000,12.79,162.44,100.300000,23.85,55,32.2,0,114.860000,61.94,96.103642,11.22,31.44,86.380000,11.2,32.49,256.400000,23.85,67,10.800000,30.640000,47.88,0,34,33.65,0.000000,32.2

41,10:00-10:15,11.460000,30.640000,22.020000,11.460000,0.000000,259.130000,95.760000,1.140000,269.320000,32.2,144,1.010000,6.51,1.700000,9.14,174.98,100.300000,23.22,61,32.2,0,93.840000,67.96,103.023805,10.64,34.53,86.380000,10.63,35,256.400000,23.22,75,11.750000,30.640000,47.88,0,38,31.92,0.000000,32.2

42,10:15-10:30,12.250000,30.640000,22.020000,12.250000,0.000000,259.130000,95.760000,1.140000,269.320000,32.2,154,1.010000,5.84,1.700000,9.54,187.97,100.300000,22.55,66,32.2,0,93.840000,73.35,109.10693,10.2,36.74,86.380000,10.2,37.59,256.400000,22.55,81,12.560000,30.640000,47.88,0,40,30.59,0.000000,32.2

43,10:30-10:45,12.950000,30.640000,22.020000,12.950000,0.000000,259.130000,95.760000,1.140000,269.320000,32.2,165,1.010000,5.19,1.700000,8.54,199.45,100.300000,22.22,70,32.2,0,114.860000,78.53,118.197552,9.86,38.93,86.380000,9.86,39.89,256.400000,22.22,83,13.270000,30.640000,47.88,0,42,29.58,0.000000,32.2

44,10:45-11:00,13.530000,30.640000,22.020000,13.530000,0.000000,259.130000,95.760000,1.140000,269.320000,32.16,172,1.010000,5,1.700000,8.54,209.88,100.300000,21.64,73,32.17,0,114.860000,83.04,122.567669,9.74,39.88,86.380000,9.75,41.97,256.400000,21.64,85,13.880000,30.640000,47.88,0,43,29.24,0.000000,32.17

45,11:00-11:15,14.010000,30.640000,21.070000,14.010000,0.000000,259.130000,95.760000,1.220000,269.320000,32.16,179,1.010000,5,1.700000,7.61,218.39,100.300000,18.55,76,32.17,0,114.860000,86.54,125.857423,9.38,41.49,86.380000,9.37,43.68,256.400000,18.55,85,14.360000,30.640000,47.88,0,43,28.14,0.000000,32.17

46,11:15-11:30,14.350000,30.640000,20.110000,14.350000,0.000000,259.130000,95.760000,1.220000,269.320000,32.16,182,1.010000,5,1.700000,7.61,225.33,100.300000,17.88,78,32.17,0,114.860000,89.61,128.913585,9.32,42.64,86.380000,9.32,45.07,256.400000,17.88,87,14.720000,30.640000,47.88,0,44,27.96,0.000000,32.17

47,11:30-11:45,14.640000,24.860000,20.110000,14.640000,0.000000,259.130000,95.760000,1.220000,269.320000,32.16,186,1.010000,5,1.700000,7.61,231.06,100.300000,18.08,79,32.17,0,114.860000,91.49,131.132709,9.21,42.5,85.450000,9.21,46.21,256.400000,18.08,90,15.000000,30.640000,47.88,0,45,27.64,0.000000,32.17

48,11:45-12:00,14.840000,24.860000,20.110000,14.840000,0.000000,259.130000,95.760000,1.220000,269.320000,32.16,186,1.010000,5,1.700000,7.61,231.06,100.300000,17.59,79,32.17,0,114.860000,91.49,132.680256,9.14,42.75,85.450000,9.13,46.21,256.400000,17.59,90,15.210000,30.640000,47.88,0,45,27.41,0.000000,32.17

49,12:00-12:15,15.020000,25.300000,20.110000,15.020000,0.000000,259.130000,95.760000,1.290000,269.320000,32.16,186,1.010000,5,1.750000,7.21,231.06,100.300000,13.33,79,32.17,0,114.860000,91.49,136.008942,6.67,44.24,74.970000,6.66,46.21,256.400000,13.33,90,15.390000,30.640000,47.88,0,45,20,0.000000,32.17

50,12:15-12:30,15.010000,25.300000,20.110000,15.010000,0.000000,259.130000,95.760000,1.290000,269.320000,32.16,186,1.010000,5,1.750000,7.21,231.06,100.300000,13.33,79,32.17,0,114.860000,91.49,135.67802,6.67,44.5,85.450000,6.66,46.21,256.400000,13.33,90,15.390000,30.640000,47.88,0,45,20,0.000000,32.17

51,12:30-12:45,14.990000,25.300000,20.110000,14.990000,0.000000,259.130000,95.760000,1.290000,269.320000,32.16,186,1.010000,5,1.750000,7.21,231.06,100.300000,13.33,79,32.17,0,114.860000,91.49,134.656055,6.67,44.5,74.520000,6.66,46.21,256.400000,13.33,90,15.370000,30.640000,47.88,0,45,20,0.000000,32.17

52,12:45-13:00,14.940000,25.300000,20.110000,14.940000,0.000000,259.130000,95.760000,1.290000,269.320000,32.16,186,1.010000,5,1.750000,7.21,231.06,100.300000,13.33,79,32.17,0,114.860000,91.49,132.728921,6.67,44.5,74.520000,6.66,46.21,256.400000,13.33,90,15.310000,30.640000,47.88,0,45,20,0.000000,32.17

53,13:00-13:15,14.790000,25.850000,20.110000,14.790000,0.000000,203.880000,95.760000,1.290000,229.820000,32.16,182,1.080000,5,1.750000,7.21,231.06,100.300000,13.33,78,32.17,0,93.840000,91.49,129.74089,6.67,44.5,55.680000,6.66,46.21,256.400000,13.33,88,15.170000,30.640000,47.88,0,44,20,0.000000,32.17

54,13:15-13:30,14.590000,25.850000,20.110000,14.590000,0.000000,203.880000,95.760000,1.290000,191.520000,32.16,179,1.080000,5,1.750000,7.21,231.06,100.300000,13.33,76,32.17,0,65.690000,91.49,126.198078,6.67,42.67,55.680000,6.66,46.21,256.400000,13.33,87,14.960000,30.640000,47.88,0,43,20,0.000000,32.17

55,13:30-13:45,14.330000,25.850000,20.110000,14.330000,0.000000,223.030000,95.760000,1.290000,148.120000,32.5,175,1.080000,5,1.750000,7.21,231.06,100.300000,13.39,75,32.5,0,65.690000,88.69,124.48507,6.67,42.02,55.680000,6.66,46.21,256.400000,13.39,84,14.700000,25.850000,47.88,0,42,20,0.000000,32.5

56,13:45-14:00,13.980000,25.850000,19.150000,13.980000,0.000000,223.030000,95.760000,1.290000,191.520000,32.5,168,1.080000,5,1.750000,7.21,224.18,100.300000,13.33,72,32.5,0,65.690000,86.41,119.462842,6.67,40.5,55.680000,6.66,44.84,256.400000,13.33,81,14.330000,25.850000,47.88,0,41,20,0.000000,32.5

57,14:00-14:15,13.500000,25.850000,19.150000,13.500000,0.000000,203.880000,95.760000,1.370000,229.820000,32.5,161,1.080000,5,1.750000,7.21,217.63,100.300000,13.33,69,32.5,0,65.690000,84.32,113.769037,6.67,38.95,55.680000,6.66,43.53,256.400000,13.33,78,13.840000,25.850000,47.88,0,39,20,0.000000,32.5

58,14:15-14:30,12.850000,25.850000,19.150000,12.850000,0.000000,259.130000,95.760000,1.370000,269.320000,32.66,154,1.080000,5,1.750000,7.21,209.38,100.300000,13.33,66,32.67,0,65.690000,80.32,107.189529,6.67,36.98,55.680000,6.66,41.88,256.400000,13.33,73,13.170000,25.850000,47.88,0,37,20,0.000000,32.67

59,14:30-14:45,12.020000,25.850000,19.150000,12.020000,0.000000,259.130000,95.760000,1.370000,269.320000,32.66,151,1.080000,5,1.750000,7.21,199.21,100.300000,13.33,64,32.67,0,65.690000,75.26,99.753517,6.67,35.1,55.680000,6.66,39.84,256.400000,13.33,67,12.330000,25.850000,47.88,0,34,20,0.000000,32.67

60,14:45-15:00,11.210000,25.850000,20.110000,11.210000,0.000000,259.130000,95.760000,1.370000,269.320000,32.66,140,1.080000,5,1.750000,7.21,188.14,100.300000,13.33,60,32.67,0,65.690000,69.77,91.529132,6.67,32.89,55.680000,6.66,37.63,256.400000,13.33,63,11.490000,25.850000,47.88,0,31,20,0.000000,32.67

61,15:00-15:15,10.270000,25.850000,20.110000,10.270000,0.000000,259.130000,95.760000,1.370000,269.320000,32.66,126,1.160000,5,1.750000,7.21,177.28,100.300000,13.33,54,32.67,0,65.690000,64.68,85.26108,6.67,30.8,55.680000,6.66,35.46,256.400000,13.33,58,10.520000,25.850000,47.88,0,29,20,0.000000,32.67

62,15:15-15:30,9.240000,25.850000,20.110000,9.240000,0.000000,259.130000,95.760000,1.370000,269.320000,32.66,112,1.160000,5,1.750000,7.21,162.9,100.300000,13.48,48,32.67,0,65.690000,59.13,75.304221,6.67,27.82,55.680000,6.66,32.58,256.400000,13.48,51,9.470000,25.850000,47.88,0,26,20,0.000000,32.67

63,15:30-15:45,8.090000,25.850000,20.110000,8.090000,0.000000,259.130000,95.760000,1.370000,269.320000,32.66,98,1.160000,5,1.750000,7.21,147.93,100.300000,13.76,42,32.67,0,65.690000,52.77,64.43246,6.67,24.71,55.680000,6.66,29.59,256.400000,13.76,42,8.290000,25.850000,47.88,0,21,20,0.000000,32.67

64,15:45-16:00,6.900000,25.850000,20.110000,6.900000,0.000000,259.130000,95.760000,1.370000,269.320000,32.66,84,1.160000,5.06,1.750000,7.21,131.37,100.300000,14.04,36,32.67,0,65.690000,45.36,53.064316,6.67,21.35,55.680000,6.66,26.27,256.400000,14.04,35,7.080000,25.850000,47.88,0,18,20,0.000000,32.67

65,16:00-16:15,5.600000,14.740000,21.070000,5.600000,0.000000,259.130000,95.760000,1.290000,269.320000,33,70,1.240000,5.34,1.800000,7.21,113.7,100.300000,13.33,30,33,0,93.840000,37.25,43.652505,7.33,16.81,74.520000,7.34,22.74,256.400000,13.33,27,5.740000,30.640000,47.88,0,13,22,0.000000,24.8

66,16:15-16:30,4.010000,14.740000,21.070000,4.010000,0.000000,259.130000,95.760000,1.290000,269.320000,33,53,1.240000,5.34,1.800000,7.64,95.03,100.300000,13.33,22,24.85,0,93.840000,28.69,28.936209,6.67,11.3,85.450000,6.66,19.01,256.400000,13.33,19,4.110000,30.640000,47.88,0,10,20,0.000000,12.1

67,16:30-16:45,2.760000,30.640000,22.020000,2.760000,0.000000,259.130000,95.760000,1.290000,269.320000,20.87,39,1.240000,5.34,1.800000,8,76.03,100.300000,13.33,16,13.46,0,114.860000,19.55,17.315007,6.67,10,85.450000,6.66,15.21,256.400000,13.33,12,2.840000,30.640000,47.88,0,6,20,0.000000,4.1

68,16:45-17:00,1.680000,30.160000,22.020000,1.680000,0.000000,259.130000,95.760000,1.290000,269.320000,10.97,25,1.240000,5.34,1.800000,8.24,54.95,100.300000,13.33,10,5.31,0,114.860000,10.38,10.560305,7.33,6,85.450000,7.34,10.99,256.400000,13.33,10,1.730000,30.160000,47.88,0,5,22,0.000000,0.7

69,17:00-17:15,0.890000,30.160000,23.940000,0.890000,0.000000,259.130000,95.760000,1.370000,269.320000,4.08,14,1.310000,5.34,1.800000,8.5,31.23,100.300000,13.33,6,1.02,0,114.860000,1.87,4.194923,5.83,4,85.450000,5.84,6.25,256.400000,13.33,7,0.910000,30.160000,47.88,0,3,17.5,0.000000,0

70,17:15-17:30,0.360000,30.160000,24.900000,0.360000,0.000000,259.130000,95.760000,1.370000,269.320000,0.58,7,1.310000,5.34,1.800000,8.71,21.83,100.300000,13.33,3,0,0,114.860000,0.35,1.391819,5.83,2,85.450000,5.84,4.37,256.400000,13.33,3,0.370000,30.160000,47.88,0,1,17.5,0.000000,0

71,17:30-17:45,0.100000,30.160000,24.900000,0.100000,0.000000,259.130000,95.760000,1.370000,269.320000,0,4,1.310000,5.34,1.800000,7.64,7.83,100.300000,13.33,1,0,0,114.860000,0,0,5.83,0,85.450000,5.84,1.56,256.400000,13.33,1,0.100000,30.160000,47.88,0,1,17.5,0.000000,0

72,17:45-18:00,0.040000,30.160000,24.900000,0.040000,0.000000,259.130000,95.760000,1.370000,269.320000,0,0,1.310000,5.34,1.800000,8,1.19,100.300000,13.33,0,0,0,114.860000,0,0,5.83,0,85.450000,5.84,0.24,256.400000,13.33,0,0.050000,30.160000,47.88,0,0,17.5,0.000000,0

