Block,Time,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/05012040/L_NR_2020_02,NR/01102023/19072037/LT-05,NR/01102023/06022042/L_NR_2012_07,NR/01082024/31082024/jitpl,NR/30092023/26122029/SH-06,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/31052040/LT-31,NR/01082024/30092024/LT_MEJA_DELHI,NR/01102023/31102037/L_NR_2019_11,NR/01082024/31082024/APPCPL/180/F25/GNA/12763,NR/01082024/31082024/1000011628-SIEL-BRPL(DISCOM),NR/01102023/25122043/GNA_MEJA_DELHI,NR/01082024/15082024/APL-Raigarh,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01082024/15082024/IIPL/JPL-T-BRPL/04/Aug'24,NR/01102023/06022042/L_NR_2012_02,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/30092023/31122025/SH-07,NR/01102023/30042040/GNA_LT_36,NR/01082024/31082024/SKS-Raigarh,NR/01102023/23072042/L_NR_2012_04,NR/02082024/02082024/HPX-TAMCTG-010824-01953,NR/01082024/30082024/	NR/01082024/30082024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/01102023/30042040/GNA_LT_35,NR/01102023/22052037/LT-59,WR/01102023/16072048/L_NR_2022_08,WR/01102023/30052048/L_NR_2022_10,NR/26072023/31072042/L_NR_2023_07,NR/01102023/13082046/L_NR_2021_12,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/25072045/L_NR_2021_15,NR/01102023/14082046/L_NR_2021_16,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/L_NR_2019_05,SR/01102023/07102043/L_NR_2018_61,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_16,L_NR_2019_19,WR/01102023/31032046/L_NR_2020_05,NR/01102023/02012046/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_17
17,04:00-04:15,16.830000,4.720000,70.190000,57.500000,12.170000,25.560000,52.980000,0.000000,7.930000,5.000000,0.000000,48.160000,0.000000,192.640000,272.340000,48.160000,225.950000,29.770000,25.560000,0.000000,12.410000,0.000000,0.000000,0.000000,0.000000,0.000000,37.34,83.33,0,0,0,0,0,30,30,0,83.33,0,30.82,0,0,0,0,0,90,0,0

18,04:15-04:30,16.830000,4.720000,70.190000,57.500000,12.170000,25.560000,52.980000,0.000000,7.930000,5.000000,0.000000,48.160000,0.000000,192.640000,272.340000,48.160000,225.950000,29.770000,25.560000,0.000000,12.410000,0.000000,0.000000,0.000000,0.000000,0.000000,37,83.33,0,0,0,0,0,30,30,0,83.33,0,31.42,0,0,0,0,0,90,0,0

19,04:30-04:45,16.830000,4.720000,70.190000,57.500000,12.170000,25.560000,52.980000,0.000000,7.930000,5.000000,0.000000,48.160000,0.000000,192.640000,272.340000,48.160000,170.140000,30.780000,25.560000,0.000000,12.410000,0.000000,0.000000,0.000000,0.000000,0.000000,36.66,83.33,0,0,0,0,0,30,30,0,83.33,0,32.22,0,0,0,0,0,90,0,0

20,04:45-05:00,16.830000,4.720000,70.190000,57.500000,12.170000,25.560000,52.980000,0.000000,7.930000,5.000000,0.000000,48.160000,0.000000,192.640000,272.340000,48.160000,170.140000,30.780000,25.560000,0.000000,12.410000,0.000000,0.000000,0.000000,0.000000,0.000000,36.34,83.33,0,0,0,0,0,30,30,0,83.33,0,33.22,0,0,0,0,0,90,0,0

21,05:00-05:15,16.830000,4.540000,70.190000,57.500000,12.170000,25.920000,52.980000,0.000000,7.930000,4.820000,0.000000,48.160000,0.000000,192.640000,272.340000,48.160000,170.140000,30.780000,25.920000,0.000000,12.410000,0.000000,0.000000,0.000000,0.000000,0.000000,36,83.33,0,0,0,0,0,28.33,28.34,0,83.33,0,34.22,0,0,0,0,0,85,0,0

22,05:15-05:30,16.830000,4.540000,70.190000,57.500000,12.170000,25.920000,52.980000,0.000000,7.930000,4.820000,0.000000,48.160000,0.000000,192.640000,272.340000,48.160000,148.330000,30.780000,25.920000,0.000000,12.410000,0.000000,0.000000,0.000000,0.000000,0.000000,35.66,83.33,0,0,0,0,0,28.33,28.34,0,83.33,0,35.02,0,0,0,0,0,85,0,0

23,05:30-05:45,16.830000,4.540000,70.190000,57.500000,12.170000,25.920000,52.980000,0.000000,7.930000,4.820000,0.000000,48.160000,0.000000,192.640000,272.340000,48.160000,165.620000,30.280000,25.920000,0.000000,12.410000,0.000000,0.000000,0.000000,0.000000,0.000000,35.34,83.33,0,0,0,0,0,28.33,28.34,0,83.33,0,26.41,0,0,0,0,0,85,0,0

24,05:45-06:00,16.830000,4.540000,70.190000,57.500000,12.170000,25.920000,52.980000,0.000000,7.930000,4.820000,0.000000,48.160000,0.000000,192.640000,272.340000,48.160000,165.620000,30.280000,25.920000,0.000000,12.410000,0.000000,0.000000,0.000000,0.000000,0.000000,34.66,83.33,0,0,0,0,0,28.33,28.34,0,83.33,0,26.81,0,0,0,0,0.672543,85,0,0

25,06:00-06:15,14.990000,4.350000,84.920000,67.980000,12.170000,25.920000,100.350000,0.000000,7.930000,4.630000,0.000000,48.160000,0.000000,192.640000,272.340000,48.160000,165.620000,29.770000,25.920000,0.000000,12.410000,0.000000,0.000000,0.000000,0.000000,0.000000,34.34,83.33,1,0.77,7.74,1,0,28.33,28.34,6,83.33,6.25,27.21,1,0.15,0.82,1,1.900665,85,0,0

26,06:15-06:30,14.990000,4.350000,70.190000,67.980000,12.170000,25.920000,100.350000,0.360000,7.930000,4.630000,0.000000,48.160000,0.000000,192.640000,272.340000,48.160000,201.170000,29.770000,25.920000,0.370000,12.410000,0.000000,0.000000,0.000000,0.360000,0.000000,33.66,83.33,4,3.05,12.18,2,0,28.33,28.34,8,83.33,9.09,27.81,1,0.61,2.92,2,4.161969,85,0,1

27,06:30-06:45,14.990000,4.350000,70.190000,67.980000,12.170000,25.920000,100.350000,0.730000,7.930000,4.630000,0.000000,48.160000,0.000000,192.640000,272.340000,48.160000,201.170000,28.760000,25.920000,0.740000,12.410000,0.000000,0.000000,0.000000,0.730000,0.000000,35,83.33,7,7.42,19.98,3,0,28.33,28.34,12,83.33,13.1,34.02,3,1.48,4.94,5,7.339491,85,0,3

28,06:45-07:00,14.990000,4.350000,70.190000,67.980000,12.170000,25.920000,100.350000,1.040000,7.930000,4.630000,0.000000,48.160000,0.000000,192.640000,272.340000,48.160000,201.170000,28.760000,25.920000,1.070000,12.410000,0.000000,0.000000,0.000000,1.040000,0.000000,35,83.33,14,12.35,33,5,0,28.33,28.34,16,83.33,22.03,33.82,6,2.47,7.94,8,11.082339,85,0,4

29,07:00-07:15,14.990000,4.170000,70.190000,67.980000,12.170000,25.920000,100.350000,1.520000,7.930000,4.490000,0.000000,48.160000,0.000000,192.640000,272.340000,48.160000,201.170000,28.760000,25.920000,1.560000,12.410000,0.000000,0.000000,0.000000,1.520000,0.000000,35,83.33,21,18.43,33,6,0,28.33,28.34,18,83.33,33,33.62,9,3.68,11,10,15.244308,85,0,5

30,07:15-07:30,14.990000,4.170000,70.190000,67.980000,12.170000,25.920000,100.350000,1.960000,7.930000,4.490000,0.000000,48.160000,0.000000,192.640000,272.340000,48.160000,201.170000,28.760000,25.920000,2.010000,12.410000,0.000000,0.000000,0.000000,1.960000,0.000000,35,83.33,28,25.96,33,7,0,28.33,28.34,22,83.33,33,33.62,12,5.19,14,12,19.59147,85,0,6

31,07:30-07:45,14.990000,4.170000,70.190000,57.500000,12.170000,25.920000,100.350000,2.510000,7.930000,4.490000,0.000000,48.160000,0.000000,192.640000,272.340000,48.160000,201.170000,29.270000,25.920000,2.580000,12.410000,0.000000,0.000000,0.000000,2.510000,0.000000,31.66,80,21,35.58,32.67,7,0,28.33,28.34,32.66,80,32.67,40.01,9,7.11,15,14,20.936556,85,0,6

32,07:45:08:00,14.990000,4.170000,70.190000,57.500000,12.170000,25.920000,52.980000,3.270000,7.930000,4.490000,0.000000,48.160000,0.000000,192.640000,272.340000,48.160000,201.170000,29.270000,25.920000,3.350000,12.410000,0.000000,0.000000,0.000000,3.270000,0.000000,31.66,80,25,44.86,33,7,0,28.33,28.34,33,80,33,40.01,10,8.97,15,16,24.698898,85,0,7

33,08:00-08:15,14.990000,4.030000,70.190000,57.500000,12.170000,25.920000,52.980000,3.870000,7.930000,4.350000,0.000000,48.160000,0.000000,192.640000,272.340000,48.160000,165.620000,29.270000,25.920000,3.960000,12.410000,0.000000,0.000000,0.000000,3.870000,0.000000,31.66,80,25,29.17,33,8,0,28.33,28.34,33,80,33,40.01,10,5.83,17,18,28.665927,85,0,9

34,08:15-08:30,14.990000,4.030000,70.190000,57.500000,12.170000,25.920000,52.980000,4.470000,7.930000,4.350000,0.000000,48.160000,0.000000,192.640000,272.340000,48.160000,165.620000,29.270000,25.920000,4.580000,12.410000,0.000000,0.000000,0.000000,4.470000,0.000000,32,80,28,30,33,9,0,28.33,28.34,33,80,33,40.01,12,6,17,20,32.788908,85,0,10

35,08:30-08:45,14.990000,4.030000,70.190000,57.500000,12.170000,25.920000,52.980000,5.040000,7.930000,4.350000,0.000000,48.160000,0.000000,192.640000,272.340000,48.160000,165.620000,30.280000,25.920000,5.170000,12.410000,0.000000,0.000000,0.000000,5.040000,0.000000,32.34,80,25,34.82,33,6.5,0,28.33,28.34,33,80,33,40.01,10,6.96,13,14,40.206375,85,0,6

36,08:45:09:00,14.990000,4.030000,70.190000,57.500000,12.170000,25.920000,52.980000,3.500000,7.930000,4.350000,0.000000,48.160000,0.000000,192.640000,272.340000,48.160000,165.620000,30.280000,25.920000,3.590000,12.410000,0.000000,0.000000,0.000000,3.500000,0.000000,32.66,80,25,40.15,33,6.5,0,28.33,28.34,33,80,33,40.01,10,8.03,13,14,48.432843,85,0,6

37,09:00:09:15,14.990000,3.890000,70.190000,57.500000,12.170000,25.920000,52.980000,3.890000,7.930000,4.170000,0.000000,0.000000,0.000000,0.000000,272.340000,0.000000,109.800000,29.270000,25.920000,3.980000,12.410000,0.000000,0.000000,0.000000,3.890000,0.000000,33,80,25,42.25,33,7,0,28.33,28.34,33,80,33,40.01,10,8.45,15,12,53.822934,85,0,6

38,09:15-09:30,14.990000,3.890000,70.190000,57.500000,12.170000,25.920000,52.980000,4.270000,7.930000,4.170000,0.000000,0.000000,0.000000,0.000000,272.340000,0.000000,109.800000,29.270000,25.920000,4.370000,12.410000,0.000000,0.000000,0.000000,4.270000,0.000000,33.34,80,25,44.23,33,7,0,28.33,28.34,33,80,33,40.01,10,8.85,15,13,62.624475,85,0,6

39,09:30-09:45,14.990000,3.890000,70.190000,57.500000,12.170000,25.920000,52.980000,3.380000,7.930000,4.170000,0.000000,0.000000,0.000000,0.000000,272.340000,0.000000,109.800000,28.260000,25.920000,3.470000,12.410000,0.000000,0.000000,0.000000,3.380000,0.000000,33.66,80,22,46.08,33,7,0,28.33,28.34,33,80,33,39.01,10,9.21,14,12,63.326259,85,0,5

40,09:45-10:00,14.990000,3.890000,70.190000,57.500000,12.170000,25.920000,52.980000,3.490000,7.930000,4.170000,0.000000,0.000000,0.000000,0.000000,272.340000,0.000000,109.800000,29.270000,25.920000,3.570000,12.410000,0.000000,0.000000,0.000000,3.490000,0.000000,34.34,80,22,47.79,33,7,0,28.33,28.34,33,80,33,39.21,10,9.56,14,12,63.443223,85,0,5

41,10:00-10:15,16.830000,3.800000,70.190000,57.500000,12.170000,25.920000,52.980000,3.490000,7.930000,4.170000,0.000000,0.000000,0.000000,0.000000,272.340000,0.000000,109.800000,29.270000,25.920000,3.570000,12.410000,0.000000,0.000000,0.000000,3.490000,0.000000,35,80,22,52.72,33,7,0,28.33,28.34,33,80,33,39.41,10,10.54,14,12,62.790174,85,0,6

42,10:15-10:30,16.830000,3.800000,70.190000,57.500000,12.170000,25.920000,52.980000,3.490000,7.930000,4.170000,0.000000,0.000000,0.000000,0.000000,272.340000,0.000000,109.800000,29.270000,25.920000,3.570000,12.410000,0.000000,0.000000,0.000000,3.490000,0.000000,36,80,22,57.51,33,7,0,28.33,28.34,33,80,33,39.61,10,11.5,15,12,61.610787,85,0,6

43,10:30-10:45,16.830000,3.800000,70.190000,57.500000,12.170000,25.920000,52.980000,3.500000,7.930000,4.170000,0.000000,0.000000,0.000000,0.000000,272.340000,0.000000,109.800000,28.260000,25.920000,3.590000,12.410000,0.000000,0.000000,0.000000,3.500000,0.000000,36.66,80,22,62.18,33,7.5,0,28.33,28.34,33,80,33,39.81,10,12.44,15,13,69.320664,85,0,6

44,10:45-11:00,16.830000,3.800000,70.190000,57.500000,12.170000,25.920000,52.980000,3.490000,7.930000,4.170000,0.000000,0.000000,0.000000,0.000000,272.340000,0.000000,109.800000,28.260000,25.920000,3.570000,12.410000,0.000000,0.000000,0.000000,3.490000,0.000000,37.34,80,22,66.57,33,7.5,0,28.33,28.34,33,80,33,40.01,10,13.31,17,13,78.609555,85,0,6

45,11:00-11:15,16.830000,3.710000,70.190000,57.500000,12.170000,25.920000,52.980000,4.250000,7.930000,3.990000,0.000000,0.000000,0.000000,0.000000,272.340000,0.000000,225.950000,28.260000,25.920000,4.350000,12.410000,0.000000,0.000000,0.000000,4.250000,0.000000,38.34,80,22,68.08,33,7,0,28.33,28.34,33,80,33,40.01,10,13.62,15,17,87.956928,85,0,8

46,11:15-11:30,16.830000,3.710000,70.190000,57.500000,12.170000,25.920000,52.980000,4.820000,7.930000,3.990000,0.000000,0.000000,0.000000,0.000000,272.340000,0.000000,225.950000,28.260000,25.920000,4.950000,12.410000,0.000000,0.000000,0.000000,4.820000,0.000000,38.34,80,70,69.31,33,7,0,28.33,28.34,33,80,33,40.01,30,13.86,15,18,97.128855,85,0,8

47,11:30-11:45,16.830000,3.710000,70.190000,57.500000,12.170000,25.920000,52.980000,5.010000,7.930000,3.990000,0.000000,0.000000,0.000000,0.000000,272.340000,0.000000,261.510000,28.260000,25.920000,5.140000,12.410000,0.000000,0.000000,0.000000,5.010000,0.000000,38.34,70,46,70.53,33,10,0,28.33,28.34,33,70,33,39.61,19,14.1,21,22,95.081985,85,0,11

48,11:45-12:00,16.830000,3.710000,70.190000,57.500000,12.170000,25.920000,52.980000,5.200000,7.930000,3.990000,0.000000,0.000000,0.000000,0.000000,272.340000,0.000000,261.510000,28.260000,25.920000,5.340000,12.410000,0.000000,0.000000,0.000000,5.200000,0.000000,38.34,70,46,71.77,33,11,0,28.33,28.34,33,70,33,39.81,19,14.35,22,24,92.547765,85,0,12

49,12:00-12:15,16.830000,3.710000,70.190000,76.370000,12.170000,25.920000,52.980000,5.400000,7.930000,3.990000,0.000000,0.000000,0.000000,0.000000,272.340000,0.000000,261.510000,29.270000,25.920000,5.530000,12.410000,0.000000,0.000000,0.000000,5.400000,0.000000,38.34,70,49,75.05,33,12,0,28.33,28.34,33,70,33,39.61,21,15.01,23,26,80.071605,85,0,12

50,12:15-12:30,16.830000,3.710000,70.190000,76.370000,12.170000,25.920000,52.980000,3.870000,7.930000,3.990000,0.000000,0.000000,0.000000,0.000000,272.340000,0.000000,261.510000,29.270000,25.920000,3.960000,12.410000,0.000000,0.000000,0.000000,3.870000,0.000000,38.34,70,53,78.43,33,12,0,28.33,28.34,33,70,33,39.41,22,15.68,23,27,77.751819,85,0,13

51,12:30-12:45,16.830000,3.710000,70.190000,76.370000,12.170000,25.920000,52.980000,3.870000,7.930000,3.990000,0.000000,0.000000,0.000000,0.000000,272.340000,0.000000,261.510000,29.270000,25.920000,3.960000,12.410000,0.000000,0.000000,0.000000,3.870000,0.000000,38.34,71,63,81.96,33,10,0,28.33,28.34,33,71,33,39.61,27,16.39,20,34,90.803052,85,0,16

52,12:45-13:00,16.830000,3.710000,70.190000,76.370000,12.170000,25.920000,52.980000,3.870000,7.930000,3.990000,0.000000,0.000000,0.000000,0.000000,272.340000,0.000000,261.510000,29.270000,25.920000,3.960000,12.410000,0.000000,0.000000,0.000000,3.870000,0.000000,38.34,72,67,85.73,33,10,0,28.33,28.34,33,72,33,39.81,28,17.15,22,35,102.967308,85,0,17

53,13:00-13:15,16.830000,3.890000,70.190000,76.370000,12.170000,25.920000,100.350000,3.870000,7.930000,4.170000,0.000000,0.000000,0.000000,0.000000,272.340000,0.000000,261.510000,29.270000,25.920000,3.960000,12.410000,0.000000,0.000000,0.000000,3.870000,0.000000,38.34,70,119,63.78,33,11,0,28.33,28.34,33,70,33,40.01,51,17.37,22,58,112.889754,85,0,27

54,13:15-13:30,16.830000,3.890000,70.190000,76.370000,12.170000,25.920000,100.350000,3.870000,7.930000,4.170000,0.000000,0.000000,0.000000,0.000000,272.340000,0.000000,261.510000,29.270000,25.920000,3.960000,12.410000,0.000000,0.000000,0.000000,3.870000,0.000000,38.34,70,119,65.55,33,11,0,28.33,28.34,33,70,33,40.01,51,17.66,22,58,120.141522,85,0,27

55,13:30-13:45,16.830000,3.890000,70.190000,76.370000,12.170000,25.920000,100.350000,3.870000,3.970000,4.170000,0.000000,0.000000,0.000000,0.000000,272.340000,0.000000,261.510000,29.270000,25.920000,3.960000,12.410000,0.000000,0.000000,0.000000,3.870000,0.000000,31.66,70,70,62.5,33,12,0,25,25,33,70,33,40.01,30,12.5,22,41,95.735034,75,0,19

56,13:45-14:00,16.830000,3.890000,70.190000,76.370000,12.170000,25.920000,100.350000,3.870000,3.970000,4.170000,0.000000,0.000000,0.000000,0.000000,272.340000,0.000000,261.510000,29.270000,25.920000,3.960000,12.410000,0.000000,0.000000,0.000000,3.870000,0.000000,31.66,70,70,62.5,33,12,0,25,25,33,70,33,40.01,30,12.5,22,41,91.787499,75,0,19

57,14:00-14:15,16.830000,4.170000,70.190000,76.370000,12.170000,25.920000,100.350000,2.870000,3.970000,4.450000,0.000000,0.000000,0.000000,0.000000,272.340000,0.000000,261.510000,29.270000,25.920000,2.940000,12.410000,0.000000,0.000000,0.000000,2.870000,0.000000,31.66,71,88,62.5,33,8,0,25,25,33,71,33,43.01,37,12.5,18,54,86.738553,75,0,26

58,14:15-14:30,16.830000,4.170000,70.190000,86.880000,12.170000,25.920000,100.350000,2.870000,3.970000,4.450000,0.000000,0.000000,0.000000,0.000000,272.340000,0.000000,261.510000,29.270000,25.920000,2.940000,12.410000,0.000000,0.000000,0.000000,2.870000,0.000000,31.66,72,88,62.5,33,9,0,25,25,33,72,33,43.01,37,12.5,17,52,80.568702,75,0,25

59,14:30-14:45,16.830000,4.170000,70.190000,86.880000,12.170000,25.920000,100.350000,2.870000,3.970000,4.450000,0.000000,0.000000,0.000000,0.000000,272.340000,0.000000,261.510000,29.270000,25.920000,2.940000,12.410000,0.000000,0.000000,0.000000,2.870000,0.000000,32,73,81,63.17,33,8,0,25.17,25.16,33,73,33,43.01,34,12.63,15,39,79.174881,75.5,0,19

60,14:45-15:00,16.830000,4.170000,70.190000,86.880000,12.170000,25.920000,100.350000,2.870000,3.970000,4.450000,0.000000,0.000000,0.000000,0.000000,272.340000,0.000000,261.510000,29.270000,25.920000,2.940000,12.410000,0.000000,0.000000,0.000000,2.870000,0.000000,32.34,73.67,77,56.13,33,8,0,25.5,25.5,33,73.67,33,43.01,33,11.22,15,37,77.566626,76.5,0,18

