Time,Block,NR/2023/13150/A,NR/2023/16291/F,NR/2023/13383/A,NR/2023/13253/A,NR/2023/15770/A,NR/2023/17478/C,NR/2023/17472/D,NR/2023/16077/A,NR/2023/17479/C,NR/2023/17468/D,NR/2023/17475/C,NR/2023/13165/A,NR/2023/13148/A,NR/2023/16073/A,NR/2023/13168/A,NR/2023/13387/A,NR/2023/17481/C,NR/2023/17488/C,NR/2023/17485/C,NR/2023/16185/A,NR/2023/17487/C,NR/2023/13254/A,NR/2023/16191/A,NR/2023/17482/C,NR/2023/13385/A,NR/2023/17492/C,Total
10,02:15-02:30,63.020000,0.630000,36.830000,48.330000,29.000000,0.000000,112.610000,85.930000,0.000000,0,0.000000,22.230000,36.470000,24.160000,34.800000,100.040000,5.050000,0.000000,0,38.660000,0.000000,19.610000,42.050000,7.470000,50.020000,145.960000,902.87

11,02:30-02:45,63.020000,0.630000,36.830000,48.330000,29.000000,0.000000,112.610000,85.930000,0.000000,0,0.000000,22.230000,36.470000,24.160000,34.800000,100.040000,5.050000,0.000000,0,38.660000,0.000000,19.610000,42.050000,7.470000,50.020000,116.960000,873.87

12,02:45-03:00,63.020000,0.630000,36.830000,48.330000,29.000000,0.000000,112.610000,85.930000,0.000000,0,0.000000,22.230000,36.470000,24.160000,34.800000,100.040000,5.050000,0.000000,0,38.660000,0.000000,19.610000,42.050000,7.470000,50.020000,122.760000,879.67

13,03:00-03:15,63.020000,0.630000,36.830000,48.330000,29.000000,0.000000,112.610000,85.930000,0.000000,0,0.000000,22.230000,0.000000,24.160000,34.800000,100.040000,5.050000,0.000000,0,38.660000,0.000000,19.610000,42.050000,7.380000,50.020000,0.000000,720.35

14,03:15-03:30,63.020000,0.630000,36.830000,48.330000,29.000000,0.000000,112.610000,85.930000,0.000000,0,0.000000,22.230000,0.000000,24.160000,34.800000,100.040000,5.050000,0.000000,0,38.660000,0.000000,19.610000,42.050000,7.380000,50.020000,0.000000,720.35

15,03:30-03:45,63.020000,0.630000,36.830000,48.330000,29.000000,0.000000,112.610000,85.930000,0.000000,0,0.000000,22.230000,0.000000,24.160000,34.800000,100.040000,5.050000,0.000000,0,38.660000,0.000000,19.610000,42.050000,7.380000,50.020000,0.000000,720.35

16,03:45-04:00,63.020000,0.630000,36.830000,48.330000,29.000000,0.000000,112.610000,85.930000,0.000000,0,0.000000,22.230000,0.000000,24.160000,34.800000,100.040000,5.050000,0.000000,0,38.660000,0.000000,19.610000,42.050000,7.380000,50.020000,0.000000,720.35

17,04:00-04:15,63.020000,0.580000,36.830000,48.330000,29.000000,0.000000,112.610000,85.930000,0.000000,0,0.000000,22.230000,0.000000,24.160000,34.800000,100.040000,5.050000,0.000000,0,38.660000,0.000000,19.610000,42.050000,7.290000,50.020000,0.000000,720.21

18,04:15-04:30,63.020000,0.580000,36.830000,48.330000,29.000000,0.000000,112.610000,85.930000,0.000000,0,0.000000,22.230000,0.000000,24.160000,34.800000,100.040000,5.050000,0.000000,0,38.660000,0.000000,19.610000,42.050000,7.290000,50.020000,0.000000,720.21

19,04:30-04:45,63.020000,0.580000,36.830000,48.330000,29.000000,0.000000,112.610000,85.930000,0.000000,0,0.000000,22.230000,0.000000,24.160000,34.800000,100.040000,5.050000,0.000000,0,38.660000,0.000000,19.610000,42.050000,7.290000,50.020000,0.000000,720.21

20,04:45-05:00,63.020000,0.580000,36.830000,48.330000,29.000000,0.000000,112.610000,85.930000,0.000000,0,0.000000,22.230000,0.000000,24.160000,34.800000,100.040000,5.050000,0.000000,0,38.660000,0.000000,19.610000,42.050000,7.290000,50.020000,0.000000,720.21

21,05:00-05:15,63.020000,0.580000,36.830000,48.330000,29.000000,0.000000,112.610000,85.930000,0.000000,0,0.000000,22.230000,0.000000,24.160000,34.800000,100.040000,5.050000,0.000000,0,38.660000,0.000000,19.610000,42.050000,7.290000,50.020000,0.000000,720.21

22,05:15-05:30,63.020000,0.580000,36.830000,48.330000,29.000000,0.000000,112.610000,85.930000,0.000000,0,0.000000,22.230000,0.000000,24.160000,34.800000,100.040000,5.050000,0.000000,0,38.660000,0.000000,19.610000,42.050000,7.290000,50.020000,0.000000,720.21

23,05:30-05:45,63.020000,0.580000,36.830000,48.330000,29.000000,0.000000,112.610000,85.930000,0.000000,0,0.000000,22.230000,0.000000,24.160000,34.800000,100.040000,5.050000,0.000000,0,38.660000,0.000000,19.610000,42.050000,7.290000,50.020000,0.000000,720.21

24,05:45-06:00,63.020000,0.580000,36.830000,48.330000,29.000000,0.000000,112.610000,85.930000,0.000000,0,0.000000,22.230000,0.000000,24.160000,34.800000,100.040000,5.050000,0.000000,0,38.660000,0.000000,19.610000,42.050000,7.290000,50.020000,0.000000,720.21

25,06:00-06:15,63.020000,0.680000,0.000000,48.330000,29.000000,0.000000,112.610000,0.000000,0.000000,0,0.000000,22.230000,0.000000,24.160000,34.800000,100.040000,5.050000,0.000000,0,38.660000,0.000000,19.610000,42.050000,7.200000,50.020000,0.000000,597.46

26,06:15-06:30,63.020000,0.680000,0.000000,48.330000,29.000000,0.000000,112.610000,0.000000,0.000000,0,0.000000,22.230000,0.000000,24.160000,34.800000,100.040000,5.050000,0.000000,0,38.660000,0.000000,19.610000,42.050000,7.200000,50.020000,0.000000,597.46

27,06:30-06:45,63.020000,0.680000,0.000000,48.330000,29.000000,0.000000,112.610000,0.000000,0.000000,0,0.000000,22.230000,0.000000,24.160000,34.800000,100.040000,4.030000,0.000000,0,38.660000,0.000000,19.610000,42.050000,7.200000,50.020000,0.000000,596.44

28,06:45-07:00,63.020000,0.680000,0.000000,48.330000,29.000000,0.000000,112.610000,0.000000,0.000000,0,0.000000,22.230000,0.000000,24.160000,34.800000,100.040000,4.030000,0.000000,0,38.660000,0.000000,19.610000,42.050000,7.200000,50.020000,0.000000,596.44

29,07:00-07:15,63.020000,0.680000,0.000000,48.330000,29.000000,0.000000,112.610000,0.000000,0.000000,0.17,0.000000,22.230000,0.000000,24.160000,34.800000,100.040000,4.030000,0.000000,0,38.660000,0.000000,19.610000,42.050000,7.100000,50.020000,0.000000,596.51

30,07:15-07:30,63.020000,0.680000,0.000000,48.330000,29.000000,0.000000,112.610000,0.000000,0.000000,0.76,0.000000,22.230000,0.000000,24.160000,34.800000,100.040000,4.030000,0.000000,0,38.660000,0.000000,19.610000,42.050000,7.100000,50.020000,0.000000,597.1

31,07:30-07:45,63.020000,0.680000,0.000000,48.330000,29.000000,0.000000,112.610000,0.000000,0.000000,1.27,0.000000,22.230000,0.000000,24.160000,34.800000,100.040000,4.030000,0.000000,0,38.660000,0.000000,19.610000,42.050000,7.100000,50.020000,0.000000,597.61

32,07:45:08:00,63.020000,0.680000,0.000000,48.330000,29.000000,0.000000,112.610000,0.000000,0.000000,1.24,0.000000,22.230000,0.000000,24.160000,34.800000,100.040000,4.030000,0.000000,0,38.660000,0.000000,19.610000,42.050000,7.100000,50.020000,0.000000,597.58

33,08:00-08:15,63.020000,0.970000,0.000000,48.330000,29.000000,0.000000,112.610000,0.000000,0.000000,1.14,0.000000,22.230000,0.000000,24.160000,34.800000,100.040000,4.030000,0.000000,0,38.660000,0.000000,19.610000,42.050000,7.100000,50.020000,0.000000,597.77

34,08:15-08:30,63.020000,0.970000,0.000000,48.330000,29.000000,0.000000,112.610000,0.000000,0.000000,2.02,0.000000,22.230000,0.000000,24.160000,34.800000,100.040000,4.030000,0.000000,0,38.660000,0.000000,19.610000,42.050000,7.100000,50.020000,0.000000,598.65

35,08:30-08:45,63.020000,0.970000,0.000000,48.330000,29.000000,0.000000,112.610000,0.000000,0.000000,3.08,0.000000,22.230000,0.000000,24.160000,34.800000,100.040000,5.050000,0.000000,0,38.660000,0.000000,19.610000,42.050000,7.100000,50.020000,0.000000,600.73

36,08:45:09:00,63.020000,0.970000,0.000000,48.330000,29.000000,0.000000,112.610000,0.000000,0.000000,2.75,0.000000,22.230000,0.000000,24.160000,34.800000,100.040000,5.050000,0.000000,0,38.660000,0.000000,19.610000,42.050000,7.100000,50.020000,0.000000,600.4

37,09:00:09:15,63.020000,0.970000,0.000000,48.330000,29.000000,0.000000,112.610000,0.000000,0.000000,3.31,8.220000,22.230000,0.000000,24.160000,34.800000,100.040000,6.050000,0.000000,15.95,38.660000,0.000000,19.610000,42.050000,7.020000,50.020000,0.000000,626.05

38,09:15-09:30,63.020000,0.970000,0.000000,48.330000,29.000000,0.000000,112.610000,0.000000,0.000000,4.92,8.220000,22.230000,0.000000,24.160000,34.800000,100.040000,6.050000,0.000000,15.95,38.660000,0.000000,19.610000,42.050000,7.020000,50.020000,0.000000,627.66

39,09:30-09:45,63.020000,0.970000,0.000000,48.330000,29.000000,0.000000,112.610000,0.000000,0.000000,4.62,8.220000,22.230000,0.000000,24.160000,34.800000,100.040000,6.050000,0.000000,15.95,38.660000,0.000000,19.610000,42.050000,7.020000,50.020000,0.000000,627.36

40,09:45-10:00,63.020000,0.970000,0.000000,48.330000,29.000000,0.000000,112.610000,0.000000,0.000000,5.93,8.220000,22.230000,0.000000,24.160000,34.800000,100.040000,7.070000,0.000000,15.95,38.660000,0.000000,19.610000,42.050000,7.020000,50.020000,0.000000,629.69

41,10:00-10:15,63.020000,0.970000,0.000000,48.330000,29.000000,0.000000,112.610000,0.000000,0.000000,5.02,8.220000,22.230000,0.000000,24.160000,34.800000,100.040000,7.070000,0.000000,15.95,38.660000,0.000000,19.610000,42.050000,7.020000,50.020000,0.000000,628.78

42,10:15-10:30,63.020000,0.970000,0.000000,48.330000,29.000000,0.000000,112.610000,0.000000,0.000000,5.11,8.220000,22.230000,0.000000,24.160000,34.800000,100.040000,7.070000,0.000000,15.95,38.660000,0.000000,19.610000,42.050000,7.020000,50.020000,0.000000,628.87

43,10:30-10:45,63.020000,0.970000,0.000000,48.330000,29.000000,0.000000,112.610000,0.000000,0.000000,4.12,8.220000,22.230000,0.000000,24.160000,34.800000,100.040000,7.070000,0.000000,15.95,38.660000,0.000000,19.610000,42.050000,7.020000,50.020000,0.000000,627.88

44,10:45-11:00,63.020000,0.970000,0.000000,48.330000,29.000000,0.000000,112.610000,0.000000,0.000000,4.37,8.220000,22.230000,0.000000,24.160000,34.800000,100.040000,7.070000,0.000000,15.95,38.660000,0.000000,19.610000,42.050000,7.020000,50.020000,0.000000,628.13

45,11:00-11:15,63.020000,0.970000,0.000000,48.330000,29.000000,18.000000,112.610000,0.000000,30.000000,5.14,8.220000,22.230000,0.000000,24.160000,34.800000,100.040000,9.080000,0.000000,15.95,38.660000,0.000000,19.610000,42.050000,7.020000,50.020000,0.000000,678.91

46,11:15-11:30,63.020000,0.970000,0.000000,48.330000,29.000000,18.000000,112.610000,0.000000,30.000000,8.49,8.220000,22.230000,0.000000,24.160000,34.800000,100.040000,9.080000,0.000000,15.95,38.660000,0.000000,19.610000,42.050000,7.020000,50.020000,0.000000,682.26

47,11:30-11:45,63.020000,0.970000,0.000000,48.330000,29.000000,18.000000,112.610000,0.000000,30.000000,6.35,8.220000,22.230000,0.000000,24.160000,34.800000,100.040000,9.080000,0.000000,15.95,38.660000,0.000000,19.610000,42.050000,7.020000,50.020000,0.000000,680.12

48,11:45-12:00,63.020000,0.970000,0.000000,48.330000,29.000000,18.000000,112.610000,0.000000,30.000000,2.85,8.220000,22.230000,0.000000,24.160000,34.800000,100.040000,9.080000,0.000000,15.95,38.660000,0.000000,19.610000,42.050000,7.020000,50.020000,0.000000,676.62

49,12:00-12:15,63.020000,0.970000,0.000000,48.330000,29.000000,18.000000,112.610000,0.000000,30.000000,2.72,8.220000,22.230000,0.000000,24.160000,34.800000,100.040000,8.070000,0.000000,15.95,38.660000,0.000000,19.610000,42.050000,7.100000,50.020000,0.000000,675.56

50,12:15-12:30,63.020000,0.970000,0.000000,48.330000,29.000000,18.000000,112.610000,0.000000,30.000000,3.34,8.220000,22.230000,0.000000,24.160000,34.800000,100.040000,8.070000,0.000000,15.95,38.660000,0.000000,19.610000,42.050000,7.100000,50.020000,0.000000,676.18

51,12:30-12:45,63.020000,0.970000,0.000000,48.330000,29.000000,18.000000,112.610000,0.000000,30.000000,8.15,8.220000,22.230000,0.000000,24.160000,34.800000,100.040000,8.070000,0.000000,15.95,38.660000,0.000000,19.610000,42.050000,7.100000,50.020000,0.000000,680.99

52,12:45-13:00,63.020000,0.970000,0.000000,48.330000,29.000000,18.000000,112.610000,0.000000,30.000000,9.65,8.220000,22.230000,0.000000,24.160000,34.800000,100.040000,8.070000,0.000000,15.95,38.660000,0.000000,19.610000,42.050000,7.100000,50.020000,0.000000,682.49

53,13:00-13:15,63.020000,0.970000,0.000000,48.330000,29.000000,18.000000,112.610000,0.000000,30.000000,6.38,8.220000,22.230000,0.000000,24.160000,34.800000,100.040000,8.070000,0.000000,15.95,38.660000,0.000000,19.610000,42.050000,7.100000,50.020000,0.000000,679.22

54,13:15-13:30,63.020000,0.970000,0.000000,48.330000,29.000000,18.000000,112.610000,0.000000,30.000000,2.83,8.220000,22.230000,0.000000,24.160000,34.800000,100.040000,8.070000,0.000000,15.95,38.660000,0.000000,19.610000,42.050000,7.100000,50.020000,0.000000,675.67

55,13:30-13:45,63.020000,0.970000,0.000000,48.330000,29.000000,18.000000,112.610000,0.000000,30.000000,4.31,8.220000,22.230000,0.000000,24.160000,34.800000,100.040000,8.070000,0.000000,15.95,38.660000,0.000000,19.610000,42.050000,7.100000,50.020000,0.000000,677.15

56,13:45-14:00,63.020000,0.970000,0.000000,48.330000,29.000000,18.000000,112.610000,0.000000,30.000000,4.08,8.220000,22.230000,0.000000,24.160000,34.800000,100.040000,8.070000,0.000000,15.95,38.660000,0.000000,19.610000,42.050000,7.100000,50.020000,0.000000,676.92

57,14:00-14:15,63.020000,0.970000,0.000000,48.330000,29.000000,0.000000,112.610000,0.000000,0.000000,5.57,8.220000,22.230000,0.000000,24.160000,34.800000,100.040000,8.070000,0.000000,15.95,38.660000,0.000000,19.610000,42.050000,7.200000,50.020000,0.000000,630.51

58,14:15-14:30,63.020000,0.970000,0.000000,48.330000,29.000000,0.000000,112.610000,0.000000,0.000000,2.24,8.220000,22.230000,0.000000,24.160000,34.800000,100.040000,8.070000,0.000000,15.95,38.660000,0.000000,19.610000,42.050000,7.200000,50.020000,0.000000,627.18

59,14:30-14:45,63.020000,0.970000,0.000000,48.330000,29.000000,0.000000,112.610000,0.000000,0.000000,1.4,8.220000,22.230000,0.000000,24.160000,34.800000,100.040000,8.070000,0.000000,15.95,38.660000,0.000000,19.610000,42.050000,7.200000,50.020000,0.000000,626.34

60,14:45-15:00,63.020000,0.970000,0.000000,48.330000,29.000000,0.000000,112.610000,0.000000,0.000000,1.4,8.220000,22.230000,0.000000,24.160000,34.800000,100.040000,8.070000,0.000000,15.95,38.660000,0.000000,19.610000,42.050000,7.200000,50.020000,0.000000,626.34

61,15:00-15:15,63.020000,0.870000,0.000000,48.330000,29.000000,0.000000,112.610000,0.000000,0.000000,1.35,8.220000,22.230000,0.000000,24.160000,34.800000,100.040000,8.070000,0.000000,15.95,38.660000,0.000000,19.610000,42.050000,7.380000,50.020000,0.000000,626.37

62,15:15-15:30,63.020000,0.870000,0.000000,48.330000,29.000000,0.000000,112.610000,0.000000,0.000000,1.41,8.220000,22.230000,0.000000,24.160000,34.800000,100.040000,8.070000,0.000000,15.95,38.660000,0.000000,19.610000,42.050000,7.380000,50.020000,0.000000,626.43

63,15:30-15:45,63.020000,0.870000,0.000000,48.330000,29.000000,0.000000,112.610000,0.000000,0.000000,1.66,8.220000,22.230000,0.000000,24.160000,34.800000,100.040000,8.070000,0.000000,15.95,38.660000,0.000000,19.610000,42.050000,7.380000,50.020000,0.000000,626.68

64,15:45-16:00,63.020000,0.870000,0.000000,48.330000,29.000000,0.000000,112.610000,0.000000,0.000000,1.75,8.220000,22.230000,0.000000,24.160000,34.800000,100.040000,8.070000,0.000000,15.95,38.660000,0.000000,19.610000,42.050000,7.380000,50.020000,0.000000,626.77

65,16:00-16:15,63.020000,0.820000,0.000000,48.330000,29.000000,0.000000,112.610000,0.000000,0.000000,2.19,8.220000,22.230000,0.000000,24.160000,34.800000,100.040000,8.070000,0.000000,15.95,38.660000,0.000000,19.610000,42.050000,7.570000,50.020000,260.980000,888.33

66,16:15-16:30,63.020000,0.820000,0.000000,48.330000,29.000000,0.000000,112.610000,0.000000,0.000000,1.23,8.220000,22.230000,0.000000,24.160000,34.800000,100.040000,8.070000,0.000000,15.95,38.660000,0.000000,19.610000,42.050000,7.570000,50.020000,284.180000,910.57

67,16:30-16:45,63.020000,0.820000,0.000000,48.330000,29.000000,0.000000,112.610000,0.000000,0.000000,1.35,8.220000,22.230000,0.000000,24.160000,34.800000,100.040000,8.070000,0.000000,15.95,38.660000,0.000000,19.610000,42.050000,7.570000,50.020000,286.110000,912.62

68,16:45-17:00,63.020000,0.820000,0.000000,48.330000,29.000000,0.000000,112.610000,0.000000,0.000000,2.18,8.220000,22.230000,0.000000,24.160000,34.800000,100.040000,8.070000,0.000000,15.95,38.660000,0.000000,19.610000,42.050000,7.570000,50.020000,320.910000,948.25

69,17:00-17:15,63.020000,0.820000,0.000000,48.330000,29.000000,0.000000,112.610000,0.000000,0.000000,1.89,0.000000,22.230000,0.000000,24.160000,34.800000,100.040000,8.070000,48.330000,0,38.660000,0.000000,19.610000,42.050000,7.750000,50.020000,285.150000,936.54

70,17:15-17:30,63.020000,0.820000,0.000000,48.330000,29.000000,0.000000,112.610000,0.000000,0.000000,1.06,0.000000,22.230000,0.000000,24.160000,34.800000,100.040000,8.070000,48.330000,0,38.660000,0.000000,19.610000,42.050000,7.750000,50.020000,298.680000,949.24

71,17:30-17:45,63.020000,0.820000,0.000000,48.330000,29.000000,0.000000,112.610000,0.000000,0.000000,0.45,0.000000,22.230000,0.000000,24.160000,34.800000,100.040000,8.070000,48.330000,0,38.660000,0.000000,19.610000,42.050000,7.750000,50.020000,312.210000,962.16

72,17:45-18:00,63.020000,0.820000,0.000000,48.330000,29.000000,0.000000,112.610000,0.000000,0.000000,0.18,0.000000,22.230000,0.000000,24.160000,34.800000,100.040000,8.070000,48.330000,0,38.660000,0.000000,19.610000,42.050000,7.750000,50.020000,316.080000,965.76

73,18:00-18:15,63.020000,0.820000,0.000000,48.330000,29.000000,0.000000,112.610000,0.000000,0.000000,0.1,0.000000,22.230000,36.470000,0.000000,34.800000,100.040000,8.070000,96.660000,0,38.660000,58.000000,19.610000,42.050000,7.940000,50.020000,327.680000,1096.11

74,18:15-18:30,63.020000,0.820000,0.000000,48.330000,29.000000,0.000000,112.610000,0.000000,0.000000,0,0.000000,22.230000,36.470000,0.000000,34.800000,100.040000,8.070000,96.660000,0,38.660000,58.000000,19.610000,42.050000,7.940000,50.020000,325.740000,1094.07

75,18:30-18:45,63.020000,0.820000,0.000000,48.330000,29.000000,0.000000,112.610000,0.000000,0.000000,0,0.000000,22.230000,36.470000,0.000000,34.800000,100.040000,8.070000,96.660000,0,38.660000,58.000000,19.610000,42.050000,7.940000,50.020000,330.580000,1098.91

76,18:45-19:00,63.020000,0.820000,0.000000,48.330000,29.000000,0.000000,112.610000,0.000000,0.000000,0,0.000000,22.230000,36.470000,0.000000,34.800000,100.040000,8.070000,96.660000,0,38.660000,58.000000,19.610000,42.050000,7.940000,50.020000,338.310000,1106.64

77,19:00-19:15,63.020000,0.820000,0.000000,48.330000,29.000000,0.000000,112.610000,0.000000,0.000000,0,0.000000,22.230000,36.470000,0.000000,34.800000,100.040000,8.070000,193.320000,0,38.660000,58.000000,19.610000,42.050000,7.840000,50.020000,170.120000,1035.01

78,19:15-19:30,63.020000,0.820000,0.000000,48.330000,29.000000,0.000000,112.610000,0.000000,0.000000,0,0.000000,22.230000,36.470000,0.000000,34.800000,100.040000,8.070000,193.320000,0,38.660000,58.000000,19.610000,42.050000,7.840000,50.020000,166.260000,1031.15

79,19:30-19:45,63.020000,0.820000,0.000000,48.330000,29.000000,0.000000,112.610000,0.000000,0.000000,0,0.000000,22.230000,36.470000,0.000000,34.800000,100.040000,8.070000,193.320000,0,38.660000,58.000000,19.610000,42.050000,7.840000,50.020000,165.290000,1030.18

80,19:45-20:00,63.020000,0.820000,0.000000,48.330000,29.000000,0.000000,112.610000,0.000000,0.000000,0,0.000000,22.230000,36.470000,0.000000,34.800000,100.040000,8.070000,193.320000,0,38.660000,58.000000,19.610000,42.050000,7.840000,50.020000,164.320000,1029.21

81,20:00-20:15,63.020000,0.770000,0.000000,48.330000,29.000000,0.000000,112.610000,0.000000,0.000000,0,0.000000,22.230000,36.470000,0.000000,34.800000,100.040000,8.070000,193.320000,0,38.660000,58.000000,19.610000,42.050000,7.750000,50.020000,155.620000,1020.37

82,20:15-20:30,63.020000,0.770000,0.000000,48.330000,29.000000,0.000000,112.610000,0.000000,0.000000,0,0.000000,22.230000,36.470000,0.000000,34.800000,100.040000,8.070000,193.320000,0,38.660000,58.000000,19.610000,42.050000,7.750000,50.020000,145.960000,1010.71

83,20:30-20:45,63.020000,0.770000,0.000000,48.330000,29.000000,0.000000,112.610000,0.000000,0.000000,0,0.000000,22.230000,36.470000,0.000000,34.800000,100.040000,8.070000,193.320000,0,38.660000,58.000000,19.610000,42.050000,7.750000,50.020000,170.120000,1034.87

84,20:45-21:00,63.020000,0.770000,0.000000,48.330000,29.000000,0.000000,112.610000,0.000000,0.000000,0,0.000000,22.230000,36.470000,0.000000,34.800000,100.040000,8.070000,193.320000,0,38.660000,58.000000,19.610000,42.050000,7.750000,50.020000,250.350000,1115.1

85,21:00-21:15,63.020000,0.770000,0.000000,48.330000,29.000000,0.000000,112.610000,0.000000,0.000000,0,0.000000,22.230000,36.470000,0.000000,34.800000,100.040000,8.070000,193.320000,0,38.660000,58.000000,19.610000,42.050000,7.570000,50.020000,268.710000,1133.28

86,21:15-21:30,63.020000,0.770000,0.000000,48.330000,29.000000,0.000000,112.610000,0.000000,0.000000,0,0.000000,22.230000,36.470000,0.000000,34.800000,100.040000,8.070000,193.320000,0,38.660000,58.000000,19.610000,42.050000,7.570000,50.020000,316.080000,1180.65

87,21:30-21:45,63.020000,0.770000,0.000000,48.330000,29.000000,0.000000,112.610000,0.000000,0.000000,0,0.000000,22.230000,36.470000,0.000000,34.800000,100.040000,8.070000,193.320000,0,38.660000,58.000000,19.610000,42.050000,7.570000,50.020000,316.080000,1180.65

88,21:45-22:00,63.020000,0.770000,0.000000,48.330000,29.000000,0.000000,112.610000,0.000000,0.000000,0,0.000000,22.230000,36.470000,0.000000,34.800000,100.040000,8.070000,193.320000,0,38.660000,58.000000,19.610000,42.050000,7.570000,50.020000,316.080000,1180.65

