Block,Time Block,CHAMERA1,BRBCL,BSIUL,DADRT2,CHAMERA3,CHAMERA2,DULHASTI,FSTPP I & II,DHAULIGNGA,JHAJJAR,KGSU3AND4,KGSU1AND2,KKNP,KISHANGANGA,KHSTPP-II,KHSTPP-I,KOLDAM,KOTESHWR,KKNPPU2,KUDGI,MAPS,NLCEXP,NLCIIST1,NAPP,NJPC,NLCTS2EXP,NLCIIST2,NNTPP,PARBATI2,NTPL,PARBATI3,RAPPD,RAPPB,RAMPUR,RAPPC,RIHAND1,RIHAND3,RSTPSU1TO6,RSTPSU7,RIHAND2,SASAN,SALAL,SINGRAULI,SIMHST2,SIMHST1,SEWA2,TALA,SINGRAULI_HYDRO,TALST2,TANAKPUR,TEHRIPSP,TEHRI,TANDA2,UNCHAHAR1,TelanganaSTPP,UNCHAHAR2,URI,UNCHAHAR3,UNCHAHAR4,URI2,VALLURNTECL,ANTA_GF,ANTA_CRF,ANTA_LF,AURY_CRF,ANTA_RF,DADRI_CRF,DADRI_LF,AURY_LF,DADRI_GF,AURY_RF,AURY_GF,DADRI_RF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
55,13:30-13:45,27.08,18.07,0,453.08,0,0,36.06,13.78,30.68,242.58,0,0,0,6.72,107.87,28.14,8.32,43.44,0,0,0,0,0,23.35,169.42,0,0,0,0,0,44.42,37.34,0,5.47,63.22,26.06,69.35,0,0,66.4,368.62,77.27,80.66,0,0,18.19,30.28,0,0,10.49,0,59.75,5.35,18.45,0,36.17,12.77,0,1.46,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

56,13:45-14:00,27.08,18.07,0,380.81,0,0,36.06,13.78,30.68,242.58,0,0,0,6.72,107.87,28.14,8.32,43.44,0,0,0,0,0,23.35,169.42,0,0,0,0,0,44.42,37.34,0,5.47,63.22,26.06,69.35,0,0,66.4,368.62,77.27,80.66,0,0,18.19,25.48,0,0,10.49,0,59.75,5.35,18.45,0,36.17,12.77,0,1.46,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

57,14:00-14:15,27.08,18.07,0,284.44,0,0,36.06,13.78,30.68,242.58,0,0,0,4.48,107.87,28.14,8.32,43.44,0,0,0,0,0,23.35,169.42,0,0,0,0,0,44.42,37.34,0,5.47,63.22,26.06,69.35,0,0,66.4,368.62,77.27,80.66,0,0,18.19,30.77,0,0,0,100.21,59.75,5.35,18.45,0,36.17,35.11,0,1.46,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

58,14:15-14:30,27.08,18.07,0,255.53,0,0,36.06,13.78,30.68,242.58,0,0,0,4.48,107.87,28.14,8.32,43.44,0,0,0,0,0,23.35,169.42,0,0,0,0,0,44.42,37.34,0,5.47,63.22,26.06,69.35,0,0,66.4,368.62,77.27,80.66,0,0,18.19,30.77,0,0,0,100.21,59.75,5.35,18.45,0,36.17,35.11,0,1.46,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

59,14:30-14:45,27.08,18.07,0,197.7,0,0,36.06,13.78,30.68,242.58,0,0,0,4.48,107.87,28.14,8.32,43.44,0,0,0,0,0,23.35,169.42,0,0,0,0,0,44.42,37.34,0,5.47,63.22,26.06,69.35,0,0,66.4,368.62,77.27,80.66,0,0,18.19,25.48,0,0,0,100.21,59.75,5.35,18.45,0,36.17,10.64,0,1.46,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

60,14:45-15:00,27.08,18.07,0,197.7,0,0,36.06,13.78,30.68,242.58,0,0,0,4.48,107.87,28.14,8.32,43.44,0,0,0,0,0,23.35,169.42,0,0,0,0,0,44.42,37.34,0,5.47,63.22,26.06,69.35,0,0,66.4,372.77,77.27,80.66,0,0,18.19,25.48,0,0,0,100.21,59.75,5.35,18.45,0,36.17,9.57,0,1.46,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

61,15:00-15:15,27.08,18.07,0,197.7,0,0,36.06,13.78,30.68,242.58,0,0,0,4.48,107.87,28.14,8.32,43.44,0,0,0,0,0,23.35,169.42,0,0,0,0,0,44.42,37.34,0,5.47,63.22,26.06,69.35,0,0,66.4,372.77,77.27,80.66,0,0,18.19,25.48,0,0,0,100.21,59.75,5.35,18.45,0,36.17,9.57,0,1.46,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

62,15:15-15:30,27.08,18.07,0,207.34,0,0,36.06,13.78,30.68,242.58,0,0,0,4.48,107.87,28.14,8.32,43.44,0,0,0,0,0,23.35,169.42,0,0,0,0,0,44.42,37.34,0,5.47,63.22,26.06,69.35,0,0,66.4,372.77,77.27,80.66,0,0,18.19,25.48,0,0,0,100.21,59.75,5.35,18.45,0,36.17,9.57,0,1.46,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

63,15:30-15:45,27.08,18.07,0,212.16,0,0,36.06,13.78,30.68,242.58,0,0,0,4.48,107.87,28.14,8.32,43.44,0,0,0,0,0,23.35,169.42,0,0,0,0,0,44.42,37.34,0,5.47,63.22,26.06,69.35,0,0,66.4,372.77,77.27,80.66,0,0,18.19,25.48,0,0,0,200.41,79.67,5.35,18.45,0,36.17,12.77,0,1.46,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

64,15:45-16:00,27.08,18.07,0,216.98,0,0,36.06,13.78,30.68,242.58,0,0,0,4.48,107.87,28.14,8.32,43.44,0,0,0,0,0,23.35,169.42,0,0,0,0,0,44.42,37.34,0,5.47,63.22,26.06,69.35,0,0,66.4,364.37,77.27,80.66,0,0,18.19,25.48,0,0,0,200.41,79.67,5.35,18.45,0,36.17,12.77,0,1.46,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

65,16:00-16:15,27.08,18.07,0,291.66,0,0,36.06,13.78,30.68,242.58,0,0,0,4.48,78.61,28.14,8.32,43.44,0,0,0,0,0,23.35,169.42,0,0,0,0,0,44.42,37.34,0,5.47,63.22,26.06,69.35,0,0,66.4,364.37,77.27,80.66,0,0,18.19,25.48,0,0,0,200.41,79.67,5.35,18.45,0,36.17,12.77,0,1.46,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

66,16:15-16:30,27.08,18.07,0,342.26,0,0,36.06,13.78,30.68,242.58,0,0,0,4.48,78.61,28.14,8.32,43.44,0,0,0,0,0,23.35,169.42,0,0,0,0,0,44.42,37.34,0,5.47,63.22,26.06,69.35,0,0,66.4,364.37,77.27,80.66,0,0,18.19,25.41,0,0,0,200.41,79.67,5.35,18.45,0,36.17,12.77,0,1.46,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

67,16:30-16:45,27.08,18.07,0,361.53,0,0,36.06,13.78,30.68,242.58,0,0,0,4.48,78.61,18.45,8.32,43.44,0,0,0,0,0,23.35,169.42,0,0,0,0,0,44.42,37.34,0,5.47,63.22,26.06,69.35,0,0,66.4,364.37,77.27,80.66,0,0,18.19,25.33,0,0,0,200.41,79.67,5.35,18.45,0,36.17,12.77,0,1.46,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

68,16:45-17:00,27.08,18.07,0,380.81,0,0,36.06,13.78,30.68,242.58,0,0,0,4.48,78.61,18.45,8.32,43.44,0,0,0,0,0,23.35,169.42,0,0,0,0,0,44.42,37.34,0,5.47,63.22,26.06,69.35,0,0,66.4,364.37,77.27,80.66,0,0,18.19,25.27,0,0,0,200.41,79.67,5.35,18.45,0,36.17,12.77,0,1.46,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

69,17:00-17:15,27.08,18.07,0,390.44,0,0,36.06,13.78,30.68,242.58,0,0,0,4.48,78.61,18.45,8.32,43.44,0,0,0,0,0,23.35,169.42,0,0,0,0,0,44.42,37.34,0,5.47,63.22,29.35,85.17,0,0,77.87,384.34,77.27,81.63,0,0,18.19,25.07,0,0,0,200.41,79.67,5.35,11.88,0,36.17,12.77,0,1.46,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

70,17:15-17:30,27.08,18.07,0,413.57,0,0,36.06,13.78,30.68,242.58,0,0,0,4.48,78.61,18.45,8.32,43.44,0,0,0,0,0,23.35,169.42,0,0,0,0,0,44.42,37.34,0,5.47,63.22,30.49,92.61,0,0,90.2,383.39,77.27,91.26,0,0,18.19,24.93,0,0,0,200.41,79.67,5.35,11.88,0,36.17,12.77,0,1.46,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

71,17:30-17:45,27.08,18.07,0,426.1,0,0,36.06,13.78,30.68,242.58,0,0,0,4.48,83.36,19.57,8.32,43.44,0,0,0,0,0,23.35,169.42,0,0,0,0,0,44.42,37.34,0,5.47,63.22,30.49,92.61,0,0,90.2,368.62,77.27,91.26,0,0,18.19,22.27,0,0,0,200.41,79.67,5.35,11.88,0,36.17,12.77,0,1.46,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

72,17:45-18:00,27.08,18.07,0,468.56,0,0,36.06,13.33,30.68,242.58,0,0,0,4.48,83.36,19.57,8.32,43.44,0,0,0,0,0,23.35,169.42,0,0,0,0,0,44.42,37.34,0,5.47,63.22,30.49,92.61,0,0,90.2,368.62,77.27,91.26,0,0,18.19,22.16,0,0,0,200.41,79.67,5.35,11.88,0,36.17,12.77,0,1.46,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

73,18:00-18:15,27.08,18.07,0,457.5,0,0,36.06,13.14,30.68,242.58,0,0,0,4.48,83.36,19.57,8.32,43.44,0,0,0,0,0,23.35,169.42,0,0,0,0,0,44.42,37.34,0,5.47,63.22,30.49,92.61,0,0,90.2,368.62,77.27,91.26,0,0,18.19,21.88,0,0,0,200.41,79.67,4.21,11.88,0,23.6,12.77,0,1.46,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

74,18:15-18:30,27.08,18.07,0,457.5,0,0,36.06,13.14,30.68,242.58,0,0,0,4.48,83.52,23.15,8.32,43.44,0,0,0,0,0,23.35,169.42,0,0,0,0,0,44.42,37.34,0,5.47,63.22,30.49,92.61,0,0,90.2,368.62,77.27,91.26,0,0,18.19,21.63,0,0,0,200.41,79.67,4.21,11.88,0,23.6,12.77,0,1.46,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

75,18:30-18:45,27.08,18.07,0,452.54,0,45.41,36.06,9.65,30.68,242.58,0,0,0,6.72,83.52,22.98,8.32,43.44,0,0,0,0,0,23.35,169.42,0,0,0,0,0,44.42,37.34,0,5.47,63.22,30.49,92.61,0,0,90.2,368.62,77.27,91.26,0,0,18.19,21.25,0,0,0,200.41,79.67,4.21,11.88,0,23.6,12.77,0,1.46,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

76,18:45-19:00,27.41,18.07,0,450.64,0,47.8,37.05,10.43,30.68,242.58,0,0,0,6.92,83.52,22.98,8.32,43.44,0,0,0,0,0,23.35,171.01,0,0,0,0,0,45.13,37.34,0,5.64,63.22,30.49,92.61,0,0,90.2,368.62,77.27,91.26,0,0,18.78,21.17,0,0,0,200.41,79.67,4.21,12.16,0,26.03,12.77,0,0.24,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

77,19:00-19:15,27.41,18.07,0,361.86,0,47.8,37.05,10.43,30.68,242.58,0,0,0,6.92,83.52,22.98,8.32,43.44,0,0,0,0,0,23.35,171.01,0,0,0,0,0,45.13,37.34,0,5.64,63.22,30.49,92.61,0,0,90.2,368.62,77.27,91.26,0,0,18.78,21.17,0,0,0,200.41,79.67,4.21,12.03,0,26.5,12.77,0,0.59,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

78,19:15-19:30,27.41,18.07,0,361.86,0,47.8,37.05,10.43,30.68,242.58,0,0,0,6.92,83.52,22.98,8.32,43.44,0,0,0,0,0,23.35,171.01,0,0,0,0,0,45.13,37.34,0,5.64,63.22,30.49,92.61,0,0,90.2,368.62,77.27,91.26,0,0,18.78,21.22,0,0,0,200.41,79.67,4.21,12.03,0,26.5,12.77,0,0.59,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

79,19:30-19:45,27.41,18.07,0,361.86,0,47.8,37.05,10.43,30.68,242.58,0,0,0,6.92,83.52,22.98,8.32,43.44,0,0,0,0,0,23.35,171.01,0,0,0,0,0,45.13,37.34,0,5.64,63.22,30.49,92.61,0,0,90.2,368.62,77.27,91.26,0,0,18.78,21.44,0,0,0,200.41,79.67,4.21,12.03,0,26.5,12.77,0,0.59,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

80,19:45-20:00,27.41,18.07,0,361.86,0,47.8,37.05,10.43,30.68,242.58,0,0,0,6.92,83.52,22.98,8.32,43.44,0,0,0,0,0,23.35,171.01,0,0,0,0,0,45.13,37.34,0,5.64,63.22,30.49,92.61,0,0,90.2,368.62,77.27,91.26,0,0,18.78,21.59,0,0,0,200.41,79.67,4.21,12.03,0,26.5,12.77,0,0.59,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,27.41,18.07,0,361.86,0,47.8,37.05,10.43,30.68,242.58,0,0,0,6.92,83.52,22.98,8.32,43.44,0,0,0,0,0,23.35,171.01,0,0,0,0,0,45.13,37.34,0,5.64,63.22,30.49,92.61,0,0,90.2,368.62,77.27,91.26,0,0,18.78,21.64,0,0,0,200.41,79.67,4.21,12.03,0,26.5,35.11,0,0.59,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,27.41,18.07,0,361.86,0,47.8,37.05,10.43,30.68,242.58,0,0,0,6.92,83.52,22.98,8.32,43.44,0,0,0,0,0,23.35,171.01,0,0,0,0,0,45.13,37.34,0,5.64,63.22,30.49,92.61,0,0,90.2,368.62,77.27,91.26,0,0,18.78,21.76,0,0,0,200.41,79.67,4.21,12.03,0,26.5,35.11,0,0.59,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,27.41,18.07,0,361.86,0,47.8,37.05,10.43,30.68,242.58,0,0,0,6.92,83.52,22.98,8.32,43.44,0,0,0,0,0,23.35,171.01,0,0,0,0,0,45.13,37.34,0,5.64,63.22,30.49,92.61,0,0,90.2,368.62,77.27,91.26,0,0,18.78,21.78,0,0,0,200.41,79.67,4.21,12.03,0,26.5,35.11,0,0.59,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,27.08,18.07,0,361.86,0,45.41,36.06,10.43,30.68,242.58,0,0,0,6.72,83.52,22.98,8.32,43.44,0,0,0,0,0,23.35,169.42,0,0,0,0,0,44.42,37.34,0,5.47,63.22,30.49,92.61,0,0,90.2,368.62,77.27,91.26,0,0,18.19,21.9,0,0,0,200.41,79.67,4.21,12.03,0,26.5,35.11,0,0.59,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,27.08,17.24,0,362.43,0,45.41,36.06,10.43,30.68,242.58,0,0,0,6.72,83.52,22.98,8.32,43.44,0,0,0,0,0,23.35,169.42,0,0,0,0,0,44.42,37.34,0,5.47,63.22,30.49,92.61,0,0,90.2,368.62,77.27,91.26,0,0,18.19,22.08,0,0,0,200.41,79.67,4.21,12.03,0,26.5,35.11,0,0.59,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,27.08,18.07,0,361.86,0,45.41,36.06,10.43,30.68,242.58,0,0,0,6.72,83.52,22.98,8.32,43.44,0,0,0,0,0,23.35,169.42,0,0,0,0,0,44.42,37.34,0,5.47,63.22,30.49,92.61,0,0,90.2,368.62,77.27,91.26,0,0,18.19,22.16,0,0,0,200.41,79.67,4.21,12.03,0,26.5,35.11,0,0.59,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,27.41,16.71,0,363.95,0,47.8,37.05,10.43,30.68,242.58,0,0,0,6.92,83.52,22.98,8.32,43.44,0,0,0,0,0,23.35,171.01,0,0,0,0,0,45.13,37.34,0,5.64,63.22,30.49,92.61,0,0,90.2,368.62,77.27,91.26,0,0,18.78,22.3,0,0,0,200.41,79.67,4.21,12.03,0,26.5,35.11,0,0.59,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,27.41,17.5,0,371.28,0,47.8,37.05,10.43,30.68,242.58,0,0,0,6.92,83.52,22.98,8.32,43.44,0,0,0,0,0,23.35,171.01,0,0,0,0,0,45.13,37.34,0,5.64,63.22,30.49,92.61,0,0,90.2,368.62,77.27,91.26,0,0,18.78,22.43,0,0,0,200.41,79.67,4.21,12.03,0,26.5,35.11,0,0.59,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,27.41,16.73,0,371.28,0,47.8,37.05,10.43,30.68,242.58,0,0,0,6.92,83.52,22.98,8.32,43.44,0,0,0,0,0,23.35,171.01,0,0,0,0,0,45.13,37.34,0,5.64,63.22,30.49,92.61,0,0,90.2,368.62,77.27,91.26,0,0,18.78,22.58,0,0,0,200.41,79.67,4.21,12.16,0,26.5,12.77,0,0.59,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,27.41,18.07,0,371.28,0,47.8,37.05,10.43,30.68,242.58,0,0,0,6.92,83.52,22.98,8.32,43.44,0,0,0,0,0,23.35,171.01,0,0,0,0,0,45.13,37.34,0,5.64,63.22,30.49,92.61,0,0,90.2,368.62,77.27,91.26,0,0,18.78,22.72,0,0,0,200.41,79.67,4.21,12.16,0,26.5,12.77,0,0.59,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,27.08,18.07,0,373.16,0,45.41,36.06,10.43,30.68,242.58,0,0,0,6.72,83.52,22.98,8.32,43.44,0,0,0,0,0,23.35,169.42,0,0,0,0,0,44.42,37.34,0,5.47,63.22,30.49,92.61,0,0,90.2,368.62,77.27,91.26,0,0,18.19,22.87,0,0,0,200.41,79.67,4.21,12.16,0,27.34,12.77,0,0.59,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,27.08,17.88,0,378.08,0,45.41,36.06,10.43,30.68,242.58,0,0,0,6.72,83.52,22.98,8.32,43.44,0,0,0,0,0,23.35,169.42,0,0,0,0,0,44.42,37.34,0,5.47,63.22,30.49,92.61,0,0,90.2,368.62,77.27,91.26,0,0,18.19,22.95,0,0,0,200.41,79.67,4.21,12.16,0,27.34,12.77,0,0.59,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,27.08,17.77,0,378.08,0,45.41,36.06,9.65,30.68,242.58,0,0,0,6.72,83.52,22.98,8.32,43.44,0,0,0,0,0,23.35,169.42,0,0,0,0,0,44.42,37.34,0,5.47,63.22,30.49,92.61,0,0,90.2,368.62,77.27,91.26,0,0,18.19,23,0,0,0,200.41,79.67,4.21,11.88,0,23.6,12.77,0,1.46,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,27.08,17.37,0,378.08,0,45.41,36.06,9.65,30.68,242.58,0,0,0,6.72,83.52,22.98,8.32,43.44,0,0,0,0,0,23.35,169.42,0,0,0,0,0,44.42,37.34,0,5.47,63.22,30.49,92.61,0,0,90.2,368.62,77.27,91.26,0,0,18.19,23.1,0,0,0,200.41,79.67,4.21,11.88,0,23.6,12.77,0,1.46,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,27.08,17.68,0,378.08,0,45.41,36.06,10.49,30.68,242.58,0,0,0,6.72,83.52,23.15,8.32,43.44,0,0,0,0,0,23.35,169.42,0,0,0,0,0,44.42,37.34,0,5.47,63.22,30.49,92.61,0,0,90.2,368.62,77.27,91.26,0,0,18.19,23.14,0,0,0,200.41,79.67,4.21,11.88,0,23.6,12.77,0,1.46,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,27.08,16.7,0,378.08,0,45.41,36.06,10.49,30.68,242.58,0,0,0,6.72,101.35,19.57,8.32,43.44,0,0,0,0,0,23.35,169.42,0,0,0,0,0,44.42,37.34,0,5.47,63.22,30.49,92.61,0,0,90.2,368.62,77.27,91.26,0,0,18.19,23.25,0,0,0,200.41,79.67,4.21,11.88,0,23.6,12.77,0,1.46,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

