Block,Time,CHAMERA3,KOTESHWR,RIHAND1,TALA,TANAKPUR,UNCHAHAR4,DADRT2,KKNPPU2,KOLDAM,KUDGI,NLCTS2EXP,TALST2,UNCHAHAR1,UNCHAHAR2,URI,VALLURNTECL,ANTA_RF,AURY_CRF,DADRI_GF,DHAULIGNGA,KHSTPP-I,KKNP,RIHAND2,RSTPSU1TO6,SASAN,SINGRAULI,SINGRAULI_HYDRO,TelanganaSTPP,ANTA_GF,AURY_LF,CHAMERA2,KGSU1AND2,NAPP,NLCIIST1,RAPPD,TANDA2,ANTA_CRF,AURY_GF,DADRI_CRF,BSIUL,FSTPP I & II,KHSTPP-II,NTPL,PARBATI3,RAPPC,RSTPSU7,SEWA2,URI2,MAPS,NJPC,NLCEXP,NLCIIST2,PARBATI2,ANTA_LF,DADRI_LF,CHAMERA1,RAPPB,RIHAND3,SALAL,SIMHST1,UNCHAHAR3,DADRI_RF,BRBCL,DULHASTI,JHAJJAR,KGSU3AND4,KISHANGANGA,NNTPP,RAMPUR,SIMHST2,TEHRI,AURY_RF
59,14:30-14:45,0,10.43,97.23,0,0.25,3.2,688.92,0,0,0,0,0,21.64,45,49.68,0,49.86,0,0,0,45.53,0,124.58,0,343.12,150.34,0.98,0,0,0,0,0,26.43,0,30,5.7,0,0,0,19.56,18.2,148.3,0,0,68.56,0,0,35.34,0,0,0,0,0,0,0,0,0,130.79,83.67,0,27.68,109.21,20,39.68,273.78,0,8.63,0,0,0,0,76.74

60,14:45-15:00,0,10.43,97.23,0,0.25,3.2,688.92,0,0,0,0,0,21.64,45,49.68,0,49.86,0,0,0,45.53,0,124.58,0,343.12,150.34,0.98,0,0,0,0,0,26.43,0,30,5.7,0,0,0,19.56,18.2,148.3,0,0,68.56,0,0,35.34,0,0,0,0,0,0,0,0,0,130.79,83.67,0,27.68,109.21,20,39.68,300.44,0,8.63,0,0,0,0,76.74

61,15:00-15:15,0,10.43,97.23,0,0.25,3.2,688.92,0,0,0,0,0,21.64,45,49.68,0,49.86,0,0,0,45.53,0,124.58,0,343.12,150.34,0.98,0,0,0,0,0,26.43,0,30,5.7,0,0,0,19.56,18.2,148.3,0,0,68.56,0,0,35.34,0,24.65,0,0,0,0,0,0,0,130.79,65.07,0,27.68,109.21,20,39.68,300.44,0,8.63,0,0.98,0,0,76.74

62,15:15-15:30,0,10.43,97.23,0,0.25,3.2,688.92,0,0,0,0,0,21.64,45,49.68,0,49.86,0,0,0,45.53,0,124.58,0,343.12,150.34,0.98,0,0,0,0,0,26.43,0,30,5.7,0,0,0,19.56,18.2,148.3,0,0,68.56,0,0,35.34,0,24.65,0,0,0,0,0,0,0,130.79,65.07,0,27.68,109.21,20,39.68,300.44,0,8.63,0,0.98,0,0,76.74

63,15:30-15:45,0,10.43,97.23,0,0.25,3.2,688.92,0,0,0,0,0,21.64,45,49.68,0,49.86,0,0,0,45.53,0,124.58,0,343.12,150.34,0.98,0,0,0,0,0,26.43,0,30,5.7,0,0,0,19.56,18.2,148.3,0,0,68.56,0,0,35.34,0,49.28,0,0,0,0,0,0,0,130.79,65.07,0,27.68,109.21,20,39.68,300.44,0,8.63,0,1.95,0,0,76.74

64,15:45-16:00,0,10.43,97.23,0,0.25,3.2,688.92,0,0,0,0,0,21.64,45,49.68,0,49.86,0,0,0,45.53,0,124.58,0,343.12,150.34,0.98,0,0,0,0,0,26.43,0,30,5.7,0,0,0,19.56,18.2,148.3,0,0,68.56,0,0,35.34,0,49.28,0,0,0,0,0,12.64,0,130.79,65.07,0,27.68,109.21,20,39.68,327.11,0,8.63,0,1.95,0,0,76.74

65,16:00-16:15,0,10.43,97.23,0,1.79,3.2,688.92,0,0,0,0,0,21.64,45,49.68,0,49.86,0,0,0,44.92,0,124.58,0,343.12,150.34,0.98,0,0,0,0,0,26.43,0,30,5.7,0,0,0,19.56,18.2,148.3,0,0,68.56,0,0,35.34,0,49.28,0,0,0,0,0,14.05,0,130.79,66.82,0,27.68,109.21,20,39.68,327.11,0,8.63,0,1.95,0,0,76.74

66,16:15-16:30,0,10.43,97.23,0,1.79,3.2,688.92,0,0,0,0,0,21.64,45,49.68,0,49.86,0,0,0,44.92,0,124.58,0,343.12,150.34,0.98,0,0,0,0,0,26.43,0,30,5.7,0,0,0,19.56,18.2,148.3,0,0,68.56,0,0,35.34,0,49.28,0,0,0,0,0,28.1,0,130.79,66.82,0,27.68,109.21,20,39.68,327.11,0,8.63,0,1.95,0,0,76.74

67,16:30-16:45,0,10.43,97.23,0,1.79,3.2,688.92,0,0,0,0,0,21.64,45,49.68,0,49.86,0,0,0,44.92,0,124.58,0,343.12,150.34,0.98,0,0,0,4.12,0,26.43,0,30,5.7,0,0,0,19.56,18.2,148.3,0,0,68.56,0,0,35.34,0,49.28,0,0,0,0,0,28.1,0,130.79,66.82,0,27.68,109.21,20,39.68,327.11,0,8.63,0,1.95,0,0,76.74

68,16:45-17:00,0,10.43,97.23,0,1.79,3.2,688.92,0,1.99,0,0,0,21.64,45,49.68,0,49.86,0,0,0,44.92,0,124.58,0,343.12,150.34,0.98,0,0,0,16.27,0,26.43,0,30,5.7,0,0,0,19.56,18.2,148.3,0,0,68.56,0,0,35.34,0,49.28,0,0,0,0,0,42.15,0,130.79,66.82,0,27.68,109.21,20,39.68,393.78,0,8.63,0,1.95,0,0,76.74

69,17:00-17:15,0,10.43,97.23,0,5,3.2,688.92,0,1.99,0,0,0,21.64,45,49.68,0,49.86,0,0,10.95,44.92,0,124.58,0,343.12,150.34,0.98,0,0,0,16.27,0,26.43,0,30,5.7,0,0,0,19.56,18.2,148.3,0,0,68.56,0,6.3,35.34,0,49.28,0,0,0,0,0,42.15,0,130.79,65.07,0,27.68,109.21,20,39.68,393.78,0,8.63,0,1.95,0,0,76.74

70,17:15-17:30,0,10.43,97.23,0,5,2.22,688.92,0,1.99,0,0,0,21.64,45,49.68,0,49.86,0,0,10.95,44.92,0,124.58,0,343.12,150.34,0.98,0,0,0,16.27,0,26.43,0,30,5.7,0,0,0,19.56,18.2,148.3,0,0,68.56,0,12.61,35.34,0,78.4,0,0,0,0,0,42.15,0,130.79,65.07,0,27.68,109.21,20,39.68,393.78,0,8.63,0,3.11,0,0,76.74

71,17:30-17:45,0,10.43,97.23,0,5,2.22,688.92,0,4.36,0,0,0,21.64,45,49.68,0,49.86,0,0,10.95,44.92,0,124.58,0,343.12,150.34,0.98,0,0,0,16.27,0,26.43,0,30,5.7,0,0,0,19.56,18.2,148.3,0,0,68.56,0,18.9,35.34,0,78.4,0,0,6.02,0,0,42.15,0,130.79,65.07,0,27.68,109.21,20,39.68,259.11,0,8.63,0,3.11,0,0,76.74

72,17:45-18:00,0,10.43,97.23,0,1.79,2.22,688.55,0,6.25,0,0,0,21.64,45,49.68,0,49.86,0,0,10.95,44.92,0,124.58,0,343.12,150.34,0.98,0,0,0,16.27,0,26.43,0,30,5.7,0,0,0,19.56,18.2,148.3,0,4.29,68.56,0,18.9,35.34,0,78.4,0,0,13.52,0,0,42.15,0,130.79,65.07,0,27.68,109.21,20,39.68,259.11,0,8.63,0,3.11,0,12.12,76.74

73,18:00-18:15,11.67,10.43,97.23,0,1.79,2.3,688.55,0,6.25,0,0,0,21.64,45,50.23,0,49.86,0,0,10.95,44.92,0,124.58,0,343.12,150.34,0.98,0,0,0,16.27,0,26.43,0,30,5.7,0,0,0,19.56,18.2,148.3,0,8.59,68.56,0,18.9,35.34,0,78.4,0,0,22.54,0,0,42.15,0,130.79,65.07,0,27.68,109.21,20,59.5,259.11,0,8.63,0,3.11,0,12.12,63.27

74,18:15-18:30,23.33,10.43,97.23,0,1.79,2.3,688.55,0,9.59,0,0,0,21.64,45,50.23,0,49.86,0,0,21.88,44.92,0,124.58,0,343.12,150.34,0.98,0,0,0,32.53,0,26.43,0,30,5.7,0,0,0,19.56,18.2,148.3,0,15.35,68.56,0,18.9,35.34,0,79.97,0,0,22.54,0,0,42.15,0,130.79,65.07,0,27.68,109.21,20,59.5,259.11,0,8.63,0,3.17,0,24.23,75.39

75,18:30-18:45,35.03,11.59,97.23,0,1.79,2.3,688.55,0,9.59,0,0,0,21.64,45,50.23,0,49.86,0,0,43.78,44.92,0,124.58,0,343.12,150.34,0.98,0,0,0,50.06,0,26.43,0,30,5.7,0,0,0,19.56,18.2,148.3,0,59.84,68.56,0,20.09,38.56,0,110.67,0,0,28.56,0,0,42.15,0,130.79,65.07,0,27.68,109.21,20,59.5,259.11,0,8.68,0,4.33,0,37.8,76.73

76,18:45-19:00,35.03,11.59,97.23,0,1.79,2.3,688.55,0,9.59,0,0,0,21.64,45,50.23,0,49.86,0,0,43.78,44.92,0,124.58,0,343.12,150.34,0.98,0,0,0,50.06,0,26.43,0,30,5.7,0,0,0,19.56,18.2,148.3,0,59.84,68.56,0,20.09,38.56,0,110.67,0,0,28.56,0,0,42.15,0,130.79,65.07,0,27.68,109.21,20,59.5,259.11,0,8.68,0,4.33,0,37.8,76.73

77,19:00-19:15,35.03,11.59,97.23,0,1.79,2.3,688.56,0,9.59,0,0,0,21.64,45,50.23,0,49.86,0,0,43.78,44.92,0,124.58,0,343.12,150.34,0.98,0,0,0,50.06,0,26.43,0,30,5.7,0,0,0,19.56,18.2,148.3,0,59.84,68.56,0,20.09,38.56,0,110.67,0,0,28.56,0,0,42.15,0,130.79,65.07,0,27.68,109.21000000000001,20,59.5,259.11,0,8.68,0,4.33,0,37.8,76.73

78,19:15-19:30,35.03,11.59,97.23,0,1.79,2.3,688.56,0,9.59,0,0,0,21.64,45,50.23,0,49.86,0,0,43.78,44.92,0,124.58,0,343.12,150.34,0.98,0,0,0,50.06,0,26.43,0,30,5.7,0,0,0,19.56,18.2,148.3,0,59.84,68.56,0,20.09,38.56,0,110.67,0,0,28.56,0,0,42.15,0,130.79,65.07,0,27.68,109.21000000000001,20,59.5,259.11,0,8.68,0,4.33,0,37.8,76.73

79,19:30-19:45,35.03,11.59,97.23,0,1.79,2.3,688.56,0,9.59,0,0,0,21.64,45,50.23,0,49.86,0,0,43.78,44.92,0,124.58,0,343.12,150.34,0.98,0,0,0,50.06,0,26.43,0,30,5.7,0,0,0,19.56,18.2,148.3,0,59.84,68.56,0,20.09,35.34,0,110.67,0,0,28.56,0,0,42.15,0,130.79,65.07,0,27.68,109.21000000000001,20,59.5,259.11,0,8.68,0,4.33,0,37.8,76.73

80,19:45-20:00,35.03,11.59,97.23,0,1.79,2.3,688.56,0,9.59,0,0,0,21.64,45,50.23,0,49.86,0,0,43.78,44.92,0,124.58,0,343.12,150.34,0.98,0,0,0,50.06,0,26.43,0,30,5.7,0,0,0,19.56,18.2,148.3,0,59.84,68.56,0,20.09,35.34,0,110.67,0,0,28.56,0,0,42.15,0,130.79,65.07,0,27.68,109.21000000000001,20,59.5,259.11,0,8.68,0,4.33,0,37.8,76.73

81,20:00-20:15,35.03,11.59,97.23,0,1.79,2.3,688.56,0,9.59,0,0,0,21.64,45,50.23,0,49.86,0,0,43.78,44.92,0,124.58,0,343.12,150.34,0.98,0,0,0,50.06,0,26.43,0,30,5.7,0,0,0,19.56,18.2,148.3,0,59.84,68.56,0,20.09,35.34,0,110.67,0,0,28.56,0,0,42.15,0,130.79,65.07,0,27.68,109.21000000000001,20,59.5,259.11,0,8.68,0,4.33,0,37.8,74.04

82,20:15-20:30,35.03,11.59,97.23,0,1.79,2.3,688.56,0,9.59,0,0,0,21.64,45,50.23,0,49.86,0,0,43.78,44.92,0,124.58,0,343.12,150.34,0.98,0,0,0,50.06,0,26.43,0,30,5.7,0,0,0,19.56,18.2,148.3,0,59.84,68.56,0,20.09,35.34,0,110.67,0,0,28.56,0,0,42.15,0,130.79,65.07,0,27.68,109.21000000000001,20,59.5,259.11,0,8.68,0,4.33,0,37.8,74.04

83,20:30-20:45,35.03,10.43,97.23,0,1.79,2.3,688.56,0,7.76,0,0,0,21.64,45,50.23,0,49.86,0,0,43.78,44.92,0,124.58,0,343.12,150.34,0.98,0,0,0,48.81,0,26.43,0,30,5.7,0,0,0,19.56,18.2,148.3,0,9.2,68.56,0,18.9,35.34,0,110.67,0,0,15.02,0,0,42.15,0,130.79,65.07,0,27.68,109.21000000000001,20,59.5,259.11,0,8.68,0,4.33,0,25.06,74.04

84,20:45-21:00,35.03,10.43,97.23,0,1.79,2.3,688.56,0,7.76,0,0,0,21.64,45,50.23,0,49.86,0,0,32.83,44.92,0,124.58,0,343.12,150.34,0.98,0,0,0,48.81,0,26.43,0,30,5.7,0,0,0,19.56,18.2,148.3,0,6.13,68.56,0,18.9,35.34,0,110.67,0,0,15.02,0,0,42.15,0,130.79,65.07,0,27.68,109.21000000000001,20,59.5,259.11,0,8.68,0,4.33,0,25.06,74.04

85,21:00-21:15,35.03,10.43,97.23,0,1.79,2.3,688.56,0,7.76,0,0,0,21.64,45,50.23,0,49.86,0,0,32.83,44.92,0,124.58,0,343.12,150.34,0.98,0,0,0,48.81,0,26.43,0,30,5.7,0,0,0,19.56,18.2,148.3,0,6.13,68.56,0,18.9,35.34,0,110.67,0,0,15.02,0,0,42.15,0,130.79,65.07,0,27.68,109.21000000000001,20,59.5,259.11,0,8.68,0,4.33,0,25.06,74.04

86,21:15-21:30,35.03,10.43,97.23,0,1.79,2.3,688.56,0,7.76,0,0,0,21.64,45,50.23,0,49.86,0,0,32.83,44.92,0,124.58,0,343.12,150.34,0.98,0,0,0,48.81,0,26.43,0,30,5.7,0,0,0,19.56,18.2,148.3,0,7.67,68.56,0,18.9,35.34,0,110.67,0,0,15.02,0,0,42.15,0,130.79,65.07,0,27.68,109.21000000000001,20,59.5,259.11,0,8.68,0,4.33,0,25.06,74.04

87,21:30-21:45,35.03,11.59,97.23,0,1.79,2.3,688.56,0,9.59,0,0,0,21.64,45,50.23,0,49.86,0,0,43.78,44.92,0,124.58,0,343.12,150.34,0.98,0,0,0,50.06,0,26.43,0,30,5.7,0,0,0,19.56,18.2,148.3,0,39.9,68.56,0,20.09,35.34,0,110.67,0,0,28.56,0,0,42.15,0,130.79,65.07,0,27.68,89.94,20,59.5,259.11,0,8.68,0,4.33,0,37.8,65.97

88,21:45-22:00,35.03,11.59,97.23,0,1.79,2.3,688.56,0,9.59,0,0,0,21.64,45,50.23,0,49.86,0,0,43.78,44.92,0,124.58,0,343.12,150.34,0.98,0,0,0,50.06,0,26.43,0,30,5.7,0,0,0,19.56,18.2,148.3,0,39.9,68.56,0,20.09,35.34,0,110.67,0,0,28.56,0,0,42.15,0,130.79,65.07,0,27.68,89.94,20,59.5,259.11,0,8.68,0,4.33,0,37.8,56.53

89,22:00-22:15,35.03,11.59,97.23,0,1.15,2.3,688.56,0,9.59,0,0,0,21.64,45,50.23,0,49.86,0,0,43.78,44.92,0,124.58,0,343.12,150.34,0.98,0,0,0,50.06,0,26.43,0,30,5.7,0,0,0,19.56,18.2,148.3,0,39.9,68.56,0,20.09,35.34,0,110.67,0,0,28.56,0,0,42.15,0,130.79,65.07,0,27.68,89.94,20,59.5,259.11,0,8.68,0,4.33,0,37.8,61.92

90,22:15-22:30,35.03,11.59,97.23,0,1.15,2.3,688.56,0,9.59,0,0,0,21.64,45,50.23,0,49.86,0,0,43.78,44.92,0,124.58,0,343.12,150.34,0.98,0,0,0,50.06,0,26.43,0,30,5.7,0,0,0,19.56,18.2,148.3,0,39.9,68.56,0,20.09,35.34,0,110.67,0,0,28.56,0,0,42.15,0,130.79,65.07,0,27.68,89.94,20,59.5,259.11,0,8.68,0,4.33,0,37.8,61.92

91,22:30-22:45,35.03,10.66,97.23,0,1.15,2.3,688.58,0,9.59,0,0,0,21.64,45,50.23,0,49.86,0,0,21.88,44.92,0,124.58,0,343.12,150.34,0.98,0,0,0,48.81,0,26.43,0,30,5.7,0,0,0,19.56,18.2,148.3,0,21.48,68.56,0,18.9,35.34,0,110.67,0,0,22.54,0,0,42.15,0,130.79,53.45,0,27.68,89.94,20,39.68,259.11,0,8.63,0,4.33,0,25.19,65.97

92,22:45-23:00,35.03,10.43,97.23,0,1.15,2.3,688.58,0,9.59,0,0,0,21.64,45,50.23,0,49.86,0,0,10.95,44.92,0,124.58,0,343.12,150.34,0.98,0,0,0,48.81,0,26.43,0,30,5.7,0,0,0,19.56,18.2,148.3,0,19.64,68.56,0,18.9,35.34,0,110.67,0,0,22.54,0,0,42.15,0,130.79,53.45,0,27.68,89.94,20,39.68,275.78,0,8.63,0,4.33,0,25.19,65.97

93,23:00-23:15,35.03,10.43,97.23,0,1.15,2.3,688.58,0,6.25,0,0,0,21.64,45,50.23,0,49.86,0,0,10.95,44.92,0,124.58,0,343.12,150.34,0.98,0,0,0,48.81,0,26.43,0,30,5.7,0,0,0,19.56,18.2,148.3,0,16.88,68.56,0,18.9,35.34,0,110.67,0,0,13.52,0,0,42.15,0,130.79,65.07,0,27.68,89.94,20,39.68,275.78,0,8.63,0,4.33,0,25.19,65.97

94,23:15-23:30,35.03,10.43,97.23,0,1.15,2.3,688.58,0,4.36,0,0,0,21.64,45,50.23,0,49.86,0,0,10.95,44.92,0,124.58,0,343.12,150.34,0.98,0,0,0,48.81,0,26.43,0,30,5.7,0,0,0,19.56,18.2,148.3,0,16.88,68.56,0,18.9,35.34,0,110.67,0,0,13.52,0,0,42.15,0,130.79,65.07,0,27.68,89.94,20,39.68,275.78,0,8.63,0,4.33,0,25.19,65.97

95,23:30-23:45,35.03,10.43,97.23,0,0,2.3,688.58,0,1.99,0,0,0,21.64,45,50.23,0,49.86,0,0,10.95,44.92,0,124.58,0,343.12,150.34,0.98,0,0,0,48.81,0,26.43,0,30,5.7,0,0,0,19.56,18.2,148.3,0,16.88,68.56,0,18.9,35.34,0,110.67,0,0,13.52,0,0,42.15,0,130.79,65.07,0,27.68,72.47,20,39.68,275.78,0,8.63,0,4.33,0,25.19,65.97

96,23:45-24:00,35.03,10.43,97.23,0,0,2.3,688.58,0,1.99,0,0,0,21.64,45,50.23,0,49.86,0,0,10.95,44.92,0,124.58,0,343.12,150.34,0.98,0,0,0,48.81,0,26.43,0,30,5.7,0,0,0,19.56,18.2,148.3,0,16.88,68.56,0,18.9,35.34,0,110.67,0,0,13.52,0,0,42.15,0,130.79,65.07,0,27.68,73.57000000000001,20,39.68,275.78,0,8.63,0,4.33,0,25.19,65.97

