Block,Time,DHAULIGNGA,DADRI_LF,DADRI_RF,DADRI_CRF,RAPPC,UNCHAHAR1,SINGRAULI_HYDRO,TEHRI,ANTA_CRF,RIHAND3,KOLDAM,SEWA2,PARBATI3,AURY_LF,NJPC,DADRI_GF,URI,CHAMERA3,SINGRAULI,CHAMERA2,URI2,DADRT2,RIHAND2,AURY_GF,AURY_CRF,RAPPB,BSIUL,RAMPUR,TANDA2,JHAJJAR,KOTESHWR,AURY_RF,ANTA_LF,ANTA_GF,KISHANGANGA,RIHAND1,NAPP,DULHASTI,UNCHAHAR3,UNCHAHAR2,UNCHAHAR4,CHAMERA1,TANAKPUR,ANTA_RF,SALAL,VALLURNTECL,KSTPS7,SIPAT II,KUDGI,FSTPP I & II,GANDHAR-RLNG,TAPS-II,TALST2,KAWAS-NAPM,SASAN,GANDHAR-NAPM,RSTPSU7,KHARGONE-I,NLCIIST2,GADARWARA-I,MAPS,MOUDA_II,KAWAS-APM,VSTPS II,KGSU1AND2,KAPS,VSTPS V,SIMHST2,BRBCL,MOUDA,VSTPS III,SIPAT I,NLCIIST1,RSTPSU1TO6,KHSTPP-I,KAWAS-zLIQ,NTPL,KAWAS-RLNG,GANDHAR-APM,KGSU3AND4,KHSTPP-II,VSTPS IV,VSTPS I,GANDHAR-ComGas,KKNP,KSTPS I&II,SOLAPUR,NNTPP,LARA-I,NLCTS2EXP,KAWAS-ComGas,NLCEXP,TALA,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
8,01:45-02:00,0.000000,0.000000,0.000000,0.000000,62.950813,0.000000,1.016289,36.422607,0.000000,123.890121,0.000000,17.465872,0.000000,0.000000,0.000000,0.000000,46.851552,21.518384,127.998795,29.760103,30.441153,364.279307,118.083735,0.000000,0.000000,0.000000,6.259605,0.000000,3.944705,336.805908,8.812865,0.000000,0.000000,0.000000,6.187132,45.235146,46.660082,18.239262,12.769939,23.727761,0.000000,0.000000,0.617762,0.000000,34.743219,3.44,1.285329,1.791457,0.00,14.106198,0.000000,1.313349,2.92,0.000000,336.586388,0.000000,1.87,3.393268,1.47,3.290442,0.23,3.363787,0.000000,1.861130,1.94,1.099695,1.271619,1.78,11.301667,1.856470,1.877149,3.393268,0.98,7.67,27.312711,0.000000,3.65,0.000000,0.000000,2.10,142.278820,2.570658,2.242852,0.000000,0.00,2.844264,1.696634,0.19,4.078779,0.00,0.000000,1.77,0.000000,0,0,0,0,0

9,02:00-02:15,0.000000,0.000000,0.000000,0.000000,62.950813,0.000000,1.016289,0.000000,0.000000,123.890121,0.000000,17.465872,0.000000,0.000000,0.000000,0.000000,46.851552,21.518384,127.998795,29.760103,31.926086,364.176426,118.083735,0.000000,0.000000,0.000000,6.259605,0.000000,3.944705,336.805908,8.812865,0.000000,0.000000,0.000000,6.187132,45.235146,46.660082,18.239262,12.769939,23.727761,0.000000,0.000000,0.617762,0.000000,34.743219,3.44,1.285329,1.791457,0.00,14.106198,0.000000,1.313349,2.92,0.000000,336.586388,0.000000,1.87,3.393268,1.47,3.290442,0.23,3.363787,0.000000,1.861130,1.94,1.099695,1.271619,1.78,11.364210,1.856470,1.877149,3.393268,0.98,7.67,27.312711,0.000000,3.65,0.000000,0.000000,2.10,142.278820,2.570658,2.201510,0.000000,0.00,2.844264,1.696634,0.19,4.078779,0.00,0.000000,1.77,0.000000,0,0,0,0,0

10,02:15-02:30,0.000000,0.000000,0.000000,0.000000,62.950813,0.000000,1.016289,0.000000,0.000000,123.890121,0.000000,17.465872,0.000000,0.000000,0.000000,0.000000,46.851552,10.759192,127.998795,29.760103,31.926086,364.174621,118.083735,0.000000,0.000000,0.000000,6.259605,0.000000,3.944705,336.805908,8.812865,0.000000,0.000000,0.000000,6.187132,45.235146,46.660082,18.239262,12.769939,23.727761,0.000000,0.000000,0.617762,0.000000,34.743219,3.44,1.285329,1.791457,0.00,14.106198,0.000000,1.313349,2.92,0.000000,336.586388,0.000000,1.87,3.393268,1.47,3.290442,0.23,3.363787,0.000000,1.861130,1.94,1.099695,1.271619,1.78,11.249564,1.856470,1.877149,3.393268,0.98,7.67,27.312711,0.000000,3.65,0.000000,0.000000,2.10,142.278820,2.570658,2.201510,0.000000,0.00,2.844264,1.696634,0.19,4.078779,0.00,0.000000,1.77,0.000000,0,0,0,0,0

11,02:30-02:45,0.000000,0.000000,0.000000,0.000000,62.950813,0.000000,1.016289,0.000000,0.000000,123.890121,0.000000,17.465872,0.000000,0.000000,0.000000,0.000000,46.851552,10.759192,127.998795,29.760103,31.926086,364.176426,118.083735,0.000000,0.000000,0.000000,6.259605,0.000000,3.944705,336.805908,8.812865,0.000000,0.000000,0.000000,6.187132,45.235146,46.660082,18.239262,12.769939,23.727761,0.000000,0.000000,0.000000,0.000000,34.743219,3.44,1.285329,1.791457,0.00,14.106198,0.000000,1.313349,2.92,0.000000,336.586388,0.000000,1.87,3.393268,1.47,3.290442,0.23,3.363787,0.000000,1.861130,1.94,1.099695,1.271619,1.78,10.659551,1.856470,1.877149,3.393268,0.98,7.67,27.312711,0.000000,3.65,0.000000,0.000000,2.10,142.278820,2.570658,2.201510,0.000000,0.00,2.844264,1.696634,0.19,4.078779,0.00,0.000000,1.77,0.000000,0,0,0,0,0

12,02:45-03:00,0.000000,0.000000,0.000000,0.000000,62.950813,0.000000,1.016289,0.000000,0.000000,123.890121,0.000000,17.465872,0.000000,0.000000,0.000000,0.000000,46.851552,10.759192,127.998795,29.760103,31.926086,364.174621,118.083735,0.000000,0.000000,0.000000,6.259605,0.000000,3.944705,336.805908,8.812865,0.000000,0.000000,0.000000,6.187132,45.235146,46.660082,18.239262,12.769939,23.727761,0.000000,0.000000,0.000000,0.000000,34.743219,3.44,1.285329,1.791457,0.00,14.106198,0.000000,1.313349,2.92,0.000000,336.586388,0.000000,1.87,3.393268,1.47,3.290442,0.23,3.363787,0.000000,1.861130,1.94,1.099695,1.271619,1.78,12.088727,1.856470,1.877149,3.393268,0.98,7.67,27.312711,0.000000,3.65,0.000000,0.000000,2.10,142.278820,2.570658,2.201510,0.000000,0.00,2.844264,1.696634,0.19,4.078779,0.00,0.000000,1.77,0.000000,0,0,0,0,0

13,03:00-03:15,0.000000,0.000000,0.000000,0.000000,62.950813,0.000000,1.016289,0.000000,0.000000,123.890121,0.000000,17.465872,0.000000,0.000000,0.000000,0.000000,46.851552,10.759192,127.998795,29.760103,35.210761,363.972566,118.083735,0.000000,0.000000,0.000000,6.259605,0.000000,3.944705,336.805908,8.812865,0.000000,0.000000,0.000000,6.187132,45.235146,46.660082,18.239262,12.944947,23.727761,0.000000,0.000000,0.000000,0.000000,34.743219,3.44,1.285329,1.791457,0.00,14.106198,0.000000,1.313349,2.92,0.000000,336.586388,0.000000,1.87,3.393268,1.47,3.290442,0.23,3.363787,0.000000,1.861130,1.94,1.099695,1.271619,1.78,14.215601,1.856470,1.877149,3.393268,0.98,7.67,27.312711,0.000000,3.65,0.000000,0.000000,2.10,142.278820,2.570658,2.201510,0.000000,0.00,2.844264,1.696634,0.19,4.078779,0.00,0.000000,1.67,0.000000,0,0,0,0,0

14,03:15-03:30,0.000000,0.000000,0.000000,0.000000,62.950813,0.000000,1.016289,0.000000,0.000000,123.890121,0.000000,17.465872,0.000000,0.000000,0.000000,0.000000,46.851552,10.759192,127.998795,29.760103,35.210761,363.970591,118.083735,0.000000,0.000000,0.000000,6.259605,0.000000,3.944705,336.805908,8.812865,0.000000,0.000000,0.000000,6.187132,45.235146,46.660082,18.239262,12.944947,23.727761,0.000000,0.000000,0.000000,0.000000,34.743219,3.44,1.285329,1.791457,0.00,14.106198,0.000000,1.313349,2.92,0.000000,336.586388,0.000000,1.87,3.393268,1.47,3.290442,0.23,3.363787,0.000000,1.861130,1.94,1.099695,1.271619,1.78,14.467514,1.856470,1.877149,3.393268,0.98,7.67,27.312711,0.000000,3.65,0.000000,0.000000,2.10,142.278820,2.570658,2.201510,0.000000,0.00,2.844264,1.696634,0.19,4.078779,0.00,0.000000,1.67,0.000000,0,0,0,0,0

15,03:30-03:45,0.000000,0.000000,0.000000,0.000000,62.950813,0.000000,1.016289,0.000000,0.000000,123.890121,0.000000,17.465872,0.000000,0.000000,0.000000,0.000000,46.851552,10.759192,127.998795,29.760103,31.926086,363.972566,118.083735,0.000000,0.000000,0.000000,6.259605,0.000000,3.944705,336.805908,8.812865,0.000000,0.000000,0.000000,6.187132,45.235146,46.660082,18.239262,12.944947,23.727761,0.000000,0.000000,0.000000,0.000000,34.743219,3.44,1.285329,1.791457,0.00,14.106198,0.000000,1.313349,2.92,0.000000,336.586388,0.000000,1.87,3.393268,1.47,3.290442,0.23,3.363787,0.000000,1.861130,1.94,1.099695,1.271619,1.78,14.145073,1.856470,1.877149,3.393268,0.98,7.67,27.312711,0.000000,3.65,0.000000,0.000000,2.10,142.278820,2.570658,2.201510,0.000000,0.00,2.797279,1.696634,0.19,4.078779,0.00,0.000000,1.67,0.000000,0,0,0,0,0

16,03:45-04:00,0.000000,0.000000,0.000000,0.000000,62.950813,0.000000,1.016289,0.000000,0.000000,123.890121,0.000000,17.465872,0.000000,0.000000,0.000000,0.000000,46.851552,10.759192,127.998795,14.804518,31.926086,363.574903,118.083735,0.000000,0.000000,0.000000,6.259605,0.000000,3.944705,336.805908,8.812865,0.000000,0.000000,0.000000,6.187132,45.235146,46.660082,18.239262,11.937705,23.727761,0.000000,0.000000,0.000000,0.000000,34.743219,3.44,1.285329,1.791457,0.00,14.106198,0.000000,1.313349,2.92,0.000000,336.586388,0.000000,1.87,3.393268,1.47,3.290442,0.23,3.363787,0.000000,1.861130,1.94,1.099695,1.271619,1.78,14.467514,1.856470,1.877149,3.393268,0.98,7.67,27.312711,0.000000,3.65,0.000000,0.000000,2.10,142.278820,2.570658,2.201510,0.000000,0.00,2.797279,1.696634,0.19,4.078779,0.00,0.000000,1.67,0.000000,0,0,0,0,0

17,04:00-04:15,0.000000,0.000000,0.000000,0.000000,62.950813,0.000000,1.016289,0.000000,0.000000,123.890121,0.000000,17.465872,0.000000,0.000000,0.000000,0.000000,46.851552,10.759192,127.998795,14.804518,31.926086,363.577213,118.083735,0.000000,0.000000,0.000000,6.259605,0.000000,3.944705,336.805908,8.812865,0.000000,0.000000,0.000000,6.187132,45.235146,46.660082,18.239262,11.937705,23.727761,0.000000,0.000000,0.000000,0.000000,34.743219,0.00,1.285329,1.791457,0.00,14.106198,0.000000,1.313349,0.00,0.000000,336.586388,0.000000,1.87,3.393268,1.47,3.290442,0.23,3.363787,0.000000,1.861130,1.94,1.099695,1.271619,1.78,14.467514,1.856470,1.877149,3.393268,0.98,7.67,27.312711,0.000000,3.65,0.000000,0.000000,2.10,142.278820,2.570658,2.201510,0.000000,0.00,2.797279,1.696634,0.19,4.078779,0.00,0.000000,1.67,0.000000,0,0,0,0,0

18,04:15-04:30,0.000000,0.000000,0.000000,0.000000,62.950813,0.000000,1.016289,0.000000,0.000000,123.890121,0.000000,17.465872,0.000000,0.000000,0.000000,0.000000,46.851552,10.759192,127.998795,14.804518,31.926086,363.574903,118.083735,0.000000,0.000000,0.000000,6.259605,0.000000,3.944705,336.805908,8.812865,0.000000,0.000000,0.000000,6.187132,45.235146,46.660082,18.239262,11.937705,23.727761,0.000000,0.000000,0.000000,0.000000,34.743219,0.00,1.285329,1.791457,0.00,14.106198,0.000000,1.313349,0.00,0.000000,336.586388,0.000000,1.87,3.393268,1.47,3.290442,0.23,3.363787,0.000000,1.861130,1.94,1.099695,1.271619,1.78,14.467514,1.856470,1.877149,3.393268,0.98,7.67,27.312711,0.000000,3.65,0.000000,0.000000,2.10,142.278820,2.570658,2.201510,0.000000,0.00,2.797279,1.696634,0.19,4.078779,0.00,0.000000,1.67,0.000000,0,0,0,0,0

19,04:30-04:45,0.000000,0.000000,0.000000,0.000000,62.950813,0.000000,1.016289,0.000000,0.000000,123.890121,0.000000,17.465872,0.000000,0.000000,0.000000,0.000000,46.851552,10.759192,127.998795,14.804518,31.926086,363.577213,118.083735,0.000000,0.000000,0.000000,6.259605,0.000000,3.944705,336.805908,8.812865,0.000000,0.000000,0.000000,6.187132,45.235146,46.660082,18.239262,12.026434,23.727761,0.000000,0.000000,0.000000,0.000000,34.743219,0.00,1.285329,1.791457,0.00,14.106198,0.000000,1.313349,0.00,0.000000,336.586388,0.000000,1.87,3.393268,1.47,3.290442,0.23,3.363787,0.000000,1.861130,1.94,1.099695,1.271619,1.78,14.467514,1.856470,1.877149,3.393268,0.98,7.67,27.312711,0.000000,3.65,0.000000,0.000000,2.10,142.278820,2.570658,2.201510,0.000000,0.00,2.797279,1.696634,0.19,4.078779,0.00,0.000000,1.67,0.000000,0,0,0,0,0

20,04:45-05:00,0.000000,0.000000,0.000000,0.000000,62.950813,0.000000,1.016289,0.000000,0.000000,123.890121,0.000000,17.465872,0.000000,0.000000,0.000000,0.000000,46.851552,10.759192,127.998795,14.804518,31.926086,363.574903,118.083735,0.000000,0.000000,0.000000,6.259605,0.000000,3.944705,336.805908,8.812865,0.000000,0.000000,0.000000,6.187132,45.235146,46.660082,18.239262,12.026434,23.727761,0.000000,0.000000,0.000000,0.000000,34.743219,0.00,1.285329,1.791457,0.00,14.106198,0.000000,1.313349,0.00,0.000000,336.586388,0.000000,1.87,3.393268,1.47,3.290442,0.23,3.363787,0.000000,1.861130,1.94,1.099695,1.271619,1.78,14.467514,1.856470,1.877149,3.393268,0.98,7.67,27.312711,0.000000,3.65,0.000000,0.000000,2.10,142.278820,2.570658,2.201510,0.000000,0.00,2.797279,1.696634,0.19,4.078779,0.00,0.000000,1.67,0.000000,0,0,0,0,0

21,05:00-05:15,0.000000,0.000000,0.000000,0.000000,62.950813,0.000000,1.016289,0.000000,0.000000,123.890121,0.000000,17.465872,0.000000,0.000000,0.000000,0.000000,46.851552,10.759192,127.998795,14.804518,35.210761,363.661111,118.083735,0.000000,0.000000,0.000000,6.259605,0.000000,3.944705,391.626398,8.812865,0.000000,0.000000,0.000000,6.187132,45.235146,46.660082,18.239262,12.026434,23.727761,0.000000,0.000000,0.000000,0.000000,34.743219,0.00,1.285329,1.791457,0.00,14.106198,0.000000,1.313349,0.00,0.000000,336.586388,0.000000,1.87,3.393268,1.47,3.290442,0.23,3.363787,0.000000,1.861130,1.94,1.099695,1.271619,1.78,14.467514,1.856470,1.877149,3.393268,0.98,7.67,27.312711,0.000000,3.65,0.000000,0.000000,2.10,142.278820,2.570658,2.201510,0.000000,0.00,2.797279,1.696634,0.19,4.078779,0.00,0.000000,1.67,0.000000,0,0,0,0,0

22,05:15-05:30,0.000000,0.000000,0.000000,0.000000,62.950813,0.000000,1.016289,0.000000,0.000000,123.890121,0.000000,17.465872,0.000000,0.000000,20.749983,0.000000,46.851552,10.759192,127.998795,14.804518,35.210761,363.658870,118.083735,0.000000,0.000000,0.000000,6.259605,0.639762,3.944705,531.634908,8.812865,0.000000,0.000000,0.000000,6.187132,45.235146,46.660082,18.239262,12.026434,23.727761,0.000000,0.000000,0.000000,0.000000,34.743219,0.00,1.285329,1.791457,0.00,14.106198,0.000000,1.313349,0.00,0.000000,336.586388,0.000000,1.87,3.393268,1.47,3.290442,0.23,3.363787,0.000000,1.861130,1.94,1.099695,1.271619,1.78,14.467514,1.856470,1.877149,3.393268,0.98,7.67,27.312711,0.000000,3.65,0.000000,0.000000,2.10,142.278820,2.570658,2.201510,0.000000,0.00,2.797279,1.696634,0.19,4.078779,0.00,0.000000,1.67,0.000000,0,0,0,0,0

23,05:30-05:45,0.000000,0.000000,0.000000,0.000000,62.950813,0.000000,1.016289,0.000000,0.000000,123.890121,0.000000,17.465872,0.000000,0.000000,51.252458,0.000000,46.851552,10.759192,127.998795,14.804518,32.668553,355.535683,118.083735,0.000000,0.000000,0.000000,12.642280,1.576556,3.944705,588.050249,8.812865,0.000000,0.000000,0.000000,6.187132,45.235146,46.660082,18.239262,14.838254,29.244701,0.000000,7.543354,0.000000,0.000000,34.743219,0.00,1.285329,1.791457,0.00,13.927380,0.000000,1.313349,0.00,0.000000,336.586388,0.000000,1.87,3.393268,1.47,3.290442,0.23,3.363787,0.000000,1.861130,1.94,1.099695,1.271619,1.78,14.467514,1.856470,1.877149,3.393268,0.98,7.67,26.944947,0.000000,3.65,0.000000,0.000000,2.10,142.278820,2.570658,2.201510,0.000000,0.00,2.797279,1.696634,0.19,4.078779,0.00,0.000000,1.67,0.000000,0,0,0,0,0

24,05:45-06:00,0.000000,0.000000,0.000000,0.000000,62.950813,0.000000,1.016289,0.000000,0.000000,123.890121,0.000000,17.465872,0.000000,0.000000,76.878687,0.000000,46.851552,10.759192,127.998795,14.804518,32.668553,366.120525,118.083735,0.000000,0.000000,0.000000,12.642280,2.364833,3.944705,631.684615,8.812865,0.000000,0.000000,0.000000,6.187132,45.235146,46.660082,18.239262,14.838254,29.281931,0.000000,13.486604,0.000000,0.000000,34.743219,0.00,1.285329,1.791457,0.00,13.927380,0.000000,1.313349,0.00,0.000000,336.586388,0.000000,1.87,3.393268,1.49,3.290442,0.23,3.363787,0.000000,1.861130,1.94,1.099695,1.271619,1.78,14.467514,1.856470,1.877149,3.393268,1.01,7.67,26.944947,0.000000,3.65,0.000000,0.000000,2.10,142.278820,2.570658,2.201510,0.000000,0.00,2.797279,1.696634,0.19,4.078779,0.00,0.000000,1.67,0.000000,0,0,0,0,0

25,06:00-06:15,10.084994,0.000000,0.000000,0.000000,62.950813,0.000000,1.016289,0.000000,0.000000,123.890121,0.000000,17.465872,0.000000,0.000000,67.437445,0.000000,46.851552,10.759192,127.998795,14.804518,32.668553,353.825600,118.083735,0.000000,0.000000,0.000000,12.642280,2.079227,3.944705,511.295429,8.812865,0.000000,0.000000,0.000000,6.187132,45.235146,46.660082,18.239262,8.293621,23.911016,0.000000,20.572785,0.000000,0.000000,34.743219,0.00,1.285329,1.791457,4.43,13.927380,0.000000,1.313349,0.00,0.000000,336.586388,0.000000,1.87,3.393268,1.50,3.290442,0.23,3.363787,0.000000,1.861130,1.94,1.099695,1.271619,1.78,14.467514,1.856470,1.877149,3.393268,1.01,7.67,26.944947,0.000000,3.65,0.000000,0.000000,2.10,142.278820,2.570658,2.201510,0.000000,0.00,2.797279,1.696634,0.19,4.078779,0.00,0.000000,1.67,0.000000,0,0,0,0,0

26,06:15-06:30,20.169989,0.000000,0.000000,0.000000,62.950813,0.000000,1.016289,0.000000,0.000000,123.890121,0.000000,17.465872,0.000000,0.000000,76.878687,0.000000,46.851552,10.759192,127.998795,14.804518,32.668553,353.811674,118.083735,0.000000,0.000000,0.000000,12.642280,2.364833,3.944705,419.753157,8.812865,0.000000,0.000000,0.000000,6.187132,45.235146,46.660082,36.478524,8.293621,23.911016,0.000000,40.651823,0.000000,0.000000,34.743219,0.00,1.285329,1.791457,0.00,13.927380,0.000000,1.313349,0.00,0.000000,336.586388,0.000000,1.87,3.393268,1.50,3.290442,0.23,3.363787,0.000000,1.861130,1.94,1.099695,1.271619,1.78,14.467514,1.856470,1.877149,3.393268,1.01,7.67,26.944947,0.000000,3.65,0.000000,0.000000,2.10,142.278820,2.570658,2.201510,0.000000,0.00,2.797279,1.696634,0.19,4.078779,0.00,0.000000,1.67,0.000000,0,0,0,0,0

