Time,Block,NR/2023/12355/D,NR/2023/12364/C,NR/2023/10613/A,NR/2023/11941/F,NR/2023/11958/F,NR/2023/11947/F,NR/2023/11330/A,NR/2023/10944/A,NR/2023/12361/C,NR/2023/11643/A,NR/2023/10229/A,NR/2023/11959/F,NR/2023/10611/A,NR/2023/10236/A,NR/2023/11642/A,NR/2023/11962/F,NR/2023/10487/A,NR/2023/12369/C,NR/2023/10344/A,NR/2023/11952/F,NR/2023/11960/F,NR/2023/12397/C,NR/2023/10434/A,NR/2023/12356/D,NR/2023/11862/F,NR/2023/12357/D,NR/2023/11956/F,NR/2023/11961/F,NR/2023/12358/D,NR/2023/11957/F,NR/2023/11963/F,NR/2023/11342/A,NR/2023/12370/C,NR/2023/11476/A,NR/2023/11955/F,Total
65,16:00-16:15,6.03,10.210000,0.000000,62.630000,0.620000,6.740000,0.000000,0.000000,30.570000,13.010000,42.740000,0.730000,9.920000,213.720000,14.450000,0.460000,41.430000,0.000000,12.210000,0.000000,0.730000,0.000000,24.090000,66.870000,2.890000,121.1,0.400000,0.770000,51.9,0.770000,0.460000,115.620000,0.000000,48.180000,0.360000,899.61

66,16:15-16:30,4.82,10.210000,0.000000,62.630000,0.620000,6.740000,0.000000,0.000000,30.570000,13.010000,42.740000,0.730000,9.920000,213.720000,14.450000,0.460000,41.430000,0.000000,12.210000,0.000000,0.730000,0.000000,24.090000,66.870000,2.890000,109.2,0.400000,0.770000,46.8,0.770000,0.460000,115.620000,0.000000,48.180000,0.360000,881.4

67,16:30-16:45,3.67,10.210000,0.000000,62.630000,0.620000,6.740000,0.000000,0.000000,30.570000,13.010000,42.740000,0.730000,9.920000,213.720000,14.450000,0.460000,41.430000,0.000000,12.210000,0.000000,0.730000,0.000000,24.090000,66.870000,2.890000,93.8,0.400000,0.770000,40.2,0.770000,0.460000,115.620000,0.000000,48.180000,0.360000,858.25

68,16:45-17:00,3.57,10.210000,0.000000,62.630000,0.620000,6.740000,0.000000,0.000000,30.570000,13.010000,42.740000,0.730000,9.920000,213.720000,14.450000,0.460000,41.430000,0.000000,12.210000,0.000000,0.730000,0.000000,24.090000,69.080000,2.890000,77,0.400000,0.770000,33,0.770000,0.460000,115.620000,0.000000,48.180000,0.360000,836.36

69,17:00-17:15,0.96,10.300000,0.000000,62.630000,0.620000,6.740000,0.000000,0.000000,31.590000,13.010000,42.740000,0.730000,9.920000,213.720000,14.450000,0.460000,41.430000,0.000000,12.210000,0.000000,0.730000,0.000000,24.090000,80.840000,2.890000,64.4,0.400000,0.770000,27.6,0.770000,0.460000,115.620000,0.000000,48.180000,0.360000,828.62

70,17:15-17:30,0,10.300000,0.000000,62.630000,0.620000,6.740000,0.000000,0.000000,31.590000,13.010000,42.740000,0.730000,9.920000,213.720000,14.450000,0.460000,41.430000,0.000000,12.210000,0.000000,0.730000,0.000000,24.090000,80.840000,2.890000,49,0.400000,0.770000,21,0.770000,0.460000,115.620000,0.000000,48.180000,0.360000,805.66

71,17:30-17:45,0,10.300000,0.000000,62.630000,0.620000,6.740000,0.000000,0.000000,31.590000,13.010000,42.740000,0.730000,9.920000,213.720000,14.450000,0.460000,41.430000,0.000000,12.210000,0.000000,0.730000,0.000000,24.090000,133.730000,2.890000,35,0.400000,0.770000,15,0.770000,0.460000,115.620000,0.000000,48.180000,0.360000,838.55

72,17:45-18:00,0,10.300000,0.000000,62.630000,0.620000,6.740000,0.000000,0.000000,31.590000,13.010000,42.740000,0.730000,9.920000,213.720000,14.450000,0.460000,41.430000,0.000000,12.210000,0.000000,0.730000,0.000000,24.090000,192.700000,2.890000,28,0.400000,0.770000,12,0.770000,0.460000,115.620000,0.000000,48.180000,0.360000,887.52

73,18:00-18:15,0,10.400000,0.000000,62.630000,0.620000,6.740000,0.000000,0.000000,32.610000,13.010000,42.740000,0.730000,9.920000,213.720000,14.450000,0.460000,41.430000,0.000000,12.210000,36.350000,0.730000,0.000000,24.090000,192.700000,2.890000,21,0.400000,0.770000,9,0.770000,0.460000,115.620000,0.000000,48.180000,0.360000,914.99

74,18:15-18:30,0,10.400000,0.000000,62.630000,0.620000,6.740000,0.000000,0.000000,32.610000,13.010000,42.740000,0.730000,9.920000,213.720000,14.450000,0.460000,41.430000,0.000000,12.210000,36.350000,0.730000,0.000000,24.090000,192.700000,2.890000,7,0.400000,0.770000,3,0.770000,0.460000,115.620000,0.000000,48.180000,0.360000,894.99

75,18:30-18:45,0,10.400000,0.000000,62.630000,0.620000,6.740000,0.000000,0.000000,32.610000,13.010000,42.740000,0.730000,9.920000,213.720000,14.450000,0.460000,41.430000,0.000000,12.210000,36.350000,0.730000,0.000000,24.090000,192.700000,2.890000,3.5,0.400000,0.770000,1.5,0.770000,0.460000,115.620000,0.000000,48.180000,0.360000,889.99

76,18:45-19:00,0,10.400000,0.000000,62.630000,0.620000,6.740000,0.000000,0.000000,32.610000,13.010000,42.740000,0.730000,9.920000,213.720000,14.450000,0.460000,41.430000,0.000000,12.210000,36.350000,0.730000,0.000000,24.090000,192.700000,2.890000,0,0.400000,0.770000,0,0.770000,0.460000,115.620000,0.000000,48.180000,0.360000,884.99

77,19:00-19:15,0,10.580000,0.000000,62.630000,0.720000,6.740000,0.000000,0.000000,32.610000,13.010000,42.740000,0.810000,9.920000,213.720000,14.450000,0.510000,41.430000,0.000000,12.210000,36.350000,0.810000,0.000000,24.090000,192.700000,2.890000,0,0.440000,0.860000,0,0.870000,0.510000,115.620000,0.000000,48.180000,0.360000,885.76

78,19:15-19:30,0,10.580000,0.000000,62.630000,0.720000,6.740000,0.000000,0.000000,32.610000,13.010000,42.740000,0.810000,9.920000,213.720000,14.450000,0.510000,41.430000,0.000000,12.210000,36.350000,0.810000,0.000000,24.090000,192.700000,2.890000,0,0.440000,0.860000,0,0.870000,0.510000,115.620000,0.000000,48.180000,0.360000,885.76

79,19:30-19:45,0,10.580000,0.000000,62.630000,0.720000,6.740000,0.000000,0.000000,32.610000,13.010000,42.740000,0.810000,9.920000,213.720000,14.450000,0.510000,41.430000,0.000000,12.210000,36.350000,0.810000,0.000000,24.090000,192.700000,2.890000,0,0.440000,0.860000,0,0.870000,0.510000,115.620000,0.000000,48.180000,0.360000,885.76

80,19:45-20:00,0,10.580000,0.000000,62.630000,0.720000,6.740000,0.000000,0.000000,32.610000,13.010000,42.740000,0.810000,9.920000,213.720000,14.450000,0.510000,41.430000,0.000000,12.210000,36.350000,0.810000,0.000000,24.090000,192.700000,2.890000,0,0.440000,0.860000,0,0.870000,0.510000,115.620000,0.000000,48.180000,0.360000,885.76

81,20:00-20:15,0,10.760000,0.000000,62.630000,0.720000,6.740000,0.000000,0.000000,32.610000,13.010000,42.740000,0.810000,9.920000,213.720000,14.450000,0.510000,41.430000,0.000000,12.210000,36.350000,0.810000,0.000000,24.090000,192.700000,2.890000,0,0.440000,0.860000,0,0.870000,0.510000,115.620000,0.000000,48.180000,0.360000,885.94

82,20:15-20:30,0,10.760000,0.000000,62.630000,0.720000,6.740000,0.000000,0.000000,32.610000,13.010000,42.740000,0.810000,9.920000,213.720000,14.450000,0.510000,41.430000,0.000000,12.210000,36.350000,0.810000,0.000000,24.090000,192.700000,2.890000,0,0.440000,0.860000,0,0.870000,0.510000,115.620000,0.000000,48.180000,0.360000,885.94

83,20:30-20:45,0,10.760000,0.000000,62.630000,0.720000,6.740000,0.000000,0.000000,32.610000,13.010000,42.740000,0.810000,9.920000,213.720000,14.450000,0.510000,41.430000,0.000000,12.210000,36.350000,0.810000,0.000000,24.090000,192.700000,2.890000,0,0.440000,0.860000,0,0.870000,0.510000,115.620000,0.000000,48.180000,0.360000,885.94

84,20:45-21:00,0,10.760000,0.000000,62.630000,0.720000,6.740000,0.000000,0.000000,32.610000,13.010000,42.740000,0.810000,9.920000,213.720000,14.450000,0.510000,41.430000,0.000000,12.210000,36.350000,0.810000,0.000000,24.090000,192.700000,2.890000,0,0.440000,0.860000,0,0.870000,0.510000,115.620000,0.000000,48.180000,0.360000,885.94

85,21:00-21:15,0,10.950000,0.000000,62.630000,0.720000,6.740000,0.000000,0.000000,32.610000,13.010000,42.740000,0.810000,9.920000,213.720000,14.450000,0.510000,41.430000,0.000000,12.210000,36.350000,0.810000,19.270000,24.090000,133.730000,2.890000,0,0.440000,0.860000,0,0.870000,0.510000,115.620000,0.000000,48.180000,0.360000,846.43

86,21:15-21:30,0,10.950000,0.000000,62.630000,0.720000,6.740000,0.000000,0.000000,32.610000,13.010000,42.740000,0.810000,9.920000,213.720000,14.450000,0.510000,41.430000,0.000000,12.210000,36.350000,0.810000,19.270000,24.090000,133.730000,2.890000,0,0.440000,0.860000,0,0.870000,0.510000,115.620000,0.000000,48.180000,0.360000,846.43

87,21:30-21:45,0,10.950000,0.000000,62.630000,0.720000,6.740000,0.000000,0.000000,32.610000,13.010000,42.740000,0.810000,9.920000,213.720000,14.450000,0.510000,41.430000,0.000000,12.210000,36.350000,0.810000,19.270000,24.090000,66.870000,2.890000,0,0.440000,0.860000,0,0.870000,0.510000,115.620000,0.000000,48.180000,0.360000,779.57

88,21:45-22:00,0,10.950000,0.000000,62.630000,0.720000,6.740000,0.000000,0.000000,32.610000,13.010000,42.740000,0.810000,9.920000,213.720000,14.450000,0.510000,41.430000,0.000000,12.210000,36.350000,0.810000,19.270000,24.090000,66.870000,2.890000,0,0.440000,0.860000,0,0.870000,0.510000,115.620000,0.000000,48.180000,0.360000,779.57

89,22:00-22:15,0,11.130000,12.620000,62.630000,0.720000,6.740000,53.960000,23.120000,29.550000,13.010000,42.740000,0.810000,9.920000,213.720000,14.450000,0.510000,41.430000,0.000000,12.210000,36.350000,0.810000,19.270000,24.090000,66.870000,2.890000,0,0.440000,0.860000,0,0.870000,0.510000,115.620000,0.000000,48.180000,0.360000,866.39

90,22:15-22:30,0,11.130000,12.620000,62.630000,0.720000,6.740000,53.960000,23.120000,29.550000,13.010000,42.740000,0.810000,9.920000,213.720000,14.450000,0.510000,41.430000,0.000000,12.210000,36.350000,0.810000,19.270000,24.090000,66.870000,2.890000,0,0.440000,0.860000,0,0.870000,0.510000,115.620000,0.000000,48.180000,0.360000,866.39

91,22:30-22:45,0,11.130000,12.620000,62.630000,0.720000,6.740000,53.960000,23.120000,29.550000,13.010000,42.740000,0.810000,9.920000,213.720000,14.450000,0.510000,41.430000,0.000000,12.210000,36.350000,0.810000,19.270000,24.090000,66.870000,2.890000,0,0.440000,0.860000,0,0.870000,0.510000,115.620000,0.000000,48.180000,0.360000,866.39

92,22:45-23:00,0,11.130000,12.620000,62.630000,0.720000,6.740000,53.960000,23.120000,29.550000,13.010000,42.740000,0.810000,9.920000,213.720000,14.450000,0.510000,41.430000,0.000000,12.210000,36.350000,0.810000,19.270000,24.090000,66.870000,2.890000,0,0.440000,0.860000,0,0.870000,0.510000,115.620000,0.000000,48.180000,0.360000,866.39

93,23:00-23:15,0,11.310000,12.620000,62.630000,0.720000,6.740000,53.960000,23.120000,29.550000,13.010000,42.740000,0.810000,9.920000,213.720000,14.450000,0.510000,41.430000,0.000000,12.210000,36.350000,0.810000,19.270000,24.090000,66.870000,2.890000,0,0.440000,0.860000,0,0.870000,0.510000,115.620000,0.000000,48.180000,0.360000,866.57

94,23:15-23:30,0,11.310000,12.620000,62.630000,0.720000,6.740000,53.960000,23.120000,29.550000,13.010000,42.740000,0.810000,9.920000,213.720000,14.450000,0.510000,41.430000,0.000000,12.210000,36.350000,0.810000,19.270000,24.090000,66.870000,2.890000,0,0.440000,0.860000,0,0.870000,0.510000,115.620000,0.000000,48.180000,0.360000,866.57

95,23:30-23:45,0,11.310000,12.620000,62.630000,0.720000,6.740000,53.960000,23.120000,29.550000,13.010000,42.740000,0.810000,9.920000,213.720000,14.450000,0.510000,41.430000,0.000000,12.210000,36.350000,0.810000,19.270000,24.090000,66.870000,2.890000,0,0.440000,0.860000,0,0.870000,0.510000,115.620000,0.000000,48.180000,0.360000,866.57

96,23:45-24:00,0,11.310000,12.620000,62.630000,0.720000,6.740000,53.960000,23.120000,29.550000,13.010000,42.740000,0.810000,9.920000,213.720000,14.450000,0.510000,41.430000,0.000000,12.210000,36.350000,0.810000,19.270000,24.090000,66.870000,2.890000,0,0.440000,0.860000,0,0.870000,0.510000,115.620000,0.000000,48.180000,0.360000,866.57

