Block,Time,NR/01062024/30062024/8588/OAN/GMRETL/GPHHPPL-BRPL,NR/01102023/30042040/GNA_LT_36,NR/01062024/30062024/IIPL/(JPL(TM)-BRPL)/BRPLT-169/24-25/1,NR/01062024/30062024/JPL-BRPL(PTC)GNA,NR/01102023/30042040/GNA_LT_35,NR/01102023/31102037/L_NR_2019_11,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01062024/30062024/APPCPL/180/F25/GNA/12300,NR/01042024/31072024/LT_MEJA_DELHI,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/06022042/L_NR_2012_02,NR/01102023/22052037/LT-59,NR/21062024/21062024/IEX_240620-01227,NR/01062024/30062024/IEPL01,NR/01062024/30062024/1000011195-SIEL-BRPL(DISCOM),NR/01062024/30062024/R2,NR/01062024/30062024/NDMC/D-46/EE(Power)/2024,NR/01062024/30062024/1000011017-PPGCL-BRPL,NR/30092023/31122025/SH-07,NR/01102023/25122043/GNA_MEJA_DELHI,NR/20062024/30062024/1000011400-GOHP-BRPL(DISCOM),NR/01102023/31052040/LT-31,NR/30092023/26122029/SH-06,NR/01102023/05012040/L_NR_2020_02,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01102023/19072037/LT-05,NR/01102023/06022042/L_NR_2012_07,NR/01102023/23072042/L_NR_2012_04,NR/16062024/30062024/1000011196-KWHPS-BRPL(DISCOM),NR/01102023/15082037/GNA_NR_2012_01,NR/01062024/30062024/1000011034-ACBL-BRPL,L_NR_2019_19,SR/01102023/07102043/L_NR_2018_61,NR/01102023/14082046/L_NR_2021_16,WR/01102023/01102023/L_NR_2022_09,WR/01102023/31032046/L_NR_2020_05,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/08032047/L_NR_2021_14,NR/01102023/02122045/L_NR_2021_13,NR/26072023/25122043/L_NR_2023_10,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_16,NR/01102023/02012046/L_NR_2021_17
52,12:45-13:00,24.150000,14.730000,0.000000,0.000000,14.370000,6.530000,150.220000,0.000000,12.310000,31.290000,96.600000,5.900000,48.300000,0.000000,0.000000,0.000000,21.780000,0.000000,20.260000,0.000000,0.000000,14.370000,20.260000,5.570000,12.080000,66.270000,57.670000,0.000000,0.000000,0.000000,0.000000,106.807613,43.01,0,70,98.5,70,33,33,32.83,30,32.84,33,76.13,44.17,76,220.83,40,32,179,85,0

53,13:00-13:15,24.150000,14.730000,0.000000,0.000000,14.370000,6.530000,150.220000,0.000000,12.310000,31.290000,96.600000,6.060000,48.300000,0.000000,0.000000,0.000000,21.780000,0.000000,20.260000,0.000000,0.000000,14.370000,20.260000,5.670000,11.990000,66.270000,57.670000,0.000000,0.000000,0.000000,0.000000,102.464019,43.01,0,58.33,77.5,58.33,33,33,25.83,27.34,25.84,33,76.05,44.17,76,220.83,42,35,179,88,0

54,13:15-13:30,24.150000,14.730000,0.000000,0.000000,14.370000,6.530000,150.220000,0.000000,12.310000,31.290000,96.600000,6.060000,48.300000,0.000000,0.000000,0.000000,21.780000,0.000000,20.260000,0.000000,0.000000,14.370000,20.260000,5.670000,11.990000,66.270000,57.670000,0.000000,0.000000,0.000000,0.000000,95.714892,43.01,0,58.33,79,58.33,33,33,26.33,27.66,26.34,33,76.05,44.17,76,220.83,41,37,179,86,0

55,13:30-13:45,24.150000,14.610000,0.000000,0.000000,14.250000,6.530000,193.200000,0.000000,16.110000,31.290000,97.880000,5.750000,48.300000,0.000000,0.000000,0.000000,21.780000,0.000000,21.650000,0.000000,0.000000,14.250000,21.650000,5.670000,11.990000,66.270000,76.590000,0.000000,0.000000,0.000000,0.000000,100.029269,43.01,0,58.67,82.5,58.67,33,33,27.5,28,27.5,33,75.96,45.83,76,229.17,41,43,179,87,0

56,13:45-14:00,24.150000,14.390000,0.000000,0.000000,14.040000,6.530000,221.210000,0.000000,16.110000,31.290000,112.810000,5.750000,48.300000,0.000000,0.000000,0.000000,21.780000,0.000000,21.650000,0.000000,0.000000,14.040000,21.650000,5.670000,11.990000,67.210000,58.560000,0.000000,0.000000,0.000000,0.000000,97.068613,43.01,0,59.33,84,59.33,33,33,28,28.34,28,33,76,45.83,76,229.17,41,43,179,87,0

57,14:00-14:15,24.150000,14.110000,0.000000,0.000000,13.760000,6.530000,259.850000,0.000000,16.110000,30.270000,112.810000,5.750000,48.300000,0.000000,0.000000,0.000000,21.780000,0.000000,15.560000,0.000000,0.000000,13.760000,15.560000,5.760000,11.990000,67.210000,69.100000,0.000000,0.000000,0.000000,0.000000,93.435966,43.01,0,61.67,87.5,61.67,33,33,29.17,28.34,29.16,33,89.54,45.83,76,229.17,40,42,179,85,0

58,14:15-14:30,24.150000,13.630000,0.000000,0.000000,13.290000,6.530000,273.140000,0.000000,16.110000,30.270000,112.810000,5.750000,48.300000,0.000000,0.000000,0.000000,21.780000,0.000000,15.560000,0.000000,0.000000,13.290000,15.560000,5.760000,11.990000,67.210000,69.100000,0.000000,0.000000,0.000000,0.000000,89.520888,43.01,0,62.67,89,62.67,33,33,29.67,28.66,29.66,33,89.19,45.83,75,229.17,40,41,175,85,0

59,14:30-14:45,24.150000,13.160000,0.000000,0.000000,12.840000,6.530000,273.140000,0.000000,16.110000,30.270000,112.810000,5.750000,48.300000,0.000000,0.000000,0.000000,21.780000,0.000000,15.560000,0.000000,0.000000,12.840000,15.560000,5.760000,11.990000,67.210000,69.100000,0.000000,0.000000,0.000000,0.000000,82.557503,43.01,0,63.33,90,63.33,33,33,30,29,30,33,88.52,45.83,69,229.17,37,41,161,76,0

60,14:45-15:00,24.150000,12.580000,0.000000,0.000000,12.270000,6.530000,246.530000,0.000000,16.110000,30.270000,112.810000,5.750000,48.300000,0.000000,0.000000,0.000000,21.780000,0.000000,15.560000,0.000000,0.000000,12.270000,15.560000,5.760000,11.990000,94.670000,69.100000,0.000000,0.000000,0.000000,0.000000,75.798637,43.01,0,64,91,64,33,33,30.33,29.34,30.34,33,86.67,45.83,66,229.17,35,41,154,74,0

61,15:00-15:15,24.150000,12.080000,0.000000,0.000000,11.780000,6.680000,273.140000,0.000000,16.110000,30.270000,129.850000,5.750000,48.300000,0.000000,0.000000,0.000000,21.780000,0.000000,15.560000,0.000000,0.000000,11.780000,15.560000,6.040000,12.170000,115.490000,86.230000,0.000000,0.000000,0.000000,0.000000,79.733193,43.01,0,64.67,92,64.67,33,33,30.67,29.66,30.66,33,82.97,43.21,64,216.06,33,38,151,70,0

62,15:15-15:30,24.150000,11.380000,0.000000,0.000000,11.110000,6.680000,273.140000,0.000000,16.110000,29.270000,129.850000,5.750000,48.300000,0.000000,0.000000,0.000000,21.780000,0.000000,15.560000,0.000000,0.000000,11.110000,15.560000,6.040000,12.170000,115.490000,86.230000,0.000000,0.000000,0.000000,0.000000,72.964588,43.01,0,65,92.5,65,33,33,30.83,30,30.84,33,78.11,40.28,60,201.39,31,36,140,64,0

63,15:30-15:45,24.150000,10.510000,0.000000,0.000000,10.250000,6.680000,273.140000,0.000000,7.670000,28.260000,129.850000,5.750000,48.300000,0.000000,0.000000,0.000000,21.780000,0.000000,21.650000,0.000000,0.000000,10.250000,21.650000,6.040000,12.170000,115.490000,86.230000,0.000000,0.000000,0.000000,0.000000,67.091971,43.01,0,66,93,66,33,33,31,30,31,33,72.86,37.98,54,189.92,29,34,127,61,0

64,15:45-16:00,24.150000,9.820000,0.000000,0.000000,9.580000,6.680000,273.140000,0.000000,7.670000,28.260000,129.850000,5.750000,48.300000,0.000000,0.000000,0.000000,21.780000,0.000000,21.650000,0.000000,0.000000,9.580000,21.650000,6.040000,12.170000,115.490000,86.230000,0.000000,0.000000,0.000000,0.000000,61.268049,43.01,0,66.67,94,66.67,33,33,31.33,30,31.34,33,67.33,35.41,49,177.08,27,33,116,56,0

65,16:00-16:15,24.150000,8.950000,24.150000,48.300000,8.730000,6.680000,273.140000,0.000000,7.670000,29.270000,129.850000,5.900000,48.300000,38.640000,48.300000,0.000000,21.780000,0.000000,18.460000,0.000000,0.000000,8.730000,18.460000,5.570000,12.450000,115.490000,86.230000,0.000000,0.000000,0.000000,0.000000,55.356476,43.01,0,74.33,99.5,74.33,33,33,33.17,34.34,33.16,33,61.58,33.79,45,168.93,24,30,105,51,0

66,16:15-16:30,24.150000,8.080000,24.150000,48.300000,7.880000,6.680000,273.140000,0.000000,7.670000,31.290000,129.850000,5.900000,48.300000,38.640000,48.300000,0.000000,21.780000,0.000000,18.460000,0.000000,0.000000,7.880000,18.460000,5.570000,12.450000,115.490000,86.230000,0.000000,0.000000,0.000000,0.000000,49.542293,43.01,0,74.33,100.5,74.33,33,33,33.5,34.66,33.5,33,55.52,29.85,39,149.25,21,28,91,44,0

67,16:30-16:45,24.150000,7.160000,24.150000,48.300000,6.990000,6.680000,273.140000,0.000000,7.670000,31.290000,129.850000,5.900000,48.300000,38.640000,48.300000,0.000000,21.780000,0.000000,24.370000,0.000000,0.000000,6.990000,24.370000,5.570000,12.450000,115.490000,62.440000,0.000000,0.000000,100.640000,0.000000,43.669676,46.02,0,76,101.5,76,33,33,33.83,35,33.84,33,49.16,26.78,34,133.93,19,26,81,39,0

68,16:45-17:00,24.150000,6.180000,24.150000,48.300000,6.030000,6.680000,273.140000,0.000000,7.670000,31.290000,129.850000,5.900000,48.300000,38.640000,48.300000,0.000000,21.780000,0.000000,24.370000,0.000000,0.000000,6.030000,24.370000,5.570000,12.450000,115.490000,62.440000,0.000000,0.000000,100.640000,0.000000,37.066634,46.02,0,76,103.5,76,33,32,34.5,35.34,34.5,33,42.08,22.73,30,113.65,16,21,70,33,0

69,17:00-17:15,24.150000,5.130000,24.150000,48.300000,5.000000,6.840000,273.140000,0.000000,15.820000,31.290000,129.850000,6.060000,48.300000,38.640000,48.300000,24.150000,21.780000,24.150000,21.650000,0.000000,0.000000,5.000000,21.650000,5.670000,12.820000,115.490000,62.440000,0.000000,0.000000,100.640000,0.000000,30.687589,45.81,0,76,104,76,27.11,22,34.67,35.66,34.66,33,34.9,19.79,24,98.94,13,18,56,27,0

70,17:15-17:30,24.150000,4.150000,24.150000,48.300000,4.050000,6.840000,273.140000,0.000000,15.820000,31.290000,129.850000,6.060000,48.300000,38.640000,48.300000,24.150000,21.780000,24.150000,21.650000,0.000000,0.000000,4.050000,21.650000,5.670000,12.820000,115.490000,62.440000,0.000000,0.000000,100.640000,0.000000,24.552019,46.02,0,75.67,105.5,75.67,19.9,11,35.17,35.66,35.16,24.51,28.3,17.29,18,86.43,11,15,42,22,0

71,17:30-17:45,24.150000,3.160000,24.150000,48.300000,3.080000,6.840000,273.140000,0.000000,15.820000,31.290000,129.850000,6.060000,48.300000,38.640000,48.300000,24.150000,21.780000,24.150000,21.650000,0.000000,0.000000,3.080000,21.650000,5.670000,12.820000,115.490000,62.440000,0.000000,0.000000,100.640000,0.000000,19.341654,46.02,0,75.33,99,75.33,13.12,3,33,32,33,18.17,21.73,13.54,13,67.72,8,12,32,16,0

72,17:45-18:00,24.150000,2.470000,24.150000,48.300000,2.410000,6.840000,273.140000,0.000000,15.820000,31.290000,129.850000,6.060000,48.300000,38.640000,48.300000,24.150000,21.780000,24.150000,21.650000,0.000000,0.000000,2.410000,21.650000,5.670000,12.820000,115.490000,62.440000,0.000000,0.000000,100.640000,0.000000,14.394242,46.02,0,74.33,98,74.33,8.39,0,32.67,32.34,32.66,11.78,15.37,9.97,7,49.87,5,8,18,10,0

73,18:00-18:15,24.150000,1.820000,24.150000,48.300000,1.780000,6.530000,273.140000,0.000000,15.820000,31.290000,129.850000,6.220000,48.300000,38.640000,48.300000,24.150000,21.780000,24.150000,21.610000,0.000000,0.000000,1.780000,21.610000,5.810000,13.280000,115.490000,62.440000,0.000000,0.000000,100.640000,0.000000,10.430469,45.81,0,74.33,99.5,74.33,0,0,33.17,33,33.16,0,9.7,7.09,4,35.48,3,5,11,5,0

74,18:15-18:30,24.150000,1.290000,24.150000,48.300000,1.260000,6.530000,273.140000,0.000000,15.820000,31.290000,129.850000,6.220000,48.300000,38.640000,48.300000,24.150000,21.780000,24.150000,21.610000,0.000000,0.000000,1.260000,21.610000,5.810000,13.280000,115.490000,62.440000,0.000000,0.000000,100.640000,0.000000,6.856256,46.02,0,74.33,98.5,74.33,0,0,32.83,32.66,32.84,0,5.25,4.07,3,20.36,1,5,7,3,0

75,18:30-18:45,24.150000,0.860000,24.150000,48.300000,0.840000,6.530000,273.140000,0.000000,15.820000,31.290000,129.850000,6.220000,48.300000,38.640000,48.300000,24.150000,21.780000,24.150000,21.610000,0.000000,0.000000,0.840000,21.610000,5.810000,13.280000,115.490000,62.440000,0.000000,0.000000,100.640000,0.000000,3.262565,46.02,0,74,100,74,0,0,33.33,32.34,33.34,0,2.28,2.83,1,14.13,1,3,4,1,0

76,18:45-19:00,24.150000,0.510000,24.150000,48.300000,0.490000,6.530000,273.140000,0.000000,15.820000,31.290000,129.850000,6.220000,48.300000,38.640000,48.300000,24.150000,21.780000,24.150000,21.610000,0.000000,0.000000,0.490000,21.610000,5.810000,13.280000,115.490000,62.440000,0.000000,0.000000,100.640000,0.000000,0.837554,45.61,0,73.67,99.5,73.67,0,0,33.17,32,33.16,0,0,1.81,0,9.05,0,3,1,0,0

77,19:00-19:15,24.150000,0.090000,24.150000,48.300000,0.080000,6.680000,273.140000,0.000000,15.820000,31.290000,129.850000,6.220000,48.300000,38.640000,48.300000,24.150000,21.780000,16.000000,20.260000,0.000000,0.000000,0.080000,20.260000,5.810000,13.190000,115.490000,62.440000,0.000000,0.000000,100.640000,0.000000,0,44.81,0,73.33,98.5,73.33,0,0,32.83,31.34,32.84,0,0,1.02,0,5.09,0,1,1,0,0

78,19:15-19:30,24.150000,0.010000,24.150000,48.300000,0.010000,6.680000,273.140000,0.000000,15.820000,31.290000,129.850000,6.220000,48.300000,38.640000,48.300000,24.150000,21.780000,16.000000,9.610000,0.000000,0.000000,0.010000,30.910000,5.810000,13.190000,115.490000,62.440000,0.000000,0.000000,100.640000,0.000000,0,42.81,0,72.67,97,72.67,0,0,32.33,30.66,32.34,0,0,0.08,0,0.4,0,0.5,0,0,0

79,19:30-19:45,24.150000,0.000000,24.150000,48.300000,0.000000,6.680000,273.140000,0.000000,15.820000,31.290000,129.850000,6.220000,48.300000,38.640000,48.300000,24.150000,21.780000,16.000000,9.610000,0.000000,0.000000,0.000000,30.910000,5.810000,13.190000,115.490000,86.230000,0.000000,0.000000,100.640000,0.000000,0,34.42,0,65.67,95,65.67,0,0,31.67,30.34,31.66,0,0,0.04,0,0.2,0,0,0,0,0

80,19:45-20:00,24.150000,0.000000,24.150000,48.300000,0.000000,6.680000,273.140000,0.000000,15.820000,31.290000,129.850000,6.220000,48.300000,38.640000,48.300000,24.150000,21.780000,16.000000,9.610000,0.000000,0.000000,0.000000,30.910000,5.810000,13.190000,115.490000,86.230000,0.000000,0.000000,100.640000,0.000000,0,34.62,0,65,93,65,0,0,31,29.66,31,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,24.150000,0.000000,24.150000,48.300000,0.000000,6.680000,273.140000,0.000000,15.820000,31.290000,129.850000,6.060000,48.300000,38.640000,48.300000,24.150000,21.780000,16.000000,30.910000,0.000000,67.620000,0.000000,30.910000,5.850000,13.190000,115.490000,86.230000,0.000000,0.000000,100.640000,24.150000,0,35.02,0,56.33,75,56.33,0,0,25,23.34,25,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,24.150000,0.000000,24.150000,48.300000,0.000000,6.680000,273.140000,0.000000,15.820000,31.290000,129.850000,6.060000,48.300000,38.640000,48.300000,24.150000,21.780000,16.000000,30.910000,0.000000,67.620000,0.000000,30.910000,5.850000,13.190000,115.490000,86.230000,0.000000,0.000000,100.640000,24.150000,0,35.42,0,55.67,72.5,55.67,0,0,24.17,22.66,24.16,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,24.150000,0.000000,24.150000,48.300000,0.000000,6.680000,273.140000,0.000000,15.820000,31.290000,129.850000,6.060000,48.300000,38.640000,48.300000,24.150000,21.780000,16.000000,30.910000,0.000000,67.620000,0.000000,30.910000,5.850000,13.190000,115.490000,86.230000,0.000000,0.000000,100.640000,24.150000,0,35.82,0,55,70,55,0,0,23.33,22,23.34,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,24.150000,0.000000,24.150000,48.300000,0.000000,6.680000,273.140000,0.000000,15.820000,31.290000,129.850000,6.060000,48.300000,38.640000,48.300000,24.150000,21.780000,16.000000,30.910000,0.000000,67.620000,0.000000,30.910000,5.850000,13.190000,115.490000,86.230000,0.000000,0.000000,100.640000,24.150000,0,36.22,0,54.33,70,54.33,0,0,23.33,21.66,23.34,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,24.150000,0.000000,24.150000,48.300000,0.000000,6.680000,273.140000,0.000000,15.820000,29.770000,129.850000,6.060000,48.300000,38.640000,48.300000,24.150000,21.780000,16.000000,30.910000,0.000000,67.620000,0.000000,30.910000,5.850000,13.190000,115.490000,86.230000,0.000000,0.000000,100.640000,24.150000,0,21.41,0,54,67.5,54,0,0,22.5,20.34,22.5,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,24.150000,0.000000,24.150000,48.300000,0.000000,6.680000,273.140000,0.000000,15.820000,29.770000,129.850000,6.060000,48.300000,38.640000,48.300000,24.150000,21.780000,16.000000,30.910000,0.000000,67.620000,0.000000,30.910000,5.850000,13.190000,115.490000,86.230000,0.000000,0.000000,100.640000,24.150000,0,22.81,0,52.33,65,52.33,0,0,21.67,19.66,21.66,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,24.150000,0.000000,24.150000,48.300000,0.000000,6.680000,273.140000,0.000000,15.820000,29.770000,129.850000,6.060000,48.300000,38.640000,48.300000,24.150000,21.780000,16.000000,30.910000,0.000000,67.620000,0.000000,30.910000,5.850000,13.190000,115.490000,86.230000,0.000000,0.000000,100.640000,24.150000,0,25.81,0,50.67,62.5,50.67,0,0,20.83,19.34,20.84,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,24.150000,0.000000,24.150000,48.300000,0.000000,6.680000,273.140000,0.000000,15.820000,29.770000,129.850000,6.060000,48.300000,38.640000,48.300000,24.150000,21.780000,16.000000,30.910000,0.000000,67.620000,0.000000,30.910000,5.850000,13.190000,115.490000,86.230000,0.000000,0.000000,100.640000,24.150000,0,27.81,0,47,62.5,47,0,0,20.83,19,20.84,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,24.150000,0.000000,24.150000,48.300000,0.000000,6.530000,273.140000,0.000000,15.820000,31.290000,129.850000,5.900000,48.300000,38.640000,48.300000,24.150000,21.780000,16.000000,30.910000,0.000000,67.620000,0.000000,30.910000,5.710000,13.190000,115.490000,86.230000,0.000000,0.000000,100.640000,24.150000,0,27.61,0,46.67,60,46.67,0,0,20,18.66,20,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,24.150000,0.000000,24.150000,48.300000,0.000000,6.530000,273.140000,0.000000,15.820000,31.290000,129.850000,5.900000,48.300000,38.640000,48.300000,24.150000,21.780000,16.000000,30.910000,0.000000,67.620000,0.000000,30.910000,5.710000,13.190000,115.490000,86.230000,0.000000,0.000000,100.640000,24.150000,0,29.22,0,40.33,60,40.33,0,0,20,18.34,20,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,24.150000,0.000000,24.150000,48.300000,0.000000,6.530000,273.140000,0.000000,15.820000,31.290000,129.850000,5.900000,48.300000,38.640000,48.300000,24.150000,21.780000,16.000000,30.910000,0.000000,67.620000,0.000000,30.910000,5.710000,13.190000,115.490000,86.230000,0.000000,0.000000,100.640000,24.150000,0,31.42,0,40.67,59.5,40.67,0,0,19.83,18.34,19.84,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,24.150000,0.000000,24.150000,48.300000,0.000000,6.530000,273.140000,0.000000,15.820000,31.290000,129.850000,5.900000,48.300000,38.640000,48.300000,24.150000,21.780000,16.000000,30.910000,0.000000,67.620000,0.000000,30.910000,5.710000,13.190000,115.490000,86.230000,0.000000,0.000000,100.640000,24.150000,0,32.02,0,40.67,57.5,40.67,0,0,19.17,18,19.16,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,24.150000,0.000000,24.150000,48.300000,0.000000,6.530000,273.140000,0.000000,15.820000,30.280000,129.850000,5.900000,48.300000,38.640000,48.300000,24.150000,21.780000,16.000000,30.910000,0.000000,67.620000,0.000000,30.910000,5.710000,13.190000,115.490000,86.230000,0.000000,0.000000,100.640000,24.150000,0,32.82,0,40.67,56,40.67,0,0,18.67,17.66,18.66,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,24.150000,0.000000,24.150000,48.300000,0.000000,6.530000,273.140000,0.000000,15.820000,30.280000,129.850000,5.900000,48.300000,38.640000,48.300000,24.150000,21.780000,16.000000,30.910000,0.000000,67.620000,0.000000,30.910000,5.710000,13.190000,115.490000,86.230000,0.000000,0.000000,100.640000,24.150000,0,33.62,0,41.67,54.5,41.67,0,0,18.17,17.66,18.16,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,24.150000,0.000000,24.150000,48.300000,0.000000,6.530000,273.140000,0.000000,15.820000,30.280000,129.850000,5.900000,48.300000,38.640000,48.300000,24.150000,21.780000,16.000000,30.910000,0.000000,67.620000,0.000000,30.910000,5.710000,13.190000,115.490000,86.230000,0.000000,0.000000,100.640000,24.150000,0,33.82,0,42.67,55,42.67,0,0,18.33,17.66,18.34,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,24.150000,0.000000,24.150000,48.300000,0.000000,6.530000,273.140000,0.000000,15.820000,30.280000,129.850000,5.900000,48.300000,38.640000,48.300000,24.150000,21.780000,16.000000,30.910000,0.000000,67.620000,0.000000,30.910000,5.710000,13.190000,115.490000,86.230000,0.000000,0.000000,100.640000,24.150000,0,36.02,0,43.33,57.5,43.33,0,0,19.17,17.34,19.16,0,0,0,0,0,0,0,0,0,0

