Block,Time,BSIUL,DADRT2,KGSU1AND2,KISHANGANGA,KOLDAM,NLCIIST2,NTPL,TEHRIPSP,UNCHAHAR2,UNCHAHAR4,URI,DULHASTI,KHSTPP-I,NNTPP,RAPPD,RIHAND2,RSTPSU1TO6,SIMHST1,TALA,TANDA2,URI2,ANTA_LF,AURY_LF,AURY_RF,DADRI_CRF,KGSU3AND4,KKNP,KUDGI,NLCIIST1,UNCHAHAR1,ANTA_CRF,ANTA_RF,CHAMERA2,CHAMERA3,JHAJJAR,NAPP,NJPC,NLCTS2EXP,SALAL,UNCHAHAR3,ANTA_GF,AURY_GF,DADRI_GF,DADRI_LF,CHAMERA1,RAMPUR,RIHAND3,TANAKPUR,AURY_CRF,FSTPP I & II,KOTESHWR,NLCEXP,PARBATI2,RIHAND1,TALST2,TEHRI,VALLURNTECL,DADRI_RF,BRBCL,KHSTPP-II,KKNPPU2,RAPPB,RAPPC,RSTPSU7,SASAN,SEWA2,SIMHST2,DHAULIGNGA,MAPS,PARBATI3,SINGRAULI,SINGRAULI_HYDRO,TelanganaSTPP
54,13:15-13:30,19.56,690.85,0,8.71,10.65,0,0,0,45.62,3.98,52.99,58.79,45.83,0,25.54,126.8,0,0,20.72,7.07,38.16,0,0,78.22,0,0,0,0,0,21.83,0,46.67,48.9,35.09,470.85,24.89,181.16,0,83.08,27.99,0,0,0,0,0,7.04,132.37,12.04,0,20.8,20.88,0,58.05,99.81,0,0,0,74.64,24.99,148.3,0,0,68.22,0,418.77,0,0,21.92,0,78.39,153.28,1.17,0

55,13:30-13:45,19.56,690.85,0,8.71,10.65,0,0,0,45.62,3.98,52.99,58.79,45.83,0,25.54,126.8,0,0,20.72,7.07,38.16,0,0,78.22,0,0,0,0,0,21.83,0,46.8,48.9,35.09,470.85,24.89,181.16,0,83.08,27.99,0,0,0,0,0,7.04,132.37,12.04,0,20.8,20.88,0,58.05,99.81,0,0,0,74.64,24.99,148.3,0,0,68.22,0,418.77,0,0,21.92,0,78.39,153.28,1.17,0

56,13:45-14:00,19.56,690.85,0,8.71,10.65,0,0,0,45.62,3.98,52.99,58.79,45.83,0,25.54,126.8,0,0,20.72,7.07,38.16,0,0,78.22,0,0,0,0,0,21.83,0,46.8,48.9,35.09,470.85,24.89,181.16,0,83.08,27.99,0,0,0,0,0,7.04,132.37,12.04,0,20.8,20.88,0,58.05,99.81,0,0,0,74.64,24.99,148.3,0,0,68.22,0,418.77,0,0,21.92,0,78.39,153.28,1.17,0

57,14:00-14:15,19.56,490.85,0,8.71,10.65,0,0,0,45.62,3.98,50.79,58.79,45.83,0,25.54,126.8,0,0,20.72,7.07,38.16,0,0,78.22,0,0,0,0,0,21.83,0,46.67,48.9,35.09,470.85,24.89,181.16,0,83.08,27.99,0,0,0,0,14.05,7.04,92.37,7.05,0,20.8,20.88,0,58.05,84.62,0,0,0,74.64,24.99,148.3,0,0,68.22,0,418.77,0,0,21.92,0,78.39,153.28,1.17,0

58,14:15-14:30,19.56,490.85,0,8.71,10.65,0,0,0,45.62,3.98,50.79,58.79,45.83,0,25.54,126.8,0,0,20.72,7.07,38.16,0,0,78.22,0,0,0,0,0,21.83,0,46.54,48.9,35.09,470.85,24.89,181.16,0,83.08,27.99,0,0,0,0,28.1,7.04,92.37,7.05,0,20.8,20.88,0,58.05,69.43,0,0,0,74.64,24.99,148.3,0,0,68.22,0,418.77,0,0,21.92,0,78.39,153.28,1.17,0

59,14:30-14:45,19.56,490.85,0,8.71,10.65,0,0,0,45.62,3.98,50.79,58.79,45.83,0,25.54,126.8,0,0,20.72,7.07,38.16,0,0,78.22,0,0,0,0,0,21.83,0,46.67,48.9,35.09,470.85,24.89,181.16,0,83.08,27.99,0,0,0,0,28.1,7.04,92.37,12.04,0,20.8,20.88,0,58.05,54.9,0,0,0,74.64,24.99,148.3,0,0,68.22,0,418.77,0,0,21.92,0,78.39,153.28,1.17,0

60,14:45-15:00,19.56,490.85,0,8.71,10.65,0,0,0,45.62,3.98,50.79,58.79,45.83,0,25.54,126.8,0,0,20.72,7.07,38.16,0,0,78.22,0,0,0,0,0,21.83,0,46.8,48.9,35.09,550.85,24.89,181.16,0,83.08,27.99,0,0,0,0,28.1,7.04,92.37,12.04,0,20.8,20.88,0,58.05,54.9,0,0,0,74.64,24.99,148.3,0,0,68.22,0,418.77,0,0,21.92,0,78.39,153.28,1.17,0

61,15:00-15:15,13.04,490.85,0,8.71,10.65,0,0,0,45.62,3.98,50.79,58.79,45.83,0,25.54,126.8,0,0,20.72,7.07,38.16,0,0,78.22,0,0,0,0,0,21.83,0,46.8,48.9,35.09,550.85,24.89,181.16,0,83.08,27.99,0,0,0,0,28.1,7.04,92.37,10.25,0,20.8,20.88,0,58.05,54.9,0,0,0,74.64,24.99,148.3,0,0,68.22,0,418.77,0,0,21.92,0,78.39,153.28,1.17,0

62,15:15-15:30,13.04,490.85,0,8.71,10.65,0,0,0,45.62,3.98,50.79,58.79,45.83,0,25.54,126.8,0,0,20.72,7.07,38.16,0,0,78.22,0,0,0,0,0,21.83,0,46.8,48.9,35.09,550.85,24.89,181.16,0,83.08,27.99,0,0,0,0,28.1,7.04,92.37,10.25,0,20.8,20.88,0,58.05,54.9,0,9.89,0,74.64,24.99,148.3,0,0,68.22,0,418.77,0,0,21.92,0,78.39,153.28,1.17,0

63,15:30-15:45,13.04,490.85,0,8.71,10.65,0,0,0,45.62,3.98,50.79,58.79,45.83,0,25.54,126.8,0,0,20.72,7.07,38.16,0,0,78.22,0,0,0,0,0,21.83,0,46.67,48.9,35.09,550.85,24.89,181.16,0,83.08,27.99,0,0,0,0,28.1,7.04,92.37,12.04,0,20.8,10.44,0,58.05,54.9,0,19.79,0,74.64,24.99,148.3,0,0,68.22,0,418.77,0,0,21.92,0,78.39,153.28,1.17,0

64,15:45-16:00,13.04,490.85,0,8.71,10.65,0,0,0,45.62,3.98,50.79,58.79,45.83,0,25.54,126.8,0,0,20.72,7.07,38.16,0,0,78.22,0,0,0,0,0,21.83,0,46.54,48.9,35.09,550.85,24.89,181.16,0,83.08,27.99,0,0,0,0,28.1,7.04,92.37,12.04,0,20.8,10.44,0,58.05,54.9,0,29.68,0,74.64,24.99,148.3,0,0,68.22,0,418.77,0,0,21.92,0,78.39,153.28,1.17,0

65,16:00-16:15,13.04,490.85,0,8.71,10.65,0,0,0,45.62,3.98,50.79,58.79,45.83,0,25.54,126.8,0,0,20.72,7.07,38.16,0,0,78.22,0,0,0,0,0,21.83,0,46.54,48.9,35.09,550.85,24.89,181.16,0,83.08,27.99,0,0,0,0,28.1,7.04,92.37,10.25,0,20.8,10.44,0,58.05,54.9,0,29.68,0,74.64,24.99,148.3,0,0,68.22,0,418.77,0,0,21.92,0,78.39,153.28,1.17,0

66,16:15-16:30,13.04,490.85,0,8.71,10.65,0,0,0,45.62,3.98,50.79,58.79,45.83,0,25.54,126.8,0,0,20.72,7.07,38.16,0,0,78.22,0,0,0,0,0,21.83,0,46.8,48.9,35.09,670.85,24.89,181.16,0,83.08,27.99,0,0,0,0,28.1,7.04,92.37,10.25,0,20.8,10.44,0,58.05,54.9,0,29.68,0,74.64,24.99,148.3,0,0,68.22,0,418.77,0,0,21.92,0,78.39,153.28,1.17,0

67,16:30-16:45,13.04,490.85,0,8.71,10.65,0,0,0,45.62,3.98,50.79,58.79,45.83,0,25.54,126.8,0,0,20.72,7.07,38.16,0,0,78.22,0,0,0,0,0,21.83,0,46.67,48.9,35.09,670.85,24.89,181.16,0,83.08,27.99,0,0,0,0,31.6,7.04,92.37,10.25,0,20.8,10.44,0,58.05,54.9,0,29.68,0,74.64,24.99,148.3,0,0,68.22,0,418.77,0,0,21.92,0,79.92,153.28,1.17,0

68,16:45-17:00,13.04,490.85,0,8.71,10.65,0,0,0,45.62,3.98,50.79,58.79,45.83,0,25.54,126.8,0,0,20.72,7.07,38.16,0,0,78.22,0,0,0,0,0,21.83,0,46.67,48.9,35.09,670.85,24.89,181.16,0,83.08,27.99,0,0,0,0,42.15,7.04,92.37,10.25,0,20.8,10.44,0,58.05,54.9,0,29.68,0,74.64,24.99,148.3,0,0,68.22,0,418.77,0,0,21.92,0,79.92,153.28,1.17,0

69,17:00-17:15,13.04,490.85,0,8.71,10.65,0,0,0,45.62,3.98,50.79,58.79,45.83,0,25.54,126.8,0,0,19.26,7.07,38.16,0,0,78.22,0,0,0,0,0,21.83,0,46.8,48.9,35.09,670.85,24.89,181.16,0,83.08,27.99,0,0,0,0,42.15,7.04,92.37,10.89,0,20.8,10.44,0,58.05,54.9,0,29.68,0,74.64,24.99,148.3,0,0,68.22,0,418.77,0,0,21.92,0,79.92,153.28,1.17,0

70,17:15-17:30,6.52,490.85,0,8.71,10.65,0,0,0,45.62,3.98,50.79,58.79,45.83,0,25.54,126.8,0,0,19.26,7.07,38.16,0,0,78.22,0,0,0,0,0,21.83,0,46.8,48.9,35.09,670.85,24.89,181.16,0,83.08,27.99,0,0,0,0,42.15,7.04,92.37,10.89,0,20.8,10.44,0,58.05,54.9,0,29.68,0,74.64,24.99,148.3,0,0,68.22,0,418.77,0,0,32.89,0,79.92,153.28,1.17,0

71,17:30-17:45,6.52,490.85,0,8.71,10.65,0,0,0,45.62,3.98,50.79,58.79,32.78,0,25.54,126.8,0,0,19.26,7.07,38.16,0,0,78.22,0,0,0,0,0,21.83,0,46.93,48.9,35.09,670.85,24.89,181.16,0,83.08,27.99,0,0,0,0,42.15,7.04,92.37,8.96,0,20.8,10.44,0,58.05,54.9,0,29.68,0,74.64,24.99,148.3,0,0,68.22,0,418.77,0,0,43.85,0,79.92,153.28,1.17,0

72,17:45-18:00,6.52,490.85,0,8.71,10.65,0,0,0,45.62,3.98,50.79,58.79,32.78,0,25.54,126.8,0,0,19.26,7.07,38.16,0,0,78.22,0,0,0,0,0,21.83,0,46.93,48.9,35.09,670.85,24.89,181.16,0,83.08,27.99,0,0,0,0,42.15,7.04,92.37,8.96,0,20.8,10.44,0,58.05,54.9,0,29.68,0,74.64,24.99,148.3,0,0,68.22,0,418.77,0,0,43.85,0,79.92,153.28,1.17,0

73,18:00-18:15,6.52,490.85,0,8.71,10.65,0,0,0,45.62,3.98,50.79,58.79,32.78,0,25.54,126.8,0,0,19.26,7.07,38.16,0,0,78.22,0,0,0,0,0,21.83,0,47.06,48.9,35.09,428.85,24.89,181.16,0,83.08,27.99,0,0,0,0,42.15,7.04,92.37,7.68,0,20.8,10.44,0,58.05,54.9,0,29.68,0,74.64,24.99,148.3,0,0,68.22,0,418.77,6.31,0,43.85,0,79.92,153.28,1.17,0

74,18:15-18:30,6.52,490.85,0,8.71,10.65,0,0,0,45.62,3.98,50.79,58.79,32.78,0,25.54,126.8,0,0,19.26,7.07,38.16,0,0,78.22,0,0,0,0,0,21.83,0,47.19,48.9,35.09,428.85,24.89,181.16,0,83.08,27.99,0,0,0,0,42.15,7.04,92.37,7.68,0,20.8,10.44,0,58.05,54.9,0,29.68,0,74.64,24.99,148.3,0,0,68.22,0,418.77,12.62,0,43.85,0,79.92,153.28,1.17,0

75,18:30-18:45,13.04,490.85,0,8.71,10.65,0,0,0,45.12,2.45,50.79,58.79,32.78,0,25.54,126.8,0,0,18.17,6.87,38.16,0,0,78.22,0,0,0,0,0,21.83,0,47.32,48.9,35.09,428.85,24.89,181.16,0,83.08,27.99,0,0,0,0,42.15,7.04,92.37,7.68,0,20.8,10.44,0,58.05,54.9,0,29.68,0,74.64,24.99,148.3,0,0,68.22,0,418.77,18.93,0,43.85,0,79,153.28,1.17,0

76,18:45-19:00,13.04,490.85,0,8.71,10.65,0,0,0,45.12,2.45,50.79,58.79,32.78,0,25.54,126.8,0,0,18.17,6.87,38.16,0,0,78.22,0,0,0,0,0,21.83,0,47.45,48.9,35.09,428.85,24.89,181.16,0,83.08,27.99,0,0,0,0,42.15,7.04,92.37,7.68,0,20.8,20.88,0,58.05,54.9,0,29.68,0,74.64,24.99,148.3,0,0,68.22,0,418.77,18.93,0,43.85,0,79,153.28,1.17,0

77,19:00-19:15,13.04,490.85,0,8.71,10.65,0,0,0,45.12,2.45,50.79,58.79,32.78,0,25.54,126.8,0,0,18.17,6.97,38.16,0,0,78.22,0,0,0,0,0,21.83,0,47.6,48.9,35.09,428.85,24.89,181.16,0,83.08,27.99,0,0,0,0,42.15,7.04,92.37,5.13,0,20.8,31.32,0,58.05,54.9,0,29.68,0,74.64,24.99,148.3,0,0,68.22,0,418.77,18.93,0,43.85,0,79,153.28,1.17,0

78,19:15-19:30,20.46,490.85,0,8.87,10.65,0,0,0,45.12,2.45,50.79,59.61,32.78,0,25.54,126.8,0,0,18.17,6.97,40.23,0,0,78.22,0,0,0,0,0,21.83,0,47.86,51.47,36.89,428.85,24.89,182.87,0,83.08,27.99,0,0,0,0,42.66,7.22,92.37,5.13,0,20.8,34.81,0,61.07,54.9,0,30.15,0,74.64,24.99,148.3,0,0,68.22,0,418.77,20.12,0,46.04,0,79.92,153.28,1.17,0

79,19:30-19:45,20.46,490.85,0,8.87,10.65,0,0,0,45.12,2.45,50.79,59.61,32.78,0,25.54,126.8,0,0,16.79,6.97,40.23,0,0,78.22,0,0,0,0,0,21.83,0,48.12,51.47,36.89,428.85,24.89,182.87,0,83.08,27.99,0,0,0,0,42.66,7.22,92.37,5.13,0,20.8,34.81,0,61.07,54.9,0,30.15,0,74.64,24.99,148.3,0,0,68.22,0,418.77,20.12,0,46.04,0,79.92,153.28,1.17,0

80,19:45-20:00,20.46,490.85,0,8.87,10.65,0,0,0,45.12,2.45,50.79,59.61,32.78,0,25.54,126.8,0,0,16.79,6.97,40.23,0,0,78.22,0,0,0,0,0,21.83,0,48.38,51.47,36.89,428.85,24.89,182.87,0,83.08,27.99,0,0,0,0,42.66,7.22,92.37,5.13,0,20.8,34.81,0,61.07,54.9,0,30.15,0,74.64,24.99,148.3,0,0,68.22,0,418.77,20.12,0,46.04,0,79.92,153.28,1.17,0

81,20:00-20:15,20.46,550.85,0,8.87,10.65,0,0,0,45.12,2.45,50.79,59.61,32.78,0,25.54,126.8,0,0,16.79,6.97,40.23,0,0,78.22,0,0,0,0,0,21.83,0,48.51,51.47,36.89,428.85,24.89,182.87,0,83.08,27.99,0,0,0,0,42.66,7.22,92.37,5.13,0,20.8,34.81,0,61.07,69.43,0,30.15,0,74.64,24.99,148.3,0,0,68.22,0,418.77,20.12,0,46.04,0,79.92,153.28,1.17,0

82,20:15-20:30,20.46,550.85,0,8.87,10.65,0,0,51.99,45.12,2.45,50.79,59.61,32.78,0,25.54,126.8,0,0,16.79,6.97,40.23,0,0,78.22,0,0,0,0,0,21.83,0,48.64,51.47,36.89,428.85,24.89,182.87,0,83.08,27.99,0,0,0,0,42.66,7.22,92.37,5.13,0,20.8,34.81,0,61.07,84.62,0,30.15,0,74.64,24.99,148.3,0,0,68.22,0,418.77,20.12,0,46.04,0,79.92,153.28,1.17,0

83,20:30-20:45,20.46,550.85,0,8.87,10.65,0,0,51.99,45.12,2.45,50.79,59.61,32.78,0,25.54,126.8,0,0,16.79,6.97,40.23,0,0,78.22,0,0,0,0,0,21.83,0,49.04,51.47,36.89,428.85,24.89,182.87,0,83.08,27.99,0,0,0,0,42.66,7.22,92.37,5.13,0,20.8,34.81,0,61.07,99.81,0,30.15,0,74.64,24.99,148.3,0,0,68.22,0,418.77,20.12,0,46.04,0,79.92,153.28,1.17,0

84,20:45-21:00,20.46,550.85,0,8.87,10.65,0,0,51.99,45.12,2.45,50.79,59.61,32.78,0,25.54,126.8,0,0,16.79,6.97,40.23,0,0,78.22,0,0,0,0,0,21.83,0,49.17,51.47,36.89,428.85,24.89,182.87,0,83.08,27.99,0,0,0,0,42.66,7.22,92.37,5.13,0,20.8,34.81,0,61.07,99.81,0,30.15,0,74.64,24.99,148.3,0,0,68.22,0,418.77,20.12,0,46.04,0,79.92,153.28,1.17,0

85,21:00-21:15,20.46,550.85,0,8.87,10.65,0,0,51.99,45.12,2.45,50.79,59.61,32.78,0,25.54,126.8,0,0,16.79,6.97,40.23,0,0,78.22,0,0,0,0,0,21.83,0,49.3,51.47,36.89,428.85,24.89,182.87,0,83.08,27.99,0,0,0,0,42.66,7.22,92.37,5.13,0,20.8,34.81,0,61.07,99.81,0,30.15,0,74.64,24.99,148.3,0,0,68.22,0,418.77,20.12,0,46.04,0,79.92,153.28,1.17,0

86,21:15-21:30,6.52,550.85,0,8.71,10.65,0,0,51.99,45.12,2.45,50.79,59.61,32.78,0,25.54,126.8,0,0,16.79,6.97,38.16,0,0,78.22,0,0,0,0,0,21.83,0,49.3,48.9,35.09,428.85,24.89,181.16,0,83.08,27.99,0,0,0,0,42.15,7.04,92.37,5.13,0,20.8,31.32,0,58.05,99.81,0,30.15,0,74.64,24.99,148.3,0,0,68.22,0,418.77,18.93,0,43.85,0,79,142.58,1.17,0

87,21:30-21:45,6.52,550.85,0,8.71,10.65,0,0,51.99,45.12,2.45,50.79,59.61,32.78,0,25.54,126.8,0,0,16.88,6.97,38.16,0,0,78.22,0,0,0,0,0,21.83,0,49.3,48.9,35.09,428.85,24.89,181.16,0,83.08,27.99,0,0,0,0,42.15,7.04,92.37,7.68,0,20.8,31.32,0,58.05,99.81,0,30.15,0,74.64,24.99,148.3,0,0,68.22,0,418.77,18.93,0,43.85,0,79,142.58,1.17,0

88,21:45-22:00,20.46,550.85,0,8.87,10.65,0,0,51.99,45.12,2.45,50.79,59.61,32.78,0,25.54,126.8,0,0,16.88,6.97,40.23,0,0,78.22,0,0,0,0,0,21.83,0,49.3,51.47,36.89,428.85,24.89,182.87,0,83.08,27.99,0,0,0,0,42.66,7.22,92.37,7.68,0,20.8,34.81,0,61.07,99.81,0,30.15,0,74.64,24.99,148.3,0,0,68.22,0,418.77,20.12,0,46.04,0,79.92,142.58,1.17,0

89,22:00-22:15,20.46,550.85,0,8.87,10.65,0,0,51.99,45.12,2.45,50.79,59.61,32.78,0,25.54,126.8,0,0,16.88,6.97,40.23,0,0,78.22,0,0,0,0,0,21.83,0,49.3,51.47,36.89,428.85,24.89,182.87,0,83.08,27.99,0,0,0,0,42.66,7.22,92.37,7.68,0,20.8,34.81,0,61.07,99.81,0,30.15,0,74.64,24.99,148.3,0,0,68.22,0,418.77,20.12,0,46.04,0,79.92,142.58,1.17,0

90,22:15-22:30,20.46,550.85,0,8.87,10.65,0,0,51.99,45.12,2.45,50.79,59.61,32.78,0,25.54,126.8,0,0,16.88,6.97,40.23,0,0,78.22,0,0,0,0,0,21.83,0,49.3,51.47,36.89,428.85,24.89,182.87,0,83.08,27.99,0,0,0,0,42.66,7.22,92.37,7.68,0,20.8,34.81,0,61.07,99.81,0,30.15,0,74.64,24.99,148.3,0,0,68.22,0,418.77,20.12,0,46.04,0,79.92,142.58,1.17,0

91,22:30-22:45,20.46,550.85,0,8.87,10.65,0,0,51.99,45.12,2.45,50.79,59.61,32.78,0,25.54,126.8,0,0,16.88,6.97,40.23,0,0,78.22,0,0,0,0,0,21.83,0,49.3,51.47,36.89,428.85,24.89,182.87,0,83.08,27.99,0,0,0,0,42.66,7.22,92.37,7.68,0,20.8,34.81,0,61.07,99.81,0,30.15,0,74.64,24.99,148.3,0,0,68.22,0,418.77,20.12,0,46.04,0,79.92,153.28,1.17,0

92,22:45-23:00,13.04,550.85,0,8.71,10.65,0,0,51.99,45.12,2.45,50.79,58.79,32.78,0,25.54,126.8,0,0,16.88,6.97,38.16,0,0,78.22,0,0,0,0,0,21.83,0,49.3,48.9,35.09,428.85,24.89,181.16,0,83.08,27.99,0,0,0,0,42.15,7.04,92.37,7.68,0,20.8,20.88,0,58.05,99.81,0,29.68,0,74.64,24.99,148.3,0,0,68.22,0,418.77,18.93,0,43.85,0,79,153.28,1.17,0

93,23:00-23:15,13.04,550.85,0,8.71,10.65,0,0,51.99,45.12,2.45,50.79,58.79,32.78,0,25.54,126.8,0,0,16.88,6.87,38.16,0,0,78.22,0,0,0,0,0,21.83,0,48.64,48.9,35.09,428.85,24.89,181.16,0,83.08,27.99,0,0,0,0,42.15,7.04,92.37,7.68,0,20.8,20.88,0,58.05,99.81,0,29.68,0,74.64,24.99,148.3,0,0,68.22,0,418.77,12.62,0,43.85,0,79,153.28,1.17,0

94,23:15-23:30,13.04,550.85,0,8.71,10.65,0,0,51.99,45.12,2.45,50.79,58.79,32.78,0,25.54,126.8,0,0,16.88,6.87,38.16,0,0,78.22,0,0,0,0,0,21.83,0,48.64,48.9,35.09,428.85,24.89,181.16,0,83.08,27.99,0,0,0,0,42.15,7.04,92.37,7.68,0,20.8,20.88,0,58.05,99.81,0,29.68,0,74.64,24.99,148.3,0,0,68.22,0,418.77,6.31,0,43.85,0,79,153.28,1.17,0

95,23:30-23:45,13.04,550.85,0,8.71,10.65,0,0,51.99,45.12,2.45,50.79,58.79,32.78,0,25.54,126.8,0,0,16.88,6.87,38.16,0,0,78.22,0,0,0,0,0,21.83,0,48.64,48.9,35.09,428.85,24.89,181.16,0,83.08,27.99,0,0,0,0,42.15,7.04,92.37,7.68,0,20.8,20.88,0,58.05,99.81,0,29.68,0,74.64,24.99,148.3,0,0,68.22,0,418.77,6.31,0,43.85,0,79,153.28,1.17,0

96,23:45-24:00,13.04,550.85,0,8.71,10.65,0,0,51.99,45.12,2.45,50.79,58.79,32.78,0,25.54,126.8,0,0,16.88,6.87,38.16,0,0,78.22,0,0,0,0,0,21.83,0,48.64,48.9,35.09,428.85,24.89,181.16,0,83.08,27.99,0,0,0,0,42.15,7.04,92.37,7.68,0,20.8,20.88,0,58.05,99.81,0,29.68,0,74.64,24.99,148.3,0,0,68.22,0,418.77,6.31,0,43.85,0,79,153.28,1.17,0

