Column1,Time,GNA/NR/2025/08/01/2414,GNA/NR/2025/08/01/5126,NR/01102023/22052037/LT-59,GNA/NR/2025/08/01/5784,GNA/NR/2025/08/01/6209,GNA/NR/2025/08/01/6187,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/30092023/31122025/SH-07,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/08/01/1196,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/08/01/6452,GNA/NR/2025/08/01/4125,GNA/NR/2025/07/01/8128,GNA/NR/2025/08/01/4452,GNA/NR/2025/08/01/6475,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/L_NR_2019_05,NR/22102023/11042047/L_NR_2021_17,NR/26072023/25122043/L_NR_2023_10,L_NR_2019_19,NR/26072023/31072042/L_NR_2023_07,NR/01102023/25072045/L_NR_2021_15,GNA/NR/2025/07/01/2952,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_36,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/07/01/1044,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/06/07/5932,NR/01102023/06022042/L_NR_2012_07,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/19072037/LT-05,NR/30092023/26122029/SH-06,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/08/01/3698,NR/01102023/05012040/L_NR_2020_02,NR/01102023/08032047/L_NR_2021_14,NR/01102023/02122045/L_NR_2021_13,NR/01102023/13082046/L_NR_2021_12,GNARE/NR/2024/12/20/3668,NR/22102023/11042047/L_NR_2021_16,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2022_09,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,GNARE/SR/2025/01/13/4532
31,07:30-07:45,41.03,20.51,0,82.05,82.05,29.03,194.27,0,17.83,19.31,0,20.51,14.62,9.91,15.3,20.83,33,33,11,18,29.07,0,9,2.13,2.91,2.25,84.1,3.22,2.91,-0,38.61,53.09,70.4,0,27.25,14.62,0,17,9.44,47.22,19.02,22,6.24,24,6.24,26.34,26.33,18.7,6.67,43.58

32,07:45-08:00,41.03,20.51,0,82.05,82.05,29.03,155.65,0,17.83,19.31,0,20.51,14.62,9.91,15.3,20.83,32.9,32.9,14,22,36.98,0,12,2.13,3.32,2.57,84.1,3.22,3.32,-0,38.61,53.09,70.4,0,27.25,14.62,0,21,12.19,60.97,23.85,28,6.67,32,6.67,27,27,19.99,6.67,43.58

33,08:00-08:15,41.03,20.51,0,82.05,82.05,29.03,150.11,0,17.83,19.31,0,20.51,14.62,9.91,15.3,20.83,33,33,17,27,45.27,0,16,2.13,3.98,3.07,84.1,3.22,3.98,-0,38.61,53.09,70.4,0,27.25,14.62,0,28,15.05,75.22,29.89,34,7.42,33,7.42,11.52,11.53,22.25,6.67,43.58

34,08:15-08:30,41.03,20.51,0,82.05,82.05,29.03,150.11,0,17.83,19.31,0,20.51,14.62,9.91,15.3,20.83,33,33,20,33,53.89,0,18,2.13,4.83,3.74,84.1,3.22,4.83,-0,38.61,53.09,70.4,0,27.25,14.62,0,32,17.99,89.92,35.95,41,6.73,33,6.73,11.92,11.91,20.17,6.67,43.58

35,08:30-08:45,41.03,20.51,0,82.05,82.05,29.03,150.11,0,17.83,19.31,0,20.51,14.62,9.91,15.3,20.83,33,33,23,37,60.42,0,21,2.13,7.44,5.75,84.1,3.22,7.44,-0,38.61,53.09,70.4,0,25.23,14.62,0,38,21.01,105.02,41.94,47,6.24,33,6.24,12.76,12.77,18.7,6.67,43.58

36,08:45-09:00,41.03,20.51,0,82.05,82.05,29.03,150.11,0,17.83,19.31,0,20.51,14.62,9.91,15.3,20.83,33,33,26,42,61.66,0,23,2.13,8.52,6.58,84.1,3.22,8.52,-0,38.61,53.09,70.4,0,25.23,14.62,0,45,23.84,119.2,47.89,52,5.86,33,5.86,14.15,14.16,17.59,6.67,43.58

37,09:00-09:15,41.03,20.51,0,82.05,82.05,29.03,150.11,0,17.83,19.31,0,20.51,14.62,9.91,15.3,20.83,33,33,28,46,61.88,0,25,2.13,9.51,7.36,84.1,3.22,9.51,-112.03,38.61,53.09,70.4,0,25.73,14.62,0,50,26.38,131.89,53.91,57,5.89,33,5.89,17.66,17.67,17.69,6.67,43.58

38,09:15-09:30,41.03,20.51,0,82.05,82.05,29.03,173.09,0,17.83,19.31,0,20.51,14.62,9.91,15.3,20.83,33,33,31,51,67.55,0,27,2.13,10.49,8.1,84.1,3.22,10.49,-224.05,38.61,53.09,70.4,0,26.24,14.62,0,53,29.07,145.37,59.74,62,5.88,33,5.88,17.66,17.67,17.64,6.67,43.58

39,09:30-09:45,41.03,20.51,0,82.05,82.05,29.03,211.7,0,17.83,19.31,0,20.51,14.62,9.91,15.3,20.83,33,33,33,55,72.97,0,30,2.13,11.37,8.78,92.38,3.22,11.37,-224.05,38.61,53.09,70.4,0,27.25,14.62,0,63,31.37,156.87,65.36,66,5.87,33,5.87,17.34,17.33,17.58,6.67,40.42

40,09:45-10:00,41.03,20.51,0,82.05,82.05,29.03,250.31,0,17.83,19.31,0,20.51,14.62,9.91,15.3,20.83,33,33,35,60,78.35,0,32,2.13,12.2,9.42,91.99,3.22,12.2,-224.05,38.61,53.09,70.4,0,27.75,14.62,0,68,33.76,168.77,70.88,70,5.83,33,5.83,17,17,17.5,6.67,41.02

41,10:00-10:15,41.03,20.51,0,82.05,82.05,29.03,271.49,0,17.83,19.31,0,20.51,14.62,9.91,15.3,20.83,33,33,36,60,82.68,0,34,6.66,12.93,9.99,111.94,4.61,12.93,-224.05,58.56,53.09,70.4,0,27.75,14.62,0,75,39.12,195.57,74.98,72,6.24,33,6.24,16.34,16.33,18.72,6.67,41.42

42,10:15-10:30,41.03,20.51,0,82.05,82.05,29.03,271.49,0,17.83,19.31,0,20.51,14.62,9.91,15.3,20.83,33,33,38,64,98.5,0,36,6.66,13.66,10.56,111.94,4.61,13.66,-224.05,58.56,53.09,70.4,0,27.75,14.62,0,79,40.71,203.54,78.95,77,6.3,33,6.3,15.34,15.33,18.9,6.67,43.02

43,10:30-10:45,41.03,20.51,0,82.05,82.05,29.03,271.49,0,17.83,19.31,0,20.51,14.62,12.69,15.3,20.83,33,33,42,69,97.42,0,39,8.54,14.35,11.08,111.94,4.61,14.35,-224.05,58.56,53.09,70.4,0,27.75,14.62,5.62,81,42.3,211.52,90.68,83,6.36,33,6.36,12.96,12.96,19.1,4,36.01

44,10:45-11:00,41.03,20.51,0,82.05,82.05,29.03,271.49,0,17.83,19.31,0,20.51,14.62,12.69,15.3,20.83,33,33,43,72,98.01,0,41,8.54,14.98,11.58,111.94,4.61,14.98,-224.05,58.56,53.09,70.4,0,27.75,14.62,5.62,83,43.9,219.48,94.4,87,6.42,33,6.42,12.95,12.94,19.25,4,36.62

45,11:00-11:15,41.03,20.51,0,82.05,82.05,29.03,271.49,0,17.83,19.31,0,20.51,14.62,12.69,15.3,20.83,33,33,45,72,101.91,0,41,8.54,15.55,12.01,111.94,5.92,15.55,-224.05,76.54,53.09,70.4,0,27.25,14.62,8.43,84,45.29,226.44,96.85,90,6.51,33,6.51,12.72,12.71,19.51,4.33,33.01

46,11:15-11:30,41.03,20.51,0,82.05,82.05,29.03,271.49,0,17.83,19.31,0,20.51,14.62,12.69,15.3,20.83,33,33,45,75,105.81,0,41,8.54,16.04,12.39,111.94,5.92,16.04,-224.05,76.54,53.09,70.4,0,27.25,14.62,8.43,84,46.68,233.39,96.85,90,6.63,33,6.63,12.4,12.41,19.87,4.67,33.01

47,11:30-11:45,41.03,20.51,0,82.05,82.05,29.03,271.49,0,17.83,19.31,0,20.51,14.62,12.69,15.3,20.83,33,33,30,66,108.71,0,41,8.54,16.37,12.66,111.94,5.92,16.37,-224.05,76.54,53.09,70.4,0,27.25,14.62,8.43,84,47.5,237.5,96.85,60,6.72,33,6.72,26.66,26.67,20.18,6.67,33.61

48,11:45-12:00,41.03,20.51,0,82.05,82.05,29.03,271.49,0,17.83,19.31,0,20.51,14.62,12.69,15.3,20.83,33,33,32,66,121.78,0,41,8.54,16.6,12.84,111.94,5.92,16.6,-224.05,76.54,53.09,70.4,0,27.25,14.62,8.43,84,47.5,237.5,96.85,63,6.87,33,6.87,26.66,26.67,20.63,6.67,34.01

49,12:00-12:15,41.03,20.51,0,82.05,82.05,29.03,271.49,0,19.22,19.31,0,20.51,14.62,12.69,15.3,20.83,33,33,27,51,121.78,0,41,8.54,16.7,12.9,111.94,5.92,16.7,-112.03,76.54,53.09,70.4,0,27.25,14.62,9.36,89,47.5,237.5,96.85,55,6.79,33,6.79,13,13,20.36,6.67,23.01

50,12:15-12:30,41.03,20.51,0,82.05,82.05,29.03,271.49,0,19.22,19.31,0,20.51,14.62,12.69,15.3,20.83,33,33,28,51,121.78,0,41,8.54,16.76,12.94,111.94,5.92,16.76,-0,76.54,53.09,70.4,0,27.25,14.62,9.36,89,47.5,237.5,96.85,57,6.66,33,6.66,13,13,19.99,6.67,23.01

51,12:30-12:45,41.03,20.51,0,82.05,82.05,29.03,271.49,0,19.22,19.31,0,20.51,14.62,12.69,15.3,20.83,33,33,22,39,121.78,0,39,8.54,16.71,12.91,111.94,5.92,16.71,-0,76.54,53.09,70.4,0,27.25,14.62,9.36,83,45,225,95,43,6.53,33,6.53,4,4,19.59,6.67,21.01

52,12:45-13:00,41.03,20.51,0,82.05,82.05,29.03,271.49,0,19.22,19.31,0,20.51,14.62,12.69,15.3,20.83,33,33,23,42,121.78,0,39,8.54,16.63,12.85,111.94,5.92,16.63,-0,76.54,53.09,70.4,0,27.25,14.62,9.36,83,45,225,94.33,47,6.38,33,6.38,4,4,19.14,6.67,21.41

53,13:00-13:15,41.03,20.51,0,82.05,82.05,29.03,271.49,0,19.22,19.31,0,20.51,14.62,12.69,15.3,20.83,33,33,19,30,121.78,0,36,8.54,16.42,12.68,111.94,5.92,16.42,-0,76.54,53.09,70.4,0,27.25,14.62,9.36,78,45,225,89.8,39,6.13,33,6.13,4,4,18.36,6.67,19.01

54,13:15-13:30,41.03,20.51,0,82.05,82.05,29.03,271.49,0,19.22,19.31,0,20.51,14.62,12.69,15.3,20.83,33,33,20,30,116.9,0,36,8.54,16.11,12.45,111.94,5.92,16.11,-0,76.54,53.09,70.4,0,27.25,14.62,9.36,77,45,225,89.47,40,5.88,33,5.88,4,4,17.61,6.67,21.01

55,13:30-13:45,41.03,20.51,0,82.05,82.05,29.03,271.49,0,19.22,19.31,0,20.51,14.62,12.69,15.3,20.83,33,33,13,27,107.16,0,34,8.54,15.73,12.16,130.61,5.92,15.73,-0,76.54,100.56,70.4,0,27.25,14.62,9.36,72,44.17,220.83,93.33,27,5.69,33,5.69,4,4,17.06,5,22.01

56,13:45-14:00,41.03,20.51,0,82.05,82.05,29.03,271.49,0,19.22,19.31,0,20.51,14.62,12.69,15.3,20.83,33,33,14,27,106.19,0,33,8.54,15.4,11.89,130.61,5.92,15.4,-0,76.54,100.56,70.4,0,27.25,14.62,9.36,68,44.17,220.83,92.67,28,5.6,33,5.6,4,4,16.8,5,27.01

57,14:00-14:15,41.03,20.51,0,82.05,82.05,29.03,271.49,0,19.22,19.31,0,20.51,14.62,12.69,15.3,20.83,33,33,13,21,105.21,0,32,8.54,15.06,11.64,130.61,5.92,15.06,-0,76.54,100.56,70.4,0,27.25,14.62,8.89,66,44.17,220.83,95,25,5.87,33,5.87,5,5,17.63,5,32.01

58,14:15-14:30,41.03,20.51,0,82.05,82.05,29.03,271.49,0,19.22,19.31,0,20.51,14.62,12.69,15.3,20.83,33,33,13,21,103.27,0,31,8.54,14.7,11.36,130.61,5.92,14.7,-0,76.54,100.56,70.4,0,27.25,14.62,8.89,63,43.33,216.67,93.33,27,5.87,33,5.87,6,6,17.62,5,32.01

59,14:30-14:45,41.03,20.51,0,82.05,82.05,29.03,271.49,0,19.22,19.31,0,20.51,14.62,12.69,15.3,20.83,33,33,13,30,101.32,0,30,8.54,12.84,9.92,130.61,5.92,12.84,-0,76.54,100.56,64.4,0,27.25,14.62,8.89,58,37.5,187.5,76.48,27,4.66,33,4.66,6.66,6.67,13.97,2.33,32.41

60,14:45-15:00,41.03,20.51,0,82.05,82.05,29.03,271.49,0,19.22,19.31,0,20.51,14.62,12.69,15.3,20.83,33,33,13,30,99.37,0,28,8.54,12.34,9.54,130.61,5.92,12.34,-0,76.54,100.56,64.4,0,28.25,14.62,8.89,54,36,180,73.34,27,4.79,33,4.79,7.34,7.33,14.36,2.33,32.81

61,15:00-15:15,41.03,20.51,0,82.05,82.05,29.03,271.49,0,19.22,19.31,0,20.51,14.62,12.69,15.3,20.83,33,33,20,36,97.42,0,21,8.54,11.77,9.09,130.61,5.92,11.77,-0,76.54,100.56,64.4,0,28.25,14.62,9.6,35,25.11,125.53,70.02,40,4.63,33,4.63,8,8,13.86,2.33,39.81

62,15:15-15:30,41.03,20.51,0,82.05,82.05,29.03,271.49,0,19.22,19.31,0,20.51,14.62,12.69,15.3,20.83,33,33,19,33,95.47,0,21,8.54,11.14,8.6,130.61,5.92,11.14,-0,76.54,100.56,64.4,0,29.27,14.62,9.6,31,23.85,119.26,65.78,39,4.51,33,4.51,8.66,8.67,13.53,2.33,40.01

63,15:30-15:45,41.03,20.51,0,82.05,82.05,29.03,271.49,0,19.22,19.31,0,20.51,14.62,12.69,15.3,20.83,33,33,18,36,93.52,0,14,8.54,7.34,5.67,130.61,5.92,7.34,-0,76.54,100.56,64.4,0,29.27,14.62,9.6,23,22.6,112.99,49.72,37,4.35,33,4.35,9.34,9.33,13.06,2.67,40.02

64,15:45-16:00,41.03,20.51,0,82.05,82.05,29.03,271.49,0,19.22,19.31,0,20.51,14.62,12.69,15.3,20.83,33,33,17,34,86.7,0,12,8.54,6.88,5.32,130.61,5.92,6.88,-0,76.54,100.56,64.4,0,29.27,14.62,9.6,20,21.67,108.33,46.09,33,4.37,33,4.37,10,10,13.11,3,40.02

65,16:00-16:15,41.03,20.51,0,82.05,82.05,29.03,271.49,0,19.22,19.31,0,20.51,14.62,12.69,15.3,20.83,33,33,23,39,69.55,0,9,8.54,6.37,4.92,130.61,5.92,6.37,-0,76.54,100.56,70.4,0,29.27,14.62,9.6,16,12.5,62.5,28.33,47,4.9,24,4.9,10.66,10.67,14.68,3,39.82

66,16:15-16:30,41.03,20.51,0,82.05,82.05,29.03,271.49,0,19.22,19.31,0,20.51,14.62,12.69,15.3,20.83,33,33,20,36,65.42,0,8,8.54,5.85,4.52,130.61,5.92,5.85,-0,76.54,100.56,70.4,0,29.27,14.62,9.6,13,11.67,58.33,26.67,40,4.92,16,4.92,11.34,11.33,14.78,3,40.02

67,16:30-16:45,41.03,20.51,0,82.05,82.05,29.03,271.49,0,19.22,19.31,0,20.51,14.62,12.69,15.3,20.83,33,33,17,33,57.94,0,7,8.54,3.16,2.44,130.61,5.92,3.16,-0,86.86,100.56,70.4,0,29.27,14.62,9.6,14,9.17,45.83,25,33,5.09,8,5.09,12.66,12.67,15.27,3,40.02

68,16:45-17:00,41.03,20.51,0,82.05,82.05,29.03,271.49,0,19.22,19.31,0,20.51,14.62,12.69,15.3,20.83,33,33,14,30,50.49,0,7,8.54,3.16,2.44,130.61,5.92,3.16,-0,86.88,100.56,70.4,0,29.27,14.62,9.6,13,8.33,41.67,23.33,29,5.19,5,5.19,13,13,15.56,3,39.62

