Block,Time,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31102037/L_NR_2019_11,NR/01062024/30062024/1000011195-SIEL-BRPL(DISCOM),WR/01102023/01102023/L_NR_2020_06,WR/01102023/30052048/L_NR_2022_10,L_NR_2019_19,NR/01062024/15062024/1000011005-GOHP-BRPL,WR/01102023/16072048/L_NR_2022_08,NR/01062024/30062024/NDMC/D-46/EE(Power)/2024,NR/30092023/26122029/SH-06,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_07),SR/01102023/07102043/L_NR_2018_61,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/23072042/L_NR_2012_04,WR/01102023/31032046/L_NR_2020_05,NR/01102023/14082046/L_NR_2021_16,NR/01102023/08032047/L_NR_2021_14,NR/01062024/30062024/8588/OAN/GMRETL/GPHHPPL-BRPL,WR/01102023/29112042/L_NR_2019_05,NR/22102023/11042047/L_NR_2021_16,NR/26072023/31072042/L_NR_2023_07,NR/01102023/13082046/L_NR_2021_12,NR/01102023/02012046/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,NR/01062024/30062024/R2,NR/22102023/11042047/L_NR_2021_17,NR/01102023/19072037/LT-05,NR/01062024/30062024/1000011034-ACBL-BRPL,NR/01102023/22052037/LT-59,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01042024/31072024/LT_MEJA_DELHI,NR/01102023/06022042/L_NR_2012_07,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01062024/30062024/IEPL01,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/25122043/GNA_MEJA_DELHI,NR/30092023/31122025/SH-07,NR/01102023/31052040/LT-31,NR/01062024/15062024/1000011003-KWHPS-BRPL(DISCOM),NR/01102023/06022042/L_NR_2012_02,NR/01062024/30062024/APPCPL/180/F25/GNA/12300,NR/01062024/30062024/1000011017-PPGCL-BRPL,NR/01102023/05012040/L_NR_2020_02,NR/01062024/30062024/JPL-BRPL(PTC)GNA,NR/01102023/30042040/GNA_LT_35,NR/01102023/30042040/GNA_LT_36,NR/01062024/30062024/IIPL/(JPL(TM)-BRPL)/BRPLT-169/24-25/1
9,02:00-02:15,28.760000,7.830000,48.290000,24.16,65.67,0,48.290000,21,24.690000,14.170000,24.17,0,65.67,0,10.41,0,0,0.000000,72.5,0,0,24.140000,0,0,0,0,0,0,24.140000,0,70.420000,24.140000,6.680000,14.200000,16.110000,87.120000,273.080000,0.000000,100.620000,0.000000,14.170000,0.000000,24.140000,262.210000,38.630000,24.140000,7.800000,48.290000,0.000000,0.000000,24.140000

10,02:15-02:30,28.760000,7.830000,48.290000,24.16,65,0,48.290000,20.66,24.690000,14.170000,24.17,0,65,0,10.21,0,0,0.000000,72.5,0,0,24.140000,0,0,0,0,0,0,24.140000,0,70.420000,24.140000,6.680000,14.200000,16.110000,87.120000,273.080000,0.000000,100.620000,0.000000,14.170000,0.000000,24.140000,262.210000,38.630000,24.140000,7.800000,48.290000,0.000000,0.000000,24.140000

11,02:30-02:45,28.760000,7.830000,48.290000,24.16,64.33,0,48.290000,20.66,24.690000,14.170000,24.17,0,64.33,0,9.81,0,0,0.000000,72.5,0,0,24.140000,0,0,0,0,0,0,24.140000,0,70.420000,24.140000,6.680000,14.200000,16.110000,76.580000,273.080000,0.000000,100.620000,0.000000,14.170000,0.000000,24.140000,259.870000,38.630000,24.140000,7.800000,48.290000,0.000000,0.000000,24.140000

12,02:45-03:00,28.760000,7.830000,48.290000,24.5,63.67,0,48.290000,20.34,24.690000,14.170000,24.5,0,63.67,0,9.61,0,0,0.000000,73.5,0,0,24.140000,0,0,0,0,0,0,24.140000,0,70.420000,24.140000,6.680000,14.200000,16.110000,87.120000,273.080000,0.000000,100.620000,0.000000,14.170000,0.000000,24.140000,259.870000,38.630000,24.140000,7.800000,48.290000,0.000000,0.000000,24.140000

13,03:00-03:15,28.760000,7.380000,48.290000,24.84,63.33,0,48.290000,20.34,24.690000,14.170000,24.83,0,63.33,0,9.01,0,0,0.000000,74.5,0,0,24.140000,0,0,0,0,0,0,24.140000,0,70.420000,24.140000,6.680000,14.110000,16.110000,57.660000,273.080000,38.630000,53.120000,0.000000,14.170000,0.000000,24.140000,145.760000,0.000000,24.140000,7.620000,48.290000,0.000000,0.000000,24.140000

14,03:15-03:30,28.260000,7.380000,48.290000,25.16,62.67,0,48.290000,20.34,24.690000,14.170000,25.17,0,62.67,0,9.01,0,0,0.000000,75.5,0,0,24.140000,0,0,0,0,0,0,24.140000,0,70.420000,24.140000,6.680000,14.110000,16.110000,57.660000,273.080000,38.630000,53.120000,0.000000,14.170000,0.000000,24.140000,145.760000,0.000000,24.140000,7.620000,48.290000,0.000000,0.000000,24.140000

15,03:30-03:45,28.260000,7.380000,48.290000,25.16,63.33,0,48.290000,20,24.690000,14.170000,25.17,0,63.33,0,9.01,0,0,0.000000,75.5,0,0,24.140000,0,0,0,0,0,0,24.140000,0,70.420000,24.140000,6.680000,14.110000,16.110000,57.660000,273.080000,38.630000,53.120000,0.000000,14.170000,0.000000,24.140000,145.760000,0.000000,24.140000,7.620000,48.290000,0.000000,0.000000,24.140000

16,03:45-04:00,27.750000,7.380000,48.290000,25.16,63.33,0,48.290000,20,24.690000,14.170000,25.17,0,63.33,0,7.41,0,0,0.000000,75.5,0,0,24.140000,0,0,0,0,0,0,24.140000,0,70.420000,24.140000,6.680000,14.110000,16.110000,57.660000,273.080000,38.630000,53.120000,0.000000,14.170000,0.000000,24.140000,145.760000,0.000000,24.140000,7.620000,48.290000,0.000000,0.000000,24.140000

17,04:00-04:15,27.750000,7.460000,48.290000,25.34,63,0,48.290000,20,24.690000,14.170000,25.33,0,63,0,7.41,0,0,0.000000,76,0,0,24.140000,0,0,0,0,0,0,24.140000,0,70.420000,24.140000,6.450000,13.830000,12.300000,57.660000,273.080000,38.630000,53.120000,0.000000,14.170000,0.000000,24.140000,201.720000,0.000000,24.140000,7.430000,48.290000,0.000000,0.000000,24.140000

18,04:15-04:30,27.750000,7.460000,48.290000,25.34,63,0,48.290000,20,24.690000,14.170000,25.33,0,63,0,7.41,0,0,0.000000,76,0,0,24.140000,0,0,0,0,0,0,24.140000,0,70.420000,24.140000,6.450000,13.830000,12.300000,57.660000,273.080000,38.630000,53.120000,0.000000,14.170000,0.000000,24.140000,201.720000,0.000000,24.140000,7.430000,48.290000,0.000000,0.000000,24.140000

19,04:30-04:45,27.750000,7.460000,48.290000,25.5,62.67,0,48.290000,20,24.690000,14.170000,25.5,0,62.67,0,13,0,0,0.000000,76.5,0,0,24.140000,0,0,0,0,0,0,24.140000,0,70.420000,24.140000,6.450000,13.830000,12.300000,57.660000,273.080000,38.630000,53.120000,0.000000,14.170000,0.000000,24.140000,201.720000,0.000000,24.140000,7.430000,48.290000,0.000000,0.000000,24.140000

20,04:45-05:00,27.250000,7.460000,48.290000,25.84,62.67,0,48.290000,20,24.690000,14.170000,25.83,0,62.67,0,12.6,0,0,0.000000,77.5,0,0,24.140000,0,0,0,0,0,0,24.140000,0,70.420000,24.140000,6.450000,13.830000,12.300000,57.660000,273.080000,38.630000,53.120000,0.000000,14.170000,0.000000,24.140000,201.720000,0.000000,24.140000,7.430000,48.290000,0.000000,0.000000,24.140000

21,05:00-05:15,27.250000,7.460000,48.290000,26.16,62.33,0,48.290000,20,24.690000,14.170000,26.17,0,62.33,0,12.01,0,0,0.000000,78.5,0,0,24.140000,0,0,0,0,0,0,24.140000,0,70.420000,24.140000,6.450000,13.650000,12.300000,57.660000,273.080000,38.630000,53.120000,0.000000,14.170000,0.000000,24.140000,201.720000,0.000000,24.140000,7.240000,48.290000,0.000000,0.000000,24.140000

22,05:15-05:30,26.740000,7.460000,48.290000,26.16,62.67,0,48.290000,20,24.690000,14.170000,26.17,0,62.67,0,11.41,0,0,0.000000,78.5,0,0,24.140000,0,0,0,0,0,0,24.140000,0,70.420000,24.140000,6.450000,13.650000,12.300000,57.660000,273.080000,38.630000,53.120000,0.000000,14.170000,0.000000,24.140000,201.720000,0.000000,24.140000,7.240000,48.290000,0.000000,0.000000,24.140000

23,05:30-05:45,26.740000,7.460000,48.290000,26.16,62.67,1.21775,48.290000,20,24.690000,14.170000,26.17,0,62.67,0,11.01,0,0,0.000000,78.5,0,0,24.140000,0,0,0,0,0,0,24.140000,0,70.420000,24.140000,6.450000,13.650000,12.300000,57.660000,231.790000,38.630000,53.120000,0.000000,14.170000,0.000000,24.140000,201.720000,0.000000,24.140000,7.240000,48.290000,0.000000,0.000000,24.140000

24,05:45-06:00,26.740000,7.460000,48.290000,26.34,62.67,2.67905,48.290000,20,24.690000,14.170000,26.33,0,62.67,0,10.21,0,0.2,0.000000,79,0,0.18,24.140000,0,0,0,0.57,0,0.11,24.140000,0,70.420000,24.140000,6.450000,13.650000,12.300000,57.660000,193.160000,38.630000,53.120000,0.000000,14.170000,0.000000,24.140000,201.720000,0.000000,24.140000,7.240000,48.290000,0.000000,0.000000,24.140000

25,06:00-06:15,26.740000,7.300000,48.290000,26.5,73.33,5.465262,48.290000,20,24.690000,20.250000,26.5,10.35,73.33,0,9.41,1,1,0.000000,79.5,0,1.66,24.140000,7.63,1,1,3.68,0,0.73,24.140000,0,66.250000,24.140000,6.220000,13.370000,12.300000,57.660000,150.190000,38.630000,53.120000,0.000000,20.250000,0.000000,24.140000,112.030000,0.000000,24.140000,7.060000,48.290000,0.000000,0.000000,24.140000

26,06:15-06:30,26.740000,7.300000,48.290000,26.5,74.33,10.384972,48.290000,20,24.690000,20.250000,26.5,23.53,74.33,2,9.01,1,2,0.000000,79.5,0,3.79,24.140000,11.11,2,4,8.08,0,1.62,24.140000,1,66.250000,24.140000,6.220000,13.370000,12.300000,57.660000,150.190000,38.630000,53.120000,0.000000,20.250000,0.090000,24.140000,112.030000,0.000000,24.140000,7.060000,48.290000,0.090000,0.090000,24.140000

27,06:30-06:45,27.250000,7.300000,48.290000,26.5,75.33,15.898944,48.290000,20,24.690000,20.250000,26.5,32.94,75.33,5,9.01,3,5,0.000000,79.5,0,6.53,24.140000,16.01,5,7,13.23,0,2.65,24.140000,3,70.420000,24.140000,6.220000,13.370000,12.300000,57.660000,150.190000,38.630000,53.120000,0.000000,20.250000,0.890000,24.140000,112.030000,0.000000,24.140000,7.060000,48.290000,0.890000,0.920000,24.140000

28,06:45-07:00,27.750000,7.300000,48.290000,26.5,76.33,22.387116,48.290000,20,24.690000,20.250000,26.5,31.94,76.33,10,9.01,6,6,0.000000,79.5,0,9.48,24.140000,22.79,8,14,20.31,0,4.06,24.140000,4,70.420000,24.140000,6.220000,13.370000,12.300000,57.660000,150.190000,38.630000,53.120000,0.000000,20.250000,1.420000,24.140000,112.030000,0.000000,24.140000,7.060000,48.290000,1.420000,1.460000,24.140000

29,07:00-07:15,28.260000,7.300000,48.290000,27.16,77,29.7131,48.290000,20,24.690000,20.250000,27.17,31.17,77,18,9.01,9,8,0.000000,81.5,0,13.85,24.140000,31.18,11,21,30.58,0,6.12,24.140000,5,70.420000,24.140000,5.440000,13.180000,12.300000,57.660000,150.190000,38.630000,53.120000,0.000000,20.250000,2.130000,24.140000,112.030000,0.000000,24.140000,6.920000,48.290000,2.130000,2.190000,24.140000

30,07:15-07:30,28.760000,7.300000,48.290000,29,77.67,37.613862,48.290000,21,24.690000,20.250000,29,26.99,77.67,26.98,9.01,15,11.46,0.000000,87,0,17.93,24.140000,26.98,16,35,43.72,0,8.74,24.140000,8,70.420000,24.140000,5.440000,13.180000,12.300000,57.660000,150.190000,38.630000,53.120000,0.000000,20.250000,2.980000,24.140000,112.030000,0.000000,24.140000,6.920000,48.290000,2.980000,3.060000,24.140000

31,07:30-07:45,28.760000,6.920000,48.290000,30.84,78.33,42.387442,48.290000,22.66,24.690000,20.250000,30.83,28.65,78.33,28.65,9.01,21,16.11,0.000000,92.5,0,22.95,24.140000,28.65,25,49,59.05,0,11.81,24.140000,13,70.420000,24.140000,5.900000,13.180000,12.300000,57.660000,150.190000,38.630000,53.120000,0.000000,20.250000,3.930000,24.140000,112.030000,0.000000,24.140000,6.920000,48.290000,3.930000,4.020000,24.140000

32,07:45:08:00,28.760000,6.920000,48.290000,32.84,79,50.181042,48.290000,23.66,24.690000,20.250000,32.83,29.81,79,29.82,9.01,27,20.21,0.000000,98.5,0,27.6,24.140000,29.82,32,63,76.12,0,15.22,24.140000,16,70.420000,24.140000,5.900000,13.180000,12.300000,57.660000,150.190000,38.630000,53.120000,0.000000,20.250000,4.930000,24.140000,112.030000,0.000000,24.140000,6.920000,48.290000,4.930000,5.050000,24.140000

33,08:00-08:15,28.760000,6.920000,48.290000,34.16,79.67,58.227934,48.290000,25,24.690000,20.250000,34.17,30.49,79.67,30.48,9.01,30,23.37,0.000000,102.5,0,33.58,24.140000,30.48,37,70,84.12,0,16.82,24.140000,18,70.420000,24.140000,5.900000,13.180000,12.300000,57.660000,150.190000,38.630000,53.510000,0.000000,20.250000,5.930000,24.140000,112.030000,0.000000,24.140000,6.780000,48.290000,5.930000,6.080000,24.140000

34,08:15-08:30,28.760000,6.920000,48.290000,35.5,80,66.557344,48.290000,26,24.690000,20.250000,35.5,32,80,32,9.01,36,26.63,0.000000,106.5,0,39.23,24.140000,32,43,84,99.56,0,19.91,24.140000,22,70.420000,24.140000,5.900000,13.180000,12.300000,57.660000,150.190000,38.630000,53.510000,0.000000,20.250000,6.920000,24.140000,112.030000,0.000000,24.140000,6.780000,48.290000,6.920000,7.100000,24.140000

35,08:30-08:45,29.780000,6.920000,48.290000,28.34,70,75.101078,48.290000,24.34,24.690000,20.250000,28.33,32,70,32,9.01,42,29.73,0.000000,85,0,47.93,24.140000,32,50,98,114.69,0,22.94,24.140000,25,70.420000,24.140000,5.900000,13.180000,12.300000,57.660000,150.190000,38.630000,53.510000,0.000000,20.250000,7.860000,24.140000,112.030000,0.000000,24.140000,6.780000,48.290000,7.860000,8.050000,24.140000

36,08:45:09:00,29.780000,6.920000,48.290000,29.16,70,83.615586,48.290000,25,24.690000,20.250000,29.17,32,70,32,9.01,48,32.53,0.000000,87.5,0,55.24,24.140000,32,57,112,128.83,0,25.77,24.140000,28,70.420000,24.140000,5.900000,13.180000,12.300000,57.660000,150.190000,38.630000,53.510000,0.000000,20.250000,8.810000,24.140000,112.030000,0.000000,24.140000,6.780000,48.290000,8.810000,9.020000,24.140000

37,09:00:09:15,28.260000,6.680000,0.000000,29.66,70,91.418928,48.290000,25.34,29.040000,20.250000,29.67,32,70,32,9.01,54,33.52,0.000000,89,0,62.12,24.140000,32,60,126,142.39,0,28.48,24.140000,30,70.420000,24.140000,5.750000,13.100000,12.300000,57.660000,150.190000,0.000000,53.510000,0.000000,20.250000,9.700000,24.140000,112.030000,0.000000,24.140000,6.640000,0.000000,9.700000,9.940000,0.000000

38,09:15-09:30,28.260000,6.680000,0.000000,29.84,70,99.261238,48.290000,25.34,29.040000,20.250000,29.83,32,70,32,9.01,60,36.21,0.000000,89.5,0,68.54,24.140000,32,65,140,156.14,0,31.23,24.140000,33,70.420000,24.140000,5.750000,13.100000,12.300000,57.660000,150.190000,0.000000,53.510000,0.000000,20.250000,10.540000,24.140000,112.030000,0.000000,24.140000,6.640000,0.000000,10.540000,10.810000,0.000000

39,09:30-09:45,28.260000,6.680000,0.000000,36.66,79,106.509286,48.290000,25.66,29.040000,20.250000,36.67,32,79,32,9.01,63,38.84,0.000000,110,0,74.51,24.140000,32,70,147,171.3,0,34.26,24.140000,35,70.420000,24.140000,5.750000,13.100000,12.300000,57.660000,150.190000,0.000000,53.510000,0.000000,20.250000,11.310000,24.140000,112.030000,0.000000,24.140000,6.640000,0.000000,11.310000,11.580000,0.000000

40,09:45-10:00,29.780000,6.680000,0.000000,36.66,79,113.562494,48.290000,26,29.040000,20.250000,36.67,31.9,79,31.9,7.41,67,41.04,0.000000,110,0,79.81,24.140000,31.9,75,158,192.93,0,38.58,24.140000,38,70.420000,24.140000,5.750000,13.100000,12.300000,57.660000,150.190000,0.000000,53.510000,0.000000,20.250000,11.990000,24.140000,112.030000,0.000000,24.140000,6.640000,0.000000,11.990000,12.300000,0.000000

41,10:00-10:15,26.240000,6.680000,0.000000,36.66,79,119.222596,48.290000,38.34,29.040000,20.250000,36.67,31.9,79,31.9,7.21,72,42.96,0.000000,110,0,84.41,24.140000,31.9,80,168,201.51,0,40.3,24.140000,40,66.250000,24.140000,5.750000,12.910000,12.300000,57.660000,150.190000,0.000000,53.510000,0.000000,20.250000,12.680000,24.140000,112.030000,0.000000,24.140000,6.500000,0.000000,12.680000,13.000000,0.000000

42,10:15-10:30,27.250000,6.680000,0.000000,36.66,79,123.304494,48.290000,38.34,29.040000,20.250000,36.67,31.9,79,31.9,7.21,75,43.5,0.000000,110,0,88.58,24.140000,31.9,85,175,210.09,0,42.02,24.140000,42,66.250000,24.140000,5.750000,12.910000,12.300000,57.660000,150.190000,0.000000,53.510000,0.000000,20.250000,13.230000,24.140000,112.030000,0.000000,24.140000,6.500000,0.000000,13.230000,13.560000,0.000000

43,10:30-10:45,27.250000,6.680000,0.000000,36.66,79,126.071222,48.290000,33.34,29.040000,20.250000,36.67,31.9,79,31.9,7.21,75,44,0.000000,110,0,90.91,24.140000,31.9,88,175,218.68,0,43.73,24.140000,44,66.250000,24.140000,5.750000,12.910000,12.300000,57.660000,150.190000,0.000000,53.510000,0.000000,20.250000,13.700000,24.140000,112.030000,0.000000,24.140000,6.500000,0.000000,13.700000,14.050000,0.000000

44,10:45-11:00,27.250000,6.680000,0.000000,36.66,79,128.263172,48.290000,33.34,29.040000,20.250000,36.67,31.9,79,31.9,7.21,78,44.5,0.000000,110,0,91.74,24.140000,31.9,91,182,225,0,45,24.140000,46,66.250000,24.140000,5.750000,12.910000,12.300000,57.660000,150.190000,0.000000,53.510000,0.000000,20.250000,14.170000,24.140000,112.030000,0.000000,24.140000,6.500000,0.000000,14.170000,14.530000,0.000000

45,11:00-11:15,25.740000,6.840000,0.000000,36.66,79,129.899828,48.290000,33.34,29.040000,20.250000,36.67,31.56,79,31.57,7.21,79,44.5,0.000000,110,0,91.85,24.140000,31.57,91,186,202.5,0,40.5,24.140000,46,66.250000,24.140000,5.750000,12.820000,12.300000,57.660000,150.190000,0.000000,53.510000,0.000000,20.250000,14.530000,24.140000,112.030000,0.000000,24.140000,6.500000,0.000000,14.530000,14.890000,0.000000

46,11:15-11:30,25.240000,6.840000,0.000000,36.66,79,130.990932,48.290000,33.34,29.040000,20.250000,36.67,31.4,79,31.4,7.21,81,44.5,0.000000,110,0,91.81,24.140000,31.4,91,189,202.5,0,40.5,24.140000,46,66.250000,24.140000,5.750000,12.820000,12.300000,57.660000,150.190000,0.000000,53.510000,0.000000,20.250000,14.850000,24.140000,112.030000,0.000000,24.140000,6.500000,0.000000,14.850000,15.220000,0.000000

47,11:30-11:45,25.240000,6.840000,0.000000,34.16,79,131.604678,48.290000,33.34,29.040000,20.250000,34.17,31.4,79,31.4,7.21,81,44.5,0.000000,102.5,0,91.89,24.140000,31.4,91,189,202.5,0,40.5,24.140000,46,66.250000,24.140000,5.750000,12.820000,12.300000,57.660000,150.190000,0.000000,53.510000,0.000000,20.250000,15.080000,24.140000,112.030000,0.000000,24.140000,6.500000,0.000000,15.080000,15.450000,0.000000

48,11:45-12:00,25.240000,6.840000,0.000000,34.34,79,131.799518,48.290000,33.34,29.040000,20.250000,34.33,31.4,79,31.4,7.21,81,44.5,0.000000,103,0,92.07,24.140000,31.4,91,189,202.5,0,40.5,24.140000,46,66.250000,24.140000,5.750000,12.820000,12.300000,57.660000,150.190000,0.000000,53.510000,0.000000,20.250000,15.230000,24.140000,112.030000,0.000000,24.140000,6.500000,0.000000,15.230000,15.610000,0.000000

49,12:00-12:15,25.740000,6.920000,0.000000,34.5,79,131.380612,48.290000,33.34,29.040000,20.250000,34.5,31.4,79,31.4,7.21,81,44.5,0.000000,103.5,0,92.17,24.140000,31.4,91,189,213.75,0,42.75,24.140000,46,70.420000,24.140000,5.900000,12.720000,12.300000,57.660000,150.190000,0.000000,53.510000,0.000000,20.250000,15.390000,24.140000,113.000000,0.000000,24.140000,6.600000,0.000000,15.390000,15.770000,0.000000

50,12:15-12:30,25.740000,6.920000,0.000000,34.66,79,130.552542,48.290000,33.34,29.040000,20.250000,34.67,31.4,79,31.4,7.21,81,44.5,0.000000,104,0,92.13,24.140000,31.4,91,189,213.75,0,42.75,24.140000,46,70.420000,24.140000,5.900000,12.720000,12.300000,57.660000,150.190000,0.000000,53.510000,0.000000,20.250000,15.420000,24.140000,145.760000,0.000000,24.140000,6.600000,0.000000,15.420000,15.810000,0.000000

51,12:30-12:45,25.740000,6.920000,0.000000,34.84,79,129.315308,48.290000,33.34,29.040000,20.250000,34.83,31.4,79,31.4,7.21,81,44.5,0.000000,104.5,0,92.08,24.140000,31.4,91,189,230,0,46,24.140000,46,70.420000,24.140000,5.900000,12.720000,12.300000,57.660000,150.190000,0.000000,60.100000,0.000000,20.250000,15.430000,24.140000,145.760000,0.000000,24.140000,6.600000,0.000000,15.430000,15.810000,0.000000

52,12:45-13:00,26.240000,6.920000,0.000000,35,79,127.737104,48.290000,33.34,29.040000,20.250000,35,31.4,79,31.4,7.21,81,44.5,0.000000,105,0,92.02,24.140000,31.4,91,189,230,0,46,24.140000,46,70.420000,24.140000,5.900000,12.720000,12.300000,57.660000,150.190000,0.000000,60.100000,0.000000,20.250000,15.340000,24.140000,145.760000,0.000000,24.140000,6.600000,0.000000,15.340000,15.720000,0.000000

