Block,Time,NR/01102023/31052040/LT-31,NR/01102023/05012040/L_NR_2020_02,NR/16042024/30042024/IEX_240323_06617,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/30042040/GNA_LT_35,NR/01102023/06022042/L_NR_2012_07,NR/01042024/30042024/PTC/OA/32001,NR/30092023/31122025/SH-07,NR/01102023/27052033/DIAPL(L_NR_2023_04),WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/19072037/LT-05,WR/01102023/16072048/L_NR_2022_08,NR/01102023/23072042/L_NR_2012_04,SR/01102023/07102043/L_NR_2018_61,NR/01102023/13082046/L_NR_2021_12,WR/01102023/01102023/L_NR_2020_06,NR/01102023/30042040/GNA_LT_36,WR/01102023/29112042/L_NR_2019_05,NR/01102023/08032047/L_NR_2021_14,WR/01102023/30052048/L_NR_2022_10,WR/01102023/31032046/L_NR_2020_05,NR/01042024/31072024/LT_MEJA_DELHI,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,WR/01102023/01102023/L_NR_2022_09,WR/01102023/24112044/L_NR_2020_07,NR/01102023/06022042/L_NR_2012_02,NR/16042024/31052024/IEX_240323_06618,NR/30092023/26122029/SH-06,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01102023/31102037/L_NR_2019_11,NR/01102023/22052037/LT-59,NR/01102023/25072045/L_NR_2021_15,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_16,NR/04042024/30042024/SJVN040424NR1694
70,17:15-17:30,2.440000,3.620000,9.660000,0.000000,100.610000,2.440000,84.980000,41.040000,29.450000,28.260000,21,115.450000,21.66,0.000000,23.37,37.5,18.84,2.510000,15.69,26.27,42.67,56.5,16.110000,24.922594,33,273.050000,42.67,18.83,262.190000,48.280000,0.000000,12.810000,3.460000,3.880000,9,46,12,7.5,19,23,0

71,17:30-17:45,1.730000,3.620000,9.660000,0.000000,100.610000,1.730000,84.980000,41.040000,29.450000,29.270000,7,115.450000,21,0.000000,23.25,37.5,20,1.770000,8.66,19.53,42,60,16.110000,16.904105,24.46,273.050000,42,20,262.190000,48.280000,0.000000,12.810000,3.460000,3.110000,8,32,8,7.5,13,17,0

72,17:45-18:00,1.290000,3.620000,9.660000,0.000000,100.610000,1.290000,84.980000,41.040000,29.450000,29.270000,1,115.450000,20,0.000000,23.11,31.19,20,1.320000,3.53,13.32,41,60,16.110000,10.580898,14.76,273.050000,41,20,262.190000,48.280000,0.000000,12.810000,3.460000,3.110000,6,18,7,6.24,7,13,0

73,18:00-18:15,0.950000,3.720000,9.660000,0.000000,100.610000,0.950000,84.980000,41.040000,29.940000,29.270000,0,115.450000,19.34,0.000000,22.91,20.79,18.66,0.960000,0,8.06,40,56,16.110000,5.45608,0,273.050000,40,18.67,262.190000,48.280000,0.000000,13.000000,3.530000,3.110000,4,8,5,4.16,4,9,0

74,18:15-18:30,0.610000,3.720000,9.660000,0.000000,100.610000,0.610000,84.980000,41.040000,29.940000,30.270000,0,115.450000,18.34,0.000000,22.84,13.31,18.34,0.620000,0,4.03,38.67,55,16.110000,3.146989,0,273.050000,38.67,18.33,262.190000,48.280000,0.000000,13.000000,3.530000,3.110000,2,4,2,2.66,2,5,0

75,18:30-18:45,0.250000,3.720000,9.660000,0.000000,100.610000,0.250000,84.980000,41.040000,29.940000,30.270000,0,115.450000,18,0.000000,22.65,7.48,18,0.260000,0,1.22,45,54,16.110000,0.798926,0,273.050000,45,18,262.190000,48.280000,0.000000,13.000000,3.530000,3.110000,1,1,0,1.5,0,1,0

76,18:45-19:00,0.000000,3.720000,9.660000,0.000000,100.610000,0.000000,84.980000,41.040000,29.940000,30.270000,0,115.450000,17,0.000000,22.26,1.67,17.16,0.000000,0,0.61,43.33,51.5,16.110000,0,0,273.050000,43.33,17.17,262.190000,48.280000,0.000000,13.000000,3.530000,3.110000,0.5,0,0,0.33,0,0,0

77,19:00-19:15,0.000000,3.720000,9.660000,0.000000,100.610000,0.000000,84.980000,41.040000,30.130000,30.270000,0,115.450000,15,0.000000,22.01,0.42,16.5,0.000000,0,0,46.67,49.5,16.110000,0,0,273.050000,46.67,16.5,262.190000,48.280000,30.130000,13.090000,3.610000,3.500000,0,0,0,0.08,0,0,0

78,19:15-19:30,0.000000,3.720000,9.660000,0.000000,100.610000,0.000000,84.980000,41.040000,30.130000,30.270000,0,115.450000,14,0.000000,21.51,0,15.34,0.000000,0,0,44.67,46,16.110000,0,0,273.050000,44.67,15.33,262.190000,48.280000,30.130000,13.090000,3.610000,3.500000,0,0,0,0,0,0,0

79,19:30-19:45,0.000000,3.720000,9.660000,0.000000,100.610000,0.000000,84.980000,41.040000,29.740000,31.290000,0,115.450000,13.34,0.000000,25.13,0,18.84,0.000000,0,0,42.67,56.5,16.110000,0,0,273.050000,42.67,18.83,262.190000,48.280000,29.740000,13.090000,3.610000,3.500000,0,0,0,0,0,0,0

80,19:45-20:00,0.000000,3.720000,9.660000,0.000000,100.610000,0.000000,84.980000,41.040000,29.740000,31.290000,0,115.450000,13,0.000000,25.32,0,18,0.000000,0,0,40.67,54,16.110000,0,0,273.050000,40.67,18,262.190000,48.280000,29.740000,13.090000,3.610000,3.500000,0,0,0,0,0,0,0

81,20:00-20:15,0.000000,3.620000,9.660000,0.000000,100.610000,0.000000,84.980000,41.040000,29.940000,31.290000,0,115.450000,12.66,0.000000,25.31,0,17,0.000000,0,0,39.33,51,16.110000,0,0,273.050000,39.33,17,262.190000,48.280000,29.940000,13.280000,3.840000,3.500000,0,0,0,0,0,0,0

82,20:15-20:30,0.000000,3.620000,9.660000,0.000000,100.610000,0.000000,84.980000,41.040000,29.940000,31.290000,0,115.450000,12,0.000000,25.22,0,16.34,0.000000,0,0,37.33,49,16.110000,0,0,273.050000,37.33,16.33,262.190000,48.280000,29.940000,13.280000,3.840000,3.500000,0,0,0,0,0,0,0

83,20:30-20:45,0.000000,3.620000,9.660000,0.000000,100.610000,0.000000,84.980000,41.040000,29.940000,30.270000,0,115.450000,11.34,0.000000,18.03,0,15.5,0.000000,0,0,36.67,46.5,16.110000,0,0,273.050000,36.67,15.5,262.190000,48.280000,29.940000,12.720000,3.840000,4.270000,0,0,0,0,0,0,0

84,20:45-21:00,0.000000,3.620000,9.660000,0.000000,100.610000,0.000000,84.980000,41.040000,29.940000,30.270000,0,115.450000,11,0.000000,16.64,0,14.84,0.000000,0,0,36,44.5,16.110000,0,0,273.050000,36,14.83,262.190000,48.280000,29.940000,12.720000,3.840000,4.270000,0,0,0,0,0,0,0

85,21:00-21:15,0.000000,3.520000,9.660000,0.000000,100.610000,0.000000,84.980000,41.040000,29.940000,29.270000,0,115.450000,10,0.000000,13.16,0,14.16,0.000000,0,0,34.67,42.5,16.110000,0,0,273.050000,34.67,14.17,262.190000,48.280000,29.940000,12.720000,3.770000,4.270000,0,0,0,0,0,0,0

86,21:15-21:30,0.000000,3.520000,9.660000,0.000000,100.610000,0.000000,84.980000,41.040000,29.940000,29.270000,0,115.450000,10.34,0.000000,12.72,0,13.66,0.000000,0,0,34.67,41,16.110000,0,0,273.050000,34.67,13.67,262.190000,48.280000,29.940000,12.720000,3.770000,4.270000,0,0,0,0,0,0,0

87,21:30-21:45,0.000000,3.520000,9.660000,0.000000,100.610000,0.000000,84.980000,41.040000,29.940000,29.270000,0,115.450000,10.34,0.000000,12.12,0,13,0.000000,0,0,33.33,39,16.110000,0,0,273.050000,33.33,13,262.190000,48.280000,29.940000,12.720000,3.770000,3.730000,0,0,0,0,0,0,0

88,21:45-22:00,0.000000,3.520000,9.660000,0.000000,100.610000,0.000000,84.980000,41.040000,29.940000,29.270000,0,115.450000,10.34,0.000000,11.24,0,12.66,0.000000,0,0,33.33,38,16.110000,0,0,273.050000,33.33,12.67,262.190000,48.280000,29.940000,12.720000,3.770000,3.730000,0,0,0,0,0,0,0

89,22:00-22:15,0.000000,3.520000,9.660000,0.000000,100.610000,0.000000,84.980000,41.040000,30.130000,28.260000,0,115.450000,10.66,0.000000,10.5,0,13,0.000000,0,0,27.33,39,16.110000,0,0,273.050000,27.33,13,262.190000,48.280000,30.130000,12.630000,3.690000,3.730000,0,0,0,0,0,0,0

90,22:15-22:30,0.000000,3.520000,9.660000,0.000000,100.610000,0.000000,84.980000,41.040000,30.130000,28.260000,0,115.450000,11,0.000000,10.41,0,13.15,0.000000,0,0,26.67,39.45,16.110000,0,0,273.050000,26.67,13.15,262.190000,48.280000,30.130000,12.630000,3.690000,3.730000,0,0,0,0,0,0,0

91,22:30-22:45,0.000000,3.520000,9.660000,0.000000,100.610000,0.000000,84.980000,41.040000,30.130000,28.260000,0,115.450000,11,0.000000,8.01,0,11,0.000000,0,0,26.33,33,16.110000,0,0,273.050000,26.33,11,262.190000,48.280000,30.130000,12.630000,3.690000,3.730000,0,0,0,0,0,0,0

92,22:45-23:00,0.000000,3.520000,9.660000,0.000000,100.610000,0.000000,84.980000,41.040000,30.130000,28.260000,0,115.450000,11.34,0.000000,8.01,0,11.5,0.000000,0,0,26.33,34.5,16.110000,0,0,273.050000,26.33,11.5,262.190000,48.280000,30.130000,12.630000,3.690000,3.730000,0,0,0,0,0,0,0

93,23:00-23:15,0.000000,3.440000,9.660000,0.000000,100.610000,0.000000,84.980000,41.040000,30.130000,28.260000,0,115.450000,12,0.000000,7.01,0,12.16,0.000000,0,0,30,36.5,16.110000,0,0,273.050000,30,12.17,262.190000,48.280000,30.130000,12.530000,3.610000,3.500000,0,0,0,0,0,0,0

94,23:15-23:30,0.000000,3.440000,9.660000,0.000000,100.610000,0.000000,84.980000,41.040000,30.130000,28.260000,0,115.450000,12.34,0.000000,7.01,0,12.66,0.000000,0,0,30.33,38,16.110000,0,0,273.050000,30.33,12.67,262.190000,48.280000,30.130000,12.530000,3.610000,3.500000,0,0,0,0,0,0,0

95,23:30-23:45,0.000000,3.440000,9.660000,0.000000,100.610000,0.000000,84.980000,41.040000,30.130000,28.260000,0,115.450000,12.66,0.000000,7.01,0,12.84,0.000000,0,0,30.33,38.5,16.110000,0,0,273.050000,30.33,12.83,262.190000,48.280000,30.130000,12.530000,3.610000,3.500000,0,0,0,0,0,0,0

96,23:45-24:00,0.000000,3.440000,9.660000,0.000000,100.610000,0.000000,84.980000,41.040000,30.130000,28.260000,0,115.450000,12.34,0.000000,7.01,0,13.16,0.000000,0,0,30.67,39.5,16.110000,0,0,273.050000,30.67,13.17,262.190000,48.280000,30.130000,12.530000,3.610000,3.500000,0,0,0,0,0,0,0

