Block,Time,DADRT2,DULHASTI,CHAMERA3,DHAULIGNGA,CHAMERA2,UNCHAHAR2,SEWA2,JHAJJAR,RIHAND2,KOTESHWR,PARBATI3,RAMPUR,RIHAND1,UNCHAHAR1,KOLDAM,SINGRAULI_HYDRO,NJPC,RAPPC,TEHRI,UNCHAHAR3,RIHAND3,SINGRAULI,TANDA2,KISHANGANGA,NAPP,UNCHAHAR4,URI2,CHAMERA1,BSIUL,TANAKPUR,SALAL,RAPPB,URI,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,RSTPSU1TO6,RSTPSU7,KKNPPU2,KGSU1AND2,KGSU3AND4,KKNP,TALST2,SIMHST1,SIMHST2,KUDGI,TelanganaSTPP,VALLURNTECL,NLCIIST1,NLCIIST2,NLCEXP,NLCTS2EXP,NNTPP,NTPL,MAPS,KHSTPP-II,KHSTPP-I,FSTPP I & II,BRBCL,TALA,SASAN
1,00:00-00:15,341.564563,16.478852,0,0,0,42.392196,0,653.1525,118.125,8.874,0,0,92,9.9925,0,0.59303,20.834,26.3952,0,26.39091,123.665625,103.5,0,0,19.9716,0,31.897382,0,0,12.1695,12.782,0,49.68,0,0,42,0,0,0,42.744,42.744,0,0,39.096,27.693,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.73185,20.0018,1.176,418.77

2,00:15-00:30,341.564563,16.478852,0,0,0,42.392196,0,653.1525,118.125,8.874,0,0,92,9.9925,0,0.59303,20.834,26.3952,0,26.39091,123.665625,103.5,0,0,19.9716,0,31.897382,0,0,12.1695,12.782,0,49.68,0,0,42,0,0,0,42.744,42.744,0,0,39.096,27.693,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.73185,20.0018,1.176,418.77

3,00:30-00:45,341.564563,16.478852,0,0,0,42.392196,0,653.1525,118.125,8.874,0,0,92,9.9925,0,0.59303,20.834,26.3952,0,26.39091,123.665625,103.5,0,0,19.9716,0,31.897382,0,0,12.1695,12.782,0,6.624,0,0,42,0,0,0,42.744,42.744,0,0,39.096,27.693,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.73185,20.0018,1.176,418.77

4,00:45-01:00,341.564563,16.478852,0,0,0,42.392196,0,653.1525,118.125,8.874,0,0,92,9.9925,0,0.59303,20.834,26.3952,0,26.39091,123.665625,103.5,0,0,19.9716,0,31.897382,0,0,12.1695,12.782,0,6.624,0,0,42,0,0,0,42.744,42.744,0,0,39.096,27.693,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.73185,20.0018,1.176,418.77

5,01:00-01:15,341.564563,16.478852,0,0,0,42.392196,0,653.1525,118.125,8.874,0,0,92,9.9925,0,0.59303,20.834,26.3952,0,26.39091,123.665625,103.5,0,0,19.9716,0,10.7616,0,0,5.124,12.782,0,6.624,0,0,42,0,0,0,42.744,42.744,0,0,39.639,27.693,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.73185,20.0018,1.176,418.77

6,01:15-01:30,341.564563,16.478852,0,0,0,42.392196,0,653.1525,118.125,8.874,0,0,92,9.9925,0,0.59303,20.834,26.3952,0,26.39091,123.665625,103.5,0,0,19.9716,0,9.4164,0,0,5.124,12.782,0,6.624,0,0,42,0,0,0,42.744,42.744,0,0,39.639,27.693,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.73185,20.0018,1.176,418.77

7,01:30-01:45,341.564563,16.478852,0,0,0,42.392196,0,653.1525,118.125,8.874,0,0,92,9.9925,0,0.59303,0,26.3952,0,26.39091,123.665625,103.5,0,0,19.9716,0,9.4164,0,0,5.124,18.592,0,6.624,0,0,42,0,0,0,42.744,42.744,0,0,39.639,27.693,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.73185,20.0018,1.176,418.77

8,01:45-02:00,341.564563,16.478852,0,0,0,42.392196,0,653.1525,118.125,8.874,0,0,92,9.9925,0,0.59303,0,26.3952,0,26.39091,123.665625,103.5,0,0,19.9716,0,9.4164,0,0,5.124,70.882,0,6.624,0,0,42,0,0,0,42.744,42.744,0,0,39.639,27.693,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.73185,20.0018,1.176,418.77

9,02:00-02:15,341.564563,16.478852,0,0,0,42.392196,0,653.1525,118.125,8.874,0,0,92,9.9925,0,0.59303,0,26.3952,0,26.39091,123.665625,103.5,0,0,19.9716,0,9.4164,0,0,5.124,70.882,0,10.1568,0,0,42,0,0,0,42.744,42.744,0,0,39.639,27.693,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.73185,20.0018,1.176,418.77

10,02:15-02:30,341.564563,16.478852,0,0,0,42.392196,0,653.1525,118.125,8.874,0,0,92,9.9925,0,0.59303,0,26.3952,0,26.39091,123.665625,103.5,0,0,19.9716,0,9.4164,0,0,5.124,70.882,0,10.1568,0,0,42,0,0,0,42.744,42.744,0,0,39.639,27.693,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.73185,20.0018,1.176,418.77

11,02:30-02:45,341.564563,16.478852,0,0,0,42.392196,0,653.1525,118.125,8.874,0,0,92,9.9925,0,0.59303,0,26.3952,0,26.39091,123.665625,103.5,0,0,19.9716,0,9.4164,0,0,5.124,70.882,0,10.1568,0,0,42,0,0,0,42.744,42.744,0,0,39.639,27.693,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.73185,20.0018,1.176,418.77

12,02:45-03:00,341.564563,16.478852,0,0,0,42.392196,0,653.1525,118.125,8.874,0,0,92,9.9925,0,0.59303,0,26.3952,0,26.39091,123.665625,103.5,0,0,19.9716,0,9.4164,0,1.1,5.124,15.106,0,10.1568,0,0,42,0,0,0,42.744,42.744,0,0,39.639,27.693,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.73185,20.0018,1.176,418.77

13,03:00-03:15,341.564563,16.478852,0,0,0,42.392196,0,653.1525,118.125,8.874,0,0,92,9.9925,0,0.59303,0,26.3952,0,26.39091,123.665625,103.5,0,0,19.9716,0,9.4164,0,1.1,5.124,12.782,0,5.52,0,0,42,0,0,0,42.744,42.744,0,0,39.639,27.693,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.73185,20.0018,1.176,418.77

14,03:15-03:30,341.564563,16.478852,0,0,0,42.392196,0,653.1525,118.125,8.874,0,0,92,9.9925,0,0.59303,0,26.3952,0,26.39091,123.665625,103.5,0,0,19.9716,0,9.4164,0,1.1,5.124,12.782,0,5.52,0,0,42,0,0,0,42.744,42.744,0,0,39.639,27.693,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.73185,20.0018,1.176,418.77

15,03:30-03:45,341.564563,16.478852,0,0,0,42.392196,0,653.1525,118.125,8.874,0,0,92,9.9925,0,0.59303,0,26.3952,0,26.39091,123.665625,103.5,0,0,19.9716,0,9.4164,0,1.1,5.124,12.782,0,5.52,0,0,42,0,0,0,42.744,42.744,0,0,39.639,27.693,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.73185,20.0018,1.176,418.77

16,03:45-04:00,341.564563,16.478852,0,0,0,42.392196,0,653.1525,118.125,8.874,0,0,92,9.9925,0,0.59303,0,26.3952,0,26.39091,123.665625,103.5,0,0,19.9716,0,9.4164,0,1.1,5.124,12.782,0,5.52,0,0,42,0,0,0,42.744,42.744,0,0,39.639,27.693,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.73185,20.0018,1.176,418.77

17,04:00-04:15,341.564563,16.478852,0,0,0,42.392196,0,653.1525,118.125,8.874,0,0,92,9.9925,0,0.59303,22.728,26.3952,0,26.39091,123.665625,103.5,0,0,19.9716,0,9.4164,0,1.1,12.1695,12.782,0,5.52,0,0,42,0,0,0,42.744,42.744,0,0,39.639,27.693,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.73185,20.0018,1.176,418.77

18,04:15-04:30,341.564563,16.478852,0,0,0,42.392196,0,653.1525,118.125,8.874,0,0,92,9.9925,0,0.59303,22.728,26.3952,0,26.39091,123.665625,103.5,0,0,19.9716,0,9.4164,0,1.1,12.1695,12.782,0,5.52,0,0,42,0,0,0,42.744,42.744,0,0,39.639,27.693,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.73185,20.0018,1.176,418.77

19,04:30-04:45,341.564563,16.478852,0,0,0,42.392196,0,653.1525,118.125,8.874,0,0,92,9.9925,0,0.59303,22.728,26.3952,0,26.39091,123.665625,103.5,0,0,19.9716,0,9.4164,0,1.1,12.1695,12.782,0,5.52,0,0,42,0,0,0,42.744,42.744,0,0,39.639,27.693,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.73185,20.0018,1.176,418.77

20,04:45-05:00,341.564563,16.478852,0,0,13.17004,42.392196,0,653.1525,118.125,8.874,0,0,92,9.9925,0,0.59303,22.728,26.3952,0,26.39091,123.665625,103.5,0,0,19.9716,0,9.4164,0,1.1,12.1695,12.782,0,5.52,0,0,42,0,0,0,42.744,42.744,0,0,39.639,27.693,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.73185,20.0018,1.176,418.77

21,05:00-05:15,341.564563,32.957704,0,1.321,13.17004,42.392196,0,653.1525,118.125,8.874,0,0,92,9.9925,0,0.59303,39.774,26.3952,0,26.39091,123.665625,103.5,0,0,19.9716,0,9.4164,0,1.1,5.7645,12.782,0,5.52,0,0,42,0,0,0,42.744,42.744,0,0,39.639,27.693,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.73185,20.0018,1.176,418.77

22,05:15-05:30,341.564563,32.957704,0,9.1149,13.17004,42.392196,0,653.1525,118.125,8.874,0,0,92,9.9925,0,0.59303,39.774,26.3952,15.12,26.39091,123.665625,103.5,0,0,19.9716,0,9.4164,0,1.1,5.7645,12.782,0,5.52,0,0,42,0,0,0,42.744,42.744,0,0,39.639,27.693,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.73185,20.0018,1.176,418.77

23,05:30-05:45,341.564563,32.957704,0,9.1149,13.17004,42.392196,0,653.1525,118.125,8.874,0,0,92,9.9925,0,0.59303,59.661,26.3952,15.561,26.39091,123.665625,103.5,0,0,19.9716,0,9.4164,0,1.1,5.7645,12.782,0,5.52,0,0,42,0,0,0,42.744,42.744,0,0,39.639,27.693,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.73185,20.0018,1.176,418.77

24,05:45-06:00,341.564563,32.957704,0,18.2298,26.34008,42.392196,5.1987,653.1525,118.125,17.748,3.819,0,92,9.9925,0,0.59303,85.23,26.3952,31.122,26.39091,123.665625,103.5,0,0,19.9716,0,9.4164,7.031,1.1,5.7645,12.782,0,5.52,0,0,42,0,0,0,42.744,42.744,0,0,39.639,27.693,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.73185,20.0018,1.176,418.77

25,06:00-06:15,341.564563,49.436556,9.67784,27.3447,26.34008,42.392196,10.55736,653.1525,118.125,26.622,16.350412,0,92,9.9925,0,0.59303,113.64,26.3952,46.683,26.39091,123.665625,103.5,0,0,19.9716,0,9.4164,14.062,3.3,5.7645,12.782,0,5.52,0,0,42,0,0,0,42.744,42.744,0,0,39.096,27.693,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.73185,20.0018,1.176,418.77

26,06:15-06:30,341.564563,49.436556,29.062808,36.544144,39.51012,42.392196,15.804048,653.1525,118.125,39.0456,16.549,0,92,9.9925,0,0.59303,132.58,26.3952,62.244,26.39091,123.665625,103.5,0,0,19.9716,0,9.4164,26.07,19.5624,5.7645,12.782,0,5.52,0,0,42,0,0,0,42.744,42.744,0,0,39.096,27.693,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.73185,20.0018,1.176,418.77

27,06:30-06:45,341.564563,49.436556,29.062808,36.544144,39.51012,42.392196,15.804048,653.1525,118.125,39.0456,16.549,0,92,9.9925,0,0.59303,132.58,26.3952,62.244,26.39091,123.665625,103.5,0,0,19.9716,0,9.4164,39.5,19.5624,5.7645,12.782,0,5.52,0,0,42,0,0,0,42.744,42.744,0,0,39.096,27.693,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.73185,20.0018,1.176,418.77

28,06:45-07:00,341.564563,49.436556,29.062808,34.6102,39.51012,42.392196,15.804048,653.1525,118.125,39.0456,16.549,0,92,9.9925,0,0.59303,132.58,26.3952,62.244,26.39091,123.665625,103.5,0,0,19.9716,0,9.4164,39.5,19.5624,5.7645,12.782,0,5.52,0,0,42,0,0,0,42.744,42.744,0,0,39.096,27.693,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.73185,20.0018,1.176,418.77

29,07:00-07:15,341.564563,49.436556,29.062808,33.025,39.51012,42.392196,15.804048,653.1525,118.125,39.0456,16.549,0,92,9.9925,0,0.59303,132.58,26.3952,62.244,26.39091,123.665625,103.5,0,0,19.9716,0,9.4164,39.5,19.5624,5.7645,12.782,0,49.68,0,0,42,0,0,0,42.744,42.744,0,0,39.096,27.693,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.73185,20.0018,1.176,418.77

30,07:15-07:30,341.564563,49.436556,29.03352,18.2298,39.51012,42.392196,15.804048,653.1525,118.125,39.0456,16.549,0,92,9.9925,0,0.59303,113.64,26.3952,62.244,26.39091,123.665625,103.5,0,0,19.9716,0,9.4164,26.07,19.5624,5.7645,12.782,0,49.68,0,0,42,0,0,0,42.744,42.744,0,0,39.096,27.693,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.73185,20.0018,1.176,418.77

31,07:30-07:45,341.564563,49.436556,29.03352,9.1149,26.34008,42.392196,15.804048,653.1525,118.125,39.0456,3.819,0,92,9.9925,0,0.59303,108.905,26.3952,62.244,26.39091,123.665625,103.5,0,0,19.9716,0,9.4164,13.43,6.5208,5.7645,12.782,0,5.52,0,0,42,0,0,0,42.744,42.744,0,0,39.096,27.693,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.73185,20.0018,1.176,418.77

32,07:45:08:00,341.564563,49.436556,9.67784,0,13.17004,42.392196,10.55736,653.1525,118.125,26.622,0,0,92,9.9925,0,0.59303,93.5636,26.3952,62.244,26.39091,123.665625,103.5,0,0,19.9716,0,9.4164,0,0,5.7645,12.782,0,5.52,0,0,42,0,0,0,42.744,42.744,0,0,39.096,27.693,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.73185,20.0018,1.176,418.77

33,08:00-08:15,341.564563,49.436556,0,0,13.17004,42.392196,5.27868,653.1525,118.125,17.748,0,0,92,9.9925,0,0.59303,66.29,26.3952,62.244,26.39091,123.665625,103.5,0,0,19.9716,0,9.4164,0,0,5.7645,12.782,0,5.52,0,0,42,0,0,0,41.648,41.648,0,0,38.553,27.693,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.73185,20.0018,1.176,418.77

34,08:15-08:30,341.564563,49.436556,0,0,13.17004,42.392196,0,653.1525,118.125,8.874,0,0,92,9.9925,0,0.59303,66.29,26.3952,46.683,26.39091,123.665625,103.5,0,0,19.9716,0,9.4164,0,0,5.7645,12.782,0,11.04,0,0,42,0,0,0,41.648,41.648,0,0,38.553,27.693,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.73185,20.0018,1.176,418.77

