Block,Time,ANTA_CRF,AURY_CRF,CHAMERA2,URI2,UNCHAHAR3,ANTA_LF,DADRI_RF,KOLDAM,UNCHAHAR4,URI,ANTA_RF,RIHAND3,AURY_LF,BSIUL,CHAMERA1,SINGRAULI_HYDRO,KOTESHWR,ANTA_GF,DHAULIGNGA,AURY_GF,PARBATI3,TANDA2,UNCHAHAR1,RAPPC,JHAJJAR,CHAMERA3,DADRI_GF,DADRT2,NJPC,NAPP,AURY_RF,DULHASTI,RAMPUR,RIHAND2,KHSTPP-I,TALA,SEWA2,KISHANGANGA,SALAL,FSTPP I & II,RIHAND1,UNCHAHAR2,DADRI_LF,SINGRAULI,KHSTPP-II,SASAN,TANAKPUR,DADRI_CRF,RAPPB,TEHRI,BRBCL,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
1,00:00-00:15,0.000000,0.000000,0.000000,30.707610,14.219079,0.000000,0.000000,0.000000,0.000000,40.387190,0.000000,119.052897,0.000000,12.555148,0.000000,0.644576,8.068389,0.000000,0.000000,0.000000,0.000000,0.000000,6.142026,51.920818,345.898110,0.000000,0.000000,360.049800,0.000000,42.257524,0.000000,0.000000,0.000000,112.756238,29.714313,0.000000,15.656005,0.000000,49.220926,9.588011,88.568400,22.584942,0.000000,120.903086,117.805695,403.149879,5.426162,0.000000,0.000000,0.000000,14.441800,0,0,0,0,0

2,00:15-00:30,0.000000,0.000000,0.000000,30.707610,14.219079,0.000000,0.000000,0.000000,0.000000,40.387190,0.000000,119.052897,0.000000,12.555148,0.000000,0.644576,8.068389,0.000000,0.000000,0.000000,0.000000,0.000000,6.142026,51.920818,345.898110,0.000000,0.000000,360.049800,0.000000,42.257524,0.000000,0.000000,0.000000,112.756238,29.714313,0.000000,15.656005,0.000000,49.220926,9.588011,88.568400,22.584942,0.000000,120.903086,94.575744,403.149879,5.426162,0.000000,0.000000,0.000000,14.441800,0,0,0,0,0

3,00:30-00:45,0.000000,0.000000,0.000000,30.707610,14.219079,0.000000,0.000000,0.000000,0.000000,34.010266,0.000000,119.052897,0.000000,12.555148,0.000000,0.644576,8.068389,0.000000,0.000000,0.000000,0.000000,0.000000,6.142026,51.920818,345.898110,0.000000,0.000000,360.049800,0.000000,42.257524,0.000000,0.000000,0.000000,112.756238,29.714313,0.000000,15.656005,0.000000,24.610463,9.588011,88.568400,22.584942,0.000000,120.903086,94.575744,403.149879,5.426162,0.000000,0.000000,0.000000,14.441800,0,0,0,0,0

4,00:45-01:00,0.000000,0.000000,0.000000,30.707610,14.219079,0.000000,0.000000,0.000000,0.000000,34.010266,0.000000,119.052897,0.000000,12.555148,0.000000,0.644576,8.068389,0.000000,0.000000,0.000000,0.000000,0.000000,6.142026,51.920818,345.898110,0.000000,0.000000,360.049800,0.000000,42.257524,0.000000,0.000000,0.000000,112.756238,29.714313,0.000000,15.656005,0.000000,24.610463,9.588011,88.568400,22.584942,0.000000,120.903086,94.575744,403.149879,5.426162,0.000000,0.000000,0.000000,14.441800,0,0,0,0,0

5,01:00-01:15,0.000000,0.000000,0.000000,30.707610,14.219079,0.000000,0.000000,0.000000,0.000000,34.010266,0.000000,119.052897,0.000000,12.555148,0.000000,0.644576,8.068389,0.000000,0.000000,0.000000,0.000000,0.000000,6.142026,51.920818,345.898110,0.000000,0.000000,360.049800,0.000000,42.257524,0.000000,15.864191,0.000000,112.756238,29.714313,0.000000,15.656005,0.000000,24.610463,9.588011,88.568400,22.584942,0.000000,120.903086,94.575744,403.149879,5.426162,0.000000,0.000000,0.000000,14.441800,0,0,0,0,0

6,01:15-01:30,0.000000,0.000000,0.000000,30.707610,14.219079,0.000000,0.000000,0.000000,0.000000,34.010266,0.000000,119.052897,0.000000,12.555148,0.000000,0.644576,8.068389,0.000000,0.000000,0.000000,0.000000,0.000000,6.142026,51.920818,345.898110,0.000000,0.000000,360.049800,0.000000,42.257524,0.000000,15.864191,0.000000,112.756238,29.714313,0.000000,15.656005,0.000000,24.610463,9.588011,88.568400,22.584942,0.000000,120.903086,94.575744,403.149879,5.426162,0.000000,0.000000,0.000000,14.441800,0,0,0,0,0

7,01:30-01:45,0.000000,0.000000,0.000000,30.707610,14.219079,0.000000,0.000000,0.000000,0.000000,34.010266,0.000000,119.052897,0.000000,12.555148,0.000000,0.644576,8.068389,0.000000,0.000000,0.000000,0.000000,0.000000,6.142026,51.920818,345.898110,0.000000,0.000000,360.049800,0.000000,42.257524,0.000000,15.864191,0.000000,112.756238,29.714313,0.000000,15.656005,0.000000,24.610463,9.588011,88.568400,22.584942,0.000000,120.903086,94.575744,403.149879,0.000000,0.000000,0.000000,0.000000,14.441800,0,0,0,0,0

8,01:45-02:00,0.000000,0.000000,0.000000,30.707610,14.219079,0.000000,0.000000,0.000000,0.000000,34.010266,0.000000,119.052897,0.000000,12.555148,0.000000,0.644576,8.068389,0.000000,0.000000,0.000000,0.000000,0.000000,6.142026,51.920818,345.898110,0.000000,0.000000,360.049800,0.000000,42.257524,0.000000,15.864191,0.000000,112.756238,29.714313,0.000000,15.656005,0.000000,24.610463,9.588011,88.568400,22.584942,0.000000,120.903086,94.575744,403.149879,0.000000,0.000000,0.000000,0.000000,13.405507,0,0,0,0,0

9,02:00-02:15,0.000000,0.000000,0.000000,30.707610,14.219079,0.000000,0.000000,0.000000,0.000000,40.387190,0.000000,119.052897,0.000000,12.555148,0.000000,0.644576,8.068389,0.000000,0.000000,0.000000,0.000000,0.000000,6.142026,51.920818,345.898110,0.000000,0.000000,360.049800,0.000000,42.257524,0.000000,15.864191,0.000000,90.457506,29.714313,0.000000,15.656005,0.000000,24.610463,9.588011,61.156095,22.584942,0.000000,120.903086,94.575744,403.149879,0.000000,0.000000,0.000000,0.000000,14.441800,0,0,0,0,0

10,02:15-02:30,0.000000,0.000000,0.000000,30.707610,14.219079,0.000000,0.000000,0.000000,0.000000,40.387190,0.000000,119.052897,0.000000,12.555148,0.000000,0.644576,8.068389,0.000000,0.000000,0.000000,0.000000,0.000000,6.142026,51.920818,345.898110,0.000000,0.000000,360.049800,0.000000,42.257524,0.000000,15.864191,0.000000,90.457506,29.714313,0.000000,15.656005,0.000000,24.610463,9.588011,61.156095,22.584942,0.000000,120.903086,94.575744,403.149879,0.000000,0.000000,0.000000,0.000000,14.185962,0,0,0,0,0

11,02:30-02:45,0.000000,0.000000,0.000000,30.707610,14.219079,0.000000,0.000000,0.000000,0.000000,34.010266,0.000000,119.052897,0.000000,12.555148,0.000000,0.644576,8.068389,0.000000,0.000000,0.000000,0.000000,0.000000,6.142026,51.920818,345.898110,0.000000,0.000000,360.097935,0.000000,42.257524,0.000000,15.864191,0.000000,112.756238,29.714313,0.000000,15.656005,0.000000,12.305231,9.463341,88.568400,22.584942,0.000000,120.903086,94.575744,403.149879,0.000000,0.000000,0.000000,0.000000,14.441800,0,0,0,0,0

