Block,Time,UNCHAHAR2,DHAULIGNGA,TEHRI,URI,SEWA2,BSIUL,URI2,RAPPB,KOTESHWR,DADRT2,CHAMERA3,AURY_LF,AURY_GF,PARBATI3,CHAMERA2,DADRI_GF,RAPPC,RIHAND2,DULHASTI,DADRI_LF,ANTA_CRF,RIHAND3,NJPC,JHAJJAR,SINGRAULI,UNCHAHAR1,TANAKPUR,KOLDAM,DADRI_CRF,TANDA2,ANTA_GF,NAPP,ANTA_LF,UNCHAHAR3,CHAMERA1,AURY_CRF,RIHAND1,KISHANGANGA,ANTA_RF,DADRI_RF,UNCHAHAR4,SALAL,RAMPUR,AURY_RF,SINGRAULI_HYDRO,GADARWARA-I,KAWAS-zLIQ,GANDHAR-RLNG,NLCEXP,TALA,KKNP,KAWAS-APM,NLCIIST2,VALLURNTECL,VSTPS IV,KAWAS-RLNG,KAWAS-NAPM,SOLAPUR,RSTPSU7,FSTPP I & II,KHSTPP-I,SASAN,KAPS,LARA-I,NLCIIST1,KHARGONE-I,GANDHAR-ComGas,VSTPS V,MAPS,MOUDA_II,SIMHST2,KSTPS7,SIPAT II,TALST2,VSTPS II,RSTPSU1TO6,VSTPS III,NLCTS2EXP,VSTPS I,TAPS-II,KGSU3AND4,KSTPS I&II,KAWAS-ComGas,KUDGI,BRBCL,KHSTPP-II,MOUDA,GANDHAR-NAPM,NNTPP,GANDHAR-APM,SIPAT I,NTPL,KGSU1AND2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
27,06:30-06:45,27.335787,19.171906,0.000000,49.097971,16.608717,19.008642,33.621431,0.000000,8.423596,364.743872,30.656971,0.000000,0.000000,8.057173,42.186473,0.000000,59.163821,116.683092,52.115693,0.000000,0.000000,122.319536,118.774431,390.366286,139.245073,11.625565,0.866930,0.000000,0.000000,2.359089,0.000000,42.684785,0.000000,13.938970,40.748764,0.000000,91.188559,2.466768,12.403213,0.000000,0.684726,82.009777,2.288788,0.000000,1.059272,4.151343,0.000000,0.007185,0.79,0.000000,1.57,0.000000,0.43,2.30,2.594590,0.009887,0.000000,3.424857,1.88,16.663765,42.249160,293.665500,0.792042,4.116755,0.86,3.424858,0.000000,1.283457,0.24,3.395103,1.79,1.297295,0.904068,2.93,1.878456,5.85,1.894622,0.85,2.305464,2.700657,1.06,2.870752,0.000000,9.02,14.502010,142.618106,1.873758,0.000000,0.21,0.000000,5.137286,1.83,1.93,0,0,0,0,0

28,06:45-07:00,20.666027,19.171906,0.000000,49.097971,16.608717,19.008642,33.621431,0.000000,8.423596,355.645591,30.656971,0.000000,0.000000,3.760014,42.186473,0.000000,59.163821,116.683092,52.115693,0.000000,0.000000,122.319536,118.774431,361.794946,139.245073,10.951554,0.866930,0.000000,0.000000,2.359089,0.000000,42.684785,0.000000,12.334317,40.748764,0.000000,91.188559,2.466768,12.403213,0.000000,0.684726,82.009777,2.288788,0.000000,1.059272,4.151343,0.000000,0.007185,0.79,0.000000,1.57,0.000000,0.43,2.30,2.594590,0.009887,0.000000,3.424857,1.88,16.663765,42.249160,293.665500,0.792042,4.116755,0.86,3.424858,0.000000,1.283457,0.24,3.395103,1.79,1.297295,0.904068,2.93,1.878456,5.85,1.894622,0.85,2.305464,2.700657,1.06,2.870752,0.000000,9.02,14.502010,142.618106,1.873758,0.000000,0.21,0.000000,5.137286,1.83,1.93,0,0,0,0,0

29,07:00-07:15,20.666027,19.171906,0.000000,49.097971,16.608717,19.008642,33.621431,0.000000,8.423596,356.599072,30.656971,0.000000,0.000000,3.760014,42.186473,0.000000,59.163821,116.683092,52.115693,0.000000,0.000000,122.319536,118.774431,361.720002,139.245073,10.951554,0.866930,0.000000,0.000000,2.359089,0.000000,42.684785,0.000000,12.334317,40.748764,0.000000,91.188559,2.466768,16.913472,0.000000,0.684726,82.009777,2.288788,0.000000,1.059272,4.151343,0.000000,0.007185,0.79,0.000000,1.57,0.000000,0.42,2.30,2.594590,0.009887,0.000000,3.424857,1.88,9.271322,28.527368,293.665500,0.792042,4.116755,0.83,3.424858,0.000000,1.283457,0.24,3.395103,1.79,1.297295,0.904068,2.93,1.878456,5.85,1.894622,0.85,2.305464,2.700657,1.06,2.870752,0.000000,9.02,14.502010,94.484591,1.873758,0.000000,0.21,0.000000,5.137286,1.83,1.93,0,0,0,0,0

30,07:15-07:30,20.666027,19.171906,0.000000,49.097971,16.608717,19.008642,33.621431,0.000000,8.423596,356.599072,30.656971,0.000000,0.000000,3.760014,42.186473,0.000000,59.163821,116.683092,52.115693,0.000000,0.000000,122.319536,118.774431,361.720002,139.245073,10.951554,0.866930,0.000000,0.000000,2.359089,0.000000,42.684785,0.000000,12.334317,40.748764,0.000000,91.188559,2.466768,16.913472,0.000000,0.684726,82.009777,2.288788,0.000000,1.059272,4.151343,0.000000,0.007185,0.79,0.000000,1.57,0.000000,0.42,2.30,2.594590,0.009887,0.000000,3.424857,1.88,9.271322,28.527368,293.665500,0.792042,4.116755,0.83,3.424858,0.000000,1.283457,0.24,3.395103,1.79,1.297295,0.904068,2.93,1.878456,5.85,1.894622,0.85,2.305464,2.700657,1.06,2.870752,0.000000,9.02,14.502010,94.484591,1.873758,0.000000,0.21,0.000000,5.137286,1.83,1.93,0,0,0,0,0

31,07:30-07:45,22.112781,19.171906,0.000000,49.097971,16.608717,19.008642,33.621431,0.000000,8.423596,364.887115,30.656971,0.000000,0.000000,3.760014,42.186473,0.000000,59.163821,116.683092,52.115693,0.000000,0.000000,122.319536,118.774431,361.720002,139.245073,11.652785,1.610012,0.000000,0.000000,2.359089,0.000000,42.684785,0.000000,13.993959,40.748764,0.000000,91.188559,2.466768,16.913472,0.000000,0.742547,82.009777,2.288788,0.000000,1.059272,4.151343,0.000000,0.007185,0.79,0.000000,1.57,0.000000,0.42,2.30,2.594590,0.009887,0.000000,3.424857,1.88,9.271322,28.527368,293.665500,0.792042,4.116755,0.83,3.424858,0.000000,1.283457,0.24,3.395103,1.79,1.297295,0.904068,2.93,1.878456,5.85,1.894622,0.85,2.305464,2.700657,1.06,2.870752,0.000000,9.02,14.502010,94.484591,1.873758,0.000000,0.21,0.000000,5.137286,1.83,1.93,0,0,0,0,0

32,07:45:08:00,22.112781,19.171906,0.000000,49.097971,16.608717,19.008642,33.621431,0.000000,8.423596,364.887115,30.656971,0.000000,0.000000,3.760014,42.186473,0.000000,59.163821,116.683092,52.115693,0.000000,0.000000,122.319536,118.774431,361.720002,139.245073,11.652785,1.610012,0.000000,0.000000,2.359089,0.000000,42.684785,0.000000,13.993959,40.748764,0.000000,91.188559,2.466768,16.913472,0.000000,0.742547,82.009777,2.288788,0.000000,1.059272,4.151343,0.000000,0.007185,0.79,0.000000,1.57,0.000000,0.42,2.30,2.594590,0.009887,0.000000,3.424857,1.88,9.271322,28.527368,293.665500,0.792042,4.116755,0.83,3.424858,0.000000,1.283457,0.24,3.395103,1.79,1.297295,0.904068,2.93,1.878456,5.85,1.894622,0.85,2.305464,2.700657,1.06,2.870752,0.000000,9.02,14.502010,94.484591,1.873758,0.000000,0.21,0.000000,5.137286,1.83,1.93,0,0,0,0,0

33,08:00-08:15,22.112781,19.171906,0.000000,49.097971,16.608717,19.008642,33.621431,0.000000,6.369061,364.335565,30.656971,0.000000,0.000000,16.114346,42.186473,0.000000,59.163821,116.683092,52.115693,0.000000,0.000000,122.319536,118.774431,348.407641,139.245073,11.643118,1.610012,0.000000,0.000000,2.359089,0.000000,42.684785,0.000000,13.506368,40.748764,0.000000,91.188559,2.466768,2.872995,0.000000,0.741244,82.009777,2.288788,0.000000,1.059272,4.151343,0.000000,0.007006,0.79,0.000000,1.57,0.000000,0.42,2.30,2.594590,0.009887,0.000000,3.424857,1.88,9.271322,28.527368,293.665500,0.792042,4.116755,0.83,3.424858,0.000000,1.283457,0.24,3.395103,1.79,1.297295,0.904068,2.93,1.878456,5.85,1.894622,0.85,2.305464,2.700657,1.06,2.870752,0.000000,9.02,14.502010,94.484591,1.873758,0.000000,0.21,0.000000,5.137286,1.83,1.93,0,0,0,0,0

34,08:15-08:30,27.335787,19.171906,0.000000,49.097971,16.608717,19.008642,33.621431,0.000000,6.369061,364.335565,30.656971,0.000000,0.000000,16.114346,42.186473,0.000000,59.163821,116.683092,52.115693,0.000000,0.000000,122.319536,118.774431,348.407641,139.245073,11.643118,1.610012,0.000000,0.000000,2.359089,0.000000,42.684785,0.000000,13.506368,33.071328,0.000000,91.188559,2.466768,0.000000,0.000000,0.741244,82.009777,2.288788,0.000000,1.059272,4.151343,0.000000,0.007006,0.79,0.000000,1.57,0.000000,0.42,2.30,2.594590,0.009887,0.000000,3.424857,1.88,9.271322,28.527368,293.665500,0.792042,4.116755,0.83,3.424858,0.000000,1.283457,0.24,3.395103,1.79,1.297295,0.904068,2.93,1.878456,5.85,1.894622,0.85,2.305464,2.700657,1.06,2.870752,0.000000,9.02,14.502010,94.484591,1.873758,0.000000,0.21,0.000000,5.137286,1.83,1.93,0,0,0,0,0

35,08:30-08:45,27.335787,19.171906,0.000000,49.097971,16.608717,19.008642,33.621431,0.000000,6.369061,363.838568,30.656971,0.000000,0.000000,16.114346,42.186473,0.000000,59.163821,116.683092,52.115693,0.000000,0.000000,122.319536,108.084732,348.407641,139.245073,11.101838,1.610012,0.000000,0.000000,2.359089,0.000000,42.684785,0.000000,13.520076,27.165842,0.000000,91.188559,2.466768,0.000000,0.000000,0.740109,77.516090,2.083821,0.000000,1.059272,4.151343,0.000000,0.007006,0.79,0.000000,1.57,0.000000,0.42,2.30,2.594590,0.009887,0.000000,3.424857,1.88,9.271322,28.527368,293.665500,0.792042,4.116755,0.83,3.424858,0.000000,1.283457,0.24,3.395103,1.79,1.297295,0.904068,2.93,1.878456,5.85,1.894622,0.85,2.305464,2.700657,1.06,2.870752,0.000000,9.02,14.502010,94.484591,1.873758,0.000000,0.21,0.000000,5.137286,1.83,1.93,0,0,0,0,0

36,08:45:09:00,27.335787,19.171906,0.000000,49.097971,16.608717,19.008642,33.621431,0.000000,6.369061,363.838568,30.656971,0.000000,0.000000,16.114346,42.186473,0.000000,59.163821,116.683092,52.115693,0.000000,0.000000,122.319536,71.759552,348.407641,139.245073,11.098890,1.610012,0.000000,0.000000,2.359089,0.000000,42.684785,0.000000,13.261169,27.165842,0.000000,91.188559,2.466768,0.000000,0.000000,0.739771,77.516090,1.386936,0.000000,1.059272,4.151343,0.000000,0.007006,0.79,0.000000,1.57,0.000000,0.42,2.30,2.594590,0.009887,0.000000,3.424857,1.88,9.271322,28.527368,293.665500,0.792042,4.116755,0.83,3.424858,0.000000,1.283457,0.24,3.395103,1.79,1.297295,0.904068,2.93,1.878456,5.85,1.894622,0.85,2.305464,2.700657,1.06,2.870752,0.000000,9.02,14.502010,94.484591,1.873758,0.000000,0.21,0.000000,5.137286,1.83,1.93,0,0,0,0,0

37,09:00:09:15,27.335787,19.171906,0.000000,49.097971,16.608717,19.008642,34.469029,0.000000,6.369061,364.163423,30.656971,0.000000,0.000000,16.114346,42.186473,0.000000,59.163821,116.683092,52.115693,0.000000,0.000000,122.319536,43.550625,348.407641,139.245073,11.663929,1.610012,0.000000,0.000000,2.359089,0.000000,42.684785,0.000000,13.306882,27.165842,0.000000,91.188559,2.466768,0.000000,0.000000,0.739771,77.516090,0.840361,0.000000,1.059272,4.151343,0.000000,0.007006,0.79,0.000000,1.57,0.000000,0.42,2.30,2.594590,0.009887,0.000000,3.424857,1.88,9.271322,28.527368,293.665500,0.792042,4.116755,0.90,3.424858,0.000000,1.283457,0.24,3.395103,1.79,1.297295,0.904068,2.93,1.878456,5.85,1.894622,0.85,2.295032,2.700657,1.06,2.870752,0.000000,9.02,14.502010,94.484591,1.873758,0.000000,0.21,0.000000,5.137286,1.83,1.93,0,0,0,0,0

38,09:15-09:30,27.335787,19.171906,0.000000,49.097971,16.608717,19.008642,34.469029,0.000000,6.369061,364.163423,30.656971,0.000000,0.000000,16.114346,42.186473,0.000000,59.163821,116.683092,52.115693,0.000000,0.000000,122.319536,21.874291,348.407641,139.245073,11.663929,1.610012,0.000000,0.000000,2.359089,0.000000,42.684785,0.000000,13.306882,13.582921,0.000000,91.188559,2.466768,0.000000,0.000000,0.739771,77.516090,0.423597,0.000000,1.059272,4.151343,0.000000,0.007006,0.79,0.000000,1.57,0.000000,0.42,2.30,2.594590,0.009887,0.000000,3.424857,1.88,9.271322,28.527368,293.665500,0.792042,4.116755,0.90,3.424858,0.000000,1.283457,0.24,3.395103,1.79,1.297295,0.904068,2.93,1.878456,5.85,1.894622,0.85,2.295032,2.700657,1.06,2.870752,0.000000,9.02,14.502010,94.484591,1.873758,0.000000,0.21,0.000000,5.137286,1.83,1.93,0,0,0,0,0

39,09:30-09:45,27.335787,19.171906,0.000000,49.097971,16.608717,19.008642,33.621431,0.000000,6.369061,364.163423,30.656971,0.000000,0.000000,16.114346,42.186473,0.000000,59.163821,116.683092,52.115693,0.000000,0.000000,122.319536,0.000000,348.407641,139.245073,11.643568,1.486165,0.000000,0.000000,2.359089,0.000000,42.684785,0.000000,13.306882,13.582921,0.000000,91.188559,2.466768,0.000000,0.000000,0.739771,77.516090,0.000000,0.000000,1.059272,4.151343,0.000000,0.007185,0.79,0.000000,1.57,0.000000,0.42,2.30,2.594590,0.009887,0.000000,3.424857,1.88,9.271322,28.527368,293.665500,0.792042,4.116755,0.90,3.424858,0.000000,1.283457,0.24,3.395103,1.79,1.297295,0.904068,2.93,1.878456,5.85,1.894622,0.85,2.295032,2.700657,1.06,2.870752,0.000000,9.02,14.502010,94.484591,1.873758,0.000000,0.21,0.000000,5.137286,1.83,1.93,0,0,0,0,0

40,09:45-10:00,20.124367,19.171906,0.000000,49.097971,16.608717,19.008642,33.621431,0.000000,6.369061,364.163423,30.656971,0.000000,0.000000,3.760014,42.186473,0.000000,59.163821,116.683092,52.115693,0.000000,0.000000,122.319536,0.000000,348.407641,139.245073,11.643568,1.486165,0.000000,0.000000,2.359089,0.000000,42.684785,0.000000,13.306882,13.582921,0.000000,91.188559,2.466768,0.000000,0.000000,0.739771,77.516090,0.000000,0.000000,1.059272,4.151343,0.000000,0.007185,0.79,0.000000,1.57,0.000000,0.43,2.30,2.594590,0.009887,0.000000,3.424857,1.88,9.271322,28.527368,293.665500,0.792042,4.116755,0.93,3.424858,0.000000,1.283457,0.24,3.395103,1.79,1.297295,0.904068,2.93,1.878456,5.85,1.894622,0.85,2.295032,2.700657,1.06,2.870752,0.000000,9.02,14.502010,94.484591,1.873758,0.000000,0.21,0.000000,5.137286,1.83,1.93,0,0,0,0,0

41,10:00-10:15,16.700987,19.171906,0.000000,49.097971,16.608717,19.008642,33.621431,0.000000,6.369061,363.852905,30.656971,0.000000,0.000000,3.760014,42.186473,0.000000,59.163821,116.683092,52.115693,0.000000,0.000000,122.319536,0.000000,347.007641,139.245073,11.616869,1.486165,0.000000,0.000000,2.359089,0.000000,42.684785,0.000000,13.245842,0.000000,0.000000,91.188559,2.466768,16.913472,0.000000,0.737624,77.516090,0.000000,0.000000,1.059272,4.151343,0.000000,0.007185,0.79,0.000000,1.57,0.000000,0.43,2.30,2.594590,0.009733,0.000000,3.424857,1.88,9.271322,28.527368,293.665500,0.792042,4.116755,0.93,3.424858,0.000000,1.283457,0.24,3.395103,1.79,1.297295,0.904068,2.93,1.878456,5.85,1.894622,0.85,2.295032,2.700657,1.06,2.870752,0.000000,9.02,14.502010,94.484591,1.873758,0.000000,0.21,0.000000,5.137286,1.83,1.93,0,0,0,0,0

42,10:15-10:30,16.700987,19.171906,0.000000,49.097971,16.608717,19.008642,33.621431,0.000000,6.369061,363.852905,30.656971,0.000000,0.000000,3.760014,42.186473,0.000000,59.163821,116.683092,52.115693,0.000000,0.000000,122.319536,0.000000,347.007641,139.245073,11.616869,1.486165,0.000000,0.000000,2.359089,0.000000,42.684785,0.000000,13.245842,0.000000,0.000000,91.188559,2.466768,16.913472,0.000000,0.737624,77.516090,0.000000,0.000000,1.059272,4.151343,0.000000,0.007185,0.79,0.000000,1.57,0.000000,0.44,2.30,2.594590,0.009733,0.000000,3.424857,1.88,9.271322,28.527368,293.665500,0.792042,4.116755,0.98,3.424858,0.000000,1.283457,0.24,3.395103,1.79,1.297295,0.904068,2.93,1.878456,5.85,1.894622,0.85,2.295032,2.700657,1.06,2.870752,0.000000,9.02,14.502010,94.484591,1.873758,0.000000,0.21,0.000000,5.137286,1.83,1.93,0,0,0,0,0

43,10:30-10:45,16.700987,19.171906,0.000000,51.232666,16.608717,19.008642,33.621431,0.000000,6.369061,363.852905,30.656971,0.000000,0.000000,3.760014,42.186473,0.000000,59.163821,116.683092,52.115693,0.000000,0.000000,122.319536,0.000000,347.007641,139.245073,11.616869,0.000000,0.000000,0.000000,2.359089,0.000000,42.684785,0.000000,13.245842,0.000000,0.000000,91.188559,2.466768,16.913472,0.000000,0.737624,77.516090,0.000000,0.000000,1.059272,4.151343,0.000000,0.007185,0.79,0.000000,1.57,0.000000,0.44,2.30,2.594590,0.009733,0.000000,3.424857,1.88,9.271322,28.527368,293.665500,0.792042,4.116755,0.98,3.424858,0.000000,1.283457,0.24,3.395103,1.79,1.297295,0.904068,2.93,1.878456,5.85,1.894622,0.85,2.295032,2.700657,1.06,2.870752,0.000000,9.02,14.502010,94.484591,1.873758,0.000000,0.21,0.000000,5.137286,1.83,1.93,0,0,0,0,0

44,10:45-11:00,16.700987,19.171906,0.000000,51.232666,11.094891,19.008642,33.621431,0.000000,6.369061,363.852905,30.656971,0.000000,0.000000,3.760014,42.186473,0.000000,59.163821,116.683092,52.115693,0.000000,0.000000,122.319536,0.000000,347.007641,139.245073,11.616869,0.000000,0.000000,0.000000,2.359089,0.000000,42.684785,0.000000,13.245842,0.000000,0.000000,91.188559,2.466768,16.913472,0.000000,0.737624,77.516090,0.000000,0.000000,1.059272,4.151343,0.000000,0.007185,0.79,0.000000,1.57,0.000000,0.44,2.30,2.594590,0.009733,0.000000,3.424857,1.88,9.271322,28.527368,293.665500,0.792042,4.116755,0.98,3.424858,0.000000,1.283457,0.24,3.395103,1.79,1.297295,0.904068,2.93,1.878456,5.85,1.894622,0.85,2.295032,2.700657,1.06,2.870752,0.000000,9.02,14.502010,94.484591,1.873758,0.000000,0.21,0.000000,5.137286,1.83,1.93,0,0,0,0,0

45,11:00-11:15,16.700987,19.171906,0.000000,49.097971,5.547446,19.008642,33.621431,0.000000,6.369061,363.852905,30.656971,0.000000,0.000000,3.760014,42.186473,0.000000,59.163821,116.683092,52.115693,15.637809,0.000000,122.319536,0.000000,347.007641,139.245073,11.616869,0.000000,0.000000,0.000000,1.055737,0.000000,42.684785,0.000000,13.245842,0.000000,0.000000,91.188559,2.466768,16.913472,0.000000,0.738799,79.762934,0.000000,0.000000,1.059272,4.151343,0.000000,0.007185,0.79,0.000000,1.57,0.000000,0.44,2.30,2.594590,0.009579,0.000000,3.424857,1.88,9.271322,28.527368,293.665500,0.792042,4.116755,0.98,3.424858,0.000000,1.283457,0.24,3.395103,1.79,1.297295,0.904068,2.93,1.878456,5.85,1.894622,0.85,2.295032,2.700657,1.06,2.870752,0.000000,9.02,14.502010,94.484591,1.873758,0.000000,0.19,0.000000,5.137286,1.83,1.93,0,0,0,0,0

46,11:15-11:30,16.700987,19.171906,0.000000,49.097971,5.547446,19.008642,33.621431,0.000000,6.369061,363.852905,30.656971,0.000000,0.000000,3.760014,42.186473,0.000000,59.163821,116.683092,52.115693,15.637809,0.000000,122.319536,0.000000,347.007641,139.245073,11.616869,0.000000,0.000000,0.000000,1.035633,0.000000,42.684785,0.000000,13.245842,0.000000,0.000000,91.188559,2.466768,16.913472,0.000000,0.738799,79.762934,0.000000,0.000000,1.059272,4.151343,0.000000,0.007185,0.79,0.000000,1.57,0.000000,0.49,2.30,2.594590,0.009579,0.000000,3.424857,1.88,9.271322,28.527368,293.665500,0.792042,4.116755,0.98,3.424858,0.000000,1.283457,0.24,3.395103,1.79,1.297295,0.904068,2.93,1.878456,5.85,1.894622,0.85,2.295032,2.700657,1.06,2.870752,0.000000,9.02,14.502010,94.484591,1.873758,0.000000,0.19,0.000000,5.137286,1.83,1.93,0,0,0,0,0

47,11:30-11:45,22.109289,19.171906,0.000000,48.564298,5.547446,19.008642,34.469029,0.000000,6.369061,365.299018,30.656971,0.000000,0.000000,3.760014,42.186473,0.000000,59.163821,116.683092,52.115693,0.000000,0.000000,122.319536,0.000000,349.153632,139.245073,11.617279,0.000000,0.000000,0.000000,1.035633,0.000000,42.684785,0.000000,13.245842,0.000000,0.000000,91.188559,2.466768,2.872995,0.000000,0.738799,79.762934,0.000000,0.000000,1.059272,4.151343,0.000000,0.007185,0.79,0.000000,1.57,0.000000,0.52,2.30,2.594590,0.009579,0.000000,3.424857,1.88,9.271322,28.527368,293.665500,0.792042,4.116755,0.98,3.424858,0.000000,1.283457,0.24,3.395103,1.79,1.297295,0.904068,2.93,1.878456,5.85,1.894622,0.85,2.295032,2.700657,1.06,2.870752,0.000000,9.02,14.502010,94.484591,1.873758,0.000000,0.19,0.000000,5.137286,1.83,1.93,0,0,0,0,0

48,11:45-12:00,26.986192,19.171906,0.000000,48.564298,5.547446,19.008642,34.469029,0.000000,6.369061,365.299018,30.656971,0.000000,0.000000,3.760014,42.186473,0.000000,59.163821,116.683092,52.115693,0.000000,0.000000,122.319536,0.000000,349.153632,139.245073,11.617279,0.000000,0.000000,0.000000,1.035633,0.000000,42.684785,0.000000,13.245842,0.000000,0.000000,91.188559,2.466768,0.000000,0.000000,0.738799,79.762934,0.000000,0.000000,1.059272,4.151343,0.000000,0.007185,0.79,0.000000,1.57,0.000000,0.56,2.30,2.594590,0.009579,0.000000,3.424857,1.88,9.271322,28.527368,293.665500,0.792042,4.116755,0.99,3.424858,0.000000,1.283457,0.24,3.395103,1.79,1.297295,0.904068,2.93,1.878456,5.85,1.894622,0.85,2.295032,2.700657,1.06,2.870752,0.000000,9.02,14.502010,94.484591,1.873758,0.000000,0.19,0.000000,5.137286,1.83,1.93,0,0,0,0,0

49,12:00-12:15,26.986192,9.585953,0.000000,45.895930,5.547446,19.008642,33.621431,0.000000,6.369061,365.281690,30.656971,0.000000,0.000000,3.760014,42.186473,0.000000,59.163821,116.683092,52.115693,0.000000,0.000000,122.319536,0.000000,349.353317,139.245073,11.705585,0.000000,0.000000,0.000000,1.969562,0.000000,42.684785,0.000000,13.929413,0.000000,0.000000,91.188559,2.466768,0.000000,0.000000,0.738799,79.762934,0.000000,0.000000,1.059272,4.151343,0.000000,0.007006,0.79,0.000000,1.57,0.000000,0.61,2.30,2.594590,0.009579,0.000000,3.424857,1.88,9.271322,28.527368,298.197375,0.792042,4.116755,0.99,3.424858,0.000000,1.283457,0.24,3.395103,1.79,1.297295,0.904068,2.93,1.878456,5.85,1.691520,0.85,2.295032,2.700657,1.06,2.870752,0.000000,9.02,14.502010,138.003763,1.873758,0.000000,0.19,0.000000,5.137286,1.83,1.93,0,0,0,0,0

50,12:15-12:30,26.986192,0.000000,0.000000,45.895930,5.547446,19.008642,33.621431,0.000000,6.369061,365.310897,30.656971,0.000000,0.000000,3.760014,42.186473,0.000000,59.163821,116.683092,52.115693,0.000000,0.000000,122.319536,0.000000,349.353317,139.245073,11.705585,0.000000,0.000000,0.000000,1.969562,0.000000,42.684785,0.000000,13.929413,0.000000,0.000000,91.188559,2.466768,0.000000,0.000000,0.738799,79.762934,0.000000,0.000000,1.059272,4.151343,0.000000,0.007006,0.79,0.000000,1.57,0.000000,0.65,2.30,2.594590,0.009579,0.000000,3.424857,1.88,9.271322,28.527368,303.635625,0.792042,4.116755,0.99,3.424858,0.000000,1.283457,0.24,3.395103,1.79,1.297295,0.904068,2.93,1.878456,5.85,1.691520,0.85,2.295032,2.700657,1.06,2.870752,0.000000,9.02,14.502010,142.618106,1.873758,0.000000,0.19,0.000000,5.137286,1.83,1.93,0,0,0,0,0

51,12:30-12:45,26.986192,0.000000,0.000000,45.895930,5.547446,19.008642,33.621431,0.000000,6.369061,365.281690,30.656971,0.000000,0.000000,3.760014,42.186473,0.000000,59.163821,116.683092,52.115693,0.000000,0.000000,122.319536,0.000000,349.353317,139.245073,11.705585,0.000000,0.000000,0.000000,1.969562,0.000000,42.684785,0.000000,13.929413,0.000000,0.000000,91.188559,2.466768,0.000000,0.000000,0.738799,80.886355,0.000000,0.000000,1.059272,4.151343,0.000000,0.007006,0.79,0.000000,1.57,0.000000,0.69,2.30,2.594590,0.009579,0.000000,3.424857,1.88,9.271322,43.026274,306.572280,0.792042,4.116755,0.90,3.424858,0.000000,1.283457,0.24,3.395103,1.79,1.297295,0.904068,2.93,1.878456,5.85,1.691520,0.85,2.295032,2.700657,1.06,2.870752,0.000000,9.02,14.502010,142.618106,1.873758,0.000000,0.19,0.000000,5.137286,1.83,1.93,0,0,0,0,0

52,12:45-13:00,26.986192,0.000000,0.000000,45.895930,5.547446,19.008642,33.621431,0.000000,6.369061,365.310897,30.656971,0.000000,0.000000,3.760014,42.186473,0.000000,59.163821,116.683092,52.115693,0.000000,0.000000,122.319536,0.000000,349.353317,139.245073,11.705585,0.000000,0.000000,0.000000,1.969562,0.000000,42.684785,0.000000,13.929413,0.000000,0.000000,91.188559,2.466768,0.000000,0.000000,0.738799,80.886355,0.000000,0.000000,1.059272,4.151343,0.000000,0.007006,0.79,0.000000,1.57,0.000000,0.70,2.30,2.594590,0.009579,0.000000,3.424857,1.88,16.591738,43.026274,306.717300,0.792042,4.116755,0.85,3.424858,0.000000,1.283457,0.24,3.395103,1.79,1.297295,0.904068,2.93,1.878456,5.85,1.691520,0.85,2.295032,2.700657,1.06,2.870752,0.000000,9.02,14.502010,142.618106,1.873758,0.000000,0.19,0.000000,5.137286,1.83,1.93,0,0,0,0,0

53,13:00-13:15,26.986192,0.000000,0.000000,45.895930,5.547446,12.672428,33.621431,0.000000,6.369061,365.590529,30.656971,0.000000,0.000000,0.000000,42.186473,0.000000,59.163821,116.683092,52.115693,0.000000,0.000000,122.319536,0.000000,361.207598,139.245073,13.885375,0.000000,0.000000,0.000000,1.969562,0.000000,42.684785,0.000000,15.943209,0.000000,0.000000,91.188559,2.466768,0.000000,0.000000,0.738799,80.886355,0.000000,0.000000,1.059272,4.151343,0.000000,0.007006,0.79,0.000000,1.57,0.000000,0.73,2.30,2.594590,0.009579,0.000000,3.424857,1.88,16.591738,43.026274,306.717300,0.792042,4.116755,0.85,3.424858,0.000000,1.283457,0.24,3.395103,1.79,1.297295,0.904068,2.93,1.878456,5.85,1.691520,0.85,2.295032,2.700657,1.06,2.870752,0.000000,9.02,14.502010,142.618106,1.873758,0.000000,0.19,0.000000,5.137286,1.83,1.93,0,0,0,0,0

54,13:15-13:30,26.986192,0.000000,0.000000,45.895930,5.547446,12.672428,33.621431,0.000000,6.369061,367.510167,30.656971,0.000000,0.000000,0.000000,42.186473,0.000000,59.163821,116.683092,52.115693,0.000000,0.000000,122.319536,0.000000,392.145198,139.245073,13.885375,0.000000,0.000000,0.000000,1.969562,0.000000,42.684785,0.000000,15.943209,0.000000,0.000000,91.188559,2.466768,0.000000,0.000000,0.738799,80.886355,0.000000,0.000000,1.059272,4.151343,0.000000,0.007006,0.79,0.000000,1.57,0.000000,0.75,2.30,2.594590,0.009579,0.000000,3.424857,1.88,16.591738,43.026274,306.717300,0.792042,4.116755,0.85,3.424858,0.000000,1.283457,0.24,3.395103,1.79,1.297295,0.904068,2.93,1.878456,5.85,1.691520,0.85,2.295032,2.700657,1.06,2.870752,0.000000,9.02,14.502010,142.618106,1.873758,0.000000,0.19,0.000000,5.137286,1.83,1.93,0,0,0,0,0

