Block,Time,BSIUL,KISHANGANGA,NJPC,PARBATI3,RIHAND3,SINGRAULI_HYDRO,TALST2,UNCHAHAR2,UNCHAHAR4,URI2,ANTA_GF,DADRI_CRF,DHAULIGNGA,FSTPP I & II,KKNP,NNTPP,VALLURNTECL,DADRI_GF,CHAMERA2,JHAJJAR,KUDGI,NLCIIST2,SEWA2,TEHRI,TelanganaSTPP,AURY_CRF,DADRT2,KGSU3AND4,NLCTS2EXP,RSTPSU1TO6,UNCHAHAR3,ANTA_LF,AURY_LF,AURY_RF,CHAMERA3,DULHASTI,KGSU1AND2,KHSTPP-II,NAPP,NLCIIST1,RAPPB,SASAN,SIMHST2,URI,ANTA_RF,DADRI_LF,KHSTPP-I,KOLDAM,MAPS,NLCEXP,RIHAND1,SINGRAULI,TALA,TANAKPUR,CHAMERA1,NTPL,RAMPUR,RAPPC,RSTPSU7,SALAL,SIMHST1,AURY_GF,DADRI_RF,BRBCL,KKNPPU2,KOTESHWR,RIHAND2,TANDA2,UNCHAHAR1,ANTA_CRF
8,01:45-02:00,0,0,93.56,0,124.32,0,0,42.4,0,31.9,0,0,27.48,20.8,0,0,0,0,9.46,474.31,0,0,0,31.13,0,0,341.57,0,0,0,0,0,0,68.96000000000001,9.68,49.43,0,98.87,41.01,0,0,418.77,0,50.79,28.35,0,44.92,0,0,0,46,102.75,10.26,13,0,0,0,51.64,0,79.38,0,0,83.3,15,0,8.87,118.76,0,20.56,0

9,02:00-02:15,0,0,93.56,0,124.32,0,0,42.4,0,10.76,0,0,27.48,20.8,0,0,0,0,9.46,474.31,0,0,0,31.13,0,0,341.57,0,0,0,0,0,0,65.16,9.68,49.43,0,98.87,41.01,0,0,418.77,0,13.25,28.35,0,44.92,0,0,0,46,102.75,10.26,13,0,0,0,51.64,0,79.38,0,0,83.3,15,0,8.87,118.76,0,20.56,0

10,02:15-02:30,0,0,85.23,0,124.32,0,0,42.4,0,9.42,0,0,27.48,20.8,0,0,0,0,9.46,474.31,0,0,0,31.13,0,0,341.57,0,0,0,0,0,0,65.16,9.68,49.43,0,98.87,41.01,0,0,418.77,0,11.04,28.35,0,44.92,0,0,0,46,102.75,10.26,13,0,0,0,51.64,0,79.38,0,0,83.3,15,0,8.87,118.76,0,20.56,0

11,02:30-02:45,0,0,85.23,0,124.32,0,0,42.4,0,9.42,0,0,27.48,20.8,0,0,0,0,9.46,474.31,0,0,0,15.56,0,0,341.57,0,0,0,0,0,0,65.16,9.68,49.43,0,93.36,41.01,0,0,418.77,0,11.04,28.35,0,44.92,0,0,0,46,102.75,10.26,13,0,0,0,51.64,0,79.38,0,0,83.3,15,0,8.87,118.76,0,20.56,0

12,02:45-03:00,0,0,85.23,0,124.32,0,0,42.4,0,9.42,0,0,27.48,20.8,0,0,0,0,9.46,474.31,0,0,0,15.56,0,0,341.57,0,0,0,0,0,0,65.16,9.68,49.43,0,93.36,41.01,0,0,418.77,0,11.04,28.35,0,44.92,0,0,0,46,102.75,10.26,13,0,0,0,51.64,0,79.38,0,0,83.3,15,0,8.87,118.76,0,20.56,0

13,03:00-03:15,0,0,85.23,0,124.32,0,0,42.4,0,9.42,0,0,27.48,20.8,0,0,0,0,9.46,474.31,0,0,0,15.56,0,0,341.57,0,0,0,0,0,0,65.16,9.68,49.43,0,93.36,41.01,0,0,418.77,0,11.04,28.35,0,44.92,0,0,0,46,102.75,10.26,11.53,0,0,0,51.64,0,79.38,0,0,83.3,15,0,8.87,118.76,0,20.56,0

14,03:15-03:30,0,0,85.23,0,124.32,0,0,42.4,0,9.42,0,0,27.48,20.8,0,0,0,0,9.46,474.31,0,0,0,15.56,0,0,341.57,0,0,0,0,0,0,65.16,9.68,49.43,0,93.36,41.01,0,0,418.77,0,11.04,28.35,0,44.92,0,0,0,46,102.75,10.26,11.53,0,0,0,51.64,0,79.38,0,0,83.3,15,0,8.87,118.76,0,20.56,0

15,03:30-03:45,0,0,85.23,0,124.32,0,0,42.4,0,9.42,0,0,27.48,20.8,0,0,0,0,9.46,474.31,0,0,0,15.56,0,0,341.57,0,0,0,0,0,0,65.16,9.68,49.43,0,93.36,41.01,0,0,418.77,0,11.04,28.35,0,44.92,0,0,0,46,117.75,10.11,11.53,0,0,0,51.64,0,51.13,0,0,83.3,15,0,8.87,118.76,0,20.56,0

16,03:45-04:00,0,0,85.23,0,124.32,0,0,42.4,0,9.42,0,0,27.48,20.8,0,0,0,0,9.46,474.31,0,0,0,15.56,0,0,341.57,0,0,0,0,0,0,65.16,9.68,49.43,0,93.36,41.01,0,0,418.77,0,11.04,28.35,0,44.92,0,0,0,46,118.5,10.11,11.53,11.85,0,0,51.64,0,51.13,0,0,83.3,15,0,8.87,118.76,0,20.56,0

17,04:00-04:15,0,0,85.23,0,124.32,0,0,42.4,0,9.42,0,0,27.48,20.8,0,0,0,0,9.46,474.31,0,0,0,15.56,0,0,341.57,0,0,0,0,0,0,65.16,9.68,49.43,0,93.36,41.01,0,0,418.77,0,11.04,28.35,0,44.92,0,0,0,46,120.75,10.11,11.53,11.85,0,0,51.64,0,51.13,0,0,83.3,15,0,8.87,118.76,0,20.56,0

18,04:15-04:30,0,0,85.23,0,124.32,0,0,42.4,0,9.42,0,0,27.48,20.8,0,0,0,0,9.46,474.31,0,0,0,15.56,0,0,341.57,0,0,0,0,0,0,65.16,9.68,49.43,0,93.36,41.01,0,0,418.77,0,11.04,28.35,0,44.92,0,0,0,46,123,10.11,11.53,11.85,0,0,51.64,0,51.13,0,0,83.3,15,0,8.87,118.76,0,20.56,0

19,04:30-04:45,0,0,85.23,0,124.32,0,0,42.4,0,9.42,0,0,27.48,20.8,0,0,0,0,9.46,474.31,0,0,0,15.56,0,0,341.57,0,0,0,0,0,0,65.16,9.68,49.43,0,93.36,41.01,0,0,418.77,0,11.04,28.35,0,44.92,0,0,0,46,123,10.29,11.53,14.05,0,0,51.64,0,51.13,0,0,83.3,15,0,8.87,118.76,0,20.56,0

20,04:45-05:00,0,0,85.23,0,124.32,0,0,42.4,0,9.42,0,0,27.48,20.8,0,0,0,0,9.46,474.31,0,0,0,15.3,0,0,341.57,0,0,0,0,0,0,65.16,9.68,49.43,0,93.36,41.01,0,0,418.77,0,11.04,28.35,0,44.92,0,0,0,46,125.25,10.21,11.53,14.05,0,0,51.64,0,51.13,0,0,83.3,15,0,8.87,118.76,0,20.56,0

21,05:00-05:15,1.1,0,85.23,0,124.32,0,0,42.4,0,9.42,0,0,27.48,20.8,0,0,0,0,9.46,474.31,0,0,0,29.87,0,0,341.57,0,0,0,0,0,0,64.06,9.68,49.43,0,93.36,41.01,0,0,418.77,0,13.25,28.35,0,44.92,0,0,0,46,127.5,9.97,11.53,14.05,0,0,51.64,0,51.13,0,0,83.3,15,0,8.87,118.76,0,20.56,0

22,05:15-05:30,6.52,0,116.95,3.56,124.32,0,0,42.4,0,9.42,0,0,27.48,20.8,0,0,0,0,9.46,474.31,0,0,0,29.87,0,0,341.57,0,0,0,0,0,0,64.06,9.68,49.43,0,93.36,41.01,0,0,418.77,0,50.79,28.35,0,44.92,0,0,0,46,129.75,9.67,11.53,14.05,0,0,51.64,0,51.13,0,0,83.3,15,0,8.87,118.76,0,20.56,0

23,05:30-05:45,6.52,0,116.95,6.36,124.32,0,0,42.4,0,9.42,0,0,27.48,20.8,0,0,0,0,15.99,474.31,0,0,0,29.87,0,0,341.57,0,0,0,0,0,0,64.06,9.68,49.43,0,93.36,41.01,0,0,405,0,50.79,28.35,0,44.92,0,0,0,46,129.75,9.31,11.53,14.05,0,0,51.64,0,51.13,0,0,83.3,15,0,17.75,118.76,0,20.56,0

24,05:45-06:00,6.52,0,116.95,33.1,124.32,0,0,42.4,0,9.42,0,0,27.48,20.8,0,0,0,0,15.99,474.31,0,0,0,29.87,0,0,341.57,0,0,0,0,0,0,64.06,19.36,49.43,0,93.36,41.01,0,0,405,0,13.25,28.35,0,44.92,0,0,0,46,132,9,11.53,14.05,0,0,51.64,0,51.13,0,0,83.3,15,0,26.62,118.76,0,20.56,0

25,06:00-06:15,19.56,0,140.34,49.01,124.32,0,0,42.4,0,9.42,0,0,37.65,20.8,0,0,0,0,40.79,474.31,0,0,0,29.87,0,0,341.57,0,0,0,0,0,0,64.06,30.56,49.93,0,93.36,41.01,0,0,405,0,11.04,27.3,0,44.92,0,0,0,46,134.25,8.73,11.53,14.05,0,0,51.64,0,51.13,0,0,83.3,15,0,39.44,118.76,0,20.56,0

26,06:15-06:30,19.56,0,140.34,49.01,124.32,0,0,42.4,0,9.42,0,0,37.65,20.8,0,0,0,0,40.79,474.31,0,0,0,29.87,0,0,341.57,0,0,0,0,0,0,64.06,30.56,49.93,0,93.36,41.01,0,0,405,0,11.04,27.3,0,44.92,0,0,0,46,135.75,8.61,11.53,13.43,0,0,51.64,0,51.13,0,0,83.3,15,0,39.44,118.76,0,20.56,0

27,06:30-06:45,19.56,0,140.34,49.01,124.32,0,0,42.4,0,9.42,0,0,37.65,20.8,0,0,0,0,40.79,474.31,0,0,0,29.87,0,0,341.57,0,0,0,0,0,0,64.06,30.56,49.93,0,93.36,41.01,0,0,405,0,11.04,27.3,0,44.92,0,0,0,46,135.75,8.61,11.53,0,0,0,51.64,0,51.13,0,0,83.3,15,0,39.44,118.76,0,20.56,0

28,06:45-07:00,19.56,0,140.34,49.01,124.32,0,0,42.4,0,9.42,0,0,37.65,20.8,0,0,0,0,40.79,474.31,0,0,0,14.93,0,0,341.57,0,0,0,0,0,0,64.06,30.56,49.93,0,93.36,41.01,0,0,405,0,11.04,27.3,0,44.92,0,0,0,46,135.75,8.61,11.53,0,0,0,51.64,0,51.13,0,0,83.3,15,0,39.44,118.76,0,20.56,0

29,07:00-07:15,6.52,0,116.95,49.01,124.32,0,0,42.4,0,9.42,0,0,27.48,20.8,0,0,0,0,20,474.31,0,0,0,0,0,0,341.57,0,0,0,0,0,0,64.06,19.36,49.43,0,93.36,41.01,0,0,405,0,11.04,27.3,0,44.92,0,0,0,46,135.75,8.84,11.53,0,0,0,51.64,0,51.13,0,0,83.3,15,0,19.72,118.76,0,20.56,0

30,07:15-07:30,6.52,0,86.84,6.36,124.32,0,0,42.4,0,9.42,0,0,27.48,20.8,0,0,0,0,20,474.31,0,0,0,0,0,0,341.57,0,0,0,0,0,0,62.98,9.68,49.43,0,93.36,41.01,0,0,405,0,11.04,27.3,0,44.92,0,0,0,46,135.75,8.88,11.53,0,0,0,51.64,0,51.13,0,0,83.3,15,0,8.87,118.76,0,20.56,0

31,07:30-07:45,6.52,0,85.23,3.56,124.32,0,0,42.4,0,9.42,0,0,27.48,20.8,0,0,0,0,9.99,474.31,0,0,0,0,0,0,341.57,0,0,0,0,0,0,62.98,9.68,49.43,0,93.36,41.01,0,0,405,0,13.25,27.3,0,44.92,0,0,0,46,135.75,3.5,11.53,0,0,0,51.64,0,51.13,0,0,83.3,15,0,8.87,118.76,0,20.56,0

32,07:45-08:00,6.52,0,85.23,3.56,124.32,0,0,42.4,0,9.42,0,0,27.48,20.8,0,0,0,0,9.99,474.31,0,0,0,0,0,0,341.57,0,0,0,0,0,0,62.98,9.68,49.43,0,93.36,41.01,0,0,405,0,16.56,27.3,0,44.92,0,0,0,46,135.75,3.5,11.53,0,0,0,51.64,0,51.13,0,0,83.3,15,0,8.87,118.76,0,20.56,0

33,08:00-08:15,6.52,0,85.23,3.56,124.32,0,0,42.4,0,9.42,0,0,27.48,20.8,0,0,0,0,9.99,424.31,0,0,0,0,0,0,341.57,0,0,0,0,0,0,62.98,9.68,49.43,0,93.36,41.01,0,0,405,0,50.79,27.3,0,44.92,0,0,0,46,135.75,3.59,11.53,0,0,0,51.64,0,53.45,0,0,83.3,15,0,8.87,118.76,0,20.56,0

34,08:15-08:30,6.52,0,85.23,3.56,124.32,0,0,42.4,0,9.42,0,0,27.48,20.8,0,0,0,0,9.99,424.31,0,0,0,0,0,0,341.57,0,0,0,0,0,0,62.98,9.68,49.43,0,93.36,41.01,0,0,405,0,50.79,27.3,0,44.92,0,0,0,46,135.75,3.59,11.53,0,0,0,51.64,0,53.45,0,0,83.3,15,0,8.87,118.76,0,20.56,0

35,08:30-08:45,6.52,0,85.23,3.56,124.32,0,0,42.4,0,9.42,0,0,18.27,20.8,0,0,0,0,9.99,424.31,0,0,0,0,0,0,341.57,0,0,0,0,0,0,62.98,9.68,49.43,0,93.36,41.01,0,0,405,0,16.56,27.3,0,44.92,0,0,0,46,135.75,9.08,11.53,0,0,0,51.64,0,53.45,0,0,83.3,15,0,8.87,118.76,0,20.56,0

36,08:45-09:00,6.52,0,85.23,3.56,124.32,0,0,42.4,0,9.42,0,0,18.27,20.8,0,0,0,0,9.99,424.31,0,0,0,0,0,0,341.57,0,0,0,0,0,0,62.98,9.68,49.43,0,93.36,41.01,0,0,405,0,13.25,27.3,0,44.92,0,0,0,46,135.75,9.23,11.53,0,0,0,51.64,0,53.45,0,0,83.3,15,0,8.87,118.76,0,20.56,0

37,09:00-09:15,6.52,0,85.23,14,124.32,0,0,42.4,0,9.42,0,0,18.27,20.8,0,0,0,0,9.99,424.31,0,0,0,0,0,0,341.57,0,0,0,0,0,0,62.98,9.68,49.43,0,93.36,41.01,0,0,405,0,13.25,27.3,0,44.92,0,0,0,46,135.75,10.02,11.53,0,0,0,51.64,0,53.45,0,0,83.3,15,0,8.87,118.76,0,20.56,0

38,09:15-09:30,6.52,0,85.23,14,124.32,0,0,42.4,0,9.42,0,0,18.27,20.8,0,0,0,0,9.99,424.31,0,0,0,0,0,0,341.57,0,0,0,0,0,0,62.98,9.68,49.43,0,93.36,41.01,0,0,405,0,13.25,27.3,0,44.92,0,0,0,46,135.75,10.02,11.53,0,0,0,51.64,0,53.45,0,0,83.3,15,0,8.87,118.76,0,20.56,0

39,09:30-09:45,6.52,0,85.23,14,124.32,0,0,42.4,0,9.42,0,0,18.27,20.8,0,0,0,0,9.99,424.31,0,0,0,0,0,0,341.57,0,0,0,0,0,0,62.98,9.68,49.43,0,93.36,41.01,0,0,405,0,13.25,27.3,0,44.92,0,0,0,46,135.75,10.02,11.53,0,0,0,51.64,0,53.45,0,0,83.3,15,0,8.87,118.76,0,20.56,0

40,09:45-10:00,6.52,0,85.23,14,124.32,0,0,42.4,0,9.42,0,0,18.27,20.8,0,0,0,0,9.99,424.31,0,0,0,0,0,0,341.57,0,0,0,0,0,0,62.98,9.68,49.43,0,93.36,41.01,0,0,405,0,13.25,27.3,0,44.92,0,0,0,46,135.75,10.02,11.53,0,0,0,51.64,0,53.45,0,0,83.3,15,0,8.87,118.76,0,20.56,0

41,10:00-10:15,6.52,0,70.17,0,124.32,0,0,42.4,0,31.9,0,0,18.27,20.8,0,0,0,0,9.99,424.31,0,0,0,0,0,0,341.57,0,0,0,0,0,0,62.98,9.68,49.43,0,93.36,41.01,0,0,405,0,11.04,27.09,0,44.92,0,0,0,46,135.75,10.02,11.53,0,0,0,51.64,0,53.45,0,0,83.3,15,0,8.87,118.76,0,20.56,0

42,10:15-10:30,6.52,0,70.17,0,124.32,0,0,42.4,0,31.9,0,0,18.27,20.8,0,0,0,0,9.99,424.31,0,0,0,0,0,0,341.57,0,0,0,0,0,0,62.98,9.68,49.43,0,93.36,41.01,0,0,405,0,11.04,27.09,0,44.92,0,0,0,46,135.75,10.02,11.53,0,0,0,51.64,0,53.45,0,0,83.3,15,0,8.87,118.76,0,20.56,0

43,10:30-10:45,6.52,0,70.17,0,124.32,0,0,42.4,0,31.9,0,0,18.27,20.8,0,0,0,0,9.99,424.31,0,0,0,0,0,0,341.57,0,0,0,0,0,0,62.98,9.68,49.43,0,93.36,41.01,0,0,405,0,50.79,27.09,0,44.92,0,0,0,46,135.75,10.61,11.53,0,0,0,51.64,0,39.51,0,0,83.3,15,0,8.87,118.76,0,20.56,0

44,10:45-11:00,6.52,0,70.17,0,124.32,0,0,42.4,0,31.9,0,0,18.27,20.8,0,0,0,0,9.99,424.31,0,0,0,0,0,0,341.57,0,0,0,0,0,0,62.98,9.68,49.43,0,93.36,41.01,0,0,405,0,50.79,27.09,0,44.92,0,0,0,46,135.75,10.61,11.53,0,0,0,51.64,0,39.51,0,0,83.3,15,0,8.87,118.76,0,20.56,0

45,11:00-11:15,6.52,0,70.17,0,124.32,0,0,42.4,0,31.9,0,0,18.27,20.8,0,0,0,0,9.99,424.31,0,0,0,0,0,0,341.57,0,0,0,0,0,0,62.98,9.68,49.43,0,93.36,41.01,0,0,405,0,11.04,27.09,0,44.92,0,0,0,46,135.75,10.61,11.53,0,0,0,51.64,0,39.51,0,0,83.3,15,0,8.87,118.76,0,20.56,0

46,11:15-11:30,6.52,0,70.17,0,124.32,0,0,42.4,0,31.9,0,0,18.27,20.8,0,0,0,0,9.99,424.31,0,0,0,0,0,0,341.57,0,0,0,0,0,0,62.98,9.68,49.43,0,93.36,41.01,0,0,405,0,11.04,27.09,0,44.92,0,0,0,46,135.75,10.61,11.53,0,0,0,51.64,0,39.51,0,0,83.3,15,0,8.87,118.76,0,20.56,0

47,11:30-11:45,6.52,0,70.17,0,124.32,0,0,42.4,0,9.42,0,0,18.27,20.8,0,0,0,0,9.99,424.31,0,0,0,0,0,0,341.57,0,0,0,0,0,0,62.98,9.68,49.43,0,93.36,41.01,0,0,405,0,11.04,27.09,0,44.92,0,0,0,46,135.75,10.61,11.53,0,0,0,51.64,0,39.51,0,0,83.3,15,0,8.87,118.76,0,20.56,0

48,11:45-12:00,0,0,70.17,0,124.32,0,0,42.4,0,9.42,0,0,18.27,20.8,0,0,0,0,9.99,424.31,0,0,0,0,0,0,341.57,0,0,0,0,0,0,62.98,9.68,49.43,0,93.36,41.01,0,0,405,0,11.04,27.09,0,44.92,0,0,0,46,135.75,10.61,11.53,0,0,0,51.64,0,39.51,0,0,83.3,15,0,8.87,118.76,0,20.56,0

49,12:00-12:15,0,0,93.56,0,124.32,0,0,42.4,0,9.42,0,0,18.27,20.8,0,0,0,0,11.33,424.31,0,0,0,0,0,0,341.57,0,0,0,0,0,0,62.98,9.68,49.43,0,93.36,41.01,0,0,405,0,13.25,26.78,0,44.92,0,0,0,46,135.75,10.61,11.53,0,0,0,51.64,0,39.51,0,0,83.3,15,0,8.87,118.76,0,20.56,0

50,12:15-12:30,0,0,104.17,0,124.32,0,0,42.4,0,9.42,0,0,18.27,20.8,0,0,0,0,11.33,424.31,0,0,0,0,0,0,341.57,0,0,0,0,0,0,62.98,9.68,49.43,0,93.36,41.01,0,0,405,0,13.25,26.78,0,44.92,0,0,0,46,135.75,10.61,11.53,0,0,0,51.64,0,39.51,0,0,83.3,15,0,8.87,118.76,0,20.56,0

51,12:30-12:45,0,0,104.17,0,124.32,0,0,42.4,0,9.42,0,0,18.27,20.8,0,0,0,0,11.33,424.31,0,0,0,0,0,0,341.57,0,0,0,0,0,0,62.98,9.68,49.43,0,93.36,41.01,0,0,405,0,13.25,26.78,0,44.92,0,0,0,46,135.75,10.61,11.53,0,0,0,51.64,0,39.51,0,0,83.3,15,0,8.87,118.76,0,20.56,0

52,12:45-13:00,0,0,104.17,0,124.32,0,0,42.4,0,9.42,0,0,18.27,20.8,0,0,0,0,11.33,424.31,0,0,0,0,0,0,341.57,0,0,0,0,0,0,62.98,9.68,49.43,0,93.36,41.01,0,0,405,0,13.25,26.78,0,44.92,0,0,0,46,135.75,10.61,11.53,0,0,0,51.64,0,39.51,0,0,83.3,15,0,8.87,118.76,0,20.56,0

53,13:00-13:15,0,0,104.17,0,124.32,0,0,42.4,0,9.42,0,0,18.27,20.8,0,0,0,0,11.33,424.31,0,0,0,0,0,0,341.57,0,0,0,0,0,0,62.98,9.68,49.43,0,93.36,41.01,0,0,405,0,11.04,26.78,0,44.92,0,0,0,46,135.75,10.61,11.53,0,0,0,51.64,0,39.51,0,0,83.3,15,0,8.87,118.76,0,20.56,0

54,13:15-13:30,0,0,104.17,0,124.32,0,0,42.4,0,9.42,0,0,18.27,20.8,0,0,0,0,11.33,424.31,0,0,0,0,0,0,341.57,0,0,0,0,0,0,62.98,9.68,49.43,0,93.36,41.01,0,0,405,0,11.04,26.78,0,44.92,0,0,0,46,135.75,10.61,11.53,0,0,0,51.64,0,39.51,0,0,83.3,15,0,8.87,118.76,0,20.56,0

55,13:30-13:45,0,0,104.17,0,124.32,0,0,42.4,0,9.42,0,0,18.27,20.8,0,0,0,0,11.33,424.31,0,0,0,0,0,0,341.57,0,0,0,0,0,0,62.98,9.68,49.43,0,98.87,41.01,0,0,405,0,11.04,26.78,0,44.92,0,0,0,46,135.75,10.61,11.53,0,0,0,51.64,0,51.13,0,0,83.3,15,0,8.87,118.76,0,20.56,0

56,13:45-14:00,0,0,104.17,0,124.32,0,0,42.4,0,9.42,0,0,18.27,20.8,0,0,0,0,11.33,424.31,0,0,0,0,0,0,341.57,0,0,0,0,0,0,62.98,9.68,49.43,0,98.87,41.01,0,0,405,0,11.04,26.78,0,44.92,0,0,0,46,135.75,10.61,11.53,0,0,0,51.64,0,51.13,0,0,83.3,15,0,8.87,118.76,0,20.56,0

57,14:00-14:15,0,0,104.17,0,124.32,0,0,42.4,0,9.42,0,0,18.27,20.8,0,0,0,0,11.33,424.31,0,0,0,0,0,0,341.57,0,0,0,0,0,0,62.98,9.68,49.43,0,98.87,41.01,0,0,405,0,15.45,26.78,0,44.92,0,0,0,46,135.75,10.61,11.53,0,0,0,51.64,0,51.13,0,0,83.3,15,0,8.87,118.76,0,20.56,0

58,14:15-14:30,0,0,104.17,0,124.32,0,0,42.4,0,9.42,0,0,18.27,20.8,0,0,0,0,11.33,424.31,0,0,0,0,0,0,341.57,0,0,0,0,0,0,62.98,9.68,49.43,0,98.87,41.01,0,0,405,0,15.45,26.78,0,44.92,0,0,0,46,135.75,10.61,11.53,0,0,0,51.64,0,51.13,0,0,83.3,15,0,8.87,118.76,0,20.56,0

59,14:30-14:45,0,0,104.17,0,124.32,0,0,42.4,0,9.42,0,0,18.27,20.8,0,0,0,0,11.33,424.31,0,0,0,0,0,0,341.57,0,0,0,0,0,0,62.98,9.68,49.43,0,98.87,41.01,0,0,405,0,15.45,26.78,0,44.92,0,0,0,46,135.75,11.31,11.53,0,0,0,51.64,0,51.13,0,0,83.3,15,0,8.87,118.76,0,20.56,0

60,14:45-15:00,0,0,104.17,0,124.32,0,0,42.4,0,9.42,0,0,18.27,20.8,0,0,0,0,11.33,424.31,0,0,0,14.93,0,0,341.57,0,0,0,0,0,0,62.98,9.68,49.43,0,98.87,41.01,0,0,405,0,15.45,26.78,0,44.92,0,0,0,46,135.75,11.31,11.53,0,0,0,51.64,0,51.13,0,0,83.3,15,0,8.87,118.76,0,20.56,0

61,15:00-15:15,0,0,93.56,0,124.32,0,0,42.4,0,9.42,0,0,18.27,20.8,0,0,0,0,11.33,424.31,0,0,0,15.56,0,0,341.57,0,0,0,0,0,0,62.98,9.68,49.43,0,98.87,41.01,0,0,405,0,15.45,26.78,0,44.92,0,0,0,46,135.75,11.31,11.53,0,0,0,51.64,0,51.13,0,0,83.3,15,0,8.87,118.76,0,20.56,0

62,15:15-15:30,0,0,70.17,0,124.32,0,0,42.4,0,9.42,0,0,18.27,20.8,0,0,0,0,11.33,424.31,0,0,0,15.56,0,0,341.57,0,0,0,0,0,0,62.98,9.68,49.43,0,98.87,41.01,0,0,405,0,15.45,26.78,0,44.92,0,0,0,46,135.75,11.31,11.53,0,0,0,51.64,0,51.13,0,0,83.3,15,0,8.87,118.76,0,20.56,0

