Block,Time,LT_MEJA_Delhi,L_NR_2012_07,LT-36,LT-35,LT-31,L_NR_2012_04,L_NR_2023_04,L_NR_2012_02,L_NR_2019_19,L_NR_2019_11,SH-07,L_NR_2012_01,LT-05,SH-06,L_NR_2020_02,LT-59,L_NR_2021_17,L_NR_2021_12,L_NR_2022_09,L_NR_2019_05,L_NR_2021_14,L_NR_2021_15,L_NR_2022_08,L_NR_2020_06,L_NR_2019_07,L_NR_2021_13,L_NR_2019_06,L_NR_2021_16,L_NR_2018_61,L_NR_2020_07,L_NR_2022_10,L_NR_2020_05
15,03:30-03:45,2.320000,63.430000,0.000000,0.000000,0.000000,272.020000,0.000000,201.540000,0.000000,6.380000,0.000000,101.310000,70.570000,0.000000,6.420000,5.830000,0,0,54.24,0,0,0,15.3,20.43,0,0,0,0,17.07,20.43,54.24,61.28

16,03:45-04:00,2.320000,63.430000,0.000000,0.000000,0.000000,272.020000,0.000000,201.540000,0.000000,6.380000,0.000000,101.310000,70.570000,0.000000,6.420000,5.830000,0,0,52.63,0,0,0,14.65,20.36,0,0,0,0,16.86,20.37,52.63,61.1

17,04:00-04:15,2.320000,63.430000,0.000000,0.000000,0.000000,272.020000,0.000000,201.540000,0.000000,6.380000,0.000000,101.310000,94.850000,0.000000,6.230000,5.830000,0,0,51.46,0,0,0,15.58,19.78,0,0,0,0,16.75,19.8,51.46,59.35

18,04:15-04:30,2.320000,63.430000,0.000000,0.000000,0.000000,272.020000,0.000000,201.540000,0.000000,6.380000,0.000000,101.310000,70.570000,0.000000,6.230000,5.830000,0,0,49.56,0,0,0,15.35,19.15,0,0,0,0,16.53,19.16,49.56,57.46

19,04:30-04:45,2.320000,63.430000,0.000000,0.000000,0.000000,272.020000,0.000000,201.540000,0.000000,6.380000,0.000000,101.310000,116.100000,0.000000,6.230000,5.830000,0,0,47.97,0,0,0,14.51,18.37,0,0,0,0,16.43,18.38,47.97,55.12

20,04:45-05:00,2.320000,63.430000,0.000000,0.000000,0.000000,272.020000,0.000000,201.540000,0.000000,6.380000,0.000000,101.310000,116.100000,0.000000,6.230000,5.830000,0,0,46.17,0,0,0,13.36,18.86,0,0,0,0,21.3,18.86,46.17,56.57

21,05:00-05:15,2.320000,63.430000,0.000000,0.000000,0.000000,272.020000,0.000000,201.540000,0.000000,6.230000,0.000000,101.310000,116.100000,0.000000,6.230000,5.680000,0,0,45.52,0,0,0,13.96,18.71,0,0,0,0,20.8,18.72,45.52,56.14

22,05:15-05:30,2.320000,63.430000,0.000000,0.000000,0.000000,272.020000,0.000000,201.540000,0.000000,6.230000,0.000000,101.310000,94.850000,0.000000,6.230000,5.680000,0,0,45.01,0,0,0,13.51,18.41,0,0,0,0,20.29,18.43,45.01,55.24

23,05:30-05:45,2.320000,63.430000,0.000000,0.000000,0.000000,272.020000,0.000000,201.540000,1.660000,6.230000,0.000000,101.310000,116.100000,0.000000,6.230000,5.680000,0.16,0,44.44,0,0,0,13.19,17.79,0,0,0,0.32,31.14,17.78,44.44,53.36

24,05:45-06:00,2.320000,63.430000,0.000000,0.000000,0.000000,272.020000,0.000000,201.540000,6.130000,6.230000,0.000000,101.310000,116.100000,0.000000,6.230000,5.680000,0.79,0.06,43.91,0,0,0.36,12.86,17.29,0,0.01,0,1.58,29.94,17.29,43.91,51.87

25,06:00-06:15,2.320000,50.940000,0.000000,0.000000,0.000000,272.020000,0.000000,201.540000,9.910000,6.230000,0.000000,46.430000,107.560000,0.000000,6.140000,5.680000,2.09,2.74,37.1,14.54,0.03,0.79,9.31,17.33,1.45,0.55,11.48,4.18,29.03,17.34,37.1,51.99

26,06:15-06:30,2.320000,50.940000,0.130000,0.140000,0.150000,272.020000,0.000000,201.540000,14.070000,6.230000,0.000000,46.430000,99.030000,0.000000,6.140000,5.680000,3.67,7.42,37.19,23.88,0.03,2,9.35,17.44,4.02,1.48,20.14,7.33,28.44,17.44,37.19,52.33

27,06:30-06:45,2.320000,50.940000,0.380000,0.480000,0.430000,272.020000,0.000000,201.540000,19.370000,6.230000,0.000000,46.430000,94.850000,0.000000,6.140000,5.680000,5.6,13.12,37.3,33,1.32,3.32,9.37,17.65,11.64,2.62,30.41,11.21,28.07,17.64,37.3,52.94

28,06:45-07:00,2.320000,32.880000,0.890000,1.070000,0.950000,272.020000,0.000000,124.770000,26.290000,6.230000,0.000000,46.430000,70.570000,0.000000,6.140000,5.680000,7.97,20.18,37.77,31.73,3.89,5.11,9.42,17.7,17.99,4.04,31.73,15.94,28.26,17.71,37.77,53.11

29,07:00-07:15,2.320000,32.880000,1.560000,1.640000,1.420000,272.020000,0.000000,124.770000,34.030000,6.150000,0.000000,46.430000,70.570000,0.000000,6.140000,5.600000,10.6,30.32,39.02,27.23,7.61,7.34,9.43,17.82,26.99,6.06,27.23,21.21,27.46,17.82,39.02,53.46

30,07:15-07:30,2.320000,32.880000,2.270000,2.410000,2.300000,272.020000,0.000000,124.770000,42.370000,6.150000,0.000000,46.430000,70.570000,0.000000,6.140000,5.600000,13.27,43.22,39.59,27.15,12.68,9.99,9.53,18.25,27.15,8.64,27.15,26.54,26.32,18.24,39.59,54.74

31,07:30-07:45,2.320000,32.880000,3.350000,3.610000,3.410000,272.020000,0.000000,124.770000,50.850000,6.150000,0.000000,46.430000,70.570000,0.000000,6.140000,5.600000,16.07,58.45,40.29,27.15,18.96,12.8,9.83,19.35,27.15,11.69,27.15,32.15,24.64,19.34,40.29,58.03

32,07:45:08:00,2.320000,32.880000,4.510000,4.900000,4.610000,272.020000,0.000000,124.770000,59.330000,6.150000,0.000000,46.430000,70.570000,0.000000,6.140000,5.600000,19.07,77.94,38.65,27.15,26.09,15.57,10.14,20.6,27.15,15.59,27.15,38.14,23.33,20.6,38.65,61.81

33,08:00-08:15,2.320000,32.880000,5.980000,6.300000,6.050000,272.020000,0.000000,124.770000,66.990000,6.150000,0.000000,46.430000,70.570000,0.000000,6.140000,5.600000,24,95.93,39.85,32.33,34,23,10.83,14.13,32.34,19.18,32.33,48,21.68,14.13,39.85,42.38

34,08:15-08:30,2.320000,32.880000,7.300000,7.580000,7.370000,272.020000,0.000000,124.770000,73.960000,6.150000,0.000000,46.430000,70.570000,0.000000,6.140000,5.600000,26,114.12,41.06,32.33,42.63,26.83,11.12,14.44,32.34,22.82,32.33,52,20.26,14.42,41.06,43.31

35,08:30-08:45,2.320000,32.880000,8.310000,8.940000,8.690000,272.020000,0.000000,124.770000,81.630000,6.150000,0.000000,46.430000,70.570000,0.000000,6.140000,5.600000,29.33,132.07,42.55,32.33,48.94,30.2,12.09,14.71,32.34,26.41,32.33,58.67,19.37,14.73,42.55,44.14

36,08:45:09:00,2.320000,32.880000,9.090000,9.780000,9.410000,272.020000,0.000000,124.770000,89.900000,6.150000,0.000000,46.430000,70.570000,0.000000,6.140000,5.600000,34.66,149.4,44.32,32.33,56.51,33,12.49,15.02,32.34,29.88,32.33,69.34,18.78,15.03,44.32,45.07

37,09:00:09:15,2.320000,32.880000,10.030000,9.790000,9.790000,272.020000,0.000000,124.770000,97.160000,6.150000,0.000000,46.430000,70.570000,0.000000,6.040000,5.450000,37,165.78,46.21,32.33,62.63,35.45,12.86,15.43,32.34,33.16,32.33,74,25.08,15.44,46.21,46.3

38,09:15-09:30,2.320000,32.880000,10.110000,9.860000,9.860000,272.020000,0.000000,124.770000,102.680000,6.150000,0.000000,46.430000,70.570000,0.000000,6.040000,5.450000,39.33,181.1,48.2,32.33,69.11,37.47,13.21,15.91,32.34,36.22,32.33,78.67,24.48,15.91,48.2,47.72

39,09:30-09:45,2.320000,32.880000,10.310000,10.060000,10.060000,272.020000,0.000000,124.770000,107.140000,5.920000,0.000000,46.430000,66.400000,0.000000,6.040000,5.450000,41.66,195.7,50.33,32.33,74.87,42.44,13.56,16.62,32.34,39.14,32.33,83.34,24.06,16.63,50.33,49.87

40,09:45-10:00,2.320000,32.880000,10.330000,10.080000,10.080000,272.020000,0.000000,166.060000,111.210000,5.920000,0.000000,46.430000,66.400000,0.000000,6.040000,5.450000,44.33,208.89,53.16,32.33,79.88,44.92,13.82,17.33,32.34,41.78,32.33,88.67,23.08,17.34,53.16,52

41,10:00-10:15,2.320000,32.880000,10.330000,10.080000,10.080000,272.020000,0.000000,166.060000,114.210000,5.920000,0.000000,46.430000,94.850000,0.000000,6.040000,5.450000,46,220.83,55.62,32.33,84.73,46.58,15.99,17.99,32.34,44.17,32.33,92,21.68,17.98,55.62,53.97

42,10:15-10:30,2.320000,50.940000,10.330000,10.080000,10.080000,272.020000,0.000000,166.060000,116.030000,5.920000,0.000000,46.430000,116.100000,0.000000,6.040000,5.450000,47.33,231.36,57.85,32.33,89.26,47.37,17.44,18.71,32.34,46.27,32.33,94.67,11.5,18.71,57.85,56.13

43,10:30-10:45,2.320000,50.940000,10.330000,10.080000,10.080000,272.020000,0.000000,166.060000,118.590000,5.920000,0.000000,46.430000,116.100000,0.000000,6.040000,5.450000,47,241.12,60.49,32.33,92.35,47.88,18.37,19.5,32.34,48.22,32.33,94,11.27,19.49,60.49,58.49

44,10:45-11:00,2.320000,50.940000,10.330000,10.080000,10.080000,272.020000,0.000000,166.060000,121.850000,5.920000,0.000000,46.430000,116.100000,0.000000,6.040000,5.450000,47,230.77,62.2,32.33,93.87,48.13,18.58,20.41,32.34,46.16,32.33,94,11.02,20.41,62.2,61.24

45,11:00-11:15,2.320000,50.940000,10.330000,10.080000,10.080000,272.020000,0.000000,226.250000,124.430000,5.920000,0.000000,46.430000,116.100000,0.000000,6.040000,5.450000,46.66,232.75,64.57,32.67,94.95,50,18.57,21.43,32.66,46.55,32.67,93.34,10.6,21.42,64.57,64.29

46,11:15-11:30,2.320000,50.940000,10.330000,10.080000,10.080000,272.020000,0.000000,226.250000,125.990000,5.920000,0.000000,46.430000,116.100000,0.000000,6.040000,5.450000,46.66,233.54,66.99,32.67,95.51,50,18.96,22.55,32.66,46.71,32.67,93.34,10.14,22.53,66.99,67.64

47,11:30-11:45,2.320000,50.940000,10.330000,10.080000,10.080000,272.020000,0.000000,226.250000,127.420000,5.920000,0.000000,46.430000,116.100000,0.000000,6.040000,5.450000,46.33,233.54,67.59,32.67,95.58,50,19.22,23.71,32.66,46.71,32.67,92.67,9.72,23.71,67.59,71.12

48,11:45-12:00,2.320000,50.940000,10.320000,10.070000,10.070000,272.020000,0.000000,226.250000,128.200000,5.920000,0.000000,46.430000,116.100000,0.000000,6.040000,5.450000,46.33,233.54,69.33,32.67,95.56,50,26.78,33.41,32.66,46.71,32.67,92.67,9.32,33.41,69.33,100.22

49,12:00-12:15,3.120000,74.750000,10.320000,10.070000,10.070000,272.020000,0.000000,226.250000,126.100000,6.000000,0.000000,46.430000,116.100000,0.000000,6.140000,5.450000,46,233.61,70.13,32.67,95.55,50,26.78,33.77,32.66,46.72,32.67,92,9.4,33.79,70.13,101.32

50,12:15-12:30,3.120000,74.750000,10.330000,10.080000,10.080000,272.020000,0.000000,226.250000,121.030000,6.000000,0.000000,46.430000,116.100000,0.000000,6.140000,5.450000,46,233.55,71.27,32.67,95.58,50,26.89,34.33,32.66,46.71,32.67,92,9.31,34.33,71.27,102.99

51,12:30-12:45,3.120000,74.750000,10.330000,10.080000,10.080000,272.020000,0.000000,226.250000,121.450000,6.000000,0.000000,46.430000,116.100000,0.000000,6.140000,5.450000,46.33,234.08,71.75,32.67,95.56,50,27.22,34.59,32.66,46.82,32.67,92.67,10.1,34.59,71.75,103.77

52,12:45-13:00,3.120000,74.750000,10.320000,10.070000,10.070000,272.020000,0.000000,226.250000,123.770000,6.000000,0.000000,46.430000,116.100000,0.000000,6.140000,5.450000,46.66,233.54,71.39,32.67,95.53,50,27.23,35.11,32.66,46.71,32.67,93.34,9.88,35.11,71.39,105.32

53,13:00-13:15,3.120000,56.700000,10.330000,10.080000,10.080000,272.020000,0.000000,226.250000,123.650000,6.150000,0.000000,46.430000,116.100000,0.000000,6.230000,5.680000,47,233.54,71.8,32.67,95.43,50,27.35,35.94,32.66,46.71,32.67,94,9.66,35.95,71.8,107.82

54,13:15-13:30,3.120000,56.700000,10.280000,10.030000,10.030000,272.020000,0.000000,226.250000,124.290000,6.150000,0.000000,46.430000,116.100000,0.000000,6.230000,5.680000,47,233.54,72.4,32.67,95.38,49.21,27.98,36.69,32.66,46.71,32.67,94,9.43,36.69,72.4,110.07

55,13:30-13:45,3.120000,74.750000,10.310000,10.060000,10.060000,272.020000,0.000000,241.720000,122.070000,6.150000,0.000000,46.430000,116.100000,0.000000,6.230000,5.680000,47.33,233.54,72.77,32.67,95.42,47.88,28.65,36.82,32.66,46.71,32.67,94.67,9.21,36.83,72.77,110.46

56,13:45-14:00,3.120000,74.750000,10.280000,10.030000,10.030000,272.020000,0.000000,241.720000,118.250000,6.150000,0.000000,46.430000,116.100000,0.000000,6.230000,5.680000,46.33,233.54,72.68,32.67,95.18,46.39,29.36,36.73,32.66,46.71,32.67,92.67,9.02,36.73,72.68,110.18

57,14:00-14:15,3.120000,74.750000,10.300000,10.050000,10.050000,272.020000,0.000000,261.720000,113.940000,6.150000,0.000000,101.310000,116.100000,0.000000,6.420000,5.680000,45.33,232.23,72.44,32.67,94.23,44.79,29.77,36.78,32.66,46.44,32.67,90.67,10.62,36.78,72.44,110.33

58,14:15-14:30,3.120000,74.750000,10.200000,9.950000,9.950000,272.020000,0.000000,261.720000,109.080000,6.150000,0.000000,101.310000,116.100000,0.000000,6.420000,5.680000,46,229.8,71.97,32.67,93.65,43.06,30.19,36.71,32.66,45.96,32.67,92,11.25,36.73,71.97,110.14

59,14:30-14:45,3.120000,87.240000,10.260000,10.010000,10.010000,272.020000,0.000000,261.720000,104.090000,6.150000,0.000000,101.310000,116.100000,0.000000,6.420000,5.680000,45.33,230.06,72.95,32.67,92.52,41.21,30.93,36.74,32.66,46.01,32.67,90.67,10.85,36.74,72.95,110.22

60,14:45-15:00,3.120000,87.240000,10.170000,9.920000,9.920000,272.020000,0.000000,261.720000,98.350000,6.150000,0.000000,101.310000,116.100000,0.000000,6.420000,5.680000,44.33,224.12,73.37,32.67,90.64,39.28,31.58,36.77,32.66,44.82,32.67,88.67,10.47,36.79,73.37,110.32

61,15:00-15:15,3.120000,87.240000,10.260000,10.010000,10.010000,272.020000,0.000000,261.720000,92.380000,6.310000,0.000000,101.310000,116.100000,0.000000,6.690000,5.990000,42,213.41,73.34,32.67,86.34,37.16,32.17,36.74,32.66,42.68,32.67,84,10.14,36.74,73.34,110.21

62,15:15-15:30,3.120000,87.240000,10.300000,10.050000,10.050000,272.020000,0.000000,261.720000,86.130000,6.310000,0.000000,101.310000,116.100000,0.000000,6.690000,5.990000,39.33,205.41,73.69,32.67,81.39,35.19,32.42,36.79,32.66,41.08,32.67,78.67,9.94,36.81,73.69,110.38

63,15:30-15:45,3.120000,87.240000,10.000000,9.750000,9.750000,272.020000,0.000000,261.720000,79.470000,6.310000,0.000000,101.310000,116.100000,0.000000,6.690000,5.990000,36.66,195.15,73.48,32.67,76.8,33.2,32.92,36.74,32.66,39.03,32.67,73.34,9.7,36.74,73.48,110.22

64,15:45-16:00,3.120000,87.240000,9.690000,9.460000,9.460000,272.020000,0.000000,261.720000,72.580000,6.310000,0.000000,101.310000,116.100000,0.000000,6.690000,5.990000,34.33,182.73,74.47,32.67,70.84,31.08,32.87,36.76,32.66,36.55,32.67,68.67,9.46,36.76,74.47,110.29

65,16:00-16:15,3.120000,87.240000,9.570000,9.340000,9.340000,272.020000,0.000000,261.720000,64.820000,6.310000,0.000000,101.310000,116.100000,0.000000,6.970000,6.230000,32,168.44,74.63,32.67,64.85,28.74,32.88,36.7,32.66,33.69,32.67,64,10.51,36.7,74.63,110.1

66,16:15-16:30,3.120000,87.240000,8.880000,8.660000,8.660000,272.020000,0.000000,261.720000,56.130000,6.310000,0.000000,101.310000,116.100000,0.000000,6.970000,6.230000,28,152.27,74.26,32.67,58.83,26.17,32.99,36.82,32.66,30.46,32.67,56,10.89,36.84,74.26,110.47

67,16:30-16:45,3.120000,87.240000,7.720000,7.530000,7.530000,272.020000,0.000000,261.720000,46.810000,6.310000,0.000000,101.310000,116.100000,0.000000,6.970000,6.230000,24.33,136.95,73.69,32.67,52.2,23.41,32.8,36.81,32.66,27.39,32.67,48.67,10.96,36.79,73.69,110.42

68,16:45-17:00,3.120000,87.240000,6.660000,6.490000,6.490000,272.020000,0.000000,261.720000,37.720000,6.310000,0.000000,101.310000,116.100000,0.000000,6.970000,6.230000,20.66,119.83,73.25,32.67,45.05,20.54,32.7,36.81,32.66,23.97,32.67,41.34,10.91,36.81,73.25,110.43

69,17:00-17:15,3.120000,87.240000,5.600000,5.460000,5.460000,272.020000,0.000000,261.720000,29.840000,6.540000,0.000000,101.310000,116.100000,0.000000,7.350000,6.230000,17,103.11,73.92,33,37.57,17.67,32.93,36.7,25,20.62,33,34,10.8,36.7,73.92,110.11

70,17:15-17:30,3.120000,87.240000,4.540000,4.430000,4.430000,272.020000,0.000000,261.720000,23.220000,6.540000,0.000000,101.310000,116.100000,0.000000,7.350000,6.230000,13.33,88.44,73.39,33,30.43,14.76,32.76,36.67,15,17.69,33,26.67,10.79,36.68,73.39,110.02

71,17:30-17:45,3.120000,87.240000,3.510000,3.420000,3.420000,272.020000,0.000000,261.720000,17.520000,6.540000,0.000000,101.310000,116.100000,0.000000,7.350000,6.230000,11.33,71.88,72.84,21.74,23.19,11.9,32.85,36.68,8.74,14.38,22.48,22.67,10.8,36.69,72.84,110.04

72,17:45-18:00,3.120000,87.240000,2.590000,2.520000,2.520000,272.020000,0.000000,261.720000,12.580000,6.540000,0.000000,101.310000,116.100000,0.000000,7.350000,6.230000,9,55.78,71.02,12.44,16.32,9.18,32.79,36.67,2.7,11.15,10.48,18,10.8,36.68,71.02,110.03

73,18:00-18:15,3.120000,87.240000,1.740000,1.690000,1.690000,272.020000,0.000000,261.720000,8.440000,6.540000,0.000000,101.310000,116.100000,0.000000,7.630000,6.230000,6.67,41.99,68.63,0,10.47,6.81,32.9,36.81,0,8.4,0,13.33,12.49,36.81,68.63,110.43

74,18:15-18:30,3.120000,87.240000,1.220000,1.190000,1.190000,272.020000,0.000000,261.720000,4.980000,6.540000,0.000000,101.310000,116.100000,0.000000,7.630000,6.230000,4,30.13,66.92,0,6.05,4.85,32.91,36.67,0,6.03,0,8,13.13,36.68,66.92,110.03

75,18:30-18:45,3.120000,87.240000,0.000000,0.000000,0.000000,272.020000,0.000000,261.720000,2.530000,6.540000,0.000000,101.310000,116.100000,0.000000,7.630000,6.230000,2.67,19.97,64.35,0,3.01,2.64,32.78,36.83,0,3.99,0,5.33,13.33,36.84,64.35,110.5

76,18:45-19:00,3.120000,87.240000,0.000000,0.000000,0.000000,272.020000,0.000000,261.720000,1.070000,6.540000,0.000000,101.310000,116.100000,0.000000,7.630000,6.230000,1.67,11.22,61.7,0,0.93,1.19,32.67,36.79,0,2.24,0,3.33,13.32,36.81,61.7,110.38

77,19:00-19:15,3.120000,87.240000,0.000000,0.000000,0.000000,272.020000,0.000000,261.720000,0.200000,6.690000,0.000000,101.310000,116.100000,0.000000,7.630000,6.690000,0.67,6.48,60.49,0,0.03,0.17,32.97,36.8,0,1.29,0,1.33,13.24,36.79,60.49,110.39

78,19:15-19:30,3.120000,87.240000,0.000000,0.000000,0.000000,272.020000,0.000000,261.720000,0.000000,6.690000,0.000000,101.310000,116.100000,0.000000,7.630000,6.690000,0.15,2.06,59.95,0,0,0,32.49,36.72,0,0.41,0,0.31,13.12,36.72,59.95,110.15

79,19:30-19:45,3.120000,87.240000,0.000000,0.000000,0.000000,272.020000,0.000000,261.720000,0.000000,6.690000,0.000000,101.310000,116.100000,0.000000,7.630000,6.690000,0,1.01,59.37,0,0,0,32.12,35.95,0,0.2,0,0,13.09,35.96,59.37,107.86

80,19:45-20:00,3.120000,87.240000,0.000000,0.000000,0.000000,272.020000,0.000000,261.720000,0.000000,6.690000,0.000000,101.310000,116.100000,0.000000,7.630000,6.690000,0,0,57.85,0,0,0,31.42,35.3,0,0,0,0,13.1,35.3,57.85,105.89

81,20:00-20:15,3.120000,87.240000,0.000000,0.000000,0.000000,272.020000,0.000000,261.720000,0.000000,6.690000,0.000000,101.310000,116.100000,0.000000,7.530000,6.690000,0,0,56.31,0,0,0,30.39,34.27,0,0,0,0,13.39,34.28,56.31,102.82

82,20:15-20:30,3.120000,87.240000,0.000000,0.000000,0.000000,272.020000,0.000000,261.720000,0.000000,6.690000,0.000000,101.310000,116.100000,0.000000,7.530000,6.690000,0,0,55.01,0,0,0,28.74,33.35,0,0,0,0,13.55,33.34,55.01,100.04

83,20:30-20:45,3.120000,87.240000,0.000000,0.000000,0.000000,272.020000,0.000000,261.720000,0.000000,6.690000,0.000000,101.310000,116.100000,0.000000,7.530000,6.690000,0,0,54.36,0,0,0,28.05,32.89,0,0,0,0,13.42,32.89,54.36,98.67

84,20:45-21:00,3.120000,87.240000,0.000000,0.000000,0.000000,272.020000,0.000000,261.720000,0.000000,6.690000,0.000000,101.310000,116.100000,0.000000,7.530000,6.690000,0,0,53.22,0,0,0,27.67,32.66,0,0,0,0,13.17,32.66,53.22,97.98

85,21:00-21:15,3.120000,87.240000,0.000000,0.000000,0.000000,272.020000,0.000000,261.720000,0.000000,6.690000,0.000000,101.310000,116.100000,0.000000,7.350000,6.690000,0,0,54.31,0,0,0,27.05,31.08,0,0,0,0,12.88,31.07,54.31,93.24

86,21:15-21:30,3.120000,87.240000,0.000000,0.000000,0.000000,272.020000,0.000000,261.720000,0.000000,6.690000,0.000000,101.310000,116.100000,0.000000,7.350000,6.690000,0,0,53.88,0,0,0,26.36,29.64,0,0,0,0,12.63,29.63,53.88,88.9

87,21:30-21:45,3.120000,87.240000,0.000000,0.000000,0.000000,272.020000,0.000000,261.720000,0.000000,6.690000,0.000000,101.310000,116.100000,0.000000,7.350000,6.690000,0,0,52.86,0,0,0,25.55,28.22,0,0,0,0,12.27,28.23,52.86,84.67

88,21:45-22:00,3.120000,87.240000,0.000000,0.000000,0.000000,272.020000,0.000000,261.720000,0.000000,6.690000,0.000000,101.310000,116.100000,0.000000,7.350000,6.690000,0,0,52.76,0,0,0,24.88,26.88,0,0,0,0,11.97,26.89,52.76,80.65

89,22:00-22:15,3.120000,87.240000,0.000000,0.000000,0.000000,272.020000,0.000000,261.720000,0.000000,6.540000,0.000000,101.310000,116.100000,0.000000,7.160000,6.540000,0,0,51.32,0,0,0,21.69,27.35,0,0,0,0,12.6,27.36,51.32,82.05

90,22:15-22:30,3.120000,87.240000,0.000000,0.000000,0.000000,272.020000,0.000000,261.720000,0.000000,6.540000,0.000000,101.310000,116.100000,0.000000,7.160000,6.540000,0,0,50.45,0,0,0,21.16,27.9,0,0,0,0,12.62,27.9,50.45,83.7

91,22:30-22:45,3.120000,87.240000,0.000000,0.000000,0.000000,272.020000,0.000000,261.720000,0.000000,6.540000,0.000000,101.310000,116.100000,0.000000,7.160000,6.540000,0,0,49.18,0,0,0,21.5,28.4,0,0,0,0,12.24,28.4,49.18,85.19

