Block,Time,ANTA_CRF,URI,AURY_CRF,ANTA_GF,AURY_LF,DADRT2,SINGRAULI,TANDA2,RAPPC,SINGRAULI_HYDRO,KISHANGANGA,DADRI_GF,ANTA_LF,SEWA2,SALAL,RAPPB,KOTESHWR,AURY_GF,ANTA_RF,URI2,KOLDAM,UNCHAHAR2,JHAJJAR,TANAKPUR,CHAMERA2,RIHAND3,UNCHAHAR1,RAMPUR,DULHASTI,DADRI_CRF,RIHAND1,NAPP,PARBATI3,CHAMERA3,DADRI_RF,UNCHAHAR3,NJPC,DADRI_LF,BSIUL,CHAMERA1,UNCHAHAR4,KHSTPP-I,TALA,DHAULIGNGA,TEHRI,RIHAND2,AURY_RF,BRBCL,KHSTPP-II,FSTPP I & II,SASAN,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
1,00:00-00:15,0.000000,40.387190,0.000000,0.000000,0.000000,360.338610,132.418695,0.000000,51.920818,0.644576,0.000000,0.000000,0.000000,15.214557,23.491805,0.000000,8.068389,0.000000,0.000000,30.707610,0.000000,32.512689,355.428840,6.166094,0.000000,119.052897,7.988917,0.000000,0.000000,0.000000,88.568400,42.360340,0.000000,0.000000,0.000000,20.887708,0.000000,0.000000,12.555148,0.000000,0.000000,44.668394,0.000000,0.000000,0.000000,113.718938,0.000000,14.440501,137.155965,13.718475,403.149879,0,0,0,0,0

2,00:15-00:30,0.000000,40.387190,0.000000,0.000000,0.000000,360.338610,132.491588,0.000000,51.920818,0.644576,0.000000,0.000000,0.000000,15.214557,23.491805,0.000000,8.068389,0.000000,0.000000,30.707610,0.000000,32.512689,350.615340,6.166094,0.000000,119.052897,7.815487,0.000000,0.000000,0.000000,88.568400,42.360340,0.000000,0.000000,0.000000,20.023775,0.000000,0.000000,12.555148,0.000000,0.000000,35.929023,0.000000,0.000000,0.000000,113.718938,0.000000,14.440501,137.155965,13.718475,403.149879,0,0,0,0,0

3,00:30-00:45,0.000000,34.010266,0.000000,0.000000,0.000000,360.338610,132.491588,0.000000,51.920818,0.644576,0.000000,0.000000,0.000000,15.214557,23.491805,0.000000,8.068389,0.000000,0.000000,30.707610,0.000000,32.512689,346.572000,6.166094,0.000000,119.052897,7.073149,0.000000,0.000000,0.000000,88.568400,42.360340,0.000000,0.000000,0.000000,17.421501,0.000000,0.000000,12.555148,0.000000,0.000000,35.929023,0.000000,0.000000,0.000000,113.718938,0.000000,14.440501,137.155965,13.718475,403.149879,0,0,0,0,0

4,00:45-01:00,0.000000,34.010266,0.000000,0.000000,0.000000,360.338610,132.491588,0.000000,51.920818,0.644576,0.000000,0.000000,0.000000,15.214557,23.491805,0.000000,8.068389,0.000000,0.000000,30.707610,0.000000,32.512689,346.572000,6.166094,0.000000,119.052897,7.073149,0.000000,0.000000,0.000000,88.568400,42.360340,0.000000,0.000000,0.000000,17.421501,0.000000,0.000000,12.555148,0.000000,0.000000,35.929023,0.000000,0.000000,0.000000,113.718938,0.000000,14.440501,137.155965,13.718475,403.149879,0,0,0,0,0

5,01:00-01:15,0.000000,34.010266,0.000000,0.000000,0.000000,360.338610,132.491588,0.000000,51.920818,0.644576,0.000000,0.000000,0.000000,15.214557,23.491805,0.000000,8.068389,0.000000,0.000000,30.707610,0.000000,32.512689,346.572000,6.166094,0.000000,119.052873,7.073149,0.000000,15.864191,0.000000,88.568400,42.360340,0.000000,0.000000,0.000000,17.421501,0.000000,0.000000,12.555148,0.000000,0.000000,35.929023,0.000000,0.000000,0.000000,113.718938,0.000000,14.440501,141.768068,13.718475,403.149879,0,0,0,0,0

6,01:15-01:30,0.000000,34.010266,0.000000,0.000000,0.000000,360.338610,132.491588,0.000000,51.920818,0.644576,0.000000,0.000000,0.000000,15.214557,23.491805,0.000000,8.068389,0.000000,0.000000,30.707610,0.000000,32.512689,346.572000,6.166094,0.000000,119.052873,7.073149,0.000000,15.864191,0.000000,88.568400,42.360340,0.000000,0.000000,0.000000,17.421501,0.000000,0.000000,12.555148,0.000000,0.000000,35.929023,0.000000,0.000000,0.000000,113.718938,0.000000,14.440501,141.768068,13.718475,403.149879,0,0,0,0,0

7,01:30-01:45,0.000000,34.010266,0.000000,0.000000,0.000000,360.338610,132.491588,0.000000,51.920818,0.644576,0.000000,0.000000,0.000000,15.214557,23.491805,0.000000,8.068389,0.000000,0.000000,30.707610,0.000000,32.512689,346.572000,0.000000,0.000000,119.052873,7.073149,0.000000,15.864191,0.000000,88.568400,42.360340,0.000000,0.000000,0.000000,17.421501,0.000000,0.000000,12.555148,0.000000,0.000000,35.929023,0.000000,0.000000,0.000000,113.718938,0.000000,14.440501,141.768068,13.718475,403.149879,0,0,0,0,0

8,01:45-02:00,0.000000,34.010266,0.000000,0.000000,0.000000,360.338610,132.491588,0.000000,51.920818,0.644576,0.000000,0.000000,0.000000,15.214557,23.491805,0.000000,8.068389,0.000000,0.000000,30.707610,0.000000,27.923402,346.572000,0.000000,0.000000,119.052873,7.073149,0.000000,15.864191,0.000000,88.568400,42.360340,0.000000,0.000000,0.000000,17.421501,0.000000,0.000000,12.555148,0.000000,0.000000,35.929023,0.000000,0.000000,0.000000,113.718938,0.000000,14.440501,141.768068,13.718475,403.149879,0,0,0,0,0

9,02:00-02:15,0.000000,40.387190,0.000000,0.000000,0.000000,360.338610,132.491588,0.000000,51.920818,0.644576,0.000000,0.000000,0.000000,15.214557,23.491805,0.000000,8.068389,0.000000,0.000000,30.707610,0.000000,27.923402,346.572000,0.000000,0.000000,119.052873,7.073149,0.000000,15.864191,0.000000,88.568400,42.360340,0.000000,0.000000,0.000000,17.421501,0.000000,0.000000,12.555148,0.000000,0.000000,35.929023,0.000000,0.000000,0.000000,113.718938,0.000000,14.364764,114.051165,9.618721,403.149879,0,0,0,0,0

10,02:15-02:30,0.000000,40.387190,0.000000,0.000000,0.000000,360.338610,132.491588,0.000000,51.920818,0.644576,0.000000,0.000000,0.000000,15.214557,23.491805,0.000000,8.068389,0.000000,0.000000,30.707610,0.000000,22.527180,346.572000,0.000000,0.000000,119.052873,7.073149,0.000000,15.864191,0.000000,88.568400,42.360340,0.000000,0.000000,0.000000,13.978404,0.000000,0.000000,6.277574,0.000000,0.000000,35.929023,0.000000,0.000000,0.000000,113.718938,0.000000,14.424063,114.051165,8.779343,403.149879,0,0,0,0,0

11,02:30-02:45,0.000000,34.010266,0.000000,0.000000,0.000000,360.338610,132.491588,0.000000,51.920818,0.644576,0.000000,0.000000,0.000000,15.214557,23.491805,0.000000,8.068389,0.000000,0.000000,30.707610,0.000000,22.527180,346.572000,0.000000,0.000000,119.052873,7.073149,0.000000,15.864191,0.000000,88.568400,42.360340,0.000000,0.000000,0.000000,13.978404,0.000000,0.000000,6.277574,0.000000,0.000000,29.791329,0.000000,0.000000,0.000000,113.718938,0.000000,14.440501,94.797165,8.779343,403.149879,0,0,0,0,0

12,02:45-03:00,0.000000,34.010266,0.000000,0.000000,0.000000,360.338610,132.491588,0.000000,51.920818,0.644576,0.000000,0.000000,0.000000,15.214557,23.491805,0.000000,8.068389,0.000000,0.000000,30.707610,0.000000,22.527180,346.572000,0.000000,0.000000,119.052873,7.073149,0.000000,15.864191,0.000000,88.568400,42.360340,0.000000,0.000000,0.000000,13.978404,0.000000,0.000000,6.277574,0.000000,0.000000,29.791329,0.000000,0.000000,0.000000,113.718938,0.000000,14.440501,94.797165,8.779343,403.149879,0,0,0,0,0

13,03:00-03:15,0.000000,34.010266,0.000000,0.000000,0.000000,360.338610,132.491588,0.000000,51.920818,0.644576,0.000000,0.000000,0.000000,15.214557,12.305231,0.000000,8.068389,0.000000,0.000000,30.707610,0.000000,22.527180,346.572000,0.000000,0.000000,119.052873,7.073149,0.000000,15.864191,0.000000,88.568400,42.360340,0.000000,0.000000,0.000000,13.978404,0.000000,0.000000,6.277574,0.000000,0.000000,29.791329,0.000000,0.000000,0.000000,113.718938,0.000000,14.440501,94.797165,8.779343,403.149879,0,0,0,0,0

