Block,Time,CHAMERA1,DHAULIGNGA,SEWA2,SIMHST1,SINGRAULI_HYDRO,TANAKPUR,UNCHAHAR1,AURY_CRF,KGSU1AND2,KUDGI,MAPS,UNCHAHAR3,ANTA_GF,BSIUL,JHAJJAR,KHSTPP-I,KOLDAM,KOTESHWR,NLCIIST2,RAPPC,RIHAND3,RSTPSU1TO6,SALAL,TALST2,URI2,AURY_GF,AURY_RF,BRBCL,KHSTPP-II,NJPC,NLCEXP,RAPPB,RIHAND2,DADRI_RF,KISHANGANGA,RIHAND1,TANDA2,URI,ANTA_CRF,FSTPP I & II,KGSU3AND4,NAPP,NLCIIST1,NNTPP,RAMPUR,SASAN,TEHRI,UNCHAHAR4,VALLURNTECL,ANTA_RF,DADRI_CRF,DADRI_LF,CHAMERA2,CHAMERA3,DULHASTI,NTPL,PARBATI3,RAPPD,TALA,TEHRIPSP,UNCHAHAR2,ANTA_LF,DADRT2,KKNP,KKNPPU2,NLCTS2EXP,PARBATI2,RSTPSU7,SIMHST2,SINGRAULI,TelanganaSTPP,AURY_LF,DADRI_GF
56,13:45-14:00,26.47,31.77,19.02,0,0,11.91,22.41,0,0,0,0,27.38,0,0,667.27,34.29,8.63,45.08,0,65.43,130.84,0,0,0,0,0,81.82,18.75,148.3,175.8,0,0,125.27,103.43,0,48.09,5.73,4.41,0,20.8,0,21.94,0,0,5.68,343.12,38.56,3.23,0,49.06,0,0,15.71,0,37.42,0,26.76,38.66,27.86,207.96,44.52,0,689.39,0,0,0,12.67,0,0,74.95,0,0,0

57,14:00-14:15,26.47,31.77,19.02,0,0,11.91,22.41,0,0,0,0,27.38,0,0,667.27,34.29,8.63,45.08,0,65.43,130.84,0,0,0,9.35,0,81.82,18.75,148.3,175.8,0,0,125.27,103.43,0,48.09,5.73,4.41,0,20.8,0,21.94,0,0,4.82,343.12,82.36,3.23,0,49.06,0,0,15.71,0,37.42,0,26.76,38.66,27.88,207.96,44.52,0,689.39,0,0,0,12.67,0,0,74.95,0,0,0

58,14:15-14:30,26.47,31.77,19.02,0,0,11.91,22.41,0,0,0,0,27.38,0,0,667.27,34.29,8.63,45.08,0,65.43,130.84,0,0,0,18.71,0,81.82,18.75,148.3,175.8,0,0,125.27,103.43,0,48.09,5.73,4.41,0,20.8,0,21.94,0,0,4.82,343.12,82.36,3.23,0,49.06,0,0,15.71,0,37.42,0,26.76,38.66,27.89,207.96,44.52,0,689.39,0,0,0,12.67,0,0,74.95,0,0,0

59,14:30-14:45,14.13,42.46,19.02,0,0,11.91,22.41,0,0,0,0,27.38,0,0,667.27,34.29,8.63,45.08,0,65.43,130.84,0,0,0,28.06,0,81.82,18.75,148.3,175.8,0,0,125.27,103.43,0,48.09,5.73,4.41,0,20.8,0,21.94,0,0,4.82,271.12,82.36,3.23,0,49.06,0,0,15.71,0,37.42,0,26.76,38.66,26.85,207.96,44.52,0,689.39,0,0,0,12.67,0,0,113.75,0,0,0

60,14:45-15:00,14.13,42.46,19.02,0,0,11.91,22.41,0,0,0,0,27.38,0,0,667.27,34.29,8.63,45.08,0,65.43,130.84,0,0,0,28.06,0,81.82,18.75,148.3,175.8,0,0,125.27,103.43,0,48.09,5.73,4.41,0,20.8,0,21.94,0,0,4.82,271.12,82.36,3.23,0,49.06,0,0,15.71,0,37.42,0,26.76,38.66,26.88,207.96,44.52,0,689.39,0,0,0,12.67,0,0,113.75,0,0,0

61,15:00-15:15,14.13,42.46,19.02,0,0,11.91,22.41,0,0,0,0,27.38,0,0,667.27,34.29,8.63,45.08,0,65.43,130.84,0,0,0,28.06,0,81.82,18.75,148.3,175.8,0,0,125.27,103.43,0,48.09,5.73,4.41,0,20.8,0,21.94,0,0,4.82,271.12,82.36,3.23,0,48.55,0,0,15.71,0,37.42,0,26.76,38.66,26.87,207.96,44.52,0,689.39,0,0,0,12.67,0,0,113.75,0,0,0

62,15:15-15:30,14.13,42.46,19.02,0,0,11.91,22.41,0,0,0,0,27.38,0,0,667.27,34.29,8.63,45.08,0,65.43,130.84,0,0,0,28.06,0,81.82,18.75,148.3,175.8,0,0,123.97,103.43,0,46.89,5.73,4.41,0,20.8,0,21.94,0,0,4.82,271.12,82.36,3.23,0,48.55,0,0,15.71,0,37.42,0,26.76,38.66,26.88,207.96,44.52,0,689.39,0,0,0,12.67,0,0,113.75,0,0,0

63,15:30-15:45,14.13,42.46,19.02,0,0,11.91,22.41,0,0,0,0,27.38,0,0,667.27,34.29,8.63,45.08,0,65.43,130.84,0,0,0,28.06,0,81.82,18.75,148.3,175.8,0,0,123.97,103.43,0,46.89,5.73,4.41,0,20.8,0,21.94,0,0,4.82,271.12,82.36,3.23,0,48.55,0,0,15.71,0,37.42,0,26.76,38.66,26.26,207.96,44.52,0,689.39,0,0,0,12.67,0,0,113.75,0,0,0

64,15:45-16:00,14.13,42.46,19.02,0,0,11.91,22.41,0,0,0,0,27.38,0,0,667.27,34.29,8.63,45.08,0,65.43,130.84,0,0,0,28.06,0,81.7,18.75,148.3,175.8,0,0,123.97,103.43,0,46.89,5.73,4.41,0,20.8,0,21.94,0,0,4.82,271.12,82.36,3.23,0,48.55,0,0,15.71,0,37.42,0,26.76,38.66,26.1,207.96,44.52,0,689.39,0,0,0,12.67,0,0,110.67,0,0,0

65,16:00-16:15,14.13,42.46,19.02,0,0,11.91,22.41,0,0,0,0,27.38,0,0,667.27,34.29,8.63,45.08,0,65.43,130.84,0,0,0,28.06,0,81.7,18.75,148.3,175.8,0,0,123.97,103.43,0,46.89,5.73,4.41,0,20.8,0,21.94,0,0,5.68,271.12,82.36,3.23,0,48.05,0,0,15.71,0,37.42,0,26.76,38.66,25.96,207.96,44.52,0,689.39,0,0,0,12.67,0,0,71.95,0,0,0

66,16:15-16:30,14.13,42.46,19.02,0,0,11.91,22.41,0,0,0,0,27.38,0,0,667.27,34.29,8.63,45.08,0,65.43,130.84,0,0,0,28.06,0,81.7,18.75,148.3,175.8,0,0,123.97,103.43,0,46.89,5.73,4.41,0,20.8,0,21.94,0,0,5.68,271.12,82.36,3.23,0,48.05,0,0,15.71,0,37.42,0,26.76,38.66,25.85,207.96,44.52,0,689.39,0,0,0,12.67,0,0,71.95,0,0,0

67,16:30-16:45,14.13,42.46,19.02,0,0,11.91,22.41,0,0,0,0,27.38,0,0,667.27,34.29,8.63,45.08,0,65.43,130.84,0,0,0,28.06,0,81.7,18.75,148.3,175.8,0,0,123.97,103.43,0,46.89,5.73,6.63,0,20.8,0,21.94,0,0,5.68,271.12,82.36,3.23,0,48.05,0,0,15.71,0,37.42,0,26.76,38.66,23.64,207.96,44.52,0,689.39,0,0,0,12.67,0,0,88.33,0,0,0

68,16:45-17:00,14.13,42.46,19.02,0,0,11.91,22.41,0,0,0,0,27.38,0,0,667.27,34.29,8.63,45.08,0,65.43,130.84,0,0,0,28.06,0,81.7,18.75,148.3,175.8,0,0,123.97,103.43,0,46.89,5.73,6.63,0,20.8,0,21.94,0,0,5.68,271.12,82.36,3.23,0,48.05,0,0,15.71,0,37.42,0,26.76,38.66,23.53,207.96,44.52,0,689.39,0,0,0,12.67,0,0,90.38,0,0,0

69,17:00-17:15,26.47,42.46,19.02,0,0,11.91,22.41,0,0,0,0,27.38,0,0,667.27,34.29,8.63,45.08,0,65.43,130.84,0,0,0,28.06,0,81.7,18.75,148.3,175.8,0,0,123.97,103.43,0.64,46.89,5.73,7.73,0,20.8,0,21.94,0,0,5.68,271.12,82.36,3.23,0,47.55,0,0,15.71,0,37.42,0,26.76,38.66,23.4,207.96,44.52,0,689.39,0,0,0,12.67,0,0,92.43,0,0,0

70,17:15-17:30,26.47,42.46,19.02,0,0,11.91,22.41,0,0,0,0,27.38,0,0,667.27,34.29,8.63,45.08,0,65.43,130.84,0,0,0,28.06,0,81.7,18.75,130.72,175.8,0,0,123.97,103.43,2.33,46.89,5.73,7.73,0,20.8,0,21.94,0,0,5.68,271.12,82.36,3.23,0,47.55,0,0,15.71,0,37.42,0,26.76,38.66,23.2,207.96,44.52,0,689.39,0,0,0,12.67,0,0,92.43,0,0,0

71,17:30-17:45,26.47,42.46,19.02,0,0,11.91,22.41,0,0,0,0,27.38,0,0,667.27,33.9,8.63,45.08,0,65.43,130.84,0,0,0,28.06,0,81.7,18.75,130.72,175.8,0,0,123.97,103.43,2.33,46.89,5.73,7.73,0,20.8,0,21.94,0,0,5.68,247.5,82.36,3.23,0,47.55,0,0,15.71,0,37.42,0,26.76,38.66,23.09,207.96,44.52,0,689.39,0,0,0,12.67,0,0,94.47,0,0,0

72,17:45-18:00,26.47,42.46,19.02,0,0,11.91,22.41,0,0,0,0,27.38,0,0,667.27,33.99,8.63,45.08,0,65.43,130.84,0,0,0,28.06,0,81.7,18.75,130.72,175.8,0,0,123.97,103.43,4.65,46.89,5.73,7.73,0,20.8,0,21.94,0,0,5.68,247.5,82.36,3.23,0,47.55,0,0,15.71,0,37.42,0,26.76,38.66,22.91,207.96,44.52,0,689.39,0,0,0,12.67,0,0,96.52,0,0,0

73,18:00-18:15,26.47,42.46,19.02,0,0,11.91,22.41,0,0,0,0,26.99,0,0,667.27,33.99,8.63,45.08,0,65.43,130.84,0,25.57,0,34.3,0,81.7,18.75,130.72,175.8,0,0,123.97,103.43,4.65,46.89,5.73,7.73,0,20.6,0,21.94,0,0,5.68,247.5,82.36,2.01,0,47.55,0,0,15.71,0,37.42,0,26.76,38.66,23.08,207.96,44.52,0,689.39,0,0,0,12.67,0,0,96.52,0,0,0

74,18:15-18:30,26.47,42.46,19.02,0,0,11.91,22.09,0,0,0,0,26.99,0,0,667.27,33.99,8.63,45.08,0,65.43,130.84,0,52.28,0,34.3,0,81.7,18.75,130.72,175.8,0,0,123.97,103.43,4.65,46.89,5.73,7.73,0,20.6,0,21.94,0,0,5.68,247.5,82.36,2.01,0,47.55,0,0,15.71,0,37.42,0,26.76,38.66,22.87,207.96,44.52,0,689.39,0,0,0,12.67,0,0,98.57,0,0,0

75,18:30-18:45,26.47,42.46,19.02,0,0,11.91,21.65,0,0,0,0,27.08,0,0,474.87,33.99,8.63,45.08,0,65.43,130.84,0,77.85,0,34.3,0,81.7,18.75,130.72,175.8,0,0,123.97,103.43,6.97,46.89,5.73,7.73,0,20.6,0,21.94,0,0,5.68,230.62,82.36,2.03,0,47.29,0,0,15.71,22.61,37.42,0,26.76,38.66,22.68,207.96,44.52,0,689.02,0,0,0,12.67,0,0,100.62,0,0,0

76,18:45-19:00,28.44,44.82,19.49,0,0,11.91,21.65,0,0,0,0,27.08,0,0,474.87,33.99,8.63,45.08,0,65.43,130.84,0,77.85,0,34.3,0,81.7,18.75,130.72,177.45,0,0,123.97,103.43,7.18,46.89,5.73,7.73,0,20.6,0,21.94,0,0,5.85,230.62,82.36,2.03,0,47.29,0,0,16.21,35.69,38.45,0,28.25,38.66,22.55,207.96,44.52,0,689.02,0,0,0,14.08,0,0,102.67,0,0,0

77,19:00-19:15,28.44,44.82,19.49,0,0,11.91,21.65,0,0,0,0,27.08,0,0,474.87,33.99,8.63,45.08,0,65.43,130.84,0,77.85,0,34.3,0,81.7,18.75,130.72,177.45,0,0,123.97,103.43,7.18,46.89,5.73,4.41,0,20.6,0,21.94,0,0,5.85,230.62,82.36,2.03,0,47.29,0,0,16.21,35.69,38.45,0,28.25,38.66,22.49,207.96,42.62,0,689.02,0,0,0,14.08,0,0,104.71,0,0,0

78,19:15-19:30,28.44,44.82,19.49,0,0,11.91,21.65,0,0,0,0,27.08,0,0,474.87,33.99,8.63,45.08,0,65.43,130.84,0,77.85,0,34.3,0,81.7,18.75,130.72,177.45,0,0,123.97,103.43,7.18,46.89,5.73,4.41,0,20.6,0,21.94,0,0,5.85,230.62,82.36,2.03,0,47.29,0,0,16.21,35.69,38.45,0,28.25,38.66,22.51,207.96,42.62,0,689.02,0,0,0,14.08,0,0,106.76,0,0,0

79,19:30-19:45,28.44,44.82,19.49,0,0,11.91,21.65,0,0,0,0,27.08,0,0,474.87,33.99,8.63,45.08,0,65.43,130.84,0,80.18,0,34.3,0,81.7,18.75,130.72,177.45,0,0,123.97,103.43,7.18,46.89,5.73,4.41,0,20.6,0,21.94,0,0,5.85,230.62,82.36,2.03,0,47.8,0,0,16.21,35.69,38.45,0,28.25,38.66,22.68,207.96,42.62,0,689.02,0,0,0,14.08,0,0,108.81,0,0,0

80,19:45-20:00,28.44,44.82,19.49,0,0,11.91,21.65,0,0,0,0,27.08,0,0,474.87,33.99,8.63,45.08,0,65.43,130.84,0,80.18,0,34.3,0,81.7,18.75,130.72,177.45,0,0,123.97,103.43,7.18,46.89,5.73,4.41,0,20.6,0,21.94,0,0,5.85,230.62,82.36,2.03,0,47.8,0,0,16.21,35.69,38.45,0,28.25,38.66,21.55,207.96,42.62,0,689.02,0,0,0,14.08,0,0,110.75,0,0,0

81,20:00-20:15,28.44,44.82,19.49,0,0,11.91,21.65,0,0,0,0,27.08,0,0,474.88,33.99,8.63,45.08,0,65.43,130.84,0,80.18,0,18.71,0,82.34,18.75,130.72,177.45,0,0,123.97,105.4,7.18,46.89,5.73,4.41,0,20.6,0,21.94,0,0,5.85,230.62,82.36,2.03,0,48.55,0,0,16.21,35.69,38.45,0,28.25,38.66,22.02,207.96,42.62,0,689.02,0,0,0,14.08,0,0,110.75,0,0,0

82,20:15-20:30,28.44,44.82,19.49,0,0,11.91,21.65,0,0,0,0,27.08,0,0,474.87,33.99,8.63,45.08,0,65.43,130.84,0,80.18,0,18.71,0,82.34,18.75,130.72,177.45,0,0,123.97,105.4,7.18,46.89,5.73,4.41,0,20.6,0,21.94,0,0,5.85,230.62,82.36,2.03,0,48.55,0,0,16.21,35.69,38.45,0,28.25,38.66,22.18,207.96,42.62,0,689.02,0,0,0,14.08,0,0,110.75,0,0,0

83,20:30-20:45,28.44,44.82,19.49,0,0,11.91,21.65,0,0,0,0,27.08,0,0,474.88,33.99,8.63,45.08,0,65.43,130.84,0,80.18,0,18.71,0,82.34,18.75,130.72,177.45,0,0,123.97,105.4,7.18,46.89,5.73,26.49,0,20.6,0,21.94,0,0,5.85,230.62,82.36,2.03,0,48.55,0,0,16.21,35.69,38.45,0,28.25,38.66,22.41,207.96,44.52,0,689.02,0,0,0,14.08,0,0,110.75,0,0,0

84,20:45-21:00,28.05,42.46,19.02,0,0,11.91,21.65,0,0,0,0,27.08,0,0,474.87,33.99,8.63,45.08,0,65.43,130.84,0,80.18,0,18.71,0,82.34,18.75,130.72,175.8,0,0,123.97,105.4,6.97,46.89,5.73,26.49,0,20.6,0,21.94,0,0,5.68,230.62,82.36,2.03,0,48.55,0,0,15.71,33.95,37.42,0,26.76,38.66,22.57,207.96,44.52,0,689.02,0,0,0,12.67,0,0,110.75,0,0,0

85,21:00-21:15,28.05,42.46,19.02,0,0,11.91,22.41,0,0,0,0,27.08,0,0,474.88,33.99,8.63,45.08,0,65.43,130.84,0,80.18,0,18.71,0,82.34,18.75,130.72,175.8,0,0,123.97,105.4,6.97,46.89,5.73,26.49,0,20.6,0,21.94,0,0,5.68,230.62,82.36,2.03,0,49.31,0,0,15.71,33.95,37.42,0,26.76,38.66,22.74,207.96,44.52,0,689.02,0,0,0,12.67,0,0,110.75,0,0,0

86,21:15-21:30,28.05,42.46,19.02,0,0,11.91,22.41,0,0,0,0,27.08,0,0,474.87,33.99,8.63,45.08,0,65.43,130.84,0,80.18,0,18.71,0,82.34,18.75,130.72,175.8,0,0,123.97,105.4,6.97,46.89,5.73,26.49,0,20.6,0,21.94,0,0,5.68,230.62,82.36,2.03,0,49.31,0,0,15.71,33.95,37.42,0,26.76,38.66,22.83,207.96,44.52,0,689.02,0,0,0,12.67,0,0,110.75,0,0,0

87,21:30-21:45,28.44,44.82,19.49,0,0,11.91,22.41,0,0,0,0,27.08,0,0,474.87,33.99,8.63,45.08,0,65.43,130.84,0,80.18,0,17.15,0,82.34,18.75,130.72,177.45,0,0,123.97,105.4,7.18,46.89,5.73,26.49,0,20.6,0,21.94,0,0,5.85,230.62,82.36,2.03,0,50.08,0,0,16.21,35.69,38.45,0,28.25,38.66,22.93,207.96,44.52,0,689.02,0,0,0,14.08,0,0,110.75,0,0,0

88,21:45-22:00,28.44,44.82,19.49,0,0,11.91,22.41,0,0,0,0,27.08,0,0,474.87,33.99,8.63,45.08,0,65.43,130.84,0,80.18,0,17.15,0,82.34,18.75,130.72,177.45,0,0,123.97,105.4,7.18,46.89,5.73,4.41,0,20.6,0,21.94,0,0,5.85,230.62,82.36,2.03,0,50.08,0,0,16.21,35.69,38.45,0,28.25,38.66,23.06,207.96,44.52,0,689.02,0,0,0,14.08,0,0,110.75,0,0,0

89,22:00-22:15,28.44,44.82,19.49,0,0,11.91,22.41,0,0,0,0,27.08,0,0,474.87,33.99,8.63,45.08,0,65.43,130.84,0,80.18,0,17.15,0,82.34,18.75,130.72,177.45,0,0,123.97,105.4,7.18,46.89,5.73,4.41,0,20.6,0,21.94,0,0,5.85,230.62,82.36,2.03,0,50.58,0,0,16.21,35.69,38.45,0,28.25,38.66,23.24,207.96,44.52,0,689.02,0,0,0,0,0,0,110.75,0,0,0

90,22:15-22:30,28.44,44.82,19.49,0,0,11.91,22.41,0,0,0,0,27.08,0,0,474.87,33.99,8.63,45.08,0,65.43,130.84,0,80.18,0,17.15,0,82.34,18.75,130.72,177.45,0,0,123.97,105.4,7.18,46.89,5.73,4.41,0,20.6,0,21.94,0,0,5.85,230.62,82.36,2.03,0,50.58,0,0,16.21,35.69,38.45,0,28.25,38.66,23.34,207.96,44.52,0,689.02,0,0,0,0,0,0,110.75,0,0,0

91,22:30-22:45,28.05,42.46,19.02,0,0,11.91,22.41,0,0,0,0,27.08,0,0,474.87,33.99,8.63,45.08,0,65.43,130.84,0,80.18,0,17.15,0,82.34,18.75,130.72,175.8,0,0,123.97,105.4,6.97,46.89,5.73,4.41,0,20.6,0,21.94,0,0,5.68,230.62,82.36,2.03,0,50.83,0,0,15.71,33.95,37.42,0,26.76,38.66,23.53,207.96,44.52,0,689.02,0,0,0,12.67,0,0,110.75,0,0,0

92,22:45-23:00,28.05,42.46,19.02,0,0,11.91,22.41,0,0,0,0,27.08,0,0,474.87,33.99,8.63,45.08,0,65.43,130.84,0,80.18,0,17.15,0,82.34,18.75,130.72,175.8,0,0,123.97,105.4,6.97,46.89,5.73,26.49,0,20.6,0,21.94,0,0,5.68,230.62,82.36,2.03,0,50.83,0,0,15.71,33.95,37.42,0,26.76,38.66,23.64,207.96,44.52,0,689.02,0,0,0,12.67,0,0,110.75,0,0,0

93,23:00-23:15,28.05,42.46,19.02,0,0,11.91,22.41,0,0,0,0,27.08,0,0,474.87,33.99,8.63,45.08,0,65.43,130.84,0,80.18,0,16.37,0,82.34,18.75,130.72,175.8,0,0,123.97,105.4,6.97,46.89,5.73,26.49,0,20.6,0,21.94,0,0,5.68,230.62,82.36,2.03,0,51.59,0,0,15.71,33.95,37.42,0,26.76,38.66,23.7,207.96,44.52,0,689.02,0,0,0,12.67,0,0,110.75,0,0,0

94,23:15-23:30,28.05,42.46,19.02,0,0,11.91,22.41,0,0,0,0,27.08,0,0,667.27,33.99,8.63,45.08,0,65.43,130.84,0,80.18,0,16.37,0,82.34,18.75,130.72,175.8,0,0,123.97,105.4,6.97,46.89,5.73,26.49,0,20.6,0,21.94,0,0,5.68,230.62,82.36,2.03,0,51.59,0,0,15.71,33.95,37.42,0,26.76,38.66,23.73,207.96,44.52,0,689.02,0,0,0,12.67,0,0,110.75,0,0,0

95,23:30-23:45,28.05,42.46,19.02,0,0,11.91,22.41,0,0,0,0,27.08,0,0,667.27,33.99,8.63,45.08,0,65.43,130.84,0,80.18,0,16.37,0,82.34,18.75,130.72,175.8,0,0,123.97,105.4,6.97,46.89,5.73,4.41,0,20.6,0,21.94,0,0,5.68,230.62,82.36,2.03,0,51.84,0,0,15.71,33.95,37.42,0,41.63,38.66,18.2,207.96,44.52,0,689.39,0,0,0,12.67,0,0,110.75,0,0,0

96,23:45-24:00,28.05,42.46,19.02,0,0,11.91,22.41,0,0,0,0,27.08,0,0,667.27,33.99,8.63,45.08,0,65.43,130.84,0,80.18,0,16.37,0,82.34,18.75,130.72,175.8,0,0,123.97,105.4,6.97,46.89,5.73,4.41,0,20.6,0,21.94,0,0,5.68,230.62,82.36,2.03,0,51.84,0,0,15.71,33.95,37.42,0,41.63,38.66,18.2,207.96,44.52,0,689.39,0,0,0,12.67,0,0,110.75,0,0,0

