Block,Time Block,CHAMERA2,DADRT2,DHAULIGNGA,FSTPP I & II,DULHASTI,CHAMERA3,BRBCL,CHAMERA1,BSIUL,RAPPC,NTPL,PARBATI3,RIHAND2,SASAN,RIHAND1,RAPPB,SIMHST1,RSTPSU1TO6,SIMHST2,RSTPSU7,SALAL,SEWA2,RAMPUR,RIHAND3,KOTESHWR,KKNPPU2,KISHANGANGA,KOLDAM,KHSTPP-I,KHSTPP-II,KKNP,NLCEXP,NLCIIST1,NJPC,NLCIIST2,NLCTS2EXP,KUDGI,NNTPP,NAPP,MAPS,JHAJJAR,KGSU1AND2,KGSU3AND4,DADRI_GF,DADRI_CRF,DADRI_RF,DADRI_LF,UNCHAHAR1,VALLURNTECL,ANTA_CRF,UNCHAHAR4,ANTA_RF,AURY_LF,URI2,UNCHAHAR3,ANTA_LF,AURY_GF,UNCHAHAR2,ANTA_GF,URI,AURY_CRF,AURY_RF,TelanganaSTPP,TEHRI,SINGRAULI,TANDA2,TANAKPUR,TALA,TALST2,SINGRAULI_HYDRO,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
63,15:30-15:45,0,360.96,0,11.06,0,0,19.21,0,0,51.21,0,0,114.08,318.84,88.38,0,0,0,0,0,1.34,0,0,119.43,8.53,0,0,0,21.56,94.81,0,0,0,0,0,0,0,0,42.07,0,345.73,0,0,0,0,0,0,5.99,0,0,0,0,0,4.14,14.36,0,0,22.48,0,1.07,0,0,0,14.47,120.78,0,0.86,0,0,0,0,0,0,0,0

64,15:45-16:00,0,360.96,0,11.06,0,0,19.21,0,0,51.21,0,0,114.08,318.84,88.38,0,0,0,0,0,1.34,0,0,119.43,8.53,0,0,0,21.56,94.81,0,0,0,0,0,0,0,0,42.07,0,345.73,0,0,0,0,0,0,5.99,0,0,0,0,0,4.14,14.36,0,0,22.48,0,1.07,0,0,0,14.95,121.01,0,0.86,0,0,0,0,0,0,0,0

65,16:00-16:15,0,365.21,0,15.03,0,0,19.21,0,0,51.21,0,0,114.08,329.02,88.38,0,0,0,0,0,1.34,0,0,119.43,8.53,0,0,0,27.34,116.67,0,0,0,0,0,0,0,0,42.07,0,375.19,0,0,0,0,0,0,5.99,0,0,0,0,0,4.14,14.36,0,0,22.48,0,1.07,0,0,0,14.95,121.01,0,0.86,0,0,0,0,0,0,0,0

66,16:15-16:30,0,365.21,0,17.23,0,0,19.21,0,0,51.21,0,0,114.08,335.23,88.38,0,0,0,0,0,1.34,0,0,119.43,8.53,0,0,0,27.89,122.8,0,0,0,0,0,0,0,0,42.07,0,379.27,0,0,0,0,0,0,6.94,0,0,0,0,0,4.14,19.98,0,0,31.21,0,1.07,0,0,0,29.9,121.01,0,0.86,0,0,0,0,0,0,0,0

67,16:30-16:45,0,492.98,0,19.84,0,0,19.21,0,0,51.21,0,0,114.08,335.27,88.38,0,0,0,0,0,1.34,0,0,119.43,8.53,0,0,0,32.32,142.46,0,0,0,18.2,0,0,0,0,42.07,0,350.02,0,0,0,0,0,0,8.89,0,0,0,0,0,4.14,24.67,0,0,39.98,0,1.07,0,0,0,43.03,121.01,0,0.86,0,0,0,0,0,0,0,0

68,16:45-17:00,0,529.85,0,19.98,0,0,19.21,0,0,51.21,0,0,114.08,335.27,88.38,0,0,0,0,0,1.34,0,0,119.43,8.53,0,0,0,32.37,142.47,0,0,0,36.39,0,0,0,0,42.07,0,429.2,0,0,0,0,0,0,9.87,0,0,0,0,0,4.14,25.35,0,0,40.72,0,1.07,0,0,0,43.03,121.01,0,0.86,0,0,0,0,0,0,0,0

69,17:00-17:15,3.58,611.1,7.79,19.98,15.83,0,19.21,0,1.06,51.21,0,0,114.08,335.27,88.38,0,0,0,0,0,1.34,0,0,119.43,8.53,0,0,0,31.78,142.47,0,0,0,67.41,0,0,0,0,42.07,0,522.95,0,0,0,0,0,0,9.87,0,0,0,0,0,4.14,25.35,0,0,40.72,0,1.07,0,0,0,43.03,121.01,0,0.86,0,0,0,0,0,0,0,0

70,17:15-17:30,12.65,655.96,17.55,19.98,31.66,9.29,19.21,11.57,6.26,51.21,0,0,114.08,335.27,88.38,0,0,0,0,0,1.34,0,0,119.43,8.53,0,0,0,31.78,142.47,0,0,0,89.88,0,0,0,0,42.07,0,597.69,0,0,0,0,0,0,9.87,0,0,0,0,0,4.14,25.35,0,0,40.72,0,1.07,0,0,0,43.03,121.01,0,0.86,0,0,0,0,0,0,0,0

71,17:30-17:45,25.3,655.96,26.33,19.98,31.66,18.62,19.21,26.07,12.53,51.21,0,0,114.08,335.27,88.38,0,0,0,0,0,1.34,7.59,0,119.43,9.47,0,0,0,31.78,142.47,0,0,0,89.88,0,0,0,0,42.07,0,599.02,0,0,0,0,0,0,9.87,0,0,0,0,0,4.14,25.35,0,0,40.72,0,1.07,0,0,0,59.79,121.01,0,0.86,0,0,0,0,0,0,0,0

72,17:45-18:00,25.3,655.96,26.33,19.98,31.66,18.62,18.64,26.07,12.53,51.21,0,0,114.08,335.27,88.38,0,0,0,0,0,1.34,7.59,0,119.43,9.47,0,0,0,31.78,142.47,0,0,0,112.36,0,0,0,0,42.07,0,599.02,0,0,0,0,0,0,9.87,0,0,0,0,0,4.14,25.35,0,0,40.72,0,1.07,0,0,0,59.79,121.01,0,0.86,0,0,0,0,0,0,0,0

73,18:00-18:15,25.3,655.96,26.33,19.98,31.66,18.62,19.21,26.07,12.53,51.21,0,0,114.08,335.27,88.38,0,0,0,0,0,1.34,7.59,0,119.43,9.47,0,0,0,31.78,142.47,0,0,0,112.36,0,0,0,0,42.07,0,599.02,0,0,0,0,0,0,9.87,0,0,0,0,0,4.14,25.35,0,0,40.72,0,1.07,0,0,0,59.79,121.01,0,0.86,0,0,0,0,0,0,0,0

74,18:15-18:30,25.3,655.96,26.33,19.98,31.66,18.62,19.21,26.07,12.53,51.21,0,0,114.08,335.27,88.38,0,0,0,0,0,8.92,7.59,0,119.43,9.47,0,0,0,31.78,142.47,0,0,0,89.88,0,0,0,0,42.07,0,599.02,0,0,0,0,0,0,9.87,0,0,0,0,0,4.14,25.35,0,0,40.72,0,1.07,0,0,0,59.79,121.01,0,0.86,0,0,0,0,0,0,0,0

75,18:30-18:45,25.3,655.96,26.33,19.98,31.66,18.62,19.21,11.57,12.53,51.21,0,0,114.08,335.27,88.38,0,0,0,0,0,40.19,7.59,0,119.43,9.47,0,0,0,31.78,142.47,0,0,0,89.88,0,0,0,0,42.07,0,599.02,0,0,0,0,0,0,9.87,0,0,0,0,0,4.14,25.35,0,0,40.72,0,1.07,0,0,0,59.79,121.01,0,0.86,0,0,0,0,0,0,0,0

76,18:45-19:00,12.65,655.96,17.55,19.98,31.66,9.29,19.21,0,6.26,51.21,0,0,114.08,335.27,88.38,0,0,0,0,0,40.19,0,0,119.43,8.53,0,0,0,31.78,142.47,0,0,0,67.41,0,0,0,0,42.07,0,628.59,0,0,0,0,0,0,9.87,0,0,0,0,0,4.14,25.35,0,0,40.72,0,1.07,0,0,0,59.79,121.01,0,0.86,0,0,0,0,0,0,0,0

77,19:00-19:15,12.65,655.96,7.79,19.98,15.83,9.29,19.21,0,1.06,51.21,0,3.67,114.08,335.27,88.38,0,0,0,0,0,40.19,0,0,119.43,8.53,0,0,0,31.78,142.47,0,0,0,44.95,0,0,0,0,42.07,0,628.59,0,0,0,0,0,0,9.87,0,0,0,0,0,4.14,25.35,0,0,40.72,0,1.07,0,0,0,44.85,121.01,0,0.86,0,0,0,0,0,0,0,0

78,19:15-19:30,12.65,655.96,0,19.98,15.83,9.29,19.21,0,0,51.21,0,15.9,114.08,335.27,88.38,0,0,0,0,0,40.19,0,0,119.43,8.53,0,0,0,31.78,142.47,0,0,0,20.83,0,0,0,0,42.07,0,628.59,0,0,0,0,0,0,9.87,0,0,0,0,0,4.14,25.35,0,0,40.72,0,1.07,0,0,0,43.63,121.01,0,0.86,0,0,0,0,0,0,0,0

79,19:30-19:45,11.52,655.96,0,19.98,15.83,9.29,19.21,0,0,51.21,0,15.9,114.08,335.27,88.38,0,0,0,0,0,40.19,0,0,119.43,8.53,0,0,0,31.78,142.47,0,0,0,18.2,0,0,0,0,42.07,0,528.17,0,0,0,0,0,0,9.87,0,0,0,0,0,4.14,25.35,0,0,40.72,0,1.07,0,0,0,29.9,121.01,0,0.86,0,0,0,0,0,0,0,0

80,19:45-20:00,11.52,655.96,0,19.98,15.83,9.29,19.21,0,0,51.21,0,15.9,114.08,335.27,88.38,0,0,0,0,0,40.19,0,0,119.43,8.53,0,0,0,31.78,142.47,0,0,0,0,0,0,0,0,42.07,0,528.17,0,0,0,0,0,0,9.87,0,0,0,0,0,4.14,25.35,0,0,40.72,0,25.45,0,0,0,28.69,121.01,0,0.86,0,0,0,0,0,0,0,0

81,20:00-20:15,0,646.96,0,19.98,15.83,9.29,19.21,0,0,51.21,0,15.9,114.08,335.27,88.38,0,0,0,0,0,8.92,0,0,119.43,8.53,0,0,0,31.78,142.47,0,0,0,0,0,0,0,0,42.07,0,528.17,0,0,0,0,0,0,9.87,0,0,0,0,0,10.34,25.35,0,0,40.72,0,25.45,0,0,0,28.69,121.01,0,0.86,0,0,0,0,0,0,0,0

82,20:15-20:30,0,618.99,0,19.98,15.83,0,19.21,0,0,51.21,0,15.9,114.08,335.27,88.38,0,0,0,0,0,1.34,0,0,119.43,8.53,0,0,0,31.78,142.47,0,0,0,0,0,0,0,0,42.07,0,528.17,0,0,0,0,0,0,9.87,0,0,0,0,0,10.34,25.35,0,0,40.72,0,25.45,0,0,0,14.95,121.01,0,0.86,0,0,0,0,0,0,0,0

83,20:30-20:45,0,546.94,0,19.98,15.83,0,19.21,0,0,51.21,0,15.9,114.08,335.27,88.38,0,0,0,0,0,1.34,0,0,119.43,8.53,0,0,0,31.78,142.47,0,0,0,0,0,0,0,0,42.07,0,628.59,0,0,0,0,0,0,9.87,0,0,0,0,0,10.34,25.35,0,0,40.72,0,25.45,0,0,0,0,121.01,0,0.86,0,0,0,0,0,0,0,0

84,20:45-21:00,0,498.9,0,19.98,15.83,0,19.21,0,0,51.21,0,3.42,114.08,335.27,88.38,0,0,0,0,0,1.34,0,0,119.43,8.53,0,0,0,31.78,142.47,0,0,0,0,0,0,0,0,42.07,0,628.59,0,0,0,0,0,0,9.87,0,0,0,0,0,10.34,25.35,0,0,40.72,0,25.45,0,0,0,0,121.01,0,0.86,0,0,0,0,0,0,0,0

85,21:00-21:15,0,392.11,0,19.98,15.83,0,19.21,0,0,51.21,0,0,114.08,335.27,88.38,0,0,0,0,0,1.34,0,0,119.43,8.53,0,0,0,31.78,142.47,0,0,0,0,0,0,0,0,42.07,0,521.41,0,0,0,0,0,0,8.49,0,0,0,0,0,10.34,21.11,0,0,32.68,0,25.45,0,0,0,0,121.01,0,0.86,0,0,0,0,0,0,0,0

86,21:15-21:30,0,360.96,0,19.98,15.83,0,19.21,0,0,51.21,0,0,114.08,335.27,88.38,0,0,0,0,0,1.34,0,0,119.43,8.53,0,0,0,31.78,142.47,0,0,0,0,0,0,0,0,42.07,0,451.63,0,0,0,0,0,0,7.94,0,0,0,0,0,10.34,20.46,0,0,32.68,0,4.24,0,0,0,0,121.01,0,0.86,0,0,0,0,0,0,0,0

87,21:30-21:45,0,358.49,0,19.5,15.83,0,19.21,0,0,51.21,0,0,114.08,335.27,88.38,0,0,0,0,0,1.34,0,0,119.43,8.53,0,0,0,31.78,142.47,0,0,0,0,0,0,0,0,42.07,0,451.63,0,0,0,0,0,0,7.94,0,0,0,0,0,4.14,20.46,0,0,32.68,0,2.12,0,0,0,0,121.01,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,0,300.84,0,19.5,15.83,0,19.21,0,0,51.21,0,0,114.08,335.27,88.38,0,0,0,0,0,1.34,0,0,119.43,8.53,0,0,0,31.78,142.47,0,0,0,0,0,0,0,0,42.07,0,431.55,0,0,0,0,0,0,7.94,0,0,0,0,0,4.14,20.46,0,0,32.68,0,2.12,0,0,0,0,121.01,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,0,285.33,0,17.56,15.83,0,19.21,0,0,51.21,0,0,114.08,335.27,88.38,0,0,0,0,0,1.34,0,0,119.43,8.53,0,0,0,27.49,124.71,0,0,0,0,0,0,0,0,42.07,0,345.73,0,0,0,0,0,0,6.96,0,0,0,0,0,4.14,14.36,0,0,23.35,0,2.12,0,0,0,0,121.01,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,0,285.33,0,17.22,15.83,0,19.21,0,0,51.21,0,0,114.08,335.27,88.38,0,0,0,0,0,1.34,0,0,119.43,8.53,0,0,0,27.49,122.8,0,0,0,0,0,0,0,0,42.07,0,345.73,0,0,0,0,0,0,5.99,0,0,0,0,0,4.14,14.36,0,0,22.48,0,2.12,0,0,0,0,121.01,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,0,285.33,0,17.22,15.83,0,19.21,0,0,51.21,0,0,114.08,335.27,88.38,0,0,0,0,0,1.34,0,0,119.43,8.53,0,0,0,27.49,122.8,0,0,0,0,0,0,0,0,42.07,0,345.73,0,0,0,0,0,0,5.99,0,0,0,0,0,4.14,14.36,0,0,22.48,0,2.12,0,0,0,0,121.01,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,0,285.33,0,17.22,15.83,0,19.21,0,0,51.21,0,0,114.08,335.27,88.38,0,0,0,0,0,1.34,0,0,119.43,8.53,0,0,0,27.49,122.8,0,0,0,0,0,0,0,0,42.07,0,345.73,0,0,0,0,0,0,5.99,0,0,0,0,0,4.14,14.36,0,0,22.48,0,2.12,0,0,0,0,121.01,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,0,285.33,0,17.22,15.83,0,19.21,0,0,51.21,0,0,114.08,335.27,88.38,0,0,0,0,0,1.34,0,0,119.43,8.53,0,0,0,27.49,122.8,0,0,0,0,0,0,0,0,42.07,0,345.73,0,0,0,0,0,0,5.99,0,0,0,0,0,4.14,14.36,0,0,22.48,0,3.71,0,0,0,0,121.01,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,0,285.33,0,17.22,15.83,0,19.21,0,0,51.21,0,0,114.08,335.27,88.38,0,0,0,0,0,1.34,0,0,119.43,8.53,0,0,0,27.49,122.8,0,0,0,0,0,0,0,0,42.07,0,345.73,0,0,0,0,0,0,5.99,0,0,0,0,0,4.14,14.36,0,0,22.48,0,3.71,0,0,0,0,121.01,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,0,285.33,0,15.03,15.83,0,19.21,0,0,51.21,0,0,114.08,335.27,88.38,0,0,0,0,0,1.34,0,0,119.43,8.53,0,0,0,27.49,122.8,0,0,0,0,0,0,0,0,42.07,0,345.73,0,0,0,0,0,0,5.99,0,0,0,0,0,4.14,14.36,0,0,22.48,0,3.71,0,0,0,0,121.01,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,0,285.33,0,15.03,15.83,0,18.92,0,0,51.21,0,0,114.08,335.27,88.38,0,0,0,0,0,1.34,0,0,119.43,8.53,0,0,0,27.49,122.8,0,0,0,0,0,0,0,0,42.07,0,345.73,0,0,0,0,0,0,5.99,0,0,0,0,0,4.14,14.36,0,0,22.48,0,3.71,0,0,0,0,121.01,0,0,0,0,0,0,0,0,0,0

