Block,Time Block,DULHASTI,KISHANGANGA,KKNP,KKNPPU2,KOLDAM,DADRT2,CHAMERA3,DHAULIGNGA,BRBCL,CHAMERA1,BSIUL,CHAMERA2,KHSTPP-II,KHSTPP-I,KGSU1AND2,KGSU3AND4,JHAJJAR,FSTPP I & II,KOTESHWR,MAPS,KUDGI,URI,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,UNCHAHAR3,URI2,TelanganaSTPP,UNCHAHAR2,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,NTPL,PARBATI3,RAPPB,NLCEXP,NLCIIST1,RIHAND2,NJPC,NLCIIST2,NLCTS2EXP,RAPPC,RIHAND1,NAPP,RAMPUR,NNTPP,TALA,RSTPSU7,SALAL,SEWA2,SINGRAULI,RIHAND3,TANDA2,TEHRI,SASAN,TALST2,TANAKPUR,SIMHST1,SINGRAULI_HYDRO,RSTPSU1TO6,SIMHST2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
63,15:30-15:45,0,0,0,0,0,355.83,0,0,19.23,0,0,0,95.08,43.49,0,0,369.77,11.25,8.53,0,0,1.07,15.9,0,0,20.48,4.14,0,16.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.21,0,0,0,51.86,88.48,42.01,0,0,0,0,1.35,0,134.33,119.56,0,14.96,189.34,0,3.7,0,0,0,0,0,0,0,0,0

64,15:45-16:00,0,0,0,0,0,365.45,0,0,19.23,0,0,0,95.08,43.49,0,0,417.86,11.25,8.53,0,0,1.07,15.9,0,0,20.48,4.14,0,16.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.21,0,0,0,51.86,88.48,42.01,0,0,0,0,1.35,0,134.33,119.56,0,29.94,189.34,0,3.7,0,0,0,0,0,0,0,0,0

65,16:00-16:15,0,0,0,0,0,427.86,0,0,19.23,0,0,0,95.08,43.49,0,0,417.86,11.25,8.53,0,0,1.07,15.9,0,0,20.48,4.14,0,16.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.21,0,0,0,51.86,88.48,42.01,0,0,0,0,1.35,0,134.33,119.56,0,29.94,189.34,0,1.11,0,0,0,0,0,0,0,0,0

66,16:15-16:30,0,0,0,0,0,539.04,0,0,19.23,0,0,0,95.08,43.49,0,0,421.22,11.25,8.53,0,0,1.07,17.85,0,0,23.23,4.14,0,18.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.21,0,0,0,51.86,88.48,42.01,0,0,0,0,1.35,0,134.33,119.56,0,29.94,189.34,0,1.11,0,0,0,0,0,0,0,0,0

67,16:30-16:45,0,0,0,0,0,623.68,0,0,19.23,0,0,0,95.08,43.49,0,0,421.22,11.25,8.53,0,0,1.07,19.77,0,0,25.38,4.14,0,20.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.21,0,0,0,51.86,88.48,42.01,0,0,0,0,1.35,0,134.33,119.56,0,44.9,189.34,0,2.95,0,0,0,0,0,0,0,0,0

68,16:45-17:00,0,0,0,0,0,656.98,0,0,19.23,0,0,0,95.08,43.49,0,0,421.22,11.25,8.53,0,0,1.07,19.77,0,0,25.38,4.14,0,20.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.21,22.49,0,0,51.86,88.48,42.01,0,0,0,0,1.35,0,134.33,119.56,0,59.86,189.34,0,2.95,0,0,0,0,0,0,0,0,0

69,17:00-17:15,0,0,0,0,0,656.98,0,7.75,19.23,0,0,0,95.08,43.49,0,0,421.22,11.25,8.53,0,0,1.07,19.77,0,0,25.38,4.14,0,22.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.21,44.99,0,0,51.86,88.48,42.01,0,0,0,0,1.35,0,134.33,119.56,0,59.86,189.34,0,2.95,0,0,0,0,0,0,0,0,0

70,17:15-17:30,15.85,0,0,0,0,656.98,0,15.54,19.23,11.55,1.06,3.85,95.08,43.49,0,0,421.21,11.25,8.53,0,0,1.07,19.77,0,0,25.38,4.14,0,24.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.21,68.03,0,0,51.86,88.48,42.01,0,0,0,0,1.35,0,134.33,119.56,0,59.86,189.34,0,2.95,0,0,0,0,0,0,0,0,0

71,17:30-17:45,31.7,0,0,0,0,656.98,9.31,15.78,19.23,23.55,2.12,12.67,95.08,43.49,0,0,421.22,11.25,17.07,0,0,1.07,19.77,0,0,25.38,4.14,0,20.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.21,89.98,0,0,51.86,88.48,42.01,0,0,0,0,1.35,0,134.33,119.56,0,59.86,189.34,0,2.95,0,0,0,0,0,0,0,0,0

72,17:45-18:00,47.54,0,0,0,0,656.98,27.95,35.15,19.23,40.54,12.54,25.33,95.08,43.49,0,0,421.22,11.25,28.74,0,0,1.07,19.77,0,0,25.38,4.14,0,20.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.21,134.96,0,0,51.86,88.48,42.01,0,0,0,0,1.35,10.14,134.33,119.56,0,59.86,189.34,0,2.95,0,0,0,0,0,0,0,0,0

73,18:00-18:15,47.54,0,0,0,0,656.98,27.95,35.15,19.23,40.54,12.54,25.33,95.08,43.49,0,0,421.22,11.25,28.74,0,0,1.07,19.77,0,0,25.38,4.14,0,20.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.21,134.96,0,0,51.86,88.48,42.01,0,0,0,0,12.29,10.14,134.33,119.56,0,59.86,189.34,0,2.95,0,0,0,0,0,0,0,0,0

74,18:15-18:30,47.54,0,0,0,0,656.98,27.95,35.15,19.23,40.54,12.54,25.33,95.08,43.49,0,0,421.22,11.25,28.74,0,0,1.07,19.77,0,0,25.38,4.14,0,20.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.21,134.96,0,0,51.86,88.48,42.01,0,0,0,0,53.63,10.14,134.33,119.56,0,59.86,189.34,0,2.95,0,0,0,0,0,0,0,0,0

75,18:30-18:45,47.54,0,0,0,0,656.98,27.95,35.15,19.23,40.54,12.54,25.33,95.08,43.49,0,0,421.22,11.25,28.74,0,0,10.62,19.77,0,0,25.38,10.35,0,20.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.21,134.96,0,0,51.86,88.48,42.01,0,0,0,0,53.63,10.14,134.33,119.56,0,59.86,189.34,0,1.11,0,0,0,0,0,0,0,0,0

76,18:45-19:00,47.54,0,0,0,0,656.98,27.95,35.15,19.23,40.54,12.54,25.33,95.08,43.49,0,0,421.22,11.25,28.74,0,0,10.62,19.77,0,0,25.38,10.35,0,20.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.21,134.96,0,0,51.86,88.48,42.01,0,0,0,0,53.63,10.14,134.33,119.56,0,59.86,189.34,0,1.11,0,0,0,0,0,0,0,0,0

77,19:00-19:15,47.54,0,0,0,0,656.98,27.95,23.63,19.23,40.54,12.54,25.33,95.08,43.49,0,0,421.22,11.25,28.74,0,0,25.48,19.77,0,0,25.38,10.35,0,20.38,0,0,0,0,0,0,0,0,0,0,0,0,0,3.67,0,0,0,114.21,112.47,0,0,51.86,88.48,42.01,0,0,0,0,53.63,10.14,134.33,119.56,0,59.86,189.34,0,1.11,0,0,0,0,0,0,0,0,0

78,19:15-19:30,31.7,0,0,0,0,656.98,1.22,15.5,19.23,23.55,6.27,25.33,95.08,43.49,0,0,421.22,11.25,18.96,0,0,25.48,19.77,0,0,25.38,10.35,0,20.38,0,0,0,0,0,0,0,0,0,0,0,0,0,15.92,0,0,0,114.21,89.98,0,0,51.86,88.48,42.01,0,0,0,0,12.29,0,134.33,119.56,0,59.86,189.34,0,1.11,0,0,0,0,0,0,0,0,0

79,19:30-19:45,15.85,0,0,0,0,656.98,0,7.75,19.23,11.55,1.06,25.33,95.08,43.49,0,0,421.22,11.25,8.53,0,0,25.48,19.77,0,0,25.38,10.35,0,20.38,0,0,0,0,0,0,0,0,0,0,0,0,0,15.92,0,0,0,114.21,67.48,0,0,51.86,88.48,42.01,0,0,0,0,1.35,0,134.33,119.56,0,59.86,189.34,0,1.11,0,0,0,0,0,0,0,0,0

80,19:45-20:00,15.85,0,0,0,0,652.78,0,0,19.23,0,0,12.56,95.08,43.49,0,0,421.22,11.25,8.53,0,0,3.18,19.77,0,0,25.38,10.35,0,20.38,0,0,0,0,0,0,0,0,0,0,0,0,0,15.92,0,0,0,114.21,44.99,0,0,51.86,88.48,42.01,0,0,0,0,1.35,0,134.33,119.56,0,59.86,189.34,0,1.11,0,0,0,0,0,0,0,0,0

81,20:00-20:15,15.85,0,0,0,0,652.78,0,0,19.23,0,0,12.67,95.08,43.49,0,0,441.76,11.25,8.53,0,0,2.13,19.77,0,0,25.38,4.14,0,20.38,0,0,0,0,0,0,0,0,0,0,0,0,0,15.92,0,0,0,114.21,44.99,0,0,51.86,88.48,42.01,0,0,0,0,1.35,0,134.33,119.56,0,59.86,189.34,0,3.08,0,0,0,0,0,0,0,0,0

82,20:15-20:30,15.85,0,0,0,0,652.78,0,0,19.23,0,0,12.67,95.08,43.49,0,0,412.91,11.25,8.53,0,0,2.13,19.77,0,0,25.38,4.14,0,20.38,0,0,0,0,0,0,0,0,0,0,0,0,0,15.92,0,0,0,114.21,21.22,0,0,51.86,88.48,42.01,0,0,0,0,1.35,0,134.33,119.56,0,59.86,189.34,0,3.08,0,0,0,0,0,0,0,0,0

83,20:30-20:45,15.85,0,0,0,0,652.78,0,0,19.23,0,0,12.67,95.08,43.49,0,0,357.13,11.25,8.53,0,0,2.13,19.77,0,0,25.38,4.14,0,20.38,0,0,0,0,0,0,0,0,0,0,0,0,0,15.92,0,0,0,114.21,0,0,0,51.86,88.48,42.01,0,0,0,0,1.35,0,134.33,119.56,0,59.86,189.34,0,3.08,0,0,0,0,0,0,0,0,0

84,20:45-21:00,15.85,0,0,0,0,652.78,0,0,19.23,0,0,0,95.08,43.49,0,0,357.13,11.25,8.53,0,0,2.13,19.77,0,0,25.38,4.14,0,20.38,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42,0,0,0,114.21,0,0,0,51.86,88.48,42.01,0,0,0,0,1.35,0,134.33,119.56,0,59.38,189.34,0,3.08,0,0,0,0,0,0,0,0,0

85,21:00-21:15,15.85,0,0,0,0,652.78,0,0,19.23,0,0,0,95.08,43.49,0,0,357.13,11.25,8.53,0,0,25.48,19.77,0,0,25.38,4.14,0,20.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.21,0,0,0,51.86,88.48,42.01,0,0,0,0,1.35,0,134.33,119.56,0,59.38,189.34,0,3.08,0,0,0,0,0,0,0,0,0

86,21:15-21:30,15.85,0,0,0,0,652.78,0,0,19.23,0,0,0,95.08,43.49,0,0,357.13,11.25,8.53,0,0,25.48,19.77,0,0,25.38,4.14,0,20.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.21,0,0,0,51.86,88.48,42.01,0,0,0,0,1.35,0,134.33,119.56,0,59.38,189.34,0,3.08,0,0,0,0,0,0,0,0,0

87,21:30-21:45,15.85,0,0,0,0,652.78,0,0,19.23,0,0,0,95.08,43.49,0,0,357.13,11.25,8.53,0,0,6.38,17.04,0,0,21.88,4.14,0,17.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.21,0,0,0,51.86,88.48,42.01,0,0,0,0,1.35,0,134.33,119.56,0,59.38,189.34,0,3.08,0,0,0,0,0,0,0,0,0

88,21:45-22:00,15.85,0,0,0,0,652.78,0,0,19.23,0,0,0,95.08,43.49,0,0,357.13,11.25,8.53,0,0,4.24,17.04,0,0,21.88,4.14,0,17.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.21,0,0,0,51.86,88.48,42.01,0,0,0,0,1.35,0,134.33,119.56,0,59.38,189.34,0,3.08,0,0,0,0,0,0,0,0,0

89,22:00-22:15,15.85,0,0,0,0,652.78,0,0,19.23,0,0,0,95.08,43.49,0,0,357.13,11.25,8.53,0,0,4.24,17.04,0,0,21.88,4.14,0,17.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.21,0,0,0,51.86,88.48,42.01,0,0,0,0,1.35,0,134.33,119.56,0,59.38,189.34,0,3.08,0,0,0,0,0,0,0,0,0

90,22:15-22:30,15.85,0,0,0,0,624.3,0,0,19.23,0,0,0,95.08,43.49,0,0,357.13,11.25,8.53,0,0,4.24,17.04,0,0,21.88,4.14,0,17.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.21,0,0,0,51.86,88.48,42.01,0,0,0,0,1.35,0,134.33,119.56,0,44.9,189.34,0,3.08,0,0,0,0,0,0,0,0,0

91,22:30-22:45,15.85,0,0,0,0,614.68,0,0,19.23,0,0,0,95.08,43.49,0,0,357.13,11.25,8.53,0,0,10.62,17.04,0,0,21.88,4.14,0,17.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.21,0,0,0,51.86,88.48,42.01,0,0,0,0,1.35,0,134.33,119.56,0,44.9,189.34,0,3.08,0,0,0,0,0,0,0,0,0

92,22:45-23:00,15.85,0,0,0,0,595.45,0,0,19.23,0,0,0,95.08,43.49,0,0,357.13,11.25,8.53,0,0,10.62,17.04,0,0,21.88,4.14,0,17.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.21,0,0,0,51.86,88.48,42.01,0,0,0,0,1.35,0,134.33,119.56,0,44.9,189.34,0,3.08,0,0,0,0,0,0,0,0,0

93,23:00-23:15,0,0,0,0,0,562.59,0,0,19.23,0,0,0,95.08,43.49,0,0,357.13,11.25,8.53,0,0,8.49,17.04,0,0,21.88,4.14,0,17.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.21,0,0,0,51.86,88.48,42.01,0,0,0,0,1.35,0,134.33,119.56,0,44.9,189.34,0,3.08,0,0,0,0,0,0,0,0,0

94,23:15-23:30,0,0,0,0,0,490.47,0,0,19.23,0,0,0,95.08,43.49,0,0,357.13,11.25,8.53,0,0,8.49,17.04,0,0,21.88,4.14,0,17.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.21,0,0,0,51.86,88.48,42.01,0,0,0,0,1.35,0,134.33,119.56,0,14.54,189.34,0,3.08,0,0,0,0,0,0,0,0,0

95,23:30-23:45,0,0,0,0,0,447.19,0,0,19.23,0,0,0,95.08,43.49,0,0,357.13,11.25,8.53,0,0,8.49,17.04,0,0,21.88,4.14,0,17.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.21,0,0,0,51.86,88.48,42.01,0,0,0,0,1.35,0,134.33,119.56,0,0,202.86,0,3.08,0,0,0,0,0,0,0,0,0

96,23:45-24:00,0,0,0,0,0,379.87,0,0,19.23,0,0,0,95.08,43.49,0,0,357.13,11.25,8.53,0,0,8.49,17.04,0,0,21.88,4.14,0,17.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.21,0,0,0,51.86,88.48,42.01,0,0,0,0,1.35,0,134.33,119.56,0,0,224.5,0,3.08,0,0,0,0,0,0,0,0,0

