Column1,Time,L_NR_2019_19,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,WR/01102023/16072048/L_NR_2022_08,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/L_NR_2019_05,WR/01102023/24112044/L_NR_2020_07,NR/01102023/25072045/L_NR_2021_15,WR/01102023/31032046/L_NR_2020_05,NR/01102023/02122045/L_NR_2021_13,WR/01102023/30052048/L_NR_2022_10,GNARE/NR/2024/12/20/3668,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_16,GNARE/SR/2025/01/13/4532,GNA/NR/2025/04/01/4565,GNA/SR/2025/04/01/2597,GNA/NR/2025/04/01/6490,GNA/NR/2025/04/01/1831,NR/30092023/26122029/SH-06,GNA/NR/2025/04/01/6216,GNA/NR/2025/04/01/8964,NR/01102023/31052040/LT-31,GNA/NR/2025/04/01/8456,NR/30092023/31122025/SH-07,GNA/NR/2025/04/01/8510,GNA/NR/2025/04/01/1333,NR/01102023/05012040/L_NR_2020_02,GNA/WR/2025/04/01/4420,GNA/NR/2025/04/01/9334,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_35,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/22052037/LT-59,NR/01102023/30042040/GNA_LT_36,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/04/01/5285,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/04/01/7459,GNA/NR/2025/04/01/7960,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/06022042/L_NR_2012_02
71,17:30-17:45,13.2,19.17,46.67,23.33,21,6,6,21.45,19.17,9,57.49,12.72,46.67,30.52,20.48,7,63.6,14,12,14.61,48.12,0,9.62,1.92,23.97,9.62,0,3.29,10.35,23.97,7.68,2.89,4.01,50,2.89,66.04,3.29,272.15,2.71,3.29,92.26,4.91,2.89,0,9.62,43.75,31.29,8.2,260.45

72,17:45-18:00,7.28,19.17,46,23,13,4,4,11.81,19.17,7,57.49,9.1,46,22.5,10.64,1,45.48,11,8,14.21,48.12,0,9.62,1.92,23.97,9.62,0,2.3,10.35,23.97,7.68,2.89,4.01,50,2.89,66.04,2.3,272.15,4.35,2.3,92.26,4.91,2.89,0,9.62,43.75,31.29,8.2,260.45

73,18:00-18:15,4.35,15.33,36.67,17.67,8,3,2,0,15.33,5,46.01,6.03,36.67,15.63,0,0,30.13,7,5,14.01,48.12,0,9.62,1.92,30.5,9.62,0,1.47,10.35,30.5,7.68,2.89,4.2,50,2.89,115.09,1.47,272.15,4.35,1.47,92.26,4.91,2.89,0,9.62,43.75,31.29,8.57,260.45

74,18:15-18:30,1.7,15.83,37.33,16.33,5,1,1,0,15.83,3,47.51,3.59,37.33,9.55,0,0,17.96,4,3,13.61,48.12,0,9.62,1.92,30.5,9.62,0,0.82,10.35,30.5,7.68,2.89,4.2,50,2.89,115.09,0.82,272.15,4.35,0.82,92.26,4.91,2.89,0,9.62,43.75,31.29,8.57,260.45

75,18:30-18:45,0,16.17,38.33,13.33,2,0,0,0,16.17,3,48.49,2.03,38.33,4.74,0,0,10.15,1,1,13.01,48.12,0,9.62,1.92,30.5,9.62,0,0.06,10.35,30.5,7.68,2.89,4.2,50,2.89,115.09,0.06,272.15,4.35,0.06,92.26,4.91,2.89,0,9.62,43.75,31.29,8.57,260.45

76,18:45-19:00,0,16.5,39,13.67,1,0,0,0,16.5,1,49.5,0.48,39,2.65,0,0,2.38,0,0,12.61,48.12,0,9.62,1.92,30.5,9.62,0,0.01,10.35,30.5,7.68,2.89,4.2,50,2.89,115.09,0.01,272.15,4.35,0.01,92.26,4.91,2.89,0,9.62,43.75,31.29,8.57,260.45

77,19:00-19:15,0,13.17,28.33,11.67,0,0,0,0,13.17,0,39.49,0,28.33,1.87,0,0,0,0,0,13.01,48.12,0,9.62,1.92,30.5,9.62,0,0,10.35,30.5,7.68,2.89,4.2,50,2.89,115.09,0,272.15,4.58,0,92.26,4.3,2.89,0,9.62,43.75,31.29,9.11,260.45

78,19:15-19:30,0,13.33,28.33,11.67,0,0,0,0,13.33,0,40.01,0,28.33,0.5,0,0,0,0,0,13.21,48.12,0,9.62,1.92,30.5,9.62,0,0,10.35,30.5,7.68,2.89,4.2,50,2.89,115.09,0,272.15,4.58,0,92.26,4.3,2.89,0,9.62,43.75,31.29,9.11,260.45

79,19:30-19:45,0,13.67,35.2,12.33,0,0,0,0,13.67,0,40.99,0,35.2,0,0,0,0,0,0,13.61,48.12,0,9.62,1.92,30.5,9.62,0,0,10.35,30.5,7.68,2.89,4.2,50,2.89,115.09,0,272.15,4.58,0,92.26,4.3,2.89,0,9.62,43.75,31.29,9.11,260.45

80,19:45-20:00,0,13.67,36.8,13.33,0,0,0,0,13.67,0,40.99,0,36.8,0,0,0,0,0,0,14.41,48.12,0,9.62,1.92,30.5,9.62,0,0,10.35,30.5,7.68,2.89,4.2,50,2.89,115.09,0,272.15,4.58,0,92.26,4.3,2.89,0,9.62,43.75,31.29,9.11,260.45

81,20:00-20:15,0,13,38.4,14.33,0,0,0,0,13,0,39,0,38.4,0,0,0,0,0,0,12.61,48.12,0,9.62,1.92,30.5,9.62,0,0,10.35,30.5,7.68,2.89,4.11,50,2.89,115.09,0,272.15,4.66,0,92.26,4.3,2.89,0,9.62,43.75,31.29,9.49,260.45

82,20:15-20:30,0,12.83,40,15,0,0,0,0,12.83,0,38.51,0,40,0,0,0,0,0,0,13.01,48.12,0,9.62,1.92,30.5,9.62,0,0,10.35,30.5,7.68,2.89,4.11,50,2.89,115.09,0,272.15,4.66,0,92.26,4.3,2.89,0,9.62,43.75,31.29,9.49,260.45

83,20:30-20:45,0,12.67,28.28,15.67,0,0,0,0,12.67,0,37.99,0,28.28,0,0,0,0,0,0,13.01,48.12,0,9.62,1.92,30.5,9.62,0,0,10.35,30.5,7.68,2.89,4.11,50,2.89,115.09,0,272.15,4.66,0,92.26,4.3,2.89,0,9.62,43.75,31.29,9.49,260.45

84,20:45-21:00,0,12.5,28,15.33,0,0,0,0,12.5,0,37.5,0,28,0,0,0,0,0,0,13.01,48.12,0,9.62,1.92,30.5,9.62,0,0,10.35,30.5,7.68,2.89,4.11,50,2.89,115.09,0,272.15,4.66,0,92.26,4.3,2.89,0,9.62,43.75,31.29,9.49,260.45

85,21:00-21:15,0,12.33,40,13.33,0,0,0,0,12.33,0,37.01,0,40,0,0,0,0,0,0,8,48.12,0,9.62,1.92,30.5,9.62,0,0,10.35,30.5,7.68,2.89,4.11,50,2.89,115.09,0,272.15,4.66,0,92.26,4.23,2.89,0,9.62,43.75,31.29,9.67,260.45

86,21:15-21:30,0,12,40.67,11.67,0,0,0,0,12,0,36,0,40.67,0,0,0,0,0,0,8,48.12,0,9.62,1.92,30.5,9.62,0,0,10.35,30.5,7.68,2.89,4.11,50,2.89,115.09,0,272.15,4.66,0,92.26,4.23,2.89,0,9.62,43.75,31.29,9.67,260.45

87,21:30-21:45,0,11.5,31,10.67,0,0,0,0,11.5,0,34.5,0,31,0,0,0,0,0,0,8,48.12,0,9.62,1.92,30.5,9.62,0,0,10.35,30.5,7.68,2.89,4.11,50,2.89,115.09,0,272.15,4.27,0,92.26,4.75,2.89,0,9.62,43.75,31.29,9.67,260.45

88,21:45-22:00,0,11.33,33,10,0,0,0,0,11.33,0,34.01,0,33,0,0,0,0,0,0,8,48.12,0,9.62,1.92,30.5,9.62,0,0,10.35,30.5,7.68,2.89,4.11,50,2.89,115.09,0,272.15,4.27,0,92.26,4.75,2.89,0,9.62,43.75,31.29,9.67,260.45

89,22:00-22:15,0,15,40,9.67,0,0,0,0,15,0,45,0,40,0,0,0,0,0,0,7.6,48.12,0,9.62,1.92,30.5,9.62,0,0,10.35,30.5,7.68,2.89,4.01,50,2.89,115.09,0,272.15,4.27,0,92.26,4.6,2.89,0,9.62,43.75,31.29,9.86,260.45

90,22:15-22:30,0,15.33,40.67,9.33,0,0,0,0,15.33,0,46.01,0,40.67,0,0,0,0,0,0,7.2,48.12,0,9.62,1.92,30.5,9.62,0,0,10.35,30.5,7.68,2.89,4.01,50,2.89,115.09,0,272.15,4.27,0,92.26,4.6,2.89,0,9.62,43.75,31.29,9.86,260.45

91,22:30-22:45,0,18.33,45,9,0,0,0,0,18.33,0,55.01,0,45,0,0,0,0,0,0,10.4,48.12,0,9.62,1.92,30.5,9.62,0,0,10.35,30.5,7.68,2.89,4.01,50,2.89,115.09,0,272.15,4.27,0,92.26,4.6,2.89,0,9.62,43.75,31.29,9.86,260.45

92,22:45-23:00,0,18.67,45.67,9,0,0,0,0,18.67,0,55.99,0,45.67,0,0,0,0,0,0,10,48.12,0,9.62,1.92,30.5,9.62,0,0,10.35,30.5,7.68,2.89,4.01,50,2.89,115.09,0,272.15,4.27,0,92.26,4.6,2.89,0,9.62,43.75,31.29,9.86,260.45

93,23:00-23:15,0,19.17,53.33,16.67,0,0,0,0,19.17,0,57.49,0,53.33,0,0,0,0,0,0,9.6,48.12,0,9.62,1.92,30.5,9.62,0,0,10.35,30.5,7.68,2.89,3.73,50,2.89,115.09,0,272.15,4.27,0,92.26,4.45,2.89,0,9.62,43.75,31.29,9.86,260.45

94,23:15-23:30,0,19.5,52.67,16,0,0,0,0,19.5,0,58.5,0,52.67,0,0,0,0,0,0,9,48.12,0,9.62,1.92,30.5,9.62,0,0,10.35,30.5,7.68,2.89,3.73,50,2.89,115.09,0,272.15,4.27,0,92.26,4.45,2.89,0,9.62,43.75,31.29,9.86,260.45

95,23:30-23:45,0,19.67,52,15.33,0,0,0,0,19.67,0,58.99,0,52,0,0,0,0,0,0,8,48.12,0,9.62,1.92,30.5,9.62,0,0,10.35,30.5,7.68,2.89,3.73,50,2.89,115.09,0,272.15,4.27,0,92.26,4.45,2.89,0,9.62,43.75,31.29,9.86,260.45

96,23:45-24:00,0,20,50,14.67,0,0,0,0,20,0,60,0,50,0,0,0,0,0,0,8,48.12,0,9.62,1.92,30.5,9.62,0,0,10.35,30.5,7.68,2.89,3.73,50,2.89,115.09,0,272.15,4.27,0,92.26,4.45,2.89,0,9.62,43.75,31.29,9.86,260.45

