Block,Time Block,DULHASTI,FSTPP I & II,CHAMERA1,CHAMERA3,BSIUL,CHAMERA2,DADRT2,DHAULIGNGA,BRBCL,DADRI_LF,ANTA_RF,ANTA_LF,AURY_LF,DADRI_GF,ANTA_GF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_CRF,AURY_CRF,AURY_RF,TEHRI,UNCHAHAR1,UNCHAHAR4,VALLURNTECL,TANDA2,URI2,UNCHAHAR3,TALST2,TelanganaSTPP,TANAKPUR,UNCHAHAR2,URI,TALA,SINGRAULI_HYDRO,SIMHST2,SINGRAULI,RAMPUR,RAPPB,RIHAND2,RIHAND1,SASAN,PARBATI3,RSTPSU1TO6,NTPL,RAPPC,RSTPSU7,SIMHST1,RIHAND3,SALAL,SEWA2,KOTESHWR,KKNP,KHSTPP-II,KKNPPU2,KUDGI,KOLDAM,KHSTPP-I,KISHANGANGA,MAPS,NNTPP,NLCTS2EXP,NLCIIST1,NJPC,NLCEXP,NAPP,NLCIIST2,JHAJJAR,KGSU3AND4,KGSU1AND2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
62,15:15-15:30,0,15.36,0,0,0,0,419.05,0,19.22,0,0,0,0,0,0,0,0,0,0,0,0,0,19.75,0,0,0,4.14,24.55,0,0,3.7,40.73,3.18,0,0,0,121.02,0,0,114.09,88.39,332.38,0,0,0,51.34,0,0,119.45,2.24,0,8.53,0,142.49,0,0,0,43.45,0,0,0,0,0,0,0,41.86,0,315.42,0,0,0,0,0,0,0

63,15:30-15:45,0,15.36,0,0,0,0,439.23,0,19.22,0,0,0,0,0,0,0,0,0,0,0,0,0,19.75,0,0,0,4.14,25.36,0,0,3.7,40.73,6.37,0,0,0,121.02,0,0,114.09,88.39,332.38,0,0,0,51.34,0,0,119.45,2.24,0,8.53,0,142.49,0,0,0,43.45,0,0,0,0,0,0,0,41.86,0,315.42,0,0,0,0,0,0,0

64,15:45-16:00,0,15.36,0,0,0,0,439.23,0,19.22,0,0,0,0,0,0,0,0,0,0,0,0,0,19.75,0,0,0,4.14,25.36,0,0,3.7,40.73,6.37,0,0,0,121.02,0,0,114.09,88.39,332.38,0,0,0,51.34,0,0,119.45,2.24,0,8.53,0,142.49,0,0,0,43.45,0,0,0,0,0,0,0,41.86,0,334.64,0,0,0,0,0,0,0

65,16:00-16:15,0,15.36,0,0,0,0,473.06,0,19.22,0,0,0,0,0,0,0,0,0,0,0,0,14.95,19.75,0,0,0,4.14,25.36,0,0,3.7,40.73,1.07,0,0,0,121.02,0,0,114.09,88.39,332.38,0,0,0,51.34,0,0,119.45,12.28,0,8.53,0,142.49,0,0,0,43.45,0,0,0,0,0,0,0,41.86,0,389.15,0,0,0,0,0,0,0

66,16:15-16:30,0,15.36,0,0,0,0,492.28,0,19.22,0,0,0,0,0,0,0,0,0,0,0,0,29.9,19.75,0,0,0,4.14,25.36,0,0,3.7,40.73,1.07,0,0,0,121.02,0,0,114.09,88.39,332.38,0,0,0,51.34,0,0,119.45,53.58,0,8.53,0,142.49,0,0,0,43.45,0,0,0,0,0,0,0,41.86,0,419.1,0,0,0,0,0,0,0

67,16:30-16:45,0,15.36,0,0,0,0,492.28,0,19.22,0,0,0,0,0,0,0,0,0,0,0,0,44.85,19.75,0,0,0,4.14,25.36,0,0,3.7,40.73,1.07,0,0,0,121.02,0,0,114.09,88.39,332.38,0,0,0,51.34,0,0,119.45,53.58,0,8.53,0,142.49,0,0,0,43.45,0,0,0,0,0,0,0,41.86,0,419.1,0,0,0,0,0,0,0

68,16:45-17:00,0,15.36,0,0,0,0,565.29,0,19.22,0,0,0,0,0,0,0,0,0,0,0,0,44.85,19.75,0,0,0,4.14,25.36,0,0,3.7,40.73,1.07,0,0,0,121.02,0,0,114.09,88.39,332.38,0,0,0,51.34,0,0,119.45,53.58,0,8.53,0,142.49,0,0,0,43.45,0,0,0,0,0,22.47,0,41.86,0,419.1,0,0,0,0,0,0,0

69,17:00-17:15,15.83,15.36,0,0,0,3.2,656.02,0,19.22,21.47,0,0,0,0,0,0,37.94,5,30.11,50.73,0,59.8,19.75,0,0,0,4.14,25.36,0,0,3.7,40.73,1.07,0,0,0,121.02,0,0,114.09,88.39,332.38,0,0,0,51.34,0,0,119.45,40.19,0,8.53,0,142.49,0,0,0,43.45,0,0,0,0,0,44.96,0,41.86,0,419.1,0,0,0,0,0,0,0

70,17:15-17:30,31.66,15.36,11.68,0,1.06,12.65,656.02,0,19.22,22.65,0,0,0,0,0,0,40.02,5.27,41.47,68.02,0,59.8,19.75,0,0,0,4.14,25.36,0,0,3.7,40.73,1.07,0,0,0,121.02,0,0,114.09,88.39,332.38,0,0,0,51.34,0,0,119.45,40.19,5.06,17.05,0,142.49,0,0,0,43.45,0,0,0,0,0,67.42,0,41.86,0,419.1,0,0,0,0,0,0,0

71,17:30-17:45,31.66,15.36,13.5,9.29,2.11,12.65,656.02,7.74,19.22,22.65,0,0,0,0,0,0,40.02,5.27,41.6,68.02,0,59.8,19.75,0,0,0,4.14,25.36,0,0,3.7,40.73,1.07,0,0,0,121.02,0,0,114.09,88.39,332.38,0,0,0,51.34,0,0,119.45,40.19,10.12,25.59,0,142.49,0,0,0,43.45,0,0,0,0,0,89.89,0,41.86,0,419.1,0,0,0,0,0,0,0

72,17:45-18:00,31.66,15.36,26.95,18.62,12.53,25.31,656.02,15.35,19.22,22.65,0,0,0,0,0,0,40.02,5.27,41.64,68.02,0,59.8,19.75,0,0,0,4.14,25.36,0,0,3.7,40.73,1.07,0,0,0,121.02,0,0,114.09,88.39,332.38,0,0,0,51.34,0,0,119.45,12.28,14.47,38.27,0,142.49,0,0,0,43.45,0,0,0,0,0,112.38,0,41.86,0,419.1,0,0,0,0,0,0,0

73,18:00-18:15,31.66,15.36,26.95,18.62,12.53,25.31,656.02,26.34,19.22,22.65,0,0,0,0,0,0,40.02,5.27,41.7,68.66,0,59.8,19.75,0,0,0,4.14,25.36,0,0,3.7,40.73,1.07,0,0,0,121.02,0,0,114.09,88.39,332.38,0,0,0,51.34,0,0,119.45,2.24,14.47,38.27,0,142.49,0,0,0,43.45,0,0,0,0,0,112.38,0,41.86,0,419.1,0,0,0,0,0,0,0

74,18:15-18:30,31.66,15.36,26.95,18.62,12.53,25.31,656.02,26.34,19.22,22.65,0,0,0,0,0,0,40.02,5.27,41.7,68.66,0,59.8,19.75,0,0,0,4.14,25.36,0,0,3.7,40.73,1.07,0,0,0,121.02,0,0,114.09,88.39,332.38,0,0,0,51.34,0,0,119.45,2.24,14.47,38.27,0,142.49,0,0,0,43.45,0,0,0,0,0,112.38,0,41.86,0,419.1,0,0,0,0,0,0,0

75,18:30-18:45,31.66,15.36,26.95,18.62,12.53,25.31,656.02,26.34,19.22,22.65,0,0,0,0,0,0,40.02,5.27,41.77,68.66,0,59.8,19.75,0,0,0,7.75,25.36,0,0,3.7,40.73,1.07,0,0,0,121.02,0,0,114.09,88.39,332.38,0,0,0,51.34,0,0,119.45,2.24,14.47,38.27,0,142.49,0,0,0,43.45,0,0,0,0,0,112.38,0,41.86,0,419.1,0,0,0,0,0,0,0

76,18:45-19:00,31.66,15.36,26.95,18.62,12.53,25.31,656.02,26.34,19.22,22.65,0,0,0,0,0,0,40.02,5.27,41.77,68.66,0,59.8,19.75,0,0,0,7.75,25.36,0,0,3.7,40.73,1.07,0,0,0,121.02,0,0,114.09,88.39,332.38,0,0,0,51.34,0,0,119.45,2.24,10.12,38.27,0,142.49,0,0,0,43.45,0,0,0,0,0,112.38,0,41.86,0,419.1,0,0,0,0,0,0,0

77,19:00-19:15,31.66,15.36,23.53,18.62,12.53,25.31,656.02,26.34,19.22,5.98,0,0,0,0,0,0,10.55,1.38,14.11,23.23,0,59.8,19.75,0,0,0,7.75,25.36,0,0,3.7,40.73,25.45,0,0,0,121.02,0,0,114.09,88.39,332.38,3.67,0,0,51.34,0,0,119.45,2.24,5.06,38.27,0,142.49,0,0,0,43.45,0,0,0,0,0,90.99,0,41.86,0,419.1,0,0,0,0,0,0,0

78,19:15-19:30,31.66,15.36,11.54,9.29,6.26,25.31,656.02,15.35,19.22,0,0,0,0,0,0,0,0,0,0,0,0,59.8,19.75,0,0,0,7.75,25.36,0,0,3.7,40.73,25.45,0,0,0,121.02,0,0,114.09,88.39,332.38,15.9,0,0,51.34,0,0,119.45,2.24,5.06,18.95,0,142.49,0,0,0,43.45,0,0,0,0,0,89.89,0,41.86,0,419.1,0,0,0,0,0,0,0

79,19:30-19:45,31.66,15.36,11.54,9.29,1.06,25.31,656.02,7.61,19.22,0,0,0,0,0,0,0,0,0,0,0,0,59.8,19.75,0,0,0,7.75,25.36,0,0,3.7,40.73,25.45,0,0,0,121.02,0,0,114.09,88.39,332.38,15.9,0,0,51.34,0,0,119.45,2.24,0,17.25,0,142.49,0,0,0,43.45,0,0,0,0,0,67.42,0,41.86,0,419.1,0,0,0,0,0,0,0

80,19:45-20:00,31.66,15.36,0,9.29,0,25.31,656.02,0,19.22,0,0,0,0,0,0,0,0,0,0,0,0,59.8,19.75,0,0,0,7.75,25.36,0,0,3.7,40.73,25.45,0,0,0,121.02,0,0,114.09,88.39,332.38,15.9,0,0,51.34,0,0,119.45,2.24,0,17.05,0,142.49,0,0,0,43.45,0,0,0,0,0,44.96,0,41.86,0,419.1,0,0,0,0,0,0,0

81,20:00-20:15,31.66,15.36,0,9.29,0,3.2,656.36,0,19.22,0,0,0,0,0,0,0,0,0,0,0,0,44.85,19.75,0,0,0,4.14,25.36,0,0,3.7,40.73,25.45,0,0,0,121.02,0,0,114.09,88.39,332.38,15.9,0,0,51.34,0,0,119.45,2.24,0,17.05,0,142.49,0,0,0,43.45,0,0,0,0,0,0,0,41.86,0,419.1,0,0,0,0,0,0,0

82,20:15-20:30,31.66,15.36,0,9.29,0,0,656.36,0,19.22,0,0,0,0,0,0,0,0,0,0,0,0,29.9,19.75,0,0,0,4.14,25.36,0,0,3.7,40.73,25.45,0,0,0,121.02,0,0,114.09,88.39,332.38,15.9,0,0,51.34,0,0,119.45,2.24,0,17.05,0,142.49,0,0,0,43.45,0,0,0,0,0,0,0,41.86,0,419.1,0,0,0,0,0,0,0

83,20:30-20:45,31.66,15.36,0,9.29,0,0,656.36,0,19.22,0,0,0,0,0,0,0,0,0,0,0,0,29.9,19.75,0,0,0,4.14,25.36,0,0,3.7,40.73,25.45,0,0,0,121.02,0,0,114.09,88.39,332.38,15.9,0,0,51.34,0,0,119.45,2.24,0,8.53,0,142.49,0,0,0,43.45,0,0,0,0,0,0,0,41.86,0,419.1,0,0,0,0,0,0,0

84,20:45-21:00,31.66,15.36,0,9.29,0,0,656.36,0,19.22,0,0,0,0,0,0,0,0,0,0,0,0,29.9,19.75,0,0,0,4.14,25.36,0,0,3.7,40.73,8.48,0,0,0,121.02,0,0,114.09,88.39,332.38,3.42,0,0,51.34,0,0,119.45,2.24,0,8.53,0,142.49,0,0,0,43.45,0,0,0,0,0,0,0,41.86,0,419.1,0,0,0,0,0,0,0

85,21:00-21:15,31.66,13.36,0,9.29,0,0,640.63,0,19.22,0,0,0,0,0,0,0,0,0,0,0,0,29.9,19.75,0,0,0,4.14,25.36,0,0,1.97,40.73,8.48,0,0,0,121.02,0,0,114.09,88.39,332.38,0,0,0,51.34,0,0,119.45,2.24,0,8.53,0,142.49,0,0,0,43.45,0,0,0,0,0,0,0,41.86,0,364.97,0,0,0,0,0,0,0

86,21:15-21:30,31.66,13.36,0,9.29,0,0,633.91,0,19.22,0,0,0,0,0,0,0,0,0,0,0,0,29.9,19.75,0,0,0,4.14,25.36,0,0,1.97,40.73,10.61,0,0,0,121.02,0,0,114.09,88.39,332.38,0,0,0,51.34,0,0,119.45,2.24,0,8.53,0,142.49,0,0,0,43.45,0,0,0,0,0,0,0,41.86,0,336.15,0,0,0,0,0,0,0

87,21:30-21:45,31.66,13.36,0,9.29,0,0,609.89,0,19.22,0,0,0,0,0,0,0,0,0,0,0,0,14.95,19.75,0,0,0,4.14,25.36,0,0,1.97,40.73,10.61,0,0,0,121.02,0,0,114.09,43.24,332.38,0,0,0,51.34,0,0,119.45,2.24,0,8.53,0,142.49,0,0,0,43.45,0,0,0,0,0,0,0,41.86,0,336.15,0,0,0,0,0,0,0

88,21:45-22:00,31.66,13.36,0,9.29,0,0,590.67,0,19.22,0,0,0,0,0,0,0,0,0,0,0,0,6.96,19.75,0,0,0,4.14,25.36,0,0,1.97,40.73,10.61,0,0,0,121.02,0,0,114.09,43.24,332.38,0,0,0,51.34,0,0,119.45,2.24,0,8.53,0,142.49,0,0,0,43.45,0,0,0,0,0,0,0,41.86,0,336.15,0,0,0,0,0,0,0

89,22:00-22:15,31.66,13.36,0,9.29,0,0,543.48,0,19.22,0,0,0,0,0,0,0,0,0,0,0,0,0,19.75,0,0,0,4.14,25.36,0,0,1.97,40.73,14.84,0,0,0,121.02,0,0,114.09,43.24,332.38,0,0,0,51.34,0,0,119.45,2.24,0,8.53,0,142.49,0,0,0,43.45,0,0,0,0,0,0,0,41.86,0,279.34,0,0,0,0,0,0,0

90,22:15-22:30,31.66,13.36,0,9.29,0,0,534.61,0,19.22,0,0,0,0,0,0,0,0,0,0,0,0,0,19.75,0,0,0,4.14,25.36,0,0,1.97,40.73,14.84,0,0,0,121.02,0,0,114.09,43.24,332.38,0,0,0,51.34,0,0,119.45,2.24,0,8.53,0,142.49,0,0,0,43.45,0,0,0,0,0,0,0,41.86,0,278.5,0,0,0,0,0,0,0

91,22:30-22:45,31.66,13.36,0,0,0,0,534.61,0,19.22,0,0,0,0,0,0,0,0,0,0,0,0,0,19.75,0,0,0,4.14,25.36,0,0,1.97,40.73,13.79,0,0,0,121.02,0,0,114.09,43.24,332.38,0,0,0,51.34,0,0,119.45,2.24,0,8.53,0,142.49,0,0,0,43.45,0,0,0,0,0,0,0,41.86,0,278.5,0,0,0,0,0,0,0

92,22:45-23:00,31.66,13.36,0,0,0,0,534.61,0,19.22,0,0,0,0,0,0,0,0,0,0,0,0,0,19.75,0,0,0,4.14,25.36,0,0,1.97,40.73,13.79,0,0,0,121.02,0,0,114.09,43.24,332.38,0,0,0,51.34,0,0,119.45,2.24,0,8.53,0,142.49,0,0,0,43.45,0,0,0,0,0,0,0,41.86,0,278.5,0,0,0,0,0,0,0

93,23:00-23:15,31.66,13.36,0,0,0,0,487.68,0,19.22,0,0,0,0,0,0,0,0,0,0,0,0,0,19.75,0,0,0,4.14,25.36,0,0,1.97,40.73,3.18,0,0,0,121.02,0,0,114.09,43.24,332.38,0,0,0,51.34,0,0,119.45,2.24,0,8.53,0,142.49,0,0,0,43.45,0,0,0,0,0,0,0,41.86,0,256.81,0,0,0,0,0,0,0

94,23:15-23:30,31.66,13.36,0,0,0,0,459.22,0,19.22,0,0,0,0,0,0,0,0,0,0,0,0,0,19.75,0,0,0,4.14,25.36,0,0,1.97,40.73,3.18,0,0,0,121.02,0,0,114.09,43.24,332.38,0,0,0,51.34,0,0,119.45,2.24,0,8.53,0,142.49,0,0,0,43.45,0,0,0,0,0,0,0,41.86,0,256.81,0,0,0,0,0,0,0

95,23:30-23:45,31.66,13.36,0,0,0,0,381.84,0,19.22,0,0,0,0,0,0,0,0,0,0,0,0,0,19.75,0,0,0,4.14,25.36,0,0,1.97,40.73,3.18,0,0,0,121.02,0,0,114.09,43.24,332.38,0,0,0,51.34,0,0,119.45,2.24,0,8.53,0,142.49,0,0,0,43.45,0,0,0,0,0,0,0,41.86,0,256.81,0,0,0,0,0,0,0

96,23:45-24:00,31.66,13.36,0,0,0,0,333.8,0,19.22,0,0,0,0,0,0,0,0,0,0,0,0,0,19.75,0,0,0,4.14,25.36,0,0,1.97,40.73,3.18,0,0,0,121.02,0,0,114.09,43.24,332.38,0,0,0,51.34,0,0,119.45,2.24,0,8.53,0,142.49,0,0,0,43.45,0,0,0,0,0,0,0,41.86,0,230.51,0,0,0,0,0,0,0

