Block,Time Block,JHAJJAR,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,TANAKPUR,TelanganaSTPP,UNCHAHAR3,TEHRI,URI2,URI,UNCHAHAR1,TANDA2,VALLURNTECL,UNCHAHAR4,UNCHAHAR2,FSTPP I & II,BSIUL,CHAMERA3,CHAMERA2,BRBCL,DHAULIGNGA,DULHASTI,DADRT2,CHAMERA1,SINGRAULI_HYDRO,SIMHST1,RSTPSU1TO6,RAPPC,SIMHST2,TALA,RSTPSU7,SINGRAULI,SALAL,SEWA2,RIHAND3,RAPPB,RIHAND2,SASAN,TALST2,RIHAND1,NLCIIST2,NLCTS2EXP,NTPL,NNTPP,NLCIIST1,PARBATI3,RAMPUR,NJPC,MAPS,NAPP,NLCEXP,KOTESHWR,KUDGI,KOLDAM,KGSU3AND4,KHSTPP-II,KKNP,KISHANGANGA,KHSTPP-I,KGSU1AND2,KKNPPU2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
62,15:15-15:30,247.78,0,0,0,0,0,0,0,0,0,0,0,0,3.31,0,13.94,0,4.39,1.59,11.53,0,0,0,11.11,19.98,0,0,1.8,19.21,0,13.56,262.19,0,0,0,0,51.31,0,0,0,134.15,53.56,0,119.4,0,114.06,335.16,0,88.36,0,0,0,0,0,0,0,0,0,41.23,0,8.52,0,0,0,94.95,0,0,43.43,0,0,0,0,0,0,0

63,15:30-15:45,247.78,0,0,0,0,0,0,0,0,0,0,0,0,3.31,0,17.74,0,4.39,1.59,13.43,0,0,0,14.36,19.98,0,0,1.8,19.21,0,13.56,297.72,0,0,0,0,51.31,0,0,0,134.15,13.4,0,119.4,0,114.06,335.16,0,88.36,0,0,0,0,0,0,0,0,0,41.23,0,8.52,0,0,0,94.95,0,0,43.43,0,0,0,0,0,0,0

64,15:45-16:00,247.78,0,0,0,0,0,0,0,0,0,0,0,0,3.31,0,19.25,0,4.39,1.59,14.88,0,0,0,15.25,19.98,0,0,1.8,19.21,0,13.56,341.08,0,0,0,0,51.31,0,0,0,134.15,1.34,0,119.4,0,114.06,335.16,0,88.36,0,0,0,0,0,0,0,0,0,41.23,0,8.52,0,0,0,94.95,0,0,43.43,0,0,0,0,0,0,0

65,16:00-16:15,268.13,0,0,0,0,0,0,0,0,0,0,0,0,9.84,0,25.34,14.94,4.39,1.59,14.88,0,0,0,18.07,19.98,0,0,1.8,19.21,0,13.56,393.9,0,0,0,0,51.31,0,0,0,132.98,1.34,0,119.4,0,114.06,335.16,0,88.36,0,0,0,0,0,0,0,0,0,41.23,0,8.52,0,0,0,94.95,0,0,43.43,0,0,0,0,0,0,0

66,16:15-16:30,337.23,0,0,0,0,0,0,0,0,0,0,0,0,9.84,0,25.34,14.94,4.39,1.07,19.75,0,0,0,18.07,19.98,0,0,1.8,19.21,0,13.56,484.39,0,0,0,0,51.31,0,0,0,132.98,1.34,0,119.4,0,114.06,335.16,0,88.36,0,0,0,0,0,0,0,0,0,41.23,0,8.52,0,0,0,94.95,0,0,43.43,0,0,0,0,0,0,0

67,16:30-16:45,345.5,0,0,0,0,0,0,0,0,0,0,0,0,3.31,0,25.34,29.9,4.39,1.59,19.75,0,0,0,20.35,19.98,0,0,1.8,19.21,0,13.56,551.62,0,0,0,0,51.31,0,0,0,134.15,1.34,0,119.4,0,114.06,335.16,0,88.36,0,0,0,0,0,0,0,20.01,0,41.23,0,8.52,0,0,0,94.95,0,0,43.43,0,0,0,0,0,0,0

68,16:45-17:00,145.46,0,0,0,0,0,0,0,0,0,0,0,0,3.31,0,25.34,29.9,4.39,1.59,19.75,0,0,0,20.35,19.98,0,0,1.8,19.21,0,13.56,651.18,0,0,0,0,51.31,0,0,0,134.15,1.34,0,119.4,0,114.06,335.16,0,88.36,0,0,0,0,0,0,0,40.02,0,41.23,0,8.52,0,0,0,94.95,0,0,43.43,0,0,0,0,0,0,0

69,17:00-17:15,139.32,0,0,0,0,0,0,0,0,0,0,0,0,3.31,0,25.34,44.71,4.39,1.59,19.75,0,0,0,20.35,19.98,0,0,1.8,19.21,8.77,13.56,655.74,0,0,0,0,51.31,0,0,0,134.15,1.34,0,119.4,0,114.06,335.16,0,88.36,0,0,0,0,0,0,0,58.21,0,41.23,0,8.52,0,0,0,94.95,0,0,43.43,0,0,0,0,0,0,0

70,17:15-17:30,139.32,0,0,0,0,0,0,0,0,0,0,0,0,3.31,0,25.34,44.71,4.39,1.59,19.75,0,0,0,20.35,19.98,1.06,1.22,3.84,19.21,17.55,13.56,655.74,11.53,0,0,0,51.31,0,0,0,134.15,1.34,0,119.4,0,114.06,335.16,0,88.36,0,0,0,0,0,0,0,76.39,0,41.23,0,8.52,0,0,0,94.95,0,0,43.43,0,0,0,0,0,0,0

71,17:30-17:45,139.32,0,0,0,0,0,0,0,0,0,0,0,0,3.31,0,25.34,59.78,4.39,1.59,19.75,0,0,0,20.35,19.98,2.11,9.3,7.68,19.21,26.31,31.65,655.74,25.8,0,0,0,51.31,0,0,0,134.15,1.34,5.06,119.4,0,114.06,335.16,0,88.36,0,0,0,0,0,0,0,112.32,0,41.23,0,8.52,0,0,0,94.95,0,0,43.43,0,0,0,0,0,0,0

72,17:45-18:00,139.32,0,0,0,0,0,0,0,0,0,0,0,0,3.31,0,25.34,59.78,4.39,1.59,19.75,0,0,0,20.35,19.98,12.52,27.91,25.3,19.21,35.1,47.47,655.74,39.79,0,0,0,51.31,0,0,0,134.15,1.34,10.12,119.4,0,114.06,335.16,0,88.36,0,0,0,0,0,0,0,134.78,0,41.23,0,9.47,0,0,0,94.95,0,0,43.43,0,0,0,0,0,0,0

73,18:00-18:15,139.32,0,0,0,0,0,0,0,0,0,0,0,0,3.31,0,25.34,59.78,4.39,1.59,19.75,0,0,0,20.35,19.98,12.52,27.91,25.3,19.21,35.1,47.47,655.74,40.48,0,0,0,51.31,0,0,0,134.15,1.34,10.12,119.4,0,114.06,335.16,0,88.36,0,0,0,0,0,0,0,134.78,0,41.23,0,9.47,0,0,0,94.95,0,0,43.43,0,0,0,0,0,0,0

74,18:15-18:30,139.32,0,0,0,0,0,0,0,0,0,0,0,0,3.31,0,25.34,59.78,4.39,1.59,19.75,0,0,0,20.35,19.98,12.52,27.91,25.3,19.21,35.1,47.47,655.74,40.48,0,0,0,51.31,0,0,0,134.15,1.34,10.12,119.4,0,114.06,335.16,0,88.36,0,0,0,0,0,0,0,134.78,0,41.23,0,9.47,0,0,0,94.95,0,0,43.43,0,0,0,0,0,0,0

75,18:30-18:45,139.32,0,0,0,0,0,0,0,0,0,0,0,0,3.31,0,25.34,59.78,4.39,34.99,19.75,0,0,0,20.35,19.98,12.52,27.91,25.3,19.21,35.1,47.47,655.74,40.48,0,0,0,51.31,0,0,0,134.15,1.34,10.12,119.4,0,114.06,335.16,0,88.36,0,0,0,0,0,0,0,134.78,0,41.23,0,9.47,0,0,0,47.47,0,0,43.43,0,0,0,0,0,0,0

76,18:45-19:00,139.32,0,0,0,0,0,0,0,0,0,0,0,0,3.31,0,25.34,59.78,4.39,34.99,19.75,0,0,0,20.35,19.98,12.52,27.91,25.3,19.21,35.1,47.47,655.74,40.48,0,0,0,51.31,0,0,0,134.15,1.34,10.12,119.4,0,114.06,335.16,0,88.36,0,0,0,0,0,0,0,134.78,0,41.23,0,9.47,0,0,0,47.47,0,0,43.43,0,0,0,0,0,0,0

77,19:00-19:15,345.61,0,0,0,0,0,0,0,0,0,0,0,0,3.31,0,25.34,59.78,4.39,2.65,17.01,0,0,0,20.35,19.98,12.52,27.91,25.3,19.21,35.1,47.47,642.8,40.48,0,0,0,51.31,0,0,0,134.15,1.34,10.12,119.4,0,114.06,335.16,0,88.36,0,0,0,0,0,3.67,0,134.78,0,41.23,0,9.47,0,0,0,47.47,0,0,43.43,0,0,0,0,0,0,0

78,19:15-19:30,345.61,0,0,0,0,0,0,0,0,0,0,0,0,9.84,0,25.34,59.78,4.39,1.59,17.01,0,0,0,20.35,19.98,12.52,27.91,25.3,19.21,35.1,47.47,600.38,25.8,0,0,0,51.31,0,0,0,134.15,1.34,10.12,119.4,0,114.06,335.16,0,88.36,0,0,0,0,0,15.89,0,134.78,0,41.23,0,9.47,0,0,0,47.47,0,0,43.43,0,0,0,0,0,0,0

79,19:30-19:45,345.61,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,25.34,59.78,4.39,1.59,17.01,0,0,0,20.35,19.98,6.26,1.22,3.2,19.21,26.31,31.65,585.98,11.53,0,0,0,51.31,0,0,0,134.15,1.34,5.06,119.4,0,114.06,335.16,0,88.36,0,0,0,0,0,15.89,0,112.32,0,41.23,0,8.52,0,0,0,47.47,0,0,43.43,0,0,0,0,0,0,0

80,19:45-20:00,335.1,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,22.75,59.78,4.39,1.59,14.88,0,0,0,18.07,19.98,6.26,0,1.8,19.21,17.55,13.56,566.77,0,0,0,0,51.31,0,0,0,134.15,1.34,0,119.4,0,114.06,335.16,0,88.36,0,0,0,0,0,15.89,0,89.86,0,41.23,0,8.52,0,0,0,47.47,0,0,43.43,0,0,0,0,0,0,0

81,20:00-20:15,345.61,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,25.34,44.48,4.39,1.59,17.01,0,0,0,20.35,19.98,6.26,0,1.8,19.21,8.77,13.56,528.35,0,0,0,0,51.31,0,0,0,134.15,1.34,0,119.4,0,114.06,335.16,0,88.36,0,0,0,0,0,15.89,0,67.12,0,41.23,0,8.52,0,0,0,47.47,0,0,43.43,0,0,0,0,0,0,0

82,20:15-20:30,345.61,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,25.34,44.48,4.39,2.12,17.01,0,0,0,20.35,19.98,6.26,0,1.8,19.21,0,13.56,504.34,0,0,0,0,51.31,0,0,0,134.15,1.34,0,119.4,0,114.06,335.16,0,88.36,0,0,0,0,0,15.89,0,40.93,0,41.23,0,8.52,0,0,0,47.47,0,0,43.43,0,0,0,0,0,0,0

83,20:30-20:45,345.61,0,0,0,0,0,0,0,0,0,0,0,0,3.31,0,25.34,29.65,4.39,34.99,17.01,0,0,0,20.35,19.98,1.06,0,1.8,19.21,0,13.56,485.14,0,0,0,0,51.31,0,0,0,134.15,13.4,0,119.4,0,114.06,335.16,0,88.36,0,0,0,0,0,15.89,0,40.93,0,41.23,0,8.52,0,0,0,47.47,0,0,32.36,0,0,0,0,0,0,0

84,20:45-21:00,318.02,0,0,0,0,0,0,0,0,0,0,0,0,3.31,0,21.84,14.83,4.39,34.99,17.01,0,0,0,17.53,19.98,0,0,1.8,19.21,0,13.56,485.14,0,0,0,0,51.31,0,0,0,134.15,53.56,0,119.4,0,114.06,335.16,0,88.36,0,0,0,0,0,3.67,0,22.46,0,41.23,0,8.52,0,0,0,47.47,0,0,32.36,0,0,0,0,0,0,0

85,21:00-21:15,270,0,0,0,0,0,0,0,0,0,0,0,0,3.31,0,21.84,14.83,4.39,2.65,17.01,0,0,0,17.53,19.98,0,0,1.8,19.21,0,13.56,485.14,0,0,0,0,51.31,0,0,0,134.15,53.56,0,119.4,0,114.06,335.16,0,88.36,0,0,0,0,0,0,0,22.46,0,41.23,0,8.52,0,0,0,47.47,0,0,32.36,0,0,0,0,0,0,0

86,21:15-21:30,247.78,0,0,0,0,0,0,0,0,0,0,0,0,3.31,0,21.84,0,4.39,4.24,17.01,0,0,0,17.53,19.98,0,0,1.8,19.21,0,13.56,475.53,0,0,0,0,51.31,0,0,0,134.15,53.56,0,119.4,0,114.06,335.16,0,88.36,0,0,0,0,0,0,0,0,0,41.23,0,8.52,0,0,0,47.47,0,0,32.36,0,0,0,0,0,0,0

87,21:30-21:45,247.78,0,0,0,0,0,0,0,0,0,0,0,0,3.31,0,21.84,0,4.39,4.24,17.01,0,0,0,17.53,19.98,0,0,1.8,19.21,0,13.56,485.14,0,0,0,0,51.31,0,0,0,134.15,53.56,0,119.4,0,114.06,335.16,0,88.36,0,0,0,0,0,0,0,0,0,41.23,0,8.52,0,0,0,47.47,0,0,32.36,0,0,0,0,0,0,0

88,21:45-22:00,247.78,0,0,0,0,0,0,0,0,0,0,0,0,3.31,0,21.84,0,4.39,4.24,17.01,0,0,0,17.53,17.21,0,0,1.8,19.21,0,13.56,475.53,0,0,0,0,51.31,0,0,0,134.15,12.83,0,119.4,0,114.06,335.16,0,88.36,0,0,0,0,0,0,0,0,0,41.23,0,8.52,0,0,0,47.47,0,0,32.36,0,0,0,0,0,0,0

89,22:00-22:15,247.78,0,0,0,0,0,0,0,0,0,0,0,0,3.31,0,21.84,0,4.39,8.48,17.01,0,0,0,17.53,17.21,0,0,1.8,19.21,0,3.7,475.53,0,0,0,0,51.31,0,0,0,134.15,1.34,0,119.4,0,114.06,335.16,0,88.36,0,0,0,0,0,0,0,0,0,41.23,0,8.52,0,0,0,47.47,0,0,32.36,0,0,0,0,0,0,0

90,22:15-22:30,247.78,0,0,0,0,0,0,0,0,0,0,0,0,3.31,0,21.84,0,4.39,8.48,17.01,0,0,0,17.53,17.21,0,0,1.8,19.21,0,3.7,475.53,0,0,0,0,51.31,0,0,0,134.15,1.34,0,119.4,0,114.06,335.16,0,88.36,0,0,0,0,0,0,0,0,0,41.23,0,8.52,0,0,0,47.47,0,0,32.36,0,0,0,0,0,0,0

91,22:30-22:45,247.78,0,0,0,0,0,0,0,0,0,0,0,0,2.71,0,21.84,0,4.39,4.24,14.88,0,0,0,15.25,17.21,0,0,1.8,19.21,0,3.7,475.53,0,0,0,0,51.31,0,0,0,134.15,1.34,0,119.4,0,114.06,335.16,0,88.36,0,0,0,0,0,0,0,0,0,41.23,0,8.52,0,0,0,47.47,0,0,32.36,0,0,0,0,0,0,0

92,22:45-23:00,247.78,0,0,0,0,0,0,0,0,0,0,0,0,2.71,0,21.84,0,4.39,4.24,14.88,0,0,0,15.25,17.21,0,0,1.8,19.21,0,3.7,475.53,0,0,0,0,51.31,0,0,0,134.15,1.34,0,119.4,0,114.06,335.16,0,88.36,0,0,0,0,0,0,0,0,0,41.23,0,8.52,0,0,0,47.47,0,0,32.36,0,0,0,0,0,0,0

93,23:00-23:15,247.78,0,0,0,0,0,0,0,0,0,0,0,0,2.71,0,19.25,0,4.39,4.24,14.88,0,0,0,15.25,17.21,0,0,1.8,19.21,0,3.7,475.53,0,0,0,0,51.31,0,0,0,134.15,1.34,0,119.4,0,114.06,335.16,0,88.36,0,0,0,0,0,0,0,0,0,41.23,0,8.52,0,0,0,47.47,0,0,32.36,0,0,0,0,0,0,0

94,23:15-23:30,247.78,0,0,0,0,0,0,0,0,0,0,0,0,2.71,0,19.25,0,4.39,4.24,14.88,0,0,0,15.25,17.21,0,0,1.8,19.21,0,3.7,446.72,0,0,0,0,51.31,0,0,0,134.15,1.34,0,119.4,0,114.06,335.16,0,88.36,0,0,0,0,0,0,0,0,0,41.23,0,8.52,0,0,0,47.47,0,0,32.36,0,0,0,0,0,0,0

95,23:30-23:45,247.78,0,0,0,0,0,0,0,0,0,0,0,0,2.71,0,19.25,0,4.39,2.12,14.88,0,0,0,15.25,17.21,0,0,1.8,18.02,0,3.7,446.72,0,0,0,0,51.31,0,0,0,134.15,1.34,0,119.4,0,114.06,335.16,0,88.36,0,0,0,0,0,0,0,0,0,41.23,0,8.52,0,0,0,47.47,0,0,32.36,0,0,0,0,0,0,0

96,23:45-24:00,247.78,0,0,0,0,0,0,0,0,0,0,0,0,2.71,0,19.25,0,4.39,2.12,14.88,0,0,0,15.25,17.21,0,0,1.8,19.08,0,3.7,427.51,0,0,0,0,51.31,0,0,0,134.15,1.34,0,119.4,0,114.06,335.16,0,88.36,0,0,0,0,0,0,0,0,0,41.23,0,8.52,0,0,0,47.47,0,0,32.36,0,0,0,0,0,0,0

