Block,Time,URI,URI2,RIHAND2,RIHAND3,SEWA2,SINGRAULI,TANAKPUR,TEHRI,UNCHAHAR1,UNCHAHAR3,SALAL,SINGRAULI_HYDRO,UNCHAHAR2,UNCHAHAR4,TANDA2,NAPP,PARBATI3,RAMPUR,RAPPB,RIHAND1,CHAMERA1,CHAMERA2,DADRT2,DULHASTI,JHAJJAR,KISHANGANGA,KOTESHWR,KOLDAM,NJPC,RAPPC,CHAMERA3,DHAULIGNGA,BSIUL,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,KUDGI,TelanganaSTPP,VALLURNTECL,NLCIIST1,NLCIIST2,NLCEXP,NLCTS2EXP,NNTPP,SIMHST2,NTPL,RSTPSU1TO6,RSTPSU7,TALST2,SIMHST1,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,MAPS,KHSTPP-II,KHSTPP-I,FSTPP I & II,TALA,BRBCL,SASAN
1,00:00-00:15,32.016,38.670318,124.384996,130.580717,0,130.862842,10.8885,68.525927,21.315823,27.63898,75.53,1.126188,44.306625,3.094586,5.534085,49.243676,19.071838,6.745515,0,97.055943,42.14808,48.499829,688.415948,59.175403,422.443785,8.340651,39.195646,10.211652,179.962454,68.158761,34.831253,43.536137,0,0,52.397528,0,0,0,84.186452,0,0,0,82.260408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.1885,32.171,13.622,9.849,15.00135,348.975

2,00:15-00:30,32.016,38.670318,124.384996,130.580717,0,130.862842,10.8885,69.163377,21.315823,27.63898,75.53,1.126188,44.306625,3.094586,5.534085,49.243676,19.071838,6.745515,0,97.055943,42.14808,48.499829,688.415948,59.175403,422.443785,8.340651,39.195646,10.211652,179.962454,68.158761,34.831253,43.536137,0,0,52.397528,0,0,0,84.186452,0,0,0,82.260408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.1885,32.171,13.622,9.849,15.00135,348.975

3,00:30-00:45,32.016,38.670318,124.384996,130.580717,0,130.862842,10.8885,69.163377,21.315823,27.63898,75.53,1.126188,44.306625,3.094586,5.534085,49.243676,19.071838,6.745515,0,97.055943,42.14808,48.499829,688.415948,59.175403,422.443785,8.340651,39.195646,10.211652,179.962454,68.158761,34.831253,43.536137,0,0,52.397528,0,0,0,84.186452,0,0,0,82.260408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.1885,32.171,13.622,9.996,15.00135,348.975

4,00:45-01:00,32.016,38.670318,124.384996,130.580717,0,130.862842,10.8885,69.163377,21.315823,27.63898,75.53,1.126188,44.306625,3.094586,5.534085,49.243676,19.071838,6.745515,0,97.055943,42.14808,48.499829,688.415948,59.175403,422.443785,8.340651,39.195646,10.211652,179.962454,68.158761,34.831253,43.536137,0,0,52.397528,0,0,0,84.186452,0,0,0,82.260408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.1885,32.171,13.622,9.996,15.00135,348.975

5,01:00-01:15,32.016,17.577417,124.384996,130.580717,0,130.862842,10.8885,69.163377,21.315823,27.63898,75.53,1.169503,44.306625,3.094586,5.534085,49.243676,4.272092,6.745515,0,97.055943,42.14808,48.499829,688.415948,59.175403,422.443785,8.340651,39.195646,10.211652,179.962454,68.158761,34.831253,43.536137,0,0,52.397528,0,0,0,84.186452,0,0,0,82.929191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.1885,32.171,13.622,9.996,15.00135,348.975

6,01:15-01:30,32.016,17.577417,124.384996,130.580717,0,130.862842,10.8885,69.163377,21.315823,27.63898,75.53,1.169503,44.306625,3.094586,5.534085,49.243676,4.272092,6.745515,0,97.055943,42.14808,48.499829,688.715948,59.175403,422.443785,8.340651,39.195646,10.211652,179.962454,68.158761,34.831253,43.536137,0,0,52.397528,0,0,0,85.544298,0,0,0,82.929191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.1885,32.171,13.622,9.996,15.00135,348.975

