Block,Time,LT-36,L_NR_2012_04,L_NR_2019_11,L_NR_2020_02,L_NR_2023_04,L_NR_2012_02,L_NR_2012_01,LT-05,LT-31,LT-35,SH-06,LT-59,L_NR_2012_07,SH-07,L_NR_2019_07,L_NR_2022_09,L_NR_2023_07,L_NR_2023_10,L_NR_2021_17,L_NR_2020_06,L_NR_2018_61,L_NR_2020_07,L_NR_2019_19,L_NR_2019_05,L_NR_2022_08,L_NR_2021_16,L_NR_2021_12,L_NR_2022_10,L_NR_2020_05,L_NR_2021_13,L_NR_2021_15,L_NR_2019_06,L_NR_2021_14
11,02:30-02:45,0.000000,271.860000,4.770000,4.930000,28.790000,237.780000,101.250000,115.990000,0.000000,0.000000,26.090000,4.820000,64.960000,26.090000,0,19,0,0,0,7.5,24.47,7.5,0,0,6.67,0,0,19,22.5,0,0,0,0

12,02:45-03:00,0.000000,271.860000,4.770000,4.930000,28.790000,221.050000,101.250000,115.990000,0.000000,0.000000,26.090000,4.820000,64.960000,26.090000,0,15,0,0,0,6.67,24.31,6.66,0,0,6.67,0,0,15,20,0,0,0,0

13,03:00-03:15,0.000000,271.860000,4.610000,4.930000,28.790000,237.780000,101.250000,115.990000,0.000000,0.000000,26.090000,4.820000,64.960000,26.090000,0,15,0,0,0,6.67,23.46,6.66,0,0,6,0,0,15,20,0,0,0,0

14,03:15-03:30,0.000000,271.860000,4.610000,4.930000,28.790000,221.050000,101.250000,115.990000,0.000000,0.000000,26.090000,4.820000,64.960000,26.090000,0,15,0,0,0,6.67,22.43,6.66,0,0,6,0,0,15,20,0,0,0,0

15,03:30-03:45,0.000000,271.860000,4.610000,4.930000,28.790000,221.050000,101.250000,115.990000,0.000000,0.000000,26.090000,4.820000,64.960000,26.090000,0,15,0,0,0,6.67,21.9,6.66,0,0,6,0,0,15,20,0,0,0,0

16,03:45-04:00,0.000000,271.860000,4.610000,4.930000,28.790000,221.050000,101.250000,115.990000,0.000000,0.000000,26.090000,4.820000,64.960000,26.090000,0,15,0,0,0,6.67,21.58,6.66,0,0,6,0,0,15,20,0,0,0,0

17,04:00-04:15,0.000000,271.860000,4.610000,4.830000,28.790000,221.050000,53.160000,115.990000,0.000000,0.000000,26.090000,4.670000,64.960000,26.090000,0,15,0,0,0,6.67,21.01,6.66,0,0,6,0,0,15,20,0,0,0,0

18,04:15-04:30,0.000000,271.860000,4.610000,4.830000,28.790000,221.050000,53.160000,115.990000,0.000000,0.000000,26.090000,4.670000,64.960000,26.090000,0,15,0,0,0,6.67,21.7,6.66,0,0,6,0,0,15,20,0,0,0,0

19,04:30-04:45,0.000000,271.860000,4.610000,4.830000,28.790000,221.050000,53.160000,115.990000,0.000000,0.000000,26.090000,5.130000,64.960000,26.090000,0,12,0,0,0,6,21.9,6,0,0,6,0,0,12,18,0,0,0,0

20,04:45-05:00,0.000000,271.860000,4.610000,4.830000,28.790000,221.050000,53.160000,115.990000,0.000000,0.000000,26.090000,5.130000,64.960000,26.090000,0,12,0,0,0,6,14.08,6,0,0,6,0,0,12,18,0,0,0,0

21,05:00-05:15,0.000000,271.860000,4.610000,4.830000,28.790000,221.050000,53.160000,115.990000,0.000000,0.000000,26.090000,5.130000,64.960000,26.090000,0,12,0,0,0,6,14,6,0,0,6,0,0,12,18,0,0,0,0

22,05:15-05:30,0.000000,271.860000,4.610000,4.830000,28.790000,221.050000,101.250000,115.990000,0.000000,0.000000,26.090000,5.130000,64.960000,26.090000,0,12,0,0,0,6,13.36,6,0,0,6,0,0,12,18,0,0,0,0

23,05:30-05:45,0.000000,271.860000,4.610000,4.830000,28.790000,237.780000,101.250000,115.990000,0.000000,0.000000,26.090000,5.130000,74.120000,26.090000,0,12,0,0,0,6,12.76,6,0,0,6,0,0,12,18,0,0,0,0

24,05:45-06:00,0.000000,271.860000,4.610000,4.830000,28.790000,237.780000,101.250000,115.990000,0.000000,0.000000,26.090000,5.130000,74.120000,26.090000,0,12,0,0,0,6,12.22,6,0,0,6,0,0,12,18,0,0,0,0

25,06:00-06:15,0.000000,271.860000,4.610000,4.830000,28.790000,237.780000,101.250000,115.990000,0.000000,0.000000,23.470000,5.130000,74.120000,23.470000,6.66,12,0,0,0,6,11.69,6,0.19488,0,6,1,0,12,18,0,0,0,0

26,06:15-06:30,0.010000,271.860000,4.610000,4.830000,28.790000,237.780000,101.250000,115.990000,0.010000,0.010000,23.470000,5.130000,74.120000,23.470000,10.22,12,0,0,2,6,9.49,6,3.809904,2.04,5.33,3,0,12,18,0,0,0,0

27,06:30-06:45,0.190000,271.860000,4.610000,4.830000,29.800000,237.780000,101.250000,115.990000,0.180000,0.180000,23.470000,5.130000,74.120000,23.470000,15.75,12,1.48,0.64,3,6,9.26,6,10.601472,5.85,5.33,5,1.19,12,18,0.24,0.32,1,0.62

28,06:45-07:00,0.620000,271.860000,4.610000,4.830000,29.800000,237.780000,101.250000,115.990000,0.600000,0.600000,23.470000,5.130000,74.120000,23.470000,24.88,12,5.47,2.34,4,6,9.01,6,17.402784,15.49,5.33,9,5.93,12,18,1.19,1.08,15.3,1.88

29,07:00-07:15,1.260000,271.860000,4.610000,4.830000,28.830000,237.780000,101.250000,115.990000,1.230000,1.230000,23.470000,5.060000,74.120000,23.470000,28.15,12,12.29,5.27,6,6,9.13,6,24.418464,28.15,5.33,11,14.06,12,18,2.81,2.55,28.15,4.22

30,07:15-07:30,2.050000,271.860000,4.610000,4.830000,28.830000,237.780000,101.250000,115.990000,2.010000,2.010000,23.470000,5.060000,74.120000,23.470000,28.65,12,21.33,9.14,8,6,9.1,6,32.262384,28.65,5.33,16,20.27,12,18,4.05,4.69,28.65,8.55

31,07:30-07:45,3.050000,271.860000,4.610000,4.830000,28.830000,237.780000,101.250000,115.990000,2.970000,2.970000,23.470000,5.060000,74.120000,23.470000,30.16,12,42,18,10,6,9.07,6,40.476576,30.17,5.33,20,43.79,12,18,8.76,7.47,30.17,15.12

32,07:45:08:00,4.140000,271.860000,4.610000,4.830000,28.830000,237.780000,101.250000,115.990000,4.030000,4.030000,23.470000,5.060000,74.120000,23.470000,30.66,12,56,24,11,6,8.07,6,49.10976,30.67,6.67,23,64.91,12,18,12.98,13.5,30.67,21.36

33,08:00-08:15,5.310000,271.860000,4.770000,4.740000,28.830000,237.780000,101.250000,94.770000,5.180000,5.180000,26.090000,5.060000,64.960000,26.090000,31.84,12,67,28,14,6,5.93,6,58.045008,31.83,6.67,29,86.86,12,18,17.37,15,31.83,28.41

34,08:15-08:30,6.490000,271.860000,4.770000,4.740000,28.830000,221.050000,101.250000,70.500000,6.340000,6.340000,26.090000,5.060000,64.960000,26.090000,32.16,12,81,34,17,6,5.87,6,66.726912,32.17,6.67,34,108.71,12,18,21.74,19,32.17,35.83

35,08:30-08:45,7.660000,271.860000,4.770000,4.740000,28.790000,175.070000,53.160000,70.500000,7.480000,7.480000,26.090000,5.060000,49.950000,26.090000,32.16,12,95,40,21,6,5.87,6,75.155472,32.17,6.67,41,129.85,12,18,25.97,23,32.17,43.22

36,08:45:09:00,8.810000,271.860000,4.770000,4.740000,28.790000,175.070000,53.160000,70.500000,8.600000,8.600000,26.090000,5.060000,49.950000,26.090000,32.16,12,109,46,25,6,5.87,6,83.242992,32.17,6.67,50,150.48,12,18,30.1,26,32.17,50.42

37,09:00:09:15,9.870000,271.860000,4.770000,4.740000,29.710000,175.070000,53.160000,94.770000,9.640000,9.640000,26.090000,5.060000,49.950000,26.090000,32.34,12,123,52,29,6,5.87,6,89.391456,32.33,6.67,57,167.13,12,18,33.43,32,32.33,57.2

38,09:15-09:30,10.890000,271.860000,4.770000,4.740000,29.710000,204.670000,53.160000,115.990000,10.620000,10.620000,26.090000,5.060000,64.960000,26.090000,32.34,12,137,58,31,6,5.87,6,97.254864,32.33,6.67,63,186.03,12,18,37.2,34,32.33,63.69

39,09:30-09:45,11.790000,271.860000,4.770000,4.740000,29.710000,204.670000,53.160000,115.990000,11.510000,11.510000,26.090000,5.060000,64.960000,26.090000,32.34,11.67,147,63,35,6,5.87,6,104.631072,32.33,6.67,70,194.46,11.67,18,38.89,36,32.33,69.83

40,09:45-10:00,12.610000,271.860000,4.770000,4.740000,29.660000,204.670000,72.500000,115.990000,12.290000,12.290000,26.090000,5.060000,64.960000,26.090000,32.34,11.67,158,67,37,6,5.87,6,111.110832,32.33,6.67,73,210.56,11.67,18,42.11,38,32.33,75.23

41,10:00-10:15,13.290000,271.860000,4.690000,4.740000,29.660000,204.670000,53.160000,115.990000,12.970000,12.970000,26.090000,5.360000,64.960000,26.090000,32.34,11.67,168,72,39,6,5.87,6,116.63568,32.33,6.67,78,221.46,11.67,18,44.29,40,32.33,80.23

42,10:15-10:30,13.840000,271.860000,4.690000,4.740000,29.660000,204.670000,53.160000,115.990000,13.500000,13.500000,26.090000,5.360000,64.960000,26.090000,32.34,11.67,175,75,40,6,5.87,6,120.357888,32.33,6.67,81,229.17,11.67,18,45.83,41,32.33,84.59

43,10:30-10:45,14.320000,271.860000,4.690000,4.740000,29.660000,204.670000,53.160000,115.990000,13.970000,13.970000,26.090000,5.360000,64.960000,26.090000,32.34,11.67,182,78,40,6,5.87,6,130.939872,32.33,6.67,80,229.17,11.67,18,45.83,42,32.33,86.49

44,10:45-11:00,14.720000,271.860000,4.690000,4.740000,29.660000,204.670000,53.160000,115.990000,14.350000,14.350000,26.090000,5.360000,64.960000,26.090000,32.66,11.67,186,79,41,6,5.87,6,132.56712,32.67,6.67,81,229.17,11.67,18,45.83,43,32.67,88.57

45,11:00-11:15,15.020000,271.860000,4.690000,4.740000,27.650000,204.670000,53.160000,115.990000,14.660000,14.660000,26.090000,5.360000,64.960000,26.090000,32.66,11.67,189,81,40,6,5.87,6,134.02872,32.67,6.67,81,229.17,11.67,18,45.83,43.5,32.67,89.45

46,11:15-11:30,15.240000,271.860000,4.690000,4.740000,27.650000,204.670000,53.160000,115.990000,14.870000,14.870000,26.090000,5.360000,64.960000,26.090000,32.66,11.67,189,81,39,6,5.87,6,134.535408,32.67,6.67,79,229.17,11.67,18,45.83,43.5,32.67,91.13

47,11:30-11:45,15.320000,271.860000,4.690000,4.550000,27.650000,204.670000,53.160000,115.990000,14.940000,14.940000,26.090000,5.360000,64.960000,26.090000,32.66,11.67,189,81,39,6,5.87,6,133.98,32.67,6.67,78,229.17,11.67,18,45.83,43.5,32.67,91.33

48,11:45-12:00,15.390000,271.860000,4.690000,4.550000,27.650000,204.670000,53.160000,115.990000,15.020000,15.020000,26.090000,5.360000,64.960000,26.090000,32.66,11.67,189,81,39,6,5.87,6,131.972736,32.67,6.67,77,229.17,11.67,18,45.83,43.5,32.67,91.32

49,12:00-12:15,15.410000,271.860000,4.840000,4.470000,28.660000,222.240000,53.160000,115.990000,15.030000,15.030000,23.470000,5.440000,64.960000,23.470000,32.66,11.67,189,81,39,6,5.87,6,146.033328,32.67,6.67,77,229.17,11.67,18,45.83,43.5,32.67,91.33

50,12:15-12:30,15.350000,271.860000,4.840000,4.470000,28.660000,222.240000,53.160000,115.990000,14.970000,14.970000,23.470000,5.440000,64.960000,23.470000,32.66,11.67,189,81,37,6,6.27,6,145.078416,32.67,6.67,73,229.17,11.67,18,45.83,43.5,32.67,91.35

51,12:30-12:45,15.360000,271.860000,4.840000,4.470000,28.660000,222.240000,53.160000,115.990000,14.980000,14.980000,26.090000,5.440000,64.960000,26.090000,32.66,11.67,186,79,37,6,12.14,6,141.024912,32.67,6.67,73,229.17,11.67,18,45.83,43.5,32.67,91.38

52,12:45-13:00,15.350000,271.860000,4.840000,4.470000,28.660000,222.240000,53.160000,115.990000,14.970000,14.970000,26.090000,5.440000,64.960000,26.090000,32.66,11.67,186,79,37,6,13.54,6,134.817984,32.67,6.67,73,229.17,11.67,18,45.83,43.5,32.67,91.32

53,13:00-13:15,15.310000,271.860000,5.070000,4.470000,28.660000,222.240000,53.160000,107.470000,14.940000,14.940000,26.090000,5.440000,64.960000,26.090000,32.66,11.67,186,79,37,6,14.97,6,130.287024,32.67,6.67,74,229.17,11.67,18,45.83,43.5,32.67,91.32

54,13:15-13:30,15.280000,271.860000,5.070000,4.470000,28.660000,222.240000,53.160000,115.990000,14.910000,14.910000,26.090000,5.440000,64.960000,26.090000,32.66,11.67,189,81,37,6,16.94,6,126.827904,32.67,6.67,75,229.17,11.67,18,45.83,43.5,32.67,91.31

55,13:30-13:45,15.250000,271.860000,5.070000,4.470000,28.660000,222.240000,53.160000,115.990000,14.880000,14.880000,26.090000,5.440000,64.960000,26.090000,32.66,11.67,189,81,38,6,19.32,6,100.811424,32.67,6.67,76,229.17,11.67,18,45.83,43.5,32.67,91.13

56,13:45-14:00,14.830000,271.860000,5.070000,4.470000,28.660000,222.240000,53.160000,115.990000,14.470000,14.470000,26.090000,5.440000,64.960000,26.090000,32.66,11.67,189,81,39,6,20.05,6,93.483936,32.67,6.67,78,212.5,11.67,18,42.5,40,32.67,89.99

57,14:00-14:15,14.490000,271.860000,5.310000,4.550000,29.630000,222.240000,53.160000,115.990000,14.130000,14.130000,26.090000,5.600000,64.960000,26.090000,32.66,11.67,189,81,38,6,15.48,6,86.877504,32.67,6.67,77,212.5,11.67,18,42.5,39.4,32.67,81.22

58,14:15-14:30,11.450000,271.860000,5.310000,4.550000,29.630000,222.240000,67.660000,115.990000,11.170000,11.170000,26.090000,5.600000,64.960000,26.090000,32.66,11.67,182,78,38,6,15.36,6,82.658352,32.67,6.67,75,212.5,11.67,18,42.5,38.5,32.67,80.06

59,14:30-14:45,11.270000,271.860000,5.310000,4.550000,29.630000,222.240000,67.660000,115.990000,10.990000,10.990000,26.090000,5.600000,64.960000,26.090000,32.66,11.67,175,75,36,6,15.05,6,79.676688,32.67,6.67,72,212.5,11.67,18,42.5,37,32.67,78.2

60,14:45-15:00,10.810000,271.860000,5.310000,4.550000,29.630000,222.240000,101.250000,115.990000,10.540000,10.540000,26.090000,5.600000,64.960000,26.090000,32.66,11.67,168,72,34,6,14.62,6,75.749856,32.67,6.67,69,208.19,11.67,18,41.64,35,32.67,76.46

61,15:00-15:15,10.110000,271.860000,5.460000,4.550000,29.630000,261.560000,101.250000,115.990000,9.870000,9.870000,22.900000,5.600000,64.960000,22.900000,32.66,11.67,151,64,33,6,14.28,6,77.542752,32.67,6.67,67,197.67,11.67,18,39.53,33,32.67,72.54

62,15:15-15:30,9.600000,271.860000,5.460000,4.550000,29.630000,261.560000,101.250000,115.990000,9.360000,9.360000,22.900000,5.600000,74.120000,22.900000,32.66,11.67,144,61,32,6,13.98,6,69.552672,32.67,6.67,65,166.68,11.67,18,33.34,31,32.67,68.19

63,15:30-15:45,9.080000,271.860000,5.460000,4.550000,29.630000,261.560000,101.250000,115.990000,8.850000,8.850000,22.900000,5.600000,74.120000,22.900000,32.66,12,133,57,28,6,17.1,6,61.357968,32.67,6.67,57,155.23,12,18,31.04,29,32.67,63.42

64,15:45-16:00,9.560000,271.860000,5.460000,4.550000,29.630000,261.560000,101.250000,115.990000,9.320000,9.320000,22.900000,5.600000,74.120000,22.900000,32.66,12,120,52,26,6,18.31,6,53.017104,32.67,6.67,52,141.16,12,18,28.23,26.59,32.67,58.03

65,16:00-16:15,8.560000,271.860000,5.460000,4.650000,30.590000,261.560000,101.250000,115.990000,8.350000,8.350000,22.900000,5.600000,74.120000,22.900000,32.66,12,109,46,24,6,18.83,6,44.413152,32.67,6.67,48,127.18,12,18,25.44,24,32.67,46.17

66,16:15-16:30,7.670000,271.860000,5.460000,4.650000,30.590000,261.560000,101.250000,115.990000,7.490000,7.490000,22.900000,5.600000,74.120000,22.900000,32.66,12,95,40,22,6,19.49,6,36.364608,32.67,6.67,44,112.76,12,18,22.55,19.5,32.67,41.06

67,16:30-16:45,6.790000,271.860000,5.460000,4.650000,30.590000,261.560000,101.250000,115.990000,6.620000,6.620000,22.900000,5.600000,74.120000,22.900000,32.66,12,84,36,21,6,20.15,6,31.404912,32.67,6.67,41,98.02,12,18,19.6,17.37,32.67,35.84

68,16:45-17:00,5.700000,271.860000,5.460000,4.650000,30.590000,261.560000,101.250000,115.990000,5.560000,5.560000,22.900000,5.600000,74.120000,22.900000,32.66,12,70,30,21,6,21.2,6,22.274784,32.67,6.67,41,81.44,12,18,16.29,13.9,32.67,30.34

69,17:00-17:15,4.610000,271.860000,5.460000,4.650000,30.590000,261.560000,101.250000,115.990000,4.500000,4.500000,22.900000,5.750000,74.120000,22.900000,33,13.33,60,25,19,6,13.92,6,14.693952,32.07,6.67,37,67.06,13.33,18,13.41,11.2,22.31,24.69

70,17:15-17:30,3.500000,271.860000,5.460000,4.650000,30.590000,261.560000,101.250000,115.990000,3.420000,3.420000,22.900000,5.750000,74.120000,22.900000,24,13.33,46,19,17,6,13.61,6,8.740368,17.22,6.67,33,51.63,13.33,18,10.32,8.88,10.4,19.19

71,17:30-17:45,2.480000,271.860000,5.460000,4.650000,30.590000,261.560000,101.250000,115.990000,2.430000,2.430000,22.900000,5.750000,74.120000,22.900000,12.24,13.33,32,13,14,6,13.7,6,4.1412,7.21,6.67,27,36.34,13.33,18,7.27,6.67,0.36,13.72

72,17:45-18:00,1.750000,271.860000,5.460000,4.650000,30.590000,261.560000,101.250000,115.990000,1.710000,1.710000,22.900000,5.750000,74.120000,22.900000,4.44,13.33,21,9,10,6,13.81,6,1.55904,1.22,6.67,21,21.07,13.33,18,4.21,4.05,0,8.84

73,18:00-18:15,1.190000,271.860000,5.840000,4.830000,30.590000,261.560000,101.250000,115.990000,1.170000,1.170000,29.960000,5.750000,74.120000,29.960000,0,13.33,11,4,6,6,13.76,6,0.224112,0,6.67,12,12.49,13.33,18,2.5,2.16,0,0.81

74,18:15-18:30,0.590000,271.860000,5.840000,4.830000,30.590000,261.560000,101.250000,115.990000,0.580000,0.580000,29.960000,5.750000,74.120000,29.960000,0,13.33,4,1,3,6,28.14,6,0,0,6.67,7,6.03,13.33,18,1.2,0.74,0,0.27

75,18:30-18:45,0.150000,271.860000,5.840000,4.830000,30.590000,261.560000,101.250000,115.990000,0.140000,0.140000,30.220000,5.750000,74.120000,30.220000,0,13.33,0,0,2,6,28.08,6,0,0,6.67,3,1.94,13.33,18,0.39,0,0,0

76,18:45-19:00,0.000000,271.860000,5.840000,4.830000,30.590000,261.560000,101.250000,115.990000,0.000000,0.000000,30.220000,5.750000,74.120000,30.220000,0,13.33,0,0,0,6,27.5,6,0,0,6.67,1,0.12,13.33,18,0.02,0,0,0

77,19:00-19:15,0.000000,271.860000,5.620000,4.930000,30.590000,261.560000,101.250000,115.990000,0.000000,0.000000,29.960000,5.750000,74.120000,29.960000,0,13.43,0,0,0,6,27.33,6,0,0,6.67,0,0,13.43,18,0,0,0,0

78,19:15-19:30,0.000000,271.860000,5.620000,4.930000,30.590000,261.560000,101.250000,115.990000,0.000000,0.000000,29.960000,5.750000,74.120000,29.960000,0,13.62,0,0,0,6,36.95,6,0,0,6.67,0,0,13.62,18,0,0,0,0

79,19:30-19:45,0.000000,271.860000,5.620000,4.930000,30.590000,261.560000,101.250000,115.990000,0.000000,0.000000,29.960000,5.750000,74.120000,29.960000,0,13.99,0,0,0.33,6,36.49,6,0,0,6.67,0.67,0,13.99,18,0,0,0,0

80,19:45-20:00,0.000000,271.860000,5.620000,4.930000,30.590000,261.560000,101.250000,115.990000,0.000000,0.000000,29.960000,5.750000,74.120000,29.960000,0,14.23,0,0,0,7.33,35.63,7.34,0,0,8.42,0,0,14.23,22,0,0,0,0

81,20:00-20:15,0.000000,271.860000,5.380000,4.930000,30.590000,261.560000,101.250000,115.990000,0.000000,0.000000,29.960000,5.600000,74.120000,29.960000,0,16.75,0,0,0,7.33,34.9,7.34,0,0,7.75,0,0,16.75,22,0,0,0,0

82,20:15-20:30,0.000000,271.860000,5.380000,4.930000,30.590000,261.560000,101.250000,115.990000,0.000000,0.000000,29.960000,5.600000,74.120000,29.960000,0,17.55,0,0,0,7.33,34,7.34,0,0,7.58,0,0,17.55,22,0,0,0,0

83,20:30-20:45,0.000000,271.860000,5.380000,4.930000,30.590000,261.560000,101.250000,115.990000,0.000000,0.000000,29.960000,5.600000,74.120000,29.960000,0,17.74,0,0,0,7.33,33.65,7.34,0,0,7.55,0,0,17.74,22,0,0,0,0

84,20:45-21:00,0.000000,271.860000,5.380000,4.930000,30.590000,261.560000,101.250000,115.990000,0.000000,0.000000,29.960000,5.600000,74.120000,29.960000,0,18.42,0,0,0,7.33,33.38,7.34,0,0,7.25,0,0,18.42,22,0,0,0,0

85,21:00-21:15,0.000000,271.860000,5.230000,4.930000,29.630000,261.560000,101.250000,115.990000,0.000000,0.000000,30.710000,5.440000,74.120000,30.710000,0,17.08,0,0,0,7.33,32.89,7.34,0,0,7.25,0,0,17.08,22,0,0,0,0

86,21:15-21:30,0.000000,271.860000,5.230000,4.930000,29.630000,261.560000,101.250000,115.990000,0.000000,0.000000,30.710000,5.440000,74.120000,30.710000,0,15.42,0,0,0,7.33,30.64,7.34,0,0,7.25,0,0,15.42,22,0,0,0,0

87,21:30-21:45,0.000000,271.860000,5.230000,4.930000,29.630000,261.560000,101.250000,115.990000,0.000000,0.000000,30.930000,5.600000,74.120000,0.000000,0,16.08,0,0,0,7.33,29.92,7.34,0,0,7.25,0,0,16.08,22,0,0,0,0

88,21:45-22:00,0.000000,271.860000,5.230000,4.930000,29.630000,261.560000,101.250000,115.990000,0.000000,0.000000,30.930000,5.600000,74.120000,0.000000,0,15.88,0,0,0,7.33,29.29,7.34,0,0,7.25,0,0,15.88,22,0,0,0,0

89,22:00-22:15,0.000000,271.860000,5.230000,4.830000,29.660000,261.560000,101.250000,115.990000,0.000000,0.000000,30.930000,5.600000,74.120000,0.000000,0,15.67,0,0,0,7.33,29.79,7.34,0,0,7.25,0,0,15.67,22,0,0,0,0

90,22:15-22:30,0.000000,271.860000,5.230000,4.830000,29.660000,261.560000,101.250000,115.990000,0.000000,0.000000,30.930000,5.600000,74.120000,0.000000,0,15.46,0,0,0,7.33,33.14,7.34,0,0,7.25,0,0,15.46,22,0,0,0,0

91,22:30-22:45,0.000000,271.860000,5.230000,4.830000,29.660000,261.560000,101.250000,115.990000,0.000000,0.000000,30.930000,5.600000,74.120000,0.000000,0,15.21,0,0,0,7.33,32.94,7.34,0,0,7.25,0,0,15.21,22,0,0,0,0

92,22:45-23:00,0.000000,271.860000,5.230000,4.830000,29.660000,261.560000,101.250000,115.990000,0.000000,0.000000,30.930000,5.600000,74.120000,0.000000,0,15.54,0,0,0,7,32.34,7,0,0,7.25,0,0,15.54,21,0,0,0,0

93,23:00-23:15,0.000000,271.860000,5.000000,4.830000,29.710000,261.560000,101.250000,115.990000,0.000000,0.000000,30.930000,5.440000,74.120000,0.000000,0,15.88,0,0,0,7,31.94,7,0,0,7.25,0,0,15.88,21,0,0,0,0

94,23:15-23:30,0.000000,271.860000,5.000000,4.830000,29.710000,261.560000,101.250000,115.990000,0.000000,0.000000,30.930000,5.440000,74.120000,0.000000,0,16.42,0,0,0,7,31.73,7,0,0,7.25,0,0,16.42,21,0,0,0,0

95,23:30-23:45,0.000000,271.860000,5.000000,4.830000,29.710000,261.560000,101.250000,115.990000,0.000000,0.000000,10.530000,5.440000,74.120000,10.530000,0,16.72,0,0,0,7,31.54,7,0,0,7.25,0,0,16.72,21,0,0,0,0

96,23:45-24:00,0.000000,271.860000,5.000000,4.830000,29.710000,261.560000,101.250000,115.990000,0.000000,0.000000,10.530000,5.440000,74.120000,10.530000,0,16.75,0,0,0,7,31.34,7,0,0,7.25,0,0,16.75,21,0,0,0,0

