Column1,Time,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/26072023/25122043/L_NR_2023_10,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,L_NR_2019_19,GNARE/SR/2025/01/13/4532,NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/L_NR_2019_05,WR/01102023/31032046/L_NR_2020_05,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_16,NR/01102023/02122045/L_NR_2021_13,NR/01102023/08032047/L_NR_2021_14,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,GNARE/NR/2024/12/20/3668,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,NR/01102023/13082046/L_NR_2021_12,NR/30092023/31122025/SH-07,NR/01102023/22052037/LT-59,GNA/NR/2025/05/01/4138,GNA/NR/2025/05/01/3877,GNA/NR/2025/05/01/8068,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/05/01/7791,GNA/NR/2025/05/01/9154,GNA/NR/2025/05/01/6160,GNA/NR/2025/05/01/9252,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/05/01/2069,NR/01102023/06022042/L_NR_2012_07,NR/01102023/05012040/L_NR_2020_02,NR/30092023/26122029/SH-06,GNA/NR/2025/04/01/8510,NR/01102023/30042040/GNA_LT_36,NR/01102023/19072037/LT-05,NR/01102023/31052040/LT-31,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/05/01/5800,GNA/NR/2025/05/01/7902,GNA/NR/2025/04/01/8964,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/05/01/9320,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/04/01/8456,GNA/NR/2025/05/01/9395,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/05/01/8954,GNA/NR/2025/05/01/6363,GNA/NR/2025/05/01/6957,GNA/NR/2025/05/01/2474,NR/01102023/27052033/DIAPL(L_NR_2023_04)
27,06:30-06:45,3,22.44,0,5,7,11.48,3.6,3,28.27,21,0,7,1.76,2,7,14,5.09,14,0,8.81,26.93,3.89,0,28.96,10.62,133.57,0,123.08,14.48,13.51,199.21,96.53,55.9,3.42,26.93,4.19,0.46,70.4,0.59,100.56,0,0,2.15,11.36,164.1,4.16,0.97,0,0.59,0,0,164.1,29.01,29.27

28,06:45-07:00,4,32.97,1,8,7,17.86,3.4,5,32.98,21,0,9,3.76,5,7,14,8.08,14,0,18.78,26.93,3.89,0,28.96,10.62,113.42,0,123.08,14.48,13.51,167.65,96.53,55.9,3.42,26.93,4.19,0.95,70.4,1.22,100.56,0,0,2.15,11.36,164.1,4.16,0.97,0,1.22,0,0,164.1,29.01,28.26

29,07:00-07:15,7,33,6,13,7,25.3,3.4,6,33,21,0,13,5.86,8,7,14,12.02,14,0,29.31,26.93,3.89,0,28.96,10.62,94.12,0,123.08,14.48,13.51,167.65,96.53,55.9,3.42,26.93,4.19,1.57,70.4,2.02,100.56,0,0,2.15,11.08,164.1,4.16,0.97,0,2.02,0,0,164.1,29.01,28.26

30,07:15-07:30,9,33,12,16,7,25.42,4,7,33,21,0,19,7.1,13,7,14,16.47,14,0,35.52,26.93,3.89,0,28.96,10.62,75.06,0,123.08,14.48,13.51,167.65,96.53,55.9,3.42,26.93,4.19,2.26,70.4,2.93,100.56,0,0,2.15,11.08,164.1,4.16,0.97,0,2.93,0,0,164.1,29.01,28.77

31,07:30-07:45,11,33,18,22,7,25.03,4.2,10,33,21,0,22,9.84,20,7,14,18.92,14,0,49.21,26.93,3.89,0,28.96,10.62,75.06,0,123.08,14.48,13.51,167.65,96.53,55.9,3.42,26.93,4.19,3.11,70.4,4.03,100.56,0,0,3.98,11.08,164.1,4.16,0.97,0,4.03,0,0,164.1,29.01,28.77

32,07:45-08:00,15,33,24,30,7,26.59,4.2,13,33,21,0,29,13.38,26,7,14,24.01,14,0,66.87,26.93,3.89,0,28.96,10.62,75.06,0,123.08,14.48,13.51,167.65,96.53,55.9,3.42,26.93,4.19,3.99,70.4,5.16,100.56,0,0,3.98,11.08,164.1,4.16,0.97,0,5.16,0,0,164.1,29.01,28.77

33,08:00-08:15,16,33,30,33,7,29.8,4.2,18,33,21,0,32,15.22,28,7,14,26.15,14,0,76.11,26.93,3.89,0,28.96,10.62,75.06,0,123.08,14.48,13.51,132.25,0,45.37,3.42,26.93,4.19,4.9,70.4,6.34,100.56,0,0,3.98,10.9,164.1,4.01,0.97,0,6.34,0,0,164.1,29.01,29.27

34,08:15-08:30,19,33,37,33,7,37.3,3.6,21,33,21,0,39,18.16,33,7,14,30.8,14,0,90.82,26.93,3.89,0,28.96,10.62,75.06,0,123.08,14.48,13.51,132.25,0,45.37,3.42,26.93,4.19,5.77,70.4,7.47,100.56,0,0,3.98,10.9,164.1,4.01,0.97,0,7.47,0,0,164.1,29.01,29.78

35,08:30-08:45,23,33,39,33,7,56.39,5,23,33,21,0,47,21.07,43,7,14,35.27,14,3,105.36,26.93,3.89,0,28.96,10.62,75.06,0,123.08,14.48,13.51,132.25,0,45.37,3.42,26.93,4.19,6.66,70.4,8.6,53.09,0,0,3.98,10.9,164.1,4.01,0.97,0,8.6,0,0,164.1,29.01,29.78

36,08:45-09:00,27,33,48,33,7,72.8,5,26,33,21,0,53,23.9,50,7,14,40.19,14,3,119.49,26.93,3.89,0,28.96,10.62,75.06,0,123.08,14.48,13.51,132.25,0,45.37,3.42,26.93,4.19,7.48,70.4,9.68,53.09,0,0,3.98,10.9,164.1,4.01,0.97,0,9.68,0,0,164.1,29.01,30.78

37,09:00-09:15,32,33,54,33,15.83,76.9,5,28,33,47.51,0,63,23.87,58,15.83,25.67,44.94,25.66,3,119.37,26.94,3.89,0,28.96,10.62,75.06,0,123.08,14.48,13.51,132.25,0,45.37,3.27,26.94,4.19,8.32,70.4,10.76,53.09,0,0,3.98,10.71,164.1,4.01,0.97,0,10.76,0,0,164.1,29.01,29.77

38,09:15-09:30,35,33,60,33,15.33,83.78,5,31,33,46.01,0,70,26.06,63,15.33,24,48.93,24,3,130.3,26.94,3.89,0,28.96,10.62,75.06,0,123.08,14.48,13.51,132.25,0,45.37,3.27,26.94,4.19,9.04,70.4,11.71,53.09,0,0,3.98,10.71,164.1,4.01,0.97,0,11.71,0,0,164.1,29.01,29.77

39,09:30-09:45,37,33,64,33,14.67,90.28,5,36,33,43.99,0,73,28.11,74,14.67,23.33,54,23.34,3,140.55,26.94,3.89,0,28.96,10.62,75.06,0,123.08,14.48,13.51,132.25,0,45.37,3.27,26.94,4.19,9.71,70.4,12.57,53.09,0,0,3.98,10.71,164.1,4.01,0.97,0,12.57,0,0,164.1,29.01,29.27

40,09:45-10:00,39,33,69,33,14.17,96.48,5,39,33,42.49,0,77,32.66,81,14.17,22,57.33,22,3,163.32,26.94,3.89,0,28.96,10.62,75.06,0,123.08,14.48,13.51,132.25,0,45.37,3.27,26.94,4.19,10.29,70.4,13.32,53.09,0,0,3.98,10.71,164.1,4.01,0.97,0,13.32,0,0,164.1,29.01,30.27

41,10:00-10:15,42,33,70,33,7,101.83,5,41,33,21,0,83,38.47,81,7,14,60.67,14,3,192.36,26.94,3.74,0,28.96,10.62,94.12,0,123.08,14.48,13.51,132.25,0,45.37,3.27,26.94,4.19,11.92,70.4,15.42,53.09,0,0,3.98,10.53,164.1,3.85,0.97,0,15.42,0,0,164.1,29.01,30.27

42,10:15-10:30,45,33,75,33,7,125.88,5,42,33,21,0,90,40.43,84,7,14,63.33,14,3,202.16,26.94,3.74,0,28.96,10.62,113.42,0,123.08,14.48,13.51,132.25,0,45.37,3.27,26.94,4.19,12.42,70.4,16.07,53.09,0,0,3.98,10.53,164.1,3.85,0.97,0,16.07,0,0,164.1,29.01,30.27

43,10:30-10:45,46,33,82,33,7,127.11,5,43,33,21,0,91,42.15,84,7,14,80.96,14,3,210.75,26.94,3.74,0,28.96,10.62,133.57,0,123.08,14.48,13.51,132.25,0,45.37,3.27,26.94,4.19,12.94,70.4,16.74,100.56,0,0,3.98,10.53,164.1,4.31,0.97,0,16.74,0,0,164.1,29.01,31.29

44,10:45-11:00,47,33,85,33,7,127.88,5,44,33,21,0,93,43.49,85,7,14,83.72,14,3,217.46,26.94,3.74,0,28.96,10.62,133.57,0,123.08,14.48,13.51,132.25,0,45.37,3.27,26.94,4.19,13.04,70.4,16.87,100.56,0,0,3.98,10.53,164.1,4.31,0.97,0,16.87,0,0,164.1,29.01,31.29

45,11:00-11:15,44,33,76,33,7,129.7,5,43,33,21,0,88,45.83,87,7,14,86,14,3,229.17,26.94,3.74,0,28.96,10.62,133.57,0,123.08,14.48,13.51,132.25,0,45.37,3.14,26.94,4.19,13.94,70.4,18.04,100.56,0,0,3.99,10.43,164.1,4.38,0.97,0,18.04,0,0,164.1,29.01,31.29

46,11:15-11:30,44,33,76,33,7,132.8,5,43,33,21,0,88,45.83,87,7,14,87.79,14,3,229.17,26.94,3.74,0,28.96,10.62,133.57,0,123.08,14.48,13.51,132.25,0,45.37,3.14,26.94,4.19,14.47,70.4,18.72,100.56,0,0,3.99,10.43,164.1,4.38,0.97,0,18.72,0,0,164.1,29.01,31.29

47,11:30-11:45,41,33,69,33,7,134.43,5,43,33,21,0,81,45.83,86,7,14,89.08,14,3,229.17,26.94,3.74,0,28.96,10.62,133.57,0,123.08,14.48,13.51,132.25,0,45.37,3.14,26.94,4.19,14.47,70.4,18.72,100.56,0,0,3.99,10.43,164.1,4.38,5.75,0,18.72,0,0,164.1,29.01,31.29

48,11:45-12:00,42,33,69,33,7,132.46,5,43,33,21,0,83,45.83,86,7,14,89.84,14,3,229.17,26.94,3.74,0,28.96,10.62,133.57,0,123.08,14.48,13.51,132.25,0,45.37,3.14,26.94,4.19,14.47,70.4,18.72,100.56,0,0,3.99,10.43,164.1,4.38,5.22,0,18.72,0,0,164.1,29.01,31.29

49,12:00-12:15,45,33,75,33,7,132.46,5,43,33,21,0,90,45.83,85,7,14,90.12,14,0.33,229.17,26.95,3.74,0,28.96,10.62,133.57,0,123.08,14.48,13.51,132.25,0,45.37,3.14,26.95,4.19,14.47,66.14,18.72,100.56,0,0,3.99,10.35,164.1,4.46,5.22,0,18.72,0,0,164.1,17.55,31.29

50,12:15-12:30,45,33,75,33,7,132.46,5,43,33,21,0,90,45.83,85,7,14,89.95,14,0.33,229.17,26.95,3.74,0,28.96,10.62,133.57,0,123.08,14.48,13.51,132.25,0,45.37,3.14,26.95,4.19,14.47,61.89,18.72,100.56,0,0,3.99,10.35,164.1,4.46,5.22,0,18.72,0,0,164.1,17.55,31.29

51,12:30-12:45,45,33,81,33,7,132.46,5,43,33,21,0,90,45.83,88,7,14,89.55,14,0.33,229.17,26.95,3.74,0,28.96,10.62,133.57,0,123.08,14.48,13.51,132.25,0,45.37,3.14,26.95,4.19,14.47,57.91,18.72,100.56,0,0,3.99,10.35,164.1,4.46,5.22,0,18.72,0,0,164.1,17.55,31.29

52,12:45-13:00,45,33,81,33,7,132.46,5,43,33,21,0,90,45.5,88,7,14,88.96,14,0.33,227.5,26.95,3.74,0,28.96,10.62,133.57,0,123.08,14.48,13.51,132.25,0,45.37,3.14,26.95,4.19,14.47,57.91,18.72,100.56,0,0,3.99,10.35,164.1,4.46,5.22,0,18.72,0,0,164.1,17.55,31.29

53,13:00-13:15,45,33,81,33,7,132.46,5,43,33,21,0,90,45.28,88,7,14,88.37,14,0.33,226.38,26.95,3.74,0,28.96,10.62,133.57,0,123.08,14.48,13.51,132.25,0,45.37,3.14,26.95,4.19,11.74,57.91,15.18,100.56,0,0,3.99,10.16,164.1,4.46,5.22,0,15.18,0,0,164.1,17.55,30.28

54,13:15-13:30,45,33,81,33,7,123.4,5,43,33,21,0,90,45.2,88,7,14,87.76,14,0.33,225.98,26.95,3.74,0,28.96,10.62,133.57,0,123.08,14.48,13.51,132.25,0,45.37,3.14,26.95,4.19,11.74,57.91,15.18,100.56,0,0,3.99,10.16,164.1,4.46,5.22,0,15.18,0,0,164.1,17.55,30.28

55,13:30-13:45,45,33,81,33,7,119.99,5,42,33,21,0,90,45.11,91,7,14,87.05,14,0.33,225.56,26.95,3.74,0,28.96,10.62,133.57,0,123.08,14.48,13.51,167.65,0,45.37,3.14,26.95,4.19,11.74,57.91,15.18,100.56,0,0,3.99,10.16,164.1,4.46,5.22,0,15.18,0,0,164.1,17.55,30.28

56,13:45-14:00,44,33,81,33,7,117.19,5.2,42,33,21,0,88,45,91,7,14,85.92,14,0.33,224.99,26.95,3.74,0,28.96,10.62,133.57,0,123.08,14.48,13.51,167.65,0,45.37,3.14,26.95,4.19,11.74,57.91,15.18,100.56,0,0,3.99,10.16,164.1,4.46,5.22,0,15.18,0,0,164.1,17.55,30.28

57,14:00-14:15,43,33,75,33,7,113.4,6.6,41,33,21,0,87,44.75,91,7,14,94.78,14,0.33,223.74,26.95,3.89,0,28.96,10.62,133.57,0,123.08,14.48,13.51,167.65,0,45.37,3.27,26.95,4.19,11.74,57.91,15.18,100.56,0,0,4.05,10.07,164.1,4.61,5.5,0,15.18,0,0,164.1,17.55,30.28

58,14:15-14:30,43,33,72,33,7,108.83,8,41,33,21,0,85,44.19,91,7,14,92.43,14,0.33,220.96,26.95,3.89,0,28.96,10.62,133.57,0,123.08,14.48,13.51,167.65,0,45.37,3.27,26.95,4.19,11.81,57.91,15.29,100.56,0,0,4.05,10.07,164.1,4.61,5.79,0,15.29,0,0,164.1,17.55,29.27

59,14:30-14:45,39,33,66,33,7,103.89,9.6,39,33,21,0,79,43.2,89,7,14,89.56,14,0.33,215.99,26.95,1.95,0,28.96,10.62,133.57,0,123.08,14.48,13.51,167.65,0,45.37,3.27,26.95,4.19,11.52,57.91,14.91,100.56,0,0,4.05,10.07,164.1,4.61,5.79,0,14.91,0,0,164.1,17.55,29.27

60,14:45-15:00,37,33,63,33,7,86.87,10.8,37,33,21,0,73,41.82,87,7,14,86.19,14,0.33,209.07,26.95,0.78,0,28.96,10.62,148.66,0,123.08,14.48,13.51,167.65,0,45.37,3.27,26.95,4.19,11.18,57.91,14.47,100.56,0,0,4.05,10.07,164.1,4.61,5.79,0,14.47,0,0,164.1,17.55,29.27

61,15:00-15:15,30,33,60,33,7,81.97,12.21,36,33,21,0,60,42.09,85,7,14,82.24,14,0.33,210.45,26.95,0.78,0,28.96,10.62,156.38,0,123.08,14.48,13.51,167.65,0,45.37,3.27,26.95,4.19,10.72,57.91,13.87,100.56,0,0,4.05,9.98,164.1,4.61,5.79,0,13.87,0,0,164.1,17.55,28.26

62,15:15-15:30,28,33,55,33,7,77.41,12.81,35,33,21,0,57,39.98,80,7,14,77.99,14,0.33,199.87,26.95,1.95,0,28.96,10.62,156.38,0,123.08,14.48,13.51,167.65,0,45.37,3.27,26.95,4.19,10.12,57.91,13.1,100.56,0,0,4.05,9.98,164.1,4.61,5.79,0,13.1,0,0,164.1,17.55,28.26

63,15:30-15:45,23,33,49,33,7,71.33,13.01,33,33,21,0,47,38.63,73,7,32,73.28,32,0.33,193.16,26.95,3.89,0,28.96,10.62,164.1,0,123.08,14.48,13.51,167.65,0,55.9,3.27,26.95,4.19,9.43,57.91,12.2,100.56,0,0,4.05,9.98,164.1,4.61,5.79,0,12.2,0,0,164.1,17.55,28.26

64,15:45-16:00,22,33,39,33,7,63.89,13.21,32,33,21,0,43,35.73,67,7,33.33,68.47,33.34,0.33,178.62,26.95,3.89,0,28.96,10.62,171.82,0,123.08,14.48,13.51,167.65,0,55.9,3.27,26.95,4.19,8.73,57.91,11.3,100.56,0,0,4.05,9.98,164.1,4.61,5.79,0,11.3,0,0,164.1,17.55,28.77

65,16:00-16:15,13,33,34,33,7.5,54.87,12.81,29,33,22.5,0,27,33.33,58,7.5,23.67,63.31,23.66,0.33,166.67,26.95,3.89,0,28.96,10.62,179.55,0,123.08,14.48,13.51,215.92,0,55.9,3.47,26.95,7.76,7.98,57.91,10.34,100.56,0,0,4.05,10.16,164.1,4.85,5.79,0,10.34,0,0,164.1,17.55,28.77

66,16:15-16:30,12,33,30,33,7.5,50.28,13.01,25,33,22.5,0,24,30.31,53,7.5,25,57.73,25,0.33,151.56,26.95,3.89,0,28.96,10.62,187.27,0,123.08,14.48,13.51,229.65,0,55.9,3.47,26.95,7.76,7.24,57.91,9.37,100.56,0,0,4.05,10.16,164.1,4.85,5.79,0,9.37,0,0,164.1,17.55,28.77

