Block,Time,RAMPUR,SINGRAULI_HYDRO,CHAMERA2,DADRI_LF,TANAKPUR,ANTA_CRF,TANDA2,SEWA2,RAPPC,ANTA_RF,CHAMERA1,DADRT2,JHAJJAR,ANTA_GF,DHAULIGNGA,CHAMERA3,URI2,TEHRI,UNCHAHAR4,AURY_LF,KISHANGANGA,NJPC,UNCHAHAR3,DADRI_CRF,DADRI_GF,RIHAND2,KOTESHWR,SINGRAULI,DULHASTI,URI,RIHAND3,UNCHAHAR2,AURY_CRF,RAPPB,UNCHAHAR1,DADRI_RF,RIHAND1,SALAL,KOLDAM,BSIUL,AURY_RF,PARBATI3,ANTA_LF,NAPP,AURY_GF,MAPS,VSTPS V,GANDHAR-APM,KGSU3AND4,TALST2,GANDHAR-ComGas,VSTPS III,VSTPS II,KHSTPP-I,NLCTS2EXP,GADARWARA-I,KAWAS-RLNG,SIPAT I,NLCEXP,KAWAS-ComGas,KAWAS-APM,FSTPP I & II,NLCIIST2,VSTPS IV,KHARGONE-I,KSTPS I&II,NTPL,KSTPS7,RSTPSU7,MOUDA_II,SASAN,VALLURNTECL,GANDHAR-RLNG,KAWAS-NAPM,KUDGI,KAWAS-zLIQ,TAPS-II,NNTPP,VSTPS I,KHSTPP-II,RSTPSU1TO6,MOUDA,LARA-I,NLCIIST1,GANDHAR-NAPM,BRBCL,KGSU1AND2,SOLAPUR,SIPAT II,KKNP,KAPS,TALA,SIMHST2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,0.764969,1.039333,28.030217,0.000000,1.114278,0.000000,0.000000,16.603563,57.737237,0.000000,40.736119,0.000000,133.538599,0.000000,0.000000,20.411048,33.486722,31.958553,0.000000,0.000000,2.466002,39.579192,13.429518,0.000000,0.000000,116.646885,25.262947,112.413615,34.614029,48.549228,122.281677,27.209681,0.000000,0.000000,10.307046,0.000000,91.160264,47.169066,0.000000,19.002743,0.000000,0.000000,0.000000,44.040680,0.000000,0.24,1.283059,0.000000,2.11,2.93,0.000000,1.894035,1.877873,42.950593,0.84,0.000000,0.000000,4.426725,1.72,0.000000,0.000000,19.345464,0.41,2.593784,1.711897,2.675449,1.83,1.296892,1.88,3.394049,337.284338,2.30,0.000000,0.000000,9.02,0.000000,1.325166,0.18,2.273463,95.049234,7.63,1.873177,4.115478,0.78,0.000000,9.378185,1.92,1.711898,1.807575,1.57,0.801770,0.000000,0.00,0,0,0,0,0

7,01:30-01:45,0.382485,1.039333,28.030217,0.000000,1.114278,0.000000,0.000000,16.603563,57.737237,0.000000,40.736119,0.000000,134.505099,0.000000,0.000000,20.411048,33.486722,31.958553,0.000000,0.000000,2.466002,19.789596,13.429518,0.000000,0.000000,116.646885,25.262947,112.413615,34.614029,48.549228,122.281677,27.209681,0.000000,0.000000,10.307046,0.000000,91.160264,47.169066,0.000000,19.002743,0.000000,0.000000,0.000000,44.040680,0.000000,0.24,1.283059,0.000000,2.11,2.93,0.000000,1.894035,1.877873,42.950593,0.84,0.000000,0.000000,4.426725,1.72,0.000000,0.000000,19.345464,0.41,2.593784,1.711897,2.675449,1.83,1.296892,1.88,3.394049,337.284338,2.30,0.000000,0.000000,9.02,0.000000,1.325166,0.18,2.273463,142.573852,7.48,1.873177,4.115478,0.78,0.000000,8.135615,1.92,1.711898,1.807575,1.57,0.801770,0.000000,0.00,0,0,0,0,0

8,01:45-02:00,0.000000,1.039333,28.030217,0.000000,1.114278,0.000000,0.000000,16.603563,57.737237,0.000000,40.736119,0.000000,134.505099,0.000000,0.000000,20.411048,33.486722,31.958553,0.000000,0.000000,2.466002,0.000000,13.429518,0.000000,0.000000,116.646885,16.841964,112.413615,34.614029,48.549228,122.281677,27.209681,0.000000,0.000000,10.307046,0.000000,91.160264,47.169066,0.000000,19.002743,0.000000,0.000000,0.000000,44.040680,0.000000,0.24,1.283059,0.000000,2.11,2.93,0.000000,1.894035,1.877873,42.950593,0.84,0.000000,0.000000,4.426725,1.72,0.000000,0.000000,19.345464,0.41,2.593784,1.711897,2.675449,1.83,1.296892,1.88,3.394049,337.284338,2.30,0.000000,0.000000,9.02,0.000000,1.325166,0.18,2.273463,142.573852,7.48,1.873177,4.115478,0.78,0.000000,8.236135,1.92,1.711898,1.807575,1.57,0.801770,0.000000,0.00,0,0,0,0,0

9,02:00-02:15,0.000000,1.039333,28.030217,0.000000,1.114278,0.000000,0.000000,16.603563,57.737237,0.000000,27.157413,0.000000,134.505099,0.000000,0.000000,20.411048,34.599557,31.958553,0.000000,0.000000,2.466002,0.000000,13.429518,0.000000,0.000000,116.646885,16.841964,112.413615,34.614029,48.549228,122.281677,27.209681,0.000000,0.000000,10.307046,0.000000,91.160264,47.169066,0.000000,19.002743,0.000000,0.000000,0.000000,44.040680,0.000000,0.24,1.283059,0.000000,2.11,2.93,0.000000,1.894035,1.877873,42.950593,0.84,0.000000,0.000000,4.426725,1.72,0.000000,0.000000,19.345464,0.41,2.593784,1.711897,2.742503,1.83,1.296892,1.88,3.394049,337.284338,2.30,0.000000,0.000000,9.02,0.000000,1.325166,0.18,2.273463,142.573852,7.48,1.873177,4.115478,0.78,0.000000,9.357304,1.92,1.711898,1.807575,1.57,0.801770,0.000000,0.00,0,0,0,0,0

10,02:15-02:30,0.000000,1.039333,28.030217,0.000000,1.114278,0.000000,0.000000,16.603563,57.737237,0.000000,27.157413,0.000000,134.505099,0.000000,0.000000,20.411048,34.599557,31.958553,0.000000,0.000000,2.466002,0.000000,13.429518,0.000000,0.000000,116.646885,8.420983,112.413615,34.614029,48.549228,122.281677,17.544681,0.000000,0.000000,10.307046,0.000000,91.160264,47.169066,0.000000,19.002743,0.000000,0.000000,0.000000,44.040680,0.000000,0.24,1.283059,0.000000,2.11,2.93,0.000000,1.894035,1.877873,31.903585,0.84,0.000000,0.000000,4.426725,1.72,0.000000,0.000000,13.888605,0.41,2.593784,1.711897,2.748951,1.83,1.296892,1.88,3.394049,337.284338,2.30,0.000000,0.000000,9.02,0.000000,1.325166,0.18,2.273463,142.573852,7.63,1.873177,4.115478,0.78,0.000000,9.762247,1.92,1.711898,1.807575,1.57,0.801770,0.000000,0.00,0,0,0,0,0

11,02:30-02:45,0.000000,1.039333,28.030217,0.000000,1.114278,0.000000,0.000000,16.603563,57.737237,0.000000,27.157413,0.000000,134.505099,0.000000,0.000000,20.411048,33.486722,31.958553,0.000000,0.000000,2.466002,0.000000,13.429518,0.000000,0.000000,116.646885,8.420983,124.398215,34.614029,48.549228,122.281677,17.544681,0.000000,0.000000,10.307046,0.000000,91.160264,47.169066,0.000000,19.002743,0.000000,0.000000,0.000000,44.040680,0.000000,0.24,1.283059,0.000000,2.11,2.93,0.000000,1.894035,1.877873,18.156282,0.84,0.000000,0.000000,4.426725,1.72,0.000000,0.000000,13.888605,0.41,2.593784,1.711897,2.748951,1.83,1.296892,1.88,3.394049,337.284338,2.30,0.000000,0.000000,9.02,0.000000,1.325166,0.18,2.273463,142.573852,7.63,1.873177,4.115478,0.78,0.000000,8.860133,1.92,1.711898,1.807575,1.57,0.801770,0.000000,0.00,0,0,0,0,0

12,02:45-03:00,0.000000,1.039333,28.030217,0.000000,1.114278,0.000000,0.000000,16.603563,57.737237,0.000000,27.157413,0.000000,134.505099,0.000000,0.000000,20.411048,33.486722,31.958553,0.000000,0.000000,2.466002,0.000000,13.429518,0.000000,0.000000,116.646885,8.420983,124.398215,34.614029,48.549228,122.281677,17.544681,0.000000,0.000000,10.307046,0.000000,91.160264,47.169066,0.000000,19.002743,0.000000,0.000000,0.000000,44.040680,0.000000,0.24,1.283059,0.000000,2.11,2.93,0.000000,1.894035,1.877873,18.156282,0.84,0.000000,0.000000,4.426725,1.72,0.000000,0.000000,13.888605,0.41,2.593784,1.711897,2.748951,1.83,1.296892,1.88,3.394049,337.284338,2.30,0.000000,0.000000,9.02,0.000000,1.325166,0.18,2.273463,142.573852,7.63,1.873177,4.115478,0.78,0.000000,11.153410,1.92,1.711898,1.807575,1.57,0.801770,0.000000,0.00,0,0,0,0,0

13,03:00-03:15,0.000000,1.039333,28.030217,0.000000,1.114278,0.000000,0.000000,16.603563,57.737237,0.000000,27.157413,0.000000,134.505099,0.000000,0.000000,20.411048,33.486722,31.958553,0.000000,0.000000,2.466002,0.000000,13.429518,0.000000,0.000000,116.646885,8.420983,124.398215,34.614029,48.549228,122.281677,17.544681,0.000000,0.000000,10.307046,0.000000,91.160264,47.169066,0.000000,19.002743,0.000000,0.000000,0.000000,44.040680,0.000000,0.24,1.283059,0.000000,2.11,2.93,0.000000,1.894035,1.877873,18.156282,0.84,0.000000,0.000000,4.426725,1.72,0.000000,0.000000,13.888605,0.41,2.593784,1.711897,2.748951,1.83,1.296892,1.88,3.394049,337.284338,2.30,0.000000,0.000000,9.02,0.000000,1.325166,0.18,2.273463,142.573852,7.63,1.873177,4.115478,0.78,0.000000,11.153410,1.92,1.711898,1.807575,1.57,0.801770,0.000000,0.00,0,0,0,0,0

14,03:15-03:30,0.000000,1.039333,28.030217,0.000000,1.114278,0.000000,0.000000,16.603563,57.737237,0.000000,27.157413,0.000000,134.505099,0.000000,0.000000,20.411048,33.486722,21.715427,0.000000,0.000000,2.466002,0.000000,13.429518,0.000000,0.000000,116.646885,8.420983,124.398215,34.614029,48.549228,122.281677,17.544681,0.000000,0.000000,10.307046,0.000000,91.160264,47.169066,0.000000,19.002743,0.000000,0.000000,0.000000,44.040680,0.000000,0.24,1.283059,0.000000,2.11,2.93,0.000000,1.894035,1.877873,18.156282,0.84,0.000000,0.000000,4.426725,1.72,0.000000,0.000000,13.888605,0.41,2.593784,1.711897,2.748951,1.83,1.296892,1.88,3.394049,337.284338,2.30,0.000000,0.000000,9.02,0.000000,1.325166,0.18,2.273463,142.573852,7.63,1.873177,4.115478,0.78,0.000000,11.153410,1.92,1.711898,1.807575,1.57,0.801770,0.000000,0.00,0,0,0,0,0

15,03:30-03:45,0.000000,1.039333,28.030217,0.000000,1.114278,0.000000,0.000000,16.603563,57.737237,0.000000,27.157413,0.000000,134.505099,0.000000,0.000000,20.411048,33.486722,0.000000,0.000000,0.000000,2.466002,0.000000,13.429518,0.000000,0.000000,116.646885,8.420983,124.398215,34.614029,48.549228,122.281677,17.544681,0.000000,0.000000,10.307046,0.000000,91.160264,47.169066,0.000000,19.002743,0.000000,0.000000,0.000000,44.040680,0.000000,0.24,1.283059,0.000000,2.11,2.93,0.000000,1.894035,1.877873,18.156282,0.84,0.000000,0.000000,4.426725,1.72,0.000000,0.000000,13.888605,0.41,2.593784,1.711897,2.748951,1.83,1.296892,1.88,3.394049,337.284338,2.30,0.000000,0.000000,9.02,0.000000,1.325166,0.18,2.273463,142.573852,7.63,1.873177,4.115478,0.78,0.000000,11.153410,1.92,1.711898,1.807575,1.57,0.801770,0.000000,0.00,0,0,0,0,0

16,03:45-04:00,0.000000,1.039333,28.030217,0.000000,1.114278,0.000000,0.000000,16.603563,57.737237,0.000000,27.157413,0.000000,134.505099,0.000000,0.000000,20.411048,33.486722,0.000000,0.000000,0.000000,2.466002,0.000000,13.429518,0.000000,0.000000,116.646885,8.420983,124.398215,34.614029,48.549228,122.281677,17.544681,0.000000,0.000000,10.307046,0.000000,91.160264,47.169066,0.000000,19.002743,0.000000,0.000000,0.000000,44.040680,0.000000,0.24,1.283059,0.000000,2.11,2.93,0.000000,1.894035,1.877873,18.156282,0.84,0.000000,0.000000,4.426725,1.72,0.000000,0.000000,13.888605,0.41,2.593784,1.711897,2.748951,1.83,1.296892,1.88,3.394049,337.284338,2.30,0.000000,0.000000,9.02,0.000000,1.325166,0.18,2.273463,142.573852,7.63,1.873177,4.115478,0.78,0.000000,11.153410,1.92,1.711898,1.807575,1.57,0.801770,0.000000,0.00,0,0,0,0,0

17,04:00-04:15,0.000000,1.039333,28.030217,0.000000,1.114278,0.000000,0.000000,16.603563,57.737237,0.000000,27.157413,0.000000,157.701099,0.000000,0.000000,20.411048,34.599557,0.000000,0.000000,0.000000,2.466002,0.000000,13.429518,0.000000,0.000000,116.646885,8.420983,124.398215,34.614029,48.549228,122.281677,27.209681,0.000000,0.000000,10.307046,0.000000,91.160264,47.169066,0.000000,19.002743,0.000000,0.000000,0.000000,44.040680,0.000000,0.24,1.283059,0.000000,2.11,2.93,0.000000,1.894035,1.877873,42.950593,0.84,0.000000,0.000000,4.426725,1.72,0.000000,0.000000,19.345464,0.41,2.593784,1.711897,2.748951,1.83,1.296892,1.88,3.394049,337.284338,2.30,0.000000,0.000000,9.02,0.000000,1.325166,0.17,2.273463,142.573852,7.63,1.873177,4.115478,0.78,0.000000,11.153410,1.92,1.711898,1.807575,1.57,0.801770,0.000000,0.00,0,0,0,0,0

18,04:15-04:30,0.000000,1.039333,28.030217,0.000000,1.114278,0.000000,0.000000,16.603563,57.737237,0.000000,27.157413,0.000000,157.701099,0.000000,0.000000,20.411048,34.599557,0.000000,0.000000,0.000000,2.466002,0.000000,13.429518,0.000000,0.000000,116.646885,8.420983,124.398215,34.614029,48.549228,122.281677,27.209681,0.000000,0.000000,10.307046,0.000000,91.160264,47.169066,0.000000,19.002743,0.000000,0.000000,0.000000,44.040680,0.000000,0.24,1.283059,0.000000,2.11,2.93,0.000000,1.894035,1.877873,42.950593,0.84,0.000000,0.000000,4.426725,1.72,0.000000,0.000000,19.345464,0.41,2.593784,1.711897,2.748951,1.83,1.296892,1.88,3.394049,337.284338,2.30,0.000000,0.000000,9.02,0.000000,1.325166,0.17,2.273463,142.573852,7.63,1.873177,4.115478,0.78,0.000000,11.153410,1.92,1.711898,1.807575,1.57,0.801770,0.000000,0.00,0,0,0,0,0

19,04:30-04:45,0.000000,1.039333,28.030217,0.000000,1.114278,0.000000,0.000000,16.603563,57.737237,0.000000,27.157413,0.000000,157.701099,0.000000,0.000000,20.411048,33.486722,0.000000,0.000000,0.000000,2.466002,0.000000,13.429518,0.000000,0.000000,116.646885,8.420983,124.398215,34.614029,48.549228,122.281677,27.209681,0.000000,0.000000,10.307046,0.000000,91.160264,47.169066,0.000000,12.668495,0.000000,3.356113,0.000000,44.040680,0.000000,0.24,1.283059,0.000000,2.11,2.93,0.000000,1.894035,1.877873,42.950593,0.84,0.000000,0.000000,4.426725,1.72,0.000000,0.000000,19.345464,0.41,2.593784,1.711897,2.748951,1.83,1.296892,1.88,3.394049,337.284338,2.30,0.000000,0.000000,9.02,0.000000,1.325166,0.17,2.273463,142.573852,7.63,1.873177,4.115478,0.78,0.000000,11.153410,1.92,1.711898,1.807575,1.57,0.801770,0.000000,0.00,0,0,0,0,0

20,04:45-05:00,0.382485,1.039333,28.030217,0.000000,1.114278,0.000000,0.000000,16.603563,57.737237,0.000000,27.157413,0.000000,157.701099,0.000000,0.000000,20.411048,33.486722,0.000000,0.000000,0.000000,2.466002,19.789596,13.429518,0.000000,0.000000,116.646885,8.420983,124.398215,52.056254,48.549228,122.281677,27.209681,0.000000,0.000000,10.307046,0.000000,91.160264,47.169066,0.000000,12.668495,0.000000,6.712227,0.000000,44.040680,0.000000,0.24,1.283059,0.000000,2.11,2.93,0.000000,1.894035,1.877873,42.950593,0.84,0.000000,0.000000,4.426725,1.72,0.000000,0.000000,19.345464,0.41,2.593784,1.711897,2.748951,1.83,1.296892,1.88,3.394049,337.284338,2.30,0.000000,0.000000,9.02,0.000000,1.325166,0.17,2.273463,142.573852,7.63,1.873177,4.115478,0.78,0.000000,11.153410,1.92,1.711898,1.807575,1.57,0.801770,0.000000,0.00,0,0,0,0,0

21,05:00-05:15,0.491766,1.039333,28.030217,0.000000,1.114278,0.000000,0.000000,16.603563,57.737237,0.000000,27.157413,0.000000,157.701099,0.000000,0.000000,30.647457,33.486722,0.000000,0.000000,0.000000,2.466002,25.627526,13.429518,0.000000,0.000000,116.646885,8.420983,124.398215,52.056254,51.216768,122.281677,27.209681,0.000000,0.000000,10.307046,0.000000,91.160264,47.169066,0.830968,12.668495,0.000000,34.903583,0.000000,44.040680,0.000000,0.24,1.283059,0.000000,2.11,2.93,0.000000,1.894035,1.877873,42.950593,0.84,0.000000,0.000000,4.426725,1.72,0.000000,0.000000,19.345464,0.41,2.593784,1.711897,2.748951,1.83,1.296892,1.88,3.394049,337.284338,2.30,0.000000,0.000000,9.02,0.000000,1.325166,0.17,2.273463,95.049234,7.63,1.873177,4.115478,0.78,0.000000,11.153410,1.92,1.711898,1.807575,1.57,0.801770,0.000000,0.00,0,0,0,0,0

22,05:15-05:30,0.942551,1.039333,28.030217,0.000000,1.114278,0.000000,0.000000,16.603563,57.737237,0.000000,27.157413,0.000000,157.701099,0.000000,9.582979,30.647457,33.486722,0.000000,0.000000,0.000000,2.466002,48.880302,13.429518,0.000000,0.000000,116.646885,8.420983,124.398215,52.056254,51.216768,122.281677,27.209681,0.000000,0.000000,10.307046,0.000000,91.160264,47.169066,1.973547,12.668495,0.000000,34.903583,0.000000,44.040680,0.000000,0.24,1.283059,0.000000,2.11,2.93,0.000000,1.894035,1.877873,42.950593,0.84,0.000000,0.000000,4.426725,1.72,0.000000,0.000000,19.345464,0.41,2.593784,1.711897,2.748951,1.83,1.296892,1.88,3.394049,337.284338,2.30,0.000000,0.000000,9.02,0.000000,1.325166,0.17,2.273463,95.049234,7.63,1.873177,4.115478,0.78,0.000000,11.153410,1.92,1.711898,1.807575,1.57,0.801770,0.000000,0.00,0,0,0,0,0

23,05:30-05:45,1.413827,1.039333,42.173382,0.000000,5.695198,0.000000,0.000000,16.603563,57.737237,0.000000,27.157413,0.000000,196.361099,0.000000,19.165958,30.647457,33.486722,0.000000,0.000000,0.000000,2.466002,73.320453,13.429518,0.000000,0.000000,116.646885,8.420983,124.398215,52.056254,48.549228,122.281677,27.209681,0.000000,0.000000,10.307046,0.000000,91.160264,47.169066,3.084967,12.668495,0.000000,34.903583,0.000000,44.040680,0.000000,0.24,1.283059,0.000000,2.11,2.93,0.000000,1.894035,1.877873,42.950593,0.84,0.000000,0.000000,4.426725,1.72,0.000000,0.000000,19.345464,0.41,2.593784,1.711897,2.748951,1.83,1.296892,1.88,3.394049,337.284338,2.30,0.000000,0.000000,9.02,0.000000,1.325166,0.17,2.273463,142.573852,7.63,1.873177,4.115478,0.78,0.000000,11.153410,1.92,1.711898,1.807575,1.57,0.801770,0.000000,0.00,0,0,0,0,0

24,05:45-06:00,1.413827,1.039333,42.173382,0.000000,5.695198,0.000000,0.000000,16.603563,57.737237,0.000000,27.157413,0.000000,196.361099,0.000000,28.748936,30.647457,33.486722,0.000000,0.000000,0.000000,2.466002,73.320453,13.429518,0.000000,0.000000,116.646885,8.420983,124.398215,52.056254,48.549228,122.281677,41.338751,0.000000,0.000000,10.307046,0.000000,91.160264,47.169066,4.113288,12.668495,0.000000,34.903583,0.000000,44.040680,0.000000,0.24,1.283059,0.000000,2.11,2.93,0.000000,1.894035,1.877873,42.950593,0.84,0.000000,0.000000,4.426725,1.72,0.000000,0.000000,19.345464,0.41,2.593784,1.711897,2.748951,1.83,1.296892,1.88,3.394049,337.284338,2.30,0.000000,0.000000,9.02,0.000000,1.325166,0.17,2.273463,142.573852,7.63,1.873177,4.115478,0.82,0.000000,11.153410,1.92,1.711898,1.807575,1.57,0.801770,0.000000,0.00,0,0,0,0,0

25,06:00-06:15,1.243075,1.039333,42.173382,0.000000,5.695198,0.000000,0.000000,16.603563,57.737237,0.000000,27.157413,0.000000,211.809538,0.000000,28.748936,20.411048,34.599557,0.000000,0.000000,0.000000,2.466002,64.316187,22.210750,0.000000,0.000000,116.646885,8.420983,124.398215,52.056254,48.549228,122.281677,41.338751,0.000000,0.000000,17.944897,0.000000,91.160264,47.169066,4.113288,12.668495,0.000000,34.903583,0.000000,44.040680,0.000000,0.24,1.283059,0.000000,2.11,2.93,0.000000,1.894035,1.877873,42.950593,0.84,0.000000,0.000000,4.426725,1.72,0.000000,0.000000,19.345464,0.41,2.593784,1.711897,2.748951,1.83,1.296892,1.88,3.394049,337.284338,2.30,0.000000,0.000000,9.02,0.000000,1.325166,0.17,2.273463,95.049234,7.63,1.873177,4.115478,0.83,0.000000,13.398041,1.92,1.711898,1.807575,1.57,0.801770,0.000000,0.00,0,0,0,0,0

26,06:15-06:30,1.413827,1.039333,42.173382,0.000000,5.695198,0.000000,0.000000,16.603563,57.737237,0.000000,40.736119,0.000000,211.809538,0.000000,28.748936,20.411048,34.599557,0.000000,0.000000,0.000000,2.466002,73.320453,22.210750,0.000000,0.000000,116.646885,8.420983,124.398215,52.056254,48.549228,122.281677,41.338751,0.000000,0.000000,17.944897,0.000000,91.160264,47.169066,4.113288,12.668495,0.000000,34.903583,0.000000,44.040680,0.000000,0.24,1.283059,0.000000,2.11,2.93,0.000000,1.894035,1.877873,42.950593,0.84,0.000000,0.000000,4.426725,1.72,0.000000,0.000000,19.345464,0.41,2.593784,1.711897,2.748951,1.83,1.296892,1.88,3.394049,337.284338,2.30,0.000000,0.000000,9.02,0.000000,1.325166,0.17,2.273463,95.049234,7.63,1.873177,4.115478,0.83,0.000000,14.497506,1.92,1.711898,1.807575,1.57,0.801770,0.000000,0.00,0,0,0,0,0

