Block,Time,BRBCL,BSIUL,KUDGI,NNTPP,RAPPC,TEHRI,UNCHAHAR3,URI2,ANTA_CRF,DADRI_RF,DULHASTI,KGSU3AND4,NAPP,RIHAND3,SALAL,SIMHST1,TelanganaSTPP,ANTA_RF,AURY_CRF,AURY_GF,DADRI_CRF,CHAMERA1,JHAJJAR,KGSU1AND2,RAMPUR,SASAN,SINGRAULI,TALST2,UNCHAHAR4,AURY_RF,CHAMERA3,MAPS,RAPPB,RSTPSU1TO6,DADRI_LF,DHAULIGNGA,KOTESHWR,NTPL,RIHAND1,RIHAND2,SIMHST2,TALA,CHAMERA2,DADRT2,KISHANGANGA,KKNP,KKNPPU2,NLCIIST1,NLCTS2EXP,SEWA2,SINGRAULI_HYDRO,TANAKPUR,TANDA2,UNCHAHAR1,ANTA_GF,AURY_LF,KHSTPP-I,KHSTPP-II,NJPC,NLCEXP,NLCIIST2,UNCHAHAR2,URI,FSTPP I & II,KOLDAM,PARBATI3,RSTPSU7,VALLURNTECL,ANTA_LF,DADRI_GF
1,00:00-00:15,20.00002,13.04,0,0,60.53,53.16,26.45,36.05,0,79.73,36.8,0,45.1,127.6,73.21,0,0,48.13,0,0,0,42.15,384.01,0,3.54,410.62,93.48,0,0.04,60.28,32.08,0,0,0,0,40.4,38.64,0,42.18,121.71,0,10.58,44.22,685.72,2.88,0,0,0,0,17.37,0.41,10.89,2.89,15.33,0,0,44.31,123.94,167.1,0,0,41.81,34.23,14.3,5.35,17.56,0,0,0,0

2,00:15-00:30,20.00002,13.04,0,0,60.53,53.16,26.55,36.05,0,79.73,36.8,0,45.1,127.6,73.21,0,0,48.13,0,0,0,42.15,384.01,0,3.54,410.62,93.48,0,0.04,60.28,32.08,0,0,0,0,40.4,38.64,0,42.18,121.71,0,10.58,44.22,685.72,2.88,0,0,0,0,17.37,0.41,10.89,2.89,15.43,0,0,44.31,123.94,167.1,0,0,41.81,46.37,14.3,5.35,17.56,0,0,0,0

3,00:30-00:45,20.00002,13.04,0,0,60.53,53.16,26.55,36.05,0,79.73,36.8,0,45.1,127.6,73.21,0,0,48.13,0,0,0,42.15,384.01,0,3.54,410.62,93.48,0,0.04,60.28,32.08,0,0,0,0,40.4,38.64,0,42.18,121.71,0,10.58,44.22,685.72,2.88,0,0,0,0,17.37,0.41,10.89,2.89,15.43,0,0,44.31,123.94,167.1,0,0,41.81,46.37,14.3,5.35,21.08,0,0,0,0

4,00:45-01:00,20.00002,13.04,0,0,60.53,53.16,26.55,36.05,0,79.73,36.8,0,45.1,127.6,73.21,0,0,48.13,0,0,0,42.15,384.01,0,3.54,410.62,93.48,0,0.04,60.28,32.08,0,0,0,0,40.4,38.64,0,42.18,121.71,0,10.58,44.22,685.72,2.88,0,0,0,0,17.37,0.41,10.89,2.89,15.43,0,0,44.31,123.94,167.1,0,0,41.81,38.64,14.3,5.35,21.08,0,0,0,0

5,01:00-01:15,20.00002,13.04,0,0,60.53,53.16,26.55,36.05,0,79.73,36.8,0,45.1,127.6,73.21,0,0,48.13,0,0,0,42.15,384.01,0,3.54,410.62,93.48,0,0.04,60.89,32.08,0,0,0,0,40.4,38.64,0,42.18,121.71,0,10.58,44.22,685.72,2.88,0,0,0,0,17.37,0.41,9.74,2.89,15.43,0,0,44.31,123.94,167.1,0,0,41.81,34.23,14.3,5.35,21.08,0,0,0,0

6,01:15-01:30,20.00002,13.04,0,0,60.53,53.16,26.55,36.05,0,79.73,36.8,0,45.1,127.6,73.21,0,0,48.13,0,0,0,42.15,384.01,0,3.54,410.62,93.48,0,0.04,60.89,32.08,0,0,0,0,40.4,38.64,0,42.18,121.71,0,10.58,44.22,685.72,2.88,0,0,0,0,17.37,0.41,9.74,2.89,15.43,0,0,44.31,123.94,167.1,0,0,41.81,34.23,14.3,5.35,21.08,0,0,0,0

7,01:30-01:45,20.00002,13.04,0,0,60.53,53.16,26.55,20.68,0,79.73,36.8,0,45.1,127.6,73.21,0,0,48.13,0,0,0,42.15,384.01,0,3.54,410.62,93.48,0,0.04,60.89,32.08,0,0,0,0,40.4,38.64,0,42.18,121.71,0,10.58,44.22,685.72,2.88,0,0,0,0,17.37,0.41,9.74,2.89,15.43,0,0,44.31,123.94,167.1,0,0,41.81,34.23,14.3,5.35,17.56,0,0,0,0

8,01:45-02:00,20.00002,13.04,0,0,60.53,53.16,26.4,20.68,0,79.73,36.8,0,45.1,127.6,73.21,0,0,48.13,0,0,0,42.15,384.01,0,3.54,410.62,93.48,0,0,60.89,32.08,0,0,0,0,40.4,38.64,0,42.18,121.71,0,10.58,44.22,685.72,2.88,0,0,0,0,17.37,0.41,9.74,2.89,15.36,0,0,44.31,123.94,167.1,0,0,41.79,34.23,14.3,5.35,17.56,0,0,0,0

9,02:00-02:15,20.00002,13.04,0,0,60.53,53.16,26.4,20.68,0,79.73,36.8,0,45.1,127.6,73.21,0,0,48.13,0,0,0,42.15,384.11,0,3.54,410.62,93.48,0,0,60.89,32.08,0,0,0,0,40.4,38.64,0,42.18,121.71,0,10.58,44.22,685.72,2.88,0,0,0,0,17.37,0.41,9.74,2.89,15.32,0,0,44.31,123.94,167.1,0,0,41.79,39.75,14.3,5.35,17.56,0,0,0,0

10,02:15-02:30,20.00002,13.04,0,0,60.53,53.16,26.4,20.68,0,79.73,36.8,0,45.1,127.6,73.21,0,0,48.13,0,0,0,42.15,413.81,0,3.54,410.62,93.48,0,0,60.89,32.08,0,0,0,0,40.4,38.64,0,42.18,121.71,0,10.58,44.22,686.07,2.88,0,0,0,0,17.37,0.41,9.74,2.89,15.32,0,0,44.31,123.94,167.1,0,0,41.79,39.75,14.3,5.35,17.56,0,0,0,0

11,02:30-02:45,20.00002,13.04,0,0,60.53,53.16,26.4,20.68,0,79.73,36.8,0,45.1,127.6,73.21,0,0,48.13,0,0,0,42.15,413.81,0,3.54,410.62,93.48,0,0,60.89,32.08,0,0,0,0,40.4,38.64,0,42.18,121.71,0,10.58,44.22,686.07,2.88,0,0,0,0,17.37,0.41,9.74,2.89,15.32,0,0,44.31,123.94,167.1,0,0,41.79,39.75,14.3,5.35,17.56,0,0,0,0

12,02:45-03:00,20.00002,13.04,0,0,60.53,53.16,26.4,20.68,0,79.73,36.8,0,45.1,127.6,73.21,0,0,48.13,0,0,0,42.15,413.81,0,3.54,410.62,93.48,0,0,60.89,32.08,0,0,0,0,40.4,38.64,0,42.18,121.71,0,10.58,44.22,686.07,2.88,0,0,0,0,17.37,0.41,9.74,2.89,15.72,0,0,44.31,123.94,167.1,0,0,41.79,39.75,14.3,5.35,17.56,0,0,0,0

13,03:00-03:15,20.00002,13.04,0,0,60.53,53.16,27.05,20.68,0,79.73,36.8,0,45.1,127.6,73.21,0,0,48.13,0,0,0,42.15,413.81,0,3.54,410.62,93.48,0,1.62,60.89,32.08,0,0,0,0,40.4,28.98,0,42.18,121.71,0,10.58,44.22,686.07,2.88,0,0,0,0,17.37,0.41,9.74,2.89,15.72,0,0,44.31,123.94,167.1,0,0,41.79,34.23,14.3,5.35,19.68,0,0,0,0

14,03:15-03:30,20.00002,13.04,0,0,60.53,53.16,27.05,20.68,0,79.73,36.8,0,45.1,127.6,73.21,0,0,48.13,0,0,0,42.15,413.81,0,3.54,410.62,93.48,0,0,60.89,32.08,0,0,0,0,40.4,28.98,0,42.18,121.71,0,10.58,44.22,686.07,2.88,0,0,0,0,17.37,0.41,9.74,2.89,15.72,0,0,44.31,123.94,167.1,0,0,41.79,34.23,14.3,5.35,19.68,0,0,0,0

15,03:30-03:45,20.00002,13.04,0,0,60.53,53.16,27.05,19.95,0,79.73,36.8,0,45.1,127.6,73.21,0,0,48.13,0,0,0,42.15,413.81,0,3.54,410.62,93.48,0,0,60.89,32.08,0,0,0,0,40.4,28.98,0,42.18,121.71,0,10.73,44.22,686.07,2.88,0,0,0,0,17.37,0.41,1.15,2.89,15.72,0,0,44.31,123.94,167.1,0,0,41.79,34.23,14.3,5.35,19.68,0,0,0,0

16,03:45-04:00,20.00002,13.04,0,0,60.53,53.16,27.05,19.95,0,79.73,36.8,0,45.1,127.6,73.21,0,0,48.13,0,0,0,42.15,413.81,0,3.54,410.62,93.48,0,0,60.89,32.08,0,0,0,0,40.4,28.98,0,42.18,121.71,0,10.73,44.22,686.07,2.88,0,0,0,0,17.37,0.41,1.15,2.89,15.72,0,0,44.31,123.94,167.1,0,0,41.79,34.23,14.3,5.35,19.68,0,0,0,0

17,04:00-04:15,20.00002,13.04,0,0,60.53,53.16,27.05,22.16,0,79.73,36.8,0,45.1,127.6,73.21,0,0,48.13,0,0,0,42.15,413.81,0,3.54,410.62,93.48,0,0,60.89,32.08,0,0,0,0,40.4,28.98,0,42.18,121.71,0,10.73,44.22,686.07,2.88,0,0,0,0,17.37,0.41,5.76,2.89,15.72,0,0,44.31,123.94,167.1,0,0,41.79,34.23,14.3,5.35,19.68,0,0,0,0

18,04:15-04:30,20.00002,13.04,0,0,60.53,53.16,27.05,22.16,0,79.73,36.8,0,45.1,127.6,73.21,0,0,48.13,0,0,0,42.15,413.81,0,3.54,410.62,93.48,0,0,60.89,32.08,0,0,0,0,40.4,28.98,0,42.18,121.71,0,10.73,44.22,686.07,2.88,0,0,0,0,17.37,0.41,11.78,2.89,15.72,0,0,44.31,123.94,167.1,0,0,41.79,34.23,14.3,5.35,19.68,0,0,0,0

19,04:30-04:45,20.00002,13.04,0,0,60.53,53.16,27.05,36.05,0,79.73,36.8,0,45.1,127.6,73.21,0,0,48.13,0,0,0,42.15,413.81,0,3.54,410.62,93.48,0,0,60.89,32.08,0,0,0,0,40.4,19.32,0,42.18,121.71,0,10.73,44.22,686.07,2.88,0,0,0,0,17.37,0.41,11.78,2.89,15.72,0,0,44.31,123.94,167.1,0,0,41.79,38.64,14.3,5.35,19.68,0,0,0,0

20,04:45-05:00,20.00002,13.04,0,0,60.53,53.16,26.4,36.05,0,79.73,36.8,0,45.1,127.6,73.21,0,0,48.13,0,0,0,42.15,413.81,0,3.54,410.62,93.48,0,0,60.89,32.08,0,0,0,0,40.4,19.32,0,42.18,121.71,0,10.56,44.22,686.07,2.88,0,0,0,0,17.37,0.41,11.78,2.89,15.32,0,0,44.31,123.94,167.1,0,0,41.79,38.64,14.3,5.35,19.68,0,0,0,0

21,05:00-05:15,20.00002,13.04,0,0,60.53,53.16,27.05,36.05,0,79.73,36.8,0,45.1,127.6,73.21,0,0,48.13,0,0,0,42.15,413.81,0,3.54,410.62,93.48,0,0,60.28,32.08,0,0,0,0,40.4,19.32,0,42.18,121.71,0,10.17,44.22,686.07,2.88,0,0,0,0,17.37,0.41,11.78,2.89,15.72,0,0,44.31,123.94,167.1,0,0,41.79,38.64,14.3,5.35,16.87,0,0,0,0

22,05:15-05:30,20.00002,13.04,0,0,60.53,53.16,27.05,20.68,0,79.73,36.8,0,45.1,127.6,73.21,0,0,48.13,0,0,0,42.15,413.81,0,3.54,410.62,93.48,0,0,60.28,32.08,0,0,0,0,40.4,19.32,0,42.18,121.71,0,9.88,44.22,686.07,2.88,0,0,0,0,17.37,0.41,11.78,2.89,15.72,0,0,44.31,123.94,167.1,0,0,41.79,38.64,14.3,5.35,16.87,0,0,0,0

23,05:30-05:45,20.00002,13.04,0,0,60.53,53.16,27.05,20.68,0,79.73,36.8,0,45.1,127.6,73.21,0,0,48.13,0,0,0,42.15,413.81,0,3.54,410.62,93.48,0,0,60.28,32.08,0,0,0,0,40.4,19.32,0,42.18,121.71,0,9.58,44.22,686.07,2.88,0,0,0,0,17.37,0.41,11.78,2.89,15.72,0,0,32.17,123.94,167.1,0,0,41.79,34.23,14.3,5.35,8.43,0,0,0,0

24,05:45-06:00,20.00002,13.04,0,0,60.53,53.16,27.05,20.68,0,79.73,36.8,0,45.1,127.6,73.21,0,0,48.13,0,0,0,42.15,384.11,0,3.54,410.62,93.48,0,0,60.28,32.08,0,0,0,0,40.4,19.32,0,42.18,121.71,0,9.29,44.22,685.72,2.88,0,0,0,0,17.37,0.41,11.78,2.89,15.72,0,0,32.17,123.94,167.1,0,0,41.79,34.23,14.3,5.35,36.54,0,0,0,0

25,06:00-06:15,20.000013,6.52,0,0,60.53,53.16,26.4,20.68,0,76.88,36.8,0,45.1,127.6,73.21,0,0,47.31,0,0,0,42.15,384.11,0,3.54,410.62,93.48,0,0,60.28,32.08,0,0,0,0,40.4,19.32,0,42.18,121.71,0,9,44.22,685.72,2.88,0,0,0,0,17.37,0.41,12.94,2.89,15.32,0,0,32.17,123.94,167.1,0,0,41.79,34.23,14.3,5.35,36.54,0,0,0,0

26,06:15-06:30,20.000013,6.52,0,0,60.53,53.16,26.4,20.68,0,76.88,36.8,0,45.1,127.6,73.21,0,0,47.31,0,0,0,42.15,384.01,0,3.54,410.62,93.48,0,0,60.28,32.08,0,0,0,0,40.4,19.32,0,42.18,121.71,0,9,44.22,685.72,2.88,0,0,0,0,17.37,0.41,12.94,2.89,15.32,0,0,32.17,123.94,167.1,0,0,41.79,34.23,14.3,5.35,36.54,0,0,0,0

27,06:30-06:45,20.000013,6.52,0,0,60.53,53.16,26.4,36.05,0,76.88,36.8,0,45.1,127.6,73.21,0,0,47.31,0,0,0,42.15,384.01,0,3.54,410.62,93.48,0,0,60.28,32.08,0,0,0,0,40.4,19.32,0,42.18,121.71,0,9,44.22,685.72,2.88,0,0,0,0,17.37,0.41,12.94,2.89,15.32,0,0,32.17,123.94,167.1,0,0,41.79,46.37,14.3,5.35,36.54,0,0,0,0

28,06:45-07:00,20.000013,6.52,0,0,60.53,53.16,26.4,36.05,0,76.88,36.8,0,45.1,127.6,73.21,0,0,47.31,0,0,0,42.15,384.11,0,3.54,410.62,93.48,0,0,60.28,32.08,0,0,0,0,40.4,19.32,0,42.18,121.71,0,9.15,44.22,685.72,2.88,0,0,0,0,17.37,0.41,12.94,2.89,15.32,0,0,32.17,123.94,167.1,0,0,41.79,46.37,14.3,5.35,36.54,0,0,0,0

29,07:00-07:15,20.000013,6.52,0,0,60.53,53.16,27.05,36.05,0,76.88,36.8,0,45.1,127.6,73.21,0,0,47.31,0,0,0,42.15,384.11,0,3.54,410.62,93.48,0,0,60.28,32.08,0,0,0,0,40.4,19.32,0,42.18,121.71,0,9.23,44.22,685.72,2.88,0,0,0,0,17.37,0.41,12.94,2.89,15.72,0,0,32.17,123.94,167.1,0,0,41.79,38.64,14.3,5.35,36.54,0,0,0,0

30,07:15-07:30,20.000013,6.52,0,0,60.53,53.16,27.05,20.68,0,76.88,36.8,0,45.1,127.6,73.21,0,0,47.31,0,0,0,42.15,413.81,0,3.54,410.62,93.48,0,0,60.28,32.08,0,0,0,0,40.4,19.32,0,42.18,121.71,0,9.31,44.22,686.07,2.88,0,0,0,0,17.37,0.41,12.94,2.89,15.72,0,0,32.17,123.94,167.1,0,0,41.79,38.64,14.3,5.35,17.56,0,0,0,0

31,07:30-07:45,20.00002,6.52,0,0,60.53,53.16,27.05,20.68,0,76.88,36.8,0,45.1,127.6,73.21,0,0,47.31,0,0,0,42.15,413.81,0,3.54,410.62,93.48,0,1.62,60.28,32.08,0,0,0,0,40.4,19.32,0,42.18,121.71,0,9.43,44.22,686.07,2.88,0,0,0,0,17.37,0.41,12.94,2.89,15.72,0,0,32.17,123.94,167.1,0,0,43.71,38.64,14.3,5.35,17.56,0,0,0,0

32,07:45-08:00,20.00002,6.52,0,0,60.53,53.16,27.05,20.68,0,76.88,36.8,0,45.1,127.6,73.21,0,0,47.31,0,0,0,42.15,413.81,0,3.54,410.62,93.48,0,1.62,60.28,32.08,0,0,0,0,40.4,19.32,0,42.18,121.71,0,9.43,44.22,686.07,2.88,0,0,0,0,17.37,0.41,12.94,2.89,15.72,0,0,32.17,123.94,167.1,0,0,43.71,38.64,14.3,5.35,17.56,0,0,0,0

33,08:00-08:15,20.00002,6.52,0,0,60.53,53.16,27.05,24.38,0,76.88,36.8,0,45.1,127.6,73.21,0,0,46.72,0,0,0,42.15,413.81,0,3.54,410.62,93.48,0,1.62,60.28,32.08,0,0,0,0,40.4,19.32,0,42.18,121.71,0,9.43,44.22,686.07,2.88,0,0,0,0,17.37,0.41,11.78,2.89,15.72,0,0,32.17,128.66,167.1,0,0,43.71,38.64,14.3,5.35,17.56,0,0,0,0

34,08:15-08:30,20.00002,6.52,0,0,60.53,53.16,27.05,24.38,0,76.88,36.8,0,45.1,127.6,73.21,0,0,46.72,0,0,0,42.15,413.81,0,3.54,410.62,93.48,0,1.62,60.28,32.08,0,0,0,0,40.4,19.32,0,42.18,121.71,0,9.43,44.22,686.07,2.88,0,0,0,0,17.37,0.41,11.78,2.89,15.72,0,0,32.17,128.66,167.1,0,0,43.71,38.64,14.3,5.35,17.56,0,0,0,0

35,08:30-08:45,20.00002,6.52,0,0,60.53,53.16,27.05,24.38,0,76.88,36.8,0,45.1,127.6,73.21,0,0,46.72,0,0,0,42.15,413.81,0,3.54,410.62,93.48,0,1.62,60.28,32.08,0,0,0,0,40.4,19.32,0,45.27,121.71,0,9.41,44.22,686.07,2.88,0,0,0,0,17.37,0.41,11.78,2.89,15.72,0,0,32.17,128.66,167.1,0,0,43.71,46.37,12.09,5.35,17.56,0,0,0,0

36,08:45-09:00,20.000026,6.52,0,0,60.53,53.16,27.05,24.38,0,76.88,36.8,0,45.1,127.6,73.21,0,0,46.72,0,0,0,42.15,413.81,0,3.54,410.62,93.48,0,1.62,60.28,32.08,0,0,0,0,40.4,19.32,0,45.27,121.71,0,9.41,44.22,686.07,2.88,0,0,0,0,11.58,0.41,11.78,2.89,15.72,0,0,32.17,128.66,167.1,0,0,43.71,46.37,11.12,5.35,17.56,0,0,0,0

37,09:00-09:15,20.000026,6.52,0,0,60.53,53.16,27.05,27.34,0,76.88,36.8,0,45.1,127.6,73.21,0,0,46.72,0,0,0,42.15,413.81,0,3.54,410.62,93.48,0,1.62,60.28,32.08,0,0,0,0,40.4,19.32,0,45.27,121.71,0,9.58,44.22,686.07,2.88,0,0,0,0,11.58,0.41,11.78,2.89,15.72,0,0,32.17,128.66,167.1,0,0,43.71,38.64,11.12,5.35,21.08,0,0,0,0

38,09:15-09:30,20.000026,6.52,0,0,60.53,35.44,27.05,27.34,0,76.88,36.8,0,45.1,127.6,73.21,0,0,46.72,0,0,0,42.15,413.81,0,3.54,410.62,93.48,0,1.62,60.28,32.08,0,0,0,0,40.4,19.32,0,45.27,121.71,0,9.58,44.22,686.07,2.88,0,0,0,0,11.58,0.41,11.78,2.89,15.72,0,0,32.17,128.66,167.1,0,0,43.71,38.64,11.12,5.35,21.08,0,0,0,0

39,09:30-09:45,20.000026,6.52,0,0,60.53,35.44,27.05,27.34,0,76.88,36.8,0,45.1,127.6,73.21,0,0,46.72,0,0,0,42.15,413.81,0,3.54,410.62,93.48,0,1.62,60.28,32.08,0,0,0,0,40.4,19.32,0,45.27,121.71,0,9.58,44.22,686.07,2.88,0,0,0,0,11.58,0.41,11.78,2.89,15.72,0,0,32.17,128.64,167.1,0,0,43.71,38.64,11.12,5.35,30.92,0,0,0,0

40,09:45-10:00,20.000026,6.52,0,0,60.53,35.44,27.05,27.34,0,76.88,36.8,0,45.1,127.6,73.21,0,0,46.72,0,0,0,42.15,413.81,0,3.54,410.62,93.48,0,1.62,60.28,32.08,0,0,0,0,40.4,19.32,0,45.27,121.71,0,9.58,44.22,686.07,2.88,0,0,0,0,11.58,0.41,11.78,2.89,15.72,0,0,32.17,128.64,167.1,0,0,43.71,46.37,11.12,5.35,30.92,0,0,0,0

41,10:00-10:15,20.000026,13.04,0,0,60.53,17.72,27.05,27.34,0,74.03,36.8,0,45.1,127.6,41.83,0,0,46.72,0,0,0,42.15,413.81,0,3.54,410.62,101.27,0,1.62,60.28,32.08,0,0,0,0,40.4,19.32,0,45.27,121.71,0,9.58,44.22,686.07,2.88,0,0,0,0,11.58,0.41,11.78,2.89,19.15,0,0,32.17,128.64,167.1,0,0,43.71,46.37,11.12,5.35,30.92,0,0,0,0

42,10:15-10:30,20.000026,13.04,0,0,60.53,17.72,27.05,27.34,0,74.03,36.8,0,45.1,127.6,41.83,0,0,46.13,0,0,0,42.15,413.81,0,3.54,410.62,101.27,0,1.62,60.28,32.08,0,0,0,0,40.4,19.32,0,45.27,121.71,0,9.58,44.22,686.07,2.88,0,0,0,0,11.58,0.41,11.78,2.89,20.96,0,0,32.17,128.64,167.1,0,0,43.71,38.64,11.12,5.35,30.92,0,0,0,0

43,10:30-10:45,20.000026,13.04,0,0,60.53,17.72,27.05,27.34,0,74.03,36.8,0,45.1,127.6,41.83,0,0,46.13,0,0,0,42.15,413.81,0,3.54,410.62,101.27,0,1.62,60.28,32.08,0,0,0,0,40.4,19.32,0,45.27,121.71,0,9.58,44.22,686.07,2.88,0,0,0,0,5.79,0.41,11.78,2.89,20.96,0,0,32.17,128.64,167.1,0,0,43.71,38.64,11.12,5.35,30.92,0,0,0,0

44,10:45-11:00,20.000026,13.04,0,0,60.53,17.72,27.05,27.34,0,74.03,36.8,0,45.1,127.6,41.83,0,0,46.13,0,0,0,42.15,413.81,0,3.54,410.62,101.27,0,1.62,60.28,32.08,0,0,0,0,40.4,19.32,0,45.27,121.71,0,9.58,44.22,686.07,2.88,0,0,0,0,5.79,0.41,11.78,2.89,20.96,0,0,32.17,128.64,167.1,0,0,43.71,38.64,11.12,5.35,30.92,0,0,0,0

45,11:00-11:15,20.000026,13.04,0,0,60.53,17.72,27.05,27.34,0,74.03,36.8,0,45.1,127.6,46.48,0,0,46.13,0,0,0,42.15,413.81,0,3.54,410.62,101.27,0,1.62,59.67,32.08,0,0,0,0,40.4,19.32,0,45.27,121.71,0,9.58,44.22,686.07,2.88,0,0,0,0,5.79,0.41,11.78,2.89,20.96,0,0,32.17,128.96,167.1,0,0,43.71,33.12,11.12,5.35,30.92,0,0,0,0

46,11:15-11:30,20.000026,13.04,0,0,60.53,17.72,27.05,27.34,0,74.03,36.8,0,45.1,127.6,46.48,0,0,46.13,0,0,0,42.15,413.81,0,3.54,410.62,101.27,0,1.62,59.67,32.08,0,0,0,0,40.4,19.32,0,45.27,121.71,0,9.58,44.22,686.07,2.88,0,0,0,0,5.79,0.41,11.78,2.89,20.96,0,0,32.17,128.64,167.1,0,0,43.71,33.12,11.12,5.35,30.92,0,0,0,0

47,11:30-11:45,20.000026,13.04,0,0,60.53,17.72,27.05,27.34,0,74.03,36.8,0,45.1,127.6,51.13,0,0,46.13,0,0,0,42.15,413.81,0,3.54,410.62,101.27,0,1.62,59.67,32.08,0,0,0,0,40.4,19.32,0,45.27,121.71,0,9.53,44.22,686.07,2.88,0,0,0,0,5.79,0.41,11.78,2.89,20.96,0,0,32.17,128.64,167.1,0,0,43.71,33.12,11.12,5.35,30.92,0,0,0,0

48,11:45-12:00,20.000026,13.04,0,0,60.53,17.72,27.05,27.34,0,74.03,36.8,0,45.1,127.6,51.13,0,0,46.13,0,0,0,42.15,413.81,0,3.54,410.62,101.27,0,1.62,59.67,32.08,0,0,0,0,40.4,19.32,0,45.27,121.71,0,9.53,44.22,686.07,2.88,0,0,0,0,5.79,0.41,11.78,2.89,20.96,0,0,32.17,128.64,167.1,0,0,43.71,33.12,11.12,5.35,30.92,0,0,0,0

49,12:00-12:15,20.01,13.04,0,0,60.53,17.72,27.05,27.34,0,74.03,36.8,0,45.1,127.6,73.21,0,0,45.53,0,0,0,42.15,413.81,0,3.54,410.62,101.27,0,1.62,59.67,32.08,0,0,0,0,40.4,19.32,0,45.27,121.71,0,9.64,44.22,686.07,2.88,0,0,0,0,5.79,0.41,11.78,2.89,20.96,0,0,32.17,128.64,167.1,0,0,43.71,46.37,11.12,5.35,17.56,0,0,0,0

50,12:15-12:30,20.01,13.04,0,0,60.53,17.72,27.05,27.34,0,74.03,36.8,0,45.1,127.6,73.21,0,0,45.53,0,0,0,42.15,413.81,0,3.54,410.62,101.27,0,1.62,59.67,32.08,0,0,0,0,40.4,19.32,0,45.27,121.71,0,9.64,44.22,686.07,2.88,0,0,0,0,5.79,0.41,11.78,2.89,20.96,0,0,32.17,128.64,167.1,0,0,43.71,46.37,11.12,5.35,17.56,0,0,0,0

51,12:30-12:45,20.01,13.04,0,0,60.53,17.72,27.05,27.34,0,74.03,36.8,0,45.1,127.6,83.67,0,0,45.53,0,0,0,42.15,413.81,0,3.54,410.62,101.27,0,1.62,59.67,32.08,0,0,0,0,40.4,19.32,0,45.27,121.71,0,9.64,44.22,686.07,2.88,0,0,0,0,5.79,0.41,11.78,2.89,20.96,0,0,32.17,128.64,167.1,0,0,43.71,33.12,11.12,5.35,17.56,0,0,0,0

52,12:45-13:00,20.01,13.04,0,0,60.53,17.72,27.05,27.34,0,74.03,36.8,0,45.1,127.6,83.67,0,0,45.53,0,0,0,42.15,413.81,0,3.54,410.62,101.27,0,1.62,59.67,32.08,0,0,0,0,40.4,19.32,0,45.27,121.71,0,9.79,44.22,686.07,2.88,0,0,0,0,5.79,0.41,11.78,2.89,20.96,0,0,32.17,128.64,167.1,0,0,43.71,33.12,11.12,5.35,17.56,0,0,0,0

53,13:00-13:15,20.01,13.04,0,0,60.53,17.72,27.05,27.34,0,74.03,36.8,0,45.1,127.6,83.67,0,0,45.53,0,0,0,42.15,413.81,0,3.54,410.62,101.27,0,1.62,59.67,32.08,0,0,0,0,40.4,19.32,0,45.27,121.71,0,9.35,44.22,686.07,2.88,0,0,0,0,5.79,0.41,11.78,2.89,20.96,0,0,32.17,128.64,167.1,0,0,43.71,33.12,11.12,5.35,17.56,0,0,0,0

