Block,Time,BRBCL,BSIUL,KUDGI,NNTPP,RAPPC,TEHRI,UNCHAHAR3,URI2,ANTA_CRF,DADRI_RF,DULHASTI,KGSU3AND4,NAPP,RIHAND3,SALAL,SIMHST1,TelanganaSTPP,ANTA_RF,AURY_CRF,AURY_GF,DADRI_CRF,CHAMERA1,JHAJJAR,KGSU1AND2,RAMPUR,SASAN,SINGRAULI,TALST2,UNCHAHAR4,AURY_RF,CHAMERA3,MAPS,RAPPB,RSTPSU1TO6,DADRI_LF,DHAULIGNGA,KOTESHWR,NTPL,RIHAND1,RIHAND2,SIMHST2,TALA,CHAMERA2,DADRT2,KISHANGANGA,KKNP,KKNPPU2,NLCIIST1,NLCTS2EXP,SEWA2,SINGRAULI_HYDRO,TANAKPUR,TANDA2,UNCHAHAR1,ANTA_GF,AURY_LF,KHSTPP-I,KHSTPP-II,NJPC,NLCEXP,NLCIIST2,UNCHAHAR2,URI,FSTPP I & II,KOLDAM,PARBATI3,RSTPSU7,VALLURNTECL,ANTA_LF,DADRI_GF
54,13:15-13:30,20.01,13.04,0,0,60.53,17.72,27.05,27.34,0,74.03,36.8,0,45.1,127.6,83.67,0,0,45.53,0,0,0,42.15,413.81,0,3.54,410.62,101.27,0,1.62,59.67,32.08,0,0,0,0,40.4,19.32,0,45.27,121.71,0,9.35,44.22,686.07,2.88,0,0,0,0,5.79,0.41,11.78,2.89,20.96,0,0,32.17,128.64,167.1,0,0,43.71,33.12,11.12,5.35,17.56,0,0,0,0

55,13:30-13:45,20.01,13.04,0,0,60.53,17.72,27.05,27.34,0,74.03,36.36,0,45.1,127.6,83.67,0,0,45.53,0,0,0,42.15,413.81,0,3.54,410.62,101.27,0,1.62,59.67,32.08,0,0,0,0,40.4,19.32,0,45.27,121.71,0,8.91,44.22,686.07,2.88,0,0,0,0,10.99,0.41,11.78,2.89,20.96,0,0,32.17,128.64,167.1,0,0,43.71,33.12,11.12,5.35,17.56,0,0,0,0

56,13:45-14:00,20.01,13.04,0,0,60.53,17.72,27.05,27.34,0,74.03,36.36,0,45.1,127.6,83.67,0,0,45.53,0,0,0,42.15,413.81,0,3.54,410.62,101.27,0,1.62,59.67,32.08,0,0,0,0,40.4,19.32,0,45.27,121.71,0,8.91,44.22,686.07,2.88,0,0,0,0,10.99,0.41,11.78,2.89,20.96,0,0,32.17,128.64,167.1,0,0,43.71,33.12,11.12,5.35,17.56,0,0,0,0

57,14:00-14:15,20.000026,13.04,0,0,60.53,33.72,27.05,27.34,0,74.03,36.36,0,45.1,127.6,83.67,0,0,45.53,0,0,0,42.15,413.81,0,3.54,410.62,101.27,0,1.62,59.67,32.08,0,0,0,0,40.4,19.32,0,45.27,121.71,0,9.79,44.22,686.07,2.88,0,0,0,0,10.99,0.41,11.78,2.89,20.96,0,0,32.17,128.64,167.1,0,0,43.71,29.81,11.12,5.35,17.56,0,0,0,0

58,14:15-14:30,20.000026,13.04,0,0,60.53,33.72,27.05,27.34,0,74.03,36.36,0,45.1,127.6,83.67,0,0,45.53,0,0,0,42.15,413.81,0,3.54,410.62,101.27,0,1.62,59.67,32.08,0,0,0,0,40.4,19.32,0,45.27,121.71,0,9.79,44.22,686.07,2.88,0,0,0,0,10.99,0.41,11.78,2.89,20.96,0,0,32.17,128.64,167.1,0,0,43.71,29.81,11.12,5.35,17.56,0,0,0,0

59,14:30-14:45,20.000026,13.04,0,0,60.53,33.72,27.05,27.34,0,74.03,36.36,0,45.1,127.6,83.67,0,0,45.53,0,0,0,42.15,413.81,0,3.54,410.62,101.27,0,1.62,59.67,32.08,0,0,0,0,40.4,19.32,0,45.27,121.71,0,9.79,44.22,686.07,2.88,0,0,0,0,10.99,0.41,11.78,2.89,20.96,0,0,32.17,128.64,167.1,0,0,43.71,29.81,11.12,5.35,17.56,0,0,0,0

60,14:45-15:00,20.000026,13.04,0,0,60.53,33.72,27.05,27.34,0,74.03,36.36,0,45.1,127.6,83.67,0,0,45.53,0,0,0,42.15,413.81,0,3.54,410.62,101.27,0,1.62,59.67,32.08,0,0,0,0,40.4,19.32,0,45.27,121.71,0,9.79,44.22,686.07,2.88,0,0,0,0,11.44,0.41,11.78,2.89,20.96,0,0,32.17,128.64,167.1,0,0,43.71,29.81,11.12,5.35,17.56,0,0,0,0

61,15:00-15:15,20.000026,13.04,0,0,60.53,33.72,27.05,27.34,0,74.03,36.36,0,45.1,127.6,83.67,0,0,45.53,0,0,0,42.15,413.81,0,3.54,410.62,101.27,0,1.62,59.67,32.08,0,0,0,0,40.4,19.32,0,45.27,121.71,0,9.64,44.22,686.07,2.88,0,0,0,0,11.58,0.41,11.78,2.89,20.96,0,0,32.17,128.64,167.1,0,0,43.71,29.81,11.12,5.35,17.56,0,0,0,0

62,15:15-15:30,20.000026,13.04,0,0,60.53,33.72,27.05,27.34,0,74.03,36.36,0,45.1,127.6,83.67,0,0,45.53,0,0,0,42.15,413.81,0,3.54,410.62,101.27,0,1.62,59.67,32.08,0,0,0,0,40.4,19.32,0,45.27,121.71,0,9.64,44.22,686.07,2.88,0,0,0,0,11.58,0.41,11.78,2.89,20.96,0,0,32.17,128.64,167.1,0,0,43.71,29.81,11.12,5.35,17.56,0,0,0,0

63,15:30-15:45,20.00002,13.04,0,0,60.53,33.72,27.05,27.34,0,74.03,36.36,0,45.1,127.6,79.01,0,0,45.53,0,0,0,42.15,413.81,0,3.54,410.62,101.27,0,1.62,59.67,32.08,0,0,0,0,40.4,19.32,0,45.27,121.71,0,9.15,44.22,686.07,2.88,0,0,0,0,11.58,0.41,11.78,2.89,20.96,0,0,32.17,128.64,167.1,0,0,43.71,29.81,11.12,5.35,21.08,0,0,0,0

64,15:45-16:00,20.00002,13.04,0,0,60.53,35.15,27.05,26.6,0,74.03,36.36,0,45.1,127.6,79.01,0,0,45.53,0,0,0,42.15,413.81,0,3.54,410.62,101.27,0,1.62,59.67,32.08,0,0,0,0,40.4,19.32,0,45.27,121.71,0,9.15,44.22,686.07,2.88,0,0,0,0,17.37,0.41,11.78,2.89,20.96,0,0,32.17,128.64,167.1,0,0,43.71,29.81,11.12,5.35,21.08,0,0,0,0

65,16:00-16:15,20.00002,6.52,0,0,60.53,53.16,27.05,24.38,0,74.03,36.36,0,45.1,127.6,79.01,0,0,44.95,0,0,0,42.15,413.81,0,3.54,410.62,101.27,0,1.62,59.67,32.08,0,0,0,0,40.4,19.32,0,45.27,121.71,0,8.7,44.22,686.07,2.88,0,0,0,0,17.37,0.41,11.78,2.89,20.96,0,0,32.17,128.69,167.1,0,0,43.71,29.81,11.12,5.35,30.92,0,0,0,0

66,16:15-16:30,20.000023,6.52,0,0,60.53,70.87,27.05,24.38,0,74.03,36.36,0,45.1,127.6,79.01,0,0,44.95,0,0,0,42.15,413.81,0,3.54,410.62,101.27,0,1.62,59.67,32.08,0,0,0,0,40.4,19.32,0,45.27,121.71,0,8.7,44.22,686.07,2.88,0,0,0,0,17.37,0.41,11.78,2.89,20.96,0,0,32.17,128.69,167.1,0,0,43.71,29.81,11.12,5.35,30.92,0,0,0,0

67,16:30-16:45,20.000013,6.52,0,0,60.53,70.87,27.05,24.38,0,74.03,36.36,0,45.1,127.6,79.01,0,0,44.95,0,0,0,42.15,413.81,0,3.54,410.62,101.27,0,0.41,59.67,32.08,0,0,0,0,40.4,19.32,0,45.27,121.71,0,8.06,44.22,686.07,2.88,0,0,0,0,17.37,0.41,11.78,2.89,18.05,0,0,32.17,128.66,167.1,0,0,36.77,29.81,11.12,5.35,30.92,0,0,0,0

68,16:45-17:00,20.000013,6.52,0,0,60.53,70.87,27.05,24.38,0,74.03,36.36,0,45.1,127.6,79.01,0,0,44.95,0,0,0,42.15,413.81,0,3.54,410.62,101.27,0,0,59.67,32.08,0,0,0,0,40.4,19.32,0,45.27,121.71,0,8.06,44.22,686.07,2.88,0,0,0,0,17.37,0.41,11.78,2.89,18.05,0,0,32.17,128.66,167.1,0,0,34.45,29.81,11.12,5.35,30.92,0,0,0,0

69,17:00-17:15,20.000006,6.52,0,0,60.53,70.87,27.05,24.38,0,74.03,36.36,0,45.1,127.6,79.01,0,0,44.95,0,0,0,42.15,413.81,0,3.54,410.62,101.27,0,0,59.67,32.08,0,0,0,0,40.4,19.32,0,45.27,121.71,0,7.94,44.22,686.07,2.88,0,0,0,0,17.37,0.41,11.78,2.89,18.05,0,0,32.17,128.65,167.1,0,0,34.45,38.64,11.12,5.35,30.92,0,0,0,0

70,17:15-17:30,20.000013,6.52,0,0,60.53,70.87,27.05,24.38,0,76.88,36.36,0,45.1,127.6,79.01,0,0,44.95,0,0,0,42.15,413.81,0,3.54,410.62,101.27,0,1.62,59.67,32.08,0,0,0,0,40.4,19.32,0,45.27,121.71,0,7.59,44.22,686.07,2.88,0,0,0,0,17.37,0.41,11.78,2.89,18.05,0,0,32.17,128.66,167.1,0,0,35.76,38.64,11.12,5.35,30.92,0,0,0,0

71,17:30-17:45,20.000013,6.52,0,0,60.53,70.87,27.05,22.16,0,6.17,36.36,0,45.1,127.6,79.01,0,0,44.95,0,0,0,42.15,413.81,0,3.54,410.62,101.27,0,1.62,59.67,32.08,0,0,0,0,40.4,19.32,0,45.27,121.71,0,7.47,44.22,686.07,2.88,0,0,0,0,17.37,0.41,11.78,2.89,18.05,0,0,32.17,128.66,167.1,0,0,35.76,35.33,11.12,5.35,30.92,0,0,0,0

72,17:45-18:00,20.000013,6.52,0,0,60.53,70.87,27.05,22.16,0,14.8,36.36,0,45.1,127.6,79.01,0,0,44.95,0,0,0,42.15,413.81,0,3.54,410.62,101.27,0,1.62,59.67,32.08,0,0,0,0,40.4,28.98,0,45.27,121.71,0,7.41,44.22,686.07,2.88,0,0,0,0,17.37,0.41,11.78,2.89,18.05,0,0,32.17,128.66,167.1,0,0,35.76,35.33,11.12,5.35,30.92,0,0,0,0

73,18:00-18:15,20.00002,6.52,0,0,60.53,70.87,27.05,22.16,0,20.96,36.36,0,45.1,127.6,79.01,0,0,2.36,0,0,0,42.15,384.11,0,3.54,410.62,101.27,0,1.62,4.87,32.08,0,0,0,0,40.4,28.98,0,45.27,121.71,0,7.23,44.22,685.72,2.88,0,0,0,0,17.37,0.41,9.74,2.89,18.05,0,0,32.17,128.66,167.1,0,0,35.1,35.33,11.12,5.35,21.08,0,0,0,0

74,18:15-18:30,20.00002,6.52,0,0,60.53,70.87,27.05,22.16,0,29.59,36.36,0,45.1,127.6,79.01,0,0,7.1,0,0,0,42.15,384.11,0,3.54,410.62,101.27,0,1.62,12.18,32.08,0,0,0,0,40.4,28.98,0,45.27,121.71,0,7,44.22,685.72,2.88,0,0,0,0,17.37,0.41,9.74,2.89,18.05,0,0,32.17,128.66,167.1,0,0,35.1,35.33,11.12,5.35,36.54,0,0,0,0

75,18:30-18:45,20.00002,13.04,0,0,60.53,70.87,27.05,22.16,0,43.16,36.36,0,45.1,127.6,79.01,0,0,11.83,0,0,0,42.15,384.11,0,3.54,410.62,101.27,0,1.62,24.35,32.08,0,0,0,0,40.4,38.64,0,45.27,121.71,0,8.41,44.22,685.72,2.88,0,0,0,0,17.37,0.41,9.74,2.89,18.05,0,0,32.17,128.66,167.1,0,0,35.1,33.12,11.12,5.35,36.54,0,0,0,0

76,18:45-19:00,20.00002,20.21,0,0,60.53,70.87,26.45,22.16,0,43.16,36.8,0,45.1,127.6,79.01,0,0,16.56,0,0,0,42.15,384.11,0,3.62,410.62,101.27,0,0,36.54,33.74,0,0,0,0,41.42,42.51,0,45.27,121.71,0,8.41,45.65,685.72,2.88,0,0,0,0,17.37,0.41,10.63,2.89,17.67,0,0,32.17,128.66,168.66,0,0,33.86,33.12,11.12,5.35,36.54,0,0,0,0

77,19:00-19:15,20.00002,20.21,0,0,60.53,70.87,26.45,24.38,0,43.16,36.8,0,45.1,127.6,79.01,0,0,18.92,0,0,0,42.15,384.01,0,3.62,410.62,101.27,0,0,38.97,33.74,0,0,0,0,41.42,42.51,0,45.27,121.71,0,8.68,45.65,685.72,2.88,0,0,0,0,17.37,0.41,10.63,2.89,17.67,0,0,32.17,128.66,168.66,0,0,33.86,33.12,11.12,5.35,36.54,0,0,0,0

78,19:15-19:30,20.00002,20.21,0,0,60.53,70.87,26.45,24.38,0,43.16,36.8,0,45.1,127.6,79.01,0,0,18.92,0,0,0,42.15,384.01,0,3.62,410.62,101.27,0,0,38.97,33.74,0,0,0,0,41.42,42.51,0,45.27,121.71,0,8.82,45.65,685.72,2.88,0,0,0,0,17.37,0.41,10.63,2.89,17.67,0,0,32.17,128.66,168.66,0,0,33.86,33.12,11.12,5.35,36.54,0,0,0,0

79,19:30-19:45,20.00002,20.21,0,0,60.53,70.87,26.45,24.38,0,43.16,36.8,0,45.1,127.6,79.01,0,0,18.92,0,0,0,42.15,384.01,0,3.62,410.62,101.27,0,0,38.97,33.74,0,0,0,0,41.42,42.51,0,45.27,121.71,0,9.11,45.65,685.72,2.88,0,0,0,0,17.37,0.41,10.63,2.89,17.67,0,0,32.17,128.66,168.66,0,0,33.86,33.12,11.12,5.35,36.54,0,0,0,0

80,19:45-20:00,20.00002,20.21,0,0,60.53,70.87,26.45,24.38,0,43.16,36.8,0,45.1,127.6,79.01,0,0,18.92,0,0,0,42.15,384.01,0,3.62,410.62,101.27,0,0,38.97,33.74,0,0,0,0,41.42,42.51,0,45.27,121.71,0,9.08,45.65,685.72,2.88,0,0,0,0,17.37,0.41,10.63,2.89,17.67,0,0,32.17,128.66,168.66,0,0,33.86,33.12,11.12,5.35,21.08,0,0,0,0

81,20:00-20:15,20.00002,20.21,0,0,60.53,70.87,26.45,24.38,0,43.16,36.8,0,45.1,127.6,79.01,0,0,20.11,0,0,0,42.15,384.01,0,3.62,410.62,101.27,0,0,38.97,33.74,0,0,0,0,41.42,42.51,0,45.27,121.71,0,9.58,45.65,685.72,2.88,0,0,0,0,17.37,0.41,10.63,2.89,17.67,0,0,32.17,128.66,168.66,0,0,33.86,38.64,11.12,5.35,30.92,0,0,0,0

82,20:15-20:30,20.00002,20.21,0,0,60.53,70.87,26.45,24.38,0,43.16,36.8,0,45.1,127.6,79.01,0,0,20.11,0,0,0,42.15,384.01,0,3.62,410.62,101.27,0,0,38.97,33.74,0,0,0,0,41.42,42.51,0,45.27,121.71,0,9.79,45.65,685.72,2.88,0,0,0,0,17.37,0.41,10.63,2.89,17.67,0,0,32.17,128.66,168.66,0,0,33.86,38.64,11.12,5.35,30.92,0,0,0,0

83,20:30-20:45,20.00002,20.21,0,0,60.53,70.87,26.45,24.38,0,43.16,36.8,0,45.1,127.6,79.01,0,0,20.11,0,0,0,42.15,384.01,0,3.62,410.62,101.27,0,0,38.97,33.74,0,0,0,0,41.42,42.51,0,45.27,121.71,0,9.5,45.65,685.72,2.88,0,0,0,0,17.37,0.41,10.63,2.89,17.67,0,0,32.17,128.66,168.66,0,0,33.86,46.37,11.12,5.35,30.92,0,0,0,0

84,20:45-21:00,20.00002,6.52,0,0,60.53,70.87,26.45,24.38,0,43.16,36.36,0,45.1,127.6,79.01,0,0,20.11,0,0,0,42.15,384.01,0,3.54,410.62,101.27,0,0,38.97,32.08,0,0,0,0,40.4,38.64,0,45.27,121.71,0,9.62,44.22,685.72,2.88,0,0,0,0,17.37,0.41,9.74,2.89,17.67,0,0,32.17,128.66,167.1,0,0,33.86,46.37,11.12,5.35,30.92,0,0,0,0

85,21:00-21:15,20.00002,6.52,0,0,60.53,70.87,26.45,25.85,0,43.16,36.36,0,45.1,127.6,79.01,0,0,20.11,0,0,0,42.15,384.01,0,3.54,410.62,101.27,0,0,38.97,32.08,0,0,0,0,40.4,38.64,0,45.27,121.71,0,9.7,44.22,685.72,2.88,0,0,0,0,17.37,0.41,9.74,2.89,17.67,0,0,32.17,128.66,167.1,0,0,33.86,38.64,11.12,5.35,30.92,0,0,0,0

86,21:15-21:30,20.00002,6.52,0,0,60.53,70.87,26.45,25.85,0,43.16,36.36,0,45.1,127.6,79.01,0,0,20.11,0,0,0,42.15,384.01,0,3.54,410.62,101.27,0,0,38.97,32.08,0,0,0,0,40.4,38.64,0,45.27,121.71,0,9.82,44.22,685.72,2.88,0,0,0,0,17.37,0.41,9.74,2.89,17.67,0,0,32.17,128.66,167.1,0,0,33.86,38.64,11.12,5.35,30.92,0,0,0,0

87,21:30-21:45,20.00002,6.52,0,0,60.53,70.87,26.45,25.85,0,43.16,36.36,0,45.1,127.6,79.01,0,0,20.11,0,0,0,42.15,384.01,0,3.54,410.62,101.27,0,0,38.97,32.08,0,0,0,0,40.4,38.64,0,45.27,121.71,0,10,44.22,685.72,2.88,0,0,0,0,17.37,0.41,9.74,2.89,17.67,0,0,32.17,128.66,167.1,0,0,33.86,38.64,11.12,5.35,30.92,0,0,0,0

88,21:45-22:00,20.00002,20.21,0,0,60.53,70.87,26.45,25.85,0,43.16,36.8,0,45.1,127.6,79.01,0,0,20.11,0,0,0,42.15,384.01,0,3.62,410.62,101.27,0,0,38.97,33.74,0,0,0,0,41.42,42.51,0,45.27,121.71,0,10.05,45.65,685.72,2.88,0,0,0,0,17.37,0.41,10.63,2.89,17.67,0,0,32.17,128.66,168.66,0,0,33.86,38.64,11.12,5.35,30.92,0,0,0,0

89,22:00-22:15,20.00002,20.21,0,0,60.53,70.87,26.45,25.85,0,43.16,36.8,0,45.1,127.6,79.01,0,0,20.11,0,0,0,42.15,384.01,0,3.62,410.62,101.27,0,0,38.97,33.74,0,0,0,0,41.42,42.51,0,45.27,121.71,0,10.17,45.65,685.72,2.88,0,0,0,0,17.37,0.41,10.63,2.89,17.67,0,0,32.17,128.66,168.66,0,0,33.86,38.64,11.12,5.35,35.14,0,0,0,0

90,22:15-22:30,20.00002,20.21,0,0,60.53,70.87,26.45,25.85,0,43.16,36.8,0,45.1,127.6,79.01,0,0,20.11,0,0,0,42.15,384.01,0,3.62,410.62,101.27,0,0,38.97,33.74,0,0,0,0,41.42,42.51,0,45.27,121.71,0,10.23,45.65,685.72,2.88,0,0,0,0,17.37,0.41,10.63,2.89,17.67,0,0,32.17,128.66,168.66,0,0,33.86,38.64,11.12,5.35,35.14,0,0,0,0

91,22:30-22:45,20.00002,20.21,0,0,60.53,70.87,26.45,25.85,0,43.16,36.8,0,45.1,127.6,79.01,0,0,20.11,0,0,0,42.15,384.01,0,3.62,410.62,101.27,0,0,38.97,33.74,0,0,0,0,41.42,42.51,0,45.27,121.71,0,10.23,45.65,685.72,2.88,0,0,0,0,17.37,0.41,10.63,2.89,17.67,0,0,32.17,128.66,168.66,0,0,33.86,38.64,11.12,5.35,49.19,0,0,0,0

92,22:45-23:00,20.00002,13.04,0,0,60.53,70.87,26.45,25.85,0,43.16,36.36,0,45.1,127.6,79.01,0,0,20.11,0,0,0,42.15,384.01,0,3.54,410.62,101.27,0,0,38.97,32.08,0,0,0,0,40.4,38.64,0,45.27,121.71,0,10.35,44.22,685.72,2.88,0,0,0,0,17.37,0.41,9.74,2.89,17.67,0,0,32.17,128.66,167.1,0,0,33.86,38.64,11.12,5.35,49.19,0,0,0,0

93,23:00-23:15,20.00002,13.04,0,0,60.53,70.87,26.55,25.85,0,76.88,36.36,0,45.1,127.6,79.01,0,0,20.11,0,0,0,42.15,384.01,0,3.54,410.62,101.27,0,0.04,38.97,32.08,0,0,0,0,40.4,38.64,0,45.27,121.71,0,10.35,44.22,685.72,2.88,0,0,0,0,17.37,0.41,9.74,2.89,17.76,0,0,32.17,128.66,167.1,0,0,33.86,38.64,11.12,5.35,49.19,0,0,0,0

94,23:15-23:30,20.00002,13.04,0,0,60.53,70.87,26.55,25.85,0,76.88,36.36,0,45.1,127.6,79.01,0,0,20.11,0,0,0,42.15,384.01,0,3.54,410.62,101.27,0,0.04,38.97,32.08,0,0,0,0,40.4,38.64,0,45.27,121.71,0,10.35,44.22,685.72,2.88,0,0,0,0,17.37,0.41,9.74,2.89,17.76,0,0,32.17,128.66,167.1,0,0,33.86,38.64,11.12,5.35,49.19,0,0,0,0

95,23:30-23:45,20.00002,13.04,0,0,60.53,70.87,26.55,25.85,0,76.88,36.36,0,45.1,127.6,79.01,0,0,20.11,0,0,0,42.15,384.01,0,3.54,410.62,101.27,0,0.04,38.97,32.08,0,0,0,0,40.4,38.64,0,45.27,121.71,0,10.35,44.22,685.72,2.88,0,0,0,0,17.37,0.41,9.74,2.89,17.76,0,0,32.17,128.66,167.1,0,0,33.86,38.64,11.12,5.35,37.95,0,0,0,0

96,23:45-24:00,20.00002,13.04,0,0,60.53,70.87,26.55,25.85,0,76.88,36.36,0,45.1,127.6,79.01,0,0,20.11,0,0,0,42.15,384.01,0,3.54,410.62,101.27,0,0.04,38.97,32.08,0,0,0,0,40.4,38.64,0,45.27,121.71,0,10.35,44.22,685.72,2.88,0,0,0,0,17.37,0.41,9.74,2.89,17.76,0,0,32.17,128.66,167.1,0,0,33.86,38.64,11.12,5.35,37.95,0,0,0,0

