Block,Time Block,CHAMERA3,CHAMERA2,DHAULIGNGA,FSTPP I & II,DULHASTI,DADRT2,CHAMERA1,KOTESHWR,BSIUL,BRBCL,TALST2,TALA,RSTPSU1TO6,RIHAND3,RSTPSU7,SINGRAULI,SALAL,SEWA2,SASAN,SINGRAULI_HYDRO,SIMHST1,SIMHST2,NTPL,NLCTS2EXP,NNTPP,RAMPUR,RAPPC,PARBATI3,RAPPB,RIHAND2,RIHAND1,NLCIIST2,NLCEXP,NLCIIST1,NJPC,NAPP,MAPS,KUDGI,KISHANGANGA,KKNPPU2,KHSTPP-I,KGSU3AND4,KOLDAM,KHSTPP-II,KKNP,AURY_LF,ANTA_GF,AURY_CRF,ANTA_CRF,ANTA_RF,ANTA_LF,AURY_GF,AURY_RF,DADRI_LF,DADRI_GF,DADRI_CRF,DADRI_RF,JHAJJAR,KGSU1AND2,VALLURNTECL,TANDA2,UNCHAHAR1,UNCHAHAR4,URI2,UNCHAHAR3,TANAKPUR,TelanganaSTPP,UNCHAHAR2,URI,TEHRI,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
80,19:45-20:00,32.58,44.08,40,20.09,52.66,656.56,40.7,41.05,19.52,19.31,0,8.2,0,123.22,0,86.52,76.3,11.18,330.81,0,0,0,0,0,0,3.5,58.16,20.36,0,117.54,87.43,0,0,0,162.87,43.68,0,0,4.17,0,42.79,0,5.17,95.48,0,0,0,0,0,44.78,0,0,58.8,0,0,0,70.25,383.53,0,0,2.7,9.01,0,31.39,24.9,11.13,0,40.96,39.45,68.44,0,0,0,0,0

81,20:00-20:15,32.58,44.08,40,20.09,52.66,656.56,40.7,41.05,19.52,19.31,0,8.2,0,123.22,0,86.52,76.3,11.18,330.81,0,0,0,0,0,0,3.5,58.16,20.36,0,117.54,87.43,0,0,0,162.87,43.68,0,0,4.17,0,42.79,0,5.17,95.48,0,0,0,0,0,44.78,0,0,58.8,0,0,0,70.25,383.53,0,0,2.7,9.01,0,31.39,24.9,11.13,0,40.96,39.45,68.44,0,0,0,0,0

82,20:15-20:30,32.58,44.08,40,20.09,52.66,656.56,40.7,41.05,19.52,19.31,0,8.15,0,123.22,0,86.52,76.3,11.18,330.81,0,0,0,0,0,0,3.5,58.16,20.36,0,117.54,87.43,0,0,0,162.87,43.68,0,0,4.17,0,42.79,0,5.17,95.48,0,0,0,0,0,44.78,0,0,58.8,0,0,0,70.25,383.53,0,0,2.7,9.01,0,31.39,24.9,11.13,0,40.96,39.45,68.44,0,0,0,0,0

83,20:30-20:45,32.58,44.08,40,20.09,52.66,656.56,40.7,41.05,19.52,19.31,0,8.15,0,123.22,0,86.52,76.3,5.59,330.81,0,0,0,0,0,0,3.5,58.16,20.36,0,117.54,87.43,0,0,0,162.87,43.68,0,0,4.17,0,42.79,0,5.17,95.48,0,0,0,0,0,44.78,0,0,58.8,0,0,0,70.25,383.53,0,0,2.7,9.01,0,31.39,24.9,11.13,0,40.96,39.45,68.44,0,0,0,0,0

84,20:45-21:00,30.98,42.7,39.01,20.09,51.95,656.56,40.7,37.31,3.19,19.31,0,8.15,0,123.22,0,86.52,76.3,5.59,330.81,0,0,0,0,0,0,3.42,58.16,20.36,0,117.54,87.43,0,0,0,161.37,43.68,0,0,4.17,0,42.79,0,5.17,95.48,0,0,0,0,0,44.78,0,0,58.8,0,0,0,70.25,383.53,0,0,2.7,9.01,0,31.39,24.9,11.13,0,40.96,39.45,68.44,0,0,0,0,0

85,21:00-21:15,30.98,42.7,39.01,20.09,51.95,656.56,40.7,37.31,3.19,19.31,0,8.15,0,123.22,0,86.52,76.3,5.59,330.81,0,0,0,0,0,0,3.42,58.16,20.36,0,117.54,87.43,0,0,0,161.37,43.68,0,0,4.17,0,42.79,0,5.17,95.48,0,0,0,0,0,29.66,0,0,42.35,0,0,0,46.59,383.53,0,0,2.7,9.01,0,27.11,24.9,11.13,0,40.96,39.45,68.44,0,0,0,0,0

86,21:15-21:30,30.98,42.7,39.01,20.09,51.95,656.56,40.7,37.31,3.19,19.31,0,8.31,0,123.22,0,86.52,76.3,5.59,330.81,0,0,0,0,0,0,3.42,58.16,20.36,0,117.54,87.43,0,0,0,161.37,43.68,0,0,4.17,0,42.79,0,5.17,95.48,0,0,0,0,0,29.66,0,0,37.63,0,0,0,46.59,383.53,0,0,2.7,9.01,0,27.11,24.9,11.13,0,40.96,39.45,68.44,0,0,0,0,0

87,21:30-21:45,30.98,42.7,39.01,20.09,51.95,656.56,40.7,37.31,3.19,19.31,0,9.06,0,123.22,0,86.52,76.3,5.59,330.81,0,0,0,0,0,0,3.42,58.16,20.36,0,117.54,87.43,0,0,0,161.37,43.68,0,0,4.17,0,42.79,0,5.17,95.48,0,0,0,0,0,29.66,0,0,37.63,0,0,0,46.59,383.53,0,0,2.7,9.01,0,29.97,24.9,11.13,0,40.96,39.45,68.44,0,0,0,0,0

88,21:45-22:00,32.58,44.08,40,20.09,52.66,656.56,40.7,41.05,19.52,19.31,0,9.06,0,123.22,0,86.52,76.3,11.17,330.81,0,0,0,0,0,0,3.5,58.16,20.36,0,117.54,87.43,0,0,0,162.87,43.68,0,0,4.17,0,42.79,0,5.17,95.48,0,0,0,0,0,29.66,0,0,37.63,0,0,0,46.59,383.53,0,0,2.7,9.01,0,29.97,24.9,11.13,0,40.96,39.45,68.44,0,0,0,0,0

89,22:00-22:15,32.58,44.08,40,20.09,52.66,656.56,40.7,41.05,19.52,19.31,0,9.37,0,123.22,0,86.52,76.3,12.87,330.81,0,0,0,0,0,0,3.5,58.16,20.36,0,117.54,87.43,0,0,0,162.87,43.68,0,0,4.17,0,42.79,0,5.17,95.48,0,0,0,0,0,30.03,0,0,35.29,0,0,0,46.59,383.53,0,0,2.7,9.01,0,29.97,24.9,11.13,0,40.96,39.45,68.44,0,0,0,0,0

90,22:15-22:30,32.58,44.08,40,20.09,52.66,656.56,40.7,41.05,19.52,19.31,0,9.54,0,123.22,0,86.52,76.3,16.77,330.81,0,0,0,0,0,0,3.5,58.16,20.36,0,117.54,87.43,0,0,0,162.87,43.68,0,0,4.17,0,42.79,0,5.17,95.48,0,0,0,0,0,30.03,0,0,35.29,0,0,0,46.59,383.53,0,0,2.7,9.01,0,29.97,24.9,11.13,0,40.96,39.45,68.44,0,0,0,0,0

91,22:30-22:45,32.58,44.08,40,20.09,52.66,656.56,40.7,41.05,19.52,19.31,0,9.68,0,123.22,0,86.52,76.3,16.77,330.81,0,0,0,0,0,0,3.5,58.16,20.36,0,117.54,87.43,0,0,0,162.87,43.68,0,0,4.17,0,42.79,0,5.17,95.48,0,0,0,0,0,30.03,0,0,35.29,0,0,0,46.59,383.53,0,0,2.7,9.01,0,29.97,24.9,11.13,0,40.96,39.45,68.44,0,0,0,0,0

92,22:45-23:00,30.98,42.7,39.01,20.09,51.95,656.56,40.7,37.31,12.59,19.31,0,9.74,0,123.22,0,86.52,76.3,16.77,330.81,0,0,0,0,0,0,3.42,58.16,20.36,0,117.54,87.43,0,0,0,161.37,43.68,0,0,2.78,0,42.79,0,5.17,95.48,0,0,0,0,0,30.03,0,0,35.29,0,0,0,46.59,383.53,0,0,2.7,9.01,0,29.97,24.9,11.13,0,40.96,39.45,68.44,0,0,0,0,0

93,23:00-23:15,30.98,42.7,39.01,20.09,51.95,656.56,40.7,27.99,12.59,19.31,0,9.86,0,123.22,0,86.52,76.3,5.59,330.81,0,0,0,0,0,0,3.42,58.16,29.86,0,117.54,87.43,0,0,0,161.37,43.68,0,0,1.39,0,42.79,0,5.17,95.48,0,0,0,0,0,30.79,0,0,35.29,0,0,0,46.59,383.53,0,0,2.7,9.01,0,31.39,24.9,11.13,0,40.96,39.45,49.26,0,0,0,0,0

94,23:15-23:30,30.98,42.7,39.01,20.09,51.95,656.56,40.7,27.99,12.59,19.31,0,9.94,0,123.22,0,86.52,76.3,5.59,330.81,0,0,0,0,0,0,3.42,58.16,29.86,0,117.54,87.43,0,0,0,161.37,43.68,0,0,1.39,0,42.79,0,5.17,95.48,0,0,0,0,0,30.79,0,0,35.29,0,0,0,46.59,383.53,0,0,2.7,9.01,0,31.39,24.9,11.13,0,40.96,39.45,49.26,0,0,0,0,0

95,23:30-23:45,30.98,42.7,39.01,20.09,51.95,656.56,40.7,27.99,12.59,19.31,0,9.99,0,123.22,0,86.52,76.3,5.59,330.81,0,0,0,0,0,0,3.42,58.16,29.86,0,117.54,87.43,0,0,0,161.37,43.68,0,0,1.39,0,42.79,0,5.17,95.48,0,0,0,0,0,30.79,0,0,35.29,0,0,0,46.59,383.53,0,0,2.7,9.01,0,31.39,24.9,11.13,0,40.96,39.45,49.26,0,0,0,0,0

96,23:45-24:00,30.98,42.7,39.01,20.09,51.95,656.56,40.7,27.99,12.59,19.31,0,10.05,0,123.22,0,86.52,76.3,5.59,330.81,0,0,0,0,0,0,3.42,58.16,29.86,0,117.54,87.43,0,0,0,161.37,43.68,0,0,1.39,0,42.79,0,5.17,95.48,0,0,0,0,0,30.79,0,0,35.29,0,0,0,46.59,383.53,0,0,2.7,9.01,0,31.39,24.9,11.13,0,40.96,39.45,49.26,0,0,0,0,0

