Block,Time,WR/01102023/16072048/L_NR_2022_08,WR/01102023/30052048/L_NR_2022_10,SR/14022024/29022024/SJVN140224NR1518,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01022024/29022024/SJVN010224NR1468,NR/01022024/29022024/SJVN010224NR1469,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13,WR/01102023/31032046/L_NR_2020_05,NR/01102023/08032047/L_NR_2021_14,NR/01102023/02012046/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_16,NR/01102023/14082046/L_NR_2021_16,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2022_09,NR/01102023/13082046/L_NR_2021_12,SR/01102023/07102043/L_NR_2018_61,NR/26072023/31072042/L_NR_2023_07,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_17,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01022024/29022024/HPX-GTAMLDCRA-141223-05406,NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/31122025/SH-07,NR/30092023/26122029/SH-06,NR/01102023/30042040/GNA_LT_36,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05718,NR/01022024/29022024/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/01102023/22052037/LT-59,NR/20122023/29022024/IEX_LDC_231218_00502,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_35,NR/16022024/29022024/HP-38,NR/20122023/29022024/IEX_LDC_231218_00501,NR/01102023/06022042/L_NR_2012_02,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05714,NR/01102023/31052040/LT-31,NR/16022024/29022024/HP-40,NR/01102023/06022042/L_NR_2012_07,NR/01012024/31032024/ ChanjuII,NR/01022024/29022024/HPX-GTAMLDCRA-141223-05420,NR/01102023/23072042/L_NR_2012_04,NR/01102023/25122043/GNA_MEJA_DELHI,NR/19022024/29022024/NVVN/OA/16907,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05713,NR/01102023/05012040/L_NR_2020_02,NR/16022024/29022024/HP-45,NR/01022024/29022024/79,NR/16022024/29022024/HP-36,NR/01102023/31102037/L_NR_2019_11
53,13:00-13:15,11.88,54.21,16.59,32.5,32.5,0,0,79,40,50.62,73.76,0,88,0,16.87,32.5,16.88,54.21,200,19.67,186,31,44,0.000000,4.820000,53.050000,25.400000,30.870000,11.790000,6.750000,96.460000,0.000000,11.580000,47.270000,11.510000,0.000000,8.200000,261.020000,5.790000,11.510000,39.150000,51.770000,1.750000,6.750000,271.290000,0.000000,48.230000,18.330000,1.210000,0.000000,96.460000,0.000000,0.990000

54,13:15-13:30,11.88,54.11,16.59,32.5,32.5,0,0,81,40,50.25,73.75,0,90,0,16.75,32.5,16.75,54.11,200,19.3,189,31,45,0.000000,4.820000,53.050000,25.400000,30.870000,11.790000,6.750000,96.460000,0.000000,11.580000,33.090000,11.510000,0.000000,8.200000,234.310000,5.790000,11.510000,39.150000,32.800000,1.750000,6.750000,271.290000,0.000000,48.230000,18.330000,1.210000,0.000000,96.460000,0.000000,0.990000

55,13:30-13:45,10.21,39.92,16.59,32.5,32.5,0,0,82,45,41.12,73.76,0,90,0,13.71,32.5,13.71,39.92,225,22.08,193,45,45,0.000000,4.820000,53.050000,25.400000,30.870000,11.790000,6.750000,96.460000,0.000000,11.580000,47.270000,11.510000,0.000000,8.200000,200.990000,5.790000,11.510000,39.150000,32.800000,1.750000,6.750000,271.290000,0.000000,48.230000,18.330000,1.210000,0.000000,96.460000,0.000000,0.990000

56,13:45-14:00,9.57,36.92,16.59,32.5,32.5,0,0,82,45,39.62,73.76,0,90,0,13.21,32.5,13.21,36.92,225,22.31,193,45,45,0.000000,4.820000,53.050000,25.400000,30.870000,14.740000,6.750000,96.460000,0.000000,11.580000,33.090000,14.370000,0.000000,8.200000,174.280000,5.790000,14.370000,39.150000,32.800000,1.750000,6.750000,271.290000,0.000000,48.230000,18.330000,1.210000,0.000000,96.460000,0.000000,0.990000

57,14:00-14:15,9.27,29.79,6.95,32.5,32.5,0,0,80,45,25,73.74,0,90,0,8.34,32.5,8.33,29.79,225,22.72,188,44,45,0.000000,4.820000,53.050000,25.400000,30.870000,14.540000,6.750000,96.460000,0.000000,11.580000,33.090000,14.180000,0.000000,8.200000,154.340000,5.790000,14.180000,39.150000,32.700000,1.750000,6.750000,271.290000,0.000000,48.230000,18.330000,1.250000,0.000000,96.460000,0.000000,1.030000

58,14:15-14:30,9.22,28.18,6.95,32.5,32.5,0,0,80,45,24,73.76,0,88,0,8,32.5,8,28.18,225,23.08,188,43,44,0.000000,4.820000,53.050000,25.400000,30.870000,14.340000,6.750000,96.460000,0.000000,11.580000,33.090000,13.990000,0.000000,8.200000,154.340000,5.790000,13.990000,39.150000,32.700000,1.750000,6.750000,271.290000,0.000000,48.230000,18.330000,1.250000,0.000000,96.460000,0.000000,1.030000

59,14:30-14:45,9.14,21.67,6.95,32.5,32.5,0,0,77,43.1,23,73.19,0,85,0,7.66,32.5,7.67,21.67,215.48,23.52,181,40.5,42,0.000000,4.820000,53.050000,25.400000,30.870000,14.140000,6.750000,96.460000,0.000000,11.580000,33.090000,13.800000,0.000000,8.200000,181.050000,5.790000,13.800000,39.150000,32.650000,1.750000,6.750000,271.290000,0.000000,48.230000,18.330000,1.250000,0.000000,96.460000,0.000000,1.030000

60,14:45-15:00,9.07,21,6.95,32.5,32.5,0,0,75,39.95,22.5,70.56,0,83,0,7.5,32.5,7.5,21,199.75,24.41,175,38,42,0.000000,4.820000,53.050000,25.400000,30.870000,13.480000,6.750000,96.460000,0.000000,11.580000,33.090000,13.150000,0.000000,8.200000,181.050000,5.790000,13.150000,39.150000,32.650000,1.750000,6.750000,271.290000,0.000000,48.230000,18.330000,1.250000,0.000000,96.460000,0.000000,1.030000

61,15:00-15:15,8.6,19.67,6.95,32.5,32.5,0,0,69,31.67,22,67.24,0,77,0,7.34,32.5,7.33,19.67,158.33,26.51,161,34,38,0.000000,4.820000,53.050000,25.960000,25.960000,12.780000,6.750000,96.460000,0.000000,11.580000,33.090000,12.460000,0.000000,8.200000,200.990000,5.790000,12.460000,39.150000,32.650000,1.840000,6.750000,271.290000,0.000000,48.230000,18.330000,1.250000,0.000000,96.460000,0.000000,0.950000

62,15:15-15:30,8.47,19,6.95,32.5,32.5,0,0,64,30,22,63.33,0,79,0,7.34,32.5,7.33,19,150,26.68,151,33,40,0.000000,4.820000,53.050000,25.960000,25.960000,12.440000,6.750000,96.460000,0.000000,11.580000,33.090000,12.140000,0.000000,8.200000,200.990000,5.790000,12.140000,39.150000,51.630000,1.840000,6.750000,271.290000,0.000000,48.230000,18.330000,1.250000,0.000000,96.460000,0.000000,0.950000

63,15:30-15:45,8.42,18.33,6.95,32.5,32.5,0,0,62,26.67,22,67.89,0,70,0,7.34,32.5,7.33,18.33,133.33,26.55,146,18,35,22.190000,4.820000,73.310000,25.960000,25.960000,11.990000,6.750000,96.460000,0.000000,11.580000,33.090000,11.700000,0.000000,8.200000,200.990000,5.790000,11.700000,39.150000,51.630000,1.840000,6.750000,271.290000,0.000000,48.230000,18.330000,1.250000,0.000000,96.460000,0.000000,0.950000

64,15:45-16:00,8.31,17.67,6.95,32.5,32.5,0,0,56,23.33,22,62.94,0,61,0,7.34,32.5,7.33,17.67,116.67,26.71,132,16,30,23.150000,4.820000,73.310000,25.960000,25.960000,11.790000,6.750000,96.460000,0.000000,11.580000,33.090000,11.510000,0.000000,8.200000,229.930000,5.790000,11.510000,39.150000,51.630000,1.840000,6.750000,271.290000,0.000000,48.230000,18.330000,1.250000,0.000000,96.460000,0.000000,0.950000

65,16:00-16:15,7.66,15,0,32.5,32.5,0,6.95,51,34.75,22.5,56.88,0,56,0,7.5,32.5,7.5,15,173.76,26.42,119,14,28,23.150000,4.820000,73.310000,25.400000,30.870000,6.670000,6.750000,96.460000,0.000000,11.580000,47.270000,6.500000,0.000000,8.200000,261.020000,5.790000,6.500000,39.150000,51.630000,1.840000,6.750000,271.290000,0.000000,48.230000,18.330000,1.300000,0.000000,96.460000,0.000000,0.950000

66,16:15-16:30,7.66,15,0,32.5,32.5,0,6.95,45,30.97,22.5,50.19,0,48,0,7.5,32.5,7.5,15,154.87,26.04,105,13,24,23.150000,4.820000,99.950000,25.400000,30.870000,6.900000,6.750000,96.460000,0.000000,11.580000,33.090000,6.730000,0.000000,8.200000,261.020000,5.790000,6.730000,39.150000,75.340000,1.840000,6.750000,271.290000,0.000000,48.230000,18.330000,1.300000,0.000000,96.460000,0.000000,0.950000

67,16:30-16:45,7.66,15,0,32.5,32.5,0,6.95,34,21.69,22.5,43.09,0,40,0,7.5,32.5,7.5,15,108.48,26.01,81,14,20,23.150000,4.820000,99.950000,25.400000,30.870000,6.900000,6.750000,96.460000,0.000000,11.580000,47.270000,6.730000,0.000000,8.200000,261.020000,5.790000,6.730000,39.150000,56.370000,1.840000,6.750000,271.290000,0.000000,48.230000,18.330000,1.300000,0.000000,96.460000,0.000000,0.950000

68,16:45-17:00,7.66,15,0,32.5,32.5,0,6.95,28,18.63,22.5,35.81,0,29,0,7.5,32.5,7.5,15,93.14,26.14,67,11,15,23.150000,4.820000,99.950000,20.830000,30.870000,6.310000,6.750000,96.460000,0.000000,11.580000,57.860000,6.160000,0.000000,8.200000,261.020000,5.790000,6.160000,39.150000,85.310000,1.840000,6.750000,271.290000,0.000000,48.230000,18.330000,1.300000,0.000000,96.460000,0.000000,0.950000

69,17:00-17:15,7.66,15,0,22.17,22.17,0,0,21,15.5,22.5,27.91,0,21,0,7.5,20,7.5,15,77.52,33.07,49,10,11,24.120000,4.820000,99.950000,25.400000,30.870000,5.480000,6.750000,96.460000,0.000000,11.580000,57.860000,5.350000,0.000000,8.200000,261.020000,5.790000,5.350000,39.150000,87.010000,1.750000,6.750000,271.290000,0.000000,48.230000,18.330000,1.300000,0.000000,96.460000,0.000000,0.950000

70,17:15-17:30,7.66,15,0,11.53,11.53,0,0,15,12.23,22.5,19.7,0,13,0,7.5,7,7.5,15,61.17,33.52,35,8,7,24.120000,4.820000,99.950000,25.400000,30.870000,4.210000,6.750000,96.460000,0.000000,11.580000,47.270000,4.110000,0.000000,8.200000,261.020000,5.790000,4.110000,39.150000,87.010000,1.750000,6.750000,271.290000,0.000000,48.230000,18.330000,1.300000,0.000000,96.460000,0.000000,0.950000

71,17:30-17:45,7.66,15,0,5.02,5.02,0,0,12,8.89,22.5,13.78,0,7,0,7.5,1,7.5,15,44.48,33.95,28,7,3,25.080000,4.820000,99.950000,25.400000,30.870000,2.940000,6.750000,96.460000,0.000000,11.580000,47.270000,2.870000,0.000000,8.200000,261.020000,5.790000,2.870000,39.150000,68.030000,1.750000,6.750000,271.290000,0.000000,48.230000,18.330000,1.300000,0.000000,96.460000,0.000000,0.950000

72,17:45-18:00,7.66,15,0,1.34,1.34,0,0,6,5.77,23,9.8,0,2,0,7.66,0,7.67,15,28.88,34.05,14,5,1,26.040000,4.820000,99.950000,25.400000,30.870000,1.850000,6.750000,96.460000,0.000000,11.580000,57.860000,1.810000,0.000000,8.200000,261.020000,5.790000,1.810000,39.150000,68.030000,1.750000,6.750000,271.290000,0.000000,48.230000,18.330000,1.300000,0.000000,96.460000,0.000000,0.950000

73,18:00-18:15,7.66,15,0,0,0,0,0,3,3.39,23.5,3.68,0,1,0,7.84,0,7.83,15,16.98,34.31,7,2,1,26.040000,4.820000,99.950000,25.400000,30.870000,0.760000,6.750000,96.460000,0.000000,11.580000,57.860000,0.740000,0.000000,8.200000,261.020000,5.790000,0.740000,0.000000,87.010000,1.750000,6.750000,271.290000,0.000000,48.230000,18.330000,1.300000,0.000000,96.460000,0.000000,0.950000

74,18:15-18:30,7.66,15,0,0,0,0,0,1,1.61,24.5,0,0,0,0,8.16,0,8.17,15,8.07,34.73,2,0,0,26.040000,4.820000,99.950000,17.700000,30.870000,0.390000,6.750000,96.460000,0.000000,11.580000,57.860000,0.380000,0.000000,8.200000,261.020000,5.790000,0.380000,0.000000,87.010000,1.750000,6.750000,271.290000,0.000000,48.230000,18.330000,1.300000,0.000000,96.460000,0.000000,0.950000

75,18:30-18:45,7.66,23.33,0,0,0,0,0,0,0.14,26,0,0,0,0,8.66,0,8.67,23.33,0.72,34.95,1,0,0,26.040000,4.820000,99.950000,4.400000,30.870000,0.020000,6.750000,96.460000,0.000000,11.580000,57.860000,0.020000,0.000000,8.200000,261.020000,5.790000,0.020000,0.000000,87.010000,1.750000,6.750000,271.290000,0.000000,48.230000,18.330000,1.300000,0.000000,96.460000,0.000000,0.950000

76,18:45-19:00,7.66,25,0,0,0,0,0,0,0,27,0,0,0,0,9,0,9,25,0,35.03,0,0,0,26.040000,4.820000,99.950000,4.400000,30.870000,0.010000,6.750000,96.460000,0.000000,11.580000,57.860000,0.010000,0.000000,8.200000,261.020000,5.790000,0.010000,0.000000,87.010000,1.750000,6.750000,271.290000,0.000000,48.230000,18.330000,1.300000,0.000000,96.460000,0.000000,0.950000

77,19:00-19:15,11.34,43.33,0,0,0,0,0,0,0,42.5,0,0,0,0,14.16,0,14.17,43.33,0,35.31,0,0,0,26.040000,4.820000,99.950000,4.400000,30.870000,0.000000,6.750000,96.460000,0.000000,11.580000,57.860000,0.000000,0.000000,8.200000,261.020000,5.790000,0.000000,0.000000,87.010000,1.750000,6.750000,271.290000,0.000000,48.230000,18.330000,1.250000,0.000000,96.460000,0.000000,0.000000

78,19:15-19:30,11.66,45,0,0,0,0,0,0,0,44,0,0,0,0,14.66,0,14.67,45,0,35.49,0,0,0,26.040000,4.820000,99.950000,4.400000,30.870000,0.000000,6.750000,96.460000,0.000000,11.580000,57.860000,0.000000,0.000000,8.200000,261.020000,5.790000,0.000000,0.000000,87.010000,1.750000,6.750000,271.290000,0.000000,48.230000,18.330000,1.250000,0.000000,96.460000,0.000000,0.000000

79,19:30-19:45,17.34,50,0,0,0,0,0,0,0,55,0,0,0,0,18.34,0,18.33,50,0,29.1,0,0,0,25.080000,4.820000,99.950000,4.400000,30.870000,0.000000,6.750000,96.460000,0.000000,11.580000,57.860000,0.000000,0.000000,8.200000,261.020000,5.790000,0.000000,0.000000,87.010000,1.750000,6.750000,271.290000,0.000000,48.230000,18.330000,1.250000,0.000000,96.460000,0.000000,0.950000

80,19:45-20:00,18,51.67,0,0,0,0,0,0,0,57.5,0,0,0,0,19.16,0,19.17,51.67,0,28.8,0,0,0,25.080000,4.820000,99.950000,24.940000,30.870000,0.000000,6.750000,96.460000,0.000000,11.580000,57.860000,0.000000,0.000000,8.200000,261.020000,5.790000,0.000000,0.000000,87.010000,1.750000,6.750000,271.290000,0.000000,48.230000,18.330000,1.250000,0.000000,96.460000,0.000000,0.950000

81,20:00-20:15,18.34,55.33,0,0,0,0,0,0,0,67.5,0,0,0,0,22.5,0,22.5,55.33,0,28.67,0,0,0,25.080000,4.820000,71.010000,24.940000,30.870000,0.000000,6.750000,96.460000,0.000000,11.580000,33.090000,0.000000,0.000000,8.200000,261.020000,5.790000,0.000000,0.000000,62.890000,1.840000,6.750000,271.290000,0.000000,48.230000,18.330000,1.250000,0.000000,0.000000,0.000000,0.950000

82,20:15-20:30,18.66,55.67,0,0,0,0,0,0,0,69,0,0,0,0,23,0,23,55.67,0,28.33,0,0,0,25.080000,4.820000,50.160000,24.940000,30.870000,0.000000,6.750000,96.460000,0.000000,11.580000,33.090000,0.000000,0.000000,8.200000,261.020000,5.790000,0.000000,0.000000,76.480000,1.840000,6.750000,271.290000,0.000000,48.230000,18.330000,1.250000,0.000000,0.000000,0.000000,0.950000

83,20:30-20:45,19,73.33,0,0,0,0,0,0,0,72.5,0,0,0,0,24.16,0,24.17,73.33,0,28.06,0,0,0,25.080000,4.820000,50.160000,25.600000,25.600000,0.000000,6.750000,96.460000,0.000000,11.580000,33.090000,0.000000,0.000000,8.200000,261.020000,5.790000,0.000000,0.000000,76.480000,1.840000,6.750000,271.290000,0.000000,48.230000,18.330000,1.250000,0.000000,0.000000,0.000000,0.950000

84,20:45-21:00,19.66,74.33,0,0,0,0,0,0,0,74,0,0,0,0,24.66,0,24.67,74.33,0,28.16,0,0,0,25.080000,4.820000,50.160000,25.600000,25.600000,0.000000,6.750000,96.460000,0.000000,11.580000,33.090000,0.000000,0.000000,8.200000,261.020000,5.790000,0.000000,0.000000,76.480000,1.840000,6.750000,271.290000,0.000000,48.230000,18.330000,1.250000,0.000000,0.000000,0.000000,0.950000

85,21:00-21:15,20.66,75,0,0,0,0,0,0,0,107.5,0,0,0,0,35.84,0,35.83,75,0,28.32,0,0,0,25.080000,4.820000,50.160000,25.960000,25.960000,0.000000,6.750000,96.460000,0.000000,11.580000,33.090000,0.000000,0.000000,8.200000,203.140000,5.790000,0.000000,0.000000,57.510000,1.750000,6.750000,271.290000,0.000000,48.230000,18.330000,1.250000,0.000000,0.000000,0.000000,0.950000

86,21:15-21:30,22.34,76,0,0,0,0,0,0,0,109,0,0,0,0,36.34,0,36.33,76,0,28.55,0,0,0,25.080000,4.820000,50.160000,25.960000,25.960000,0.000000,6.750000,96.460000,0.000000,11.580000,33.090000,0.000000,0.000000,8.200000,185.430000,5.790000,0.000000,0.000000,57.510000,1.750000,6.750000,271.290000,0.000000,48.230000,18.330000,1.250000,0.000000,0.000000,0.000000,0.950000

87,21:30-21:45,24,81.67,0,0,0,0,0,0,0,109,0,0,0,0,36.34,0,36.33,81.67,0,28.92,0,0,0,25.080000,4.820000,50.160000,25.960000,25.960000,0.000000,6.750000,96.460000,0.000000,11.580000,33.090000,0.000000,0.000000,8.200000,185.430000,5.790000,0.000000,0.000000,57.510000,1.750000,6.750000,271.290000,0.000000,48.230000,18.330000,1.250000,0.000000,0.000000,0.000000,0.950000

88,21:45-22:00,24.66,81.67,0,0,0,0,0,0,0,109,0,0,0,0,36.34,0,36.33,81.67,0,29.52,0,0,0,25.080000,4.820000,50.160000,25.960000,25.960000,0.000000,6.750000,96.460000,0.000000,11.580000,33.090000,0.000000,0.000000,8.200000,185.430000,5.790000,0.000000,0.000000,57.510000,1.750000,6.750000,271.290000,0.000000,48.230000,18.330000,1.250000,0.000000,0.000000,0.000000,0.950000

89,22:00-22:15,24.34,81.67,0,0,0,0,0,0,0,109,0,0,0,0,36.34,0,36.33,81.67,0,30.07,0,0,0,25.080000,4.820000,50.160000,25.960000,25.960000,0.000000,6.750000,96.460000,0.000000,11.580000,33.090000,0.000000,128.270000,8.200000,190.250000,5.790000,0.000000,0.000000,57.510000,1.750000,6.750000,271.290000,0.000000,48.230000,18.330000,1.210000,16.340000,0.000000,38.220000,0.950000

90,22:15-22:30,33.34,81.67,0,0,0,0,0,0,0,109,0,0,0,0,36.34,0,36.33,81.67,0,30.92,0,0,0,25.080000,4.820000,50.160000,25.960000,25.960000,0.000000,6.750000,96.460000,0.000000,11.580000,33.090000,0.000000,128.270000,8.200000,185.430000,5.790000,0.000000,0.000000,57.510000,1.750000,6.750000,271.290000,0.000000,48.230000,18.330000,1.210000,16.340000,0.000000,38.220000,0.950000

91,22:30-22:45,33.34,81.67,0,0,0,0,0,0,0,120,0,0,0,0,40,0,40,81.67,0,34.22,0,0,0,25.080000,4.820000,50.160000,25.960000,25.960000,0.000000,6.750000,96.460000,0.000000,11.580000,33.090000,0.000000,128.270000,8.200000,185.430000,5.790000,0.000000,0.000000,57.510000,1.750000,6.750000,271.290000,0.000000,48.230000,18.330000,1.210000,16.340000,0.000000,38.220000,0.950000

92,22:45-23:00,33.34,81.67,0,0,0,0,0,0,0,120,0,0,0,0,40,0,40,81.67,0,33.89,0,0,0,25.080000,4.820000,50.160000,25.960000,25.960000,0.000000,6.750000,96.460000,0.000000,11.580000,33.090000,0.000000,128.270000,8.200000,185.430000,5.790000,0.000000,0.000000,57.510000,1.750000,6.750000,271.290000,0.000000,48.230000,18.330000,1.210000,16.340000,0.000000,38.220000,0.950000

93,23:00-23:15,38.34,86.67,0,0,0,0,0,0,0,120,0,0,0,0,40,0,40,86.67,0,33.41,0,0,0,25.080000,4.820000,50.160000,25.960000,25.960000,0.000000,6.750000,96.460000,0.000000,11.580000,33.090000,0.000000,128.270000,8.200000,137.200000,5.790000,0.000000,0.000000,33.760000,1.750000,6.750000,271.290000,0.000000,48.230000,18.330000,1.210000,16.340000,0.000000,38.220000,0.950000

94,23:15-23:30,38.34,86.67,0,0,0,0,0,0,0,120,0,0,0,0,40,0,40,86.67,0,32.96,0,0,0,25.080000,4.820000,50.160000,25.960000,25.960000,0.000000,6.750000,96.460000,0.000000,11.580000,33.090000,0.000000,128.270000,8.200000,166.580000,5.790000,0.000000,0.000000,33.760000,1.750000,6.750000,271.290000,0.000000,48.230000,18.330000,1.210000,16.340000,0.000000,38.220000,0.950000

95,23:30-23:45,38.34,86.67,0,0,0,0,0,0,0,120,0,0,0,0,40,0,40,86.67,0,32.03,0,0,0,25.080000,4.820000,50.160000,25.960000,25.960000,0.000000,6.750000,96.460000,0.000000,11.580000,33.090000,0.000000,128.270000,8.200000,166.580000,5.790000,0.000000,0.000000,33.760000,1.750000,6.750000,271.290000,0.000000,48.230000,18.330000,1.210000,16.340000,0.000000,38.220000,0.950000

96,23:45-24:00,38.34,86.67,0,0,0,0,0,0,0,120,0,0,0,0,40,0,40,86.67,0,31.67,0,0,0,25.080000,4.820000,50.160000,25.960000,25.960000,0.000000,6.750000,96.460000,0.000000,11.580000,33.090000,0.000000,128.270000,8.200000,125.400000,5.790000,0.000000,0.000000,33.760000,1.750000,6.750000,231.500000,0.000000,48.230000,18.330000,1.210000,16.340000,0.000000,38.220000,0.950000

