Block,Time,KISHANGANGA,RIHAND1,SASAN,CHAMERA1,NLCEXP,NLCIIST2,NLCTS2EXP,SINGRAULI,TANDA2,UNCHAHAR2,VALLURNTECL,DADRI_LF,KGSU3AND4,KKNP,KUDGI,MAPS,PARBATI3,RAMPUR,RIHAND3,RSTPSU7,UNCHAHAR4,DADRI_CRF,BRBCL,CHAMERA2,DHAULIGNGA,KKNPPU2,SIMHST2,SINGRAULI_HYDRO,TEHRI,TelanganaSTPP,KHSTPP-I,NJPC,TALST2,TANAKPUR,UNCHAHAR1,ANTA_LF,AURY_CRF,AURY_LF,DULHASTI,FSTPP I & II,KGSU1AND2,NTPL,RAPPC,TALA,UNCHAHAR3,URI,URI2,ANTA_CRF,ANTA_RF,AURY_RF,DADRT2,JHAJJAR,KHSTPP-II,KOTESHWR,NLCIIST1,RAPPB,RIHAND2,SEWA2,SIMHST1,AURY_GF,BSIUL,CHAMERA3,KOLDAM,NAPP,NNTPP,RSTPSU1TO6,SALAL,ANTA_GF,DADRI_GF,DADRI_RF
63,15:30-15:45,0,92,416.25,0,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,0,0,124.32,0,0,0,15,2.4,9.11,0,0,0,0,0,44.31,23.39,0,7.68,20.56,0,0,0,32.96,20.8,0,0,51.9,0,26.39,2.21,4.57,0,41.16,69.5,341.57,654.31,148.3,8.87,0,0,118.76,0,0,0,0,0,0,41.33,0,0,12.78,0,0,65.76

64,15:45-16:00,0,92,416.25,0,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,0,0,124.32,0,0,0,15,2.4,9.11,0,0,0,0,0,44.31,23.39,0,7.68,20.56,0,0,0,32.96,20.8,0,0,51.9,0,26.39,2.21,4.57,0,41.16,69.5,341.57,654.31,148.3,8.87,0,0,118.76,0,0,0,0,0,0,41.33,0,0,12.78,0,0,65.76

65,16:00-16:15,0,92,416.25,0,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,0,0,124.32,0,0,0,15,2.4,9.11,0,0,0,14.93,0,44.31,23.39,0,7.68,20.56,0,0,0,32.96,20.8,0,0,51.9,0,26.39,2.21,4.57,0,40.11,69.5,341.57,654.31,148.3,8.87,0,0,118.76,0,0,0,0,0,0,41.33,0,0,12.78,0,0,65.76

66,16:15-16:30,0,92,416.25,0,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,0,0,124.32,0,0,0,15,2.4,9.11,0,0,0,31.13,0,44.31,29.08,0,7.68,20.56,0,0,0,32.96,20.8,0,0,51.9,0,26.39,2.21,4.57,0,40.11,69.5,341.57,654.31,148.3,8.87,0,0,118.76,0,0,0,0,0,0,41.33,0,0,12.78,0,0,65.76

67,16:30-16:45,0,92,416.25,0,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,0,0,124.32,0,0,0,15,2.4,9.11,0,0,0,46.69,0,44.31,46.78,0,7.68,20.56,0,0,0,49.43,20.8,0,0,51.9,0,26.39,2.21,4.57,0,40.11,69.5,341.57,654.31,148.3,8.87,0,0,118.76,2.67,0,0,0,0,0,41.33,0,0,12.78,0,0,65.76

68,16:45-17:00,0,92,416.25,0,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,0,0,124.32,0,0,0,15,2.4,9.11,0,0,0,46.69,0,44.31,70.17,0,7.68,20.56,0,0,0,49.43,20.8,0,0,51.9,0,26.39,2.21,4.57,0,40.11,69.5,341.57,654.31,148.3,8.87,0,0,118.76,6.67,0,0,0,9.68,0,41.33,0,0,12.78,0,0,65.76

69,17:00-17:15,0,92,416.25,11.85,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,0,0,124.32,0,0,0,15,12,9.11,0,0,0,62.24,0,44.31,70.17,0,7.68,20.56,0,0,0,49.43,20.8,0,0,51.9,0,26.39,2.21,4.57,0,40.11,69.5,341.57,654.31,148.3,8.87,0,0,118.76,13.94,0,0,0,9.68,0,41.33,0,0,12.78,0,0,65.76

70,17:15-17:30,0,92,416.25,27.17,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,0,0,124.32,0,0,0,15,12,18.23,0,0,0,62.24,0,44.31,93.56,0,7.68,20.56,0,0,0,49.43,20.8,0,0,51.9,0,26.39,2.21,4.57,0,40.11,69.5,341.57,654.31,148.3,8.87,0,0,118.76,15.81,0,0,1.1,9.68,0,41.33,0,0,12.78,0,0,65.76

71,17:30-17:45,0,92,416.25,42.15,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,0,0,124.32,0,0,0,15,12,27.48,0,0,0,62.24,0,44.31,116.95,0,7.68,20.56,0,0,0,49.43,20.8,0,0,51.9,0,26.39,2.21,4.57,0,40.11,69.5,341.57,459.81,148.3,8.87,0,0,118.76,15.81,0,0,6.52,19.36,0,41.33,0,0,12.78,0,0,65.76

72,17:45-18:00,0,92,416.25,42.15,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,0,0,124.32,0,0,0,15,39.51,37.65,0,0,0,62.24,0,44.31,140.34,0,7.68,20.56,0,0,0,49.43,20.8,0,0,51.9,0,26.39,2.21,4.57,0,40.11,69.5,341.57,458.81,148.3,19.72,0,0,118.76,15.81,0,0,19.56,29.06,0,41.33,0,0,18.59,0,0,65.76

73,18:00-18:15,0,92,416.25,42.15,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,0,0,124.32,0,0,0,17.14,39.51,37.65,0,0,0,62.24,0,44.31,140.34,0,7.68,20.56,0,0,0,49.43,20.8,0,0,51.9,0,26.39,3.31,4.57,0,40.63,69.5,341.57,459.81,148.3,19.72,0,0,118.76,15.81,0,0,19.56,29.06,0,41.33,0,0,79.38,0,0,65.76

74,18:15-18:30,0,92,416.25,42.15,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,0,0,124.32,0,0,0,17.59,39.51,37.65,0,0,0,62.24,0,44.31,140.34,0,11.91,20.56,0,0,0,49.43,20.8,0,0,51.9,0,26.39,39.19,4.57,0,40.63,69.5,341.57,459.81,148.3,19.72,0,0,118.76,15.81,0,0,19.56,29.06,0,41.33,0,0,79.38,0,0,65.76

75,18:30-18:45,0,92,416.25,42.15,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,0,0,124.32,0,0,0,18.02,39.51,37.65,0,0,0,62.24,0,44.31,140.34,0,11.91,20.56,0,0,0,49.43,20.8,0,0,51.9,0,26.39,39.19,4.57,0,40.63,69.5,341.57,459.81,148.3,19.72,0,0,118.76,15.81,0,0,19.56,29.06,0,41.33,0,0,79.38,0,0,65.76

76,18:45-19:00,0,92,416.25,42.15,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,2.55,0,124.32,0,0,0,18.47,39.51,37.65,0,0,0,62.24,0,44.31,140.34,0,7.68,20.56,0,0,0,49.43,20.8,0,0,51.9,0,26.39,3.31,4.57,0,40.95,69.5,341.57,459.81,148.3,19.72,0,0,118.76,15.81,0,0,19.56,29.06,0,41.33,0,0,79.38,0,0,65.76

77,19:00-19:15,0,92,416.25,42.15,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,8.91,0,124.32,0,0,0,18.9,39.51,37.65,0,0,0,62.24,0,44.31,140.34,0,7.68,20.56,0,0,0,49.43,20.8,0,0,51.9,0,26.39,2.21,4.57,0,41.16,69.5,341.57,459.81,148.3,19.72,0,0,118.76,15.81,0,0,19.56,29.06,0,41.33,0,0,12.78,0,0,65.76

78,19:15-19:30,0,92,416.25,42.15,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,33.1,0,124.32,0,0,0,19.34,39.51,37.65,0,0,0,62.24,0,44.31,140.34,0,7.68,20.56,0,0,0,49.43,20.8,0,0,51.9,0,26.39,2.21,4.57,0,41.16,69.5,341.57,459.81,148.3,19.72,0,0,118.76,15.81,0,0,19.56,29.06,0,41.33,0,0,12.78,0,0,65.76

79,19:30-19:45,0,92,416.25,42.15,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,33.1,0,124.32,0,0,0,20.01,39.51,37.65,0,0,0,62.24,0,44.31,140.34,0,7.68,20.56,0,0,0,49.43,20.8,0,0,51.9,0,26.39,2.21,4.57,0,41.16,69.5,341.57,654.31,148.3,19.72,0,0,118.76,15.81,0,0,19.56,29.06,0,41.33,0,0,12.78,0,0,65.76

80,19:45-20:00,0,92,416.25,27.17,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,33.1,0,124.32,0,0,0,20.01,26.34,27.48,0,0,0,62.24,0,44.31,116.95,0,7.68,20.56,0,0,0,49.43,20.8,0,0,51.9,0,26.39,2.21,4.57,0,41.16,69.5,341.57,654.31,148.3,8.87,0,0,118.76,8,0,0,1.1,19.36,0,41.33,0,0,2.33,0,0,65.76

81,20:00-20:15,0,92,416.25,11.85,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,33.1,0,124.32,0,0,0,20.01,26.34,18.23,0,0,0,62.24,0,44.31,116.95,0,7.68,20.56,0,0,0,49.43,20.8,0,0,51.9,0,26.39,2.21,4.57,0,41.16,70.05,341.57,654.31,148.3,8.87,0,0,118.76,2.67,0,0,0,19.36,0,41.33,0,0,2.33,0,0,65.76

82,20:15-20:30,0,92,416.25,0,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,33.1,0,124.32,0,0,0,20.01,26.34,9.11,0,0,0,46.69,0,44.31,93.56,0,7.68,20.56,0,0,0,49.43,20.8,0,0,51.9,0,26.39,2.21,4.57,0,41.16,70.05,341.57,654.31,148.3,8.87,0,0,118.76,0,0,0,0,19.36,0,41.33,0,0,2.33,0,0,65.76

83,20:30-20:45,0,92,416.25,0,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,33.1,0,124.32,0,0,0,20.01,26.34,9.11,0,0,0,46.69,0,44.31,93.56,0,7.68,20.56,0,0,0,49.43,20.8,0,0,51.9,0,26.39,3.31,4.57,0,41.16,70.05,341.57,654.31,148.3,8.87,0,0,118.76,0,0,0,0,19.36,0,41.33,0,0,2.33,0,0,65.76

84,20:45-21:00,0,92,416.25,0,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,6.36,0,124.32,0,0,0,20.01,2,9.11,0,0,0,46.69,0,44.31,70.17,0,7.68,20.56,0,0,0,49.43,20.8,0,0,51.9,0,26.39,39.19,4.57,0,41.16,70.05,341.57,654.31,148.3,8.87,0,0,118.76,0,0,0,0,9.68,0,41.33,0,0,2.33,0,0,65.76

85,21:00-21:15,0,92,416.25,0,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,2.55,0,124.32,0,0,0,20.01,2,9.11,0,0,0,46.69,0,44.31,70.17,0,7.68,20.56,0,0,0,49.43,20.8,0,0,51.9,0,26.39,39.19,4.57,0,41.16,70.05,341.57,654.31,148.3,8.87,0,0,118.76,0,0,0,0,9.68,0,41.33,0,0,2.33,0,0,65.76

86,21:15-21:30,0,92,416.25,0,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,0,0,124.32,0,0,0,20.01,2,9.11,0,0,0,36.04,0,44.31,45.74,0,7.68,20.56,0,0,0,49.43,20.8,0,0,51.9,0,26.39,3.31,4.57,0,41.16,70.05,341.57,654.31,148.3,8.87,0,0,118.76,0,0,0,0,9.68,0,41.33,0,0,2.33,0,0,65.76

87,21:30-21:45,0,92,416.25,0,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,0,0,124.32,0,0,0,20.01,2,9.11,0,0,0,30.81,0,44.31,39.78,0,7.68,20.56,0,0,0,49.43,20.8,0,0,51.9,0,26.39,2.21,4.57,0,41.16,70.05,341.57,654.31,148.3,8.87,0,0,118.76,0,0,0,0,9.68,0,41.33,0,0,2.33,0,0,65.76

88,21:45-22:00,0,92,416.25,0,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,0,0,124.32,0,0,0,20.01,2,9.11,0,0,0,29.87,0,44.31,39.78,0,7.68,20.56,0,0,0,49.43,20.8,0,0,51.9,0,26.39,2.21,4.57,0,41.16,70.05,341.57,654.31,148.3,8.87,0,0,118.76,0,0,0,0,9.68,0,41.33,0,0,2.33,0,0,65.76

89,22:00-22:15,0,92,416.25,0,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,0,0,124.32,0,0,0,20.01,2,9.11,0,0,0,29.87,0,44.31,23.39,0,7.68,20.56,0,0,0,49.43,20.8,0,0,51.9,0,26.39,2.21,4.57,0,41.68,70.16,341.57,654.31,148.3,8.87,0,0,118.76,0,0,0,0,0,0,41.33,0,0,2.33,0,0,65.76

90,22:15-22:30,0,92,416.25,0,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,0,0,124.32,0,0,0,20.01,2,9.11,0,0,0,14.93,0,44.31,0,0,7.68,20.56,0,0,0,49.43,20.8,0,0,51.9,0,26.39,2.21,18.83,0,41.68,70.16,341.57,654.31,148.3,8.87,0,0,118.76,0,0,0,0,0,0,41.33,0,0,2.33,0,0,65.76

91,22:30-22:45,0,92,416.25,0,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,0,0,124.32,0,0,0,20.01,2,9.11,0,0,0,0,0,44.31,0,0,7.68,20.56,0,0,0,49.43,20.8,0,0,51.9,0,26.39,2.21,12.78,0,41.68,70.16,341.57,654.31,148.3,8.87,0,0,118.76,0,0,0,0,0,0,41.33,0,0,2.33,0,0,65.76

92,22:45-23:00,0,92,416.25,0,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,0,0,124.32,0,0,0,20.01,2,9.11,0,0,0,0,0,44.31,0,0,7.68,20.56,0,0,0,49.43,20.8,0,0,51.9,0,26.39,2.21,12.78,0,41.68,70.16,341.57,654.31,148.3,8.87,0,0,118.76,0,0,0,0,0,0,41.33,0,0,2.33,0,0,65.76

93,23:00-23:15,0,92,416.25,0,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,0,0,124.32,0,0,0,20.01,2,9.11,0,0,0,0,0,44.31,0,0,7.68,20.56,0,0,0,49.43,20.8,0,0,51.9,0,26.39,2.21,12.78,0,42.74,70.16,341.57,654.31,148.3,8.87,0,0,118.76,0,0,0,0,0,0,41.33,0,0,2.33,0,0,65.76

94,23:15-23:30,0,92,416.25,0,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,0,0,124.32,0,0,0,20.01,2,9.11,0,0,0,0,0,44.31,0,0,7.68,20.56,0,0,0,49.43,20.8,0,0,51.9,0,26.39,3.31,12.78,0,42.74,70.16,341.57,654.31,148.3,8.87,0,0,118.76,0,0,0,0,0,0,41.33,0,0,2.33,0,0,65.76

95,23:30-23:45,0,92,416.25,0,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,0,0,124.32,0,0,0,20.01,2,9.11,0,0,0,0,0,44.31,0,0,6.4,20.56,0,0,0,49.43,20.8,0,0,51.9,0,26.39,39.19,12.78,0,42.74,70.16,341.57,654.31,148.3,8.87,0,0,118.76,0,0,0,0,0,0,41.33,0,0,2.33,0,0,65.76

96,23:45-24:00,0,92,416.25,0,0,0,0,139.68,0,42.4,0,21.92,0,0,0,0,0,0,124.32,0,0,0,20.01,2,9.11,0,0,0,0,0,44.31,0,0,6.4,20.56,0,0,0,49.43,20.8,0,0,51.9,0,26.39,39.19,4.57,0,42.74,70.16,341.57,654.31,148.3,8.87,0,0,118.76,0,0,0,0,0,0,41.33,0,0,2.33,0,0,65.76

