Block,Time,NR/01072024/31072024/Chanju/TPDDL/Jul01072024,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/06022042/L_NR_2012_02,NR/01072024/31072024/APPCPL/180/F25/TGNA/3250,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01072024/04072024/1000011434-JITPL-BRPL(DISCOM),NR/01102023/15082037/GNA_NR_2012_01,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/22052037/LT-59,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01072024/31072024/	NR/01072024/31072024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/01102023/31102037/L_NR_2019_11,L_NR_2019_19,NR/01102023/23072042/L_NR_2012_04,WR/01102023/01102023/L_NR_2020_06,NR/01102023/31052040/LT-31,WR/01102023/16072048/L_NR_2022_08,WR/01102023/24112044/L_NR_2020_07,NR/01072024/31072024/R2,NR/01102023/06022042/L_NR_2012_07,NR/30092023/31122025/SH-07,NR/01072024/31072024/NDMC/D-55/EE(POWER)2024,WR/01102023/30052048/L_NR_2022_10,NR/01102023/14082046/L_NR_2021_16,NR/01102023/05012040/L_NR_2020_02,WR/01102023/01102023/L_NR_2022_09,WR/01102023/31032046/L_NR_2020_05,NR/22102023/11042047/L_NR_2021_17,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_36,NR/01042024/31072024/LT_MEJA_DELHI,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02122045/L_NR_2021_13,NR/01072024/31072024/IIPL/JPL(SH)-BRPL/BRPL T-249/24-25/1,SR/01102023/07102043/L_NR_2018_61,WR/01102023/29112042/L_NR_2019_05,NR/01102023/13082046/L_NR_2021_12,NR/26072023/25122043/L_NR_2023_10,NR/01072024/15072024/NR/01072024/15072024/717759,NR/01102023/30042040/GNA_LT_35,NR/01072024/31072024/NDMC/D-54/EE(POWER)2024,NR/22102023/11042047/L_NR_2021_16,NR/01102023/02012046/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,NR/30092023/26122029/SH-06,NR/01072024/31072024/IIPL/JPL(TM)-BRPL/BRPLT-169/24-25/02
6,01:15-01:30,18.680000,0.000000,261.700000,38.560000,29.770000,96.390000,100.420000,272.540000,10.390000,0,0,0.000000,10.580000,0,0.000000,23,0.000000,21.66,23,24.100000,76.430000,30.840000,24.830000,50,0,8.620000,50,69,0,115.220000,0.000000,15.550000,0,0,0,72.290000,22.01,0,0,0,192.780000,0.000000,12.420000,0,0,0,30.840000,96.390000

7,01:30-01:45,18.680000,0.000000,261.700000,38.560000,29.770000,96.390000,71.500000,272.540000,10.390000,0,0,0.000000,10.580000,0,0.000000,22.84,0.000000,20.34,22.83,24.100000,76.430000,30.840000,24.830000,50,0,8.620000,50,68.5,0,115.220000,0.000000,15.550000,0,0,0,72.290000,22.01,0,0,0,192.780000,0.000000,12.420000,0,0,0,30.840000,96.390000

8,01:45-02:00,18.680000,0.000000,261.700000,38.560000,28.760000,96.390000,53.010000,272.540000,10.390000,0,0,0.000000,10.580000,0,0.000000,22.66,0.000000,19.66,22.67,24.100000,76.430000,30.840000,24.830000,50,0,8.620000,50,68,0,70.270000,0.000000,15.550000,0,0,0,72.290000,22.01,0,0,0,192.780000,0.000000,12.420000,0,0,0,30.840000,96.390000

9,02:00-02:15,18.500000,0.000000,261.700000,38.560000,28.760000,96.390000,53.010000,272.540000,10.390000,0,0,0.000000,10.580000,0,0.000000,22.5,0.000000,21,22.5,24.100000,57.540000,25.380000,24.830000,50,0,8.340000,50,67.5,0,70.270000,0.000000,15.550000,0,0,0,72.290000,18.2,0,0,0,192.780000,0.000000,12.420000,0,0,0,30.840000,96.390000

10,02:15-02:30,18.500000,0.000000,261.700000,38.560000,28.760000,96.390000,53.010000,272.540000,10.390000,0,0,0.000000,10.580000,0,0.000000,22.34,0.000000,21,22.33,24.100000,57.540000,25.380000,24.830000,50,0,8.340000,50,67,0,70.270000,0.000000,7.710000,0,0,0,72.290000,18.6,0,0,0,192.780000,0.000000,12.420000,0,0,0,30.840000,96.390000

11,02:30-02:45,18.500000,0.000000,227.080000,38.560000,28.760000,96.390000,53.010000,272.540000,10.390000,0,0,0.000000,10.580000,0,0.000000,21.66,0.000000,21,21.67,24.100000,57.540000,25.940000,24.830000,50,0,8.340000,50,65,0,70.270000,0.000000,7.710000,0,0,0,72.290000,18.8,0,0,0,192.780000,0.000000,12.420000,0,0,0,25.940000,96.390000

12,02:45-03:00,18.500000,0.000000,227.080000,38.560000,28.760000,96.390000,53.010000,272.540000,10.390000,0,0,0.000000,10.580000,0,0.000000,21.5,0.000000,21.34,21.5,24.100000,57.540000,25.940000,24.830000,50.33,0,8.340000,50.33,64.5,0,70.270000,0.000000,7.710000,0,0,0,72.290000,18.2,0,0,0,192.780000,0.000000,12.420000,0,0,0,25.940000,96.390000

13,03:00-03:15,18.310000,0.000000,171.230000,0.000000,28.760000,96.390000,53.010000,272.540000,10.390000,0,0,0.000000,10.580000,0,0.000000,21.66,0.000000,21,21.67,24.100000,57.540000,25.940000,24.830000,45,0,8.070000,45,65,0,70.270000,0.000000,7.710000,0,0,0,72.290000,23.81,0,0,0,192.780000,0.000000,12.420000,0,0,0,25.940000,96.390000

14,03:15-03:30,18.310000,0.000000,171.230000,0.000000,28.760000,96.390000,53.010000,272.540000,10.390000,0,0,0.000000,10.580000,0,0.000000,21.5,0.000000,21,21.5,24.100000,57.540000,25.940000,24.830000,45.33,0,8.070000,45.33,64.5,0,70.270000,0.000000,7.710000,0,0,0,72.290000,24.41,0,0,0,192.780000,0.000000,12.420000,0,0,0,25.940000,96.390000

15,03:30-03:45,18.310000,0.000000,171.230000,0.000000,28.760000,96.390000,53.010000,272.540000,10.390000,0,0,0.000000,10.580000,0,0.000000,21.16,0.000000,18.34,21.17,24.100000,57.540000,25.940000,24.830000,39.67,0,8.070000,39.67,63.5,0,70.270000,0.000000,7.710000,0,0,0,72.290000,23.41,0,0,0,192.780000,0.000000,12.420000,0,0,0,25.940000,96.390000

16,03:45-04:00,18.310000,0.000000,139.770000,0.000000,28.760000,96.390000,53.010000,272.540000,10.390000,0,0,0.000000,10.580000,0,0.000000,20.84,0.000000,18.34,20.83,24.100000,57.540000,25.940000,24.830000,40,0,8.070000,40,62.5,0,70.270000,0.000000,7.710000,0,0,0,72.290000,22.61,0,0,0,192.780000,0.000000,12.420000,0,0,0,25.940000,96.390000

17,04:00-04:15,18.030000,0.000000,110.850000,0.000000,28.760000,96.390000,53.010000,272.540000,10.390000,0,0,0.000000,10.580000,0,0.000000,20.5,0.000000,21.66,20.5,24.100000,57.540000,25.940000,24.830000,47.67,0,7.690000,47.67,61.5,0,70.270000,0.000000,7.710000,0,0,0,72.290000,22.61,0,0,0,192.780000,0.000000,12.420000,0,0,0,25.940000,96.390000

18,04:15-04:30,18.030000,0.000000,110.850000,0.000000,28.760000,96.390000,53.010000,272.540000,10.390000,0,0,0.000000,10.580000,0,0.000000,20.16,0.000000,21.34,20.17,24.100000,57.540000,25.940000,24.830000,47.33,0,7.690000,47.33,60.5,0,70.270000,0.000000,3.860000,0,0,0,72.290000,22.81,0,0,0,192.780000,0.000000,12.420000,0,0,0,25.940000,96.390000

19,04:30-04:45,18.030000,0.000000,110.850000,0.000000,28.760000,96.390000,53.010000,272.540000,10.390000,0,0,0.000000,10.580000,0,0.000000,20,0.000000,21,20,24.100000,57.540000,25.940000,24.830000,47,0,7.690000,47,60,0,70.270000,0.000000,3.860000,0,0,0,72.290000,22.21,0,0,0,192.780000,0.000000,12.420000,0,0,0,25.940000,96.390000

20,04:45-05:00,18.030000,0.000000,110.850000,0.000000,28.760000,96.390000,53.010000,272.540000,10.390000,0,0,0.000000,10.580000,0,0.000000,19.66,0.000000,20.66,19.67,24.100000,57.540000,25.940000,24.830000,46.67,0,7.690000,46.67,59,0,70.270000,0.000000,3.860000,0,0,0,72.290000,22.21,0,0,0,192.780000,0.000000,12.420000,0,0,0,25.940000,96.390000

21,05:00-05:15,17.760000,0.000000,110.850000,0.000000,29.260000,96.390000,53.010000,272.540000,10.390000,0,0,0.000000,10.580000,0,0.000000,19.34,0.000000,17,19.33,24.100000,57.540000,25.940000,24.830000,36.67,0,7.410000,36.67,58,0,70.270000,0.000000,3.860000,0,0,0,72.290000,20.8,0,0,0,192.780000,0.000000,12.420000,0,0,0,25.940000,96.390000

22,05:15-05:30,17.760000,0.000000,110.850000,0.000000,29.260000,96.390000,53.010000,272.540000,10.390000,0,0,0.000000,10.580000,0,0.000000,19.16,0.000000,17.34,19.17,24.100000,57.540000,25.940000,24.830000,36.67,0,7.410000,36.67,57.5,0,70.270000,0.000000,3.860000,0,0,0,72.290000,19.8,0,0,0,192.780000,0.000000,12.420000,0,0,0,25.940000,96.390000

23,05:30-05:45,17.760000,0.000000,110.850000,0.000000,29.260000,96.390000,53.010000,272.540000,10.390000,0,0,0.000000,10.580000,0.165784,0.000000,19,0.000000,17.34,19,24.100000,57.540000,25.940000,24.830000,36.67,0,7.410000,36.67,57,0,70.270000,0.000000,3.860000,0,0,0,72.290000,15.6,0,0,0,192.780000,0.000000,12.420000,0,0,0,25.940000,96.390000

24,05:45-06:00,17.760000,0.000000,110.850000,0.000000,29.260000,96.390000,53.010000,272.540000,10.390000,0,0,0.000000,10.580000,0.2438,0.000000,19,0.000000,17.66,19,24.100000,57.540000,25.940000,24.830000,36.67,0,7.410000,36.67,57,0,70.270000,0.000000,3.860000,0,0,0.28,72.290000,15.4,0,1.43,0,192.780000,0.000000,12.420000,0,0,0.2,25.940000,96.390000

25,06:00-06:15,17.490000,0.000000,110.850000,0.000000,29.770000,96.390000,53.010000,272.540000,10.390000,0,6.33,0.000000,10.580000,0.497352,0.000000,16.34,0.000000,17.66,16.33,24.100000,57.540000,25.940000,24.830000,37.67,0,7.050000,37.67,49,0,70.270000,0.000000,3.860000,0.94,1,0.51,72.290000,14.6,6.25,2.54,1,192.780000,0.000000,12.420000,1,0,1,25.940000,96.390000

26,06:15-06:30,17.490000,0.000000,110.850000,0.000000,29.770000,96.390000,53.010000,272.540000,10.390000,2,11.91,0.000000,10.580000,1.492056,0.000000,16.66,0.210000,17.66,16.67,24.100000,57.540000,25.940000,24.830000,38.33,0,7.050000,38.33,50,1,70.270000,0.210000,3.860000,3.31,4,1.19,72.290000,14,9.09,5.93,1,192.780000,0.210000,12.420000,2,0,2,25.940000,96.390000

27,06:30-06:45,17.490000,0.000000,110.850000,0.000000,29.770000,96.390000,53.010000,272.540000,10.390000,4.9,16.37,0.000000,10.580000,2.857336,0.000000,17,0.640000,18.34,17,24.100000,57.540000,25.940000,24.830000,39.67,0,7.050000,39.67,51,3,70.270000,0.650000,3.860000,5.32,7,2.28,72.290000,13.8,13.1,11.38,3,192.780000,0.640000,12.420000,5,0,5,25.940000,96.390000

28,06:45-07:00,17.490000,0.000000,110.850000,0.000000,30.280000,96.390000,53.010000,272.540000,10.390000,9.4,22.59,0.000000,10.580000,4.602944,0.000000,17.16,1.000000,19.66,17.17,24.100000,57.540000,25.940000,24.830000,40.33,0,7.050000,40.33,51.5,4,70.270000,1.030000,3.860000,7.98,14,3.87,72.290000,13.8,22.03,19.38,6,192.780000,1.000000,12.420000,8,0,6,25.940000,96.390000

29,07:00-07:15,17.300000,0.000000,110.850000,0.000000,30.780000,96.390000,53.010000,231.340000,10.390000,16.9,29.76,0.000000,10.580000,6.709376,0.000000,17.5,1.470000,20.34,17.5,24.100000,57.540000,25.940000,24.830000,41,0,6.770000,41,52.5,5,70.270000,1.500000,3.860000,11.95,21,5.71,72.290000,10.81,33,28.58,9,192.780000,1.470000,12.420000,11,0,7,25.940000,96.390000

30,07:15-07:30,17.300000,0.000000,110.850000,0.000000,31.290000,96.390000,53.010000,192.780000,10.390000,27.2,33,0.000000,10.580000,9.176632,0.000000,17.66,2.020000,21,17.67,24.100000,57.540000,25.940000,24.830000,43.67,0,6.770000,43.67,53,8,70.270000,2.060000,3.860000,17.22,35,7.92,72.290000,10.81,33,39.59,15,192.780000,2.020000,12.420000,16,0,10,25.940000,96.390000

31,07:30-07:45,17.300000,0.000000,110.850000,0.000000,31.290000,96.390000,53.010000,149.900000,10.390000,33,33,0.000000,10.580000,10.795464,0.000000,17.84,2.650000,14.34,17.83,24.100000,57.540000,25.940000,24.830000,39.33,0,6.770000,39.33,53.5,10,70.270000,2.710000,3.860000,16.67,42,10.53,72.290000,10.81,33,52.68,18,192.780000,2.650000,12.420000,20,0,14.5,25.940000,96.390000

32,07:45:08:00,17.300000,0.000000,110.850000,0.000000,31.290000,96.390000,53.010000,149.900000,10.390000,33,33,0.000000,10.580000,12.667848,0.000000,18.34,3.640000,15,18.33,24.100000,57.540000,25.940000,24.830000,40.33,0,6.770000,40.33,55,13,70.270000,3.730000,3.860000,18.34,53,13.27,72.290000,10.81,33,66.36,22,192.780000,3.640000,12.420000,27,0,17.5,25.940000,96.390000

33,08:00-08:15,17.120000,0.000000,110.850000,0.000000,30.290000,0.000000,53.010000,167.990000,10.390000,33,33,0.000000,10.580000,14.569488,0.000000,15.5,4.660000,15.34,15.5,0.000000,57.540000,25.940000,24.830000,40.67,0,6.490000,40.67,46.5,12,70.270000,4.780000,3.860000,25,56,16.43,0.000000,10.81,33,82.16,24,0.000000,4.660000,12.420000,25,0,21.5,25.940000,0.000000

34,08:15-08:30,17.120000,0.000000,110.850000,0.000000,30.290000,0.000000,53.010000,167.990000,10.310000,33,33,0.000000,10.580000,16.500384,0.000000,15.5,5.690000,15.66,15.5,0.000000,57.540000,25.940000,24.830000,41.33,0,6.490000,41.33,46.5,15,70.270000,5.840000,3.860000,32,67,19.73,0.000000,10.81,33,98.68,28,0.000000,5.690000,12.420000,32,0,24.5,25.940000,0.000000

35,08:30-08:45,17.120000,0.000000,110.850000,0.000000,31.290000,0.000000,53.010000,167.990000,10.310000,33,33,0.000000,10.580000,19.591768,0.000000,15.84,6.740000,16.66,15.83,0.000000,57.540000,25.940000,24.830000,36.67,0,6.490000,36.67,47.5,19,70.270000,6.900000,3.860000,36.34,81,21.06,0.000000,10.81,33,105.33,34,0.000000,6.740000,12.420000,39,0,24.5,25.940000,0.000000

36,08:45:09:00,17.120000,0.000000,110.850000,0.000000,30.290000,0.000000,53.010000,167.990000,10.310000,33,33,0.000000,10.580000,22.878192,0.000000,16,7.720000,17.34,16,0.000000,57.540000,25.940000,24.830000,37.33,0,6.490000,37.33,48,22,70.270000,7.910000,3.860000,43.41,95,23.98,0.000000,10.81,33,119.88,40,0.000000,7.720000,12.420000,46,0,27.5,25.940000,0.000000

37,09:00:09:15,16.940000,0.000000,110.850000,0.000000,30.280000,0.000000,53.010000,167.990000,10.310000,33,33,0.000000,10.580000,26.447424,0.000000,16.84,8.610000,18,16.83,0.000000,57.540000,25.940000,24.830000,38.33,0,6.210000,38.33,50.5,25,70.270000,8.820000,3.860000,49,109,26.78,0.000000,9.01,33,133.9,46,0.000000,8.610000,12.420000,51,0,30,25.940000,0.000000

38,09:15-09:30,16.940000,0.000000,110.850000,0.000000,30.790000,0.000000,53.010000,167.990000,10.310000,33,33,0.000000,10.580000,30.123928,0.000000,15.82,9.450000,19,15.81,0.000000,57.540000,25.940000,24.830000,40,0,6.210000,40,47.44,27,70.270000,9.690000,3.860000,55,120,30.08,0.000000,9.01,33,150.43,52,0.000000,9.450000,12.420000,58,0,32,25.940000,0.000000

39,09:30-09:45,16.940000,0.000000,110.850000,0.000000,30.790000,0.000000,53.010000,167.990000,10.390000,33,33,0.000000,10.580000,32.581432,0.000000,16.43,10.230000,20,16.43,0.000000,57.540000,25.940000,24.830000,41,0,6.210000,41,49.28,32,70.270000,10.480000,3.860000,61,130,32.06,0.000000,9.01,33,160.31,55,0.000000,10.230000,12.420000,66,0,38.5,25.940000,0.000000

40,09:45-10:00,16.940000,0.000000,110.850000,0.000000,30.790000,0.000000,53.010000,167.990000,10.390000,33,33,0.000000,10.580000,34.96092,0.000000,16.97,10.940000,20.66,16.97,0.000000,57.540000,25.940000,24.830000,42,0,6.210000,42,50.92,33,70.270000,11.220000,3.860000,66,137,34.55,0.000000,9.01,33,172.78,58,0.000000,10.940000,12.420000,70,0,38.5,25.940000,0.000000

41,10:00-10:15,16.740000,0.000000,110.850000,0.000000,29.260000,0.000000,53.010000,167.990000,10.850000,33,33,0.000000,10.580000,36.921072,0.000000,17.6,11.650000,16.66,17.62,0.000000,57.540000,25.940000,24.830000,39.33,0,6.020000,39.33,52.85,35,70.270000,11.940000,3.860000,71,151,37.92,0.000000,9.01,33,189.59,64,0.000000,11.650000,12.420000,73,0,39.5,25.940000,0.000000

42,10:15-10:30,16.740000,0.000000,110.850000,0.000000,29.770000,0.000000,53.010000,167.990000,10.850000,33,33,0.000000,10.580000,38.481392,0.000000,18.09,12.250000,18.34,18.08,0.000000,57.540000,25.940000,24.830000,41.67,0,6.020000,41.67,54.24,37,70.270000,12.560000,3.860000,75,158,39.74,0.000000,9.01,33,198.68,67,0.000000,12.250000,12.420000,78,0,41.5,25.940000,0.000000

43,10:30-10:45,16.740000,0.000000,110.850000,0.000000,29.770000,0.000000,53.010000,167.990000,10.850000,33,33,0.000000,10.200000,42.32368,0.000000,18.63,12.810000,18.66,18.62,0.000000,57.540000,25.940000,24.830000,44.67,0,6.020000,44.67,55.88,39,70.270000,13.120000,3.860000,78,167,36.33,0.000000,7.41,33,181.68,71,0.000000,12.810000,12.420000,83,0,40.5,25.940000,0.000000

44,10:45-11:00,16.740000,0.000000,110.850000,0.000000,29.770000,0.000000,53.010000,167.990000,10.850000,33,33,0.000000,10.200000,48.184632,0.000000,19.1,13.240000,19.34,19.09,0.000000,57.540000,25.940000,24.830000,46.67,0,6.020000,46.67,57.28,41,70.270000,13.560000,3.860000,81,174,37.35,0.000000,7.41,33,186.76,74,0.000000,13.240000,12.420000,87,0,41.5,25.940000,0.000000

45,11:00-11:15,16.740000,0.000000,110.850000,0.000000,29.770000,0.000000,53.010000,167.990000,10.080000,33,33,0.000000,10.200000,53.860296,0.000000,24.16,13.620000,26,24.17,0.000000,57.540000,25.940000,24.830000,48.33,0,5.840000,48.33,72.5,43,70.270000,13.960000,3.860000,83,179,36.85,0.000000,7.41,33,184.26,76,0.000000,13.620000,12.420000,89,0,43.5,25.940000,0.000000

46,11:15-11:30,16.740000,0.000000,110.850000,0.000000,29.770000,0.000000,53.010000,167.990000,10.080000,33,33,0.000000,10.200000,59.233648,0.000000,24.84,13.860000,26.66,24.83,0.000000,57.540000,25.940000,24.830000,49.33,0,5.840000,49.33,74.5,43,70.270000,14.200000,3.860000,84,182,36.51,0.000000,7.41,33,182.53,78,0.000000,13.860000,12.420000,89,0,43.5,25.940000,0.000000

47,11:30-11:45,16.740000,0.000000,110.850000,0.000000,29.260000,0.000000,53.010000,167.990000,10.080000,33,33,0.000000,10.350000,55.68392,0.000000,25.84,14.110000,27.34,25.83,0.000000,57.540000,25.940000,24.830000,51.67,0,5.840000,51.67,77.5,43,70.270000,14.470000,3.860000,87,182,36.3,0.000000,7.41,33,181.53,78,0.000000,14.110000,12.420000,89,0,43.5,25.940000,0.000000

48,11:45-12:00,16.740000,0.000000,110.850000,0.000000,29.260000,0.000000,53.010000,167.990000,10.080000,33,33,0.000000,10.350000,51.705104,0.000000,26.5,14.180000,27.66,26.5,0.000000,57.540000,25.940000,24.830000,52.67,0,5.840000,52.67,79.5,43,70.270000,14.540000,3.860000,87,182,36.24,0.000000,7.41,33,181.2,78,0.000000,14.180000,12.420000,89,0,44.5,25.940000,0.000000

49,12:00-12:15,13.160000,0.000000,110.850000,0.000000,26.740000,0.000000,53.010000,167.990000,5.660000,33,33,0.000000,10.350000,47.365464,0.000000,20.84,14.260000,21.66,20.83,0.000000,57.540000,25.940000,24.830000,40,0,5.740000,40,62.5,41,70.270000,14.620000,3.860000,87,175,43.33,0.000000,7.41,33,216.67,75,0.000000,14.260000,12.420000,86,0,45,25.940000,0.000000

50,12:15-12:30,13.160000,0.000000,110.850000,0.000000,26.740000,0.000000,53.010000,167.990000,5.660000,33,33,0.000000,10.350000,42.56748,0.000000,21.16,14.320000,22,21.17,0.000000,57.540000,25.940000,24.830000,40.67,0,5.740000,40.67,63.5,41,70.270000,14.670000,3.860000,87,175,43.33,0.000000,7.41,33,216.67,75,0.000000,14.320000,12.420000,86,0,45,25.940000,0.000000

51,12:30-12:45,13.160000,0.000000,110.850000,0.000000,26.740000,0.000000,53.010000,167.990000,5.270000,33,33,0.000000,10.350000,46.087952,0.000000,21.66,14.280000,22.66,21.67,0.000000,57.540000,25.940000,24.830000,41.33,0,5.740000,41.33,65,41,70.270000,14.630000,3.860000,85,172,40.83,0.000000,7.41,33,204.17,73,0.000000,14.280000,12.420000,86,0,45,25.940000,0.000000

52,12:45-13:00,13.160000,0.000000,110.850000,0.000000,26.740000,0.000000,53.010000,167.990000,5.270000,33,33,0.000000,10.350000,49.39388,0.000000,22.16,14.250000,24,22.17,0.000000,57.540000,25.940000,24.830000,42.67,0,5.740000,42.67,66.5,41,70.270000,14.610000,3.860000,85,169,40.83,0.000000,7.41,33,204.17,73,0.000000,14.250000,12.420000,86,0,44.5,25.940000,0.000000

53,13:00-13:15,13.160000,0.000000,110.850000,0.000000,25.740000,0.000000,53.010000,167.990000,10.390000,33,33,0.000000,10.580000,53.431208,0.000000,27.5,14.190000,28.66,27.5,0.000000,57.540000,25.940000,24.830000,55,0,5.740000,55,82.5,40,70.270000,14.540000,3.860000,84,168,40.83,0.000000,7.41,33,204.17,72,0.000000,14.190000,12.420000,85,0,44.5,25.940000,0.000000

54,13:15-13:30,13.160000,0.000000,110.850000,0.000000,25.740000,0.000000,53.010000,167.990000,10.390000,33,33,0.000000,10.580000,58.043904,0.000000,28.16,15.190000,29,28.17,0.000000,57.540000,25.940000,24.830000,56,0,5.740000,56,84.5,40,70.270000,15.580000,3.860000,83,168,40.83,0.000000,7.41,33,204.17,72,0.000000,15.190000,12.420000,85,0,44.5,25.940000,0.000000

55,13:30-13:45,13.160000,0.000000,110.850000,0.000000,25.740000,0.000000,53.010000,167.990000,10.390000,33,33,0.000000,10.580000,58.619272,0.000000,29.16,14.840000,29,29.17,0.000000,57.540000,25.940000,24.830000,56.67,0,5.740000,56.67,87.5,40,70.270000,15.210000,3.860000,82,175,45,0.000000,7.61,33,225,75,0.000000,14.840000,12.420000,85,0,43.5,25.940000,0.000000

56,13:45-14:00,13.160000,0.000000,110.850000,0.000000,25.740000,0.000000,53.010000,167.990000,10.390000,33,33,0.000000,10.580000,61.48636,0.000000,29.66,14.550000,29,29.67,0.000000,57.540000,25.940000,24.830000,58,0,5.740000,58,89,39,70.270000,14.920000,3.860000,82,172,45,0.000000,8.41,33,225,73,0.000000,14.550000,12.420000,83,0,43.5,25.940000,0.000000

57,14:00-14:15,16.380000,0.000000,110.850000,0.000000,28.250000,0.000000,53.010000,167.990000,10.390000,33,33,0.000000,10.580000,63.787832,0.000000,30.84,14.200000,29,30.83,0.000000,57.540000,25.940000,24.830000,59,0,5.930000,59,92.5,38,70.270000,14.550000,3.860000,80,165,45,0.000000,13,33,225,70,0.000000,14.200000,12.420000,80,0,42.5,25.940000,0.000000

