Block,Time,KHSTPP-II,BRBCL,KUDGI,TALA,SASAN,UNCHAHAR3,KHSTPP-I,FSTPP I & II,JHAJJAR,SINGRAULI,DADRI_CRF,ANTA_CRF,RAPPC,SALAL,ANTA_GF,RAPPB,KOLDAM,PARBATI3,DADRI_RF,RIHAND2,DADRI_LF,AURY_LF,SINGRAULI_HYDRO,AURY_GF,DADRT2,DADRI_GF,ANTA_LF,KISHANGANGA,TANAKPUR,RIHAND1,DHAULIGNGA,CHAMERA1,SEWA2,KOTESHWR,ANTA_RF,URI2,URI,BSIUL,UNCHAHAR1,TEHRI,RIHAND3,CHAMERA2,NJPC,DULHASTI,UNCHAHAR2,NAPP,RAMPUR,CHAMERA3,TANDA2,UNCHAHAR4,AURY_CRF,AURY_RF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
1,00:00-00:15,142.750749,12.757661,125.80,0.000000,405.243729,25.854802,40.530179,16.141236,636.640056,137.413400,0.000000,0.000000,53.407983,77.588251,0.000000,0.000000,2.350658,15.551277,23.435372,115.727243,0.000000,0.000000,0.976787,0.000000,666.018571,0.000000,0.000000,2.113900,4.958495,44.173273,37.135857,40.786697,16.053045,8.668942,0.000000,33.462286,44.870314,12.684225,20.084614,25.034071,121.248253,40.512341,154.849101,50.308022,41.659485,39.004764,1.697909,29.586066,1.347745,0.783837,0.000000,0.000000,0,0,0,0,0

2,00:15-00:30,142.750749,12.512505,125.80,0.000000,405.243729,25.854802,40.530179,16.141236,636.640056,137.413400,0.000000,0.000000,53.407983,77.588251,0.000000,0.000000,2.350658,15.551277,23.435372,115.727243,0.000000,0.000000,0.976787,0.000000,666.018571,0.000000,0.000000,2.113900,4.958495,44.173273,37.135857,40.786697,16.053045,8.668942,0.000000,33.462286,44.870314,12.684225,20.084614,25.034071,121.248253,40.512341,154.849101,50.308022,41.659485,39.004764,1.697909,29.586066,1.347745,0.783837,0.000000,0.000000,0,0,0,0,0

3,00:30-00:45,142.750749,12.900865,125.80,0.000000,405.243729,25.854802,39.942785,16.141236,636.640056,137.413400,0.000000,0.000000,53.407983,77.588251,0.000000,0.000000,2.350658,3.239850,23.435372,115.727243,0.000000,0.000000,0.976787,0.000000,666.018571,0.000000,0.000000,2.113900,7.437742,44.173273,37.135857,40.786697,16.053045,8.668942,0.000000,33.462286,44.870314,12.684225,20.084614,25.034071,121.248253,40.512341,154.849101,50.308022,41.659485,39.004764,1.697909,29.586066,1.347745,0.783837,0.000000,0.000000,0,0,0,0,0

4,00:45-01:00,142.750749,12.220364,125.80,0.000000,405.243729,25.854802,39.942785,16.141236,636.640056,137.413400,0.000000,0.000000,53.407983,77.588251,0.000000,0.000000,2.350658,3.239850,23.435372,115.727243,0.000000,0.000000,0.976787,0.000000,666.018571,0.000000,0.000000,2.113900,7.437742,44.173273,37.135857,40.786697,16.053045,8.668942,0.000000,33.462286,44.870314,12.684225,20.084614,25.034071,121.248253,40.512341,154.849101,50.308022,41.659485,39.004764,1.697909,29.586066,1.347745,0.783837,0.000000,0.000000,0,0,0,0,0

5,01:00-01:15,142.750749,12.539221,96.77,0.000000,405.243729,25.854802,39.942785,16.141236,636.640056,137.413400,0.000000,0.000000,53.407983,78.712718,0.000000,0.000000,2.350658,3.239850,19.354000,115.727243,0.000000,0.000000,0.976787,0.000000,666.018571,0.000000,0.000000,2.113900,11.404538,44.173273,37.135857,40.786697,16.053045,8.668942,0.000000,33.462286,47.006995,12.684225,20.084614,25.034071,121.248253,40.512341,154.849101,50.308022,41.659485,39.004764,1.697909,29.586066,1.347745,0.783837,0.000000,0.000000,0,0,0,0,0

6,01:15-01:30,142.750749,9.364571,96.77,0.000000,405.243729,25.854802,39.942785,16.141236,636.640056,137.413400,0.000000,0.000000,53.407983,78.712718,0.000000,0.000000,2.350658,3.239850,9.677000,115.727243,0.000000,0.000000,0.976787,0.000000,666.018571,0.000000,0.000000,2.113900,11.404538,44.173273,37.135857,40.786697,16.053045,8.668942,0.000000,33.462286,47.006995,12.684225,20.084614,25.034071,121.248253,40.512341,154.849101,50.308022,41.659485,39.004764,1.697909,29.586066,1.347745,0.783837,0.000000,0.000000,0,0,0,0,0

7,01:30-01:45,142.750749,11.703215,58.06,0.000000,405.243729,25.854802,39.942785,16.141236,636.640056,137.413400,0.000000,0.000000,53.407983,78.712718,0.000000,0.000000,2.350658,3.239850,9.677000,115.727243,0.000000,0.000000,0.976787,0.000000,666.018571,0.000000,0.000000,2.113900,11.404538,44.173273,37.135857,40.786697,16.053045,8.668942,0.000000,33.462286,44.870314,12.684225,20.084614,25.034071,121.248253,40.512341,154.849101,50.308022,41.659485,39.004764,1.697909,29.586066,1.347745,0.783837,0.000000,0.000000,0,0,0,0,0

8,01:45-02:00,142.750749,9.562437,55.16,0.000000,405.243729,25.854802,39.942785,16.141236,636.640056,137.413400,0.000000,0.000000,53.407983,78.712718,0.000000,0.000000,2.350658,3.239850,9.677000,115.727243,0.000000,0.000000,0.976787,0.000000,666.018571,0.000000,0.000000,2.113900,11.404538,44.173273,37.135857,40.786697,16.053045,8.668942,0.000000,33.462286,44.870314,12.684225,20.084614,25.034071,121.248253,40.512341,154.849101,50.308022,41.659485,39.004764,1.697909,29.586066,1.347745,0.783837,0.000000,0.000000,0,0,0,0,0

9,02:00-02:15,142.750749,11.362368,19.35,0.000000,405.243729,25.854802,39.942785,16.141236,636.640056,137.413400,0.000000,0.000000,53.407983,78.712718,0.000000,0.000000,2.350658,3.239850,9.677000,115.727243,0.000000,0.000000,0.976787,0.000000,666.018571,0.000000,0.000000,2.113900,11.404538,44.173273,37.135857,40.786697,16.053045,8.668942,0.000000,33.462286,44.870314,12.684225,20.084614,25.034071,121.248253,40.512341,154.849101,50.308022,41.659485,39.004764,1.697909,29.586066,1.347745,0.783837,0.000000,0.000000,0,0,0,0,0

10,02:15-02:30,142.750749,12.267348,19.35,0.000000,405.243729,25.854802,39.942785,16.141236,636.640056,137.413400,0.000000,0.000000,53.407983,78.712718,0.000000,0.000000,2.350658,3.239850,9.677000,115.727243,0.000000,0.000000,0.976787,0.000000,666.018571,0.000000,0.000000,2.113900,5.578307,44.173273,37.135857,40.786697,16.053045,8.668942,0.000000,33.462286,44.870314,12.684225,20.084614,25.034071,121.248253,40.512341,154.849101,50.308022,41.659485,39.004764,1.697909,29.586066,1.347745,0.783837,0.000000,0.000000,0,0,0,0,0

11,02:30-02:45,142.750749,10.325442,19.35,0.000000,405.243729,25.854802,39.942785,16.141236,636.640056,137.413400,0.000000,0.000000,53.407983,78.712718,0.000000,0.000000,2.350658,3.239850,9.677000,115.727243,0.000000,0.000000,0.976787,0.000000,666.018571,0.000000,0.000000,2.113900,5.578307,44.173273,37.135857,40.786697,16.053045,8.668942,0.000000,33.462286,44.870314,12.684225,20.084614,25.034071,121.248253,40.512341,154.849101,50.308022,41.659485,39.004764,1.697909,29.586066,1.347745,0.783837,0.000000,0.000000,0,0,0,0,0

12,02:45-03:00,142.750749,12.672394,19.35,0.000000,405.243729,25.854802,39.942785,16.141236,636.640056,137.413400,0.000000,0.000000,53.407983,78.712718,0.000000,0.000000,2.350658,3.239850,9.677000,115.727243,0.000000,0.000000,0.976787,0.000000,666.018571,0.000000,0.000000,2.113900,5.578307,44.173273,37.135857,40.786697,16.053045,8.668942,0.000000,33.462286,44.870314,12.684225,20.084614,25.034071,121.248253,40.512341,154.849101,50.308022,41.659485,39.004764,1.697909,29.586066,1.347745,0.783837,0.000000,0.000000,0,0,0,0,0

13,03:00-03:15,142.750749,15.686642,19.35,0.000000,405.243729,25.854802,39.942785,16.141236,636.640056,137.413400,0.000000,0.000000,53.407983,78.712718,0.000000,0.000000,2.350658,3.239850,9.677000,115.727243,0.000000,0.000000,0.976787,0.000000,647.961566,0.000000,0.000000,2.113900,6.817930,44.173273,37.135857,40.786697,16.053045,8.668942,0.000000,32.779383,47.006995,12.684225,20.084614,25.034071,121.248253,40.512341,154.849101,50.308022,41.659485,39.004764,1.697909,29.586066,1.347745,0.783837,0.000000,0.000000,0,0,0,0,0

