Column1,Time,WR/01102023/29112042/RUMS(L_NR_2019_06),GNARE/SR/2025/01/13/4532,WR/01102023/01102023/L_NR_2020_06,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,L_NR_2019_19,NR/01102023/13082046/L_NR_2021_12,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2022_09,NR/01102023/08032047/L_NR_2021_14,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/16072048/L_NR_2022_08,GNA/NR/2025/06/16/8791,GNA/NR/2025/04/01/8510,GNA/NR/2025/06/01/7786,GNA/NR/2025/06/01/7663,NR/01102023/06022042/L_NR_2012_07,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/06/01/2569,GNA/NR/2025/06/01/4973,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_17,NR/26072023/25122043/L_NR_2023_10,GNARE/NR/2024/12/20/3668,NR/22102023/11042047/L_NR_2021_16,NR/01102023/02122045/L_NR_2021_13,NR/26072023/31072042/L_NR_2023_07,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/04/01/8964,NR/01102023/06022042/L_NR_2012_02,NR/01102023/22052037/LT-59,NR/01102023/30042040/GNA_LT_35,NR/01102023/31102037/L_NR_2019_11,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/04/01/8456,GNA/NR/2025/06/07/5932,NR/30092023/31122025/SH-07,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/19072037/LT-05,NR/01102023/31052040/LT-31,NR/30092023/26122029/SH-06,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/06/01/2868,GNA/NR/2025/06/01/7762,GNA/NR/2025/06/20/3628,GNA/NR/2025/06/01/9719,GNA/NR/2025/06/01/9257,GNA/NR/2025/06/01/7782,GNA/NR/2025/06/01/5280,GNA/NR/2025/06/16/6051,GNA/NR/2025/06/01/4444
62,15:15-15:30,33,43.02,29.17,29.17,0,32.84,168.05,33,0,79,87.49,33,31.33,15.33,8.61,33.86,33.86,56.71,53.21,44.02,33.86,33,36,60,73.73,72,33.61,0,169.4,3.97,83.31,10.53,13.18,10.8,7.03,5.81,-78.68,26.97,28.26,70.53,13.18,26.97,15.09,10.18,17.41,16.93,20.87,16.93,16.93,11.92,11.93,19.35,135.44

63,15:30-15:45,33,43.02,29.17,29.17,0,31.02,131.23,33,0,67,87.49,33,31.67,15.33,8.61,33.86,33.86,56.71,53.21,44.02,33.86,30,30,54,63.03,60,26.25,0,178.83,3.97,83.31,10.53,12.31,10.8,7.03,5.81,-78.68,26.97,28.26,70.53,12.31,26.97,15.09,9.51,17.41,16.93,20.87,16.93,16.93,11.92,11.93,19.35,135.44

64,15:45-16:00,33,43.02,29.17,29.17,0,29,123.43,33,0,64,87.49,33,31.67,15.33,4.35,33.86,33.86,38.7,53.21,44.02,33.86,29,27,49,58.8,53,24.69,0,183.81,2.18,51.27,10.53,11.44,10.8,7.03,3.24,-78.68,26.97,28.26,70.53,11.44,26.97,15.09,8.84,17.41,16.93,20.87,16.93,16.93,11.92,11.93,19.35,135.44

65,16:00-16:15,33,43.02,33.33,33.33,0,26.4,115.67,33,0,59,100.01,30,31.67,15.33,8.14,33.86,33.86,38.7,53.21,44.02,33.86,26,24,45,53.38,48,23.13,0,183.81,2.18,51.27,10.53,10.41,10.8,7.51,5.51,-78.68,26.97,29.27,70.53,10.41,26.97,15.74,8.04,17.41,16.93,20.87,16.93,16.93,11.92,11.93,19.35,135.44

66,16:15-16:30,33,43.02,33.33,33.33,0,23.29,107.89,33,0,55,100.01,20,31.67,15.33,8.14,33.86,33.86,38.7,53.21,44.02,33.86,22,22,42,47.96,45,21.58,0,183.81,2.18,51.27,10.53,9.37,10.8,7.51,5.51,-78.68,26.97,29.27,70.53,9.37,26.97,15.74,7.24,17.41,16.93,20.87,16.93,16.93,11.92,11.93,19.35,135.44

67,16:30-16:45,33,43.02,30,30,0,22.2,97.42,33,0,44,90,10,31.67,15.33,8.14,33.86,33.86,38.7,53.21,44.02,33.86,17,19,37,38.85,37,19.49,0,178.22,2.18,51.27,10.53,8.33,10.8,7.51,5.51,-78.68,26.97,29.27,70.53,8.33,26.97,12.5,6.44,16.06,16.93,20.87,16.93,16.93,11.92,11.93,19.35,135.44

68,16:45-17:00,33,43.02,30,30,0,20.8,85.33,33,0,37,90,5,31.67,15.33,8.14,33.86,33.86,38.7,53.21,44.02,33.86,16,15,33,34.73,30,17.07,0,168.04,2.18,51.27,10.53,7.3,10.8,7.51,5.51,-78.68,26.97,29.27,70.53,7.3,26.97,12.5,5.63,10.68,16.93,20.87,16.93,16.93,11.92,11.93,19.35,135.44

69,17:00-17:15,33,43.02,26.67,26.67,0,17.71,74.45,33,0,30,79.99,2,26.67,15.33,8.33,33.86,33.86,38.7,53.21,44.02,33.86,12,13,27,30.78,27,14.89,0,150.44,3.99,51.27,10.61,6.32,10.8,8.45,4.74,-0,26.97,29.27,70.53,6.32,26.97,12.5,4.88,12.6,16.93,20.87,16.93,16.93,11.92,11.93,19.35,135.44

70,17:15-17:30,25.78,43.02,26.67,26.67,0,13.71,63.57,33,0,24,79.99,0,26.67,15.33,8.33,33.86,33.86,38.7,53.21,44.02,33.86,8,12,22,27.01,23,12.71,0,150.44,3.99,51.27,10.61,5.35,10.8,8.45,4.74,-0,26.97,28.27,70.53,5.35,26.97,12.5,4.13,12.6,16.93,20.87,16.93,16.93,11.92,11.93,19.35,135.44

71,17:30-17:45,19.3,43.02,26.67,26.67,0,10.58,52.67,30.23,0,20,79.99,0,26.67,15.33,8.33,33.86,33.86,38.7,82.23,44.02,33.86,7,8,18,22.44,17,10.54,0,150.44,3.99,51.27,10.61,4.36,10.8,8.45,4.74,-0,26.97,27.25,70.53,4.36,26.97,12.5,3.38,12.6,16.93,20.87,16.93,16.93,11.92,11.93,19.35,135.44

72,17:45-18:00,14.34,43.02,26.67,26.67,0,8.24,41.79,21.42,0,13,79.99,0,26.67,15.33,8.33,33.86,33.86,38.7,100.78,44.02,33.86,7,4,13,17.54,9,8.36,0,150.44,3.99,51.27,10.61,3.39,10.8,8.45,4.74,-0,26.97,27.25,70.53,3.39,26.97,12.5,2.63,12.6,16.93,20.87,16.93,16.93,11.92,11.93,19.35,135.44

73,18:00-18:15,0,43.02,26.67,26.67,0,6.18,42.4,0,0,8,79.99,0,26.67,0,4.35,33.86,33.86,38.7,100.78,44.02,33.86,5,2,9,14.49,3,8.48,0,150.44,2.18,51.27,10.61,2.77,10.8,10.79,3.24,-0,26.95,27.25,70.53,2.77,26.95,12.5,2.14,12.6,16.93,20.87,16.93,16.93,11.92,11.93,0,135.44

74,18:15-18:30,0,43.02,26.67,26.67,0,4.43,34.45,0,0,5,79.99,0,26.67,0,4.35,33.86,33.86,38.7,100.78,44.02,33.86,3,1,4,11.43,2,6.89,0,150.44,2.18,51.27,10.61,2.14,10.8,10.79,3.24,-0,26.95,28.26,70.53,2.14,26.95,12.5,1.65,12.6,16.93,20.87,16.93,16.93,11.92,11.93,0,135.44

75,18:30-18:45,0,43.02,25,25,0,2.89,24.73,0,0,2,75,0,26.33,0,4.35,33.86,33.86,38.7,100.78,44.02,33.86,1,0,3,8.38,1,4.95,0,150.44,2.18,51.27,10.61,0.81,10.8,10.79,5.81,-0,26.95,28.26,70.53,0.81,26.95,12.5,0.63,12.6,16.93,20.87,16.93,16.93,11.92,11.93,0,135.44

76,18:45-19:00,0,43.02,25,25,0,1.46,16.78,0,0,1,75,0,25.67,0,4.35,33.86,33.86,38.7,100.78,44.02,33.86,1,0,1,5.33,0,3.36,0,150.44,2.18,51.27,10.61,0,10.8,10.79,5.81,-0,26.95,29.26,70.53,0,26.95,12.5,0,12.6,16.93,20.87,16.93,16.93,11.92,11.93,0,135.44

77,19:00-19:15,0,43.02,25,25,0,0.38,10.77,0,0,0,75,0,24.33,0,8.64,33.86,33.86,38.7,100.78,44.02,33.86,0,0,0,4,0,2.16,0,150.44,4.03,51.27,10.61,0,10.8,11.44,5.82,-0,26.95,30.28,70.53,0,26.95,17.87,0,12.6,16.93,20.87,16.93,16.93,11.92,11.93,0,135.44

78,19:15-19:30,0,43.02,25,25,0,0,6.82,0,0,0,75,0,23.33,0,4.35,33.86,33.86,38.7,100.78,44.02,33.86,0,0,0,2.68,0,1.36,0,150.44,2.18,51.27,10.61,0,10.8,11.44,5.81,-0,26.95,30.28,70.53,0,26.95,17.87,0,12.6,16.93,20.87,16.93,16.93,11.92,11.93,0,135.44

79,19:30-19:45,0,43.02,25,25,0,0,3.46,0,0,0,75,0,20,0,4.35,33.86,33.86,56.71,100.78,44.02,33.86,0,0,0,1.36,0,0.69,0,150.44,3.97,83.31,10.61,0,10.8,11.44,5.81,-0,26.95,30.28,70.53,0,26.95,17.87,0,12.6,16.93,20.87,16.93,16.93,11.92,11.93,0,135.44

80,19:45-20:00,0,43.02,24.17,24.17,0,0,0,0,0,0,72.49,0,19.67,0,4.35,33.86,33.86,56.71,100.78,44.02,33.86,0,0,0,0,0,0,0,162.8,3.97,83.31,10.61,0,10.8,11.44,5.81,-0,26.95,30.28,70.53,0,26.95,17.87,0,12.6,16.93,20.87,16.93,16.93,11.92,11.93,0,135.44

81,20:00-20:15,0,42.82,24.33,24.33,0,0,0,0,0,0,73.01,0,19.33,0,4.35,33.86,33.86,87.26,100.78,44.02,33.86,0,0,0,0,0,0,0,201.5,3.97,130.89,10.61,0,10.72,11.25,5.81,-0,26.95,29.77,70.53,0,26.95,18.33,0,12.6,16.93,20.87,16.93,16.93,11.92,11.93,0,0

82,20:15-20:30,0,42.22,23.67,23.67,0,0,0,0,0,0,70.99,0,19.33,0,4.35,33.86,33.86,67.26,100.78,44.02,33.86,0,0,0,0,0,0,0,240.2,3.97,120.4,10.61,0,10.72,11.25,5.81,-0,26.95,29.77,70.53,0,26.95,18.33,0,12.6,16.93,20.87,16.93,16.93,11.92,11.93,0,0

83,20:30-20:45,0,42.02,23.33,23.33,0,0,0,0,0,0,70.01,0,19,0,4.35,33.86,33.86,67.26,100.78,44.02,33.86,0,0,0,0,0,0,0,273.53,3.97,102.99,10.61,0,10.72,11.25,5.81,-0,26.95,29.26,70.53,0,26.95,18.33,0,12.6,16.93,20.87,16.93,16.93,11.92,11.93,0,0

84,20:45-21:00,0,42.02,23,23,0,0,0,0,0,0,69,0,19,0,4.35,33.86,33.86,67.26,100.78,44.02,33.86,0,0,0,0,0,0,0,273.53,3.97,102.99,10.61,0,10.72,11.25,5.81,-0,26.95,29.26,70.53,0,26.95,18.33,0,12.6,16.93,20.87,16.93,16.93,11.92,11.93,0,0

85,21:00-21:15,0,40.42,23.33,23.33,0,0,0,0,0,0,70.01,0,18.67,0,8.61,33.86,33.86,87.26,100.78,44.02,33.86,0,0,0,0,0,0,0,273.53,3.97,130.89,10.61,0,10.72,11.25,5.81,-0,26.95,29.26,64.52,0,26.95,18.33,0,12.6,16.93,20.87,16.93,16.93,11.92,11.93,0,0

86,21:15-21:30,0,40.62,23.83,23.83,0,0,0,0,0,0,71.51,0,18.33,0,8.61,33.86,33.86,87.26,100.78,44.02,33.86,0,0,0,0,0,0,0,273.53,3.97,130.89,10.61,0,10.72,11.25,5.81,-0,26.95,29.26,64.52,0,26.95,18.33,0,12.6,16.93,20.87,16.93,16.93,11.92,11.93,0,0

87,21:30-21:45,0,42.42,24.33,24.33,0,0,0,0,0,0,73.01,0,18.33,0,8.61,33.86,33.86,87.26,100.78,44.02,33.86,0,0,0,0,0,0,0,273.53,3.97,130.89,10.61,0,10.72,11.25,5.81,-0,26.95,29.26,73.05,0,26.95,18.33,0,12.6,16.93,20.87,16.93,16.93,11.92,11.93,0,0

88,21:45-22:00,0,42.42,24.5,24.5,0,0,0,0,0,0,73.5,0,18.33,0,8.61,33.86,33.86,87.26,100.78,44.02,33.86,0,0,0,0,0,0,0,273.53,3.97,130.89,10.61,0,10.72,11.25,5.81,-0,26.95,29.26,81.58,0,26.95,18.33,0,12.6,16.93,20.87,16.93,16.93,11.92,11.93,0,0

89,22:00-22:15,0,42.42,22.5,22.5,0,0,0,0,0,0,67.5,0,18,0,8.61,33.86,33.86,87.26,100.78,44.02,33.86,0,0,0,0,0,0,0,273.53,3.97,130.89,10.61,0,10.72,9.38,5.81,-0,26.95,29.26,90.11,0,26.95,18.15,0,12.6,16.93,20.87,16.93,16.93,11.92,11.93,0,0

90,22:15-22:30,0,42.42,22.5,22.5,0,0,0,0,0,0,67.5,0,18,0,8.61,33.86,33.86,87.26,100.78,44.02,33.86,0,0,0,0,0,0,0,273.53,3.97,130.89,10.61,0,10.72,9.38,5.81,-0,26.95,29.26,116.04,0,26.95,18.15,0,12.6,16.93,20.87,16.93,16.93,11.92,11.93,0,0

91,22:30-22:45,0,42.42,22.67,22.67,0,0,0,0,0,0,67.99,0,18.33,0,8.61,33.86,33.86,87.26,100.78,44.02,33.86,0,0,0,0,0,0,0,273.53,3.97,130.89,10.61,0,10.72,9.38,5.81,-0,26.95,28.26,116.04,0,26.95,11.39,0,12.6,16.93,20.87,16.93,16.93,11.92,11.93,0,0

92,22:45-23:00,0,42.42,22.83,22.83,0,0,0,0,0,0,68.51,0,18.67,0,8.61,33.86,33.86,87.26,100.78,44.02,33.86,0,0,0,0,0,0,0,273.53,3.97,130.89,10.61,0,10.72,9.38,5.81,-0,26.95,28.26,116.04,0,26.95,11.39,0,12.6,16.93,20.87,16.93,16.93,11.92,11.93,0,0

93,23:00-23:15,0,39.02,23.33,23.33,0,0,0,0,0,0,70.01,0,19,0,8.61,33.86,33.86,87.26,100.78,44.02,33.86,0,0,0,0,0,0,0,273.53,3.97,130.89,10.61,0,10.72,9.38,5.81,-0,25.44,28.26,116.04,0,25.44,11.39,0,12.6,16.93,20.87,16.93,16.93,11.92,11.93,0,0

94,23:15-23:30,0,39.02,23.67,23.67,0,0,0,0,0,0,70.99,0,19.67,0,8.61,33.86,33.86,87.26,100.78,44.02,33.86,0,0,0,0,0,0,0,273.53,3.97,130.89,10.61,0,10.72,9.38,5.81,-0,25.44,28.26,116.04,0,25.44,11.39,0,12.6,16.93,20.87,16.93,16.93,11.92,11.93,0,0

95,23:30-23:45,0,39.02,24,24,0,0,0,0,0,0,72,0,19.67,0,8.61,33.86,33.86,87.26,100.78,44.02,33.86,0,0,0,0,0,0,0,273.53,3.97,130.89,10.61,0,10.72,9.38,5.81,-0,25.44,27.25,116.04,0,25.44,11.39,0,12.6,16.93,20.87,16.93,16.93,11.92,11.93,0,0

96,23:45-24:00,0,39.02,24.5,24.5,0,0,0,0,0,0,73.5,0,19.67,0,8.61,33.86,33.86,87.26,100.78,44.02,33.86,0,0,0,0,0,0,0,273.53,3.97,130.89,10.61,0,10.72,9.38,5.81,-0,25.44,27.25,116.04,0,25.44,11.39,0,12.6,16.93,20.87,16.93,16.93,12.19,11.93,0,0

