Block,Time,KISHANGANGA,KKNP,KKNPPU2,NJPC,ANTA_GF,AURY_GF,DADRI_LF,DULHASTI,FSTPP I & II,KOLDAM,RIHAND3,TEHRI,TEHRIPSP,UNCHAHAR4,DADRI_RF,BSIUL,KHSTPP-II,NAPP,NLCEXP,RAPPB,RSTPSU1TO6,SALAL,TelanganaSTPP,VALLURNTECL,ANTA_LF,AURY_LF,DADRT2,DHAULIGNGA,NTPL,RAPPC,SIMHST2,SINGRAULI_HYDRO,URI2,DADRI_GF,CHAMERA2,CHAMERA3,NLCTS2EXP,NNTPP,PARBATI2,SASAN,SEWA2,SINGRAULI,TALA,TALST2,TANAKPUR,UNCHAHAR1,UNCHAHAR3,URI,ANTA_CRF,DADRI_CRF,CHAMERA1,JHAJJAR,KHSTPP-I,KUDGI,NLCIIST1,NLCIIST2,PARBATI3,RIHAND2,AURY_RF,BRBCL,MAPS,RAMPUR,SIMHST1,AURY_CRF,KGSU1AND2,KGSU3AND4,KOTESHWR,RAPPD,RIHAND1,RSTPSU7,TANDA2,UNCHAHAR2,ANTA_RF
55,13:30-13:45,8.71,0,0,181.16,0,0,0,58.79,15.6,0,132.37,18.82,0,3.98,76.68,13.04,148.3,24.89,0,0,0,82.5,0,0,0,0,690.85,21.92,0,68.39,0,1.16,38.16,0,48.9,35.09,0,0,39.96,418.77,0,155.58,3.82,0,3.45,21.83,27.99,52.99,0,0,27.34,447.23,45.83,0,0,0,43.03,59.2,78.22,20,0,7.04,0,0,0,0,20.88,26.14,99.81,0,3.48,45.62,49.3

56,13:45-14:00,8.71,0,0,181.16,0,0,0,58.79,15.6,0,132.37,18.82,0,3.98,76.68,13.04,148.3,24.89,0,0,0,82.5,0,0,0,0,690.85,21.92,0,68.39,0,1.16,38.16,0,48.9,35.09,0,0,39.96,418.77,0,155.58,3.82,0,3.45,21.83,27.99,52.99,0,0,27.49,447.23,45.83,0,0,0,43.03,59.2,78.22,20,0,7.04,0,0,0,0,20.88,26.14,99.81,0,3.48,45.62,49.3

57,14:00-14:15,8.71,0,0,181.16,0,0,0,58.79,15.6,2.08,92.37,18.82,0,3.98,76.68,6.52,148.3,24.89,0,0,0,82.5,0,0,0,0,490.85,21.92,0,68.39,0,1.16,38.16,0,48.9,35.09,0,0,39.96,418.77,0,155.58,3.23,0,3.45,21.83,27.99,51.34,0,0,27.34,447.23,45.83,0,0,0,43.03,29.2,78.22,20,0,7.04,0,0,0,0,20.88,26.14,64.81,0,3.48,45.62,48.64

58,14:15-14:30,8.71,0,0,181.16,0,0,0,58.79,15.6,2.08,92.37,9.41,0,3.98,76.68,6.52,148.3,24.89,0,0,0,82.5,0,0,0,0,490.85,21.92,0,68.39,0,1.16,38.16,0,48.9,35.09,0,0,37.7,418.77,0,155.58,3.23,0,3.45,21.83,27.99,51.34,0,0,27.34,447.23,45.83,0,0,0,43.03,29.2,78.22,20,0,7.04,0,0,0,0,20.88,26.14,64.81,0,3.48,45.62,48.64

59,14:30-14:45,8.71,0,0,181.16,0,0,0,58.79,15.6,2.08,92.37,0,0,3.98,76.68,6.52,148.3,24.89,0,0,0,82.5,0,0,0,0,490.85,21.92,0,68.39,0,1.16,38.16,0,48.9,35.09,0,0,37.7,418.77,0,155.58,3.23,0,3.45,21.83,27.99,51.34,0,0,26.63,447.23,45.83,0,0,0,43.03,62.82,78.22,20,0,7.04,0,0,0,0,20.88,26.14,64.81,0,3.48,45.62,48.64

60,14:45-15:00,8.71,0,0,181.16,0,0,0,58.79,15.6,2.08,92.37,0,0,3.98,76.68,6.52,148.3,24.89,0,0,0,82.5,0,0,0,0,490.85,21.92,0,68.39,0,1.16,38.16,0,48.9,35.09,0,0,37.7,418.77,0,155.58,3.23,0,3.45,21.83,27.99,51.34,0,0,30.18,447.23,45.83,0,0,0,43.03,70.9,78.22,20,0,7.04,0,0,0,0,20.88,26.14,64.81,0,3.48,45.62,48.64

61,15:00-15:15,8.71,0,0,181.16,0,0,0,58.79,15.6,2.08,92.37,0,0,3.98,76.68,6.52,148.3,24.89,0,0,0,82.5,0,0,0,0,490.85,21.92,0,68.39,0,1.16,38.16,0,48.9,35.09,0,0,37.7,418.77,0,155.58,3.23,0,3.45,21.83,27.99,51.34,0,0,41.08,447.23,45.83,0,0,0,43.03,77.63,78.22,20,0,7.04,0,0,0,0,20.88,26.14,64.81,0,3.48,45.62,48.64

62,15:15-15:30,8.71,0,0,181.16,0,0,0,58.79,15.6,4.16,92.37,0,0,3.98,76.68,6.52,148.3,24.89,0,0,0,82.5,0,0,0,0,490.85,21.92,0,68.39,0,1.16,38.16,0,48.9,35.09,0,0,37.7,418.77,0,155.58,3.23,0,3.45,21.83,27.99,51.34,0,0,41.16,447.23,45.83,0,0,0,43.03,84.35,78.22,20,0,7.04,0,0,0,0,20.88,26.14,64.81,0,3.48,45.62,48.63

63,15:30-15:45,8.71,0,0,181.16,0,0,0,58.79,15.6,4.16,92.37,0,0,3.98,76.68,6.52,148.3,24.89,0,0,0,82.5,0,0,0,0,490.85,21.92,0,68.39,0,1.16,38.16,0,48.9,35.09,0,0,37.7,418.77,0,155.58,3.23,0,11.53,21.83,27.99,51.34,0,0,42.15,447.23,45.83,0,0,0,43.03,96.8,78.22,20,0,7.04,0,0,0,0,10.44,26.14,64.81,0,3.48,45.62,48.63

64,15:45-16:00,8.71,0,0,181.16,0,0,0,58.79,15.6,4.16,92.37,0,0,3.98,76.68,6.52,148.3,24.89,0,0,0,82.5,0,0,0,0,490.85,21.92,0,68.39,0,1.16,38.16,0,48.9,35.09,0,0,37.7,418.77,0,155.58,3.23,0,11.53,21.83,27.99,51.34,0,0,42.15,447.23,45.83,0,0,0,43.03,96.8,78.22,20,0,7.04,0,0,0,0,10.44,26.14,64.81,0,3.48,45.62,48.63

65,16:00-16:15,8.71,0,0,181.16,0,0,0,58.79,15.6,4.16,92.37,0,0,3.98,76.68,0,148.3,24.89,0,0,0,82.5,0,0,0,0,490.85,21.92,0,68.39,0,1.16,38.16,0,48.9,35.09,0,0,37.7,418.77,0,155.58,3.23,0,11.53,21.83,27.99,51.34,0,0,42.15,447.23,45.83,0,0,0,39.35,96.8,78.22,20,0,7.04,0,0,0,0,10.44,26.14,64.81,0,3.48,45.62,47.980000000000004

66,16:15-16:30,8.71,0,0,181.16,0,0,0,58.79,15.6,4.16,92.37,0,0,3.98,76.68,0,148.3,24.89,0,0,0,82.5,0,0,0,0,490.85,21.92,0,68.39,0,1.16,38.16,0,48.9,35.09,0,0,37.7,418.77,0,155.58,3.23,0,11.53,21.83,27.99,51.34,0,0,42.15,447.23,45.83,0,0,0,39.35,96.8,78.22,20,0,7.04,0,0,0,0,10.44,26.14,64.81,0,3.48,45.62,47.980000000000004

67,16:30-16:45,8.71,0,0,181.16,0,0,0,58.79,15.6,4.16,92.37,0,0,3.98,76.68,0,148.3,24.89,0,0,0,82.5,0,0,0,0,490.85,21.92,0,68.39,0,1.16,38.16,0,48.9,35.09,0,0,37.7,418.77,0,155.58,3.23,0,6.4,21.83,27.99,51.34,0,0,42.15,447.23,45.83,0,0,0,23.05,96.8,78.22,20,0,7.04,0,0,0,0,0,26.14,64.81,0,3.48,45.62,47.32

68,16:45-17:00,8.71,0,0,181.16,0,0,0,58.79,15.6,7.26,92.37,0,0,3.98,76.68,0,148.3,24.89,0,0,0,82.5,0,0,0,0,490.85,21.92,0,68.39,0,1.16,38.16,0,48.9,35.09,0,0,37.7,418.77,0,155.58,3.23,0,6.4,21.83,27.99,51.34,0,0,42.15,447.23,45.83,0,0,0,23.05,96.8,78.22,20,0,7.04,0,0,0,0,0,26.14,64.81,0,3.48,45.62,47.32

69,17:00-17:15,8.71,0,0,181.16,0,0,0,58.79,15.6,9.69,92.37,0,0,3.98,76.7,0,148.3,24.89,0,0,0,82.5,0,0,0,0,490.85,21.92,0,68.39,0,1.16,38.16,0,48.9,35.09,0,0,37.7,418.77,0,155.58,3.39,0,6.4,21.83,27.99,51.34,0,0,42.15,447.23,45.83,0,0,0,23.05,96.8,78.22,20,0,7.04,0,0,0,0,0,26.14,64.81,0,3.48,45.62,47.33

70,17:15-17:30,8.71,0,0,181.16,0,0,0,58.79,15.6,9.69,92.37,0,0,3.98,76.7,0,148.3,24.89,0,0,0,82.5,0,0,0,0,490.85,21.92,0,68.39,0,1.16,38.16,0,48.9,35.09,0,0,37.7,418.77,0,155.58,3.39,0,6.4,21.83,27.99,51.34,0,0,42.15,447.23,45.83,0,0,0,23.05,96.8,78.24,20,0,7.04,0,0,0,0,0,26.14,64.81,0,3.48,45.62,47.33

71,17:30-17:45,8.71,0,0,181.16,0,0,0,58.79,15.6,9.69,92.37,0,0,3.98,76.7,0,148.3,24.89,0,0,0,82.5,0,0,0,0,490.85,21.92,0,68.39,0,1.16,38.16,0,48.9,35.09,0,0,37.7,418.77,6.31,155.58,3.39,0,6.4,21.83,27.99,51.34,0,0,42.15,447.23,45.83,0,0,0,39.35,96.8,78.24,20,0,7.04,0,0,0,0,0,26.14,64.81,0,3.48,45.62,47.33

72,17:45-18:00,8.71,0,0,181.16,0,0,0,58.79,15.6,9.69,92.37,0,0,3.98,76.7,0,148.3,24.89,0,0,0,82.5,0,0,0,0,490.85,21.92,0,68.39,0,1.16,38.16,0,48.9,35.09,0,0,37.7,418.77,6.31,155.58,2.85,0,6.4,21.83,27.99,51.34,0,0,42.15,447.23,45.83,0,0,0,39.35,96.8,78.22,20,0,7.04,0,0,0,0,0,26.14,64.81,0,3.48,45.62,47.33

73,18:00-18:15,8.71,0,0,181.16,0,0,0,58.79,15.6,9.69,92.37,9.41,0,2.39,76.69,0,148.3,24.89,0,0,0,82.5,0,0,0,0,490.85,21.92,0,68.39,0,1.16,38.16,0,48.9,35.09,0,0,37.7,418.77,12.62,155.58,2.88,0,5,21.83,27.99,51.34,0,0,42.15,447.23,45.83,0,0,0,43.03,96.8,78.22,20,0,7.04,0,0,0,0,0,26.14,64.81,0,3.03,45.1,47.33

74,18:15-18:30,8.71,0,0,181.16,0,0,0,58.79,15.6,9.69,92.37,9.41,0,2.4,76.69,0,148.3,24.89,0,0,0,82.5,0,0,0,0,490.85,21.92,0,68.39,0,1.16,38.16,0,48.9,35.09,0,0,37.7,418.77,18.93,155.58,2.85,0,5,21.83,27.99,51.34,0,0,42.15,447.23,45.83,0,0,0,43.03,96.8,78.22,20,0,7.04,0,0,0,0,0,26.14,64.81,0,3.03,45.1,47.33

75,18:30-18:45,8.71,0,0,181.16,0,0,0,58.79,15.6,9.69,92.37,18.82,49.91,2.4,76.69,6.52,148.3,24.89,0,0,0,82.5,0,0,0,0,490.85,21.95,0,68.39,0,1.16,38.16,0,48.9,35.09,0,0,37.7,418.77,18.93,155.58,2.73,0,5,21.83,27.99,51.34,0,0,42.15,447.23,45.83,0,0,0,43.03,96.8,78.22,20,0,7.04,0,0,0,0,0,26.14,64.81,0,3.03,45.1,47.33

76,18:45-19:00,8.71,0,0,181.16,0,0,0,58.79,15.6,9.69,92.37,18.82,49.91,2.4,76.69,13.04,148.3,24.89,0,0,0,82.5,0,0,0,0,490.85,21.95,0,68.39,0,1.16,38.16,0,48.9,35.09,0,0,41.47,418.77,18.93,155.58,2.68,0,5,21.83,27.99,51.34,0,0,42.15,447.23,45.83,0,0,0,50.72,96.8,78.22,20,0,7.04,0,0,0,0,10.44,26.14,64.81,0,3.03,45.1,47.33

77,19:00-19:15,8.71,0,0,181.16,0,0,0,58.79,15.6,10.65,92.37,18.82,49.91,2.43,76.68,13.04,148.3,24.89,0,0,0,82.5,0,0,0,0,490.85,21.95,0,68.39,0,1.16,38.16,0,48.9,35.09,0,0,45.24,412.88,18.93,155.58,1.94,0,5,21.83,27.99,51.34,0,0,42.15,447.23,45.83,0,0,0,29.21,96.8,78.22,20,0,7.04,0,0,0,0,10.44,26.14,64.81,0,3.07,45.11,47.6

78,19:15-19:30,8.87,0,0,182.87,0,0,0,59.61,15.6,10.65,92.37,28.23,49.91,2.39,76.68,20.46,148.3,24.89,0,0,0,82.5,0,0,0,0,490.85,43.85,0,68.39,0,1.16,40.23,0,51.47,36.89,0,0,45.24,412.88,20.12,155.58,2.02,0,5,21.83,27.99,51.34,0,0,42.97,447.23,45.83,0,0,0,78.97,96.8,78.22,20,0,7.22,0,0,0,0,11.6,26.14,64.81,0,3.03,45.1,47.6

79,19:30-19:45,8.87,0,0,182.87,0,0,0,59.61,15.6,10.65,92.37,28.23,49.91,2.39,76.68,20.46,148.3,24.89,0,0,0,82.5,0,0,0,0,490.85,43.85,0,68.39,0,1.16,40.23,0,51.47,36.89,0,0,45.24,412.88,20.12,155.58,2,0,5,21.83,27.99,51.34,0,0,42.97,447.23,45.83,0,0,0,78.97,96.8,78.22,20,0,7.22,0,0,0,0,11.6,26.14,64.81,0,3.03,45.11,47.99

80,19:45-20:00,8.87,0,0,182.87,0,0,0,59.61,15.6,10.65,92.37,28.23,49.91,2.39,76.68,20.46,148.3,24.89,0,0,0,82.5,0,0,0,0,490.85,43.85,0,68.39,0,1.16,40.23,0,51.47,36.89,0,0,45.24,412.88,20.12,155.58,2,0,5,21.83,27.99,51.34,0,0,42.97,447.23,45.83,0,0,0,78.97,96.8,78.22,20,0,7.22,0,0,0,0,11.6,26.14,64.81,0,3.03,45.1,47.99

81,20:00-20:15,8.87,0,0,182.87,0,0,0,59.61,15.6,10.65,92.37,28.23,49.91,2.39,76.68,20.46,148.3,24.89,0,0,0,82.5,0,0,0,0,550.85,43.85,0,68.39,0,1.16,40.23,0,51.47,36.89,0,0,52.78,412.88,20.12,155.58,2.02,0,5,21.83,27.99,51.34,0,0,42.97,447.23,45.83,0,0,0,78.97,96.8,78.22,20,0,7.22,0,0,0,0,11.6,26.14,64.81,0,3.03,45.1,47.99

82,20:15-20:30,8.87,0,0,182.87,0,0,0,59.61,15.6,10.65,92.37,28.23,49.91,2.39,76.68,20.46,148.3,24.89,0,0,0,82.5,0,0,0,0,550.85,43.85,0,68.39,0,1.16,40.23,0,51.47,36.89,0,0,59.72,412.88,20.12,155.58,1.97,0,5,21.83,27.99,51.34,0,0,42.97,447.23,45.83,0,0,0,78.97,96.8,78.22,20,0,7.22,0,0,0,0,11.6,26.14,64.81,0,3.03,45.11,47.99

83,20:30-20:45,8.87,0,0,182.87,0,0,0,59.61,15.6,10.65,92.37,28.23,49.91,2.4,76.68,20.46,148.3,24.89,0,0,0,82.5,0,0,0,0,550.85,43.85,0,68.39,0,1.16,40.23,0,51.47,36.89,0,0,59.72,412.88,20.12,155.58,2.65,0,5,21.83,27.99,51.34,0,0,42.97,447.23,45.83,0,0,0,78.97,96.8,78.22,20,0,7.22,0,0,0,0,11.6,26.14,64.81,0,3.03,45.11,47.99

84,20:45-21:00,8.87,0,0,182.87,0,0,0,59.61,15.6,10.65,92.37,28.23,49.91,2.39,76.68,20.46,148.3,24.89,0,0,0,82.5,0,0,0,0,550.85,43.85,0,68.39,0,1.16,40.23,0,51.47,36.89,0,0,59.72,412.88,20.12,155.58,2.65,0,5,21.83,27.99,51.34,0,0,42.97,447.23,45.83,0,0,0,78.97,96.8,78.22,20,0,7.22,0,0,0,0,11.6,26.14,64.81,0,3.03,45.1,47.99

85,21:00-21:15,8.87,0,0,182.87,0,0,0,59.61,15.6,10.65,92.37,28.23,49.91,2.4,76.68,20.46,148.3,24.89,0,0,0,82.5,0,0,0,0,550.85,43.85,0,68.39,0,1.16,40.23,0,51.47,36.89,0,0,59.72,412.88,20.12,155.58,2.65,0,5,21.83,27.99,51.34,0,0,42.97,447.23,45.83,0,0,0,78.97,96.8,78.22,20,0,7.22,0,0,0,0,11.6,26.14,64.81,0,3.03,45.1,48.64

86,21:15-21:30,8.71,0,0,181.16,0,0,0,59.61,15.6,10.65,92.37,28.23,49.91,2.42,76.68,6.52,148.3,24.89,0,0,0,82.5,0,0,0,0,550.85,43.85,0,68.39,0,1.16,38.16,0,48.9,35.09,0,0,49.01,412.88,18.93,141.28,2.73,0,5,21.83,27.99,51.34,0,0,42.15,447.23,45.83,0,0,0,30.74,96.8,78.22,20,0,7.04,0,0,0,0,10.44,26.14,64.81,0,3.08,45.12,48.64

87,21:30-21:45,8.71,0,0,181.16,0,0,0,59.61,15.6,10.65,92.37,28.23,49.91,2.42,76.68,6.52,148.3,24.89,0,0,0,82.5,0,0,0,0,550.85,43.85,0,68.39,0,1.16,38.16,0,48.9,35.09,0,0,49.01,412.88,18.93,141.3,2.85,0,5,21.83,27.99,51.34,0,0,42.15,447.23,45.83,0,0,0,33.81,96.8,78.22,20,0,7.04,0,0,0,0,10.44,26.14,64.81,0,3.11,45.14,48.64

88,21:45-22:00,8.87,0,0,182.87,0,0,0,59.61,15.6,10.65,92.37,28.23,49.91,2.39,76.68,20.46,148.3,24.89,0,0,0,82.5,0,0,0,0,550.85,43.85,0,68.39,0,1.16,40.23,0,51.47,36.89,0,0,59.72,412.88,20.12,141.27,2.92,0,5,21.83,27.99,51.34,0,0,42.97,447.23,45.83,0,0,0,78.97,96.8,78.22,20,0,7.22,0,0,0,0,11.6,26.14,64.81,0,3.03,45.11,48.64

89,22:00-22:15,8.87,0,0,182.87,0,0,0,59.61,15.6,10.65,92.37,28.23,49.91,2.4,76.68,20.46,148.3,24.89,0,0,0,82.5,0,0,0,0,550.85,43.85,0,68.39,0,1.16,40.23,0,51.47,36.89,0,0,59.72,412.88,20.12,141.24,3,0,4.35,21.83,27.99,51.34,0,0,42.97,447.23,45.83,0,0,0,78.97,96.8,78.22,20,0,7.22,0,0,0,0,11.6,26.14,64.81,0,3.03,45.11,48.91

90,22:15-22:30,8.87,0,0,182.87,0,0,0,59.61,15.6,10.65,92.37,28.23,49.91,2.4,76.68,20.46,148.3,24.89,0,0,0,82.5,0,0,0,0,550.85,43.85,0,68.39,0,1.16,40.23,0,51.47,36.89,0,0,59.72,412.88,20.12,141.26,3.06,0,4.35,21.83,27.99,51.34,0,0,42.97,447.23,45.83,0,0,0,78.97,96.8,78.22,20,0,7.22,0,0,0,0,11.6,26.14,64.81,0,3.03,45.11,48.91

91,22:30-22:45,8.87,0,0,182.87,0,0,0,59.61,15.6,10.65,92.37,28.23,49.91,2.39,76.68,20.46,148.3,24.89,0,0,0,82.5,0,0,0,0,550.85,43.85,0,68.39,0,1.16,40.23,0,51.47,36.89,0,0,59.72,412.88,20.12,155.58,3.12,0,4.35,21.83,27.99,51.34,0,0,42.97,447.23,45.83,0,0,0,78.97,96.8,78.22,20,0,7.22,0,0,0,0,11.6,26.14,64.81,0,3.03,45.1,48.91

92,22:45-23:00,8.71,0,0,181.16,0,0,0,58.79,15.6,10.65,92.37,28.23,49.91,2.41,76.68,6.52,148.3,24.89,0,0,0,82.5,0,0,0,0,550.85,43.85,0,68.39,0,1.16,38.16,0,48.9,35.09,0,0,52.78,412.88,18.93,155.58,3.23,0,4.35,21.83,27.99,51.34,0,0,42.15,447.23,45.83,0,0,0,78.39,96.8,78.22,20,0,7.04,0,0,0,0,10.44,26.14,64.81,0,3.05,45.12,48.91

93,23:00-23:15,8.71,0,0,181.16,0,0,0,58.79,15.6,10.65,92.37,28.23,49.91,2.42,65.72999999999999,13.04,148.3,24.89,0,0,0,82.5,0,0,0,0,550.85,43.85,0,68.39,0,1.16,38.16,0,48.9,35.09,0,0,52.78,412.88,12.62,155.58,3.27,0,4.35,21.83,27.99,51.34,0,0,42.15,447.23,45.83,0,0,0,69.16,96.8,78.22,20,0,7.04,0,0,0,0,10.44,26.14,64.81,0,3.06,45.12,49.3

94,23:15-23:30,8.71,0,0,181.16,0,0,0,58.79,15.6,10.65,92.37,28.23,49.91,2.42,65.72999999999999,13.04,148.3,24.89,0,0,0,82.5,0,0,0,0,550.85,43.85,0,68.39,0,1.16,38.16,0,48.9,35.09,0,0,52.78,412.88,12.62,155.58,3.35,0,4.35,21.83,27.99,51.34,0,0,42.15,447.23,45.83,0,0,0,69.16,96.8,78.22,20,0,7.04,0,0,0,0,10.44,26.14,64.81,0,3.07,45.13,49.3

95,23:30-23:45,8.71,0,0,181.16,0,0,0,58.79,15.6,10.65,92.37,28.23,49.91,2.43,65.72999999999999,13.04,148.3,24.89,0,0,0,82.5,0,0,0,0,550.85,43.85,0,68.39,0,1.16,38.16,0,48.9,35.09,0,0,52.78,412.88,12.62,155.58,3.41,0,3.07,21.83,27.99,51.34,0,0,42.15,447.23,45.83,0,0,0,69.16,96.8,78.22,20,0,7.04,0,0,0,0,10.44,26.14,64.81,0,3.06,45.1,49.3

96,23:45-24:00,8.71,0,0,181.16,0,0,0,58.79,15.6,10.65,92.37,28.23,49.91,2.39,65.72999999999999,13.04,148.3,24.89,0,0,0,82.5,0,0,0,0,550.85,43.85,0,68.39,0,1.16,38.16,0,48.9,35.09,0,0,52.78,412.88,12.62,155.58,3.47,0,3.07,21.83,27.99,51.34,0,0,42.15,447.23,45.83,0,0,0,69.16,96.8,78.22,20,0,7.04,0,0,0,0,10.44,26.14,64.81,0,3.05,45.11,49.3

