Block,Time Block,NNTPP,NTPL,PARBATI3,NLCTS2EXP,RAMPUR,RIHAND3,SALAL,SEWA2,RAPPC,RIHAND2,SASAN,RAPPB,SIMHST1,RSTPSU1TO6,RIHAND1,RSTPSU7,SINGRAULI,SINGRAULI_HYDRO,SIMHST2,NLCIIST1,NLCIIST2,NJPC,MAPS,NAPP,NLCEXP,KGSU1AND2,KGSU3AND4,KOLDAM,KUDGI,KOTESHWR,JHAJJAR,KKNP,KKNPPU2,CHAMERA3,DADRT2,CHAMERA2,DULHASTI,DHAULIGNGA,FSTPP I & II,BSIUL,CHAMERA1,BRBCL,KHSTPP-II,KHSTPP-I,KISHANGANGA,ANTA_RF,UNCHAHAR4,AURY_LF,DADRI_GF,URI2,ANTA_LF,UNCHAHAR3,AURY_GF,DADRI_CRF,UNCHAHAR2,ANTA_GF,AURY_CRF,URI,AURY_RF,VALLURNTECL,ANTA_CRF,DADRI_RF,DADRI_LF,UNCHAHAR1,TANDA2,TALST2,TANAKPUR,TelanganaSTPP,TEHRI,TALA,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
61,15:00-15:15,0,0,0,0,0,59.67,66.93,10.11,24.97,114.01,326.16,0,0,0,88.32,0,134.1,0.74,0,0,0,0,0,19.58,0,0,0,0,0,8.52,229.5,0,0,0,361.09,0,15.82,0,11.94,6.26,0,19.2,142.37,35.07,0,0,0,0,0,25.82,0,13.94,0,0,22.38,0,0,34.97,0,0,0,0,0,11.4,0,0,0,0,22.87,0,0,0,0,0,0

62,15:15-15:30,0,0,0,0,0,59.67,66.93,10.11,24.97,114.01,326.16,0,0,0,88.32,0,134.1,0.74,0,0,0,0,0,19.58,0,0,0,0,0,8.52,229.5,0,0,0,361.09,0,15.82,0,11.94,6.26,0,19.2,142.37,35.07,0,0,0,0,0,25.82,0,13.94,0,0,22.38,0,0,34.97,0,0,0,0,0,11.4,0,0,0,0,22.87,0,0,0,0,0,0

63,15:30-15:45,0,0,0,0,0,59.67,66.93,10.11,24.97,114.01,326.16,0,0,0,88.32,0,134.1,0.74,0,0,0,0,0,19.58,0,0,0,0,0,8.52,229.5,0,0,0,361.09,0,15.82,0,11.94,6.26,0,19.2,142.37,35.07,0,0,0,0,0,25.82,0,15.78,0,0,25.14,0,0,34.97,0,0,0,0,0,11.94,0,0,0,0,22.87,0,0,0,0,0,0

64,15:45-16:00,0,0,0,0,0,59.67,12.83,10.11,24.97,114.01,326.16,0,0,0,88.32,0,134.1,0.74,0,0,0,0,0,19.58,0,0,0,0,0,8.52,229.5,0,0,0,361.09,0,15.82,0,11.94,6.26,0,19.2,142.37,43.71,0,0,0,0,0,25.82,0,15.82,0,0,25.19,0,0,34.97,0,0,0,0,0,11.94,0,0,0,0,22.87,0,0,0,0,0,0

65,16:00-16:15,0,0,0,0,0,59.67,12.83,10.11,24.97,114.01,316.44,0,0,0,88.32,0,134.1,0.74,0,0,0,0,0,19.58,0,0,0,0,0,8.52,265.24,0,0,0,365.15,0,15.82,0,14.88,6.26,13.43,19.2,142.37,43.71,0,0,0,0,0,25.82,0,16.2,0,0,25.19,0,0,34.97,0,0,0,0,0,12.33,0,0,0.74,0,34.29,0,0,0,0,0,0

66,16:15-16:30,0,0,0,0,0,59.67,12.83,10.11,24.97,114.01,316.44,0,0,0,88.32,0,134.1,0.74,0,0,0,22.45,0,19.58,0,0,0,0,0,8.52,287.3,0,0,0,365.15,0,15.82,0,17.47,6.26,13.43,19.2,142.37,43.71,0,0,0,0,0,25.82,0,21.21,0,0,33.24,0,0,34.97,0,0,0,0,0,16.27,0,0,0.74,0,34.29,0,0,0,0,0,0

67,16:30-16:45,0,0,0,0,0,59.67,12.83,10.11,24.97,114.01,316.44,0,0,0,88.32,0,134.1,0.74,0,0,0,44.91,0,19.58,0,0,0,0,0,8.52,335.3,0,0,0,411.07,3.84,15.82,0,17.47,12.52,26.97,19.2,142.37,43.71,0,0,0,0,0,25.82,0,21.21,0,0,33.24,0,0,34.97,0,0,0,0,0,16.27,0,0,0.74,0,34.29,0,0,0,0,0,0

68,16:45-17:00,0,0,0,0,0,59.67,12.83,10.11,24.97,114.01,316.44,0,0,0,88.32,0,134.1,0.74,0,0,0,44.91,0,19.58,0,0,0,0,0,8.52,335.3,0,0,0,458.03,12.64,15.82,0,17.47,12.52,26.97,19.2,142.37,43.71,0,0,0,0,0,25.82,0,21.21,0,0,33.24,0,0,34.97,0,0,0,0,0,16.27,0,0,0.74,0,34.29,0,0,0,0,0,0

69,17:00-17:15,0,0,0,0,0,59.67,12.83,10.11,24.97,114.01,316.44,0,0,0,88.32,0,134.1,0.74,0,0,0,44.91,0,19.58,0,0,0,0,0,8.52,335.3,0,0,9.29,495.53,12.64,31.64,8.77,17.47,12.52,40.46,19.2,142.37,43.71,0,0,0,0,0,27.12,0,21.21,0,0,33.24,0,0,38.16,0,0,0,0,0,16.27,0,0,0.74,0,45.72,0,0,0,0,0,0

70,17:15-17:30,0,0,0,0,0,59.67,12.83,10.11,24.97,114.01,316.44,0,0,0,88.32,0,134.1,0.74,0,0,0,67.36,0,19.58,0,0,0,0,0,17.04,364.1,0,0,18.58,495.53,25.29,31.64,8.77,14.96,12.52,40.46,19.2,142.37,43.71,0,0,0,0,0,27.12,0,21.21,0,0,33.24,0,0,38.16,0,0,0,0,0,16.27,0,0,0.74,0,45.72,0,0,0,0,0,0

71,17:30-17:45,0,0,0,0,0,59.67,12.83,15.18,24.97,114.01,316.44,0,0,0,88.32,0,134.1,0.74,0,0,0,89.82,0,19.58,0,0,0,0,0,37.49,364.1,0,0,27.9,495.53,37.93,47.45,17.54,14.96,18.78,40.46,19.2,142.37,43.71,0,0,0,0,0,27.12,0,21.21,0,0,33.24,0,0,38.16,0,0,0,0,0,16.27,0,0,0.74,0,45.72,0,0,0,0,0,0

72,17:45-18:00,0,0,0,0,0,59.67,12.83,15.18,24.97,114.01,316.44,0,0,0,88.32,0,134.1,0.74,0,0,0,112.27,0,19.58,0,0,0,0,0,37.49,364.1,0,0,27.9,528.35,37.93,47.45,26.31,14.96,18.78,40.46,19.2,142.37,43.71,0,0,0,0,0,27.12,0,21.21,0,0,33.24,0,0,38.16,0,0,0,0,0,16.27,0,0,0.74,0,45.72,0,0,0,0,0,0

73,18:00-18:15,0,0,0,0,0,59.67,12.83,15.18,24.97,114.01,316.44,0,0,0,88.32,0,134.1,0.74,0,0,0,134.74,0,19.58,0,0,0,0,0,37.49,417.26,0,0,27.9,533.37,37.93,47.45,26.31,15,18.78,40.46,19.2,142.37,43.71,0,0,0,0,0,27.12,0,25.34,0,0,39.45,0,0,34.97,0,0,0,0,0,20.02,0,0,0.74,0,45.72,0,0,0,0,0,0

74,18:15-18:30,0,0,0,0,0,59.67,12.83,15.18,24.97,114.01,316.44,0,0,0,88.32,0,134.1,0.74,0,0,0,134.74,0,19.58,0,0,0,0,0,37.49,417.26,0,0,27.9,591.38,37.93,47.45,26.31,17.47,18.78,40.46,19.2,142.37,43.71,0,0,0,0,0,27.12,0,25.34,0,0,40.69,0,0,34.97,0,0,0,0,0,20.02,0,0,0.74,0,45.72,0,0,0,0,0,0

75,18:30-18:45,0,0,0,0,0,59.67,12.83,15.18,24.97,114.01,316.44,0,0,0,88.32,0,134.1,0.74,0,0,0,134.74,0,19.58,0,0,0,0,0,37.49,417.26,0,0,27.9,655.48,37.93,47.45,26.31,17.47,18.78,40.46,19.2,142.37,43.71,0,0,0,0,0,23.24,0,25.34,0,0,40.69,0,0,34.97,0,0,0,0,0,20.02,0,0,0.74,0,45.72,0,0,0,0,0,0

76,18:45-19:00,0,0,0,0,0,59.67,12.83,15.18,24.97,114.01,316.44,0,0,0,88.32,0,134.1,0.74,0,0,0,112.27,0,19.58,0,0,0,0,0,37.49,417.26,0,0,27.9,655.48,37.93,47.45,26.31,17.47,18.78,40.46,19.2,142.37,43.71,0,0,0,0,0,23.24,0,25.34,0,0,40.69,0,0,34.97,0,0,0,0,0,20.02,0,0,0.74,0,45.72,0,0,0,0,0,0

77,19:00-19:15,0,0,3.67,0,0,59.67,12.83,10.11,24.97,114.01,316.44,0,0,0,88.32,0,134.1,0.74,0,0,0,89.82,0,19.58,0,0,0,0,0,17.04,417.26,0,0,18.58,655.48,37.93,31.64,26.31,17.47,12.52,26.97,19.2,142.37,43.71,0,0,0,0,0,23.24,0,25.34,0,0,40.69,0,0,34.97,0,0,0,0,0,20.02,0,0,1.72,0,34.29,0,0,0,0,0,0

78,19:15-19:30,0,0,15.88,0,0,59.67,12.83,10.11,24.97,114.01,316.44,0,0,0,88.32,0,134.1,0.74,0,0,0,67.36,0,19.58,0,0,0,0,0,8.52,417.26,0,0,9.29,655.48,37.93,31.64,17.54,17.47,12.52,13.43,19.2,142.37,43.71,0,0,0,0,0,23.24,0,25.34,0,0,40.69,0,0,34.97,0,0,0,0,0,20.02,0,0,1.72,0,34.29,0,0,0,0,0,0

79,19:30-19:45,0,0,15.88,0,0,59.67,12.83,10.11,24.97,114.01,316.44,0,0,0,88.32,0,134.1,0.74,0,0,0,44.91,0,19.58,0,0,0,0,0,8.52,417.26,0,0,0,655.48,25.29,15.82,15.85,17.47,12.52,0,19.2,142.37,43.71,0,0,0,0,0,23.24,0,25.34,0,0,40.69,0,0,34.97,0,0,0,0,0,18.1,0,0,1.72,0,22.87,0,0,0,0,0,0

80,19:45-20:00,0,0,15.88,0,0,59.67,12.83,10.11,24.97,114.01,316.44,0,0,0,88.32,0,134.1,0.74,0,0,0,18.91,0,19.58,0,0,0,0,0,8.52,417.26,0,0,0,655.48,12.64,15.82,8.77,17.47,12.52,0,19.2,142.37,43.71,0,0,0,0,0,23.24,0,25.34,0,0,40.69,0,0,34.97,0,0,0,0,0,18.1,0,0,1.72,0,22.87,0,0,0,0,0,0

81,20:00-20:15,0,0,15.88,0,0,59.67,12.83,10.11,24.97,114.01,323.96,0,0,0,88.32,0,134.1,0.74,0,0,0,0,0,19.58,0,0,0,0,0,8.52,417.26,0,0,0,655.48,8.96,15.82,7.6,17.47,6.26,0,19.2,142.37,43.71,0,0,0,0,0,23.24,0,25.34,0,0,40.69,0,0,34.97,0,0,0,0,0,18.1,0,0,1.72,0,22.87,0,0,0,0,0,0

82,20:15-20:30,0,0,15.88,0,0,59.67,12.83,10.11,24.97,114.01,328.31,0,0,0,88.32,0,134.1,0.74,0,0,0,0,0,19.58,0,0,0,0,0,8.52,417.26,0,0,0,655.48,0,15.82,7.6,17.47,6.26,0,19.2,142.37,43.71,0,0,0,0,0,23.24,0,25.34,0,0,40.69,0,0,34.97,0,0,0,0,0,18.1,0,0,1.72,0,11.43,0,0,0,0,0,0

83,20:30-20:45,0,0,15.88,0,0,59.67,12.83,10.11,24.97,114.01,328.32,0,0,0,88.32,0,134.1,0.74,0,0,0,0,0,19.58,0,0,0,0,0,8.52,417.26,0,0,0,655.48,0,15.82,7.6,17.47,6.26,0,19.2,142.37,43.71,0,0,0,0,0,23.24,0,25.34,0,0,40.69,0,0,34.97,0,0,0,0,0,18.1,0,0,1.48,0,11.43,0,0,0,0,0,0

84,20:45-21:00,0,0,15.65,0,0,59.67,12.83,10.11,24.97,114.01,328.32,0,0,0,88.32,0,134.1,0.74,0,0,0,0,0,19.58,0,0,0,0,0,8.52,417.26,0,0,0,655.48,0,15.82,0,17.47,6.26,0,19.2,142.37,43.71,0,0,0,0,0,23.24,0,25.34,0,0,40.69,0,0,34.97,0,0,0,0,0,18.1,0,0,1.48,0,11.43,0,0,0,0,0,0

85,21:00-21:15,0,0,15.65,0,0,59.67,12.83,10.11,24.97,114.01,338.04,0,0,0,88.32,0,134.1,0.74,0,0,0,0,0,19.58,0,0,0,0,0,8.52,417.26,0,0,0,624.69,0,15.82,0,17.47,6.26,0,19.2,142.37,43.71,0,0,0,0,0,23.24,0,25.34,0,0,40.69,0,0,34.97,0,0,0,0,0,18.1,0,0,1.48,0,11.43,0,0,0,0,0,0

86,21:15-21:30,0,0,3.43,0,0,59.67,12.83,10.11,24.97,114.01,357.48,0,0,0,88.32,0,134.1,0.74,0,0,0,0,0,19.58,0,0,0,0,0,8.52,417.26,0,0,0,605.49,0,15.82,0,17.47,6.26,0,19.2,142.37,43.71,0,0,0,0,0,23.24,0,25.34,0,0,40.69,0,0,34.97,0,0,0,0,0,18.1,0,0,1.48,0,2.3,0,0,0,0,0,0

87,21:30-21:45,0,0,0,0,0,59.67,12.83,10.11,24.97,114.01,370.68,0,0,0,88.32,0,134.1,0.74,0,0,0,0,0,19.58,0,0,0,0,0,8.52,417.26,0,0,0,595.89,0,15.82,0,17.47,6.26,0,19.2,142.37,43.71,0,0,0,0,0,23.24,0,25.34,0,0,40.69,0,0,34.97,0,0,0,0,0,18.1,0,0,1.48,0,0,0,0,0,0,0,0

88,21:45-22:00,0,0,0,0,0,59.67,12.83,10.11,24.97,114.01,372.6,0,0,0,88.32,0,134.1,0.74,0,0,0,0,0,19.58,0,0,0,0,0,8.52,417.26,0,0,0,585.33,0,15.82,0,17.47,6.26,0,19.2,142.37,43.71,0,0,0,0,0,23.24,0,25.34,0,0,40.69,0,0,34.97,0,0,0,0,0,18.1,0,0,1.48,0,0,0,0,0,0,0,0

89,22:00-22:15,0,0,0,0,0,59.67,12.83,10.11,24.97,114.01,372.6,0,0,0,88.32,0,134.1,0.74,0,0,0,0,0,19.58,0,0,0,0,0,8.52,417.26,0,0,0,613.17,0,15.82,0,17.47,6.26,0,19.2,142.37,43.71,0,0,0,0,0,23.24,0,25.34,0,0,40.69,0,0,34.97,0,0,0,0,0,18.1,0,0,1.48,0,0,0,0,0,0,0,0

90,22:15-22:30,0,0,0,0,0,59.67,12.83,10.11,24.97,114.01,372.6,0,0,0,88.32,0,134.1,0.74,0,0,0,0,0,19.58,0,0,0,0,0,8.52,417.26,0,0,0,655.48,0,15.82,0,17.47,6.26,0,19.2,142.37,43.71,0,0,0,0,0,23.24,0,25.34,0,0,40.69,0,0,34.97,0,0,0,0,0,18.1,0,0,1.48,0,0,0,0,0,0,0,0

91,22:30-22:45,0,0,0,0,0,59.67,24.55,10.11,24.97,114.01,372.6,0,0,0,88.32,0,134.1,0.74,0,0,0,0,0,19.58,0,0,0,0,0,8.52,417.26,0,0,0,655.48,0,15.82,0,17.47,6.26,0,19.2,142.37,43.71,0,0,0,0,0,23.24,0,25.34,0,0,40.69,0,0,34.97,0,0,0,0,0,18.1,0,0,1.48,0,0,0,0,0,0,0,0

92,22:45-23:00,0,0,0,0,0,59.67,24.55,10.11,24.97,114.01,372.6,0,0,0,88.32,0,134.1,0.74,0,0,0,0,0,19.58,0,0,0,0,0,8.52,417.26,0,0,0,655.48,0,15.82,0,17.47,6.26,0,19.2,142.37,43.71,0,0,0,0,0,23.24,0,25.34,0,0,40.69,0,0,34.97,0,0,0,0,0,18.1,0,0,1.48,0,0,0,0,0,0,0,0

93,23:00-23:15,0,0,0,0,0,59.67,24.55,10.11,24.97,114.01,372.6,0,0,0,88.32,0,134.1,0.74,0,0,0,0,0,19.58,0,0,0,0,0,8.52,417.26,0,0,0,655.81,0,15.82,0,17.47,6.26,0,19.2,142.37,43.71,0,0,0,0,0,23.24,0,25.34,0,0,40.69,0,0,34.97,0,0,0,0,0,18.1,0,0,1.48,0,0,0,0,0,0,0,0

94,23:15-23:30,0,0,0,0,0,59.67,24.55,10.11,24.97,114.01,372.6,0,0,0,88.32,0,134.1,0.74,0,0,0,0,0,19.58,0,0,0,0,0,8.52,417.26,0,0,0,655.81,0,15.82,0,17.47,6.26,0,19.2,142.37,43.71,0,0,0,0,0,23.24,0,25.34,0,0,40.69,0,0,34.97,0,0,0,0,0,18.1,0,0,1.48,0,0,0,0,0,0,0,0

95,23:30-23:45,0,0,0,0,0,59.67,24.55,10.11,24.97,114.01,372.6,0,0,0,88.32,0,134.1,0.74,0,0,0,0,0,19.58,0,0,0,0,0,8.52,417.26,0,0,0,598.58,0,15.82,0,17.47,6.26,0,19.2,142.37,43.71,0,0,0,0,0,23.24,0,25.34,0,0,40.69,0,0,34.97,0,0,0,0,0,18.1,0,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,0,0,0,0,0,59.67,24.55,10.11,24.97,114.01,372.6,0,0,0,88.32,0,134.1,0.74,0,0,0,0,0,19.58,0,0,0,0,0,8.52,417.26,0,0,0,550.58,0,15.82,0,17.47,6.26,0,19.2,142.37,43.71,0,0,0,0,0,23.24,0,25.34,0,0,40.69,0,0,34.97,0,0,0,0,0,18.1,0,0,0,0,0,0,0,0,0,0,0

